                   Pitcher  G  W  L  SV  CG  SHO  BF    IP   H  HR  SO  BB  IBB  HB  WP   R  ER     ERA    FIP  kwERA  WHIP ERA+ FIP- kwERA-   Diff    HR%     K%    BB%   K-BB%                Team Age  T League
96            Masui Shohta  2  0  0   0   0    0  41  10.0   8   0   5   3    0   0   0   2   2    1.80   3.52   4.31  1.10  164   93    114  -1.72   0.0%  12.2%   7.3%    4.9%     Yakult Swallows  26  L      E
97         Matsumoto Kengo  1  0  0   0   0    0  20   4.0   7   0   3   1    0   0   0   2   2    4.50   2.87   3.80  2.00   66   76    101   1.63   0.0%  15.0%   5.0%   10.0%     Yakult Swallows  27  R      E
98          Nishidate Kota  1  0  0   0   0    0   4   1.0   1   1   1   0    0   0   0   1   1    9.00  14.62   2.30  1.00   33  385     61  -5.62  25.0%  25.0%   0.0%   25.0%     Yakult Swallows  25  R      E
99        Nishihama Yuusei  2  0  0   0   0    0   8   2.0   0   0   1   1    0   1   0   0   0    0.00   5.62   4.80  0.50  999  148    127  -5.62   0.0%  12.5%  12.5%    0.0%     Yakult Swallows  23  R      E
100          Numata Shohei  2  0  0   0   0    0  10   1.0   5   0   0   0    0   0   1   4   3   27.00   3.62   4.80  5.00   11   95    127  23.38   0.0%   0.0%   0.0%    0.0%     Yakult Swallows  26  R      E
101         Ogawa Yasuhiro  1  0  1   0   0    0  22   5.0   7   1   3   1    0   0   0   2   2    3.60   5.62   3.89  1.60   82  148    103  -2.02   4.5%  13.6%   4.5%    9.1%     Yakult Swallows  36  R      E
102         Ohmichi Haruki  2  0  0   1   0    0   8   2.0   1   1   3   0    0   0   0   1   1    4.50   7.12   1.05  0.50   66  187     28  -2.62  12.5%  37.5%   0.0%   37.5%     Yakult Swallows  27  R      E
103       Okugawa Yasunobu  1  0  0   0   0    0  23   6.0   4   1   4   1    0   0   0   2   2    3.00   4.95   3.50  0.83   98  130     93  -1.95   4.3%  17.4%   4.3%   13.0%     Yakult Swallows  25  R      E
104      Sakaguchi Kousuke  3  1  1   0   0    0  15   3.0   4   1   1   1    0   1   0   2   1    3.00   9.29   4.80  1.67   98  244    127  -6.29   6.7%   6.7%   6.7%    0.0%     Yakult Swallows  26  R      E
105        Sakamoto Takumi  1  0  0   0   0    0   8   2.0   0   0   2   2    0   0   1   0   0    0.00   4.62   4.80  1.00  999  122    127  -4.62   0.0%  25.0%  25.0%    0.0%     Yakult Swallows  21  L      E
106           Satoh Takuma  3  1  0   0   0    0  13   3.1   2   0   2   2    0   0   0   0   0    0.00   4.22   4.80  1.20  999  111    127  -4.22   0.0%  15.4%  15.4%    0.0%     Yakult Swallows  26  L      E
107     Shimokawa Shunsuke  3  1  1   0   0    0  51  12.2   9   1   9   5    0   1   0   3   3    2.13   4.65   4.02  1.11  139  122    107  -2.52   2.0%  17.6%   9.8%    7.8%     Yakult Swallows  26  R      E
108         Taguchi Kazuto  1  0  0   0   0    0   4   1.0   1   0   2   0    0   0   0   0   0    0.00  -0.38  -0.20  1.00  999  -10     -5   0.38   0.0%  50.0%   0.0%   50.0%     Yakult Swallows  30  L      E
109        Takahashi Keiji  2  0  0   0   0    0  19   5.0   3   0   5   1    0   0   0   0   0    0.00   2.22   2.69  0.80  999   58     71  -2.22   0.0%  26.3%   5.3%   21.1%     Yakult Swallows  29  L      E
110    Takanashi Hirotoshi  1  0  0   0   0    0  20   6.0   2   0   9   0    0   0   0   1   0    0.00   0.62   0.30  0.33  999   16      8  -0.62   0.0%  45.0%   0.0%   45.0%     Yakult Swallows  35  R      E
111         Takeyama Hyuga  3  0  0   0   0    0  14   3.0   4   0   1   2    0   0   0   1   1    3.00   4.95   5.51  2.00   98  130    146  -1.95   0.0%   7.1%  14.3%   -7.1%     Yakult Swallows  22  R      E
112           Walters Nash  2  0  1   0   0    0  20   5.0   6   1   3   1    0   0   1   2   2    3.60   5.62   3.80  1.40   82  148    101  -2.02   5.0%  15.0%   5.0%   10.0%     Yakult Swallows  29  R      E
113          Yasaki Takuya  2  0  0   0   0    0   8   2.0   1   0   0   2    0   0   0   0   0    0.00   6.62   7.30  1.50  999  174    194  -6.62   0.0%   0.0%  25.0%  -25.0%     Yakult Swallows  31  R      E
114            Arima Keito  1  0  1   0   0    0   9   2.0   2   0   1   1    0   0   0   2   2    9.00   4.12   4.80  1.50   35  101    127   4.88   0.0%  11.1%  11.1%    0.0%    Chunichi Dragons  19  R      C
115        Fujishima Kento  1  0  0   0   0    0   3   1.0   0   0   1   0    0   0   0   0   0    0.00   1.62   1.47  0.00  999   40     39  -1.62   0.0%  33.3%   0.0%   33.3%    Chunichi Dragons  28  R      C
116            Fuku Hiroto  4  0  0   2   0    0  13   4.0   1   0   2   0    0   0   0   0   0    0.00   2.62   3.26  0.25  999   64     87  -2.62   0.0%  15.4%   0.0%   15.4%    Chunichi Dragons  34  L      C
117        Fukuda Konosuke  2  0  0   1   0    0  17   4.1   3   0   2   2    0   0   1   0   0    0.00   4.08   4.80  1.15  999  100    127  -4.08   0.0%  11.8%  11.8%    0.0%    Chunichi Dragons  20  L      C
118            Habu Shohta  3  0  0   0   0    0  13   3.0   2   0   0   2    0   1   0   0   0    0.00   6.62   6.34  1.33  999  162    168  -6.62   0.0%   0.0%  15.4%  -15.4%    Chunichi Dragons  25  R      C
119         Hashimoto Yuki  2  0  0   0   0    0   8   2.0   2   0   2   0    0   0   0   0   0    0.00   1.62   2.30  1.00  999   40     61  -1.62   0.0%  25.0%   0.0%   25.0%    Chunichi Dragons  28  L      C
120            Inoue Kenya  4  0  0   0   0    0  15   4.0   1   0   4   3    0   0   0   0   0    0.00   3.87   4.13  1.00  999   95    110  -3.87   0.0%  26.7%  20.0%    6.7%    Chunichi Dragons  19  R      C
121               Itoh Mao  3  0  0   0   0    0  15   3.0   4   1   1   2    0   0   0   3   3    9.00   9.29   5.47  2.00   35  228    145  -0.29   6.7%   6.7%  13.3%   -6.7%    Chunichi Dragons  25  R      C
122        Kanemaru Yumeto  1  0  1   0   0    0  21   5.0   5   0   5   2    0   0   1   1   1    1.80   2.82   3.37  1.40  176   69     89  -1.02   0.0%  23.8%   9.5%   14.3%    Chunichi Dragons  23  L      C
123       Katsuno Akiyoshi  1  0  0   0   0    0   2   0.1   1   0   0   0    0   0   0   0   0    0.00   3.62   4.80  3.00  999   89    127  -3.62   0.0%   0.0%   0.0%    0.0%    Chunichi Dragons  29  R      C
