                 Pitcher  G  W  L  SV  HLD  CG  SHO  BF   IP   H  HR  SO  BB  IBB  HB  WP  R  ER     ERA    FIP  kwERA   WHIP ERA+ FIP- kwERA-    Diff    HR%     K%    BB%   K-BB%     GB%  Chase%    Con% SwStr%   CSW%  FB Velo                Team Age  T League
10           Akagi Seiya  1  0  0   0    0   0    0   6  0.1   4   0   0   1    0   0   0  3   3   81.00  12.05   6.47  15.00    4  349    193   68.95   0.0%   0.0%  16.7%  -16.7%   80.0%   18.2%   88.2%   6.9%  17.2%     91.8      Hiroshima Carp  22  R     CL
11          Hearn Taylor  2  1  0   0    0   0    0   6  1.1   1   0   1   1    1   0   0  0   0    0.00   3.80   4.80   1.50  999  110    143   -3.80   0.0%  16.7%  16.7%    0.0%   75.0%   25.0%   77.8%  12.5%  25.0%     96.2      Hiroshima Carp  31  L     CL
12     Kuribayashi Ryoji  1  1  0   0    0   1    1  28  9.0   1   0   9   0    0   0   0  0   0    0.00   1.05   1.59   0.11  999   30     47   -1.05   0.0%  32.1%   0.0%   32.1%   31.6%   43.2%   74.5%  12.6%  36.8%     90.1      Hiroshima Carp  29  R     CL
13       Moriura Daisuke  2  1  0   1    0   0    0   8  2.0   2   0   1   0    0   0   0  0   0    0.00   2.05   3.55   1.00  999   59    106   -2.05   0.0%  12.5%   0.0%   12.5%   33.3%   58.3%   84.6%   8.7%  30.4%     92.8      Hiroshima Carp  28  L     CL
14        Nakazaki Shota  1  0  0   0    0   0    0   5  1.0   1   0   3   0    0   1   0  0   0    0.00   0.05  -1.20   1.00  999    2    -36   -0.05   0.0%  60.0%   0.0%   60.0%  100.0%   31.2%   90.0%   3.6%  28.6%     89.9      Hiroshima Carp  33  R     CL
15          Saito Taichi  1  0  0   0    0   0    0   4  1.0   1   0   0   0    0   0   0  0   0    0.00   3.05   4.80   1.00  999   88    143   -3.05   0.0%   0.0%   0.0%    0.0%   75.0%   28.6%   66.7%  14.3%  28.6%     93.6      Hiroshima Carp  22  R     CL
16      Shimauchi Sotaro  1  0  0   0    0   0    0   4  0.2   1   0   1   1    0   0   0  1   1   13.50   4.55   4.80   3.00   26  132    143    8.95   0.0%  25.0%  25.0%    0.0%  100.0%   20.0%   66.7%  11.8%  23.5%     93.7      Hiroshima Carp  29  R     CL
17         Tarnok Freddy  1  0  0   0    0   0    0  25  7.0   5   0   7   0    0   0   0  0   0    0.00   1.05   2.00   0.71  999   30     60   -1.05   0.0%  28.0%   0.0%   28.0%   72.2%   29.4%   82.6%   8.5%  34.0%     93.1      Hiroshima Carp  27  R     CL
18         Tokoda Hiroki  1  0  0   0    0   0    0  24  5.0   9   0   5   0    0   0   0  2   2    3.60   1.05   2.72   1.80   96   30     81    2.55   0.0%  20.8%   0.0%   20.8%   31.6%   44.4%   82.7%   9.3%  24.7%     90.1      Hiroshima Carp  31  L     CL
19           Tsuji Taiga  1  0  0   0    0   0    0   3  0.2   0   0   1   1    0   0   0  0   0    0.00   4.55   4.80   1.50  999  132    143   -4.55   0.0%  33.3%  33.3%    0.0%    0.0%   36.4%   71.4%  12.5%  25.0%     91.2      Hiroshima Carp  21  L     CL
20         Azuma Katsuki  1  0  1   0    0   0    0  26  6.0   4   2   7   4    0   0   0  3   3    4.50   7.05   3.65   1.33   77  205    109   -2.55   7.7%  26.9%  15.4%   11.5%   53.3%   22.9%   75.0%  10.0%  33.0%     88.2       DeNA BayStars  30  L     CL
21           Irie Taisei  1  0  1   0    0   0    0  20  4.0   5   0   6   3    0   0   0  4   4    9.00   2.30   3.30   2.00   38   67     98    6.70   0.0%  30.0%  15.0%   15.0%   18.2%   25.0%   72.2%  11.8%  29.4%     92.8       DeNA BayStars  27  R     CL
22            Ise Hiromu  1  0  0   0    0   0    0   3  1.0   0   0   1   0    0   0   0  0   0    0.00   1.05   1.47   0.00  999   31     44   -1.05   0.0%  33.3%   0.0%   33.3%   50.0%   16.7%   60.0%  15.4%  38.5%     92.3       DeNA BayStars  28  R     CL
23         Ishida Yutaro  1  0  1   0    0   0    0  29  7.0   7   0   9   1    0   0   0  4   4    5.14   0.91   2.04   1.14   67   26     61    4.23   0.0%  31.0%   3.4%   27.6%   57.9%   23.9%   68.2%  13.6%  36.9%     91.0       DeNA BayStars  24  R     CL
24      Marcelino Hansel  1  0  0   0    0   0    0   3  1.0   0   0   1   0    0   0   0  0   0    0.00   1.05   1.47   0.00  999   31     44   -1.05   0.0%  33.3%   0.0%   33.3%   50.0%   28.6%   66.7%  13.3%  40.0%     94.9       DeNA BayStars  24  R     CL
25          Miyagi Daita  1  0  0   0    0   0    0   5  1.0   2   0   2   0    0   0   0  0   0    0.00  -0.95   0.80   2.00  999  -28     24    0.95   0.0%  40.0%   0.0%   40.0%   33.3%   57.1%   66.7%  18.8%  43.8%     91.9       DeNA BayStars  25  R     CL
26       Nakagawa Hayate  1  0  0   0    0   0    0   5  1.0   3   0   0   0    0   0   0  0   0    0.00   3.05   4.80   3.00  999   89    143   -3.05   0.0%   0.0%   0.0%    0.0%   40.0%   16.7%  100.0%   0.0%  14.3%     83.9       DeNA BayStars  27  R     CL
27         Reynolds Sean  1  0  0   0    0   0    0   5  1.0   0   0   0   0    0   0   0  1   0    0.00   3.05   4.80   0.00  999   89    143   -3.05   0.0%   0.0%   0.0%    0.0%   60.0%   30.8%   90.9%   4.3%  17.4%     94.2       DeNA BayStars  28  R     CL
28             Ruiz Jose  2  0  0   0    0   0    0   8  2.0   2   0   2   0    0   0   0  0   0    0.00   1.05   2.30   1.00  999   31     69   -1.05   0.0%  25.0%   0.0%   25.0%   66.7%   31.2%   65.0%  21.9%  25.0%     93.8       DeNA BayStars  31  R     CL
29         Sakamoto Yuya  1  0  0   0    0   0    0   4  1.0   1   0   0   0    0   0   0  0   0    0.00   3.05   4.80   1.00  999   89    143   -3.05   0.0%   0.0%   0.0%    0.0%   75.0%    0.0%  100.0%   0.0%  17.6%     90.5       DeNA BayStars  28  L     CL
30        Yoshino Teruki  1  0  0   0    0   0    0   9  2.0   1   0   2   2    0   0   1  1   1    4.50   4.05   4.80   1.50   77  118    143    0.45   0.0%  22.2%  22.2%    0.0%   80.0%   35.3%   58.3%  16.1%  41.9%     91.5       DeNA BayStars  27  R     CL
31         Akahoshi Yuji  1  0  0   0    0   0    0   7  2.0   1   0   0   0    0   0   0  0   0    0.00   3.05   4.80   0.50  999   93    143   -3.05   0.0%   0.0%   0.0%    0.0%   57.1%   30.8%   90.9%   4.2%  20.8%     90.0      Yomiuri Giants  26  R     CL
32   Funabasama Hiromasa  2  0  1   0    1   0    0   8  1.2   1   0   0   1    0   1   0  2   2   10.80   6.65   6.05   1.20   30  203    180    4.15   0.0%   0.0%  12.5%  -12.5%   50.0%   15.8%   80.0%   7.1%  14.3%     90.5      Yomiuri Giants  29  R     CL
33        Howard Spencer  1  0  1   0    0   0    0  25  6.0   4   0   7   4    0   0   0  1   0    0.00   2.72   3.60   1.33  999   83    107   -2.72   0.0%  28.0%  16.0%   12.0%   35.7%   10.9%   69.2%  12.4%  27.8%     91.7      Yomiuri Giants  29  R     CL
34      Ishikawa Tatsuya  1  0  0   0    0   0    0   8  1.0   4   1   1   1    0   0   0  4   4   36.00  17.05   4.80   5.00    9  521    143   18.95  12.5%  12.5%  12.5%    0.0%   33.3%   16.7%   66.7%  14.3%  28.6%     89.0      Yomiuri Giants  28  L     CL
35         Izumi Keisuke  1  0  0   0    0   0    0   4  1.0   1   0   0   1    0   0   0  0   0    0.00   6.05   7.30   2.00  999  185    217   -6.05   0.0%   0.0%  25.0%  -25.0%   66.7%   11.1%  100.0%   0.0%   6.7%     91.2      Yomiuri Giants  29  R     CL
36         Kitaura Ryuji  2  0  0   0    1   0    0   7  2.0   1   0   1   0    0   0   0  1   1    4.50   2.05   3.37   0.50   73   63    100    2.45   0.0%  14.3%   0.0%   14.3%   83.3%   16.7%   81.8%   8.3%  20.8%     91.9      Yomiuri Giants  26  L     CL
37         Luciano Elvis  2  0  0   0    1   0    0   6  2.0   1   0   2   0    0   0   0  0   0    0.00   1.05   1.47   0.50  999   32     44   -1.05   0.0%  33.3%   0.0%   33.3%   50.0%   28.6%   78.6%   9.7%  32.3%     94.0      Yomiuri Giants  26  R     CL
38         Nakagawa Kota  2  0  0   0    0   0    0   9  1.1   4   0   1   0    0   0   0  1   1    6.75   1.55   3.69   3.00   49   47    110    5.20   0.0%  11.1%   0.0%   11.1%   50.0%   23.1%   80.0%  10.7%  21.4%     88.9      Yomiuri Giants  32  L     CL
39     Takemaru Kazuyuki  1  1  0   0    0   0    0  22  6.0   3   0   5   2    0   0   0  1   1    1.50   2.39   3.44   0.83  219   73    102   -0.89   0.0%  22.7%   9.1%   13.6%   53.3%   35.6%   64.7%  15.2%  34.2%     91.0      Yomiuri Giants  24  L     CL
40           Tanaka Eito  1  0  0   1    0   0    0   3  1.0   1   0   0   0    0   0   0  0   0    0.00   3.05   4.80   1.00  999   93    143   -3.05   0.0%   0.0%   0.0%    0.0%   66.7%   50.0%  100.0%   0.0%  20.0%     92.9      Yomiuri Giants  26  R     CL
41              Tawa Ren  1  0  0   0    0   0    0   4  1.0   0   0   2   1    0   0   0  0   0    0.00   2.05   2.30   1.00  999   63     69   -2.05   0.0%  50.0%  25.0%   25.0%  100.0%   14.3%   50.0%   6.7%  53.3%     91.2      Yomiuri Giants  23  R     CL
42      Yamashiro Kyohei  1  0  0   0    0   0    0  13  2.0   3   0   1   3    0   2   0  5   5   22.50   9.55   6.34   3.00   15  292    189   12.95   0.0%   7.7%  23.1%  -15.4%   57.1%   20.9%   73.9%   9.0%  23.9%     90.4      Yomiuri Giants  22  L     CL
43          Hoshi Tomoya  2  0  0   1    1   0    0  11  2.0   4   0   1   1    0   0   0  1   1    4.50   3.55   4.80   2.50   80   98    143    0.95   0.0%   9.1%   9.1%    0.0%   33.3%   13.6%   92.3%   2.5%  22.5%     93.2     Yakult Swallows  32  R     CL
44        Kizawa Naofumi  2  0  0   0    2   0    0   8  2.0   0   0   2   2    0   1   0  0   0    0.00   5.55   4.80   1.00  999  154    143   -5.55   0.0%  25.0%  25.0%    0.0%    0.0%    8.3%   60.0%  10.3%  28.2%     93.8     Yakult Swallows  28  R     CL
45         Liranzo Jesus  1  0  0   0    1   0    0   3  1.0   0   0   1   0    0   0   0  0   0    0.00   1.05   1.47   0.00  999   29     44   -1.05   0.0%  33.3%   0.0%   33.3%   50.0%   28.6%   83.3%   7.7%  23.1%     95.5     Yakult Swallows  31  R     CL
46        Ohnishi Hiroki  1  0  0   0    1   0    0   2  0.2   0   0   0   0    0   0   0  0   0    0.00   3.05   4.80   0.00  999   85    143   -3.05   0.0%   0.0%   0.0%    0.0%   50.0%    0.0%  100.0%   0.0%   0.0%     87.6     Yakult Swallows  28  R     CL
47          Quijada Jose  2  0  0   2    0   0    0   8  2.0   1   0   3   1    0   0   0  0   0    0.00   1.55   2.30   1.00  999   43     69   -1.55   0.0%  37.5%  12.5%   25.0%   75.0%   33.3%   76.5%  11.8%  29.4%     92.9     Yakult Swallows  30  L     CL
48            Shoji Kota  1  1  0   0    0   0    0   6  1.0   3   0   1   0    0   0   0  1   1    9.00   1.05   3.13   3.00   40   29     93    7.95   0.0%  16.7%   0.0%   16.7%   40.0%   45.5%   90.0%   4.2%  37.5%     87.9     Yakult Swallows  26  L     CL
49   Takanashi Hirotoshi  1  0  0   0    0   0    0  25  6.0   5   1   6   2    0   0   0  1   1    1.50   4.22   3.20   1.17  241  117     95   -2.72   4.0%  24.0%   8.0%   16.0%   35.3%   41.5%   79.1%   9.4%  32.3%     91.1     Yakult Swallows  35  R     CL
50         Yamano Taichi  1  1  0   0    0   0    0  29  7.0   8   0   4   1    0   0   0  2   2    2.57   2.34   3.77   1.29  141   65    112    0.23   0.0%  13.8%   3.4%   10.3%   50.0%   26.1%   79.1%   8.9%  32.7%     91.1     Yakult Swallows  27  L     CL
51      Yoshimura Kojiro  1  1  0   0    0   0    0  21  5.1   5   1   7   0    0   0   0  2   2    3.38   2.87   1.47   0.94  107   79     44    0.51   4.8%  33.3%   0.0%   33.3%   28.6%   17.9%   76.7%  10.8%  30.1%     92.5     Yakult Swallows  28  R     CL
52          Abreu Albert  1  0  0   0    0   0    0   6  0.1   4   0   0   1    0   0   0  4   4  108.00  12.05   6.47  15.00    3  384    193   95.95   0.0%   0.0%  16.7%  -16.7%   40.0%   14.3%   88.9%   4.2%  16.7%     95.1    Chunichi Dragons  30  R     CL
53       Fujishima Kento  1  0  0   0    1   0    0   2  0.2   0   0   0   0    0   0   0  0   0    0.00   3.05   4.80   0.00  999   97    143   -3.05   0.0%   0.0%   0.0%    0.0%   50.0%   40.0%   75.0%  11.1%  33.3%     88.9    Chunichi Dragons  28  R     CL
54        Hashimoto Yuki  1  0  0   0    1   0    0   3  1.0   0   0   2   0    0   0   0  0   0    0.00  -0.95  -1.87   0.00  999  -30    -56    0.95   0.0%  66.7%   0.0%   66.7%    0.0%   50.0%   66.7%  21.4%  35.7%     94.3    Chunichi Dragons  28  L     CL
55      Katsuno Akiyoshi  1  0  1   0    0   0    0   5  0.2   1   0   0   2    1   0   0  1   1   13.50  12.05   8.80   4.50   23  384    262    1.45   0.0%   0.0%  40.0%  -40.0%    0.0%   27.3%   66.7%   7.7%  15.4%     93.4    Chunichi Dragons  29  R     CL
56        Makino Kenshin  1  0  1   0    0   0    0   6  1.0   1   0   0   2    0   0   0  1   1    9.00   9.05   8.13   3.00   35  288    242   -0.05   0.0%   0.0%  33.3%  -33.3%   75.0%   13.3%  100.0%   0.0%  23.3%     89.7    Chunichi Dragons  26  L     CL
57        Mejia Humberto  1  0  0   0    1   0    0   3  1.0   0   0   0   0    0   0   0  0   0    0.00   3.05   4.80   0.00  999   97    143   -3.05   0.0%   0.0%   0.0%    0.0%  100.0%   20.0%  100.0%   0.0%  25.0%     91.6    Chunichi Dragons  29  R     CL
58    Sakurai Yorinosuke  1  0  0   0    0   0    0  27  7.0   3   0   9   2    0   0   0  1   0    0.00   1.34   2.21   0.71  999   43     66   -1.34   0.0%  33.3%   7.4%   25.9%   31.2%   36.8%   70.2%  13.9%  30.7%     91.1    Chunichi Dragons  22  R     CL
59      Takahashi Hiroto  1  0  1   0    0   1    0  31  8.0   6   0   9   1    1   0   0  1   0    0.00   1.18   2.22   0.88  999   38     66   -1.18   0.0%  29.0%   3.2%   25.8%   76.2%   50.0%   64.8%  18.4%  33.0%     94.1    Chunichi Dragons  23  R     CL
60           Yanagi Yuya  1  0  0   0    0   0    0  25  6.0   6   0   5   1    0   0   0  1   1    1.50   1.89   3.20   1.17  210   60     95   -0.39   0.0%  20.0%   4.0%   16.0%   42.1%   34.1%   73.2%  12.1%  35.2%     88.2    Chunichi Dragons  32  R     CL
61      Hirano Yoshihisa  1  0  0   0    1   0    0   4  1.0   1   1   1   0    0   0   0  1   1    9.00  14.05   2.30   1.00   37  425     69   -5.05  25.0%  25.0%   0.0%   25.0%   66.7%   44.4%   62.5%  18.8%  37.5%     85.9      ORIX Buffaloes  42  R     PL
62       Kotajima Seiryu  1  0  0   0    1   0    0   5  1.0   2   0   1   0    0   0   1  1   1    9.00   1.05   2.80   2.00   37   32     83    7.95   0.0%  20.0%   0.0%   20.0%   50.0%   37.5%   90.9%   4.5%  31.8%     91.5      ORIX Buffaloes  27  R     PL
63            Kuri Allen  1  1  0   0    0   1    1  31  9.0   4   0  12   0    0   1   0  0   0    0.00   0.72   0.93   0.44  999   22     28   -0.72   0.0%  38.7%   0.0%   38.7%   33.3%   25.0%   68.4%  13.6%  31.8%     88.8      ORIX Buffaloes  34  R     PL
64        Machado Andres  1  0  0   1    0   0    0   4  1.0   1   0   0   0    0   0   0  0   0    0.00   3.05   4.80   1.00  999   92    143   -3.05   0.0%   0.0%   0.0%    0.0%   50.0%   50.0%   87.5%   9.1%   9.1%     98.6      ORIX Buffaloes  33  R     PL
65         Miyagi Hiroya  1  0  1   0    0   0    0  15  1.2   8   0   2   1    0   0   0  8   2   10.80   2.45   4.13   5.40   31   74    123    8.35   0.0%  13.3%   6.7%    6.7%   41.7%   21.4%   84.0%   7.1%  23.2%     92.0      ORIX Buffaloes  24  L     PL
66          Mukunoki Ren  1  0  0   0    1   0    0   3  1.0   0   0   1   0    0   0   0  0   0    0.00   1.05   1.47   0.00  999   32     44   -1.05   0.0%  33.3%   0.0%   33.3%   50.0%   42.9%   57.1%  21.4%  42.9%     95.0      ORIX Buffaloes  26  R     PL
67          Perdomo Luis  1  0  0   0    1   0    0   3  1.0   0   0   1   0    0   0   0  0   0    0.00   1.05   1.47   0.00  999   32     44   -1.05   0.0%  33.3%   0.0%   33.3%  100.0%  100.0%   83.3%  14.3%  28.6%     92.0      ORIX Buffaloes  33  R     PL
68          Tajima Daiki  1  0  0   0    0   0    0   6  1.0   3   0   0   0    0   0   0  2   2   18.00   3.05   4.80   3.00   18   92    143   14.95   0.0%   0.0%   0.0%    0.0%   50.0%   11.1%   71.4%  10.5%  26.3%     88.5      ORIX Buffaloes  29  L     PL
69      Teranishi Naruki  1  0  0   0    0   0    0  23  6.0   6   0   4   0    0   0   0  2   2    3.00   1.72   3.06   1.00  110   52     91    1.28   0.0%  17.4%   0.0%   17.4%   52.6%   22.0%   68.4%  14.3%  29.8%     93.2      ORIX Buffaloes  23  R     PL
70       Toumatsu Kaisei  1  0  0   0    0   0    0   3  0.1   0   0   1   2    0   0   0  0   0    0.00  15.05   8.13   6.00  999  455    242  -15.05   0.0%  33.3%  66.7%  -33.3%    0.0%    0.0%   33.3%  11.1%  38.9%     92.8      ORIX Buffaloes  21  L     PL
71     Yamazaki Soichiro  1  1  0   0    0   0    0   6  2.0   0   0   2   0    0   0   0  0   0    0.00   1.05   1.47   0.00  999   32     44   -1.05   0.0%  33.3%   0.0%   33.3%   50.0%   47.4%   72.7%  11.5%  30.8%     94.8      ORIX Buffaloes  28  R     PL
72        Yokoyama Kaede  2  0  0   0    1   0    0  10  2.0   3   0   3   1    0   0   0  0   0    0.00   1.55   2.80   2.00  999   47     83   -1.55   0.0%  30.0%  10.0%   20.0%   66.7%   29.4%   73.7%  13.2%  31.6%     92.0      ORIX Buffaloes  28  R     PL
73       Hiroike Koshiro  1  0  0   0    0   0    0  10  1.2   3   0   1   0    0   2   0  1   0    0.00   5.45   3.80   1.80  999  159    113   -5.45   0.0%  10.0%   0.0%   10.0%   42.9%   33.3%   77.8%  12.9%  29.0%     93.3       Lotte Marines  23  R     PL
74              Long Sam  2  0  0   0    1   0    0   9  2.0   3   0   1   0    0   0   0  1   0    0.00   2.05   3.69   1.50  999   60    110   -2.05   0.0%  11.1%   0.0%   11.1%   50.0%   41.7%   83.3%  10.0%  23.3%     91.5       Lotte Marines  30  L     PL
75          Masuda Naoya  2  0  0   0    0   0    0  10  2.0   4   0   0   0    0   0   0  2   2    9.00   3.05   4.80   2.00   38   89    143    5.95   0.0%   0.0%   0.0%    0.0%   50.0%    7.7%  100.0%   0.0%   9.7%     90.6       Lotte Marines  36  R     PL
76       Miyazaki Hayato  1  0  0   0    0   0    0   3  1.0   0   0   0   0    0   0   0  0   0    0.00   3.05   4.80   0.00  999   89    143   -3.05   0.0%   0.0%   0.0%    0.0%   33.3%   40.0%   80.0%  11.1%  22.2%     93.4       Lotte Marines  26  L     PL
77           Mouri Kaito  1  1  0   0    0   0    0  19  5.0   4   0   2   1    0   0   0  0   0    0.00   2.85   4.27   1.00  999   83    127   -2.85   0.0%  10.5%   5.3%    5.3%   43.8%   28.6%   86.5%   7.1%  24.3%     89.2       Lotte Marines  22  L     PL
78          Ojima Kazuya  1  0  1   0    0   0    0  19  4.0   3   0   3   3    0   1   1  1   1    2.25   4.55   4.80   1.50  153  133    143   -2.30   0.0%  15.8%  15.8%    0.0%   33.3%   28.6%   75.0%  10.2%  25.4%     89.5       Lotte Marines  29  L     PL
79        Sawada Keisuke  2  0  0   0    0   0    0   6  2.0   0   0   2   0    0   0   0  0   0    0.00   1.05   1.47   0.00  999   31     44   -1.05   0.0%  33.3%   0.0%   33.3%   25.0%   30.0%   77.8%   9.1%  36.4%     91.8       Lotte Marines  32  R     PL
80          Suzuki Shota  1  0  0   0    1   0    0   3  1.0   1   0   0   0    0   0   0  0   0    0.00   3.05   4.80   1.00  999   89    143   -3.05   0.0%   0.0%   0.0%    0.0%   66.7%    0.0%  100.0%   0.0%  12.5%     90.3       Lotte Marines  27  L     PL
81          Takano Shuta  2  0  0   0    1   0    0   4  1.1   0   0   2   0    0   0   0  0   0    0.00   0.05  -0.20   0.00  999    2     -6   -0.05   0.0%  50.0%   0.0%   50.0%   50.0%   62.5%   50.0%  30.8%  46.2%     89.5       Lotte Marines  27  L     PL
82         Tanaka Haruya  1  1  0   0    0   0    0  25  6.0   5   0   5   0    0   1   0  0   0    0.00   1.89   2.80   0.83  999   55     83   -1.89   0.0%  20.0%   0.0%   20.0%   52.6%   31.2%   80.4%   9.2%  28.6%     92.9       Lotte Marines  22  R     PL
83       Yokoyama Rikuto  1  0  0   1    0   0    0   3  1.0   0   0   2   0    0   0   0  0   0    0.00  -0.95  -1.87   0.00  999  -28    -56    0.95   0.0%  66.7%   0.0%   66.7%  100.0%   50.0%   71.4%  15.4%  46.2%     92.4       Lotte Marines  24  R     PL
84   Hernandez Darwinzon  2  0  0   0    1   0    0  11  2.0   4   1   2   1    0   0   0  1   1    4.50   9.05   3.89   2.50   76  264    116   -4.55   9.1%  18.2%   9.1%    9.1%   12.5%   40.0%   65.2%  20.5%  30.8%     95.7      SoftBank Hawks  29  L     PL
85     Kamichatani Taiga  1  0  0   0    1   0    0  11  3.0   2   1   4   0    0   0   0  1   1    3.00   4.72   1.16   0.67  114  138     35   -1.72   9.1%  36.4%   0.0%   36.4%   28.6%   47.6%   63.6%  18.2%  43.2%     92.2      SoftBank Hawks  29  R     PL
86         Kimura Hikaru  2  0  0   0    2   0    0   6  2.0   0   0   0   0    0   0   0  0   0    0.00   3.05   4.80   0.00  999   89    143   -3.05   0.0%   0.0%   0.0%    0.0%   33.3%   42.9%   88.9%   7.7%   7.7%     93.5      SoftBank Hawks  25  R     PL
87        Matsumoto Haru  1  1  0   0    0   0    0  26  6.0   6   2   8   1    0   2   0  2   2    3.00   6.22   2.11   1.17  114  182     63   -3.22   7.7%  30.8%   3.8%   26.9%   53.3%   33.3%   72.3%  14.3%  33.0%     90.3      SoftBank Hawks  25  L     PL
88        Matsumoto Yuki  2  1  0   0    0   0    0   7  2.0   1   0   2   0    0   0   0  0   0    0.00   1.05   1.94   0.50  999   31     58   -1.05   0.0%  28.6%   0.0%   28.6%   60.0%   41.7%   71.4%  16.0%  28.0%     92.4      SoftBank Hawks  30  R     PL
89    Stewart Jr. Carter  1  1  0   0    0   0    0  23  5.0   5   2   6   2    0   1   1  3   3    5.40   7.65   3.06   1.40   64  223     91   -2.25   8.7%  26.1%   8.7%   17.4%   21.4%   29.5%   62.2%  18.5%  35.9%     94.2      SoftBank Hawks  26  R     PL
90       Sugiyama Kazuki  2  0  0   1    0   0    0  11  2.0   4   0   2   0    0   0   0  2   2    9.00   1.05   2.98   2.00   38   31     89    7.95   0.0%  18.2%   0.0%   18.2%   33.3%   57.9%   52.0%  32.4%  43.2%     95.0      SoftBank Hawks  28  R     PL
91       Uwasawa Naoyuki  1  0  0   0    0   0    0  23  5.0   6   2   5   0    0   1   0  4   2    3.60   6.85   2.63   1.20   95  200     78   -3.25   8.7%  21.7%   0.0%   21.7%   52.9%   42.0%   72.5%  15.6%  26.7%     93.1      SoftBank Hawks  32  R     PL
92        Fujihira Shoma  1  0  0   0    0   0    0   5  1.0   1   0   2   1    0   0   0  0   0    0.00   2.05   2.80   2.00  999   65     83   -2.05   0.0%  40.0%  20.0%   20.0%  100.0%   38.5%   66.7%  18.2%  27.3%     93.6      Rakuten Eagles  27  R     PL
93         Fujiwara Sota  1  0  1   0    0   0    0  16  3.0   8   0   1   1    0   1   0  4   3    9.00   4.39   4.80   3.00   35  138    143    4.61   0.0%   6.2%   6.2%    0.0%   53.8%   13.6%   88.2%   4.3%  28.3%     93.1      Rakuten Eagles  22  R     PL
94            Kajiya Ren  1  0  0   0    0   0    0   1  0.1   0   0   0   0    0   0   0  0   0    0.00   3.05   4.80   0.00  999   96    143   -3.05   0.0%   0.0%   0.0%    0.0%    0.0%   60.0%   60.0%  28.6%  28.6%     89.2      Rakuten Eagles  34  R     PL
