Batter,Team,Bats,PA,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,K%,BB%,Swing%,Z-Swing%,Chase%,Contact%,Z-Con%,O-Con%,SwStr%,Whiff%,CSW%,PLUS%,GB%,FB%,LD%,OFFB%,IFFB%,AIR%,HR%,HR/FB,Pull%,Cent%,Oppo%,Pull AIR%
Gonzalez Oscar,Rakuten,R,209.0,17.70334928,1.435406699,60.68493151,81.11111111,40.70080863,74.26636569,85.61643836,52.31788079,15.61643836,25.73363431,24.93150685,63.15068493,47.87878788,45.45454545,6.666666667,33.93939394,11.51515152,52.12121212,1.913875598,5.333333333,37.57575758,41.21212121,21.21212121,12.72727273,,0.1770334928,0.01435406699,0.6068493151,0.8111111111,0.4070080863,0.7426636569,0.8561643836,0.5231788079,0.1561643836,0.2573363431,0.2493150685,0.6315068493,0.4787878788,0.4545454545,0.06666666667,0.3393939394,0.1151515152,0.5212121212,0.01913875598,0.05333333333,0.3757575758,0.4121212121,0.2121212121,0.1272727273
Maegawa Ukyo,Hanshin,L,209.0,14.35406699,2.870813397,47.81491003,64.13301663,28.49162011,81.4516129,91.11111111,55.88235294,8.868894602,18.5483871,28.14910026,60.79691517,49.06832298,44.72049689,6.211180124,27.32919255,17.39130435,50.93167702,0.4784688995,1.388888889,31.67701863,44.72049689,23.60248447,10.90909091,,0.1435406699,0.02870813397,0.4781491003,0.6413301663,0.2849162011,0.814516129,0.9111111111,0.5588235294,0.08868894602,0.185483871,0.2814910026,0.6079691517,0.4906832298,0.4472049689,0.06211180124,0.2732919255,0.1739130435,0.5093167702,0.004784688995,0.01388888889,0.3167701863,0.4472049689,0.2360248447,0.1090909091
Ogawa Ryusei,Lotte,L,203.0,16.25615764,5.911330049,45.84929757,60.41666667,27.92022792,84.12256267,92.72030651,61.2244898,7.279693487,15.87743733,27.96934866,61.55810983,51.63398693,35.94771242,12.41830065,26.79738562,9.150326797,48.36601307,0.0,0.0,24.18300654,44.44444444,31.37254902,7.142857143,,0.1625615764,0.05911330049,0.4584929757,0.6041666667,0.2792022792,0.8412256267,0.9272030651,0.612244898,0.07279693487,0.1587743733,0.2796934866,0.6155810983,0.5163398693,0.3594771242,0.1241830065,0.2679738562,0.09150326797,0.4836601307,0.0,0.0,0.2418300654,0.4444444444,0.3137254902,0.07142857143
Kinami Seiya,Hanshin,L,202.0,23.76237624,4.95049505,48.18523154,63.89548694,30.52631579,78.96103896,88.84758364,56.03448276,10.13767209,21.03896104,28.2853567,62.45306633,62.96296296,28.88888889,8.148148148,24.44444444,4.444444444,37.03703704,0.0,0.0,33.33333333,44.44444444,22.22222222,9.352517986,,0.2376237624,0.0495049505,0.4818523154,0.6389548694,0.3052631579,0.7896103896,0.8884758364,0.5603448276,0.1013767209,0.2103896104,0.282853567,0.6245306633,0.6296296296,0.2888888889,0.08148148148,0.2444444444,0.04444444444,0.3703703704,0.0,0.0,0.3333333333,0.4444444444,0.2222222222,0.09352517986
Itoh Ryui,Yakult,R,202.0,27.72277228,4.95049505,50.60080107,64.5994832,35.63535912,72.55936675,84.8,48.8372093,13.88518024,27.44063325,31.24165554,63.68491322,56.58914729,36.43410853,6.976744186,31.00775194,5.426356589,43.41085271,1.485148515,6.382978723,25.58139535,51.1627907,23.25581395,9.558823529,,0.2772277228,0.0495049505,0.5060080107,0.645994832,0.3563535912,0.7255936675,0.848,0.488372093,0.1388518024,0.2744063325,0.3124165554,0.6368491322,0.5658914729,0.3643410853,0.06976744186,0.3100775194,0.05426356589,0.4341085271,0.01485148515,0.06382978723,0.2558139535,0.511627907,0.2325581395,0.09558823529
Suzuki Daichi,Rakuten,L,198.0,14.64646465,6.060606061,42.05128205,60.0,23.15789474,81.09756098,93.75,46.59090909,7.948717949,18.90243902,28.07692308,57.05128205,41.66666667,48.61111111,9.722222222,34.02777778,14.58333333,58.33333333,1.01010101,2.857142857,47.91666667,38.19444444,13.88888889,20.0,,0.1464646465,0.06060606061,0.4205128205,0.6,0.2315789474,0.8109756098,0.9375,0.4659090909,0.07948717949,0.1890243902,0.2807692308,0.5705128205,0.4166666667,0.4861111111,0.09722222222,0.3402777778,0.1458333333,0.5833333333,0.0101010101,0.02857142857,0.4791666667,0.3819444444,0.1388888889,0.2
Yamagata Shu,Nipponham,R,198.0,16.66666667,0.5050505051,56.04229607,70.32085561,37.5,83.82749326,91.25475285,65.74074074,9.063444109,16.17250674,24.9244713,66.3141994,57.2327044,36.47798742,6.289308176,23.27044025,13.20754717,42.7672956,1.515151515,5.172413793,31.44654088,50.94339623,17.61006289,13.125,,0.1666666667,0.005050505051,0.5604229607,0.7032085561,0.375,0.8382749326,0.9125475285,0.6574074074,0.09063444109,0.1617250674,0.249244713,0.663141994,0.572327044,0.3647798742,0.06289308176,0.2327044025,0.1320754717,0.427672956,0.01515151515,0.05172413793,0.3144654088,0.5094339623,0.1761006289,0.13125
Horiuchi Kengo,Rakuten,L,193.0,20.20725389,8.29015544,43.54628422,60.15037594,25.47425474,82.03592814,88.75,64.89361702,7.822685789,17.96407186,27.77053455,59.06127771,42.75362319,46.37681159,10.86956522,29.71014493,16.66666667,57.24637681,1.554404145,4.6875,31.15942029,44.20289855,24.63768116,13.04347826,,0.2020725389,0.0829015544,0.4354628422,0.6015037594,0.2547425474,0.8203592814,0.8875,0.6489361702,0.07822685789,0.1796407186,0.2777053455,0.5906127771,0.4275362319,0.4637681159,0.1086956522,0.2971014493,0.1666666667,0.5724637681,0.01554404145,0.046875,0.3115942029,0.4420289855,0.2463768116,0.1304347826
Ogoh Yuya,Rakuten,L,192.0,28.125,7.8125,45.68062827,63.63636364,27.44063325,71.63323782,84.08163265,42.30769231,12.95811518,28.36676218,30.89005236,59.94764398,48.33333333,44.16666667,7.5,30.83333333,13.33333333,51.66666667,1.041666667,3.773584906,37.5,41.66666667,20.83333333,9.166666667,,0.28125,0.078125,0.4568062827,0.6363636364,0.2744063325,0.7163323782,0.8408163265,0.4230769231,0.1295811518,0.2836676218,0.3089005236,0.5994764398,0.4833333333,0.4416666667,0.075,0.3083333333,0.1333333333,0.5166666667,0.01041666667,0.03773584906,0.375,0.4166666667,0.2083333333,0.09166666667
Calixte Orlando,Chunichi,R,192.0,19.27083333,6.25,48.40116279,67.40947075,27.65957447,73.87387387,83.05785124,49.45054945,12.64534884,26.12612613,28.9244186,59.15697674,52.14285714,42.85714286,5.0,35.0,7.857142857,47.85714286,0.5208333333,1.666666667,37.85714286,41.42857143,20.71428571,7.692307692,,0.1927083333,0.0625,0.4840116279,0.6740947075,0.2765957447,0.7387387387,0.8305785124,0.4945054945,0.1264534884,0.2612612613,0.289244186,0.5915697674,0.5214285714,0.4285714286,0.05,0.35,0.07857142857,0.4785714286,0.005208333333,0.01666666667,0.3785714286,0.4142857143,0.2071428571,0.07692307692
Itayama Yutaro,Chunichi,L,192.0,26.04166667,4.6875,49.74424552,70.41884817,30.0,68.38046272,78.43866171,45.83333333,15.72890026,31.61953728,29.79539642,59.4629156,45.3125,47.65625,7.03125,36.71875,10.9375,54.6875,1.041666667,3.278688525,38.28125,46.09375,15.625,14.39393939,,0.2604166667,0.046875,0.4974424552,0.7041884817,0.3,0.6838046272,0.7843866171,0.4583333333,0.1572890026,0.3161953728,0.2979539642,0.594629156,0.453125,0.4765625,0.0703125,0.3671875,0.109375,0.546875,0.01041666667,0.03278688525,0.3828125,0.4609375,0.15625,0.1439393939
Mori Tomoya,ORIX,L,190.0,15.78947368,13.15789474,45.68062827,74.26273458,18.41432225,73.92550143,81.94945848,43.05555556,11.91099476,26.07449857,24.60732984,53.92670157,38.46153846,55.38461538,6.153846154,44.61538462,10.76923077,61.53846154,0.5263157895,1.388888889,43.84615385,34.61538462,21.53846154,18.32061069,,0.1578947368,0.1315789474,0.4568062827,0.7426273458,0.1841432225,0.7392550143,0.8194945848,0.4305555556,0.1191099476,0.2607449857,0.2460732984,0.5392670157,0.3846153846,0.5538461538,0.06153846154,0.4461538462,0.1076923077,0.6153846154,0.005263157895,0.01388888889,0.4384615385,0.3461538462,0.2153846154,0.1832061069
Matsuo Shion,DeNA,R,190.0,8.947368421,4.210526316,53.18518519,69.20903955,35.51401869,85.51532033,90.6122449,74.56140351,7.703703704,14.48467967,23.55555556,62.96296296,48.71794872,42.30769231,8.974358974,32.05128205,10.25641026,51.28205128,2.105263158,6.060606061,32.05128205,49.35897436,18.58974359,12.96296296,,0.08947368421,0.04210526316,0.5318518519,0.6920903955,0.3551401869,0.8551532033,0.906122449,0.7456140351,0.07703703704,0.1448467967,0.2355555556,0.6296296296,0.4871794872,0.4230769231,0.08974358974,0.3205128205,0.1025641026,0.5128205128,0.02105263158,0.06060606061,0.3205128205,0.4935897436,0.1858974359,0.1296296296
Muramatsu Kaito,Chunichi,L,186.0,20.96774194,6.989247312,48.33836858,63.88888889,33.43195266,74.375,89.85507246,46.01769912,12.38670695,25.625,28.24773414,61.63141994,55.03875969,37.20930233,7.751937984,30.23255814,6.976744186,44.96124031,1.075268817,4.166666667,40.31007752,37.98449612,21.70542636,9.923664122,,0.2096774194,0.06989247312,0.4833836858,0.6388888889,0.3343195266,0.74375,0.8985507246,0.4601769912,0.1238670695,0.25625,0.2824773414,0.6163141994,0.5503875969,0.3720930233,0.07751937984,0.3023255814,0.06976744186,0.4496124031,0.01075268817,0.04166666667,0.4031007752,0.3798449612,0.2170542636,0.09923664122
Ueda Kyuto,Lotte,L,186.0,19.35483871,8.064516129,49.69512195,69.64285714,28.75,80.06134969,92.30769231,48.91304348,9.908536585,19.93865031,25.15243902,59.60365854,43.18181818,46.96969697,9.848484848,39.39393939,7.575757576,56.81818182,2.150537634,6.451612903,43.18181818,40.15151515,16.66666667,16.54135338,,0.1935483871,0.08064516129,0.4969512195,0.6964285714,0.2875,0.8006134969,0.9230769231,0.4891304348,0.09908536585,0.1993865031,0.2515243902,0.5960365854,0.4318181818,0.4696969697,0.09848484848,0.3939393939,0.07575757576,0.5681818182,0.02150537634,0.06451612903,0.4318181818,0.4015151515,0.1666666667,0.1654135338
Sasaki Tai,Hiroshima,R,185.0,12.43243243,1.081081081,60.73825503,78.30188679,40.64748201,82.59668508,87.5502008,71.68141593,10.5704698,17.40331492,22.14765101,63.59060403,41.02564103,49.35897436,9.615384615,35.8974359,13.46153846,58.97435897,0.0,0.0,35.8974359,44.23076923,19.87179487,19.62025316,,0.1243243243,0.01081081081,0.6073825503,0.7830188679,0.4064748201,0.8259668508,0.875502008,0.7168141593,0.105704698,0.1740331492,0.2214765101,0.6359060403,0.4102564103,0.4935897436,0.09615384615,0.358974359,0.1346153846,0.5897435897,0.0,0.0,0.358974359,0.4423076923,0.1987179487,0.1962025316
Imamiya Kenta,SoftBank,R,184.0,12.5,6.52173913,41.10671937,60.62052506,17.05882353,86.85897436,90.15748031,72.4137931,5.401844532,13.14102564,26.08695652,57.04874835,52.14285714,37.14285714,10.71428571,30.0,7.142857143,47.85714286,1.086956522,3.846153846,33.57142857,36.42857143,30.0,11.03448276,,0.125,0.0652173913,0.4110671937,0.6062052506,0.1705882353,0.8685897436,0.9015748031,0.724137931,0.05401844532,0.1314102564,0.2608695652,0.5704874835,0.5214285714,0.3714285714,0.1071428571,0.3,0.07142857143,0.4785714286,0.01086956522,0.03846153846,0.3357142857,0.3642857143,0.3,0.1103448276
Matsumoto Go,Nipponham,R,184.0,13.04347826,9.239130435,44.42771084,64.95726496,21.4057508,89.49152542,94.29824561,73.13432836,4.668674699,10.50847458,22.43975904,58.28313253,46.76258993,39.56834532,13.66906475,30.21582734,9.352517986,53.23741007,0.0,0.0,33.81294964,41.00719424,25.17985612,15.94202899,,0.1304347826,0.09239130435,0.4442771084,0.6495726496,0.214057508,0.8949152542,0.9429824561,0.7313432836,0.04668674699,0.1050847458,0.2243975904,0.5828313253,0.4676258993,0.3956834532,0.1366906475,0.3021582734,0.09352517986,0.5323741007,0.0,0.0,0.3381294964,0.4100719424,0.2517985612,0.1594202899
Yazawa Kota,Nipponham,L,182.0,25.27472527,5.494505495,49.86072423,67.22689076,32.68698061,71.7877095,82.5,50.0,14.06685237,28.2122905,30.22284123,60.44568245,51.23966942,42.14876033,6.611570248,32.23140496,9.917355372,48.76033058,0.5494505495,1.960784314,37.19008264,47.9338843,14.87603306,11.47540984,,0.2527472527,0.05494505495,0.4986072423,0.6722689076,0.3268698061,0.717877095,0.825,0.5,0.1406685237,0.282122905,0.3022284123,0.6044568245,0.5123966942,0.4214876033,0.06611570248,0.3223140496,0.09917355372,0.4876033058,0.005494505495,0.01960784314,0.3719008264,0.479338843,0.1487603306,0.1147540984
Oka Hiromi,Lotte,R,180.0,20.0,8.333333333,45.33333333,66.00566572,22.67080745,72.54901961,84.97854077,32.87671233,12.44444444,27.45098039,30.07407407,56.44444444,45.90163934,47.54098361,6.557377049,37.70491803,9.836065574,54.09836066,1.111111111,3.448275862,29.50819672,46.72131148,23.7704918,8.943089431,,0.2,0.08333333333,0.4533333333,0.6600566572,0.2267080745,0.7254901961,0.8497854077,0.3287671233,0.1244444444,0.2745098039,0.3007407407,0.5644444444,0.4590163934,0.4754098361,0.06557377049,0.3770491803,0.09836065574,0.5409836066,0.01111111111,0.03448275862,0.2950819672,0.4672131148,0.237704918,0.08943089431
Kadowaki Makoto,Yomiuri,L,177.0,18.07909605,5.649717514,47.92560801,65.01305483,27.21518987,82.68656716,87.95180723,67.44186047,8.297567954,17.31343284,26.32331903,61.80257511,58.77862595,32.82442748,8.396946565,25.19083969,7.633587786,41.22137405,0.0,0.0,23.66412214,48.85496183,27.48091603,6.015037594,,0.1807909605,0.05649717514,0.4792560801,0.6501305483,0.2721518987,0.8268656716,0.8795180723,0.6744186047,0.08297567954,0.1731343284,0.2632331903,0.6180257511,0.5877862595,0.3282442748,0.08396946565,0.2519083969,0.07633587786,0.4122137405,0.0,0.0,0.2366412214,0.4885496183,0.2748091603,0.06015037594
Fushimi Torai,Nipponham,R,175.0,19.42857143,5.714285714,50.15060241,68.94586895,29.07348243,77.47747748,88.42975207,48.35164835,11.29518072,22.52252252,27.10843373,60.69277108,54.6875,40.625,4.6875,27.34375,13.28125,45.3125,1.142857143,3.846153846,37.5,46.09375,16.40625,13.17829457,,0.1942857143,0.05714285714,0.5015060241,0.6894586895,0.2907348243,0.7747747748,0.8842975207,0.4835164835,0.1129518072,0.2252252252,0.2710843373,0.6069277108,0.546875,0.40625,0.046875,0.2734375,0.1328125,0.453125,0.01142857143,0.03846153846,0.375,0.4609375,0.1640625,0.1317829457
Mimori Masaki,DeNA,L,175.0,18.28571429,6.857142857,52.81385281,69.8005698,35.27696793,77.32240437,85.30612245,61.15702479,11.97691198,22.67759563,26.98412698,62.91486291,48.8,40.0,11.2,24.0,16.0,51.2,0.0,0.0,31.2,46.4,22.4,11.62790698,,0.1828571429,0.06857142857,0.5281385281,0.698005698,0.3527696793,0.7732240437,0.8530612245,0.6115702479,0.1197691198,0.2267759563,0.2698412698,0.6291486291,0.488,0.4,0.112,0.24,0.16,0.512,0.0,0.0,0.312,0.464,0.224,0.1162790698
Sakamoto Hayato,Yomiuri,R,173.0,23.12138728,7.514450867,46.68721109,68.26923077,26.62721893,73.26732673,86.85446009,41.11111111,12.4807396,26.73267327,27.42681048,57.31895223,37.71929825,56.14035088,6.140350877,47.36842105,8.771929825,62.28070175,1.734104046,4.6875,36.84210526,51.75438596,11.40350877,18.6440678,,0.2312138728,0.07514450867,0.4668721109,0.6826923077,0.2662721893,0.7326732673,0.8685446009,0.4111111111,0.124807396,0.2673267327,0.2742681048,0.5731895223,0.3771929825,0.5614035088,0.06140350877,0.4736842105,0.08771929825,0.6228070175,0.01734104046,0.046875,0.3684210526,0.5175438596,0.1140350877,0.186440678
Ohmori Minoru,Hiroshima,L,172.0,24.41860465,4.651162791,54.02124431,67.26726727,40.49079755,70.50561798,78.57142857,56.81818182,15.93323217,29.49438202,32.16995448,63.73292868,50.42016807,40.33613445,9.243697479,26.05042017,14.28571429,49.57983193,1.744186047,6.25,39.49579832,41.17647059,19.32773109,15.57377049,,0.2441860465,0.04651162791,0.5402124431,0.6726726727,0.4049079755,0.7050561798,0.7857142857,0.5681818182,0.1593323217,0.2949438202,0.3216995448,0.6373292868,0.5042016807,0.4033613445,0.09243697479,0.2605042017,0.1428571429,0.4957983193,0.01744186047,0.0625,0.3949579832,0.4117647059,0.1932773109,0.1557377049
Mogi Eigoro,Yakult,L,172.0,27.90697674,10.46511628,45.55214724,67.49226006,23.93939394,72.72727273,81.19266055,49.36708861,12.42331288,27.27272727,28.2208589,56.13496933,50.0,44.11764706,5.882352941,32.35294118,11.76470588,50.0,2.906976744,11.11111111,36.2745098,43.1372549,20.58823529,17.47572816,,0.2790697674,0.1046511628,0.4555214724,0.6749226006,0.2393939394,0.7272727273,0.8119266055,0.4936708861,0.1242331288,0.2727272727,0.282208589,0.5613496933,0.5,0.4411764706,0.05882352941,0.3235294118,0.1176470588,0.5,0.02906976744,0.1111111111,0.362745098,0.431372549,0.2058823529,0.1747572816
Kumagai Takahiro,Hanshin,R,171.0,18.71345029,2.923976608,41.96018377,56.40326975,23.42657343,83.94160584,91.30434783,61.19402985,6.7381317,16.05839416,30.32159265,60.94946401,51.5625,42.96875,5.46875,26.5625,16.40625,48.4375,0.5847953216,1.818181818,35.9375,43.75,20.3125,16.03053435,,0.1871345029,0.02923976608,0.4196018377,0.5640326975,0.2342657343,0.8394160584,0.9130434783,0.6119402985,0.067381317,0.1605839416,0.3032159265,0.6094946401,0.515625,0.4296875,0.0546875,0.265625,0.1640625,0.484375,0.005847953216,0.01818181818,0.359375,0.4375,0.203125,0.1603053435
Hernandez Elier,Yomiuri,R,171.0,19.88304094,9.941520468,48.64864865,68.05111821,31.44475921,70.37037037,84.50704225,43.24324324,14.41441441,29.62962963,29.42942943,58.85885886,42.24137931,50.86206897,6.896551724,37.93103448,12.93103448,57.75862069,1.169590643,3.389830508,31.03448276,44.82758621,24.13793103,15.25423729,,0.1988304094,0.09941520468,0.4864864865,0.6805111821,0.3144475921,0.7037037037,0.8450704225,0.4324324324,0.1441441441,0.2962962963,0.2942942943,0.5885885886,0.4224137931,0.5086206897,0.06896551724,0.3793103448,0.1293103448,0.5775862069,0.01169590643,0.03389830508,0.3103448276,0.4482758621,0.2413793103,0.1525423729
Kajiwara Kouki,DeNA,L,170.0,30.0,2.352941176,61.76470588,77.88461538,45.0,68.25396825,78.60082305,49.62962963,19.60784314,31.74603175,30.88235294,66.50326797,48.64864865,39.63963964,11.71171171,30.63063063,9.009009009,51.35135135,1.176470588,4.545454545,27.02702703,51.35135135,21.62162162,9.734513274,,0.3,0.02352941176,0.6176470588,0.7788461538,0.45,0.6825396825,0.7860082305,0.4962962963,0.1960784314,0.3174603175,0.3088235294,0.6650326797,0.4864864865,0.3963963964,0.1171171171,0.3063063063,0.09009009009,0.5135135135,0.01176470588,0.04545454545,0.2702702703,0.5135135135,0.2162162162,0.09734513274
Downs Jeter,SoftBank,R,168.0,21.42857143,11.30952381,43.48484848,62.81690141,20.98360656,79.79094077,87.89237668,51.5625,8.787878788,20.20905923,28.18181818,58.03030303,22.22222222,70.37037037,7.407407407,50.0,20.37037037,77.77777778,2.380952381,5.263157895,36.11111111,51.85185185,12.03703704,24.10714286,,0.2142857143,0.1130952381,0.4348484848,0.6281690141,0.2098360656,0.7979094077,0.8789237668,0.515625,0.08787878788,0.2020905923,0.2818181818,0.5803030303,0.2222222222,0.7037037037,0.07407407407,0.5,0.2037037037,0.7777777778,0.02380952381,0.05263157895,0.3611111111,0.5185185185,0.1203703704,0.2410714286
Noma Takayoshi,Hiroshima,L,166.0,18.07228916,5.421686747,43.73259053,57.21784777,28.48664688,85.35031847,93.11926606,67.70833333,6.406685237,14.64968153,29.1086351,61.14206128,60.33057851,34.7107438,4.958677686,26.44628099,8.26446281,39.66942149,0.0,0.0,29.75206612,45.45454545,24.79338843,4.8,,0.1807228916,0.05421686747,0.4373259053,0.5721784777,0.2848664688,0.8535031847,0.9311926606,0.6770833333,0.06406685237,0.1464968153,0.291086351,0.6114206128,0.6033057851,0.347107438,0.04958677686,0.2644628099,0.0826446281,0.3966942149,0.0,0.0,0.2975206612,0.4545454545,0.2479338843,0.048
Watanabe Yoshiaki,Rakuten,L,166.0,10.24096386,7.228915663,47.88273616,66.56050955,28.23920266,81.63265306,91.38755981,57.64705882,8.794788274,18.36734694,24.91856678,58.30618893,48.14814815,40.0,11.85185185,31.11111111,8.888888889,51.85185185,0.0,0.0,34.07407407,34.07407407,31.85185185,10.2189781,,0.1024096386,0.07228915663,0.4788273616,0.6656050955,0.2823920266,0.8163265306,0.9138755981,0.5764705882,0.08794788274,0.1836734694,0.2491856678,0.5830618893,0.4814814815,0.4,0.1185185185,0.3111111111,0.08888888889,0.5185185185,0.0,0.0,0.3407407407,0.3407407407,0.3185185185,0.102189781
Hiranuma Shota,Seibu,L,164.0,19.51219512,1.829268293,47.38510301,60.23738872,32.65306122,80.60200669,87.19211823,66.66666667,9.191759113,19.39799331,30.11093502,62.59904913,42.27642276,49.59349593,8.130081301,33.33333333,16.2601626,57.72357724,0.0,0.0,43.08943089,47.15447154,9.756097561,18.25396825,,0.1951219512,0.01829268293,0.4738510301,0.6023738872,0.3265306122,0.8060200669,0.8719211823,0.6666666667,0.09191759113,0.1939799331,0.3011093502,0.6259904913,0.4227642276,0.4959349593,0.08130081301,0.3333333333,0.162601626,0.5772357724,0.0,0.0,0.4308943089,0.4715447154,0.09756097561,0.1825396825
Sasaki Shunsuke,Yomiuri,L,162.0,20.98765432,6.172839506,47.62711864,61.98083067,31.40794224,76.51245552,85.05154639,57.47126437,11.18644068,23.48754448,30.50847458,62.37288136,63.15789474,28.07017544,8.771929825,22.80701754,5.263157895,36.84210526,0.0,0.0,36.84210526,39.47368421,23.68421053,11.11111111,,0.2098765432,0.06172839506,0.4762711864,0.6198083067,0.3140794224,0.7651245552,0.8505154639,0.5747126437,0.1118644068,0.2348754448,0.3050847458,0.6237288136,0.6315789474,0.2807017544,0.08771929825,0.2280701754,0.05263157895,0.3684210526,0.0,0.0,0.3684210526,0.3947368421,0.2368421053,0.1111111111
Minei Hiroki,SoftBank,R,161.0,19.25465839,2.48447205,56.10200364,71.78571429,39.77695167,70.77922078,83.08457711,47.6635514,16.39344262,29.22077922,29.32604736,64.48087432,45.08196721,47.54098361,7.37704918,36.8852459,10.6557377,54.91803279,2.48447205,6.896551724,34.42622951,40.16393443,25.40983607,17.21311475,,0.1925465839,0.0248447205,0.5610200364,0.7178571429,0.3977695167,0.7077922078,0.8308457711,0.476635514,0.1639344262,0.2922077922,0.2932604736,0.6448087432,0.4508196721,0.4754098361,0.0737704918,0.368852459,0.106557377,0.5491803279,0.0248447205,0.06896551724,0.3442622951,0.4016393443,0.2540983607,0.1721311475
Takatera Nozomu,Hanshin,L,160.0,23.125,10.625,43.72230428,60.99071207,27.96610169,71.95945946,81.72588832,52.52525253,12.25997046,28.04054054,29.98522895,57.90251108,59.5959596,32.32323232,8.080808081,21.21212121,11.11111111,40.4040404,1.25,6.25,41.41414141,42.42424242,16.16161616,10.57692308,,0.23125,0.10625,0.4372230428,0.6099071207,0.2796610169,0.7195945946,0.8172588832,0.5252525253,0.1225997046,0.2804054054,0.2998522895,0.5790251108,0.595959596,0.3232323232,0.08080808081,0.2121212121,0.1111111111,0.404040404,0.0125,0.0625,0.4141414141,0.4242424242,0.1616161616,0.1057692308
Akiyama Shogo,Hiroshima,L,157.0,17.19745223,5.732484076,43.1402439,58.33333333,25.97402597,84.80565371,89.65517241,72.5,6.554878049,15.19434629,28.50609756,59.14634146,58.11965812,30.76923077,11.11111111,28.20512821,2.564102564,41.88034188,0.6369426752,2.777777778,27.35042735,44.44444444,28.20512821,4.201680672,,0.1719745223,0.05732484076,0.431402439,0.5833333333,0.2597402597,0.8480565371,0.8965517241,0.725,0.06554878049,0.1519434629,0.2850609756,0.5914634146,0.5811965812,0.3076923077,0.1111111111,0.2820512821,0.02564102564,0.4188034188,0.006369426752,0.02777777778,0.2735042735,0.4444444444,0.2820512821,0.04201680672
Bright Kenta,Chunichi,R,157.0,25.47770701,8.280254777,45.45454545,63.81766382,26.60818713,72.06349206,79.01785714,54.94505495,12.6984127,27.93650794,30.73593074,58.44155844,45.45454545,46.46464646,8.080808081,37.37373737,9.090909091,54.54545455,1.910828025,6.52173913,20.2020202,51.51515152,28.28282828,3.96039604,,0.2547770701,0.08280254777,0.4545454545,0.6381766382,0.2660818713,0.7206349206,0.7901785714,0.5494505495,0.126984127,0.2793650794,0.3073593074,0.5844155844,0.4545454545,0.4646464646,0.08080808081,0.3737373737,0.09090909091,0.5454545455,0.01910828025,0.0652173913,0.202020202,0.5151515152,0.2828282828,0.0396039604
Ishikami Taiki,DeNA,L,156.0,26.92307692,7.692307692,47.68,63.94984326,30.71895425,72.14765101,79.41176471,56.38297872,13.28,27.85234899,31.36,60.48,48.48484848,44.44444444,7.070707071,31.31313131,13.13131313,51.51515152,1.282051282,4.545454545,38.38383838,44.44444444,17.17171717,13.86138614,,0.2692307692,0.07692307692,0.4768,0.6394984326,0.3071895425,0.7214765101,0.7941176471,0.5638297872,0.1328,0.2785234899,0.3136,0.6048,0.4848484848,0.4444444444,0.07070707071,0.3131313131,0.1313131313,0.5151515152,0.01282051282,0.04545454545,0.3838383838,0.4444444444,0.1717171717,0.1386138614
Mugitani Yusuke,ORIX,L,153.0,24.83660131,10.45751634,51.64473684,74.02597403,28.66666667,70.70063694,80.26315789,45.34883721,15.13157895,29.29936306,28.125,59.70394737,58.33333333,34.375,7.291666667,28.125,6.25,41.66666667,0.6535947712,3.03030303,33.33333333,51.04166667,15.625,7.216494845,,0.2483660131,0.1045751634,0.5164473684,0.7402597403,0.2866666667,0.7070063694,0.8026315789,0.4534883721,0.1513157895,0.2929936306,0.28125,0.5970394737,0.5833333333,0.34375,0.07291666667,0.28125,0.0625,0.4166666667,0.006535947712,0.0303030303,0.3333333333,0.5104166667,0.15625,0.07216494845
Polanco Gregory,Lotte,L,153.0,22.22222222,8.496732026,50.40518639,73.89830508,28.88198758,71.70418006,86.23853211,37.6344086,14.26256078,28.29581994,26.74230146,58.34683955,25.24271845,66.99029126,7.766990291,40.77669903,26.21359223,74.75728155,3.267973856,7.246376812,39.80582524,42.7184466,17.47572816,24.76190476,,0.2222222222,0.08496732026,0.5040518639,0.7389830508,0.2888198758,0.7170418006,0.8623853211,0.376344086,0.1426256078,0.2829581994,0.2674230146,0.5834683955,0.2524271845,0.6699029126,0.07766990291,0.4077669903,0.2621359223,0.7475728155,0.03267973856,0.07246376812,0.3980582524,0.427184466,0.1747572816,0.2476190476
Kitamura Keigo,Yakult,R,141.0,14.18439716,10.63829787,46.32107023,65.57377049,26.27986348,84.4765343,91.0,67.53246753,7.190635452,15.5234657,24.41471572,58.36120401,38.61386139,54.45544554,6.930693069,42.57425743,11.88118812,61.38613861,3.546099291,9.090909091,42.57425743,34.65346535,22.77227723,22.54901961,,0.1418439716,0.1063829787,0.4632107023,0.6557377049,0.2627986348,0.844765343,0.91,0.6753246753,0.07190635452,0.155234657,0.2441471572,0.5836120401,0.3861386139,0.5445544554,0.06930693069,0.4257425743,0.1188118812,0.6138613861,0.03546099291,0.09090909091,0.4257425743,0.3465346535,0.2277227723,0.2254901961
