Rank,Player,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SH,SF,SO,BB,IBB,HP,GDP,AVG,OBP,SLG,OPS,OPS+,ISO,BABIP,TTO%,K%,BB%,BB/K,wSB,Age,Pos,B,,Team,League
,Shimazaki Taichi,44,81,69,4,13,0,0,0,13,6,0,0,8,0,21,4,0,0,1,0.188,0.233,0.188,0.421,29,0.000,0.271,30.9%,25.9%,4.9%,0.19,0.0,24,,R,🦢,<a href=https://www.niigata-albirex-bc.jp/>Oisix</a>,EL
,Shinoda Taisei,97,217,192,23,47,2,4,2,63,22,2,2,0,2,52,22,0,1,2,0.245,0.323,0.328,0.651,105,0.083,0.321,35.0%,24.0%,10.1%,0.42,-0.3,25,,L,🦢,<a href=https://www.niigata-albirex-bc.jp/>Oisix</a>,EL
,Sonobe Keita,84,322,303,23,80,17,2,3,110,37,1,3,2,0,64,17,0,0,11,0.264,0.303,0.363,0.666,109,0.099,0.326,26.1%,19.9%,5.3%,0.27,-0.7,25,,R,🦢,<a href=https://www.niigata-albirex-bc.jp/>Oisix</a>,EL
,Taka Yoshihiro,107,278,240,36,50,13,3,1,72,23,6,3,12,2,55,17,0,7,7,0.208,0.278,0.300,0.578,80,0.092,0.263,26.3%,19.8%,6.1%,0.31,0.1,21,,R,🦢,<a href=https://www.niigata-albirex-bc.jp/>Oisix</a>,EL
,Takayama Shun,97,352,312,26,88,15,0,3,112,35,0,0,0,3,43,33,0,4,15,0.282,0.355,0.359,0.714,125,0.077,0.316,22.4%,12.2%,9.4%,0.77,0.1,32,,L,🦢,<a href=https://www.niigata-albirex-bc.jp/>Oisix</a>,EL
,Tanaka Shunta,108,398,340,29,88,13,0,1,104,25,9,4,3,2,64,50,0,3,7,0.259,0.357,0.306,0.663,109,0.047,0.314,28.9%,16.1%,12.6%,0.78,0.3,31,,L,🦢,<a href=https://www.niigata-albirex-bc.jp/>Oisix</a>,EL
,Yamada Ryusei,6,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.000,0.000,0.000,0.000,-110,0.000,,100.0%,100.0%,0.0%,0.00,0.0,19,,R,🦢,<a href=https://www.niigata-albirex-bc.jp/>Oisix</a>,EL
,Yoh Daikan,72,215,181,15,42,9,0,1,54,13,0,0,0,0,51,29,0,5,10,0.232,0.353,0.298,0.651,105,0.066,0.318,37.7%,23.7%,13.5%,0.57,0.1,38,,R,🦢,<a href=https://www.niigata-albirex-bc.jp/>Oisix</a>,EL
,Fukakusa Yuhya,45,121,103,6,18,4,0,0,22,10,1,1,4,2,13,10,0,2,2,0.175,0.256,0.214,0.470,40,0.039,0.196,19.0%,10.7%,8.3%,0.77,-0.1,23,,R,✌️,<a href=https://hayateventures.jp/>HAYATE</a>,WL
,Fukatani Riki,71,190,172,9,39,4,1,1,48,13,0,0,3,0,19,14,0,1,5,0.227,0.289,0.279,0.568,68,0.052,0.250,17.9%,10.0%,7.4%,0.74,0.0,25,,L,✌️,<a href=https://hayateventures.jp/>HAYATE</a>,WL
,Fukuda Shuhei,58,185,156,11,27,4,1,0,33,15,6,1,0,4,38,23,0,2,0,0.173,0.281,0.212,0.493,46,0.039,0.221,33.0%,20.5%,12.4%,0.61,0.7,36,,L,✌️,<a href=https://hayateventures.jp/>HAYATE</a>,WL
,Gibo Yuh,83,223,205,22,39,4,1,1,48,11,10,3,0,1,34,15,0,2,8,0.190,0.251,0.234,0.485,44,0.044,0.222,22.4%,15.2%,6.7%,0.44,0.8,25,,R,✌️,<a href=https://hayateventures.jp/>HAYATE</a>,WL
,Hirayu Kohki,76,182,160,11,39,5,0,0,44,8,2,4,4,1,34,13,0,4,5,0.244,0.315,0.275,0.590,74,0.031,0.307,25.8%,18.7%,7.1%,0.38,-0.9,26,,R,✌️,<a href=https://hayateventures.jp/>HAYATE</a>,WL
,Itani Shoma,38,92,82,13,15,4,1,0,21,3,0,0,2,0,18,7,0,1,4,0.183,0.256,0.256,0.512,51,0.073,0.234,27.2%,19.6%,7.6%,0.39,0.0,22,,R,✌️,<a href=https://hayateventures.jp/>HAYATE</a>,WL
,Kitsubae Ryusei,55,107,95,6,16,1,0,1,20,5,0,1,1,0,34,10,0,1,0,0.168,0.255,0.211,0.466,38,0.043,0.250,42.1%,31.8%,9.3%,0.29,-0.3,21,,L,✌️,<a href=https://hayateventures.jp/>HAYATE</a>,WL
,Kuramoto Toshihiko,65,189,175,9,61,7,0,0,68,25,1,3,1,2,15,9,0,2,5,0.349,0.383,0.389,0.772,126,0.040,0.377,12.7%,7.9%,4.8%,0.60,-0.8,34,,L,✌️,<a href=https://hayateventures.jp/>HAYATE</a>,WL
,Kusaba Yu,49,79,76,2,13,2,0,0,15,3,1,1,0,1,18,1,0,1,1,0.171,0.190,0.197,0.387,15,0.026,0.220,24.1%,22.8%,1.3%,0.06,-0.1,22,,R,✌️,<a href=https://hayateventures.jp/>HAYATE</a>,WL
,Masuda Shoma,104,378,343,41,102,7,4,0,117,26,31,17,6,1,54,26,0,2,3,0.297,0.349,0.341,0.690,103,0.044,0.352,21.2%,14.3%,6.9%,0.48,-0.2,27,,R,✌️,<a href=https://hayateventures.jp/>HAYATE</a>,WL
,Nakamura Raiya,102,354,320,32,69,13,2,4,98,34,1,0,6,2,85,23,0,3,6,0.216,0.273,0.306,0.579,70,0.090,0.279,31.6%,24.0%,6.5%,0.27,0.2,25,,L,✌️,<a href=https://hayateventures.jp/>HAYATE</a>,WL
,Nishikawa Ryosuke,105,352,320,23,71,21,2,7,117,33,0,2,1,1,73,29,0,1,7,0.222,0.288,0.366,0.654,92,0.144,0.266,31.0%,20.7%,8.2%,0.40,-0.6,23,,R,✌️,<a href=https://hayateventures.jp/>HAYATE</a>,WL
,Orishita Kohki,78,202,182,13,34,8,0,3,51,18,0,1,2,3,60,11,0,4,7,0.187,0.245,0.280,0.525,55,0.093,0.254,36.6%,29.7%,5.4%,0.18,-0.3,25,,R,✌️,<a href=https://hayateventures.jp/>HAYATE</a>,WL
,Oyama Joichiro,33,122,100,12,22,4,0,0,26,5,3,3,0,2,21,16,0,4,0,0.220,0.344,0.260,0.604,79,0.040,0.272,30.3%,17.2%,13.1%,0.76,-0.4,24,,L,✌️,<a href=https://hayateventures.jp/>HAYATE</a>,WL
,Sei Hiroki,92,240,191,30,39,6,0,0,45,10,16,7,8,0,52,41,0,0,3,0.204,0.345,0.236,0.581,72,0.032,0.281,38.8%,21.7%,17.1%,0.79,0.5,26,,L,✌️,<a href=https://hayateventures.jp/>HAYATE</a>,WL
,Shinohara Reo,94,232,205,23,56,11,1,0,69,20,7,5,9,0,43,17,0,1,2,0.273,0.332,0.337,0.669,97,0.064,0.346,25.9%,18.5%,7.3%,0.40,-0.4,24,,R,✌️,<a href=https://hayateventures.jp/>HAYATE</a>,WL
,Takahashi Shun,78,190,174,11,35,9,0,1,47,6,0,1,2,0,28,13,0,1,7,0.201,0.261,0.270,0.531,57,0.069,0.234,22.1%,14.7%,6.8%,0.46,-0.3,27,,R,✌️,<a href=https://hayateventures.jp/>HAYATE</a>,WL
,Tanigawa Yuito,10,23,20,0,4,0,0,0,4,0,0,1,1,0,7,2,0,0,1,0.200,0.273,0.200,0.473,41,0.000,0.308,39.1%,30.4%,8.7%,0.29,-0.3,23,,R,✌️,<a href=https://hayateventures.jp/>HAYATE</a>,WL
,Tomiyama Daiki,91,198,183,17,33,4,0,1,40,3,4,4,3,0,46,11,0,1,5,0.180,0.231,0.219,0.450,34,0.039,0.235,29.3%,23.2%,5.6%,0.24,-0.6,24,,L,✌️,<a href=https://hayateventures.jp/>HAYATE</a>,WL
,Vasquez Braulio,101,356,328,31,86,12,1,0,100,31,15,11,3,2,66,18,0,5,8,0.262,0.309,0.305,0.614,81,0.043,0.326,23.6%,18.5%,5.1%,0.27,-1.0,26,,S,✌️,<a href=https://hayateventures.jp/>HAYATE</a>,WL
,Vasquez Yerinson,92,284,267,11,57,9,2,1,73,23,4,6,0,3,74,11,0,3,6,0.213,0.250,0.273,0.523,54,0.060,0.287,30.3%,26.1%,3.9%,0.15,-1.2,24,,R,✌️,<a href=https://hayateventures.jp/>HAYATE</a>,WL
