Pitcher,G,W,L,SV,HLD,CG,SHO,PCT,BF,IP,,H,HR,BB,IBB,HB,SO,WP,BK,R,ER,ERA,Team,
Romero Fernando,23,6,8,0,0,0,0,.429,420,92,.1,100,8,35,1,9,54,5,0,59,50,4.87,DeNA BayStars,
Sakaguchi Kousuke,1,0,0,0,0,0,0,.000,14,3,,4,1,1,0,0,2,0,0,3,3,9.00,DeNA BayStars,
Sakamoto Yuya,15,0,5,0,0,0,0,.000,212,48,,52,9,21,0,3,28,1,0,33,33,6.19,DeNA BayStars,
Sunada Yoshiki,15,0,0,0,0,0,0,.000,62,12,.2,17,2,5,1,1,8,0,0,9,8,5.68,DeNA BayStars,
Tanaka Kenjiro,47,3,0,0,13,0,0,1.000,160,37,.2,31,5,14,2,2,25,1,0,14,11,2.63,DeNA BayStars,
Yamasaki Yasuaki,56,0,2,37,3,0,0,.000,197,54,.1,29,4,9,1,0,42,1,0,9,8,1.33,DeNA BayStars,
Akahoshi Yuji,31,5,5,0,5,0,0,.500,347,78,,81,8,32,1,4,52,0,0,50,35,4.04,Yomiuri Giants,
Andriese Matt,5,0,2,0,0,0,0,.000,87,18,.2,28,3,4,0,1,18,0,0,11,10,4.82,Yomiuri Giants,
De La Rosa Rubby,30,0,0,1,11,0,0,.000,108,27,.1,18,2,10,0,2,24,0,1,9,7,2.30,Yomiuri Giants,
Hatake Seishu,27,3,0,1,5,0,0,1.000,122,28,.2,22,3,14,2,0,22,1,0,11,10,3.14,Yomiuri Giants,
Heinai Ryuta,53,4,4,0,13,0,0,.500,213,50,,53,4,13,0,3,39,2,0,26,24,4.32,Yomiuri Giants,
Hotta Kenshin,8,2,3,0,0,0,0,.400,150,34,.1,38,5,16,1,1,24,0,0,24,24,6.29,Yomiuri Giants,
Imamura Nobutaka,55,2,4,0,21,0,0,.333,227,53,,45,3,22,1,4,34,1,0,24,21,3.57,Yomiuri Giants,
Inoh Shoichi,7,1,0,0,1,0,0,1.000,22,5,,5,0,2,0,0,4,1,0,1,1,1.80,Yomiuri Giants,
Inoue Haruto,7,1,1,0,0,0,0,.500,106,24,,28,4,7,0,0,27,0,0,18,16,6.00,Yomiuri Giants,
Kagiya Yohei,21,2,0,0,3,0,0,1.000,74,17,,21,4,5,0,0,9,0,0,8,7,3.71,Yomiuri Giants,
Kikuchi Taiki,16,0,2,0,0,0,0,.000,82,17,.2,16,2,13,0,1,21,2,0,13,11,5.60,Yomiuri Giants,
Krol Ian,21,1,1,1,5,0,0,.500,89,21,,17,1,10,0,1,15,2,0,10,9,3.86,Yomiuri Giants,
Kuwahara Takuya,49,3,2,0,13,0,0,.600,194,45,.1,50,3,12,2,1,30,1,0,26,26,5.16,Yomiuri Giants,
Mercedes Cristopher Crisostomo,20,5,7,0,0,0,0,.417,458,110,.1,107,7,31,1,3,74,1,0,44,39,3.18,Yomiuri Giants,
Naoe Daisuke,9,1,1,0,0,0,0,.500,79,18,.2,12,2,8,0,3,16,1,0,9,7,3.38,Yomiuri Giants,
Ohe Ryusei,3,0,0,0,0,0,0,.000,26,5,.1,5,1,3,0,1,5,0,0,2,1,1.69,Yomiuri Giants,
Ota Taisei,57,1,3,37,8,0,0,.250,221,57,,38,7,13,0,3,60,1,0,17,13,2.05,Yomiuri Giants,
Sakurai Toshiki,8,2,0,0,0,0,0,1.000,46,8,.1,13,3,6,0,2,9,1,0,13,13,14.04,Yomiuri Giants,
Shoemaker Matt,18,4,8,0,0,1,1,.333,406,95,.1,92,13,30,0,5,65,1,0,50,45,4.25,Yomiuri Giants,
Sugano Tomoyuki,23,10,7,0,0,0,0,.588,596,147,,138,15,26,1,6,104,2,0,52,51,3.12,Yomiuri Giants,
Takagi Kyosuke,17,0,1,0,2,0,0,.000,86,19,.1,19,1,8,0,0,13,1,0,9,6,2.79,Yomiuri Giants,
Takahashi Yuki,10,1,5,0,0,0,0,.167,130,26,.2,34,1,18,0,0,21,1,0,20,16,5.40,Yomiuri Giants,
Takanashi Yuhei,59,2,0,0,25,0,0,1.000,195,46,.1,32,1,19,2,4,44,1,0,13,11,2.14,Yomiuri Giants,
Toda Natsuki,14,1,0,0,0,0,0,1.000,104,22,,33,6,6,0,1,15,1,0,17,16,6.55,Yomiuri Giants,
Togo Shosei,25,12,8,0,0,3,1,.600,702,171,.2,146,11,51,1,8,154,3,0,52,50,2.62,Yomiuri Giants,
Tone Chiaki,9,0,0,0,0,0,0,.000,63,14,.1,16,4,3,0,1,9,0,0,8,8,5.02,Yomiuri Giants,
Vieira Thyago,9,0,2,0,0,0,0,.000,39,7,.1,9,3,8,0,1,8,0,0,9,8,9.82,Yomiuri Giants,
Yamaguchi Shun,1,0,0,0,0,0,0,.000,8,2,,0,0,2,0,0,4,0,0,0,0,0.00,Yomiuri Giants,
Yamamoto Itsuki,2,0,0,0,0,0,0,.000,10,2,,2,0,1,0,0,0,0,0,1,0,0.00,Yomiuri Giants,
Yamasaki Iori,20,5,5,0,1,0,0,.500,410,97,.1,95,6,20,1,9,55,0,0,37,34,3.14,Yomiuri Giants,
Yokogawa Kai,1,0,1,0,0,0,0,.000,17,3,,7,0,1,0,0,0,0,0,5,5,15.00,Yomiuri Giants,
Cole A.J.,34,2,0,0,6,0,0,1.000,145,36,,25,3,14,1,1,32,2,0,13,11,2.75,Yakult Swallows,
Hara Juri,22,8,7,0,0,0,0,.533,476,107,.2,132,14,32,1,5,52,1,0,59,58,4.85,Yakult Swallows,
Hoshi Tomoya,7,0,1,0,0,0,0,.000,56,12,.1,14,2,6,0,1,12,0,0,6,6,4.38,Yakult Swallows,
Ichikawa Yuta,6,0,0,0,0,0,0,.000,58,12,,17,1,6,0,1,6,2,0,10,10,7.50,Yakult Swallows,
Ishikawa Masanori,16,6,4,0,0,0,0,.600,357,84,,93,16,15,2,3,39,1,0,45,42,4.50,Yakult Swallows,
Ishiyama Taichi,38,2,0,0,16,0,0,1.000,148,36,,27,0,14,2,2,35,2,0,7,7,1.75,Yakult Swallows,
Kanakubo Yuto,3,1,1,0,0,0,0,.500,43,9,.1,13,3,2,1,0,4,0,0,8,8,7.71,Yakult Swallows,
Kizawa Naofumi,55,9,3,0,8,0,0,.750,284,70,.1,57,3,21,1,3,52,5,0,28,23,2.94,Yakult Swallows,
Konno Ryuta,51,1,2,1,16,0,0,.333,198,46,,45,4,16,1,2,37,2,1,22,19,3.72,Yakult Swallows,
Kozawa Reiji,10,2,1,0,0,0,0,.667,200,46,,48,4,17,1,6,44,2,0,21,21,4.11,Yakult Swallows,
Kubo Takuma,29,1,0,0,7,0,0,1.000,107,26,.2,19,1,13,2,2,19,1,0,8,8,2.70,Yakult Swallows,
McGough Scott,55,2,2,38,4,0,0,.500,215,53,.2,39,5,13,2,1,59,2,0,16,14,2.35,Yakult Swallows,
Miyadai Kohei,2,0,0,0,0,0,0,.000,12,2,.1,4,0,1,0,0,4,1,0,5,5,19.29,Yakult Swallows,
Ogawa Yasuhiro,25,8,8,0,0,1,1,.500,621,153,.1,145,16,32,1,3,91,2,0,50,48,2.82,Yakult Swallows,
Ohnishi Hiroki,43,3,2,0,3,0,0,.600,260,58,.2,74,8,15,4,2,42,1,0,34,29,4.45,Yakult Swallows,
Ohshita Yuma,10,0,0,0,1,0,0,.000,62,15,,16,4,3,0,0,11,0,0,10,7,4.20,Yakult Swallows,
Okugawa Yasunobu,1,0,0,0,0,0,0,.000,15,4,,2,1,1,0,0,3,0,0,1,1,2.25,Yakult Swallows,
Sakamoto Koshiro,7,0,1,0,0,0,0,.000,59,10,.2,15,4,9,0,1,11,2,0,14,11,9.28,Yakult Swallows,
Shibata Daichi,1,0,0,0,0,0,0,.000,10,1,,5,0,1,0,0,2,1,0,5,1,9.00,Yakult Swallows,
Shimizu Noboru,50,5,4,0,28,0,0,.556,173,46,.2,23,1,14,3,1,43,0,0,6,6,1.16,Yakult Swallows,
Sneed Cy,23,9,6,0,0,0,0,.600,553,132,.1,140,17,26,0,5,96,3,0,66,52,3.54,Yakult Swallows,
Suarez Andrew,6,0,0,0,0,0,0,.000,102,21,.2,27,4,7,0,0,16,2,0,17,15,6.23,Yakult Swallows,
Sugiyama Koki,1,0,0,0,0,0,0,.000,4,0,.2,2,0,0,0,0,0,0,0,0,0,0.00,Yakult Swallows,
Taguchi Kazuto,45,1,1,2,18,0,0,.500,143,36,,30,0,8,2,3,31,1,0,7,5,1.25,Yakult Swallows,
Takahashi Keiji,17,8,2,0,0,2,1,.800,416,102,.2,75,9,37,3,9,113,1,0,32,30,2.63,Yakult Swallows,
Takanashi Hirotoshi,20,7,9,0,0,1,1,.438,447,102,.2,103,11,41,1,6,84,2,0,51,49,4.30,Yakult Swallows,
Takeyama Hyuga,1,0,0,0,0,0,0,.000,3,1,,0,0,0,0,0,1,0,0,0,0,0.00,Yakult Swallows,
Umeno Yugo,41,4,3,0,16,0,0,.571,168,39,,37,6,15,2,1,26,3,0,15,13,3.00,Yakult Swallows,
Yamamoto Daiki,5,0,0,0,0,0,0,.000,27,5,.2,10,3,1,0,0,4,0,0,5,5,7.94,Yakult Swallows,
Yamashita Hikaru,2,1,1,0,0,0,0,.500,54,12,.1,14,0,5,0,1,3,0,0,2,2,1.46,Yakult Swallows,
Yoshida Daiki,2,0,1,0,0,0,0,.000,44,9,,14,1,5,0,0,7,0,0,3,3,3.00,Yakult Swallows,
Fujishima Kento,50,2,1,0,10,0,0,.667,201,50,.2,39,3,11,0,1,43,0,0,12,12,2.13,Chunichi Dragons,
Fuku Hiroto,36,2,2,0,3,0,0,.500,123,27,.2,25,3,12,2,2,25,1,0,15,14,4.55,Chunichi Dragons,
Fukutani Koji,5,1,3,0,0,0,0,.250,119,23,,42,3,9,0,0,14,4,0,27,23,9.00,Chunichi Dragons,
Hashimoto Yuki,4,0,0,0,0,0,0,.000,39,8,.1,12,2,3,0,3,5,0,0,9,9,9.72,Chunichi Dragons,
Ishida KentoMarc,2,0,0,0,0,0,0,.000,15,3,,5,0,2,0,0,0,0,0,4,4,12.00,Chunichi Dragons,
Iwasaki Sho,1,0,0,0,0,0,0,.000,1,+,,0,0,1,0,0,0,0,0,1,1,----,Chunichi Dragons,
Kasahara Shotaro,4,1,2,0,0,0,0,.333,75,17,,18,4,9,1,1,8,0,0,10,10,5.29,Chunichi Dragons,
Katsuno Akiyoshi,8,0,4,0,0,0,0,.000,183,43,.2,46,6,13,0,1,36,0,0,24,22,4.53,Chunichi Dragons,
Martinez Raidel,56,4,3,39,5,0,0,.571,213,55,.2,30,2,12,2,4,62,0,0,6,6,0.97,Chunichi Dragons,
Matsuba Takahiro,19,6,7,0,0,0,0,.462,404,100,,96,4,18,2,2,51,0,0,38,37,3.33,Chunichi Dragons,
Mori Hiroto,30,1,0,0,0,0,0,1.000,133,30,.1,29,4,14,1,3,23,1,0,9,9,2.67,Chunichi Dragons,
Neo Akira,25,0,0,0,1,0,0,.000,124,29,,23,2,12,1,3,22,1,0,12,11,3.41,Chunichi Dragons,
Ogasawara Shinnosuke,22,10,8,0,0,0,0,.556,592,146,.2,127,9,39,1,1,142,4,0,47,45,2.76,Chunichi Dragons,
Ohno Yudai,23,8,8,0,0,4,2,.500,625,157,,126,7,37,1,6,108,1,0,50,43,2.46,Chunichi Dragons,
Okada Toshiya,2,0,2,0,0,0,0,.000,29,6,,9,1,4,0,0,5,0,0,6,6,9.00,Chunichi Dragons,
Okano Yuichiro,4,1,3,0,0,0,0,.250,64,12,.1,20,3,7,0,1,7,1,0,17,17,12.41,Chunichi Dragons,
Rodriguez Yariel,56,6,2,0,39,0,0,.750,218,54,.2,32,0,18,2,4,60,1,0,9,7,1.15,Chunichi Dragons,
Satoh Yu,4,0,0,0,0,0,0,.000,21,4,,7,1,2,0,0,3,0,0,5,5,11.25,Chunichi Dragons,
Shimizu Tatsuya,54,3,3,1,32,0,0,.500,194,50,.1,28,1,17,1,1,51,2,0,17,17,3.04,Chunichi Dragons,
Sobue Daisuke,46,4,3,1,17,0,0,.571,179,42,.2,42,3,13,2,1,32,1,0,21,18,3.80,Chunichi Dragons,
Suzuki Hiroshi,3,0,1,0,1,0,0,.000,55,13,,11,0,5,0,1,9,0,0,6,6,4.15,Chunichi Dragons,
Tajima Shinji,21,0,0,0,1,0,0,.000,97,21,.2,22,2,8,0,1,9,1,0,13,11,4.57,Chunichi Dragons,
Takahashi Hiroto,19,6,7,0,0,0,0,.462,462,116,.2,79,8,42,3,4,134,1,0,34,32,2.47,Chunichi Dragons,
Tanimoto Keisuke,34,0,0,1,6,0,0,.000,134,31,,30,3,12,4,0,21,0,0,9,9,2.61,Chunichi Dragons,
Tavarez Yohan,3,0,0,0,0,0,0,.000,15,3,,4,0,2,0,1,4,0,0,2,2,6.00,Chunichi Dragons,
Ueda Kotaro,8,1,5,0,0,0,0,.167,169,41,.1,34,2,17,1,3,33,1,0,15,13,2.83,Chunichi Dragons,
Yamamoto Takumi,30,1,0,0,4,0,0,1.000,131,30,,24,2,17,1,1,19,1,0,13,12,3.60,Chunichi Dragons,
Yanagi Yuya,25,9,11,0,0,3,1,.450,648,153,.1,154,17,37,1,5,124,8,0,64,62,3.64,Chunichi Dragons,
Abe Shota,44,1,0,3,22,0,0,1.000,166,44,,22,1,10,2,2,42,0,0,3,3,0.61,ORIX Buffaloes,
Azuma Kohei,4,1,0,0,0,0,0,1.000,60,13,,17,1,5,1,1,7,0,0,8,7,4.85,ORIX Buffaloes,
Biddle Jesse,35,4,5,0,13,0,0,.444,184,40,.1,36,4,20,1,7,45,2,0,20,18,4.02,ORIX Buffaloes,
Cho Yaku,15,0,0,0,0,0,0,.000,101,22,.2,23,0,10,0,2,20,0,0,9,6,2.38,ORIX Buffaloes,
Higa Motoki,30,5,0,1,5,0,0,1.000,85,21,.1,20,1,2,0,2,24,0,0,7,6,2.53,ORIX Buffaloes,
Hirano Yoshihisa,48,3,2,28,8,0,0,.600,175,46,,25,3,12,0,2,42,1,0,8,8,1.57,ORIX Buffaloes,
Honda Hitomi,42,2,3,2,14,0,0,.400,186,43,.2,39,3,16,1,4,40,1,0,18,17,3.50,ORIX Buffaloes,
Kogita Atsuya,16,0,0,0,5,0,0,.000,63,14,.1,16,1,6,0,0,13,1,0,5,5,3.14,ORIX Buffaloes,
Kondoh Taisuke,32,1,4,2,15,0,0,.200,121,30,,25,3,7,1,1,27,1,0,7,7,2.10,ORIX Buffaloes,
Kuroki Yuta,27,2,2,1,5,0,0,.500,106,26,.2,20,3,9,0,0,21,2,0,8,7,2.36,ORIX Buffaloes,
Masui Hirotoshi,2,0,2,0,0,0,0,.000,42,9,.1,13,0,4,0,0,11,2,0,4,4,3.86,ORIX Buffaloes,
Miyagi Hiroya,24,11,8,0,0,2,1,.579,612,148,.1,137,11,30,1,6,127,0,0,57,52,3.16,ORIX Buffaloes,
Mukunoki Ren,4,2,1,0,0,0,0,.667,69,17,.2,8,0,8,0,1,21,2,0,2,2,1.02,ORIX Buffaloes,
Muranishi Ryota,22,1,1,0,8,0,0,.500,113,24,.1,23,4,17,3,1,27,1,0,13,12,4.44,ORIX Buffaloes,
Nakamura Masaru,3,0,1,0,0,0,0,.000,33,6,.1,12,0,3,0,1,4,0,0,6,6,8.53,ORIX Buffaloes,
Nohmi Atsushi,5,0,0,0,1,0,0,.000,15,3,.2,2,0,2,0,0,2,0,0,1,1,2.45,ORIX Buffaloes,
Saitoh Koki,5,0,0,0,0,0,0,.000,24,5,.1,7,0,1,0,0,5,0,0,4,4,6.75,ORIX Buffaloes,
Suzuki Kohei,14,0,1,0,2,0,0,.000,51,12,,12,3,3,0,0,13,2,0,9,9,6.75,ORIX Buffaloes,
Tajima Daiki,20,9,3,0,0,1,1,.750,513,125,,115,12,37,0,2,92,3,1,41,37,2.66,ORIX Buffaloes,
Takeyasu Daichi,6,2,0,0,0,0,0,1.000,111,26,,27,1,10,0,0,20,2,0,13,11,3.81,ORIX Buffaloes,
Tomiyama Ryoga,8,0,0,0,3,0,0,.000,38,7,.1,10,3,3,0,0,7,0,0,9,9,11.05,ORIX Buffaloes,
Udagawa Yuki,19,2,1,0,3,0,0,.667,87,22,.1,10,1,12,2,0,32,0,0,2,2,0.81,ORIX Buffaloes,
Vargas Cesar,8,0,1,0,2,0,0,.000,66,13,.2,18,1,8,0,0,11,0,0,11,10,6.59,ORIX Buffaloes,
Waguespack Jacob,32,2,6,5,7,0,0,.250,309,72,.2,63,4,29,0,4,81,1,0,28,24,2.97,ORIX Buffaloes,
Yamada Nobuyoshi,12,1,0,0,2,0,0,1.000,44,10,.1,11,0,4,0,1,14,1,0,5,5,4.35,ORIX Buffaloes,
Yamamoto Yoshinobu,26,15,5,0,0,4,2,.750,747,193,,137,6,42,0,5,205,0,0,42,36,1.68,ORIX Buffaloes,
Yamaoka Taisuke,22,6,8,0,1,2,1,.429,518,128,,118,6,27,0,7,99,2,0,42,37,2.60,ORIX Buffaloes,
Yamasaki Sachiya,24,5,8,0,2,0,0,.385,475,114,.2,112,13,27,0,6,91,4,0,58,44,3.45,ORIX Buffaloes,
