Pitcher,G,W,L,SV,HLD,CG,SHO,BF,IP,H,HR,SO,BB,IBB,HB,WP,R,ER,ERA,FIP,kwERA,WHIP,ERA+,FIP-,kwERA-,Diff,HR%,K%,BB%,K-BB%,Team,League
Sakurai Toshiki,29,1,0,0,6,0,0,145,33.1,35,7,20,16,1,1,4,20,20,5.40,6.21,4.52,1.53,69,152,124,-0.81,4.8%,13.8%,11.0%,2.8%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Sanchez Angel,14,5,5,0,0,0,0,317,73.0,82,13,54,23,0,3,2,40,38,4.68,5.06,3.82,1.44,79,124,105,-0.38,4.1%,17.0%,7.3%,9.7%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Sugano Tomoyuki,19,6,7,0,0,2,1,465,115.2,90,15,102,25,1,7,1,41,41,3.19,3.91,3.14,0.99,116,96,86,-0.72,3.2%,21.9%,5.4%,16.5%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Takagi Kyosuke,15,1,0,0,1,0,0,81,18.1,22,1,15,7,0,0,0,9,9,4.42,3.37,3.81,1.58,84,83,104,1.05,1.2%,18.5%,8.6%,9.9%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Takahashi Yuki,27,11,9,0,0,0,0,598,140.2,125,18,76,61,2,2,2,57,53,3.39,5.08,4.55,1.32,109,125,125,-1.69,3.0%,12.7%,10.2%,2.5%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Takanashi Yuhei,55,2,2,1,20,0,0,171,39.0,34,2,47,21,4,5,2,17,16,3.69,3.41,3.28,1.41,100,84,90,0.28,1.2%,27.5%,12.3%,15.2%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Tanaka Toyoki,39,0,0,0,2,0,0,152,38.0,22,5,37,20,2,1,3,13,12,2.84,4.57,3.68,1.11,130,112,101,-1.73,3.3%,24.3%,13.2%,11.1%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Toda Natsuki,3,0,0,0,0,0,0,12,3.0,3,0,0,1,0,0,0,0,0,0.00,4.15,5.63,1.33,999,102,154,-4.15,0.0%,0.0%,8.3%,-8.3%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Togo Shosei,26,9,8,0,0,1,0,639,151.2,130,19,138,58,2,6,3,75,72,4.27,4.23,3.55,1.24,87,104,97,0.04,3.0%,21.6%,9.1%,12.5%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Tone Chiaki,29,2,0,1,0,0,0,161,37.1,25,4,36,24,0,3,3,20,20,4.82,4.79,4.05,1.31,77,118,111,0.03,2.5%,22.4%,14.9%,7.5%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Vieira Thyago,56,0,3,19,1,0,0,228,55.1,38,3,64,26,0,1,0,18,18,2.93,3.01,3.13,1.16,126,74,86,-0.08,1.3%,28.1%,11.4%,16.7%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Yamaguchi Shun,15,2,8,0,0,0,0,337,78.1,66,6,83,37,1,3,0,34,31,3.56,3.56,3.44,1.31,104,87,94,0.00,1.8%,24.6%,11.0%,13.6%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Yokogawa Kai,2,0,1,0,0,0,0,37,8.0,9,2,9,2,0,0,0,4,3,3.38,4.90,2.91,1.38,110,120,80,-1.52,5.4%,24.3%,5.4%,18.9%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Hara Juri,9,3,1,0,0,0,0,198,47.0,45,0,25,12,2,4,1,14,12,2.30,3.11,4.14,1.21,161,76,113,-0.81,0.0%,12.6%,6.1%,6.5%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Hasegawa Hiroki,4,1,0,0,0,0,0,18,3.1,4,2,3,3,0,0,0,5,4,10.80,11.85,4.80,2.10,34,291,132,-1.05,11.1%,16.7%,16.7%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Hoshi Tomoya,25,0,0,1,7,0,0,108,24.1,23,2,28,11,0,0,0,14,13,4.81,3.28,3.23,1.40,77,81,88,1.53,1.9%,25.9%,10.2%,15.7%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Ishikawa Masanori,17,4,5,0,0,1,0,335,82.0,81,10,54,16,1,3,1,31,28,3.07,4.12,3.67,1.18,121,101,101,-1.05,3.0%,16.1%,4.8%,11.3%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Ishiyama Taichi,58,0,5,10,9,0,0,226,55.0,54,6,64,10,0,0,1,23,22,3.60,2.79,2.41,1.16,103,68,66,0.81,2.7%,28.3%,4.4%,23.9%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Kanakubo Yuto,10,4,1,0,0,0,0,180,42.2,39,3,34,16,0,2,0,14,13,2.74,3.74,3.80,1.29,135,92,104,-1.00,1.7%,18.9%,8.9%,10.0%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Kondoh Hiroki,22,0,1,0,11,0,0,67,18.2,15,1,17,2,0,0,0,2,2,0.96,2.35,2.56,0.91,386,58,70,-1.39,1.5%,25.4%,3.0%,22.4%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Konno Ryuta,64,7,1,0,28,0,0,268,62.0,55,1,63,25,0,3,2,19,19,2.76,2.69,3.38,1.29,134,66,93,0.07,0.4%,23.5%,9.3%,14.2%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
McGough Scott,66,3,2,31,14,0,0,259,64.1,43,7,76,23,2,3,3,19,18,2.52,3.42,2.75,1.03,147,84,75,-0.90,2.7%,29.3%,8.9%,20.4%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Ogawa Yasuhiro,23,9,6,0,0,2,1,529,128.1,132,15,97,30,3,1,2,64,59,4.14,3.89,3.53,1.26,89,96,97,0.25,2.8%,18.3%,5.7%,12.6%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Ohnishi Hiroki,33,3,0,0,7,0,0,159,38.1,36,4,24,12,1,2,3,12,12,2.82,4.35,4.05,1.25,131,107,111,-1.53,2.5%,15.1%,7.5%,7.6%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Ohshita Yuma,30,1,0,0,1,0,0,159,38.2,34,5,32,8,2,2,1,16,16,3.72,3.95,3.29,1.09,100,97,90,-0.23,3.1%,20.1%,5.0%,15.1%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Okugawa Yasunobu,18,9,4,0,0,0,0,413,105.0,99,11,91,10,0,2,3,38,38,3.26,3.12,2.84,1.04,114,77,78,0.14,2.7%,22.0%,2.4%,19.6%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Sakamoto Koshiro,36,1,2,0,7,0,0,148,33.1,29,4,25,17,1,3,2,17,15,4.05,5.01,4.26,1.38,91,123,117,-0.96,2.7%,16.9%,11.5%,5.4%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Shimizu Noboru,72,3,6,1,50,0,0,272,67.2,55,12,74,18,5,2,2,23,18,2.39,4.16,2.74,1.08,155,102,75,-1.77,4.4%,27.2%,6.6%,20.6%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Sneed Cy,13,6,2,0,0,0,0,279,68.2,60,9,69,23,0,2,0,29,26,3.41,3.94,3.15,1.21,109,97,86,-0.53,3.2%,24.7%,8.2%,16.5%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Suarez Albert,24,5,3,1,3,0,0,339,77.0,82,9,70,32,0,5,1,32,31,3.62,4.30,3.68,1.48,102,106,101,-0.68,2.7%,20.6%,9.4%,11.2%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Sugiyama Koki,4,0,0,0,0,0,0,30,6.1,9,2,4,2,0,1,0,7,7,9.95,7.42,4.13,1.74,37,182,113,2.53,6.7%,13.3%,6.7%,6.6%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Taguchi Kazuto,33,5,9,0,4,0,0,449,100.2,126,10,81,28,3,2,1,59,45,4.02,3.73,3.62,1.53,92,92,99,0.29,2.2%,18.0%,6.2%,11.8%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Takahashi Keiji,14,4,1,0,0,0,0,320,78.1,59,9,80,25,3,6,4,25,25,2.87,3.79,3.08,1.07,129,93,84,-0.92,2.8%,25.0%,7.8%,17.2%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Takanashi Hirotoshi,12,4,1,0,0,0,0,264,62.0,62,11,56,15,1,3,1,28,25,3.63,4.52,3.25,1.24,102,111,89,-0.89,4.2%,21.2%,5.7%,15.5%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Terashima Naruki,1,0,0,0,0,0,0,10,2.0,5,0,0,0,0,0,0,1,1,4.50,3.15,4.80,2.50,82,77,132,1.35,0.0%,0.0%,0.0%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Umeno Yugo,29,0,0,0,8,0,0,106,25.1,22,4,29,9,0,2,1,7,7,2.49,4.22,2.91,1.22,149,104,80,-1.73,3.8%,27.4%,8.5%,18.9%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Vandenhurk Rick,2,0,1,0,0,0,0,28,4.2,11,2,4,2,0,1,0,8,8,15.43,8.94,4.09,2.79,24,219,112,6.49,7.1%,14.3%,7.1%,7.2%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Yamano Taichi,1,0,0,0,0,0,0,12,1.1,5,0,3,2,0,1,0,7,7,47.25,5.40,3.97,5.25,8,133,109,41.85,0.0%,25.0%,16.7%,8.3%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Yoshida Daiki,16,1,1,0,0,0,0,111,23.1,31,5,26,12,1,0,3,17,16,6.17,5.25,3.54,1.84,60,129,97,0.92,4.5%,23.4%,10.8%,12.6%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Fujishima Kento,48,1,0,0,5,0,0,200,51.0,35,3,38,13,0,0,1,9,9,1.59,3.19,3.55,0.94,210,87,97,-1.60,1.5%,19.0%,6.5%,12.5%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Fuku Hiroto,57,2,2,0,20,0,0,185,45.1,37,4,38,15,2,3,1,16,16,3.18,3.81,3.56,1.15,105,104,98,-0.63,2.2%,20.5%,8.1%,12.4%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Fukutani Koji,18,5,10,0,0,1,0,432,103.1,112,10,73,17,1,1,3,55,52,4.53,3.52,3.50,1.25,74,96,96,1.01,2.3%,16.9%,3.9%,13.0%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Hashimoto Yuki,28,0,0,0,1,0,0,112,26.2,26,0,28,8,1,1,0,11,11,3.71,2.07,3.01,1.28,90,56,82,1.64,0.0%,25.0%,7.1%,17.9%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Kasahara Shotaro,4,0,2,0,0,0,0,94,20.0,20,4,13,17,1,0,1,14,14,6.30,7.00,5.23,1.85,53,191,143,-0.70,4.3%,13.8%,18.1%,-4.3%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Katsuno Akiyoshi,17,3,6,0,0,0,0,391,91.1,92,9,67,31,3,2,1,38,38,3.74,4.05,3.88,1.35,89,111,106,-0.31,2.3%,17.1%,7.9%,9.2%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Kondo Ren,2,0,0,0,0,0,0,10,2.0,1,0,2,3,0,0,1,1,1,4.50,5.65,5.80,2.00,74,154,159,-1.15,0.0%,20.0%,30.0%,-10.0%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Martinez Raidel,49,1,4,23,0,0,0,178,48.0,26,1,59,10,1,1,1,11,11,2.06,1.65,2.05,0.75,162,45,56,0.41,0.6%,33.1%,5.6%,27.5%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Matayoshi Katsuki,66,3,2,8,33,0,0,245,63.1,47,2,41,22,2,1,0,11,9,1.28,3.36,4.02,1.09,260,92,110,-2.08,0.8%,16.7%,9.0%,7.7%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Matsuba Takahiro,14,6,5,0,0,0,0,309,76.0,74,7,41,15,0,2,3,30,27,3.20,3.94,3.96,1.17,104,108,108,-0.74,2.3%,13.3%,4.9%,8.4%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Mitsuma Takuya,5,0,0,0,0,0,0,28,5.1,10,1,6,1,0,0,1,5,4,6.75,3.90,3.01,2.06,49,106,82,2.85,3.6%,21.4%,3.6%,17.8%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Mori Hiroto,10,0,0,0,0,0,0,58,12.0,11,0,15,9,0,3,2,4,4,3.00,3.65,3.77,1.67,111,100,103,-0.65,0.0%,25.9%,15.5%,10.4%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Ogasawara Shinnosuke,25,8,10,0,0,0,0,615,143.1,141,16,115,51,1,4,4,60,58,3.64,4.15,3.76,1.34,92,113,103,-0.51,2.6%,18.7%,8.3%,10.4%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Ohno Yudai,22,7,11,0,0,1,0,566,143.1,121,12,118,26,1,2,1,48,47,2.95,3.18,3.17,1.03,113,87,87,-0.23,2.1%,20.8%,4.6%,16.2%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Okada Toshiya,19,0,1,0,0,0,0,74,16.2,23,1,10,6,0,0,0,9,9,4.86,3.81,4.26,1.74,69,104,117,1.05,1.4%,13.5%,8.1%,5.4%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Okano Yuichiro,2,0,2,0,0,0,0,40,8.0,13,0,3,2,1,1,0,10,8,9.00,3.53,4.55,1.88,37,96,125,5.47,0.0%,7.5%,5.0%,2.5%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Rodriguez Yariel,12,1,4,0,0,0,0,275,61.2,56,8,61,38,2,5,6,29,25,3.65,4.95,3.96,1.52,91,135,108,-1.30,2.9%,22.2%,13.8%,8.4%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Rosario Randy,9,0,0,0,0,0,0,40,9.0,8,1,3,6,0,2,1,4,3,3.00,6.60,5.55,1.56,111,180,152,-3.60,2.5%,7.5%,15.0%,-7.5%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Satoh Yu,4,0,0,0,0,0,0,32,5.1,13,1,4,2,0,0,1,11,8,13.50,5.22,4.18,2.81,25,142,115,8.28,3.1%,12.5%,6.2%,6.3%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Shimizu Tatsuya,1,0,1,0,0,0,0,19,4.0,5,0,1,4,0,0,0,1,1,2.25,5.65,6.38,2.25,148,154,175,-3.40,0.0%,5.3%,21.1%,-15.8%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Sobue Daisuke,55,1,2,5,19,0,0,208,48.2,59,1,30,9,0,1,0,18,14,2.59,2.80,3.79,1.40,129,76,104,-0.21,0.5%,14.4%,4.3%,10.1%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Suzuki Hiroshi,18,2,0,0,0,0,0,91,20.1,22,2,11,5,0,2,0,12,12,5.31,4.38,4.14,1.33,63,120,113,0.93,2.2%,12.1%,5.5%,6.6%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Tajima Shinji,22,2,1,0,8,0,0,74,18.1,15,0,22,6,0,0,1,5,5,2.45,1.73,2.64,1.15,136,47,72,0.72,0.0%,29.7%,8.1%,21.6%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Tanimoto Keisuke,32,1,1,0,14,0,0,92,22.1,23,3,18,1,0,1,0,6,5,2.01,3.56,2.95,1.07,166,97,81,-1.55,3.3%,19.6%,1.1%,18.5%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Umetsu Kodai,3,0,1,0,0,0,0,51,11.1,6,0,7,10,0,2,1,3,2,1.59,5.09,5.39,1.41,210,139,148,-3.50,0.0%,13.7%,19.6%,-5.9%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Yamai Daisuke,1,0,0,0,0,0,0,1,0.1,0,0,1,0,0,0,0,0,0,0.00,-2.85,-5.20,0.00,999,-78,-142,2.85,0.0%,100.0%,0.0%,100.0%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Yamamoto Takumi,9,1,0,0,0,0,0,67,14.0,16,1,12,8,0,1,0,10,10,6.43,4.30,4.20,1.71,52,117,115,2.13,1.5%,17.9%,11.9%,6.0%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Yanagi Yuya,26,11,6,0,0,2,2,676,172.0,133,11,168,41,1,3,3,47,42,2.20,2.80,2.92,1.01,151,76,80,-0.60,1.6%,24.9%,6.1%,18.8%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Abe Shota,4,0,0,0,0,0,0,16,3.2,4,1,3,1,0,0,0,3,3,7.36,5.88,3.55,1.36,47,156,97,1.48,6.2%,18.8%,6.2%,12.6%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Cho Yaku,8,0,1,0,3,0,0,54,10.1,21,4,15,2,0,0,0,15,15,13.06,5.86,2.39,2.23,26,155,65,7.20,7.4%,27.8%,3.7%,24.1%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Higa Motoki,32,1,0,0,11,0,0,75,20.1,14,2,15,4,4,0,0,4,4,1.77,3.55,3.33,0.89,194,94,91,-1.78,2.7%,20.0%,5.3%,14.7%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Higgins Tyler,49,1,2,2,28,0,0,195,46.1,37,3,36,19,0,1,1,14,13,2.53,3.74,3.93,1.21,136,99,108,-1.21,1.5%,18.5%,9.7%,8.8%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Hirano Yoshihisa,46,1,3,29,3,0,0,163,43.0,30,4,37,9,0,0,1,11,11,2.30,3.27,3.08,0.91,150,86,84,-0.97,2.5%,22.7%,5.5%,17.2%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Honda Hitomi,2,0,1,0,0,0,0,45,9.2,13,2,4,5,0,0,0,8,8,7.45,6.57,5.02,1.86,46,174,138,0.88,4.4%,8.9%,11.1%,-2.2%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Kaida Tomoyuki,16,0,1,0,5,0,0,43,10.1,8,0,5,4,1,0,0,3,3,2.61,3.35,4.57,1.16,132,89,125,-0.74,0.0%,11.6%,9.3%,2.3%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Kaneda Kazuyuki,9,0,0,0,0,0,0,45,10.1,8,3,6,5,0,2,0,5,5,4.35,7.80,4.58,1.26,79,206,125,-3.45,6.7%,13.3%,11.1%,2.2%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Masui Hirotoshi,15,3,6,0,1,0,0,309,71.0,77,8,45,29,0,2,2,47,39,4.94,4.66,4.28,1.49,70,123,117,0.28,2.6%,14.6%,9.4%,5.2%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Miyagi Hiroya,23,13,4,0,0,0,0,594,147.0,118,9,131,39,1,9,0,44,41,2.51,3.15,3.25,1.07,137,83,89,-0.64,1.5%,22.1%,6.6%,15.5%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Muranishi Ryota,18,1,0,1,5,0,0,62,12.0,15,1,7,9,0,2,0,7,5,3.75,5.82,5.12,2.00,92,154,140,-2.07,1.6%,11.3%,14.5%,-3.2%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Nakagawa Hayate,1,0,0,0,0,0,0,5,1.0,2,0,0,0,0,0,0,0,0,0.00,3.15,4.80,2.00,999,83,132,-3.15,0.0%,0.0%,0.0%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Nohmi Atsushi,26,0,0,2,5,0,0,103,22.1,26,2,19,11,2,3,0,11,10,4.03,4.50,4.02,1.66,85,119,110,-0.47,1.9%,18.4%,10.7%,7.7%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Saitoh Koki,4,0,0,0,0,0,0,12,2.2,2,1,3,2,0,0,0,3,3,10.13,8.03,3.97,1.50,34,212,109,2.10,8.3%,25.0%,16.7%,8.3%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Sakakibara Tsubasa,1,0,0,0,0,0,0,16,2.1,4,0,2,5,0,0,0,4,4,15.43,7.87,6.68,3.86,22,208,183,7.56,0.0%,12.5%,31.2%,-18.7%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Sawada Keisuke,14,0,0,0,6,0,0,59,14.0,15,0,14,3,0,1,0,6,6,3.86,2.01,2.94,1.29,89,53,81,1.85,0.0%,23.7%,5.1%,18.6%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Sparkman Glenn,6,0,1,0,0,0,0,73,17.0,15,4,14,8,0,1,0,13,13,6.88,6.15,3.98,1.35,50,163,109,0.73,5.5%,19.2%,11.0%,8.2%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Suzuki Kohei,34,1,0,2,2,0,0,164,38.2,34,2,28,14,2,1,3,15,13,3.03,3.54,3.95,1.24,114,94,108,-0.51,1.2%,17.1%,8.5%,8.6%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Suzuki Yu,11,0,0,0,0,0,0,45,10.0,9,4,10,5,0,2,1,10,10,9.00,8.45,3.69,1.40,38,223,101,0.55,8.9%,22.2%,11.1%,11.1%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Tajima Daiki,24,8,8,0,0,0,0,608,143.1,137,10,135,48,1,5,4,62,57,3.58,3.29,3.37,1.29,96,87,92,0.29,1.6%,22.2%,7.9%,14.3%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Takeyasu Daichi,17,3,2,0,0,0,0,207,48.2,48,4,26,19,0,1,0,26,24,4.44,4.39,4.46,1.38,77,116,122,0.05,1.9%,12.6%,9.2%,3.4%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Tomiyama Ryoga,51,2,1,0,20,0,0,189,46.1,37,2,34,17,0,0,0,16,14,2.72,3.35,3.90,1.17,126,89,107,-0.63,1.1%,18.0%,9.0%,9.0%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Urushihara Taisei,34,2,2,2,4,0,0,148,35.2,30,4,23,14,1,1,1,13,12,3.03,4.58,4.19,1.23,114,121,115,-1.55,2.7%,15.5%,9.5%,6.0%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Vargas Cesar,5,1,1,0,1,0,0,45,9.0,13,4,7,4,0,1,2,11,11,11.00,9.04,4.13,1.89,31,239,113,1.96,8.9%,15.6%,8.9%,6.7%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Yamada Nobuyoshi,43,1,0,0,9,0,0,186,43.2,38,2,35,19,2,1,0,14,11,2.27,3.52,3.94,1.31,152,93,108,-1.25,1.1%,18.8%,10.2%,8.6%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Yamamoto Yoshinobu,26,18,5,0,0,6,4,736,193.2,124,7,206,40,1,2,3,37,30,1.39,2.15,2.54,0.85,247,57,70,-0.76,1.0%,28.0%,5.4%,22.6%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Yamaoka Taisuke,12,3,4,0,0,0,0,297,69.1,64,7,74,20,0,3,1,30,30,3.89,3.33,2.98,1.21,88,88,82,0.56,2.4%,24.9%,6.7%,18.2%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Yamasaki Sachiya,22,8,10,0,0,0,0,473,116.1,111,13,75,24,0,6,2,47,46,3.56,4.09,3.72,1.16,97,108,102,-0.53,2.7%,15.9%,5.1%,10.8%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Yamazaki Soichiro,9,2,2,0,0,0,0,169,39.0,32,1,29,20,0,5,0,16,16,3.69,3.92,4.27,1.33,93,104,117,-0.23,0.6%,17.2%,11.8%,5.4%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Yoshida Ryo,18,1,1,0,4,0,0,62,17.0,7,3,17,4,0,0,0,5,4,2.12,4.15,2.70,0.65,162,110,74,-2.03,4.8%,27.4%,6.5%,20.9%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Azuma Yusuke,37,1,0,0,4,0,0,149,34.1,38,4,29,9,0,2,2,16,11,2.88,3.94,3.46,1.37,126,99,95,-1.06,2.7%,19.5%,6.0%,13.5%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Dohi Seiya,1,0,1,0,0,0,0,11,2.0,6,1,0,0,0,0,0,3,3,13.50,9.65,4.80,3.00,27,242,132,3.85,9.1%,0.0%,0.0%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Doi Hideto,14,0,0,0,0,0,0,65,14.1,15,3,10,11,0,1,0,12,12,7.53,6.99,4.95,1.81,48,175,136,0.54,4.6%,15.4%,16.9%,-1.5%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Flores Jose,10,1,0,0,0,0,0,52,13.0,9,0,11,5,1,0,2,3,2,1.38,2.61,3.65,1.08,263,65,100,-1.23,0.0%,21.2%,9.6%,11.6%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Futaki Kota,22,5,7,0,0,0,0,494,117.0,119,24,77,28,1,4,3,61,57,4.38,5.32,3.81,1.26,83,133,104,-0.94,4.9%,15.6%,5.7%,9.9%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Herrmann Frank,45,1,1,0,24,0,0,189,43.1,47,7,38,13,1,1,3,26,25,5.19,4.47,3.48,1.38,70,112,95,0.72,3.7%,20.1%,6.9%,13.2%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
