#,Player,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SH,SF,SO,BB,IBB,HP,GDP,AVG,OBP,SLG,OPS,OPS+,ISO,BABIP,K%,BB%,BB/K,wSB,TTO%,Age,Pos,B,,Team,League
,<a href=https://npb.jp/bis/eng/players/21625157.html>Higuchi Seishu</a>,28,66,58,8,10,0,0,0,10,2,5,0,3,0,12,4,0,1,0,0.172,0.238,0.172,0.410,23,0.000,0.217,18.2%,6.1%,0.33,0.8,24.2%,26,4,L,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,<a href=https://npb.jp/bis/eng/players/81685159.html>Hiwatari Touki</a>,26,37,35,2,8,1,0,0,9,1,0,0,0,0,10,1,0,1,1,0.229,0.270,0.257,0.527,56,0.028,0.320,27.0%,2.7%,0.10,-0.0,29.7%,20,2,L,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,<a href=https://npb.jp/bis/eng/players/01805155.html>Hoshino Mao</a>,26,39,33,1,4,1,0,0,5,2,0,1,3,1,16,1,0,1,3,0.121,0.167,0.152,0.319,-4,0.031,0.222,41.0%,2.6%,0.06,-0.3,43.6%,21,5,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,<a href=https://npb.jp/bis/eng/players/31835134.html>Hosokawa Seiya</a>,6,18,16,3,5,1,0,2,12,2,0,0,0,0,4,2,0,0,0,0.313,0.389,0.750,1.139,230,0.437,0.300,22.2%,11.1%,0.50,-0.0,44.4%,26,DH,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,<a href=https://npb.jp/bis/eng/players/91195138.html>Ishibashi Kota</a>,44,110,95,18,29,9,1,0,40,19,0,1,1,0,17,13,0,1,2,0.305,0.394,0.421,0.815,139,0.116,0.372,15.5%,11.8%,0.76,-0.4,27.3%,24,2,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,<a href=https://npb.jp/bis/eng/players/21125150.html>Ishii Yuta</a>,9,26,22,2,7,2,0,2,15,3,0,0,0,0,7,2,0,2,0,0.318,0.423,0.682,1.105,221,0.364,0.385,26.9%,7.7%,0.29,-0.0,42.3%,24,2,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,<a href=https://npb.jp/bis/eng/players/91195151.html>Ishikawa Takaya</a>,43,165,146,16,45,11,0,3,65,21,1,0,0,3,25,14,0,2,4,0.308,0.370,0.445,0.815,139,0.137,0.347,15.2%,8.5%,0.56,0.1,25.5%,24,5,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,<a href=https://npb.jp/bis/eng/players/91395132.html>Itayama Yutaro</a>,11,39,37,4,14,4,1,1,23,4,1,0,0,0,6,2,0,0,0,0.378,0.410,0.622,1.032,200,0.244,0.433,15.4%,5.1%,0.33,0.2,23.1%,31,4,L,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,<a href=https://npb.jp/bis/eng/players/61565150.html>Kanemaru Yumeto</a>,6,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-96,0.000,,50.0%,0.0%,0.00,0.0,50.0%,22,1,L,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,<a href=https://npb.jp/bis/eng/players/01505159.html>Kato Ryuma</a>,27,49,47,2,4,1,0,0,5,2,0,0,0,0,24,2,0,0,0,0.085,0.122,0.106,0.228,-30,0.021,0.174,49.0%,4.1%,0.08,-0.0,53.1%,26,9,S,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,<a href=https://npb.jp/bis/eng/players/41545130.html>Katoh Takuma</a>,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-96,0.000,0.000,0.0%,0.0%,,0.0,0.0%,33,2,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,<a href=https://npb.jp/bis/eng/players/81585132.html>Kawagoe Seiji</a>,66,206,176,21,39,9,3,5,69,31,1,0,0,2,48,26,0,2,0,0.222,0.325,0.392,0.717,111,0.170,0.272,23.3%,12.6%,0.54,0.1,38.3%,32,7,L,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,<a href=https://npb.jp/bis/eng/players/41545159.html>Kawakami Rii</a>,102,375,313,46,70,13,3,1,92,36,15,7,1,6,85,48,0,7,6,0.224,0.334,0.294,0.628,86,0.070,0.296,22.7%,12.8%,0.56,0.1,35.7%,24,3,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,<a href=https://npb.jp/bis/eng/players/31735132.html>Kinoshita Takuya</a>,10,27,26,3,8,3,0,0,11,3,0,0,0,0,5,1,0,0,1,0.308,0.333,0.423,0.756,122,0.115,0.381,18.5%,3.7%,0.20,-0.0,22.2%,33,2,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,<a href=https://npb.jp/bis/eng/players/93295157.html>Mejia Humberto</a>,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.000,1.000,0.000,1.000,202,0.000,,0.0%,100.0%,1.00,-0.0,100.0%,28,1,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,<a href=https://npb.jp/bis/eng/players/83185155.html>Miya Taisei</a>,61,123,114,8,23,4,1,0,29,14,0,1,6,0,18,1,0,2,6,0.202,0.222,0.254,0.476,41,0.052,0.240,14.6%,0.8%,0.06,-0.4,15.4%,22,2,L,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,<a href=https://npb.jp/bis/eng/players/83985159.html>Monier Carlos</a>,41,118,98,11,22,3,0,3,34,15,2,1,0,0,30,14,0,6,1,0.224,0.356,0.347,0.703,107,0.123,0.292,25.4%,11.9%,0.47,-0.0,39.8%,24,7,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,<a href=https://npb.jp/bis/eng/players/03105150.html>Mori Shunta</a>,74,200,177,22,41,5,1,9,75,29,2,0,0,6,55,15,0,2,2,0.232,0.290,0.424,0.714,109,0.192,0.269,27.5%,7.5%,0.27,0.3,39.5%,18,5,L,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,<a href=https://npb.jp/bis/eng/players/03105157.html>Muramatsu Kaito</a>,38,130,109,19,34,10,0,1,47,11,2,1,1,2,22,16,0,2,3,0.312,0.403,0.431,0.834,145,0.119,0.375,16.9%,12.3%,0.73,-0.0,30.0%,24,6,L,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,<a href=https://npb.jp/bis/eng/players/71675150.html>Nakamura Naiki</a>,51,71,68,13,18,4,0,0,22,4,2,2,1,0,18,2,0,0,2,0.265,0.286,0.324,0.610,80,0.059,0.360,25.4%,2.8%,0.11,-0.3,28.2%,18,5,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,<a href=https://npb.jp/bis/eng/players/61065116.html>Nakata Sho</a>,25,47,44,6,12,4,0,2,22,9,0,0,0,0,6,3,0,0,2,0.273,0.319,0.500,0.819,139,0.227,0.278,12.8%,6.4%,0.50,-0.0,23.4%,36,DH,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,<a href=https://npb.jp/bis/eng/players/71575159.html>Oda Gouki</a>,89,363,308,52,95,4,8,0,115,27,25,10,11,1,68,43,0,0,3,0.308,0.392,0.373,0.765,125,0.065,0.394,18.7%,11.8%,0.63,0.8,30.6%,24,8,L,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,<a href=https://npb.jp/bis/eng/players/01305131.html>Ohshima Yohei</a>,16,44,35,5,14,0,1,0,16,2,3,1,0,0,3,9,0,0,0,0.400,0.523,0.457,0.980,188,0.057,0.438,6.8%,20.5%,3.00,0.2,27.3%,39,7,L,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,<a href=https://npb.jp/bis/eng/players/03005159.html>Rodriguez Christian</a>,59,164,146,18,36,4,0,1,43,9,4,1,1,0,23,15,1,2,3,0.247,0.325,0.295,0.620,83,0.048,0.287,14.0%,9.1%,0.65,0.3,23.8%,23,6,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,<a href=https://npb.jp/bis/eng/players/81785138.html>Satoh Ryusei</a>,31,91,83,6,19,5,1,1,29,8,0,0,0,1,25,7,0,0,3,0.229,0.286,0.349,0.635,87,0.120,0.310,27.5%,7.7%,0.28,-0.0,36.3%,28,UTL,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,<a href=https://npb.jp/bis/eng/players/91095135.html>Takahashi Shuhei</a>,12,35,31,6,5,0,0,0,5,0,1,0,0,0,5,4,0,0,0,0.161,0.257,0.161,0.418,26,0.000,0.192,14.3%,11.4%,0.80,0.2,25.7%,31,5,L,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,<a href=https://npb.jp/bis/eng/players/21025157.html>Tanaka Mikiya</a>,7,9,7,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0.143,0.333,0.143,0.476,43,0.000,0.143,0.0%,11.1%,1.00,0.2,11.1%,24,4,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,<a href=https://npb.jp/bis/eng/players/51455153.html>Tsuchida Ryuku</a>,70,255,230,35,63,8,3,5,92,27,9,4,1,1,49,19,0,4,4,0.274,0.339,0.400,0.739,117,0.126,0.328,19.2%,7.5%,0.39,0.1,28.6%,22,6,L,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,<a href=https://npb.jp/bis/eng/players/81285159.html>Tsuda Keishi</a>,89,262,231,28,53,10,2,1,70,23,5,9,3,2,53,25,0,1,13,0.229,0.305,0.303,0.608,80,0.074,0.291,20.2%,9.5%,0.47,-2.2,30.2%,22,UTL,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,<a href=https://npb.jp/bis/eng/players/61265159.html>Tsujimoto Rintaro</a>,34,118,105,14,33,3,0,3,45,16,6,1,3,1,9,8,0,1,2,0.314,0.365,0.429,0.794,133,0.115,0.319,7.6%,6.8%,0.89,0.6,16.9%,23,4,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,<a href=https://npb.jp/bis/eng/players/71375155.html>Ukai Kosuke</a>,77,317,284,44,85,18,4,7,132,44,10,2,0,0,54,28,0,5,6,0.299,0.372,0.465,0.837,145,0.166,0.350,17.0%,8.8%,0.52,0.9,28.1%,26,7,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,<a href=https://npb.jp/bis/eng/players/61365132.html>Usami Shingo</a>,57,167,150,12,36,9,0,1,48,15,0,0,0,1,39,16,0,0,5,0.240,0.311,0.320,0.631,86,0.080,0.315,23.4%,9.6%,0.41,-0.1,33.5%,32,2,L,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,<a href=https://npb.jp/bis/eng/players/83785150.html>Vosler Jason</a>,2,5,5,0,2,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0.400,0.400,0.400,0.800,135,0.000,0.500,20.0%,0.0%,0.00,-0.0,20.0%,31,3,L,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,<a href=https://npb.jp/bis/eng/players/93395157.html>Yamaasa Ryunosuke</a>,15,19,15,0,1,0,0,0,1,4,1,0,0,0,4,4,0,0,0,0.067,0.263,0.067,0.330,1,0.000,0.091,21.1%,21.1%,1.00,0.2,42.1%,21,2,L,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,<a href=https://npb.jp/bis/eng/players/93195132.html>Yamamoto Yasuhiro</a>,3,10,8,1,3,0,1,0,5,0,0,0,0,0,1,2,0,0,0,0.375,0.500,0.625,1.125,228,0.250,0.429,10.0%,20.0%,2.00,-0.0,30.0%,31,4,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,<a href=https://npb.jp/bis/eng/players/61065157.html>Chano Tokumasa</a>,116,396,351,44,101,4,3,0,111,21,28,11,6,3,38,35,0,1,5,0.288,0.351,0.316,0.667,110,0.028,0.320,9.6%,8.8%,0.92,1.0,18.4%,25,7,L,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,<a href=https://npb.jp/bis/eng/players/53055150.html>Dale Jarryd</a>,41,129,118,12,35,6,0,2,47,14,1,1,0,0,14,8,0,3,2,0.297,0.357,0.398,0.755,138,0.101,0.324,10.9%,6.2%,0.57,-0.2,18.6%,24,UTL,R,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,<a href=https://npb.jp/bis/eng/players/83585150.html>Diaz Jordan</a>,21,60,56,3,14,1,0,0,15,4,1,0,0,0,14,4,0,0,3,0.250,0.300,0.268,0.568,77,0.018,0.333,23.3%,6.7%,0.29,0.1,30.0%,24,DH,R,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,<a href=https://npb.jp/bis/eng/players/71575151.html>Endoh Joh</a>,76,223,181,40,51,7,4,1,69,18,21,6,1,1,48,38,0,2,0,0.282,0.410,0.381,0.791,150,0.099,0.376,21.5%,17.0%,0.79,1.5,39.0%,23,4,L,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,<a href=https://npb.jp/bis/eng/players/01605136.html>Fukuda Shuhei</a>,72,238,201,25,58,14,1,0,74,15,4,4,2,0,15,33,0,2,7,0.289,0.394,0.368,0.762,140,0.079,0.312,6.3%,13.9%,2.20,-0.7,20.2%,32,DH,L,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,<a href=https://npb.jp/bis/eng/players/11815155.html>Fukunaga Sho</a>,6,15,15,0,1,1,0,0,2,1,0,1,0,0,6,0,0,0,1,0.067,0.067,0.133,0.200,-44,0.066,0.111,40.0%,0.0%,0.00,-0.3,40.0%,25,2,R,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,<a href=https://npb.jp/bis/eng/players/21925153.html>Gen Kendai</a>,40,133,114,15,30,4,0,1,37,15,2,1,2,2,14,15,1,0,3,0.263,0.344,0.325,0.669,110,0.062,0.287,10.5%,11.3%,1.07,-0.0,22.6%,23,8,R,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,<a href=https://npb.jp/bis/eng/players/51755138.html>Gibo Sho</a>,40,107,94,15,27,1,2,0,32,13,5,1,2,0,10,11,0,0,3,0.287,0.362,0.340,0.702,121,0.053,0.321,9.3%,10.3%,1.10,0.5,19.6%,24,4,L,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,<a href=https://npb.jp/bis/eng/players/21625132.html>Hirooka Taishi</a>,4,14,12,0,2,0,0,0,2,0,0,0,0,0,2,2,0,0,2,0.167,0.286,0.167,0.453,41,0.000,0.200,14.3%,14.3%,1.00,-0.0,28.6%,28,UTL,R,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,<a href=https://npb.jp/bis/eng/players/81885159.html>Hori Shuna</a>,79,253,228,20,49,4,0,0,53,13,2,0,11,0,42,12,0,2,6,0.215,0.260,0.232,0.492,53,0.017,0.263,16.6%,4.7%,0.29,0.3,21.3%,19,2,R,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,<a href=https://npb.jp/bis/eng/players/41145155.html>Ikeda Ryoma</a>,98,303,264,29,64,13,3,4,95,33,0,2,5,2,69,28,0,4,7,0.242,0.322,0.360,0.682,114,0.118,0.311,22.8%,9.2%,0.41,-0.8,33.3%,21,7,R,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,<a href=https://npb.jp/bis/eng/players/01305150.html>Imasaka Tomoki</a>,18,48,43,3,6,2,2,1,15,5,0,1,0,1,16,4,0,0,0,0.140,0.208,0.349,0.557,72,0.209,0.185,33.3%,8.3%,0.25,-0.3,43.8%,18,5,L,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,<a href=https://npb.jp/bis/eng/players/81185139.html>Ishikawa Ryo</a>,28,35,29,4,7,0,1,0,9,3,0,0,3,1,6,2,0,0,0,0.241,0.281,0.310,0.591,84,0.069,0.292,17.1%,5.7%,0.33,-0.0,22.9%,29,2,R,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,<a href=https://npb.jp/bis/eng/players/21525130.html>Katsuki Kazuya</a>,34,109,93,9,26,2,1,1,33,11,2,0,0,0,20,13,1,3,1,0.280,0.385,0.355,0.740,133,0.075,0.347,18.3%,11.9%,0.65,0.3,31.2%,29,3,L,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,<a href=https://npb.jp/bis/eng/players/11715159.html>Kawano Sota</a>,54,131,106,16,26,1,4,0,35,16,3,3,3,3,15,17,0,2,7,0.245,0.352,0.330,0.682,114,0.085,0.277,11.5%,13.0%,1.13,-0.5,24.4%,25,UTL,L,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,<a href=https://npb.jp/bis/eng/players/51955153.html>Kita Ryoto</a>,41,151,134,21,45,8,3,2,65,18,4,1,0,3,26,13,0,1,2,0.336,0.391,0.485,0.876,176,0.149,0.394,17.2%,8.6%,0.50,0.3,27.2%,22,9,L,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,<a href=https://npb.jp/bis/eng/players/91995151.html>Kurebayashi Kotaro</a>,6,18,16,1,4,1,0,0,5,3,0,0,0,0,3,2,0,0,0,0.250,0.333,0.313,0.646,103,0.063,0.308,16.7%,11.1%,0.67,-0.0,27.8%,23,6,R,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,<a href=https://npb.jp/bis/eng/players/91495139.html>Mori Tomoya</a>,14,41,33,5,7,1,0,1,11,5,0,0,0,0,7,8,0,0,1,0.212,0.366,0.333,0.699,120,0.121,0.240,17.1%,19.5%,1.14,-0.0,39.0%,29,DH,L,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,<a href=https://npb.jp/bis/eng/players/33135150.html>Mugitani Yusuke</a>,13,46,42,4,12,2,0,0,14,5,4,1,0,2,13,2,0,0,0,0.286,0.304,0.333,0.637,99,0.047,0.387,28.3%,4.3%,0.15,0.3,32.6%,22,8,L,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,<a href=https://npb.jp/bis/eng/players/11815130.html>Mune Yuma</a>,20,85,69,7,16,3,1,0,21,3,3,0,1,0,12,15,0,0,1,0.232,0.369,0.304,0.673,112,0.072,0.281,14.1%,17.6%,1.25,0.5,31.8%,29,5,L,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,<a href=https://npb.jp/bis/eng/players/93195157.html>Murakami Kyoichiro</a>,20,48,35,2,7,0,0,0,7,4,0,0,4,0,6,9,0,0,2,0.200,0.364,0.200,0.564,77,0.000,0.241,12.5%,18.8%,1.50,-0.0,31.2%,24,2,R,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,<a href=https://npb.jp/bis/eng/players/91295157.html>Naito Ho</a>,122,470,423,29,96,14,1,3,121,42,0,0,2,2,79,37,1,6,17,0.227,0.297,0.286,0.583,82,0.059,0.271,16.8%,7.9%,0.47,-0.2,25.3%,20,3,R,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,<a href=https://npb.jp/bis/eng/players/71475132.html>Nishikawa Ryoma</a>,3,13,12,1,3,0,1,0,5,3,0,0,0,1,2,0,0,0,0,0.250,0.231,0.417,0.648,101,0.167,0.273,15.4%,0.0%,0.00,-0.0,15.4%,30,7,L,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,<a href=https://npb.jp/bis/eng/players/91495130.html>Nishino Masahiro</a>,19,65,58,4,17,0,0,0,17,3,1,0,0,1,8,5,0,1,4,0.293,0.354,0.293,0.647,103,0.000,0.333,12.3%,7.7%,0.62,0.1,20.0%,34,DH,L,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,<a href=https://npb.jp/bis/eng/players/81485155.html>Noguchi Tomoya</a>,71,258,211,23,42,11,2,1,60,29,2,0,0,2,68,44,1,1,3,0.199,0.337,0.284,0.621,95,0.085,0.285,26.4%,17.1%,0.65,0.2,43.8%,25,UTL,L,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,<a href=https://npb.jp/bis/eng/players/01305155.html>Ohsato Kosei</a>,40,143,121,18,32,1,1,0,35,7,1,4,1,1,16,19,0,1,0,0.264,0.366,0.289,0.655,106,0.025,0.302,11.2%,13.3%,1.19,-1.2,24.5%,25,4,L,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,<a href=https://npb.jp/bis/eng/players/11515132.html>Ohshiro Koji</a>,6,12,11,3,3,2,0,0,5,1,0,0,0,0,3,1,0,0,0,0.273,0.333,0.455,0.788,147,0.182,0.375,25.0%,8.3%,0.33,-0.0,33.3%,32,4,R,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,<a href=https://npb.jp/bis/eng/players/91395138.html>Ohta Ryo</a>,1,3,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0.000,0.333,0.000,0.333,4,0.000,,66.7%,33.3%,0.50,-0.0,100.0%,24,4,R,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,<a href=https://npb.jp/bis/eng/players/43945150.html>Olivares Edward</a>,61,165,136,17,29,6,0,2,41,23,7,1,0,4,21,20,0,5,7,0.213,0.327,0.301,0.628,97,0.088,0.231,12.7%,12.1%,0.95,0.8,26.1%,29,DH,R,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,<a href=https://npb.jp/bis/eng/players/91995130.html>Sano Kodai</a>,35,93,84,8,15,2,1,0,19,3,2,0,0,0,23,9,0,0,1,0.179,0.258,0.226,0.484,50,0.047,0.246,24.7%,9.7%,0.39,0.3,34.4%,28,8,R,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,<a href=https://npb.jp/bis/eng/players/71275150.html>Shimizu Musashi</a>,28,74,66,6,16,2,2,0,22,8,0,0,1,1,11,6,0,0,3,0.242,0.301,0.333,0.634,98,0.091,0.286,14.9%,8.1%,0.55,-0.0,23.0%,22,4,R,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,<a href=https://npb.jp/bis/eng/players/61965157.html>Sugisawa Ryu</a>,96,326,279,45,78,16,1,6,114,43,7,4,6,5,64,31,0,5,2,0.280,0.356,0.409,0.765,141,0.129,0.336,19.6%,9.5%,0.48,-0.3,31.0%,25,8,L,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,<a href=https://npb.jp/bis/eng/players/31435150.html>Tajima Kosuke</a>,45,136,113,11,18,2,0,0,20,11,0,1,5,1,23,15,0,2,7,0.159,0.267,0.177,0.444,38,0.018,0.198,16.9%,11.0%,0.65,-0.4,27.9%,25,2,R,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,<a href=https://npb.jp/bis/eng/players/81485150.html>Teramoto Seiichi</a>,13,28,26,5,10,5,1,0,17,2,0,1,0,0,7,1,0,1,0,0.385,0.429,0.654,1.083,242,0.269,0.526,25.0%,3.6%,0.14,-0.3,28.6%,22,9,L,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,<a href=https://npb.jp/bis/eng/players/81085138.html>Tongu Yuma</a>,1,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.000,0.000,0.000,0.000,-108,0.000,0.000,33.3%,0.0%,0.00,0.0,33.3%,28,3,R,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,<a href=https://npb.jp/bis/eng/players/63565155.html>Watanabe Haruto</a>,30,87,69,12,23,1,1,0,26,5,6,2,0,0,6,15,0,3,0,0.333,0.471,0.377,0.848,169,0.044,0.365,6.9%,17.2%,2.50,0.3,24.1%,25,8,L,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,<a href=https://npb.jp/bis/eng/players/33335150.html>Yamanaka Ryoma</a>,58,218,192,18,49,9,0,2,64,31,4,2,1,3,41,21,0,1,4,0.255,0.327,0.333,0.660,107,0.078,0.309,18.8%,9.6%,0.51,-0.1,29.4%,24,3,L,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,<a href=https://npb.jp/bis/eng/players/83385159.html>Yokoyama Seiya</a>,96,369,341,39,74,11,2,2,95,35,5,2,0,1,91,27,0,0,5,0.217,0.274,0.279,0.553,72,0.062,0.289,24.7%,7.3%,0.30,0.1,32.5%,19,6,L,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,<a href=https://npb.jp/bis/eng/players/23925150.html>Acevedo Stiven</a>,95,332,301,30,75,15,0,8,114,43,10,2,0,3,59,24,0,4,11,0.249,0.310,0.379,0.689,101,0.130,0.283,17.8%,7.2%,0.41,0.9,27.4%,22,7,R,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,<a href=https://npb.jp/bis/eng/players/71275132.html>Chatani Kenta</a>,40,156,139,15,44,8,0,1,55,13,0,0,1,0,35,15,0,1,4,0.317,0.387,0.396,0.783,128,0.079,0.417,22.4%,9.6%,0.43,-0.1,32.7%,27,UTL,R,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,<a href=https://npb.jp/bis/eng/players/51855159.html>Fujita Kazuki</a>,59,125,117,5,26,1,0,0,27,10,0,0,0,1,34,7,0,0,4,0.222,0.264,0.231,0.495,47,0.009,0.310,27.2%,5.6%,0.21,-0.0,32.8%,19,9,L,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,<a href=https://npb.jp/bis/eng/players/31635138.html>Fujiwara Kyota</a>,2,9,8,1,1,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0.125,0.222,0.125,0.347,5,0.000,0.167,22.2%,11.1%,0.50,-0.0,33.3%,25,8,L,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,<a href=https://npb.jp/bis/eng/players/21125155.html>Ikeda Raito</a>,25,102,90,17,26,4,1,2,38,10,1,0,0,0,15,11,0,1,2,0.289,0.373,0.422,0.795,131,0.133,0.329,14.7%,10.8%,0.73,0.1,27.5%,25,3,R,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
