Player,Link,年度,所属球団,登板,勝利,敗北,セーブ,H,HP,完投,完封勝,無四球,勝率,打者,投球回,投球回_2,安打,本塁打,四球,死球,三振,暴投,ボーク,失点,自責点,防御率
小野　郁,https://npb.jp/bis/players/51555130.html,2015,東北楽天,4,0,0,0,0.0,0.0,0,0,0,0.0,27,5.0,,10,1,4,1,0,1,0,8,8,14.40
小野　郁,https://npb.jp/bis/players/51555130.html,2016,東北楽天,11,0,0,0,0.0,0.0,0,0,0,0.0,69,13.0,.1,20,1,9,0,7,3,0,14,13,8.78
小野　郁,https://npb.jp/bis/players/51555130.html,2017,東北楽天,2,0,0,0,0.0,0.0,0,0,0,0.0,8,2.0,,2,2,0,0,1,0,0,2,2,9.00
小野　郁,https://npb.jp/bis/players/51555130.html,2018,東北楽天,9,0,1,0,0.0,0.0,0,0,0,0.0,42,10.0,.1,9,1,4,2,9,0,0,4,4,3.48
小野　郁,https://npb.jp/bis/players/51555130.html,2019,東北楽天,13,0,0,0,0.0,0.0,0,0,0,0.0,87,18.0,.2,26,3,5,2,14,1,0,13,13,6.27
小野　郁,https://npb.jp/bis/players/51555130.html,2020,千葉ロッテ,40,2,2,0,4.0,6.0,0,0,0,0.5,162,39.0,,31,2,18,1,32,0,0,18,14,3.23
小野　郁,https://npb.jp/bis/players/51555130.html,2021,千葉ロッテ,49,0,3,0,8.0,8.0,0,0,0,0.0,220,51.0,.2,37,4,26,2,56,5,0,25,20,3.48
小野　郁,https://npb.jp/bis/players/51555130.html,2022,千葉ロッテ,44,0,0,0,18.0,18.0,0,0,0,0.0,176,40.0,.2,36,2,16,1,33,2,0,11,9,1.99
小野　郁,https://npb.jp/bis/players/51555130.html,2023,千葉ロッテ,10,0,1,0,4.0,4.0,0,0,0,0.0,41,9.0,.2,9,0,3,1,6,2,0,5,5,4.66
小野　郁,https://npb.jp/bis/players/51555130.html,2024,千葉ロッテ,3,0,0,0,0.0,0.0,0,0,0,0.0,13,3.0,,4,0,1,0,1,1,0,1,1,3.00
小野　郁,https://npb.jp/bis/players/51555130.html,2025,千葉ロッテ,47,2,2,0,10.0,12.0,0,0,0,0.5,180,41.0,.2,40,1,13,2,41,1,0,15,12,2.59
小島　和哉,https://npb.jp/bis/players/11515138.html,2019,千葉ロッテ,10,3,5,0,0.0,0.0,0,0,0,0.375,232,54.0,.1,55,5,20,1,45,0,0,28,26,4.31
小島　和哉,https://npb.jp/bis/players/11515138.html,2020,千葉ロッテ,20,7,8,0,0.0,0.0,0,0,0,0.467,479,113.0,.1,106,12,47,3,83,0,1,50,47,3.73
小島　和哉,https://npb.jp/bis/players/11515138.html,2021,千葉ロッテ,24,10,4,0,0.0,0.0,3,2,2,0.714,606,146.0,,123,16,51,6,92,2,0,65,61,3.76
小島　和哉,https://npb.jp/bis/players/11515138.html,2022,千葉ロッテ,24,3,11,0,0.0,0.0,0,0,0,0.214,599,143.0,.1,140,10,43,4,89,1,0,57,50,3.14
小島　和哉,https://npb.jp/bis/players/11515138.html,2023,千葉ロッテ,25,10,6,0,0.0,0.0,0,0,0,0.625,657,158.0,.1,143,14,57,6,114,2,0,64,61,3.47
小島　和哉,https://npb.jp/bis/players/11515138.html,2024,千葉ロッテ,25,12,10,0,0.0,0.0,5,1,1,0.545,671,163.0,.1,157,15,36,7,132,5,0,68,65,3.58
小島　和哉,https://npb.jp/bis/players/11515138.html,2025,千葉ロッテ,24,8,10,0,0.0,0.0,0,0,0,0.444,619,145.0,,144,20,54,3,92,3,0,67,60,3.72
大谷　輝龍,https://npb.jp/bis/players/81385159.html,2024,千葉ロッテ,1,0,0,0,0.0,0.0,0,0,0,0.0,4,1.0,,1,0,0,0,3,0,0,0,0,0.00
唐川　侑己,https://npb.jp/bis/players/21525116.html,2008,千葉ロッテ,15,5,4,0,0.0,0.0,1,0,1,0.556,358,81.0,.2,102,8,12,3,57,1,0,52,44,4.85
唐川　侑己,https://npb.jp/bis/players/21525116.html,2009,千葉ロッテ,21,5,8,0,0.0,0.0,3,1,2,0.385,596,143.0,.1,145,11,28,6,115,0,0,62,58,3.64
唐川　侑己,https://npb.jp/bis/players/21525116.html,2010,千葉ロッテ,11,6,3,0,0.0,0.0,2,1,0,0.667,306,73.0,,69,3,20,4,51,1,0,24,22,2.71
唐川　侑己,https://npb.jp/bis/players/21525116.html,2011,千葉ロッテ,24,12,6,0,0.0,0.0,5,3,2,0.667,681,168.0,.1,146,6,35,8,122,1,0,50,45,2.41
唐川　侑己,https://npb.jp/bis/players/21525116.html,2012,千葉ロッテ,12,8,2,0,0.0,0.0,3,0,1,0.8,341,84.0,.2,81,4,15,2,32,0,1,26,25,2.66
唐川　侑己,https://npb.jp/bis/players/21525116.html,2013,千葉ロッテ,27,9,11,0,0.0,0.0,0,0,0,0.45,728,168.0,,185,12,46,3,80,2,0,85,78,4.18
唐川　侑己,https://npb.jp/bis/players/21525116.html,2014,千葉ロッテ,23,4,9,0,1.0,1.0,1,0,0,0.308,520,116.0,,146,10,33,8,62,3,1,65,60,4.66
唐川　侑己,https://npb.jp/bis/players/21525116.html,2015,千葉ロッテ,12,5,4,0,0.0,0.0,0,0,0,0.556,288,62.0,.2,78,9,27,3,31,1,0,45,44,6.32
唐川　侑己,https://npb.jp/bis/players/21525116.html,2016,千葉ロッテ,15,6,6,0,0.0,0.0,1,1,0,0.5,373,88.0,.2,84,2,37,3,64,1,3,30,28,2.84
唐川　侑己,https://npb.jp/bis/players/21525116.html,2017,千葉ロッテ,21,5,10,0,0.0,0.0,1,0,0,0.333,555,126.0,.1,135,18,37,7,86,1,2,69,63,4.49
唐川　侑己,https://npb.jp/bis/players/21525116.html,2018,千葉ロッテ,25,1,3,0,4.0,4.0,0,0,0,0.25,188,47.0,.2,43,5,10,1,31,0,0,17,15,2.83
唐川　侑己,https://npb.jp/bis/players/21525116.html,2019,千葉ロッテ,40,5,3,0,14.0,19.0,0,0,0,0.625,168,37.0,.2,47,7,6,1,30,0,0,25,22,5.26
唐川　侑己,https://npb.jp/bis/players/21525116.html,2020,千葉ロッテ,32,1,1,0,14.0,15.0,0,0,0,0.5,118,30.0,.1,22,1,9,0,23,0,0,4,4,1.19
唐川　侑己,https://npb.jp/bis/players/21525116.html,2021,千葉ロッテ,38,4,2,0,22.0,26.0,0,0,0,0.667,150,36.0,.1,29,4,13,1,26,1,0,11,11,2.72
唐川　侑己,https://npb.jp/bis/players/21525116.html,2022,千葉ロッテ,17,2,1,0,8.0,10.0,0,0,0,0.667,63,15.0,.1,14,3,2,1,8,0,0,9,9,5.28
唐川　侑己,https://npb.jp/bis/players/21525116.html,2023,千葉ロッテ,6,0,1,0,1.0,1.0,0,0,0,0.0,37,7.0,.2,15,1,1,0,2,0,0,6,6,7.04
唐川　侑己,https://npb.jp/bis/players/21525116.html,2024,千葉ロッテ,8,3,2,0,0.0,0.0,0,0,0,0.6,147,38.0,,28,5,3,2,31,0,0,10,10,2.37
唐川　侑己,https://npb.jp/bis/players/21525116.html,2025,千葉ロッテ,2,1,1,0,0.0,0.0,0,0,0,0.5,38,9.0,,10,0,1,0,6,0,0,4,4,4.00
河村　説人,https://npb.jp/bis/players/61765153.html,2021,千葉ロッテ,20,4,1,0,0.0,0.0,0,0,0,0.8,178,41.0,.2,39,4,17,0,28,0,0,16,16,3.46
河村　説人,https://npb.jp/bis/players/61765153.html,2022,千葉ロッテ,4,2,0,0,0.0,0.0,0,0,0,1.0,82,19.0,,18,1,10,0,9,1,0,7,7,3.32
河村　説人,https://npb.jp/bis/players/61765153.html,2025,千葉ロッテ,4,2,1,0,0.0,0.0,0,0,0,0.667,90,21.0,,17,1,8,2,14,0,0,9,6,2.57
菊地　吏玖,https://npb.jp/bis/players/91595157.html,2023,千葉ロッテ,1,0,1,0,0.0,0.0,0,0,0,0.0,22,4.0,,7,1,3,0,0,2,0,4,1,2.25
菊地　吏玖,https://npb.jp/bis/players/91595157.html,2024,千葉ロッテ,20,1,0,1,2.0,3.0,0,0,0,1.0,97,24.0,,21,3,5,2,27,0,0,6,6,2.25
菊地　吏玖,https://npb.jp/bis/players/91595157.html,2025,千葉ロッテ,21,0,1,0,0.0,0.0,0,0,0,0.0,108,23.0,.2,24,6,13,0,19,2,0,14,14,5.32
木村　優人,https://npb.jp/bis/players/71775159.html,2025,千葉ロッテ,22,3,2,1,5.0,6.0,2,1,0,0.6,281,68.0,,57,7,18,2,50,0,0,34,25,3.31
国吉　佑樹,https://npb.jp/bis/players/01705131.html,2011,横　浜,8,1,4,0,0.0,0.0,0,0,0,0.2,198,47.0,,42,2,20,2,39,1,0,13,12,2.30
国吉　佑樹,https://npb.jp/bis/players/01705131.html,2012,横浜DeNA,19,4,12,0,0.0,0.0,1,1,0,0.25,498,112.0,.2,108,10,59,2,95,4,0,57,46,3.67
国吉　佑樹,https://npb.jp/bis/players/01705131.html,2013,横浜DeNA,3,2,1,0,0.0,1.0,0,0,0,0.667,93,19.0,.1,27,2,6,5,10,0,0,16,16,7.45
国吉　佑樹,https://npb.jp/bis/players/01705131.html,2014,横浜DeNA,49,2,3,2,14.0,16.0,0,0,0,0.4,267,62.0,.1,61,4,23,1,59,4,0,29,24,3.47
国吉　佑樹,https://npb.jp/bis/players/01705131.html,2015,横浜DeNA,28,3,2,1,0.0,3.0,0,0,0,0.6,138,33.0,.1,22,1,16,3,28,4,0,10,9,2.43
国吉　佑樹,https://npb.jp/bis/players/01705131.html,2016,横浜DeNA,1,0,0,0,0.0,0.0,0,0,0,0.0,12,1.0,.2,4,0,3,0,2,0,0,4,4,21.60
国吉　佑樹,https://npb.jp/bis/players/01705131.html,2017,横浜DeNA,4,0,0,0,0.0,0.0,0,0,0,0.0,30,8.0,,5,0,4,0,3,3,0,2,2,2.25
国吉　佑樹,https://npb.jp/bis/players/01705131.html,2018,横浜DeNA,13,0,0,0,1.0,1.0,0,0,0,0.0,75,16.0,.2,17,2,9,0,15,1,0,9,9,4.86
国吉　佑樹,https://npb.jp/bis/players/01705131.html,2019,横浜DeNA,53,5,3,0,9.0,14.0,0,0,0,0.625,299,69.0,.1,62,9,28,2,81,3,0,37,37,4.80
国吉　佑樹,https://npb.jp/bis/players/01705131.html,2020,横浜DeNA,42,3,4,0,10.0,13.0,0,0,0,0.429,191,46.0,,36,5,22,4,51,1,0,18,16,3.13
国吉　佑樹,https://npb.jp/bis/players/01705131.html,2021,横浜DeNA,18,1,1,0,0.0,1.0,0,0,0,0.5,125,29.0,.2,24,1,13,1,37,1,0,18,17,5.16
国吉　佑樹,https://npb.jp/bis/players/01705131.html,2021,千葉ロッテ,25,2,0,2,17.0,19.0,0,0,0,1.0,106,25.0,,18,0,17,0,19,2,0,4,4,1.44
国吉　佑樹,https://npb.jp/bis/players/01705131.html,2022,千葉ロッテ,6,0,0,0,0.0,0.0,0,0,0,0.0,22,5.0,,5,0,3,0,4,1,0,1,1,1.80
国吉　佑樹,https://npb.jp/bis/players/01705131.html,2023,千葉ロッテ,3,0,0,0,0.0,0.0,0,0,0,0.0,13,3.0,.2,1,0,2,0,2,0,0,0,0,0.00
国吉　佑樹,https://npb.jp/bis/players/01705131.html,2024,千葉ロッテ,41,3,1,1,10.0,13.0,0,0,0,0.75,165,41.0,.2,31,2,12,3,21,1,0,7,7,1.51
Ｔ．ゲレーロ,https://npb.jp/bis/players/93995155.html,2022,千葉ロッテ,49,3,3,3,24.0,27.0,0,0,0,0.5,194,46.0,,34,2,20,5,63,3,0,19,18,3.52
Ｔ．ゲレーロ,https://npb.jp/bis/players/93995155.html,2025,千葉ロッテ,21,1,3,1,5.0,6.0,0,0,0,0.25,89,19.0,.2,22,4,8,1,15,1,0,14,14,6.41
澤村　拓一,https://npb.jp/bis/players/81985133.html,2011,読　売,29,11,11,0,0.0,0.0,5,1,1,0.5,786,200.0,,149,14,45,5,174,5,3,53,45,2.03
澤村　拓一,https://npb.jp/bis/players/81985133.html,2012,読　売,27,10,10,0,0.0,0.0,2,1,0,0.5,716,169.0,.2,172,12,54,4,138,2,0,56,54,2.86
澤村　拓一,https://npb.jp/bis/players/81985133.html,2013,読　売,34,5,10,0,6.0,7.0,3,1,0,0.333,654,158.0,.1,138,18,43,5,148,5,0,58,55,3.13
澤村　拓一,https://npb.jp/bis/players/81985133.html,2014,読　売,12,5,3,0,0.0,1.0,2,1,0,0.625,299,72.0,.2,69,3,14,2,66,5,0,31,30,3.72
澤村　拓一,https://npb.jp/bis/players/81985133.html,2015,読　売,60,7,3,36,3.0,10.0,0,0,0,0.7,282,68.0,.1,58,4,21,3,60,2,0,12,10,1.32
澤村　拓一,https://npb.jp/bis/players/81985133.html,2016,読　売,63,6,4,37,4.0,10.0,0,0,0,0.6,271,64.0,.1,60,5,22,1,55,9,1,20,19,2.66
澤村　拓一,https://npb.jp/bis/players/81985133.html,2018,読　売,49,1,6,0,24.0,25.0,0,0,0,0.143,238,52.0,.1,55,4,27,3,54,3,0,29,27,4.64
澤村　拓一,https://npb.jp/bis/players/81985133.html,2019,読　売,43,2,2,1,13.0,15.0,0,0,0,0.5,197,48.0,.1,40,3,17,3,55,1,0,14,14,2.61
澤村　拓一,https://npb.jp/bis/players/81985133.html,2020,読　売,13,1,1,0,1.0,2.0,0,0,0,0.5,64,13.0,.1,14,1,8,2,11,0,0,9,9,6.08
澤村　拓一,https://npb.jp/bis/players/81985133.html,2020,千葉ロッテ,22,0,2,1,13.0,13.0,0,0,0,0.0,82,21.0,,10,2,10,0,29,3,0,4,4,1.71
澤村　拓一,https://npb.jp/bis/players/81985133.html,2023,千葉ロッテ,34,4,3,3,14.0,18.0,0,0,0,0.571,148,33.0,,33,6,18,1,24,0,1,18,18,4.91
澤村　拓一,https://npb.jp/bis/players/81985133.html,2024,千葉ロッテ,39,1,2,1,15.0,16.0,0,0,0,0.333,146,35.0,,24,3,19,2,26,3,0,13,13,3.34
澤村　拓一,https://npb.jp/bis/players/81985133.html,2025,千葉ロッテ,20,0,1,0,6.0,6.0,0,0,0,0.0,84,18.0,.1,16,0,15,1,10,1,0,8,8,3.93
澤田　圭佑,https://npb.jp/bis/players/01905134.html,2017,オリックス,13,0,2,0,0.0,0.0,0,0,0,0.0,58,13.0,,13,2,6,1,5,0,0,6,6,4.15
澤田　圭佑,https://npb.jp/bis/players/01905134.html,2018,オリックス,47,5,0,0,8.0,13.0,0,0,0,1.0,201,49.0,.2,45,5,11,1,45,0,0,14,14,2.54
澤田　圭佑,https://npb.jp/bis/players/01905134.html,2019,オリックス,28,2,2,0,17.0,19.0,0,0,0,0.5,122,26.0,,28,3,15,0,19,0,0,14,14,4.85
澤田　圭佑,https://npb.jp/bis/players/01905134.html,2020,オリックス,24,0,2,0,0.0,0.0,0,0,0,0.0,87,21.0,,16,5,8,0,24,0,0,10,8,3.43
澤田　圭佑,https://npb.jp/bis/players/01905134.html,2021,オリックス,14,0,0,0,6.0,6.0,0,0,0,0.0,59,14.0,,15,0,3,1,14,0,0,6,6,3.86
澤田　圭佑,https://npb.jp/bis/players/01905134.html,2023,千葉ロッテ,17,2,0,2,6.0,8.0,0,0,0,1.0,63,16.0,.2,11,1,6,0,18,0,0,2,2,1.08
澤田　圭佑,https://npb.jp/bis/players/01905134.html,2024,千葉ロッテ,21,2,1,0,8.0,10.0,0,0,0,0.667,89,20.0,,22,0,8,1,8,0,0,9,8,3.60
澤田　圭佑,https://npb.jp/bis/players/01905134.html,2025,千葉ロッテ,29,1,1,1,0.0,1.0,0,0,0,0.5,113,27.0,.1,25,3,8,0,21,0,0,12,12,3.95
坂本　光士郎,https://npb.jp/bis/players/41745138.html,2019,東京ヤクルト,19,0,0,0,3.0,3.0,0,0,0,0.0,104,21.0,.2,22,2,16,2,15,2,0,15,14,5.82
坂本　光士郎,https://npb.jp/bis/players/41745138.html,2020,東京ヤクルト,1,0,0,0,0.0,0.0,0,0,0,0.0,19,3.0,,5,1,4,1,3,0,0,6,4,12.00
坂本　光士郎,https://npb.jp/bis/players/41745138.html,2021,東京ヤクルト,36,1,2,0,7.0,8.0,0,0,0,0.333,148,33.0,.1,29,4,17,3,25,2,0,17,15,4.05
坂本　光士郎,https://npb.jp/bis/players/41745138.html,2022,東京ヤクルト,7,0,1,0,0.0,0.0,0,0,0,0.0,59,10.0,.2,15,4,9,1,11,2,0,14,11,9.28
坂本　光士郎,https://npb.jp/bis/players/41745138.html,2022,千葉ロッテ,7,0,0,0,1.0,1.0,0,0,0,0.0,34,8.0,.2,9,3,1,0,6,0,0,4,4,4.15
坂本　光士郎,https://npb.jp/bis/players/41745138.html,2023,千葉ロッテ,51,1,0,0,16.0,17.0,0,0,0,1.0,209,47.0,.2,46,5,22,2,48,2,0,18,17,3.21
坂本　光士郎,https://npb.jp/bis/players/41745138.html,2024,千葉ロッテ,37,1,2,0,11.0,12.0,0,0,0,0.333,146,33.0,,34,3,12,5,34,2,0,22,21,5.73
坂本　光士郎,https://npb.jp/bis/players/41745138.html,2025,千葉ロッテ,8,1,2,0,2.0,3.0,0,0,0,0.333,28,5.0,.2,6,0,4,2,3,0,0,4,4,6.35
坂井　遼,https://npb.jp/bis/players/41945150.html,2025,千葉ロッテ,1,0,0,0,1.0,1.0,0,0,0,0.0,4,1.0,,0,0,1,0,1,0,0,0,0,0.00
Ｂ．サモンズ,https://npb.jp/bis/players/03905150.html,2025,千葉ロッテ,16,5,5,0,1.0,1.0,0,0,0,0.5,373,85.0,.2,75,12,40,6,73,3,0,41,36,3.78
鈴木　昭汰,https://npb.jp/bis/players/71275153.html,2021,千葉ロッテ,23,1,4,0,1.0,1.0,0,0,0,0.2,341,79.0,.1,78,10,28,2,76,2,0,38,36,4.08
鈴木　昭汰,https://npb.jp/bis/players/71275153.html,2022,千葉ロッテ,6,1,3,0,0.0,0.0,0,0,0,0.25,65,12.0,.1,22,1,9,0,5,0,0,10,10,7.30
鈴木　昭汰,https://npb.jp/bis/players/71275153.html,2023,千葉ロッテ,13,0,0,0,0.0,0.0,0,0,0,0.0,67,16.0,.1,12,2,7,0,13,0,0,8,5,2.76
鈴木　昭汰,https://npb.jp/bis/players/71275153.html,2024,千葉ロッテ,51,2,2,5,27.0,29.0,0,0,0,0.5,194,49.0,.1,32,2,18,1,42,1,0,7,4,0.73
鈴木　昭汰,https://npb.jp/bis/players/71275153.html,2025,千葉ロッテ,29,1,3,5,14.0,15.0,0,0,0,0.25,122,28.0,,32,1,8,2,27,2,0,15,15,4.82
種市　篤暉,https://npb.jp/bis/players/71275134.html,2018,千葉ロッテ,7,0,4,0,0.0,0.0,1,0,0,0.0,169,38.0,.1,42,5,13,1,28,4,0,28,26,6.10
種市　篤暉,https://npb.jp/bis/players/71275134.html,2019,千葉ロッテ,26,8,2,0,2.0,2.0,0,0,0,0.8,506,116.0,.2,114,11,51,2,135,5,0,47,42,3.24
種市　篤暉,https://npb.jp/bis/players/71275134.html,2020,千葉ロッテ,7,3,2,0,0.0,0.0,1,1,0,0.6,198,46.0,.2,43,7,15,5,41,0,0,18,18,3.47
種市　篤暉,https://npb.jp/bis/players/71275134.html,2022,千葉ロッテ,1,0,0,0,0.0,0.0,0,0,0,0.0,16,3.0,,5,1,4,0,2,1,0,3,3,9.00
種市　篤暉,https://npb.jp/bis/players/71275134.html,2023,千葉ロッテ,23,10,7,0,0.0,0.0,0,0,0,0.588,571,136.0,.2,124,12,45,7,157,3,0,56,52,3.42
種市　篤暉,https://npb.jp/bis/players/71275134.html,2024,千葉ロッテ,23,7,8,0,0.0,0.0,2,0,1,0.467,612,147.0,.1,128,5,38,9,148,4,1,55,50,3.05
種市　篤暉,https://npb.jp/bis/players/71275134.html,2025,千葉ロッテ,24,9,8,0,0.0,0.0,2,0,0,0.529,666,160.0,.2,134,13,50,6,161,9,0,55,47,2.63
高野　脩汰,https://npb.jp/bis/players/31035157.html,2023,千葉ロッテ,7,0,0,0,0.0,0.0,0,0,0,0.0,45,11.0,,9,1,5,0,8,1,0,4,2,1.64
高野　脩汰,https://npb.jp/bis/players/31035157.html,2024,千葉ロッテ,6,1,1,0,0.0,1.0,0,0,0,0.5,64,14.0,.2,16,1,4,0,16,0,0,6,6,3.68
高野　脩汰,https://npb.jp/bis/players/31035157.html,2025,千葉ロッテ,37,5,3,0,15.0,20.0,0,0,0,0.625,219,53.0,.2,43,3,14,2,61,4,0,11,11,1.84
田中　晴也,https://npb.jp/bis/players/01005157.html,2024,千葉ロッテ,4,1,1,0,0.0,0.0,0,0,0,0.5,79,20.0,,14,2,6,0,17,0,0,9,4,1.80
田中　晴也,https://npb.jp/bis/players/01005157.html,2025,千葉ロッテ,13,3,5,0,0.0,0.0,0,0,0,0.375,316,76.0,.1,63,4,27,1,77,6,0,24,21,2.48
中村　稔弥,https://npb.jp/bis/players/01205138.html,2019,千葉ロッテ,10,1,1,0,3.0,4.0,0,0,0,0.5,103,25.0,,23,2,8,1,21,3,2,12,12,4.32
中村　稔弥,https://npb.jp/bis/players/01205138.html,2020,千葉ロッテ,16,2,5,0,0.0,0.0,0,0,0,0.286,278,64.0,,61,11,31,0,40,4,0,41,34,4.78
中村　稔弥,https://npb.jp/bis/players/01205138.html,2021,千葉ロッテ,14,0,2,0,0.0,0.0,0,0,0,0.0,172,38.0,,40,3,18,1,27,3,2,19,13,3.08
中村　稔弥,https://npb.jp/bis/players/01205138.html,2022,千葉ロッテ,10,0,0,0,1.0,1.0,0,0,0,0.0,64,12.0,.1,17,0,9,1,10,1,0,11,11,8.03
中村　稔弥,https://npb.jp/bis/players/01205138.html,2023,千葉ロッテ,17,3,1,0,0.0,3.0,0,0,0,0.75,99,23.0,.1,22,0,6,1,19,1,0,6,6,2.31
中村　稔弥,https://npb.jp/bis/players/01205138.html,2024,千葉ロッテ,17,1,0,0,0.0,1.0,0,0,0,1.0,139,34.0,,30,1,9,1,17,0,1,14,14,3.71
中村　稔弥,https://npb.jp/bis/players/01205138.html,2025,千葉ロッテ,15,0,0,0,0.0,0.0,0,0,0,0.0,87,20.0,,19,2,10,0,8,0,0,8,7,3.15
中村　亮太,https://npb.jp/bis/players/11615153.html,2022,福岡ソフトバンク,2,0,0,0,0.0,0.0,0,0,0,0.0,22,2.0,.2,11,1,3,1,1,0,0,10,10,33.75
中村　亮太,https://npb.jp/bis/players/11615153.html,2024,福岡ソフトバンク,1,0,0,0,0.0,0.0,0,0,0,0.0,6,1.0,,3,2,0,0,1,0,0,2,2,18.00
中森　俊介,https://npb.jp/bis/players/31635153.html,2023,千葉ロッテ,13,3,2,0,0.0,3.0,0,0,0,0.6,86,20.0,.1,17,2,8,3,10,1,0,8,8,3.54
中森　俊介,https://npb.jp/bis/players/31635153.html,2024,千葉ロッテ,5,1,1,0,0.0,0.0,0,0,0,0.5,103,24.0,,23,0,7,1,13,0,0,7,7,2.63
中森　俊介,https://npb.jp/bis/players/31635153.html,2025,千葉ロッテ,25,2,2,5,10.0,12.0,0,0,0,0.5,111,29.0,.1,19,1,4,1,36,0,0,4,4,1.23
西野　勇士,https://npb.jp/bis/players/01205118.html,2013,千葉ロッテ,24,9,6,0,0.0,0.0,0,0,0,0.6,588,139.0,.2,140,5,40,3,106,8,0,61,59,3.80
西野　勇士,https://npb.jp/bis/players/01205118.html,2014,千葉ロッテ,57,1,1,31,9.0,10.0,0,0,0,0.5,219,58.0,,33,4,15,0,63,3,0,12,12,1.86
西野　勇士,https://npb.jp/bis/players/01205118.html,2015,千葉ロッテ,54,1,2,34,4.0,5.0,0,0,0,0.333,219,54.0,,44,1,12,1,71,8,0,13,11,1.83
西野　勇士,https://npb.jp/bis/players/01205118.html,2016,千葉ロッテ,42,3,6,21,5.0,8.0,0,0,0,0.333,180,43.0,,39,4,11,1,36,2,0,17,16,3.35
西野　勇士,https://npb.jp/bis/players/01205118.html,2017,千葉ロッテ,5,2,3,0,0.0,0.0,0,0,0,0.4,123,26.0,.2,31,2,14,0,17,2,0,15,14,4.73
西野　勇士,https://npb.jp/bis/players/01205118.html,2018,千葉ロッテ,14,0,0,0,0.0,0.0,0,0,0,0.0,75,16.0,,20,2,6,0,19,2,0,12,11,6.19
西野　勇士,https://npb.jp/bis/players/01205118.html,2019,千葉ロッテ,37,2,3,2,5.0,5.0,1,1,0,0.4,277,70.0,,56,6,23,0,64,1,0,23,23,2.96
西野　勇士,https://npb.jp/bis/players/01205118.html,2022,千葉ロッテ,37,3,3,0,15.0,18.0,0,0,0,0.5,152,36.0,.1,28,4,17,0,35,1,0,8,7,1.73
西野　勇士,https://npb.jp/bis/players/01205118.html,2023,千葉ロッテ,18,8,5,0,0.0,0.0,1,0,0,0.615,464,117.0,,109,4,23,4,92,1,0,39,35,2.69
西野　勇士,https://npb.jp/bis/players/01205118.html,2024,千葉ロッテ,20,9,8,0,0.0,0.0,1,0,0,0.529,510,122.0,.1,120,8,31,4,77,1,0,46,44,3.24
西野　勇士,https://npb.jp/bis/players/01205118.html,2025,千葉ロッテ,9,0,4,0,0.0,0.0,0,0,0,0.0,207,49.0,.2,49,3,11,2,29,0,0,17,17,3.08
西村　天裕,https://npb.jp/bis/players/91495136.html,2018,北海道日本ハム,26,2,2,1,8.0,10.0,0,0,0,0.5,102,23.0,,21,1,12,2,25,1,0,9,9,3.52
西村　天裕,https://npb.jp/bis/players/91495136.html,2019,北海道日本ハム,35,1,0,0,3.0,4.0,0,0,0,1.0,196,44.0,.2,40,6,20,3,55,3,0,22,19,3.83
西村　天裕,https://npb.jp/bis/players/91495136.html,2020,北海道日本ハム,16,0,0,0,0.0,0.0,0,0,0,0.0,115,25.0,.2,23,4,14,2,29,0,0,14,13,4.56
西村　天裕,https://npb.jp/bis/players/91495136.html,2021,北海道日本ハム,27,0,0,0,1.0,1.0,0,0,0,0.0,139,31.0,,33,2,12,3,32,0,1,16,12,3.48
西村　天裕,https://npb.jp/bis/players/91495136.html,2022,北海道日本ハム,18,0,0,0,0.0,0.0,0,0,0,0.0,94,21.0,.2,22,4,10,1,25,1,0,15,12,4.98
西村　天裕,https://npb.jp/bis/players/91495136.html,2023,千葉ロッテ,44,4,0,0,14.0,18.0,0,0,0,1.0,174,43.0,.1,28,2,16,1,41,3,0,7,6,1.25
西村　天裕,https://npb.jp/bis/players/91495136.html,2024,千葉ロッテ,17,0,0,0,7.0,7.0,0,0,0,0.0,80,17.0,.2,18,1,10,0,15,3,0,13,13,6.62
西村　天裕,https://npb.jp/bis/players/91495136.html,2025,千葉ロッテ,1,0,0,0,0.0,0.0,0,0,0,0.0,8,0.0,.2,4,0,2,0,1,0,0,3,3,40.50
早坂　響,https://npb.jp/bis/players/91695159.html,2025,千葉ロッテ,9,0,0,0,0.0,0.0,0,0,0,0.0,51,11.0,,12,1,8,0,4,2,0,9,9,7.36
廣畑　敦也,https://npb.jp/bis/players/41645155.html,2022,千葉ロッテ,30,0,1,0,2.0,2.0,0,0,0,0.0,171,36.0,.2,48,5,15,2,29,2,0,25,20,4.91
廣畑　敦也,https://npb.jp/bis/players/41645155.html,2023,千葉ロッテ,8,1,1,0,0.0,1.0,0,0,0,0.5,50,11.0,,14,1,5,0,11,0,0,7,7,5.73
廣畑　敦也,https://npb.jp/bis/players/41645155.html,2024,千葉ロッテ,8,0,0,1,2.0,2.0,0,0,0,0.0,47,11.0,.1,13,0,0,0,9,2,0,5,4,3.18
廣畑　敦也,https://npb.jp/bis/players/41645155.html,2025,千葉ロッテ,8,0,1,0,0.0,0.0,0,0,0,0.0,37,7.0,.2,8,2,6,0,5,0,0,5,5,5.87
廣池　康志郎,https://npb.jp/bis/players/81685150.html,2025,千葉ロッテ,18,1,3,0,4.0,5.0,0,0,0,0.25,87,20.0,.1,21,4,6,0,20,0,0,11,11,4.87
