Pitcher,G,W,L,SV,CG,SHO,PCT,BF,IP,,H,HR,BB,IBB,HB,SO,WP,BK,R,ER,ERA,Team,
Nakamura Raisei,5,1,0,0,0,0,1.000,20,3,.1,7,0,5,0,0,2,0,0,4,4,10.80,Hiroshima Carp,
Nakamura Yuta,28,2,1,1,0,0,.667,129,33,.1,21,1,8,0,2,35,1,0,6,4,1.08,Hiroshima Carp,
Nakazaki Shota,7,1,0,2,0,0,1.000,30,7,.2,5,0,3,0,0,7,0,0,0,0,0.00,Hiroshima Carp,
Namiki Shun,19,2,1,0,0,0,.667,94,21,.2,26,1,3,0,0,10,0,0,13,8,3.32,Hiroshima Carp,
Nomura Yusuke,13,4,4,0,0,0,.500,254,60,.1,63,3,14,0,1,28,1,0,28,21,3.13,Hiroshima Carp,
Ohmichi Haruki,7,1,0,2,0,0,1.000,31,9,.1,3,1,1,0,0,12,0,0,1,1,0.96,Hiroshima Carp,
Okada Akitake,19,0,1,0,0,0,.000,97,18,.2,17,1,25,0,1,13,5,0,17,14,6.75,Hiroshima Carp,
Saitoh Yuta,5,0,1,0,0,0,.000,67,15,.2,13,1,7,0,1,15,0,0,7,7,4.02,Hiroshima Carp,
Sakata Rei,9,0,0,0,0,0,.000,42,7,.2,9,0,9,0,2,2,3,0,7,7,8.22,Hiroshima Carp,
Shinya Soh,24,1,1,1,0,0,.500,108,23,,15,1,24,0,0,24,4,0,11,10,3.91,Hiroshima Carp,
Takahashi Kouya,12,1,2,0,0,0,.333,115,22,.1,28,2,21,0,1,15,3,0,21,21,8.46,Hiroshima Carp,
Tamamura Shogo,11,3,3,0,0,0,.500,252,62,.1,60,2,8,0,3,48,0,1,16,16,2.31,Hiroshima Carp,
Tone Chiaki,11,0,0,0,0,0,.000,59,13,,14,1,4,0,1,13,0,0,8,7,4.85,Hiroshima Carp,
Tsuji Taiga,3,0,1,0,0,0,.000,28,6,,5,0,3,0,2,6,0,0,3,3,4.50,Hiroshima Carp,
Turley Nik,2,0,0,0,0,0,.000,7,2,,0,0,1,0,0,3,0,1,0,0,0.00,Hiroshima Carp,
Yabuta Kazuki,23,3,1,1,0,0,.750,134,31,,30,3,12,0,0,17,1,0,18,18,5.23,Hiroshima Carp,
Yasaki Takuya,5,1,0,1,0,0,1.000,17,5,,3,0,1,0,0,3,1,0,0,0,0.00,Hiroshima Carp,
Azuma Katsuki,1,1,0,0,0,0,1.000,23,5,,5,0,2,0,1,5,0,0,2,2,3.60,DeNA BayStars,
Bauer Trevor,5,1,0,0,0,0,1.000,101,26,,24,1,3,0,2,30,1,0,6,5,1.73,DeNA BayStars,
Cordero Starlin,10,0,1,0,0,0,.000,49,6,.1,7,0,21,0,3,6,5,0,15,14,19.89,DeNA BayStars,
Diaz Yofrec,5,0,1,0,0,0,.000,22,4,.1,5,0,5,0,0,5,0,0,3,3,6.23,DeNA BayStars,
Escobar Edwin,13,2,1,1,0,0,.667,47,12,.2,8,0,2,0,0,8,2,0,3,3,2.13,DeNA BayStars,
Fukazawa Osuke,18,6,6,1,1,0,.500,379,93,.1,87,7,17,0,3,68,4,0,38,34,3.28,DeNA BayStars,
Gsellman Robert,10,1,4,0,0,0,.200,236,52,,65,3,15,0,7,29,3,1,31,28,4.85,DeNA BayStars,
Hamaguchi Haruhiro,10,3,1,0,0,0,.750,219,55,,44,4,16,0,0,43,2,0,15,15,2.45,DeNA BayStars,
Hashimoto Tatsuya,32,4,3,0,0,0,.571,145,33,,31,2,12,0,2,33,5,0,15,11,3.00,DeNA BayStars,
Hirata Shingo,29,0,1,1,0,0,.000,127,28,.2,33,0,7,0,1,29,2,0,14,8,2.51,DeNA BayStars,
Ikeya Sota,35,5,2,0,0,0,.714,133,28,.1,31,0,14,1,4,27,4,0,17,15,4.76,DeNA BayStars,
Imanaga Shota,2,0,1,0,0,0,.000,41,11,,6,1,0,0,0,14,1,0,3,1,0.82,DeNA BayStars,
Ishida Kenta,1,1,0,0,0,0,1.000,10,3,,1,0,0,0,0,4,0,0,0,0,0.00,DeNA BayStars,
Ishikawa Tatsuya,11,0,0,0,0,0,.000,47,13,,7,0,2,0,0,15,0,0,2,1,0.69,DeNA BayStars,
Kamichatani Taiga,1,0,0,0,0,0,.000,10,2,,3,0,0,0,0,1,0,0,1,1,4.50,DeNA BayStars,
Kasahara Shotaro,21,4,5,0,0,0,.444,271,65,.1,61,4,29,0,0,39,1,0,25,24,3.31,DeNA BayStars,
Kato Dai,11,0,1,0,0,0,.000,51,11,.2,8,1,9,0,1,7,1,0,5,4,3.09,DeNA BayStars,
Konno Ryuto,8,0,0,0,0,0,.000,30,7,,2,0,6,0,2,7,1,0,4,4,5.14,DeNA BayStars,
Kozono Kenta,17,2,5,0,0,0,.286,373,83,.1,92,6,39,0,3,40,2,0,45,39,4.21,DeNA BayStars,
Kusano Haruto,5,0,0,0,0,0,.000,22,5,,6,1,3,0,0,2,0,0,2,2,3.60,DeNA BayStars,
Kyoyama Masaya,39,3,4,3,0,0,.429,241,53,,39,0,36,0,8,41,10,0,21,18,3.06,DeNA BayStars,
Marcelino Hansel,8,1,0,0,0,0,1.000,34,8,.1,5,1,5,0,0,11,2,0,3,2,2.16,DeNA BayStars,
Matsumoto Ryunosuke,9,1,0,0,0,0,1.000,65,14,,11,1,14,0,1,20,1,0,3,2,1.29,DeNA BayStars,
Mishima Kazuki,18,1,1,0,0,0,.500,68,16,,16,0,7,0,0,12,1,0,5,4,2.25,DeNA BayStars,
Miura Ginji,36,1,3,1,0,0,.250,164,37,.1,38,3,14,0,2,29,1,1,28,22,5.30,DeNA BayStars,
Miyagi Daita,38,2,2,5,0,0,.500,153,37,.1,32,1,8,0,1,40,2,1,10,9,2.17,DeNA BayStars,
Miyaguni Ryosuke,31,3,3,0,0,0,.500,154,34,.1,33,3,15,1,1,25,2,0,21,18,4.72,DeNA BayStars,
Morihara Kohei,2,0,0,0,0,0,.000,9,2,,3,0,0,0,0,2,0,0,0,0,0.00,DeNA BayStars,
Morishita Ryudai,9,0,1,0,0,0,.000,119,28,.1,27,1,8,0,0,22,0,0,10,7,2.22,DeNA BayStars,
Nakagawa Koh,33,1,4,11,0,0,.200,129,31,.1,30,3,10,0,0,38,2,0,15,11,3.16,DeNA BayStars,
Ohnuki Shinichi,15,6,1,0,0,0,.857,313,78,.1,62,1,15,0,3,56,2,0,19,14,1.61,DeNA BayStars,
Sakaguchi Kousuke,23,0,3,1,0,0,.000,147,30,,42,3,13,0,1,30,4,0,28,20,6.00,DeNA BayStars,
Sakamoto Yuya,16,2,2,0,0,0,.500,178,45,,36,3,11,0,1,36,4,0,10,9,1.80,DeNA BayStars,
Sakurai Shuto,36,1,2,0,0,0,.333,171,40,,33,3,20,0,1,32,1,0,17,15,3.38,DeNA BayStars,
Taira Kentaro,9,3,2,0,0,0,.600,192,45,.1,47,3,12,0,0,39,0,0,20,17,3.38,DeNA BayStars,
Takada Takuto,24,0,3,0,0,0,.000,189,34,.2,52,4,36,0,3,25,4,0,33,30,7.79,DeNA BayStars,
Tanaka Kenjiro,27,1,0,1,0,0,1.000,102,26,.1,19,2,7,0,0,22,1,0,4,4,1.37,DeNA BayStars,
Tokuyama Souma,22,1,2,1,0,0,.333,163,39,,37,0,12,0,3,20,3,0,18,14,3.23,DeNA BayStars,
Watanabe Aki,13,1,0,1,0,0,1.000,49,11,.2,9,0,7,0,0,9,0,0,4,4,3.09,DeNA BayStars,
Wendelken J.B.,3,0,0,1,0,0,.000,11,3,,1,0,2,0,0,4,0,0,0,0,0.00,DeNA BayStars,
Yamasaki Yasuaki,3,0,0,0,0,0,.000,12,3,,2,0,0,0,0,4,0,0,1,1,3.00,DeNA BayStars,
Yoshino Teruki,4,1,1,0,0,0,.500,57,11,.1,19,3,4,0,0,7,0,0,15,15,11.91,DeNA BayStars,
Akahoshi Yuji,11,3,3,0,1,1,.500,244,60,,62,3,8,0,2,47,3,0,22,20,3.00,Yomiuri Giants,
Baldonado Alberto,6,1,0,0,0,0,1.000,25,6,,6,1,2,0,0,7,0,0,1,1,1.50,Yomiuri Giants,
Beede Tyler,7,0,1,0,0,0,.000,107,25,.1,32,1,5,0,1,15,0,0,12,12,4.26,Yomiuri Giants,
Funabasama Hiromasa,21,4,0,2,0,0,1.000,91,22,.2,20,0,5,0,2,19,0,1,9,7,2.78,Yomiuri Giants,
Hatake Seishu,5,1,0,0,0,0,1.000,42,10,,8,0,3,0,1,16,1,0,0,0,0.00,Yomiuri Giants,
Heinai Ryuta,16,0,3,0,0,0,.000,72,17,,17,3,8,0,0,14,0,0,13,12,6.35,Yomiuri Giants,
Horioka Hayato,43,5,1,8,0,0,.833,204,53,,27,4,17,0,3,57,1,0,11,11,1.87,Yomiuri Giants,
Hotta Kenshin,13,0,2,0,0,0,.000,90,20,,21,2,11,0,0,21,4,0,16,14,6.30,Yomiuri Giants,
Imamura Nobutaka,21,1,0,2,0,0,1.000,112,28,.1,23,0,12,0,0,20,1,0,4,4,1.27,Yomiuri Giants,
Inoue Haruto,11,7,0,0,2,1,1.000,259,72,.1,30,3,17,0,4,84,1,0,7,6,0.75,Yomiuri Giants,
Ishita Hayato,8,3,2,0,0,0,.600,144,32,.2,28,5,17,0,4,26,2,0,16,12,3.31,Yomiuri Giants,
Itoh Yusuke,1,0,0,0,0,0,.000,6,1,,2,0,0,0,0,2,0,0,1,1,9.00,Yomiuri Giants,
Kagiya Yohei,19,0,1,0,0,0,.000,90,20,,25,3,8,0,0,13,0,0,6,6,2.70,Yomiuri Giants,
Kasashima Naoki,3,0,0,0,0,0,.000,29,7,,6,1,2,0,2,5,0,0,3,3,3.86,Yomiuri Giants,
Kawasaki Haruto,5,0,1,0,0,0,.000,42,8,.1,12,1,4,0,0,6,1,0,9,9,9.72,Yomiuri Giants,
Kikuchi Taiki,6,0,0,0,0,0,.000,45,11,,6,0,6,0,0,18,0,0,2,2,1.64,Yomiuri Giants,
Kinoshita Motoya,1,0,0,0,0,0,.000,19,4,,8,1,1,0,0,4,0,0,3,3,6.75,Yomiuri Giants,
Kuwahara Takuya,27,2,2,6,0,0,.500,119,30,.1,22,1,5,0,0,25,2,0,7,5,1.48,Yomiuri Giants,
Kyomoto Makoto,15,5,4,0,0,0,.556,322,76,.1,69,3,35,0,1,70,2,0,24,20,2.36,Yomiuri Giants,
Lopez Yoan,14,0,0,0,0,0,.000,62,15,,14,1,5,0,0,13,1,0,7,5,3.00,Yomiuri Giants,
Matsui Hayate,16,8,2,0,0,0,.800,363,88,.1,78,4,28,0,4,74,5,0,23,20,2.04,Yomiuri Giants,
Mendez Yohander,3,0,0,0,0,0,.000,55,13,,13,1,3,0,0,9,0,0,7,7,4.85,Yomiuri Giants,
Mikami Tomoya,20,0,2,5,0,0,.000,76,21,,11,0,3,0,1,19,0,0,4,3,1.29,Yomiuri Giants,
Nakagawa Kota,5,0,0,0,0,0,.000,17,5,,3,0,0,0,0,5,1,0,1,0,0.00,Yomiuri Giants,
Naoe Daisuke,22,4,4,0,0,0,.500,280,65,.2,67,4,22,0,2,51,3,0,32,28,3.84,Yomiuri Giants,
Ohe Ryusei,14,1,0,0,0,0,1.000,53,13,.1,9,1,4,0,0,17,0,0,4,4,2.70,Yomiuri Giants,
Ohta Ryu,1,0,0,0,0,0,.000,5,1,,1,0,1,0,0,0,0,0,0,0,0.00,Yomiuri Giants,
Onuma Kenta,19,2,2,0,0,0,.500,77,19,.2,17,0,5,0,0,12,1,0,6,4,1.83,Yomiuri Giants,
Ota Taisei,2,0,0,0,0,0,.000,10,2,,2,0,1,0,0,4,0,0,2,2,9.00,Yomiuri Giants,
Shiroki Yamato,5,1,1,0,0,0,.500,83,17,,22,0,9,0,1,9,0,0,11,10,5.29,Yomiuri Giants,
Sugano Tomoyuki,2,0,0,0,0,0,.000,30,8,.1,6,1,1,0,0,3,0,0,1,1,1.08,Yomiuri Giants,
Suzuki Kohei,5,0,1,0,0,0,.000,24,5,,5,0,4,0,0,5,1,0,4,4,7.20,Yomiuri Giants,
Takagi Kyosuke,27,0,3,1,0,0,.000,110,27,.1,22,1,8,0,0,22,0,0,8,7,2.30,Yomiuri Giants,
Takahashi Yuki,17,6,2,0,1,1,.750,242,57,.2,54,1,19,0,1,46,7,0,17,15,2.34,Yomiuri Giants,
Takanashi Yuhei,4,0,0,0,0,0,.000,12,3,.1,0,0,1,0,0,5,0,0,0,0,0.00,Yomiuri Giants,
Tamura Tomoki,1,0,0,0,0,0,.000,15,3,,5,0,1,0,1,0,0,0,2,2,6.00,Yomiuri Giants,
Tanaka Chiharu,12,0,0,2,0,0,.000,109,25,.2,20,2,11,0,1,19,1,0,13,13,4.56,Yomiuri Giants,
Tanaka Toyoki,26,3,2,0,0,0,.600,110,24,.2,28,4,10,0,1,18,0,0,16,15,5.47,Yomiuri Giants,
Tanioka Tappei,10,1,1,0,0,0,.500,44,9,.2,12,0,4,0,0,11,2,0,8,4,3.72,Yomiuri Giants,
Toda Natsuki,15,3,1,0,0,0,.750,194,46,,45,4,14,0,2,31,3,0,21,18,3.52,Yomiuri Giants,
Tomida Ryu,25,4,0,0,0,0,1.000,124,28,.2,24,2,16,0,2,30,0,0,16,15,4.71,Yomiuri Giants,
Yamada Ryusei,18,3,0,0,0,0,1.000,121,29,,21,2,14,0,2,32,6,0,9,8,2.48,Yomiuri Giants,
Yamamoto Itsuki,7,0,1,0,0,0,.000,67,13,,14,1,12,0,1,6,0,0,14,9,6.23,Yomiuri Giants,
Yamasaki Iori,3,2,0,0,0,0,1.000,59,15,,12,1,2,0,2,15,0,0,7,5,3.00,Yomiuri Giants,
Yamasaki Yusuke,19,3,0,0,0,0,1.000,114,27,.2,23,0,15,0,0,25,4,0,8,6,1.95,Yomiuri Giants,
Yokogawa Kai,4,1,2,0,0,0,.333,89,20,,21,1,9,0,1,14,0,0,9,7,3.15,Yomiuri Giants,
Espinal Raynel,20,3,4,0,0,0,.429,197,44,,44,1,21,0,3,25,2,1,25,25,5.11,Yakult Swallows,
Hara Juri,17,2,6,0,0,0,.250,276,59,,80,7,24,0,5,35,3,0,44,34,5.19,Yakult Swallows,
Hasegawa Hiroki,38,1,2,0,0,0,.333,178,43,,36,1,14,1,2,32,2,0,18,14,2.93,Yakult Swallows,
Hoshi Tomoya,5,0,0,0,0,0,.000,24,5,,7,0,2,0,0,5,0,0,1,1,1.80,Yakult Swallows,
Ichikawa Yuta,18,2,7,0,0,0,.222,344,75,,91,13,20,0,7,64,3,0,56,47,5.64,Yakult Swallows,
Ishikawa Masanori,5,0,3,0,0,0,.000,69,14,.1,27,2,3,0,1,5,1,0,14,12,7.53,Yakult Swallows,
Ishiyama Taichi,4,0,0,0,0,0,.000,16,4,,3,0,2,0,0,6,0,0,2,2,4.50,Yakult Swallows,
Kanakubo Yuto,15,1,4,0,0,0,.200,223,48,.2,53,3,27,0,4,29,3,0,33,28,5.18,Yakult Swallows,
Katekaru Kouta,16,1,0,0,0,0,1.000,138,29,.1,34,1,17,0,5,13,5,0,18,18,5.52,Yakult Swallows,
Kela Keone,15,0,2,3,0,0,.000,75,14,,19,0,14,0,0,16,3,0,14,12,7.71,Yakult Swallows,
Kondoh Hiroki,16,0,0,1,0,0,.000,59,16,,11,1,1,0,0,6,0,0,2,2,1.13,Yakult Swallows,
Konno Ryuta,18,1,0,6,0,0,1.000,81,19,.1,20,0,5,0,0,14,0,0,5,5,2.33,Yakult Swallows,
Kozawa Reiji,1,0,0,0,0,0,.000,8,1,,2,0,3,0,0,1,0,0,2,2,18.00,Yakult Swallows,
Kubo Takuma,38,4,3,1,0,0,.571,149,33,.2,37,4,8,1,0,29,3,0,20,17,4.54,Yakult Swallows,
Maruyama Shota,16,1,2,2,0,0,.333,82,17,.2,15,1,12,2,2,14,3,0,6,6,3.06,Yakult Swallows,
Narita Kakeru,37,0,1,1,0,0,.000,171,36,.2,41,2,17,0,5,29,1,0,27,21,5.15,Yakult Swallows,
Numata Shohei,19,1,8,0,0,0,.111,338,79,,82,5,22,1,6,44,2,0,49,45,5.13,Yakult Swallows,
Ohnishi Hiroki,4,1,0,2,0,0,1.000,18,5,,3,0,1,0,0,3,0,0,0,0,0.00,Yakult Swallows,
Ohshita Yuma,29,3,1,1,0,0,.750,124,26,.1,40,3,6,0,7,18,1,0,22,22,7.52,Yakult Swallows,
Okugawa Yasunobu,8,0,4,0,0,0,.000,122,27,.1,30,3,5,0,5,20,1,0,20,19,6.26,Yakult Swallows,
Onaka Yuya,26,2,2,0,0,0,.500,132,30,.1,29,3,10,1,0,26,0,0,12,9,2.67,Yakult Swallows,
Peters Dillon,2,0,0,0,0,0,.000,34,7,.2,12,1,1,0,0,6,1,2,5,5,5.87,Yakult Swallows,
Rodriguez Elvin,1,0,1,0,0,0,.000,20,4,,6,1,2,0,0,2,0,0,5,5,11.25,Yakult Swallows,
Sakaguchi Kousuke,2,1,0,0,0,0,1.000,11,3,,2,0,0,0,0,3,0,0,0,0,0.00,Yakult Swallows,
Sakamoto Takumi,8,1,0,0,0,0,1.000,66,15,.1,13,0,7,0,0,10,1,0,5,3,1.76,Yakult Swallows,
Shibata Daichi,40,2,1,0,0,0,.667,183,38,.2,38,1,26,0,4,24,6,0,28,24,5.59,Yakult Swallows,
Shimo Shinnosuke,12,1,1,0,0,0,.500,181,38,.1,42,3,26,0,4,22,1,0,31,30,7.04,Yakult Swallows,
Sneed Cy,1,0,0,0,0,0,.000,20,5,,3,0,1,0,0,8,0,0,0,0,0.00,Yakult Swallows,
Sugiyama Koki,10,1,1,0,0,0,.500,57,11,,16,2,8,0,1,9,1,0,14,11,9.00,Yakult Swallows,
Suzuki Yuta,26,0,1,0,0,0,.000,139,26,.1,51,2,8,0,4,15,3,0,26,21,7.18,Yakult Swallows,
Takahashi Keiji,3,1,0,0,0,0,1.000,53,12,.2,11,1,2,0,1,12,1,0,4,3,2.13,Yakult Swallows,
Takanashi Hirotoshi,11,2,3,0,0,0,.400,236,53,.1,54,6,18,1,5,46,4,1,25,22,3.71,Yakult Swallows,
Takeyama Hyuga,14,2,3,0,0,0,.400,168,35,.1,35,4,30,0,5,20,3,0,19,17,4.33,Yakult Swallows,
Umeno Yugo,35,4,7,7,0,0,.364,238,54,.2,51,6,26,0,1,38,15,0,32,26,4.28,Yakult Swallows,
Yamamoto Daiki,6,0,1,0,0,0,.000,81,17,,24,0,7,0,1,10,2,0,11,11,5.82,Yakult Swallows,
Yamano Taichi,13,3,2,0,0,0,.600,258,63,.1,51,1,23,0,2,27,5,0,14,10,1.42,Yakult Swallows,
Yamashita Hikaru,1,0,0,0,0,0,.000,6,1,,3,0,0,0,0,1,0,0,2,2,18.00,Yakult Swallows,
Yoshida Daiki,11,2,3,0,0,0,.400,182,42,.1,50,7,9,0,0,20,1,0,20,18,3.83,Yakult Swallows,
Yoshimura Kojiro,6,2,0,0,0,0,1.000,81,21,.1,17,2,4,0,1,7,0,0,6,5,2.11,Yakult Swallows,
Alvarez Frank,17,2,3,2,0,0,.400,103,22,.2,22,4,14,0,0,17,3,0,18,14,5.56,Chunichi Dragons,
Feliz Michael,1,0,0,0,0,0,.000,3,1,,0,0,0,0,0,1,0,0,0,0,0.00,Chunichi Dragons,
Fujishima Kento,6,1,1,0,0,0,.500,26,4,.1,9,0,2,0,1,5,2,0,5,4,8.31,Chunichi Dragons,
Fuku Hiroto,22,0,2,0,0,0,.000,89,21,.1,17,0,8,1,2,17,0,0,8,6,2.53,Chunichi Dragons,
Fukushima Shota,33,1,3,1,0,0,.250,160,36,.2,36,1,18,0,3,23,2,0,15,11,2.70,Chunichi Dragons,
Fukutani Koji,8,1,1,0,0,0,.500,128,31,,30,1,5,0,1,23,0,0,17,15,4.35,Chunichi Dragons,
Hashimoto Yuki,30,0,5,0,0,0,.000,169,39,.2,40,4,16,0,4,37,2,0,24,23,5.22,Chunichi Dragons,
Ishimori Taisei,22,0,1,0,0,0,.000,124,19,.2,28,0,33,0,3,21,11,0,31,23,10.53,Chunichi Dragons,
Kakigoshi Kenshin,22,3,5,0,0,0,.375,355,84,,88,8,23,1,2,28,1,0,45,41,4.39,Chunichi Dragons,
Kato Tsubasa,8,0,1,0,0,0,.000,32,6,,5,0,9,0,0,4,1,0,8,8,12.00,Chunichi Dragons,
Katsuno Akiyoshi,3,0,0,1,0,0,.000,10,2,.2,2,0,0,0,0,1,1,0,0,0,0.00,Chunichi Dragons,
Kondo Ren,29,1,2,0,0,0,.333,137,27,.2,32,2,18,0,4,13,2,0,22,19,6.18,Chunichi Dragons,
Matsuba Takahiro,10,2,4,0,1,0,.333,249,60,,66,2,10,0,4,27,0,0,26,21,3.15,Chunichi Dragons,
Matsuda Hiroaki,12,0,0,0,0,0,.000,48,10,.1,13,1,9,0,0,8,3,0,8,8,6.97,Chunichi Dragons,
