Pitcher,G,W,L,SV,CG,SHO,PCT,BF,IP,,H,HR,BB,IBB,HB,SO,WP,BK,R,ER,ERA,Team,
Iguchi Kazutomo,38,4,3,2,0,0,.571,188,41,.1,50,6,11,1,1,30,2,0,22,19,4.14,Nipponham Fighters,
Ikeda Takahide,2,0,0,0,0,0,.000,11,3,,0,0,2,0,0,4,0,0,0,0,0.00,Nipponham Fighters,
Ishikawa Naoya,15,0,0,0,0,0,.000,61,15,,11,0,6,1,0,12,0,0,5,5,3.00,Nipponham Fighters,
Itoh Hiromi,1,0,0,0,0,0,.000,14,4,,1,0,1,0,0,6,0,0,0,0,0.00,Nipponham Fighters,
Kakigi Ren,33,4,1,3,0,0,.800,174,40,.2,37,2,12,0,6,21,1,0,11,10,2.21,Nipponham Fighters,
Kanemura Shoma,7,2,0,0,0,0,1.000,122,30,,30,5,5,0,1,32,0,0,11,10,3.00,Nipponham Fighters,
Kawano Ryusei,7,0,0,3,0,0,.000,36,10,,4,0,2,0,0,13,0,0,1,1,0.90,Nipponham Fighters,
Kitaura Ryuji,12,0,0,1,0,0,.000,56,14,,12,0,4,0,2,15,1,0,2,2,1.29,Nipponham Fighters,
Kitayama Koki,9,1,3,0,0,0,.250,120,27,,27,2,15,0,0,31,5,0,17,13,4.33,Nipponham Fighters,
Kuroyanagi Kyosuke,17,0,2,0,0,0,.000,117,24,,20,4,23,0,3,17,2,0,19,19,7.13,Nipponham Fighters,
Marvel James,6,0,1,0,0,0,.000,78,17,.1,21,1,4,0,3,10,2,0,13,12,6.23,Nipponham Fighters,
Matsumoto Ryodai,25,5,2,1,0,0,.714,198,47,,51,2,12,0,1,49,4,1,23,20,3.83,Nipponham Fighters,
Matsuoka Koki,23,2,6,0,0,0,.250,384,86,,89,5,36,0,10,64,5,1,50,46,4.81,Nipponham Fighters,
Matsuura Keito,6,0,0,0,0,0,.000,30,5,.1,8,1,1,0,4,5,1,0,5,5,8.44,Nipponham Fighters,
Menez Conner,3,0,2,0,0,0,.000,50,7,.1,20,4,5,0,1,6,3,0,23,21,25.77,Nipponham Fighters,
Miyanishi Naoki,7,0,0,0,0,0,.000,32,6,.2,10,1,2,0,0,4,0,0,5,4,5.40,Nipponham Fighters,
Miyauchi Haruki,26,2,2,3,0,0,.500,157,36,.1,34,1,11,0,3,41,1,0,16,10,2.48,Nipponham Fighters,
Nabatame Tsubasa,13,1,0,1,0,0,1.000,117,28,.2,21,1,7,0,3,27,0,0,5,3,0.94,Nipponham Fighters,
Nakayama Terukazu,13,0,1,1,0,0,.000,67,14,.2,18,2,5,0,0,10,2,0,7,6,3.68,Nipponham Fighters,
Nemoto Haruka,16,3,3,0,0,0,.500,270,66,.2,52,5,20,0,5,53,0,0,26,23,3.11,Nipponham Fighters,
Ponce Cody,4,1,3,0,0,0,.250,67,16,.2,17,3,0,0,0,9,1,1,10,10,5.40,Nipponham Fighters,
Rodriguez Bryan,7,0,1,0,0,0,.000,36,8,.1,11,1,2,0,0,7,0,0,8,8,8.64,Nipponham Fighters,
Saitoh Koki,15,0,0,1,0,0,.000,83,19,,21,0,3,0,0,19,3,0,7,6,2.84,Nipponham Fighters,
Saitoh Shinji,43,3,5,2,0,0,.375,242,54,.1,45,3,28,2,6,48,2,0,21,17,2.82,Nipponham Fighters,
Sugiura Toshihiro,15,0,0,1,0,0,.000,67,17,,13,1,4,1,0,14,2,0,4,4,2.12,Nipponham Fighters,
Suzuki Kenya,5,0,0,0,0,0,.000,52,12,,11,1,3,0,1,10,0,0,6,5,3.75,Nipponham Fighters,
Tanaka Eito,14,0,4,0,0,0,.000,225,51,.1,51,5,18,0,4,35,1,0,21,19,3.33,Nipponham Fighters,
Tateno Kazuaki,31,4,4,2,0,0,.500,255,60,.2,55,1,22,0,1,55,4,0,26,18,2.67,Nipponham Fighters,
Tatsu Kota,14,2,5,0,0,0,.286,195,43,.2,42,8,25,0,0,42,1,0,30,25,5.15,Nipponham Fighters,
Uehara Kenta,5,1,3,0,0,0,.250,91,23,,17,3,7,0,0,26,1,0,11,10,3.91,Nipponham Fighters,
Yamamoto Kodai,34,1,3,1,0,0,.250,247,57,.1,58,10,20,0,3,46,0,1,39,36,5.65,Nipponham Fighters,
Yamamoto Takumi,1,0,0,0,0,0,.000,5,1,,1,0,1,0,0,2,0,0,0,0,0.00,Nipponham Fighters,
Yanagawa Taisei,13,1,0,1,0,0,1.000,60,15,.2,11,1,3,0,0,20,0,0,3,3,1.72,Nipponham Fighters,
Yazawa Kota,5,1,1,0,0,0,.500,28,6,,2,1,8,0,2,5,0,0,5,5,7.50,Nipponham Fighters,
Yoshida Kosei,40,2,5,4,0,0,.286,274,60,,71,8,24,0,0,46,2,0,37,32,4.80,Nipponham Fighters,
