Pitcher,G,W,L,SV,HLD,CG,SHO,PCT,BF,IP,,H,HR,BB,IBB,HB,SO,WP,BK,R,ER,ERA,Team,
Tone Chiaki,24,1,0,0,5,0,0,1.000,103,21,.1,22,3,16,1,0,11,0,0,14,11,4.64,Hiroshima Carp,
Turley Nik,44,7,1,1,22,0,0,.875,174,41,.1,39,1,15,2,2,42,2,0,10,8,1.74,Hiroshima Carp,
Yabuta Kazuki,3,0,0,0,0,0,0,.000,21,4,,5,1,3,0,2,2,1,0,4,4,9.00,Hiroshima Carp,
Yasaki Takuya,54,4,2,24,10,0,0,.667,221,51,.1,48,5,24,5,0,38,0,0,17,16,2.81,Hiroshima Carp,
Azuma Katsuki,24,16,3,0,0,4,2,.842,665,172,.1,149,14,15,2,1,133,1,0,40,38,1.98,DeNA BayStars,
Bauer Trevor,19,10,4,0,0,2,0,.714,534,130,.2,119,14,31,2,4,130,3,0,44,40,2.76,DeNA BayStars,
Escobar Edwin,40,2,1,0,11,0,0,.667,138,31,.2,28,6,16,1,2,30,1,0,18,16,4.55,DeNA BayStars,
Gsellman Robert,13,3,5,0,0,0,0,.375,292,64,.2,72,6,33,0,4,43,1,0,35,32,4.45,DeNA BayStars,
Hamaguchi Haruhiro,14,3,7,0,0,1,0,.300,304,68,,71,6,35,1,0,56,1,0,42,34,4.50,DeNA BayStars,
Imanaga Shota,22,7,4,0,0,2,0,.636,596,148,,132,17,24,4,4,174,2,0,46,46,2.80,DeNA BayStars,
Irie Taisei,32,1,1,0,7,0,0,.500,136,30,,29,0,16,0,2,32,1,0,11,9,2.70,DeNA BayStars,
Ise Hiromu,58,4,6,2,33,0,0,.400,212,50,.1,54,6,16,2,0,43,0,0,21,18,3.22,DeNA BayStars,
Ishida Kenta,23,4,9,0,0,0,0,.308,500,118,,127,12,30,1,5,99,3,0,56,52,3.97,DeNA BayStars,
Ishikawa Tatsuya,28,0,0,0,3,0,0,.000,124,32,,19,2,10,1,2,34,3,0,9,7,1.97,DeNA BayStars,
Kamichatani Taiga,46,5,3,0,4,0,0,.625,270,64,,53,3,26,4,4,54,3,0,21,15,2.11,DeNA BayStars,
Kasahara Shotaro,2,0,2,0,0,0,0,.000,36,6,,10,0,7,0,0,5,0,0,6,3,4.50,DeNA BayStars,
Mishima Kazuki,27,3,1,0,6,0,0,.750,108,22,.1,33,3,7,1,2,17,2,0,12,12,4.84,DeNA BayStars,
Miura Ginji,1,0,0,0,0,0,0,.000,8,1,,4,0,1,1,0,0,0,0,4,4,36.00,DeNA BayStars,
Miyagi Daita,11,0,0,0,3,0,0,.000,66,16,.1,14,2,2,0,1,16,0,0,7,7,3.86,DeNA BayStars,
Miyaguni Ryosuke,2,0,0,0,0,0,0,.000,21,4,,7,1,1,0,0,3,0,0,4,3,6.75,DeNA BayStars,
Morihara Kohei,46,2,1,17,10,0,0,.667,171,42,.2,34,2,11,0,2,34,0,0,12,11,2.32,DeNA BayStars,
Nakagawa Koh,9,0,1,0,0,0,0,.000,41,10,.2,9,2,3,0,0,10,0,0,3,3,2.53,DeNA BayStars,
Ohnuki Shinichi,13,5,4,0,0,1,1,.556,304,76,.1,57,6,18,2,4,55,0,0,27,25,2.95,DeNA BayStars,
Sakamoto Yuya,13,0,1,0,0,0,0,.000,111,25,,27,2,12,0,2,13,1,0,16,16,5.76,DeNA BayStars,
Taira Kentaro,11,4,4,0,0,0,0,.500,246,59,.1,58,5,13,2,0,61,1,0,23,23,3.49,DeNA BayStars,
Tanaka Kenjiro,11,0,0,0,1,0,0,.000,46,11,,12,1,2,0,0,9,1,0,5,5,4.09,DeNA BayStars,
Wendelken J.B.,61,2,2,3,33,0,0,.500,243,59,.2,40,1,22,4,3,53,3,0,12,11,1.66,DeNA BayStars,
Yamasaki Yasuaki,49,3,7,20,8,0,0,.300,189,45,.1,48,7,8,0,1,54,1,0,22,22,4.37,DeNA BayStars,
Akahoshi Yuji,12,5,5,0,0,0,0,.500,281,69,,70,5,13,1,4,64,0,0,27,26,3.39,Yomiuri Giants,
Baldonado Alberto,21,2,1,0,7,0,0,.667,87,21,.1,15,2,10,0,0,21,0,0,5,4,1.69,Yomiuri Giants,
Beede Tyler,30,0,6,1,7,0,0,.000,220,49,.2,51,5,21,3,4,36,0,0,23,22,3.99,Yomiuri Giants,
Funabasama Hiromasa,36,3,1,0,8,0,0,.750,118,30,,21,3,8,2,3,33,2,0,9,9,2.70,Yomiuri Giants,
Griffin Foster,20,6,5,0,0,1,0,.545,493,121,,101,8,29,1,6,115,2,1,41,37,2.75,Yomiuri Giants,
Heinai Ryuta,11,0,1,0,1,0,0,.000,60,13,.2,14,3,7,0,0,8,0,0,6,6,3.95,Yomiuri Giants,
Horioka Hayato,3,0,0,0,0,0,0,.000,19,3,.1,6,2,3,0,0,4,0,0,5,5,13.50,Yomiuri Giants,
Hotta Kenshin,3,0,0,0,0,0,0,.000,16,3,.1,2,1,4,0,0,5,0,0,3,3,8.10,Yomiuri Giants,
Imamura Nobutaka,24,0,0,0,2,0,0,.000,119,26,,29,1,11,1,1,13,1,0,12,11,3.81,Yomiuri Giants,
Inoue Haruto,4,0,1,0,0,0,0,.000,60,12,.1,21,2,3,0,1,11,0,0,15,15,10.95,Yomiuri Giants,
Kagiya Yohei,13,2,0,1,2,0,0,1.000,48,11,.1,10,1,5,0,0,11,0,0,4,4,3.18,Yomiuri Giants,
Kikuchi Taiki,50,4,4,1,11,0,0,.500,193,47,.2,40,4,16,1,1,55,0,0,19,18,3.40,Yomiuri Giants,
Kitamura Takumi,1,0,0,0,0,0,0,.000,4,1,,1,1,0,0,0,0,0,0,1,1,9.00,Yomiuri Giants,
Kuwahara Takuya,5,0,0,0,1,0,0,.000,27,5,,7,0,3,0,2,4,0,0,5,5,9.00,Yomiuri Giants,
Lopez Yoan,8,0,1,0,0,0,0,.000,34,6,.2,6,1,7,0,0,2,2,0,4,3,4.05,Yomiuri Giants,
Matsui Hayate,8,1,1,0,2,0,0,.500,85,19,.1,18,3,8,1,0,17,0,0,8,7,3.26,Yomiuri Giants,
Mendez Yohander,16,5,5,0,0,0,0,.500,347,87,,57,7,33,0,5,72,3,3,21,20,2.07,Yomiuri Giants,
Mikami Tomoya,22,0,1,0,7,0,0,.000,73,15,.2,18,1,8,0,4,9,0,0,8,8,4.60,Yomiuri Giants,
Nakagawa Kota,44,1,4,14,17,0,0,.200,172,43,.1,37,3,9,1,1,38,0,0,10,10,2.08,Yomiuri Giants,
Naoe Daisuke,16,0,1,0,6,0,0,.000,58,14,,7,2,9,0,0,11,1,0,7,6,3.86,Yomiuri Giants,
Ohe Ryusei,32,4,0,0,6,0,0,1.000,89,22,,15,3,10,0,2,16,1,0,10,10,4.09,Yomiuri Giants,
Ota Taisei,27,3,0,14,1,0,0,1.000,116,26,,26,4,11,0,1,34,1,0,13,13,4.50,Yomiuri Giants,
Shiroki Yamato,13,0,0,0,0,0,0,.000,76,16,.2,23,2,6,0,2,15,0,0,10,10,5.40,Yomiuri Giants,
Sugano Tomoyuki,14,4,8,0,0,0,0,.333,315,77,.2,70,10,15,0,3,54,0,0,30,29,3.36,Yomiuri Giants,
Suzuki Kohei,33,1,1,0,13,0,0,.500,123,27,.1,24,6,14,0,3,26,5,1,20,20,6.59,Yomiuri Giants,
Takagi Kyosuke,1,0,0,0,0,0,0,.000,8,2,,1,0,0,0,1,1,0,0,0,0,0.00,Yomiuri Giants,
Takahashi Yuki,6,0,1,0,0,0,0,.000,68,14,,18,2,8,0,2,9,1,0,9,8,5.14,Yomiuri Giants,
Takanashi Yuhei,55,2,1,0,23,0,0,.667,185,43,,32,7,19,3,4,49,0,1,21,20,4.19,Yomiuri Giants,
Tanaka Chiharu,30,2,3,0,3,0,0,.400,148,32,.2,30,4,19,0,0,41,1,0,22,20,5.51,Yomiuri Giants,
Tanaka Toyoki,15,0,1,0,3,0,0,.000,43,11,,8,2,4,0,0,8,0,0,6,5,4.09,Yomiuri Giants,
Togo Shosei,24,12,5,0,0,4,2,.706,676,170,,141,14,39,0,3,141,2,0,49,45,2.38,Yomiuri Giants,
Yamasaki Iori,23,10,5,0,0,3,1,.667,586,149,,119,10,25,3,7,106,3,0,46,45,2.72,Yomiuri Giants,
Yokogawa Kai,20,4,8,0,0,0,0,.333,348,84,.1,79,10,24,0,4,46,2,0,38,37,3.95,Yomiuri Giants,
Espinal Raynel,3,0,0,0,0,0,0,.000,20,5,,1,1,5,0,0,4,0,0,3,3,5.40,Yakult Swallows,
Hasegawa Hiroki,1,0,0,0,0,0,0,.000,12,2,,3,1,3,0,0,1,0,0,3,3,13.50,Yakult Swallows,
Hoshi Tomoya,47,2,2,0,20,0,0,.500,161,40,,34,4,16,4,1,48,2,0,15,15,3.38,Yakult Swallows,
Ichikawa Yuta,4,0,2,0,0,0,0,.000,65,14,,14,4,5,0,4,7,1,0,14,13,8.36,Yakult Swallows,
Ishikawa Masanori,13,2,5,0,0,0,0,.286,267,63,.1,75,11,6,0,0,22,1,0,32,28,3.98,Yakult Swallows,
Ishiyama Taichi,50,3,6,0,24,0,0,.333,208,47,,51,3,13,3,3,41,1,0,27,23,4.40,Yakult Swallows,
Kanakubo Yuto,1,0,0,0,0,0,0,.000,16,4,,0,0,3,0,2,2,0,0,0,0,0.00,Yakult Swallows,
Kizawa Naofumi,56,2,3,0,20,0,0,.400,227,53,,42,3,26,2,5,49,2,0,19,16,2.72,Yakult Swallows,
Konno Ryuta,26,1,0,0,2,0,0,1.000,133,31,,31,4,10,1,2,13,1,0,13,13,3.77,Yakult Swallows,
Kozawa Reiji,29,6,4,0,2,1,1,.600,411,101,.1,83,10,29,1,9,83,1,0,38,34,3.02,Yakult Swallows,
Kubo Takuma,5,0,0,0,1,0,0,.000,22,3,,8,2,3,1,1,1,0,0,3,2,6.00,Yakult Swallows,
Maruyama Shota,22,0,0,0,0,0,0,.000,117,26,.2,20,3,16,2,2,25,1,0,12,12,4.05,Yakult Swallows,
Narita Kakeru,3,0,0,0,0,0,0,.000,17,3,.1,4,0,1,0,2,2,1,0,2,2,5.40,Yakult Swallows,
Ogawa Yasuhiro,23,10,8,0,0,0,0,.556,579,144,,124,14,33,2,4,86,2,0,60,54,3.38,Yakult Swallows,
Ohnishi Hiroki,46,2,2,0,6,0,0,.500,226,55,,53,3,12,3,3,35,2,0,23,22,3.60,Yakult Swallows,
Onaka Yuya,11,0,1,0,0,0,0,.000,72,15,.2,21,2,7,0,1,8,1,0,9,9,5.17,Yakult Swallows,
Peters Dillon,18,6,5,0,0,0,0,.545,415,100,.2,99,8,21,3,5,66,1,0,41,36,3.22,Yakult Swallows,
Rodriguez Elvin,7,1,5,0,0,0,0,.167,145,33,,33,5,13,2,1,23,3,0,20,15,4.09,Yakult Swallows,
Sakaguchi Kousuke,13,0,2,0,2,0,0,.000,73,16,.1,19,0,6,2,0,17,1,0,7,6,3.31,Yakult Swallows,
Shimizu Noboru,56,1,8,0,38,0,0,.111,220,54,.1,50,6,6,2,2,47,1,0,20,18,2.98,Yakult Swallows,
Sneed Cy,23,7,8,0,0,2,2,.467,569,135,,133,15,36,2,3,103,2,0,61,55,3.67,Yakult Swallows,
Taguchi Kazuto,50,3,5,33,6,0,0,.375,193,48,.1,39,2,13,1,0,55,1,0,11,10,1.86,Yakult Swallows,
Takahashi Keiji,20,4,9,0,0,0,0,.308,445,101,.2,104,20,47,3,6,94,3,0,53,52,4.60,Yakult Swallows,
Takanashi Hirotoshi,15,0,3,0,1,0,0,.000,170,40,.1,42,6,10,1,1,30,1,0,23,21,4.69,Yakult Swallows,
Umeno Yugo,5,0,0,0,0,0,0,.000,36,8,,9,1,4,0,0,4,1,0,3,3,3.38,Yakult Swallows,
Yamamoto Daiki,42,2,0,0,9,0,0,1.000,148,35,.1,32,4,13,4,3,26,2,0,11,10,2.55,Yakult Swallows,
Yamano Taichi,5,1,3,0,0,0,0,.250,112,26,,25,2,11,2,1,15,0,1,13,12,4.15,Yakult Swallows,
Yoshimura Kojiro,12,4,2,0,0,0,0,.667,257,60,.1,66,9,14,0,2,46,1,0,31,29,4.33,Yakult Swallows,
Feliz Michael,19,1,0,0,9,0,0,1.000,65,14,.1,9,1,11,1,2,16,0,0,5,5,3.14,Chunichi Dragons,
Fujishima Kento,56,1,1,4,14,0,0,.500,196,50,.2,34,1,14,1,1,46,1,0,10,6,1.07,Chunichi Dragons,
Fuku Hiroto,29,1,0,0,12,0,0,1.000,76,17,.2,12,1,8,2,1,15,0,0,8,5,2.55,Chunichi Dragons,
Fukushima Shota,4,0,0,0,0,0,0,.000,20,3,.1,8,0,1,0,1,2,1,0,5,5,13.50,Chunichi Dragons,
Fukutani Koji,14,3,4,0,0,0,0,.429,241,54,,72,6,11,0,1,36,1,0,34,31,5.17,Chunichi Dragons,
Hashimoto Yuki,13,1,0,0,0,0,0,1.000,64,15,.1,9,0,10,0,3,9,1,0,2,2,1.17,Chunichi Dragons,
Katsuno Akiyoshi,50,5,2,1,20,0,0,.714,201,49,.1,33,2,22,4,2,49,1,0,11,11,2.01,Chunichi Dragons,
Kondo Ren,1,0,0,0,0,0,0,.000,16,1,,8,0,4,0,1,1,0,0,10,8,72.00,Chunichi Dragons,
Martinez Raidel,48,3,1,32,9,0,0,.750,173,46,.2,31,1,4,0,0,62,0,0,4,2,0.39,Chunichi Dragons,
Matsuba Takahiro,11,1,4,0,0,0,0,.200,232,57,.2,55,1,14,1,1,20,1,0,23,21,3.28,Chunichi Dragons,
Matsuyama Shinya,36,1,1,0,17,0,0,.500,146,35,.1,23,0,14,1,6,50,4,0,6,5,1.27,Chunichi Dragons,
Mejia Humberto,8,3,1,0,0,0,0,.750,179,44,.1,31,3,18,0,2,20,1,0,11,11,2.23,Chunichi Dragons,
Nakachi Reia,9,2,5,0,0,0,0,.286,194,43,.1,41,6,25,1,0,37,0,0,24,24,4.98,Chunichi Dragons,
Neo Akira,2,0,0,0,0,0,0,.000,51,12,.2,9,0,8,0,0,4,0,0,5,1,0.71,Chunichi Dragons,
Ogasawara Shinnosuke,25,7,12,0,0,1,1,.368,665,160,.2,153,14,41,1,4,134,3,0,69,64,3.59,Chunichi Dragons,
Ohno Yudai,1,0,1,0,0,0,0,.000,26,7,,3,0,1,0,0,3,0,0,1,0,0.00,Chunichi Dragons,
Okano Yuichiro,15,0,0,0,0,0,0,.000,92,22,,22,3,2,0,3,19,1,0,14,14,5.73,Chunichi Dragons,
Saitoh Kohki,31,2,0,0,11,0,0,1.000,100,24,.2,18,0,10,1,1,24,1,0,3,2,0.73,Chunichi Dragons,
Shimizu Tatsuya,50,3,3,0,25,0,0,.500,198,46,.2,34,3,30,1,1,54,4,0,16,16,3.09,Chunichi Dragons,
Sobue Daisuke,45,3,5,0,13,0,0,.375,168,40,.1,39,4,8,0,1,35,0,0,16,16,3.57,Chunichi Dragons,
Sunada Yoshiki,18,0,1,0,1,0,0,.000,60,13,.2,12,1,7,1,0,12,1,0,7,7,4.61,Chunichi Dragons,
Suzuki Hiroshi,9,1,2,0,1,0,0,.333,106,24,.1,23,1,12,1,2,5,0,0,12,11,4.07,Chunichi Dragons,
Tajima Shinji,32,1,2,0,10,0,0,.333,127,29,.2,24,3,17,0,1,31,0,0,16,16,4.85,Chunichi Dragons,
Takahashi Hiroto,25,7,11,0,0,1,1,.389,621,146,,129,6,51,0,9,145,8,0,52,41,2.53,Chunichi Dragons,
Tanimoto Keisuke,7,0,0,0,0,0,0,.000,28,5,.1,5,1,6,0,0,2,0,0,8,5,8.44,Chunichi Dragons,
Ueda Kotaro,13,0,0,0,0,0,0,.000,93,20,,22,0,9,0,0,15,0,0,13,10,4.50,Chunichi Dragons,
Umetsu Kodai,3,1,1,0,0,0,0,.500,71,19,,9,2,5,0,2,11,0,0,3,2,0.95,Chunichi Dragons,
Wakui Hideaki,21,5,13,0,0,0,0,.278,479,111,,116,9,30,1,2,89,1,0,53,49,3.97,Chunichi Dragons,
Yamamoto Takumi,14,0,1,0,0,0,0,.000,61,13,,17,1,5,0,0,11,0,0,11,8,5.54,Chunichi Dragons,
Yanagi Yuya,24,4,11,0,0,2,0,.267,636,158,.1,126,6,47,1,4,105,2,0,46,43,2.44,Chunichi Dragons,
Abe Shota,49,3,5,1,21,0,0,.375,193,46,.2,37,4,12,1,5,42,1,0,17,14,2.70,ORIX Buffaloes,
Azuma Kohei,10,6,0,0,0,0,0,1.000,209,52,.1,45,2,9,0,5,40,1,0,14,12,2.06,ORIX Buffaloes,
Cotton Jharel,7,1,1,0,1,0,0,.500,84,18,.1,24,4,4,0,1,22,2,0,13,12,5.89,ORIX Buffaloes,
Higa Motoki,31,2,0,0,6,0,0,1.000,83,20,,21,3,2,0,2,10,0,0,5,5,2.25,ORIX Buffaloes,
Hirano Yoshihisa,42,3,2,29,5,0,0,.600,167,40,,36,1,13,0,0,24,1,0,5,5,1.13,ORIX Buffaloes,
Honda Hitomi,28,2,1,0,7,0,0,.667,145,32,.2,36,5,12,2,0,34,2,0,23,23,6.34,ORIX Buffaloes,
Kogita Atsuya,38,4,0,0,7,0,0,1.000,193,49,.1,37,4,13,0,0,37,1,0,16,12,2.19,ORIX Buffaloes,
Kondoh Taisuke,12,0,1,0,0,0,0,.000,57,12,.1,12,1,8,0,1,16,0,0,7,7,5.11,ORIX Buffaloes,
Kuroki Yuta,12,1,5,0,0,0,0,.167,122,26,,33,2,16,0,1,20,1,0,20,19,6.58,ORIX Buffaloes,
Mae Yuito,2,0,0,0,0,0,0,.000,8,2,,1,0,1,0,0,2,0,0,0,0,0.00,ORIX Buffaloes,
Miyagi Hiroya,22,10,4,0,0,3,3,.714,575,146,.2,107,7,31,1,5,122,1,0,38,37,2.27,ORIX Buffaloes,
Muranishi Ryota,7,0,1,0,0,0,0,.000,52,11,.2,11,1,5,0,1,6,0,0,8,8,6.17,ORIX Buffaloes,
Nix Jacob,2,0,1,0,0,0,0,.000,30,6,,7,2,6,0,0,5,0,0,7,7,10.50,ORIX Buffaloes,
Ono Taiki,5,0,0,0,0,0,0,.000,35,6,,6,0,10,0,1,0,0,0,4,4,6.00,ORIX Buffaloes,
Saito Kyosuke,1,0,0,0,0,0,0,.000,17,4,,2,0,2,0,2,3,0,0,0,0,0.00,ORIX Buffaloes,
Sotani Ryuhei,10,1,2,0,0,0,0,.333,138,32,.2,33,0,15,0,1,27,2,0,16,14,3.86,ORIX Buffaloes,
Tajima Daiki,13,6,4,0,0,0,0,.600,338,81,.2,73,9,18,0,2,64,2,0,31,28,3.09,ORIX Buffaloes,
Takeyasu Daichi,2,0,2,0,0,0,0,.000,26,4,.1,12,0,3,0,1,1,0,0,5,5,10.38,ORIX Buffaloes,
Udagawa Yuki,46,4,0,2,20,0,0,1.000,192,45,.2,22,3,30,1,2,52,4,0,9,9,1.77,ORIX Buffaloes,
Urushihara Taisei,16,0,0,0,1,0,0,.000,99,21,,23,1,12,1,3,10,4,0,11,7,3.00,ORIX Buffaloes,
Waguespack Jacob,31,4,7,2,4,0,0,.364,201,43,.2,44,4,26,0,1,67,2,0,30,28,5.77,ORIX Buffaloes,
Yamada Nobuyoshi,32,0,0,0,6,0,0,.000,121,31,.1,23,1,10,0,1,29,0,0,4,4,1.15,ORIX Buffaloes,
Yamamoto Yoshinobu,23,16,6,0,0,2,1,.727,636,164,,117,2,28,0,6,169,1,0,27,22,1.21,ORIX Buffaloes,
Yamaoka Taisuke,31,2,1,3,8,0,0,.667,390,94,,75,4,33,2,3,97,7,0,26,24,2.30,ORIX Buffaloes,
Yamasaki Sachiya,23,11,5,0,0,0,0,.688,537,130,.1,127,7,24,0,5,80,0,0,48,47,3.25,ORIX Buffaloes,
Yamashita Shunpeita,16,9,3,0,0,0,0,.750,383,95,,71,2,30,0,4,101,4,1,21,17,1.61,ORIX Buffaloes,
Yamazaki Soichiro,53,1,1,9,27,0,0,.500,211,52,,42,3,18,0,0,60,0,0,12,12,2.08,ORIX Buffaloes,
Yokoyama Kaede,4,0,1,0,0,0,0,.000,18,3,.2,4,0,4,0,0,3,0,0,3,3,7.36,ORIX Buffaloes,
Yoshida Ryo,19,0,0,0,4,0,0,.000,79,16,.2,16,1,10,0,1,12,0,0,8,6,3.24,ORIX Buffaloes,
Azuma Yusuke,36,0,1,0,11,0,0,.000,141,34,,29,3,12,0,1,28,4,0,11,11,2.91,Lotte Marines,
Castillo Luis,12,3,3,0,1,0,0,.500,200,49,,52,2,3,0,2,34,1,0,18,17,3.12,Lotte Marines,
Hirohata Atsuya,8,1,1,0,0,0,0,.500,50,11,,14,1,5,1,0,11,0,0,7,7,5.73,Lotte Marines,
Iwashita Daiki,27,1,0,0,3,0,0,1.000,130,30,.2,25,2,14,3,1,28,3,0,11,10,2.93,Lotte Marines,
Karakawa Yuki,6,0,1,0,1,0,0,.000,37,7,.2,15,1,1,0,0,2,0,0,6,6,7.04,Lotte Marines,
Kikuchi Riku,1,0,1,0,0,0,0,.000,22,4,,7,1,3,0,0,0,2,0,4,1,2.25,Lotte Marines,
