Player,Age,Pos,Inn,TZR,TZR/143,RngR,ARM,DPR,ErrR,Pos Adj,Framing,Blocking,Team,League
Aramaki Yu,23,5,16.2,1.1,84.8,0.8,,-0.0,0.2,-0.1,,,Yomiuri Giants,C
Hanada Asahi,23,8,63.0,1.1,22.5,1.1,-0.0,,0.0,0.2,,,Chunichi Dragons,C
Masuda Daiki,32,4,10.0,1.0,128.7,0.6,,0.3,0.1,0.0,,,Yomiuri Giants,C
Aizawa Tsubasa,38,2,26.0,1.0,49.5,,1.2,,-0.2,0.4,-1.1,0.1,Hiroshima Carp,W
Consuegra Stanley,25,9,27.0,1.0,47.7,0.6,0.4,,0.0,-0.1,,,Hanshin Tigers,W
Sugisawa Ryu,26,8,25.0,1.0,51.5,0.9,0.1,,0.0,0.1,,,ORIX Buffaloes,W
Hashimoto Seiya,25,9,9.0,0.9,128.7,0.9,0.0,,0.0,-0.0,,,Yakult Swallows,E
Sekine Taiki,31,7,18.0,0.9,64.4,0.5,0.4,,0.0,-0.2,,,DeNA BayStars,C
Ramirez Moises,24,5,59.2,0.9,19.4,0.2,,0.0,0.7,-0.2,,,Hiroshima Carp,W
Kodama Ryosuke,27,5,24.1,0.9,47.7,0.6,,0.0,0.3,-0.1,,,Seibu Lions,C
Ishizuka Soichiro,25,3,40.1,0.9,28.7,1.2,,0.2,-0.4,-0.5,,,SoftBank Hawks,W
Hirose Yuki,19,6,20.0,0.9,57.9,0.6,,0.4,-0.1,0.2,,,SoftBank Hawks,W
Tamura Shunsuke,22,9,18.0,0.9,64.4,1.4,-0.5,,0.0,-0.1,,,Hiroshima Carp,W
Mutoh Atsuki,25,9,23.0,0.9,50.4,0.8,0.1,,0.0,-0.1,,,Rakuten Eagles,E
Onodera Dan,28,8,25.0,0.9,46.3,1.1,-0.2,,0.0,0.1,,,Hanshin Tigers,W
Teramoto Seiichi,23,8,12.0,0.9,96.5,0.1,0.7,,0.0,0.0,,,ORIX Buffaloes,W
Nishi Junya,24,9,69.0,0.9,16.8,0.1,0.7,,0.0,-0.3,,,Hanshin Tigers,W
Tsuge Sena,29,2,18.0,0.9,64.4,,0.8,,0.0,0.3,-0.6,-0.1,Seibu Lions,C
Yamamoto Daito,23,9,14.0,0.9,82.7,0.6,0.3,,0.0,-0.1,,,Lotte Marines,E
Inoue Kouta,24,7,8.0,0.9,144.8,0.5,0.3,,0.0,-0.1,,,Lotte Marines,E
Noguchi Tomoya,26,6,26.0,0.8,39.6,0.4,,-0.1,0.6,0.2,,,ORIX Buffaloes,W
Masuda Daiki,32,8,10.0,0.8,103.0,0.8,0.0,,0.0,0.0,,,Yomiuri Giants,C
Tanaka Kazuki,31,8,4.0,0.8,257.4,0.8,0.0,,0.0,0.0,,,Rakuten Eagles,E
Endoh Joh,24,9,16.0,0.8,64.4,0.8,0.0,,0.0,-0.1,,,ORIX Buffaloes,W
Fukumoto Yuma,26,7,22.0,0.8,46.8,0.8,0.0,,0.0,-0.2,,,Chunichi Dragons,C
Kaneko Kyosuke,22,3,35.2,0.8,28.8,0.7,,-0.1,0.2,-0.4,,,Rakuten Eagles,E
Sano Taiyo,24,4,14.0,0.8,73.5,0.8,,-0.2,0.1,0.0,,,Hanshin Tigers,W
Kishida Yukinori,29,2,5.0,0.8,205.9,,0.8,,0.0,0.1,0.6,-0.1,Yomiuri Giants,C
Gen Kendai,24,9,7.0,0.8,147.1,0.4,0.4,,0.0,-0.0,,,ORIX Buffaloes,W
Matsuishi Shinya,20,6,81.0,0.8,12.7,-0.6,,0.1,1.4,0.7,,,Lotte Marines,E
Nakata Ayumu,22,6,8.1,0.8,124.0,0.4,,0.0,0.3,0.1,,,Yomiuri Giants,C
Kawakami Rii,25,3,34.0,0.8,30.3,0.6,,0.0,0.2,-0.4,,,Chunichi Dragons,C
Aramaki Yu,23,3,43.0,0.8,23.9,1.2,,0.0,-0.4,-0.5,,,Yomiuri Giants,C
Ishigaki Masami,27,6,15.0,0.8,68.6,0.4,,0.0,0.3,0.1,,,Lotte Marines,E
Sawano Kiyoharu,24,4,8.0,0.8,128.7,0.7,,0.0,0.1,0.0,,,Yakult Swallows,E
Kumagai Takahiro,30,6,14.0,0.7,64.4,0.3,,0.1,0.3,0.1,,,Hanshin Tigers,W
Akiyama Shun,23,9,26.0,0.7,34.6,0.7,0.0,,0.0,-0.1,,,Seibu Lions,C
Kawagoe Seiji,33,7,14.0,0.7,64.4,0.4,0.3,,0.0,-0.1,,,Chunichi Dragons,C
Maegawa Ukyo,23,3,43.0,0.7,21.0,0.5,,-0.1,0.3,-0.5,,,Hanshin Tigers,W
Motoyama Hiyu,27,3,17.0,0.7,53.0,0.5,,0.0,0.2,-0.2,,,Hanshin Tigers,W
Tanihata Shogo,22,4,66.0,0.7,13.6,1.0,,-0.0,-0.3,0.2,,,Hanshin Tigers,W
Maekawa Seita,23,4,25.0,0.7,36.0,0.1,,0.3,0.2,0.1,,,Hiroshima Carp,W
Momosaki Aoi,20,4,8.0,0.7,112.6,0.4,,0.2,0.1,0.0,,,Hanshin Tigers,W
Shimizu Kanato,21,2,17.0,0.7,53.0,,0.7,,0.0,0.2,0.4,0.1,Hiroshima Carp,W
Oda Koichiro,22,3,51.0,0.7,17.7,0.3,,0.2,0.2,-0.6,,,DeNA BayStars,C
Ukai Kosuke,27,7,3.0,0.7,300.3,0.7,0.0,,0.0,-0.0,,,Chunichi Dragons,C
Nakamura Akira,36,3,5.0,0.7,180.2,0.4,,0.2,0.1,-0.1,,,SoftBank Hawks,W
Nabara Norihiko,26,8,34.2,0.7,26.0,-1.0,1.7,,0.0,0.1,,,Hiroshima Carp,W
Yamanobe Kakeru,32,4,14.0,0.7,64.4,0.3,,0.2,0.1,0.0,,,Yakult Swallows,E
Sano Taiyo,24,3,9.0,0.7,100.1,0.6,,-0.1,0.1,-0.1,,,Hanshin Tigers,W
Yamashita Kyogo,21,4,12.0,0.7,75.1,0.5,,0.1,0.1,0.0,,,SoftBank Hawks,W
Hori Shuna,20,2,45.0,0.7,20.0,,0.6,,0.1,0.6,1.5,0.2,ORIX Buffaloes,W
Nishimura Ruito,21,9,18.0,0.7,50.1,0.3,0.4,,0.0,-0.1,,,Yakult Swallows,E
Hasegawa Shinya,24,3,4.0,0.7,225.2,0.6,,-0.1,0.1,-0.0,,,Seibu Lions,C
Myose Ryosuke,20,4,40.0,0.7,22.5,0.7,,-0.2,0.2,0.1,,,Nipponham Fighters,E
Shigenaga Akira,23,5,45.0,0.6,17.2,0.1,,0.1,0.4,-0.2,,,Rakuten Eagles,E
Hashimoto Seiya,25,7,9.0,0.6,85.8,0.6,0.0,,0.0,-0.1,,,Yakult Swallows,E
Shimpo Mao,22,5,8.0,0.6,96.5,0.5,,0.0,0.2,-0.0,,,Chunichi Dragons,C
Hosokawa Ryohei,24,7,10.0,0.6,77.2,0.6,0.0,,0.0,-0.1,,,Nipponham Fighters,E
Momosaki Aoi,20,5,26.0,0.6,29.7,0.2,,0.1,0.3,-0.1,,,Hanshin Tigers,W
Tima Julian,21,3,22.1,0.6,34.6,0.5,,0.0,0.1,-0.3,,,Yomiuri Giants,C
Takeshita Raia,19,3,19.0,0.6,40.6,0.3,,0.2,0.1,-0.2,,,Yomiuri Giants,C
Kakunaka Katsuya,39,7,2.0,0.6,386.1,-0.7,1.3,,0.0,-0.0,,,Lotte Marines,E
Maru Yoshihiro,37,8,7.0,0.6,110.3,0.6,0.0,,0.0,0.0,,,Yomiuri Giants,C
Gen Kendai,24,8,10.0,0.6,77.2,0.6,0.0,,0.0,0.0,,,ORIX Buffaloes,W
Sasagawa Yoshiyasu,24,9,18.0,0.6,42.9,0.6,0.0,,0.0,-0.1,,,SoftBank Hawks,W
Shimpo Mao,22,6,51.0,0.6,15.1,-0.1,,0.3,0.4,0.4,,,Chunichi Dragons,C
Hirose Yuki,19,4,11.0,0.6,70.2,0.5,,0.0,0.1,0.0,,,SoftBank Hawks,W
Itayama Yutaro,32,9,5.0,0.6,154.4,0.6,0.0,,0.0,-0.0,,,Chunichi Dragons,C
Tanaka Haruto,20,5,9.0,0.6,85.8,0.3,,0.1,0.2,-0.0,,,Yakult Swallows,E
Kishimoto Daiki,24,4,51.2,0.6,14.9,0.3,,-0.1,0.4,0.1,,,Hiroshima Carp,W
Kodama Ryosuke,27,6,9.0,0.6,85.8,0.3,,0.1,0.1,0.1,,,Seibu Lions,C
Nakashima Takuya,35,6,4.0,0.6,193.0,0.4,,0.0,0.1,0.0,,,Nipponham Fighters,E
Sakaguchi Uta,23,3,44.0,0.6,17.6,0.4,,-0.1,0.2,-0.5,,,Nipponham Fighters,E
Asama Daiki,30,7,19.0,0.5,33.9,0.8,-0.2,,0.0,-0.2,,,Nipponham Fighters,E
Kamizato Kazuki,32,7,6.0,0.5,107.2,0.5,0.0,,0.0,-0.1,,,DeNA BayStars,C
Inoue Tomoya,23,7,15.0,0.5,42.9,0.5,0.0,,0.0,-0.1,,,SoftBank Hawks,W
Sato Taiyo,24,5,11.0,0.5,58.5,0.4,,0.0,0.1,-0.0,,,Seibu Lions,C
Katsumata Rui,21,4,11.0,0.5,58.5,0.5,,-0.0,0.1,0.0,,,Lotte Marines,E
Uchiyama Souma,24,4,25.0,0.5,25.7,0.4,,-0.0,0.1,0.1,,,Yakult Swallows,E
Matsuo Shion,21,2,15.0,0.5,42.9,,0.5,,0.0,0.2,1.6,0.0,DeNA BayStars,C
Imagawa Yuma,29,8,9.0,0.5,71.5,0.4,0.1,,0.0,0.0,,,Nipponham Fighters,E
Oda Koichiro,22,5,32.0,0.5,20.1,0.8,,0.1,-0.4,-0.1,,,DeNA BayStars,C
Takano Souta,20,3,21.0,0.5,30.6,0.4,,-0.1,0.2,-0.2,,,Yakult Swallows,E
Tatsumi Ryosuke,29,8,21.2,0.5,29.7,0.7,-0.2,,0.0,0.1,,,Rakuten Eagles,E
Hamada Taiki,25,7,8.0,0.5,80.4,0.5,0.0,,0.0,-0.1,,,Hanshin Tigers,W
Nakamura Naiki,19,4,41.0,0.5,15.7,-0.2,,0.4,0.3,0.1,,,Chunichi Dragons,C
Ikeda Raito,26,3,4.0,0.5,160.9,0.4,,0.0,0.1,-0.0,,,Lotte Marines,E
Toi Reiji,21,3,10.0,0.5,64.4,0.4,,0.0,0.1,-0.1,,,Hanshin Tigers,W
Asama Daiki,30,8,31.0,0.5,20.8,0.5,-0.0,,0.0,0.1,,,Nipponham Fighters,E
Kishi Junichiro,29,5,15.0,0.5,42.9,0.3,,0.0,0.2,-0.1,,,Seibu Lions,C
Mochimaru Taiki,24,2,17.2,0.5,36.4,,0.4,,0.0,0.3,1.4,-0.0,Hiroshima Carp,W
Onodera Dan,28,3,14.0,0.5,46.0,0.3,,0.0,0.1,-0.2,,,Hanshin Tigers,W
Shoji Yudai,23,6,9.0,0.5,71.5,0.2,,0.0,0.3,0.1,,,SoftBank Hawks,W
Tatematsu Yu,27,7,40.0,0.5,16.1,0.7,-0.2,,0.0,-0.4,,,Lotte Marines,E
Suzuki Yamato,27,8,52.0,0.5,12.4,0.4,0.1,,0.0,0.2,,,Yomiuri Giants,C
Yoshino Soshi,22,8,47.0,0.5,13.7,-0.6,1.0,,0.0,0.2,,,Rakuten Eagles,E
Tanaka Takaya,33,2,18.0,0.5,35.8,,0.4,,0.0,0.3,-1.0,0.1,Rakuten Eagles,E
Ohizumi Shuya,26,8,19.0,0.4,27.1,0.4,0.0,,0.0,0.1,,,SoftBank Hawks,W
Ogata Riku,27,8,28.1,0.4,18.2,0.2,0.2,,0.0,0.1,,,SoftBank Hawks,W
Fujita Kento,24,2,9.0,0.4,57.2,,0.4,,0.0,0.1,-0.5,0.0,Hanshin Tigers,W
Kamikawabata Daigo,29,6,8.0,0.4,64.4,0.3,,0.0,0.1,0.1,,,Nipponham Fighters,E
Yasutake Toshiki,25,2,9.0,0.4,57.2,,0.4,,0.0,0.1,-0.4,0.0,Hiroshima Carp,W
Nakazawa Koki,20,6,11.0,0.4,46.8,1.1,,-0.4,-0.3,0.1,,,SoftBank Hawks,W
Katoh Takuma,34,2,8.0,0.4,64.4,,0.4,,0.0,0.1,-0.4,0.0,Chunichi Dragons,C
Kohama Yuto,24,6,76.2,0.4,6.7,-0.2,,0.6,0.0,0.6,,,Yomiuri Giants,C
Ohizumi Shuya,26,9,5.0,0.4,103.0,0.4,0.0,,0.0,-0.0,,,SoftBank Hawks,W
Katsumata Atsushi,26,9,11.0,0.4,46.8,0.4,0.0,,0.0,-0.0,,,DeNA BayStars,C
Ishikawa Takaya,25,5,4.0,0.4,128.7,0.4,,-0.1,0.1,-0.0,,,Chunichi Dragons,C
Chinen Taisei,26,9,25.0,0.4,20.6,0.3,0.1,,0.0,-0.1,,,Yomiuri Giants,C
Hosokawa Ryohei,24,5,10.0,0.4,51.5,0.2,,0.1,0.1,-0.0,,,Nipponham Fighters,E
Umeno Ryutaro,35,2,29.0,0.4,17.8,,0.6,,-0.2,0.4,0.3,-0.1,Hanshin Tigers,W
Wada Koshiro,27,8,8.0,0.4,64.4,0.6,-0.2,,0.0,0.0,,,Lotte Marines,E
Tateishi Masahiro,22,7,16.0,0.4,32.2,-0.5,0.8,,0.0,-0.1,,,Hanshin Tigers,W
Ikeda Raito,26,5,9.0,0.4,57.2,0.3,,0.0,0.1,-0.0,,,Lotte Marines,E
Sakaue Shoya,22,9,8.0,0.4,64.4,0.2,0.1,,0.0,-0.0,,,Rakuten Eagles,E
Kodama Ryosuke,27,4,14.0,0.4,36.8,0.3,,-0.0,0.1,0.0,,,Seibu Lions,C
Shimizu Uta,18,4,11.0,0.4,46.8,0.1,,0.1,0.1,0.0,,,DeNA BayStars,C
Fujino Keio,22,9,9.1,0.4,55.4,0.4,0.0,,0.0,-0.0,,,SoftBank Hawks,W
Tsuda Keishi,23,5,19.0,0.3,20.3,0.8,,0.0,-0.5,-0.1,,,Chunichi Dragons,C
Oda Gouki,25,8,2.0,0.3,193.0,0.6,-0.2,,0.0,0.0,,,Chunichi Dragons,C
Kishi Junichiro,29,7,2.0,0.3,193.0,0.3,0.0,,0.0,-0.0,,,Seibu Lions,C
Yano Taijiro,24,2,17.0,0.3,22.7,,0.3,,0.0,0.2,-1.0,0.1,Yakult Swallows,E
Yamanobe Kakeru,32,7,7.0,0.3,55.2,0.3,0.0,,0.0,-0.1,,,Yakult Swallows,E
Tatsumi Konosuke,25,7,2.0,0.3,193.0,0.3,0.0,,0.0,-0.0,,,Hiroshima Carp,W
Fujita Kazuki,20,7,4.0,0.3,96.5,0.3,0.0,,0.0,-0.0,,,Lotte Marines,E
Moiseev Nikita,19,9,9.0,0.3,42.9,0.6,-0.3,,0.0,-0.0,,,Yakult Swallows,E
Sakaguchi Uta,23,7,1.0,0.3,386.1,0.3,0.0,,0.0,-0.0,,,Nipponham Fighters,E
Ikeda Raito,26,4,13.0,0.3,29.7,0.1,,0.1,0.1,0.0,,,Lotte Marines,E
Satoh Kota,22,8,10.0,0.3,38.6,0.3,0.0,,0.0,0.0,,,SoftBank Hawks,W
Mikata Haruto,23,8,9.0,0.3,42.9,0.3,0.0,,0.0,0.0,,,ORIX Buffaloes,W
Gonzalez Oscar,28,7,10.0,0.3,38.6,-0.0,0.3,,0.0,-0.1,,,Rakuten Eagles,E
Sasagawa Yoshiyasu,24,8,9.0,0.3,42.9,0.1,0.2,,0.0,0.0,,,SoftBank Hawks,W
Tateishi Masahiro,22,5,10.0,0.3,38.6,0.1,,0.1,0.1,-0.0,,,Hanshin Tigers,W
Nakata Ayumu,22,4,21.0,0.3,18.4,0.2,,-0.0,0.1,0.1,,,Yomiuri Giants,C
Tsuda Keishi,23,4,13.0,0.3,29.7,-0.2,,0.5,0.1,0.0,,,Chunichi Dragons,C
Lin Kuan-Chen,23,9,2.0,0.3,193.0,0.3,0.0,,0.0,-0.0,,,Seibu Lions,C
Ozuna Jose,19,9,27.0,0.3,14.3,0.3,-0.0,,0.0,-0.1,,,SoftBank Hawks,W
Shintoh Yuya,24,2,16.0,0.3,24.1,,0.3,,0.0,0.2,-0.4,0.1,Nipponham Fighters,E
Yano Masaya,27,4,17.0,0.3,22.7,0.1,,0.0,0.1,0.1,,,Hiroshima Carp,W
Murata Reon,24,3,66.1,0.3,5.8,0.8,,0.0,-0.5,-0.7,,,Seibu Lions,C
Kishimoto Daiki,24,6,5.0,0.3,77.2,0.1,,0.1,0.1,0.0,,,Hiroshima Carp,W
Kishi Junichiro,29,3,12.0,0.3,32.2,0.3,,-0.1,0.1,-0.1,,,Seibu Lions,C
Tanaka Kazuki,31,7,11.0,0.3,35.1,0.3,0.0,,0.0,-0.1,,,Rakuten Eagles,E
Yuasa Dai,26,8,4.0,0.3,96.5,0.3,0.0,,0.0,0.0,,,Yomiuri Giants,C
Sakaguchi Uta,23,8,5.0,0.3,77.2,0.3,0.0,,0.0,0.0,,,Nipponham Fighters,E
Hama Shonosuke,26,8,5.0,0.3,77.2,0.3,0.0,,0.0,0.0,,,DeNA BayStars,C
Masuda Daiki,32,5,3.0,0.3,128.7,0.2,,0.0,0.1,-0.0,,,Yomiuri Giants,C
Kozono Kaito,26,5,6.0,0.3,64.4,0.2,,0.0,0.1,-0.0,,,Hiroshima Carp,W
Itoh Yukiya,29,5,9.0,0.3,42.9,0.2,,0.0,0.1,-0.0,,,Rakuten Eagles,E
Nagasaka Kenya,32,2,12.0,0.3,32.2,,0.3,,0.0,0.2,-0.6,0.0,Hanshin Tigers,W
Shimada Kairi,30,8,16.0,0.3,24.1,-0.1,0.3,,0.0,0.1,,,Hanshin Tigers,W
Tamura Tatsuhiro,32,2,8.2,0.3,44.4,,0.2,,0.0,0.1,0.3,0.0,Lotte Marines,E
Kato Hibiki,24,4,13.0,0.3,29.7,0.1,,0.1,0.1,0.0,,,DeNA BayStars,C
Tatematsu Yu,27,2,9.0,0.3,42.9,,0.3,,0.0,0.1,0.1,0.1,Lotte Marines,E
Yoshino Soshi,22,7,14.0,0.3,27.6,0.1,0.1,,0.0,-0.1,,,Rakuten Eagles,E
Mizukami Kei,24,2,6.0,0.3,64.4,,0.2,,0.0,0.1,0.1,0.1,Rakuten Eagles,E
Maeda Ginji,22,7,5.0,0.2,51.5,0.5,-0.3,,0.0,-0.1,,,Rakuten Eagles,E
Matsumoto Naoki,32,2,42.0,0.2,6.1,,0.2,,0.1,0.6,-0.1,0.0,Yakult Swallows,E
Furuichi Takeru,24,2,46.0,0.2,5.6,,0.2,,0.1,0.7,-1.6,0.1,DeNA BayStars,C
Akihiro Yuto,23,3,12.0,0.2,21.4,0.2,,0.0,0.0,-0.1,,,SoftBank Hawks,W
Ishikawa Takaya,25,3,5.0,0.2,51.5,0.2,,0.0,0.0,-0.1,,,Chunichi Dragons,C
Tamura Shunsuke,22,3,2.0,0.2,128.7,0.2,,0.0,0.0,-0.0,,,Hiroshima Carp,W
Mogi Eigoro,32,3,7.0,0.2,36.8,0.2,,0.0,0.0,-0.1,,,Yakult Swallows,E
Mogi Eigoro,32,5,50.0,0.2,5.1,-0.1,,-0.1,0.5,-0.2,,,Yakult Swallows,E
Hamada Taiki,20,3,4.0,0.2,64.4,0.2,,0.0,0.0,-0.0,,,Nipponham Fighters,E
Takahashi Shuhei,32,3,6.0,0.2,42.9,0.1,,0.0,0.1,-0.1,,,Chunichi Dragons,C
Dohbayashi Shota,34,3,17.0,0.2,15.1,0.1,,0.0,0.1,-0.2,,,Hiroshima Carp,W
Fukushima Kein,24,8,47.0,0.2,5.5,0.5,-0.3,,0.0,0.2,,,Hanshin Tigers,W
Oda Koichiro,22,4,6.0,0.2,42.9,0.1,,0.1,0.0,0.0,,,DeNA BayStars,C
Nishimaki Kenji,27,5,18.0,0.2,14.3,0.1,,0.0,0.1,-0.1,,,DeNA BayStars,C
Kubo Shu,25,8,11.0,0.2,23.4,0.4,-0.2,,0.0,0.0,,,Hiroshima Carp,W
Utsunomiya Kisara,22,4,8.0,0.2,32.2,0.3,,-0.1,0.0,0.0,,,Yomiuri Giants,C
Ueda Kyuto,24,5,9.0,0.2,28.6,0.1,,0.0,0.1,-0.0,,,Lotte Marines,E
Sakura Kyoshiro,20,5,17.0,0.2,15.1,0.1,,0.0,0.1,-0.1,,,SoftBank Hawks,W
Kubota Yosuke,18,9,15.0,0.2,17.2,-0.6,0.8,,0.0,-0.1,,,ORIX Buffaloes,W
Asama Daiki,30,9,14.0,0.2,18.4,0.1,0.1,,0.0,-0.1,,,Nipponham Fighters,E
Kawamura Yuto,26,9,5.0,0.2,51.5,0.1,0.1,,0.0,-0.0,,,SoftBank Hawks,W
Handa Minato,19,6,23.0,0.2,11.2,0.0,,-0.4,0.5,0.2,,,Nipponham Fighters,E
Fukuo Haruma,20,3,6.0,0.1,21.4,0.1,,0.0,0.1,-0.1,,,Seibu Lions,C
Noguchi Tomoya,26,4,9.0,0.1,14.3,0.1,,0.0,0.1,0.0,,,ORIX Buffaloes,W
Wada Koshiro,27,7,4.0,0.1,32.2,0.5,-0.3,,0.0,-0.0,,,Lotte Marines,E
Fujino Keio,22,7,9.0,0.1,14.3,0.1,0.0,,0.0,-0.1,,,SoftBank Hawks,W
Kaneko Koji,22,5,25.0,0.1,5.1,-0.1,,-0.0,0.3,-0.1,,,Seibu Lions,C
Wada Koshiro,27,9,6.0,0.1,21.4,0.1,0.0,,0.0,-0.0,,,Lotte Marines,E
Kadowaki Makoto,25,4,5.0,0.1,25.7,-0.1,,0.2,0.0,0.0,,,Yomiuri Giants,C
Kawada Yushin,24,9,5.0,0.1,25.7,0.1,0.0,,0.0,-0.0,,,Seibu Lions,C
Hasegawa Shinya,24,9,4.0,0.1,32.2,0.1,0.0,,0.0,-0.0,,,Seibu Lions,C
Ishizuka Yusei,20,5,9.0,0.1,14.3,0.0,,0.0,0.1,-0.0,,,Yomiuri Giants,C
Kadowaki Makoto,25,5,4.0,0.1,32.2,0.0,,0.0,0.1,-0.0,,,Yomiuri Giants,C
Ohtomo Sou,26,2,13.0,0.1,9.9,,0.1,,0.0,0.2,1.1,0.1,SoftBank Hawks,W
Fujioka Yudai,32,4,4.0,0.1,32.2,0.1,,0.0,0.0,0.0,,,Lotte Marines,E
Tanimura Tsuyoshi,19,3,10.0,0.1,12.9,0.1,,-0.1,0.1,-0.1,,,Lotte Marines,E
Miyamoto Takeshi,31,3,9.0,0.1,14.3,0.1,,-0.1,0.1,-0.1,,,Yakult Swallows,E
Sawano Kiyoharu,24,5,5.0,0.1,25.7,0.0,,0.0,0.1,-0.0,,,Yakult Swallows,E
Hirasawa Taiga,28,3,14.0,0.1,9.2,0.0,,0.0,0.0,-0.2,,,Seibu Lions,C
Koga Yuto,26,2,5.0,0.1,25.7,,0.1,,0.0,0.1,-0.1,0.0,Seibu Lions,C
Itayama Yutaro,32,3,1.0,0.1,128.7,0.0,,0.0,0.0,-0.0,,,Chunichi Dragons,C
Watanabe Yoshiaki,29,3,11.0,0.1,11.7,0.0,,0.0,0.0,-0.1,,,Rakuten Eagles,E
Arnaez Jean,23,3,9.0,0.1,14.3,0.0,,0.0,0.0,-0.1,,,Hanshin Tigers,W
Nakazawa Koki,20,4,45.0,0.1,2.9,0.2,,0.3,-0.5,0.1,,,SoftBank Hawks,W
