Player,Age,Pos,Inn,TZR,TZR/143,RngR,ARM,DPR,ErrR,Pos Adj,Framing,Blocking,Team,League
Oda Yuya,33,8,21.0,-1.3,-79.7,-0.9,-0.4,,0.0,0.1,,,ORIX Buffaloes,PL
Oda Yuya,33,9,15.0,0.4,34.3,-0.2,0.6,,0.0,-0.1,,,ORIX Buffaloes,PL
Oda Yuya,33,DH,1.0,,,,,,,0.0,,,ORIX Buffaloes,PL
Tanaka Kazuki,28,7,59.1,-0.5,-10.9,-0.6,0.1,,0.0,-0.6,,,Rakuten Eagles,PL
Tanaka Kazuki,28,8,42.1,2.7,82.1,1.9,0.8,,0.0,0.1,,,Rakuten Eagles,PL
Tanaka Kazuki,28,9,72.0,-1.2,-21.4,-0.9,-0.3,,0.0,-0.3,,,Rakuten Eagles,PL
Tanaka Kazuki,28,DH,9.0,,,,,,,-0.1,,,Rakuten Eagles,PL
Takeoka Ryusei,22,4,244.2,-1.7,-8.9,-2.5,,0.4,0.3,0.7,,,Yakult Swallows,CL
Takeoka Ryusei,22,5,37.0,-0.2,-7.0,0.1,,0.1,-0.4,-0.1,,,Yakult Swallows,CL
Takeoka Ryusei,22,6,131.0,0.7,6.9,1.0,,-1.2,0.9,1.1,,,Yakult Swallows,CL
Nakagawa Keita,27,3,73.0,1.7,30.0,1.1,,0.3,0.3,-0.8,,,ORIX Buffaloes,PL
Nakagawa Keita,27,7,104.0,-4.4,-54.4,-2.8,-1.6,,0.0,-1.0,,,ORIX Buffaloes,PL
Nakagawa Keita,27,8,936.1,-5.8,-8.0,-0.7,-5.2,,0.1,3.1,,,ORIX Buffaloes,PL
Nakagawa Keita,27,9,26.0,0.3,14.8,0.2,0.1,,0.0,-0.1,,,ORIX Buffaloes,PL
Nakagawa Keita,27,DH,17.0,,,,,,,-0.2,,,ORIX Buffaloes,PL
Nakamura Akira,33,3,1042.1,-3.1,-3.8,-3.7,,-0.2,0.7,-11.6,,,SoftBank Hawks,PL
Nakamura Akira,33,7,32.0,-1.7,-68.4,-1.9,0.1,,0.0,-0.3,,,SoftBank Hawks,PL
Nakamura Akira,33,9,57.0,0.2,4.5,0.6,-0.5,,0.0,-0.2,,,SoftBank Hawks,PL
Nakamura Akira,33,DH,29.0,,,,,,,-0.3,,,SoftBank Hawks,PL
Tanaka Kosuke,33,3,39.0,-0.1,-3.3,-0.3,,0.0,0.2,-0.4,,,Hiroshima Carp,CL
Tanaka Kosuke,33,5,274.0,7.4,34.8,7.2,,0.2,0.0,-1.0,,,Hiroshima Carp,CL
Tanaka Kosuke,33,6,180.1,-2.6,-18.6,-1.6,,0.0,-1.0,1.5,,,Hiroshima Carp,CL
Hirasawa Taiga,25,7,40.2,2.5,79.1,-0.4,2.9,,0.0,-0.4,,,Lotte Marines,PL
Hirasawa Taiga,25,9,346.1,5.7,21.2,5.0,0.5,,0.1,-1.4,,,Lotte Marines,PL
Ohta Kengo,26,3,3.0,0.4,171.6,0.4,,-0.1,0.1,0.0,,,Yakult Swallows,CL
Ohta Kengo,26,7,6.0,-0.6,-128.7,-0.6,0.0,,0.0,-0.1,,,Yakult Swallows,CL
Ohta Kengo,26,8,38.0,0.1,3.4,-0.9,1.0,,0.0,0.1,,,Yakult Swallows,CL
Ohta Kengo,26,9,17.0,2.1,159.0,1.6,0.5,,0.0,-0.1,,,Yakult Swallows,CL
Ohta Kengo,26,DH,1.0,,,,,,,0.0,,,Yakult Swallows,CL
Narama Taiki,23,4,132.2,-2.8,-27.2,-2.1,,-0.4,-0.2,0.4,,,Nipponham Fighters,PL
Narama Taiki,23,5,23.0,-0.3,-16.8,-0.4,,0.0,0.0,-0.1,,,Nipponham Fighters,PL
Narama Taiki,23,6,313.2,-3.6,-14.8,-1.7,,-0.8,-1.0,2.6,,,Nipponham Fighters,PL
Yachi Ryota,32,3,3.0,0.2,85.8,0.2,,0.0,0.0,0.0,,,Nipponham Fighters,PL
Yachi Ryota,32,4,145.1,-3.4,-30.1,-2.9,,-0.2,-0.3,0.4,,,Nipponham Fighters,PL
Yachi Ryota,32,5,41.2,0.2,6.2,0.0,,0.0,0.2,-0.2,,,Nipponham Fighters,PL
Yachi Ryota,32,6,25.0,0.2,10.3,0.1,,-0.1,0.2,0.2,,,Nipponham Fighters,PL
Mimori Masaki,24,3,2.0,0.2,128.7,0.2,,0.0,0.0,0.0,,,SoftBank Hawks,PL
Mimori Masaki,24,4,669.0,-4.2,-8.1,-3.2,,-1.7,0.6,1.8,,,SoftBank Hawks,PL
Mimori Masaki,24,DH,1.0,,,,,,,0.0,,,SoftBank Hawks,PL
Sumitani Ginjiro,35,2,370.2,-2.2,-7.6,,-2.2,,0.1,5.3,0.3,-1.0,Rakuten Eagles,PL
Sumitani Ginjiro,35,DH,3.0,,,,,,,0.0,,,Rakuten Eagles,PL
Alcantara Arismendy,31,3,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,Nipponham Fighters,PL
Alcantara Arismendy,31,4,65.0,0.0,0.0,0.1,,0.4,-0.4,0.2,,,Nipponham Fighters,PL
Alcantara Arismendy,31,5,74.1,0.1,1.7,0.2,,0.0,-0.1,-0.3,,,Nipponham Fighters,PL
Alcantara Arismendy,31,7,68.1,2.5,47.1,2.9,-0.4,,0.0,-0.6,,,Nipponham Fighters,PL
Alcantara Arismendy,31,8,23.0,0.6,33.6,0.6,0.0,,0.0,0.1,,,Nipponham Fighters,PL
Alcantara Arismendy,31,9,22.1,-0.4,-23.1,-0.4,0.0,,0.0,-0.1,,,Nipponham Fighters,PL
Alcantara Arismendy,31,DH,3.0,,,,,,,0.0,,,Nipponham Fighters,PL
Kurebayashi Kotaro,21,5,10.0,-0.3,-38.6,-0.3,,0.0,0.0,0.0,,,ORIX Buffaloes,PL
Kurebayashi Kotaro,21,6,1072.2,-4.6,-5.5,-6.5,,-1.2,3.2,8.7,,,ORIX Buffaloes,PL
Yamasaki Kotaro,29,7,138.0,0.1,0.9,-0.7,0.7,,0.1,-1.3,,,Yakult Swallows,CL
Yamasaki Kotaro,29,8,133.2,1.7,16.4,1.4,0.3,,0.0,0.4,,,Yakult Swallows,CL
Yamasaki Kotaro,29,9,51.0,-1.4,-35.3,-1.5,0.1,,0.0,-0.2,,,Yakult Swallows,CL
Nomura Yuki,23,3,329.0,1.7,6.7,1.9,,-0.2,0.1,-3.7,,,Nipponham Fighters,PL
Nomura Yuki,23,4,4.0,-0.3,-96.5,-0.4,,0.1,0.0,0.0,,,Nipponham Fighters,PL
Nomura Yuki,23,5,256.0,0.3,1.5,-0.1,,0.0,0.3,-1.0,,,Nipponham Fighters,PL
Nomura Yuki,23,7,158.1,-3.7,-30.1,-4.8,1.0,,0.1,-1.5,,,Nipponham Fighters,PL
Nomura Yuki,23,DH,225.1,,,,,,,-2.7,,,Nipponham Fighters,PL
Mizuno Tatsuki,22,4,90.2,-1.4,-19.9,-1.8,,0.0,0.4,0.2,,,Nipponham Fighters,PL
Mizuno Tatsuki,22,5,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,Nipponham Fighters,PL
Mizuno Tatsuki,22,6,57.0,-1.6,-36.1,0.6,,-0.4,-1.7,0.5,,,Nipponham Fighters,PL
Mizuno Tatsuki,22,DH,3.0,,,,,,,0.0,,,Nipponham Fighters,PL
Ohshiro Koji,30,4,121.0,-1.3,-13.8,-0.3,,-0.2,-0.8,0.3,,,ORIX Buffaloes,PL
Ohshiro Koji,30,5,30.0,-1.5,-64.4,-0.8,,-0.1,-0.5,-0.1,,,ORIX Buffaloes,PL
Ohshiro Koji,30,6,9.0,0.0,0.0,-0.2,,0.1,0.0,0.1,,,ORIX Buffaloes,PL
Nirasawa Yuya,22,3,32.1,-1.1,-43.8,-1.1,,0.0,0.0,-0.4,,,Hiroshima Carp,CL
Nirasawa Yuya,22,4,26.0,-0.1,-5.0,-0.1,,-0.2,0.1,0.1,,,Hiroshima Carp,CL
Nirasawa Yuya,22,5,24.0,-0.8,-42.9,-1.2,,0.2,0.2,-0.1,,,Hiroshima Carp,CL
Nirasawa Yuya,22,6,18.0,-0.6,-42.9,-0.8,,0.0,0.1,0.1,,,Hiroshima Carp,CL
Satoh Naoki,24,7,20.0,-0.4,-25.7,0.0,-0.4,,0.0,-0.2,,,SoftBank Hawks,PL
Satoh Naoki,24,8,53.0,-0.5,-12.1,-0.4,-0.1,,0.0,0.2,,,SoftBank Hawks,PL
Satoh Naoki,24,9,14.0,-0.3,-27.6,-0.3,0.0,,0.0,-0.1,,,SoftBank Hawks,PL
Satoh Naoki,24,DH,2.0,,,,,,,0.0,,,SoftBank Hawks,PL
Hirooka Taishi,26,3,5.0,0.0,0.0,0.0,,0.0,0.0,-0.1,,,Yomiuri Giants,CL
Hirooka Taishi,26,4,40.0,-2.7,-86.9,-3.1,,0.3,0.1,0.1,,,Yomiuri Giants,CL
Hirooka Taishi,26,5,3.0,-0.3,-128.7,-0.3,,0.0,0.0,0.0,,,Yomiuri Giants,CL
Yamaashi Tatsuya,29,3,53.0,0.2,4.9,0.1,,-0.1,0.2,-0.6,,,ORIX Buffaloes,PL
Yamaashi Tatsuya,29,4,24.2,-0.3,-15.6,-0.3,,0.0,0.1,0.1,,,ORIX Buffaloes,PL
Yamaashi Tatsuya,29,5,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,ORIX Buffaloes,PL
Yamaashi Tatsuya,29,6,7.0,-0.3,-55.2,-0.2,,-0.1,0.0,0.1,,,ORIX Buffaloes,PL
Noma Takayoshi,30,8,138.2,1.2,11.1,0.4,0.8,,0.0,0.5,,,Hiroshima Carp,CL
Noma Takayoshi,30,9,708.2,-0.7,-1.3,0.7,-1.7,,0.3,-2.8,,,Hiroshima Carp,CL
Noma Takayoshi,30,DH,2.1,,,,,,,0.0,,,Hiroshima Carp,CL
Shiomi Yasutaka,30,8,390.0,5.3,17.5,4.3,1.0,,0.1,1.3,,,Yakult Swallows,CL
Ogawa Ryusei,25,4,39.1,1.5,49.1,1.0,,0.2,0.3,0.1,,,Lotte Marines,PL
Ogawa Ryusei,25,5,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,Lotte Marines,PL
Ogawa Ryusei,25,9,45.1,1.6,45.5,1.8,-0.2,,0.0,-0.2,,,Lotte Marines,PL
Ogawa Ryusei,25,DH,8.0,,,,,,,-0.1,,,Lotte Marines,PL
Hosokawa Ryohei,21,3,2.0,-0.2,-128.7,-0.2,,0.0,0.0,0.0,,,Nipponham Fighters,PL
Hosokawa Ryohei,21,4,85.2,-1.7,-25.5,-0.9,,-0.5,-0.3,0.2,,,Nipponham Fighters,PL
Hosokawa Ryohei,21,5,25.0,-0.8,-41.2,-0.9,,0.0,0.0,-0.1,,,Nipponham Fighters,PL
Hosokawa Ryohei,21,6,46.0,-0.9,-25.2,0.3,,-0.1,-1.1,0.4,,,Nipponham Fighters,PL
Hosokawa Ryohei,21,7,21.0,0.0,0.0,-0.1,0.0,,0.0,-0.2,,,Nipponham Fighters,PL
