                     Player    G   PA   AB   R    H  2B  3B  HR   TB  RBI  SB  CS  SH  SF   SO   BB  IBB  HP  GDP    AVG    OBP    SLG    OPS  OPS+    ISO  BABIP      K%     BB%  BB/K   wSB PullAIR%  Chase%  Z-Con%  Swing%  SwStr%    TTO% Age  Pos  B                Team League
12             Hojoh Fumiya   33   57   50   6   10   2   0   1   15    6   0   0   2   0   11    4    0   1    1  0.200  0.273  0.300  0.573    68  0.100  0.237   19.3%    7.0%  0.36  -0.0    23.1%   21.7%   93.3%   38.2%    7.4%   28.1%                  Hanshin Tigers     CL
14           Itayama Yutaro   43   17   14   5    2   1   1   0    5    1   0   0   1   0    6    2    0   0    0  0.143  0.250  0.357  0.607    76  0.214  0.250   35.3%   11.8%  0.33  -0.0    22.2%   31.1%   70.8%   48.7%   17.9%   47.1%  27    7  L      Hanshin Tigers     CL
15             Itoh Masashi   23   44   39   1    2   0   0   0    2    0   0   0   2   0   25    3    0   0    1  0.051  0.119  0.051  0.170   -50  0.000  0.143   56.8%    6.8%  0.12  -0.0     0.0%   17.8%   58.8%   36.6%   15.4%   63.6%        1         Hanshin Tigers     CL
16            Itohara Kento  125  488  441  34  126  17   3   2  155   30   6   5   1   3   61   41    0   2    9  0.286  0.347  0.351  0.698   106  0.065  0.325   12.5%    8.4%  0.67  -0.7    11.4%   20.7%   93.1%   41.7%    5.0%   21.3%  28    4  L      Hanshin Tigers     CL
17              Itoi Yoshio   77  119  106   8   22   5   0   3   36   18   1   0   0   3   37    9    0   1    4  0.208  0.269  0.340  0.609    77  0.132  0.275   31.1%    7.6%  0.24   0.2    18.1%   26.3%   77.6%   46.8%   13.8%   41.2%  39    9  L      Hanshin Tigers     CL
18             Iwasada Yuta   46    1    1   0    0   0   0   0    0    0   0   0   0   0    0    0    0   0    0  0.000  0.000  0.000  0.000  -102  0.000  0.000    0.0%    0.0%         0.0     0.0%  100.0%           50.0%    0.0%    0.0%  29    1  L      Hanshin Tigers     CL
22             Kinami Seiya   92  132  119   9   27   8   0   1   38   15   0   0   2   3   20    7    0   1    1  0.227  0.269  0.319  0.588    72  0.092  0.257   15.2%    5.3%  0.35  -0.0    11.7%   29.7%   93.0%   51.1%    6.9%   21.2%  27  UTL  L      Hanshin Tigers     CL
24         Kumagai Takahiro   73    6    5  13    0   0   0   0    0    0   7   1   1   0    1    0    0   0    0  0.000  0.000  0.000  0.000  -102  0.000  0.000   16.7%    0.0%  0.00   0.9     0.0%   22.2%   44.4%   50.0%   22.7%   16.7%  25    7  R      Hanshin Tigers     CL
26              Marte Jefry  128  526  446  55  115  18   1  22  201   71   0   0   0   2   72   74    3   4   16  0.258  0.367  0.451  0.818   139  0.193  0.263   13.7%   14.1%  1.03  -0.1    20.2%   17.7%   88.7%   40.3%    7.4%   31.9%  30    3  R      Hanshin Tigers     CL
28           Murakami Shoki    2    1    1   0    1   0   0   0    1    0   0   0   0   0    0    0    0   0    0  1.000  1.000  1.000  2.000   494  0.000  1.000    0.0%    0.0%        -0.0     0.0%    0.0%  100.0%   25.0%    0.0%    0.0%        1         Hanshin Tigers     CL
29            Nakano Takumu  135  525  466  45  127  15   4   1  153   36  30   2  20   4   81   29    5   6    6  0.273  0.321  0.328  0.649    91  0.055  0.325   15.4%    5.5%  0.36   4.3    12.3%   26.9%   91.7%   44.4%    6.9%   21.1%  25    6  L      Hanshin Tigers     CL
30               Niho Akira    4    6    4   0    0   0   0   0    0    0   0   0   1   0    3    1    0   0    0  0.000  0.200  0.000  0.200   -37  0.000  0.000   50.0%   16.7%  0.33  -0.0     0.0%    9.1%  100.0%   18.2%    0.0%   66.7%        1         Hanshin Tigers     CL
31              Nishi Junya    2    1    1   0    0   0   0   0    0    0   0   0   0   0    0    0    0   0    0  0.000  0.000  0.000  0.000  -102  0.000  0.000    0.0%    0.0%         0.0     0.0%          100.0%   50.0%    0.0%    0.0%        1         Hanshin Tigers     CL
32               Nishi Yuki   24   42   35   2    5   2   0   0    7    1   0   0   6   0   12    1    0   0    0  0.143  0.167  0.200  0.367     6  0.057  0.217   28.6%    2.4%  0.08  -0.0    10.3%   20.5%   84.4%   40.6%    9.0%   31.0%  30    1  R      Hanshin Tigers     CL
33             Obata Ryuhei   43   25   23   5    6   1   1   0    9    0   3   1   0   0    7    2    0   0    0  0.261  0.320  0.391  0.711   108  0.130  0.375   28.0%    8.0%  0.29   0.2    25.0%   21.9%   88.9%   54.4%   11.4%   36.0%  20    4  L      Hanshin Tigers     CL
35            Ohyama Yusuke  129  512  466  55  121  23   2  21  211   71   2   1   0   7   89   37    1   2   15  0.260  0.313  0.453  0.766   122  0.193  0.275   17.4%    7.2%  0.42  -0.1    19.6%   25.6%   87.9%   46.8%   10.5%   28.7%                  Hanshin Tigers     CL
37              Onodera Dan   34   73   67   7   12   2   0   1   17    2   0   0   0   0   19    5    0   1    2  0.179  0.247  0.254  0.501    47  0.075  0.234   26.0%    6.8%  0.26  -0.0    12.5%   25.2%   82.9%   48.8%   13.2%   34.2%  23    9  R      Hanshin Tigers     CL
38           Oyokawa Masaki   39    1    1   0    0   0   0   0    0    0   0   0   0   0    1    0    0   0    0  0.000  0.000  0.000  0.000  -102  0.000         100.0%    0.0%  0.00   0.0             0.0%    0.0%   25.0%   25.0%  100.0%        1         Hanshin Tigers     CL
39            Rojas Jr. Mel   60  206  189  18   41   7   0   8   72   21   1   3   0   0   58   15    0   2    3  0.217  0.282  0.381  0.663    93  0.164  0.268   28.2%    7.3%  0.26  -0.9    18.3%   25.8%   85.8%   44.7%   11.4%   39.3%  31    7  S      Hanshin Tigers     CL
41        Sakamoto Seishiro   45   73   65   4   12   2   1   1   19    6   0   0   2   1   21    5    0   0    0  0.185  0.239  0.292  0.531    55  0.107  0.250   28.8%    6.8%  0.24  -0.0    12.8%   21.3%   76.8%   42.0%   15.0%   37.0%  27    2  R      Hanshin Tigers     CL
42              Sands Jerry  120  461  408  47  101  21   1  20  184   65   1   1   0   3   89   49    5   1   11  0.248  0.328  0.451  0.779   127  0.203  0.268   19.3%   10.6%  0.55  -0.2    19.3%   23.5%   85.8%   46.2%   11.7%   34.3%  33    7  R      Hanshin Tigers     CL
43             Sato Teruaki  126  455  425  56  101  25   0  24  198   64   6   2   0   2  173   25    4   3    2  0.238  0.284  0.466  0.750   117  0.228  0.335   38.0%    5.5%  0.14   0.3    22.8%   38.3%   72.8%   55.3%   22.5%   48.8%  22    9  L      Hanshin Tigers     CL
44            Shimada Kairi   57   78   70   7   17   3   0   0   20    9   8   1   3   0   13    5    0   0    0  0.243  0.293  0.286  0.579    71  0.043  0.298   16.7%    6.4%  0.38   1.0     8.3%   32.0%   92.2%   51.9%   10.3%   23.1%  25    9  L      Hanshin Tigers     CL
46         Takahashi Haruto    7   16   14   1    2   0   0   0    2    1   0   0   2   0    5    0    0   0    0  0.143  0.143  0.143  0.286   -17  0.000  0.222   31.2%    0.0%  0.00  -0.0     9.1%   41.2%   83.3%   46.3%   18.5%   31.2%  25    1  L      Hanshin Tigers     CL
47                 Ueda Kai   64    7    6  15    2   0   0   0    2    0  10   1   0   0    2    1    0   0    0  0.333  0.429  0.333  0.762   127  0.000  0.500   28.6%   14.3%  0.50   1.4    25.0%   18.8%   66.7%   50.0%   16.7%   42.9%  25    4  S      Hanshin Tigers     CL
48            Umeno Ryutaro  130  458  404  33   91  15   3   3  121   33   8   4   6   2  107   41    3   5   14  0.225  0.303  0.300  0.603    78  0.075  0.297   23.4%    9.0%  0.38  -0.1     5.3%   23.7%   85.2%   44.7%   10.9%   33.0%  30    2  R      Hanshin Tigers     CL
49        Yamamoto Yasuhiro   69   51   43   8    8   3   0   0   11    3   2   0   0   1   10    6    0   1    0  0.186  0.294  0.256  0.550    63  0.070  0.235   19.6%   11.8%  0.60   0.3    26.5%   26.2%   83.0%   53.7%   12.1%   31.4%  27  UTL  R      Hanshin Tigers     CL
50          Yohkawa Naomasa   41   52   46   2    8   1   0   2   15    6   0   0   1   0   19    3    1   2    2  0.174  0.255  0.326  0.581    69  0.152  0.240   36.5%    5.8%  0.16  -0.0    10.7%   27.8%   74.6%   47.2%   17.4%   46.2%                  Hanshin Tigers     CL
52             Abe Tomohiro   85  170  151   8   38   5   0   1   46   12   2   1   1   2   47   15    2   1    2  0.252  0.320  0.305  0.625    85  0.053  0.352   27.6%    8.8%  0.32  -0.0    13.0%   24.7%   82.1%   46.8%   13.5%   37.1%  32    5  L      Hiroshima Carp     CL
53           Aizawa Tsubasa   70  204  180  18   46  10   0   3   65   22   0   0   1   3   33   16    2   4    8  0.256  0.325  0.361  0.686   102  0.105  0.293   16.2%    7.8%  0.48  -0.0     7.9%   21.9%   84.6%   44.5%    9.1%   25.5%  33    2  R      Hiroshima Carp     CL
55          Chono Hisayoshi   71  140  125   6   27   3   0   2   36   13   1   0   0   0   30   14    0   1    2  0.216  0.300  0.288  0.588    74  0.072  0.269   21.4%   10.0%  0.47   0.1    11.5%   29.7%   86.1%   45.9%   12.1%   32.9%  36    7  R      Hiroshima Carp     CL
56           Corniel Robert   50    3    3   0    0   0   0   0    0    0   0   0   0   0    2    0    0   0    0  0.000  0.000  0.000  0.000  -103  0.000  0.000   66.7%    0.0%  0.00   0.0     0.0%    0.0%   66.7%   25.0%    8.3%   66.7%  26    1  R      Hiroshima Carp     CL
57               Cron Kevin   42  137  130  10   30   8   0   6   56   16   0   0   0   0   47    6    0   1    2  0.231  0.270  0.431  0.701   104  0.200  0.312   34.3%    4.4%  0.13  -0.0    24.4%   33.7%   74.9%   51.4%   19.5%   43.1%  28    3  R      Hiroshima Carp     CL
58         Dohbayashi Shota   70  143  137  12   26   6   0   0   32    5   2   1   2   0   34    3    0   1    4  0.190  0.213  0.234  0.447    31  0.044  0.252   23.8%    2.1%  0.09  -0.0    18.1%   20.7%   80.4%   46.9%   12.7%   25.9%  29  UTL  R      Hiroshima Carp     CL
59            Endoh Atsushi    2    3    3   0    0   0   0   0    0    0   0   0   0   0    0    0    0   0    0  0.000  0.000  0.000  0.000  -103  0.000  0.000    0.0%    0.0%         0.0     0.0%   50.0%   50.0%   50.0%   12.5%    0.0%  22    1  R      Hiroshima Carp     CL
62          Hatsuki Ryutaro   39  117  102  16   26   3   2   1   36   11   6   1   7   0   26    8    0   0    0  0.255  0.309  0.353  0.662    95  0.098  0.333   22.2%    6.8%  0.31   0.7     6.0%   27.5%   85.9%   49.0%    8.5%   29.9%  21    8  L      Hiroshima Carp     CL
63             Hayashi Kota  102  376  357  26   95  15   0  10  140   40   0   1   0   1   93   16    3   2    9  0.266  0.301  0.392  0.693   103  0.126  0.333   24.7%    4.3%  0.17  -0.4    14.4%   32.8%   83.7%   51.3%   14.7%   31.6%                  Hiroshima Carp     CL
65          Ishihara Tomoki   60  125  113   8   27   1   0   4   40   12   1   0   2   1   24    9    1   0    7  0.239  0.293  0.354  0.647    90  0.115  0.267   19.2%    7.2%  0.38   0.1    19.6%   32.9%   84.5%   51.9%   12.6%   29.6%  23    2  R      Hiroshima Carp     CL
66        Isomura Yoshitaka   21   39   35   0    6   2   0   0    8    3   0   0   0   1    9    2    0   1    0  0.171  0.231  0.229  0.460    35  0.058  0.222   23.1%    5.1%  0.22  -0.0    25.9%   28.6%   95.5%   42.0%    9.3%   28.2%  28    2  R      Hiroshima Carp     CL
68          Kikuchi Ryosuke  132  542  494  64  137  23   2  16  212   60   1   5   2   3   86   42    2   1    8  0.277  0.333  0.429  0.762   124  0.152  0.306   15.9%    7.7%  0.49  -1.6    20.7%   30.5%   92.8%   45.0%    6.9%   26.6%  31    4  R      Hiroshima Carp     CL
70        Kobayashi Tatsuto    1    2    0   0    0   0   0   0    0    0   0   0   2   0    0    0    0   0    0  0.000  0.000  0.000  0.000  -103  0.000           0.0%    0.0%         0.0     0.0%   66.7%           40.0%    0.0%    0.0%        1         Hiroshima Carp     CL
71             Kozono Kaito  113  481  449  65  134  18   6   5  179   35   4   4  12   4   57   13    1   3    7  0.298  0.320  0.399  0.719   111  0.101  0.330   11.9%    2.7%  0.23  -0.7    12.0%   39.8%   93.1%   58.8%    9.6%   15.6%  21    6  L      Hiroshima Carp     CL
72                Kuri Aren   25   51   43   0    1   0   0   0    1    0   0   0   8   0   33    0    0   0    0  0.023  0.023  0.023  0.046   -89  0.000  0.100   64.7%    0.0%  0.00  -0.0                                            64.7%  29    1  R      Hiroshima Carp     CL
74         Matsuyama Ryuhei   85  194  175   9   46  10   0   2   62   29   0   0   0   2   22   17    0   0    4  0.263  0.325  0.354  0.679   100  0.091  0.288   11.3%    8.8%  0.77  -0.0    13.5%   28.5%   89.1%   42.3%    6.5%   21.1%  35    3  L      Hiroshima Carp     CL
75          Mejia Alejandro   18   40   37   2    8   0   0   0    8    0   0   0   0   0   11    2    0   1    0  0.216  0.275  0.216  0.491    46  0.000  0.308   27.5%    5.0%  0.18  -0.0    19.2%   26.0%   79.7%   53.2%   15.8%   32.5%  28    3  R      Hiroshima Carp     CL
76           Miyoshi Takumi   64   13   11   1    0   0   0   0    0    0   0   0   2   0    4    0    0   0    0  0.000  0.000  0.000  0.000  -103  0.000  0.000   30.8%    0.0%  0.00   0.0    11.1%   21.9%   71.4%   35.6%   13.6%   30.8%  28    5  R      Hiroshima Carp     CL
77         Morishita Masato   24   57   46   1    3   0   0   0    3    1   0   0  10   0   19    1    0   0    1  0.065  0.085  0.065  0.150   -57  0.000  0.111   33.3%    1.8%  0.05  -0.0     5.4%   39.0%   94.1%   42.6%    7.9%   35.1%  23    1  R      Hiroshima Carp     CL
79          Nakamura Shosei   39   61   53  15   15   3   0   2   24    5   3   1   0   0   15    8    0   0    0  0.283  0.377  0.453  0.830   145  0.170  0.361   24.6%   13.1%  0.53   0.2    13.5%   18.4%   79.8%   44.1%   12.6%   41.0%  22    7  R      Hiroshima Carp     CL
80            Nakamura Yuta    3    3    3   0    0   0   0   0    0    0   0   0   0   0    2    0    0   0    0  0.000  0.000  0.000  0.000  -103  0.000  0.000   66.7%    0.0%  0.00   0.0     0.0%   50.0%  100.0%   33.3%    0.0%   66.7%  25    1  R      Hiroshima Carp     CL
84          Nishikawa Ryoma  137  551  504  57  144  19   1  12  201   60   3   3   4   4   70   37    1   2   14  0.286  0.335  0.399  0.734   116  0.113  0.310   12.7%    6.7%  0.53  -0.6    12.4%   25.9%   91.4%   44.5%    5.5%   21.6%  26    7  L      Hiroshima Carp     CL
85           Noma Takayoshi   74  270  250  27   68   7   2   2   85   12   9   1   1   0   29   17    0   2    3  0.272  0.323  0.340  0.663    96  0.068  0.301   10.7%    6.3%  0.59   1.1     8.9%   24.8%   93.7%   43.2%    4.9%   17.8%  28    8  L      Hiroshima Carp     CL
86            Nomura Yusuke    8   10    7   0    0   0   0   0    0    0   0   0   2   0    3    1    0   0    0  0.000  0.125  0.000  0.125   -62  0.000  0.000   30.0%   10.0%  0.33  -0.0     0.0%   26.1%   66.7%   30.0%   12.5%   40.0%  32    1  R      Hiroshima Carp     CL
87           Ohmichi Haruki   24   10    9   0    1   1   0   0    2    2   0   0   1   0    6    0    0   0    0  0.111  0.111  0.222  0.333    -6  0.111  0.333   60.0%    0.0%  0.00   0.0     0.0%   33.3%   81.8%   42.9%   14.3%   60.0%        1         Hiroshima Carp     CL
88            Ohmori Minoru   56   41   37   9   10   1   1   0   13    3   5   1   2   0   19    1    0   1    2  0.270  0.308  0.351  0.659    94  0.081  0.556   46.3%    2.4%  0.05   0.5    10.0%   42.5%   76.3%   60.4%   22.1%   48.8%  24    8  L      Hiroshima Carp     CL
89            Ohsera Daichi   23   51   40   3    4   0   0   0    4    1   0   0   7   0   18    4    0   0    0  0.100  0.182  0.100  0.282   -16  0.000  0.182   35.3%    7.8%  0.22  -0.0     6.9%   22.6%   81.8%   36.8%    9.5%   43.1%  30    1  R      Hiroshima Carp     CL
90           Sakakura Shogo  132  484  422  58  133  24   2  12  197   68   4   3   2   5   60   51    1   4    9  0.315  0.390  0.467  0.857   153  0.152  0.341   12.4%   10.5%  0.85  -0.4    15.9%   21.7%   91.5%   41.5%    7.0%   25.4%  23    3  L      Hiroshima Carp     CL
92              Shozui Yuya   14   27   26   1    3   0   0   1    6    4   0   0   0   0   10    1    0   0    2  0.115  0.148  0.231  0.379     9  0.116  0.133   37.0%    3.7%  0.10  -0.0    25.0%   37.9%   77.6%   57.3%   17.7%   44.4%  25    7  R      Hiroshima Carp     CL
93              Sone Kaisei   66    6    5  10    0   0   0   0    0    0   9   4   0   0    3    1    0   0    0  0.000  0.167  0.000  0.167   -48  0.000  0.000   50.0%   16.7%  0.33   0.2     0.0%   14.3%   44.4%   42.3%   26.9%   66.7%  26    9  L      Hiroshima Carp     CL
94             Suzuki Seiya  132  533  435  77  138  26   0  38  278   88   9   4   0   5   88   87   11   6    7  0.317  0.433  0.639  1.072   214  0.322  0.318   16.5%   16.3%  0.99   0.1    19.9%   16.7%   88.7%   35.6%    7.4%   40.0%  26    9  R      Hiroshima Carp     CL
95          Takahashi Kouya   15   25   22   1    3   0   0   0    3    1   0   0   3   0   12    0    0   0    2  0.136  0.136  0.136  0.272   -21  0.000  0.300   48.0%    0.0%  0.00  -0.0     0.0%   27.6%   72.4%   42.5%   16.1%   48.0%  22    1  L      Hiroshima Carp     CL
97           Tamamura Shogo   17   31   29   1    6   1   0   0    7    3   0   0   1   0   16    1    0   0    0  0.207  0.233  0.241  0.474    39  0.034  0.462   51.6%    3.2%  0.06  -0.0     0.0%   37.2%   70.4%   42.2%   23.5%   54.8%  20    1  L      Hiroshima Carp     CL
98            Tanaka Kosuke   81  160  136  12   28   4   0   2   38    8   1   3   4   0   23   18    0   2    0  0.206  0.308  0.279  0.587    74  0.073  0.234   14.4%   11.2%  0.78  -0.9    11.9%   18.4%   89.2%   44.5%    7.8%   26.9%  31    6  L      Hiroshima Carp     CL
99            Tokoda Hiroki   16   28   20   0    4   1   0   0    5    2   0   0   7   1    9    0    0   0    0  0.200  0.190  0.250  0.440    28  0.050  0.333   32.1%    0.0%  0.00  -0.0     0.0%   38.5%   89.3%   48.7%   12.8%   32.1%  26    1  L      Hiroshima Carp     CL
100          Uemoto Takashi   63   68   55  20   15   2   0   0   17    2   2   2   0   2   10    5    0   6    0  0.273  0.382  0.309  0.691   107  0.036  0.319   14.7%    7.4%  0.50  -0.3    10.6%   20.2%   88.5%   44.9%    7.1%   22.1%  30    5  R      Hiroshima Carp     CL
101              Ugusa Koki   43  158  148  18   43   7   1   4   64   14   6   5   1   0   42    6    0   3    1  0.291  0.331  0.432  0.763   124  0.141  0.382   26.6%    3.8%  0.14  -0.7    13.9%   34.2%   83.5%   54.3%   15.8%   32.9%  24    9  L      Hiroshima Carp     CL
102           Yabuta Kazuki    1    1    0   0    0   0   0   0    0    0   0   0   1   0    0    0    0   0    0  0.000  0.000  0.000  0.000  -103  0.000           0.0%    0.0%         0.0     0.0%                    0.0%    0.0%    0.0%  28    1  R      Hiroshima Carp     CL
103             Yano Masaya   13    6    6   2    0   0   0   0    0    0   0   0   0   0    3    0    0   0    0  0.000  0.000  0.000  0.000  -103  0.000  0.000   50.0%    0.0%  0.00   0.0     0.0%   33.3%   60.0%   59.1%   31.8%   50.0%  22    5  L      Hiroshima Carp     CL
105           Ariyoshi Yuki    1    2    1   0    0   0   0   0    0    0   0   0   1   0    1    0    0   0    0  0.000  0.000  0.000  0.000   -99  0.000          50.0%    0.0%  0.00   0.0     0.0%   50.0%    0.0%   40.0%   40.0%   50.0%        1          DeNA BayStars     CL
106            Austin Tyler  107  439  373  60  113  25   1  28  224   74   1   0   0   1  111   60    2   5    9  0.303  0.405  0.601  1.006   186  0.298  0.362   25.3%   13.7%  0.54   0.1    20.5%   22.2%   83.0%   42.8%   14.4%   45.3%  29    9  R       DeNA BayStars     CL
107           Azuma Katsuki    3    7    6   0    0   0   0   0    0    0   0   0   1   0    2    0    0   0    0  0.000  0.000  0.000  0.000   -99  0.000  0.000   28.6%    0.0%  0.00   0.0     0.0%   20.0%   87.5%   35.7%    3.6%   28.6%  25    1  L       DeNA BayStars     CL
108             Chino Naoto   36   40   34   4    6   1   1   1   12    3   0   1   2   0   12    3    0   1    1  0.176  0.263  0.353  0.616    76  0.177  0.238   30.0%    7.5%  0.25  -0.3     8.3%   31.7%   86.2%   53.8%   14.8%   40.0%  22  UTL  R       DeNA BayStars     CL
109            Ebina Tatsuo   31   21   18   1    3   0   0   0    3    1   0   0   0   0    7    3    0   0    2  0.167  0.286  0.167  0.453    35  0.000  0.273   33.3%   14.3%  0.43  -0.0     9.1%   17.0%   85.4%   47.1%    9.6%   47.6%  23    9  R       DeNA BayStars     CL
111      Hamaguchi Haruhiro   17   26   23   1    2   0   0   0    2    0   0   0   2   0   12    1    0   0    0  0.087  0.125  0.087  0.212   -37  0.000  0.182   46.2%    3.8%  0.08  -0.0     7.7%   18.2%   77.8%   37.3%   11.0%   50.0%  26    1  L       DeNA BayStars     CL
113          Hosokawa Seiya   37   44   39   3    6   1   0   0    7    1   0   0   0   0   13    3    0   2    0  0.154  0.250  0.179  0.429    27  0.025  0.231   29.5%    6.8%  0.23  -0.0     3.8%   36.3%   86.7%   52.7%   16.3%   36.4%  22    9  R       DeNA BayStars     CL
115           Imanaga Shota   19   40   37   1   10   1   0   0   11    3   0   0   2   0   12    1    0   0    1  0.270  0.289  0.297  0.586    70  0.027  0.400   30.0%    2.5%  0.08  -0.0     0.0%   30.6%   81.1%   39.1%    9.0%   32.5%  27    1  L       DeNA BayStars     CL
116             Irie Taisei    4    6    3   1    0   0   0   0    0    0   0   0   0   0    1    3    0   0    0  0.000  0.500  0.000  0.500    58  0.000  0.000   16.7%   50.0%  3.00  -0.0     0.0%   12.5%   83.3%   28.6%    7.1%   66.7%        1          DeNA BayStars     CL
118            Ishida Kenta   33    3    3   0    0   0   0   0    0    0   0   0   0   0    1    0    0   0    0  0.000  0.000  0.000  0.000   -99  0.000  0.000   33.3%    0.0%  0.00   0.0     0.0%   40.0%   85.7%   56.2%   12.5%   33.3%  28    1  L       DeNA BayStars     CL
119             Itoh Hikaru   53  192  160  14   34   6   0   2   46   13   1   1  12   1   43   17    0   2    3  0.213  0.294  0.288  0.582    69  0.075  0.276   22.4%    8.9%  0.40  -0.2    13.2%   31.2%   85.9%   49.9%   10.0%   32.3%                   DeNA BayStars     CL
120             Itoh Yukiya    3    2    2   0    0   0   0   0    0    0   0   0   0   0    1    0    0   0    0  0.000  0.000  0.000  0.000   -99  0.000  0.000   50.0%    0.0%  0.00   0.0     0.0%   50.0%  100.0%   45.5%   18.2%   50.0%                   DeNA BayStars     CL
121       Kamichatani Taiga    8   10    7   1    1   0   0   0    1    0   0   0   3   0    5    0    0   0    0  0.143  0.143  0.143  0.286   -16  0.000  0.500   50.0%    0.0%  0.00  -0.0    20.0%   50.0%   85.7%   41.4%   17.2%   50.0%  24    1  R       DeNA BayStars     CL
122         Kamizato Kazuki   88  118  110  13   21   3   0   4   36   15   4   3   1   1   49    6    1   0    1  0.191  0.231  0.327  0.558    60  0.136  0.293   41.5%    5.1%  0.12  -0.3    14.3%   22.8%   73.1%   49.0%   16.3%   50.0%  27    8  L       DeNA BayStars     CL
125          Kuniyoshi Yuki   18    3    3   0    0   0   0   0    0    0   0   0   0   0    2    0    0   0    0  0.000  0.000  0.000  0.000   -99  0.000  0.000   66.7%    0.0%  0.00   0.0     0.0%   16.7%   75.0%   50.0%   16.7%   66.7%  29    1  R       DeNA BayStars     CL
126      Kuramoto Toshihiko   46   74   72   5   15   0   0   0   15    6   0   0   0   0   17    2    0   0    2  0.208  0.230  0.208  0.438    28  0.000  0.273   23.0%    2.7%  0.12  -0.0     9.1%   37.7%   86.4%   56.1%   13.9%   25.7%  30    6  L       DeNA BayStars     CL
127         Kusumoto Taishi   76  127  114   9   29   7   0   2   42   18   1   4   0   1   23   10    1   2    1  0.254  0.323  0.368  0.691    99  0.114  0.300   18.1%    7.9%  0.43  -1.2    11.0%   29.7%   84.2%   49.1%   10.4%   27.6%  25    9  L       DeNA BayStars     CL
128       Kuwahara Masayuki  135  571  519  84  161  39   2  14  246   43  12   7   4   0   75   44    1   4   12  0.310  0.369  0.474  0.843   141  0.164  0.342   13.1%    7.7%  0.59  -0.4    11.0%   22.3%   92.3%   43.8%    7.1%   23.3%  27    8  R       DeNA BayStars     CL
129          Kyoyama Masaya   16   24   22   1    1   0   0   0    1    0   0   0   2   0   14    0    0   0    0  0.045  0.045  0.045  0.090   -73  0.000  0.125   58.3%    0.0%  0.00  -0.0     0.0%   23.3%   70.0%   41.1%   16.7%   58.3%  22    1  R       DeNA BayStars     CL
