Player,Team,Position,Inning,TZR,RngR,DPR,ARM,ErrR,位置補正,Framing,Blocking,
柴田 竜拓,デ,3B,140.3,-1.6,-1.1,0.1,-,-0.6,-0.5,-,-,
柴田 竜拓,デ,SS,2.0,0.5,0.4,0.1,-,0.0,0.0,-,-,
田宮 裕涼,日,C,757.7,1.0,-,-,2.1,-1.1,10.8,-9.5,-0.8,
田宮 裕涼,日,LF,1.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
田宮 裕涼,日,DH,36.0,-,-,-,-,-,-0.4,-,-,
髙松 渡,西,1B,6.3,0.4,0.4,0.0,-,0.0,-0.1,-,-,
髙松 渡,西,2B,1.0,0.2,0.2,0.0,-,0.0,0.0,-,-,
髙松 渡,西,LF,9.0,1.1,1.1,-,0.0,0.0,-0.1,-,-,
髙松 渡,西,RF,1.0,-0.3,-0.1,-,-0.3,0.0,0.0,-,-,
髙松 渡,西,DH,8.0,-,-,-,-,-,-0.1,-,-,
細川 凌平,日,1B,15.0,-0.3,-0.3,0.0,-,0.0,-0.2,-,-,
細川 凌平,日,2B,58.0,-1.7,-1.3,0.0,-,-0.4,0.2,-,-,
細川 凌平,日,3B,16.3,-0.2,-0.3,0.0,-,0.2,-0.1,-,-,
細川 凌平,日,SS,7.0,0.0,0.1,-0.1,-,0.0,0.1,-,-,
細川 凌平,日,LF,87.7,4.5,3.8,-,0.6,0.1,-0.8,-,-,
細川 凌平,日,RF,10.3,0.5,0.5,-,0.0,0.0,0.0,-,-,
小郷 裕哉,楽,RF,1276.7,-2.7,-5.0,-,2.5,-0.2,-5.0,-,-,
重信 慎之介,巨,LF,46.0,1.2,1.6,-,-0.4,0.0,-0.4,-,-,
重信 慎之介,巨,CF,7.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
重信 慎之介,巨,RF,5.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
郡司 裕也,日,C,38.0,-1.0,-,-,-1.1,0.1,0.5,0.4,-0.4,
郡司 裕也,日,1B,69.0,0.8,0.4,0.2,-,0.2,-0.8,-,-,
郡司 裕也,日,2B,5.0,-0.5,-0.5,0.0,-,0.0,0.0,-,-,
郡司 裕也,日,3B,790.3,-10.9,-7.6,-0.4,-,-2.9,-3.0,-,-,
郡司 裕也,日,LF,58.3,-2.1,-2.1,-,-0.1,0.0,-0.6,-,-,
郡司 裕也,日,DH,8.0,-,-,-,-,-,-0.1,-,-,
渡部 遼人,オ,LF,13.0,-1.1,-1.1,-,0.0,0.0,-0.1,-,-,
渡部 遼人,オ,CF,172.7,2.5,2.3,-,0.1,0.0,0.6,-,-,
渡部 遼人,オ,RF,54.0,2.3,2.3,-,0.0,0.0,-0.2,-,-,
コルデロ,西,LF,124.0,-0.2,-0.2,-,-0.1,0.1,-1.2,-,-,
コルデロ,西,DH,25.0,-,-,-,-,-,-0.3,-,-,
木浪 聖也,神,SS,963.0,-8.8,-8.0,-0.7,-,-0.2,7.8,-,-,
友杉 篤輝,ロ,SS,949.0,11.2,15.2,-2.0,-,-2.0,7.7,-,-,
外崎 修汰,西,2B,1066.3,5.4,0.7,0.4,-,4.4,2.9,-,-,
外崎 修汰,西,DH,18.0,-,-,-,-,-,-0.2,-,-,
西川 遥輝,ヤ,LF,101.7,3.6,3.2,-,0.4,0.1,-1.0,-,-,
西川 遥輝,ヤ,CF,446.3,-14.3,-12.3,-,-2.1,0.0,1.5,-,-,
西川 遥輝,ヤ,RF,136.3,1.3,0.0,-,1.3,0.0,-0.5,-,-,
秋山 翔吾,広,LF,127.3,2.5,1.4,-,0.9,0.1,-1.2,-,-,
秋山 翔吾,広,CF,1040.3,5.0,4.3,-,0.6,0.1,3.5,-,-,
西川 愛也,西,LF,1.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
西川 愛也,西,CF,760.7,9.3,5.0,-,4.2,0.1,2.5,-,-,
長谷川 信哉,西,LF,31.0,-0.1,-0.9,-,0.8,0.0,-0.3,-,-,
長谷川 信哉,西,CF,175.0,5.7,5.1,-,0.6,0.0,0.6,-,-,
長谷川 信哉,西,RF,306.3,0.2,3.3,-,-3.2,0.2,-1.2,-,-,
オコエ 瑠偉,巨,LF,62.7,1.2,-0.3,-,1.4,0.0,-0.6,-,-,
オコエ 瑠偉,巨,CF,244.0,5.5,4.8,-,0.7,0.0,0.8,-,-,
オコエ 瑠偉,巨,RF,13.3,-2.3,-2.1,-,-0.2,0.0,-0.1,-,-,
岡林 勇希,中,CF,733.0,-1.6,-5.8,-,4.1,0.1,2.4,-,-,
岡林 勇希,中,RF,221.0,-7.8,-5.4,-,-2.5,0.1,-0.9,-,-,
大城 卓三,巨,C,331.0,0.6,-,-,0.9,-0.3,4.7,-1.3,0.4,
大城 卓三,巨,1B,262.3,-0.3,-0.1,-0.2,-,0.0,-2.9,-,-,
大城 卓三,巨,DH,43.3,-,-,-,-,-,-0.5,-,-,
門脇 誠,巨,2B,3.0,-0.3,-0.3,0.0,-,0.0,0.0,-,-,
門脇 誠,巨,3B,61.0,3.1,3.5,-0.1,-,-0.4,-0.2,-,-,
門脇 誠,巨,SS,863.3,6.0,9.0,-0.3,-,-2.7,7.0,-,-,
森 友哉,オ,C,408.0,-1.6,-,-,-1.9,0.3,5.8,8.8,0.1,
森 友哉,オ,RF,105.0,-1.3,-1.0,-,-0.4,0.0,-0.4,-,-,
森 友哉,オ,DH,433.3,-,-,-,-,-,-5.2,-,-,
野口 智哉,オ,2B,9.0,-1.3,-0.4,-0.3,-,-0.7,0.0,-,-,
野口 智哉,オ,SS,14.3,-0.2,-0.3,0.0,-,0.1,0.1,-,-,
野口 智哉,オ,CF,19.7,-0.3,-0.1,-,-0.2,0.0,0.1,-,-,
野口 智哉,オ,RF,31.3,-0.4,0.1,-,-0.6,0.0,-0.1,-,-,
野口 智哉,オ,DH,2.0,-,-,-,-,-,0.0,-,-,
宇草 孔基,広,LF,93.7,0.0,-0.4,-,0.3,0.1,-0.9,-,-,
宇草 孔基,広,DH,14.0,-,-,-,-,-,-0.2,-,-,
奈良間 大己,日,2B,173.0,1.4,1.3,0.1,-,-0.1,0.5,-,-,
奈良間 大己,日,3B,119.3,0.5,0.1,-0.2,-,0.6,-0.5,-,-,
奈良間 大己,日,SS,132.0,1.0,1.6,-0.6,-,0.0,1.1,-,-,
野村 勇,ソ,1B,1.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
野村 勇,ソ,2B,94.0,-0.8,-1.3,0.1,-,0.3,0.3,-,-,
野村 勇,ソ,3B,15.0,-0.5,0.1,0.0,-,-0.6,-0.1,-,-,
野村 勇,ソ,SS,31.0,-0.6,-0.8,0.0,-,0.2,0.3,-,-,
野村 勇,ソ,DH,2.0,-,-,-,-,-,0.0,-,-,
川村 友斗,ソ,LF,20.7,0.6,0.6,-,0.0,0.0,-0.2,-,-,
川村 友斗,ソ,CF,110.7,1.8,1.9,-,-0.2,0.0,0.4,-,-,
川村 友斗,ソ,RF,219.7,1.9,2.8,-,-1.0,0.1,-0.9,-,-,
川村 友斗,ソ,DH,4.0,-,-,-,-,-,0.0,-,-,
桑原 将志,デ,LF,16.0,1.1,1.1,-,0.0,0.0,-0.2,-,-,
桑原 将志,デ,CF,657.7,2.0,3.3,-,-1.4,0.1,2.2,-,-,
長野 久義,巨,LF,107.0,4.0,3.4,-,0.5,0.1,-1.0,-,-,
長野 久義,巨,RF,7.0,-1.0,-0.6,-,-0.4,0.0,0.0,-,-,
長野 久義,巨,DH,8.0,-,-,-,-,-,-0.1,-,-,
赤羽 由紘,ヤ,1B,1.0,0.2,0.2,0.0,-,0.0,0.0,-,-,
赤羽 由紘,ヤ,2B,40.7,-1.8,-2.0,0.0,-,0.2,0.1,-,-,
赤羽 由紘,ヤ,3B,4.0,-0.3,-0.3,0.0,-,0.0,0.0,-,-,
赤羽 由紘,ヤ,LF,24.0,1.1,1.0,-,0.1,0.0,-0.2,-,-,
赤羽 由紘,ヤ,CF,40.3,-1.0,-1.0,-,0.0,0.0,0.1,-,-,
赤羽 由紘,ヤ,RF,32.3,-1.4,-0.6,-,-0.8,0.0,-0.1,-,-,
レイエス,日,1B,21.0,0.0,-0.1,0.0,-,0.0,-0.2,-,-,
レイエス,日,DH,758.0,-,-,-,-,-,-9.1,-,-,
丸 佳浩,巨,LF,293.7,3.9,4.9,-,-1.2,0.3,-2.8,-,-,
丸 佳浩,巨,CF,274.7,-2.5,-2.2,-,-0.3,0.0,0.9,-,-,
丸 佳浩,巨,RF,587.3,-0.4,-0.3,-,-0.4,0.2,-2.3,-,-,
海野 隆司,ソ,C,333.7,-0.5,-,-,0.2,-0.7,4.8,-3.9,0.2,
増田 珠,ヤ,1B,3.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
増田 珠,ヤ,LF,6.0,0.0,0.0,-,0.0,0.0,-0.1,-,-,
増田 珠,ヤ,CF,16.0,-2.2,-1.6,-,-0.6,0.0,0.1,-,-,
増田 珠,ヤ,RF,138.7,3.3,3.2,-,0.0,0.1,-0.5,-,-,
上川畑 大悟,日,2B,494.3,5.4,3.1,1.3,-,0.9,1.3,-,-,
上川畑 大悟,日,SS,257.3,-3.5,-3.0,-0.6,-,0.0,2.1,-,-,
戸柱 恭孝,デ,C,176.0,-1.3,-,-,-0.9,-0.4,2.5,0.0,0.1,
戸柱 恭孝,デ,1B,2.0,0.2,0.2,0.0,-,0.0,0.0,-,-,
丸山 和郁,ヤ,LF,1.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
丸山 和郁,ヤ,CF,129.7,3.2,2.6,-,0.6,0.0,0.4,-,-,
丸山 和郁,ヤ,RF,480.3,-2.1,-1.6,-,0.1,-0.6,-1.9,-,-,
田中 幹也,中,2B,751.3,6.7,3.1,2.2,-,1.4,2.0,-,-,
田中 幹也,中,SS,2.0,0.2,0.2,0.0,-,0.0,0.0,-,-,
来田 涼斗,オ,LF,23.0,0.7,0.5,-,0.2,0.0,-0.2,-,-,
来田 涼斗,オ,CF,43.0,1.0,0.6,-,0.3,0.0,0.1,-,-,
来田 涼斗,オ,RF,347.7,6.7,6.1,-,0.5,0.2,-1.4,-,-,
来田 涼斗,オ,DH,1.0,-,-,-,-,-,0.0,-,-,
甲斐 拓也,ソ,C,924.7,-1.4,-,-,-1.1,-0.3,13.2,2.3,1.3,
清宮 幸太郎,日,1B,351.3,0.1,1.5,-0.4,-,-1.1,-3.9,-,-,
清宮 幸太郎,日,3B,256.0,-1.0,-0.9,0.4,-,-0.5,-1.0,-,-,
清宮 幸太郎,日,LF,62.0,-3.4,-3.1,-,-0.3,0.0,-0.6,-,-,
清宮 幸太郎,日,DH,10.0,-,-,-,-,-,-0.1,-,-,
北村 拓己,ヤ,2B,69.0,0.0,0.4,-0.1,-,-0.4,0.2,-,-,
北村 拓己,ヤ,3B,22.0,-0.1,0.4,0.0,-,-0.5,-0.1,-,-,
福永 裕基,中,1B,107.7,1.4,0.8,0.2,-,0.4,-1.2,-,-,
福永 裕基,中,3B,633.7,4.6,2.7,0.0,-,1.9,-2.4,-,-,
福永 裕基,中,LF,28.0,-3.5,-2.7,-,-0.9,0.0,-0.3,-,-,
福永 裕基,中,DH,6.0,-,-,-,-,-,-0.1,-,-,
杉澤 龍,オ,LF,2.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
杉澤 龍,オ,CF,76.0,2.3,2.0,-,0.2,0.0,0.3,-,-,
杉澤 龍,オ,RF,7.0,0.5,0.5,-,0.0,0.0,0.0,-,-,
川瀬 晃,ソ,1B,53.0,0.4,0.3,0.0,-,0.1,-0.6,-,-,
川瀬 晃,ソ,2B,114.3,-1.7,-0.7,-0.6,-,-0.3,0.3,-,-,
川瀬 晃,ソ,3B,26.0,2.8,2.0,0.3,-,0.5,-0.1,-,-,
川瀬 晃,ソ,SS,166.7,3.5,2.4,0.2,-,0.9,1.4,-,-,
石井 一成,日,2B,466.3,4.0,0.9,0.8,-,2.3,1.3,-,-,
石井 一成,日,3B,19.0,0.0,0.8,-0.2,-,-0.5,-0.1,-,-,
石井 一成,日,DH,4.3,-,-,-,-,-,-0.1,-,-,
神里 和毅,デ,LF,7.7,-0.1,-0.1,-,0.0,0.0,-0.1,-,-,
神里 和毅,デ,CF,18.0,0.3,0.3,-,0.0,0.0,0.1,-,-,
神里 和毅,デ,RF,28.0,-1.4,-1.6,-,0.2,0.0,-0.1,-,-,
神里 和毅,デ,DH,1.0,-,-,-,-,-,0.0,-,-,
蝦名 達夫,デ,LF,58.0,1.1,1.0,-,0.0,0.0,-0.6,-,-,
蝦名 達夫,デ,CF,318.7,-5.9,-5.5,-,-0.5,0.0,1.1,-,-,
蝦名 達夫,デ,RF,113.0,3.7,3.1,-,0.6,0.1,-0.4,-,-,
五十幡 亮汰,日,LF,164.7,9.6,6.9,-,2.6,0.1,-1.6,-,-,
五十幡 亮汰,日,CF,145.0,0.9,2.4,-,-1.5,0.0,0.5,-,-,
五十幡 亮汰,日,RF,16.0,0.7,0.7,-,0.0,0.0,-0.1,-,-,
五十幡 亮汰,日,DH,21.3,-,-,-,-,-,-0.3,-,-,
児玉 亮涼,西,2B,4.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
児玉 亮涼,西,3B,122.0,1.2,1.2,-0.2,-,0.2,-0.5,-,-,
児玉 亮涼,西,SS,14.0,0.2,0.3,-0.1,-,0.1,0.1,-,-,
万波 中正,日,LF,7.7,-0.3,-0.3,-,0.0,0.0,-0.1,-,-,
万波 中正,日,CF,2.3,-0.6,-0.6,-,0.0,0.0,0.0,-,-,
万波 中正,日,RF,1169.7,19.0,10.6,-,8.7,-0.3,-4.6,-,-,
万波 中正,日,DH,9.0,-,-,-,-,-,-0.1,-,-,
井上 広大,神,LF,67.7,-1.4,-1.4,-,-0.1,0.1,-0.6,-,-,
井上 広大,神,RF,34.0,-0.4,0.2,-,-0.7,0.0,-0.1,-,-,
今川 優馬,日,LF,23.0,-0.3,0.0,-,-0.3,0.0,-0.2,-,-,
今川 優馬,日,RF,8.0,0.5,0.5,-,0.0,0.0,0.0,-,-,
今川 優馬,日,DH,9.0,-,-,-,-,-,-0.1,-,-,
森下 翔太,神,RF,1087.3,-2.9,-4.1,-,0.8,0.4,-4.3,-,-,
植田 海,神,LF,47.0,0.9,0.8,-,0.1,0.0,-0.4,-,-,
植田 海,神,CF,4.0,-0.2,-0.2,-,0.0,0.0,0.0,-,-,
植田 海,神,RF,11.0,1.6,1.3,-,0.3,0.0,0.0,-,-,
若林 楽人,西,LF,2.0,0.1,0.0,-,0.1,0.0,0.0,-,-,
若林 楽人,西,RF,144.7,2.6,0.3,-,2.2,0.1,-0.6,-,-,
田村 龍弘,ロ,C,398.7,-0.9,-,-,-0.4,-0.5,5.7,-3.0,1.0,
野村 佑希,日,1B,51.0,0.2,0.1,0.0,-,0.2,-0.6,-,-,
野村 佑希,日,3B,98.0,1.4,1.0,-0.2,-,0.6,-0.4,-,-,
野村 佑希,日,LF,93.0,3.1,0.2,-,2.8,0.1,-0.9,-,-,
野村 佑希,日,DH,44.3,-,-,-,-,-,-0.5,-,-,
村松 開人,中,2B,19.0,0.3,0.2,0.0,-,0.1,0.1,-,-,
村松 開人,中,SS,871.7,-3.9,-5.8,0.5,-,1.5,7.1,-,-,
濱田 太貴,ヤ,LF,1.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
濱田 太貴,ヤ,RF,60.0,-0.2,-0.9,-,0.6,0.0,-0.2,-,-,
平沼 翔太,西,1B,121.0,0.0,0.2,0.1,-,-0.3,-1.3,-,-,
平沼 翔太,西,3B,81.0,-2.6,-2.5,0.1,-,-0.3,-0.3,-,-,
平沼 翔太,西,LF,66.0,1.6,1.4,-,0.1,0.1,-0.6,-,-,
平沼 翔太,西,RF,3.7,0.5,0.5,-,0.0,0.0,0.0,-,-,
平沼 翔太,西,DH,26.0,-,-,-,-,-,-0.3,-,-,
中島 卓也,日,1B,11.0,0.2,0.1,0.0,-,0.0,-0.1,-,-,
中島 卓也,日,2B,58.3,0.4,-0.1,0.2,-,0.4,0.2,-,-,
中島 卓也,日,3B,5.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
中島 卓也,日,SS,30.0,0.3,0.0,0.1,-,0.2,0.2,-,-,
中島 卓也,日,DH,12.0,-,-,-,-,-,-0.1,-,-,
緒方 理貢,ソ,1B,1.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
緒方 理貢,ソ,LF,104.0,2.8,2.7,-,0.0,0.1,-1.0,-,-,
緒方 理貢,ソ,CF,52.3,-0.4,-0.7,-,0.2,0.0,0.2,-,-,
緒方 理貢,ソ,RF,52.3,1.1,0.2,-,0.9,0.0,-0.2,-,-,
緒方 理貢,ソ,DH,10.3,-,-,-,-,-,-0.1,-,-,
廣岡 大志,オ,1B,26.7,-0.3,-0.3,0.0,-,0.0,-0.3,-,-,
廣岡 大志,オ,2B,2.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
廣岡 大志,オ,3B,43.3,-1.3,-0.2,-0.1,-,-1.0,-0.2,-,-,
廣岡 大志,オ,LF,8.7,0.3,0.3,-,0.0,0.0,-0.1,-,-,
廣岡 大志,オ,CF,131.7,0.0,-0.1,-,0.0,0.0,0.4,-,-,
廣岡 大志,オ,RF,57.0,-0.7,-0.4,-,-0.4,0.0,-0.2,-,-,
廣岡 大志,オ,DH,6.0,-,-,-,-,-,-0.1,-,-,
山崎 晃大朗,ヤ,LF,34.7,-1.5,-1.0,-,-0.5,0.0,-0.3,-,-,
山崎 晃大朗,ヤ,CF,29.3,2.4,2.3,-,0.1,0.0,0.1,-,-,
山崎 晃大朗,ヤ,RF,29.0,0.9,1.2,-,-0.3,0.0,-0.1,-,-,
滝澤 夏央,西,2B,97.7,-0.7,0.7,-0.5,-,-0.9,0.3,-,-,
滝澤 夏央,西,3B,233.0,3.1,2.0,0.1,-,0.9,-0.9,-,-,
滝澤 夏央,西,SS,23.0,-0.1,-0.3,0.1,-,0.1,0.2,-,-,
滝澤 夏央,西,DH,2.0,-,-,-,-,-,0.0,-,-,
水谷 瞬,日,LF,576.0,4.8,4.3,-,0.9,-0.4,-5.5,-,-,
水谷 瞬,日,CF,22.0,0.3,0.3,-,0.0,0.0,0.1,-,-,
