Player,Team,Position,Inning,TZR,RngR,DPR,ARM,ErrR,位置補正,Framing,Blocking,
田村 俊介,広,RF,178.0,-1.4,-1.8,-,0.4,0.1,-0.7,-,-,
湯浅 大,巨,2B,7.0,-0.2,-0.2,0.0,-,0.0,0.0,-,-,
湯浅 大,巨,3B,15.3,0.7,0.6,0.0,-,0.1,-0.1,-,-,
湯浅 大,巨,SS,3.0,0.5,0.2,0.3,-,0.0,0.0,-,-,
堂林 翔太,広,1B,439.3,3.0,2.3,0.0,-,0.7,-4.9,-,-,
堂林 翔太,広,LF,129.7,-2.1,-1.7,-,-0.5,0.1,-1.2,-,-,
武藤 敦貴,楽,LF,12.0,0.0,0.6,-,-0.6,0.0,-0.1,-,-,
山口 航輝,ロ,1B,5.0,0.1,0.2,-0.1,-,0.0,-0.1,-,-,
山口 航輝,ロ,LF,104.0,2.3,2.1,-,0.1,0.1,-1.0,-,-,
山口 航輝,ロ,RF,267.3,-5.3,-4.1,-,-1.3,0.1,-1.1,-,-,
會澤 翼,広,C,400.3,-1.6,-,-,-1.3,-0.3,5.7,0.7,0.4,
セデーニョ,オ,1B,311.3,-1.5,-1.4,-0.1,-,0.0,-3.5,-,-,
セデーニョ,オ,DH,359.0,-,-,-,-,-,-4.3,-,-,
坂倉 将吾,広,C,583.0,1.8,-,-,1.3,0.5,8.3,-0.2,-0.3,
坂倉 将吾,広,1B,413.3,-2.5,-3.7,0.8,-,0.4,-4.6,-,-,
坂倉 将吾,広,DH,8.0,-,-,-,-,-,-0.1,-,-,
岡田 雅利,西,C,1.0,0.0,-,-,0.0,0.0,0.0,-0.3,0.0,
古賀 悠斗,西,C,771.0,1.7,-,-,2.5,-0.8,11.0,2.1,-0.3,
山﨑 剛,楽,3B,1.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
山﨑 剛,楽,SS,17.0,-0.4,-0.5,0.0,-,0.1,0.1,-,-,
柳田 悠岐,ソ,RF,327.0,7.0,7.0,-,-0.2,0.2,-1.3,-,-,
柳田 悠岐,ソ,DH,118.0,-,-,-,-,-,-1.4,-,-,
大城 滉二,オ,2B,34.0,1.0,0.9,-0.2,-,0.3,0.1,-,-,
大城 滉二,オ,3B,2.0,-0.1,-0.1,0.0,-,0.0,0.0,-,-,
林 琢真,デ,2B,86.0,-0.7,-1.4,0.5,-,0.3,0.2,-,-,
林 琢真,デ,3B,7.0,-0.5,-0.5,0.0,-,0.0,0.0,-,-,
林 琢真,デ,SS,206.3,-2.1,-1.5,0.5,-,-1.1,1.7,-,-,
小園 海斗,広,3B,1048.0,-14.2,-13.3,-0.8,-,-0.1,-4.0,-,-,
小園 海斗,広,SS,190.3,-2.3,-0.7,-0.8,-,-0.8,1.6,-,-,
小園 海斗,広,DH,9.7,-,-,-,-,-,-0.1,-,-,
梶谷 隆幸,巨,RF,34.0,0.2,0.3,-,-0.2,0.0,-0.1,-,-,
細川 成也,中,LF,381.7,0.8,1.3,-,-0.8,0.3,-3.6,-,-,
細川 成也,中,RF,843.3,-7.9,-3.1,-,-3.4,-1.4,-3.3,-,-,
細川 成也,中,DH,16.0,-,-,-,-,-,-0.2,-,-,
頓宮 裕真,オ,1B,475.0,-5.6,-4.6,-0.1,-,-0.9,-5.3,-,-,
頓宮 裕真,オ,DH,148.0,-,-,-,-,-,-1.8,-,-,
ノイジー,神,LF,298.3,2.7,5.5,-,-2.2,-0.6,-2.8,-,-,
佐藤 龍世,西,1B,56.3,-0.5,-0.9,0.2,-,0.2,-0.6,-,-,
佐藤 龍世,西,2B,36.0,0.6,0.5,0.0,-,0.2,0.1,-,-,
佐藤 龍世,西,3B,499.3,1.0,-0.1,0.0,-,1.1,-1.9,-,-,
佐藤 龍世,西,DH,168.7,-,-,-,-,-,-2.0,-,-,
田中 貴也,楽,C,33.0,-0.2,-,-,0.0,-0.2,0.5,-1.9,-0.1,
ウレーニャ,巨,1B,6.0,0.0,0.0,0.0,-,0.0,-0.1,-,-,
ウレーニャ,巨,3B,2.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
平良 竜哉,楽,3B,7.0,0.4,0.4,-0.1,-,0.1,0.0,-,-,
平良 竜哉,楽,LF,33.0,1.5,1.0,-,0.4,0.0,-0.3,-,-,
平良 竜哉,楽,DH,4.0,-,-,-,-,-,0.0,-,-,
佐藤 輝明,神,3B,1045.0,-9.1,-4.0,0.2,-,-5.3,-4.0,-,-,
石川 昂弥,中,1B,420.3,0.3,-0.8,0.6,-,0.5,-4.7,-,-,
石川 昂弥,中,3B,107.0,1.4,0.9,-0.1,-,0.6,-0.4,-,-,
石川 昂弥,中,DH,6.0,-,-,-,-,-,-0.1,-,-,
宮﨑 敏郎,デ,3B,911.7,-6.0,-6.5,-0.2,-,0.7,-3.5,-,-,
宮﨑 敏郎,デ,DH,8.0,-,-,-,-,-,-0.1,-,-,
中村 奨吾,ロ,3B,968.3,7.0,4.5,-0.3,-,2.9,-3.7,-,-,
田中 和基,楽,LF,127.3,1.6,0.7,-,0.8,0.1,-1.2,-,-,
田中 和基,楽,CF,7.0,0.5,0.5,-,0.0,0.0,0.0,-,-,
田中 和基,楽,DH,5.0,-,-,-,-,-,-0.1,-,-,
小野寺 暖,神,1B,4.0,0.4,0.4,0.0,-,0.0,0.0,-,-,
小野寺 暖,神,LF,27.0,-0.3,-0.6,-,0.2,0.0,-0.3,-,-,
糸原 健斗,神,1B,15.3,0.6,0.6,0.0,-,0.1,-0.2,-,-,
糸原 健斗,神,3B,79.0,-1.5,-1.7,0.2,-,0.0,-0.3,-,-,
糸原 健斗,神,DH,27.7,-,-,-,-,-,-0.3,-,-,
渡邉 諒,神,1B,76.7,-0.3,-0.5,0.0,-,0.2,-0.9,-,-,
渡邉 諒,神,2B,4.0,-0.2,0.6,-0.1,-,-0.6,0.0,-,-,
渡邉 諒,神,3B,126.0,0.9,2.4,0.2,-,-1.7,-0.5,-,-,
熊谷 敬宥,神,3B,33.7,-1.7,-1.8,0.0,-,0.0,-0.1,-,-,
熊谷 敬宥,神,SS,7.0,1.0,0.7,0.1,-,0.1,0.1,-,-,
熊谷 敬宥,神,LF,3.0,0.3,0.3,-,0.0,0.0,0.0,-,-,
栗山 巧,西,LF,71.0,0.4,-1.0,-,1.3,0.1,-0.7,-,-,
栗山 巧,西,DH,189.7,-,-,-,-,-,-2.3,-,-,
豊田 寛,神,LF,10.0,-1.9,-0.8,-,-0.2,-0.8,-0.1,-,-,
豊田 寛,神,RF,14.0,-1.3,-1.0,-,-0.3,0.0,-0.1,-,-,
豊田 寛,神,DH,8.0,-,-,-,-,-,-0.1,-,-,
知野 直人,デ,1B,10.0,0.2,0.2,0.0,-,0.0,-0.1,-,-,
知野 直人,デ,2B,12.0,-0.7,-0.8,0.1,-,0.0,0.0,-,-,
知野 直人,デ,3B,16.7,-0.5,-0.4,-0.1,-,0.0,-0.1,-,-,
中村 貴浩,広,LF,40.0,-1.2,-1.1,-,-0.1,0.0,-0.4,-,-,
中村 貴浩,広,RF,7.0,0.3,0.3,-,0.0,0.0,0.0,-,-,
加藤 匠馬,中,C,407.0,0.6,-,-,-0.1,0.7,5.8,1.5,0.0,
ブランドン,西,3B,27.7,-0.3,0.3,0.0,-,-0.6,-0.1,-,-,
ブランドン,西,DH,9.0,-,-,-,-,-,-0.1,-,-,
川越 誠司,中,LF,146.0,2.9,1.6,-,1.1,0.1,-1.4,-,-,
郡 拓也,巨,1B,3.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
若月 健矢,オ,C,762.0,6.9,-,-,6.4,0.5,10.9,3.2,2.2,
若林 楽人,巨,LF,115.0,-1.4,-1.5,-,0.1,0.1,-1.1,-,-,
中山 礼都,巨,2B,11.0,-0.3,-0.3,0.0,-,0.0,0.0,-,-,
中山 礼都,巨,3B,33.3,1.2,0.7,0.1,-,0.4,-0.1,-,-,
中山 礼都,巨,SS,11.0,0.7,0.7,-0.1,-,0.1,0.1,-,-,
末包 昇大,広,LF,405.0,0.2,0.3,-,-0.5,0.3,-3.8,-,-,
末包 昇大,広,RF,225.0,0.3,-0.5,-,1.5,-0.7,-0.9,-,-,
岡本 和真,巨,1B,976.7,4.2,4.0,0.9,-,-0.8,-10.9,-,-,
岡本 和真,巨,3B,207.3,4.1,3.3,0.2,-,0.6,-0.8,-,-,
岡本 和真,巨,LF,98.0,-3.1,-2.2,-,-0.9,0.0,-0.9,-,-,
大山 悠輔,神,1B,1158.7,-3.4,-0.7,0.0,-,-2.7,-12.9,-,-,
中田 翔,中,1B,439.3,1.3,-0.2,0.7,-,0.7,-4.9,-,-,
中田 翔,中,DH,28.0,-,-,-,-,-,-0.3,-,-,
アギラー,西,1B,217.3,1.6,1.7,-0.3,-,0.2,-2.4,-,-,
アギラー,西,DH,48.7,-,-,-,-,-,-0.6,-,-,
山川 穂高,ソ,1B,802.3,7.9,6.6,0.1,-,1.2,-8.9,-,-,
山川 穂高,ソ,DH,394.7,-,-,-,-,-,-4.7,-,-,
三森 大貴,ソ,1B,5.0,-0.3,-0.3,0.0,-,0.0,-0.1,-,-,
三森 大貴,ソ,2B,160.0,1.4,2.9,0.6,-,-2.1,0.4,-,-,
宇佐見 真吾,中,C,322.3,-0.2,-,-,-0.3,0.2,4.6,-1.5,-0.5,
宇佐見 真吾,中,1B,1.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
西田 明央,ヤ,C,33.0,-0.3,-,-,-0.4,0.0,0.5,-0.3,0.2,
西田 明央,ヤ,1B,4.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
安田 尚憲,ロ,1B,193.3,-2.0,-1.7,-0.2,-,-0.1,-2.2,-,-,
安田 尚憲,ロ,3B,215.0,3.6,1.5,0.5,-,1.6,-0.8,-,-,
原口 文仁,神,1B,29.0,0.2,0.1,0.0,-,0.1,-0.3,-,-,
原口 文仁,神,DH,9.0,-,-,-,-,-,-0.1,-,-,
陽川 尚将,西,1B,71.0,-1.8,-1.2,-0.1,-,-0.5,-0.8,-,-,
フランコ,楽,1B,305.7,-0.6,-1.8,0.4,-,0.8,-3.4,-,-,
フランコ,楽,DH,218.0,-,-,-,-,-,-2.6,-,-,
山村 崇嘉,西,1B,223.3,-1.0,-0.1,0.0,-,-0.9,-2.5,-,-,
山村 崇嘉,西,3B,210.7,1.0,2.4,-0.4,-,-1.0,-0.8,-,-,
山村 崇嘉,西,RF,51.0,-3.7,-2.9,-,-0.7,0.0,-0.2,-,-,
山村 崇嘉,西,DH,9.0,-,-,-,-,-,-0.1,-,-,
樋口 正修,中,2B,1.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
井上 朋也,ソ,1B,21.0,-0.3,-0.3,-0.1,-,0.1,-0.2,-,-,
井上 朋也,ソ,DH,5.0,-,-,-,-,-,-0.1,-,-,
石塚 綜一郎,ソ,1B,63.0,0.5,1.1,0.0,-,-0.6,-0.7,-,-,
石塚 綜一郎,ソ,DH,17.3,-,-,-,-,-,-0.2,-,-,
正木 智也,ソ,1B,36.0,0.2,0.1,0.0,-,0.0,-0.4,-,-,
正木 智也,ソ,LF,136.0,-1.0,-1.3,-,0.2,0.1,-1.3,-,-,
正木 智也,ソ,RF,373.3,5.9,4.9,-,1.6,-0.6,-1.5,-,-,
正木 智也,ソ,DH,30.0,-,-,-,-,-,-0.4,-,-,
仲田 侑仁,広,1B,9.0,0.2,0.2,0.0,-,0.0,-0.1,-,-,
入江 大樹,楽,3B,20.3,-0.3,0.2,0.0,-,-0.5,-0.1,-,-,
入江 大樹,楽,SS,17.0,0.3,0.2,0.0,-,0.1,0.1,-,-,
近藤 健介,ソ,LF,733.3,17.9,11.4,-,5.9,0.6,-7.0,-,-,
近藤 健介,ソ,DH,375.7,-,-,-,-,-,-4.5,-,-,
岡島 豪郎,楽,LF,171.3,-6.0,-4.7,-,-1.5,0.1,-1.6,-,-,
石原 貴規,広,C,296.7,2.4,-,-,2.0,0.4,4.2,0.5,0.6,
石原 貴規,広,DH,11.0,-,-,-,-,-,-0.1,-,-,
木下 拓哉,中,C,489.3,-2.6,-,-,-2.9,0.3,7.0,-1.3,-0.6,
炭谷 銀仁朗,西,C,300.3,-1.3,-,-,-1.0,-0.3,4.3,-4.8,-0.1,
ビシエド,中,1B,95.0,0.1,-0.1,-0.1,-,0.3,-1.1,-,-,
渡邊 佳明,楽,1B,124.0,0.6,0.1,0.0,-,0.4,-1.4,-,-,
渡邊 佳明,楽,LF,190.0,-8.3,-7.6,-,-0.8,0.1,-1.8,-,-,
清水 優心,日,C,29.0,0.9,-,-,0.8,0.0,0.4,-0.9,0.1,
秋広 優人,巨,1B,33.0,0.1,0.7,-0.1,-,-0.6,-0.4,-,-,
秋広 優人,巨,LF,39.0,-3.9,-2.5,-,-1.4,0.0,-0.4,-,-,
笹川 吉康,ソ,LF,7.0,0.0,0.0,-,0.0,0.0,-0.1,-,-,
笹川 吉康,ソ,CF,11.0,-1.1,-1.2,-,0.1,0.0,0.0,-,-,
笹川 吉康,ソ,RF,40.0,1.4,1.6,-,-0.3,0.0,-0.2,-,-,
進藤 勇也,日,C,7.7,0.0,-,-,0.0,0.0,0.1,2.0,-0.1,
黒川 史陽,楽,1B,3.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
黒川 史陽,楽,2B,99.0,-1.1,-0.8,-0.1,-,-0.3,0.3,-,-,
黒川 史陽,楽,3B,29.0,-0.9,-0.4,0.0,-,-0.5,-0.1,-,-,
小森 航大郎,ヤ,2B,2.0,0.2,0.2,0.0,-,0.0,0.0,-,-,
小森 航大郎,ヤ,3B,9.0,-1.1,-0.4,0.0,-,-0.7,0.0,-,-,
安田 悠馬,楽,C,78.3,-0.1,-,-,-0.2,0.1,1.1,0.8,-0.2,
安田 悠馬,楽,1B,5.0,0.2,0.2,0.0,-,0.0,-0.1,-,-,
安田 悠馬,楽,DH,179.7,-,-,-,-,-,-2.1,-,-,
東妻 純平,デ,LF,1.0,0.3,0.3,-,0.0,0.0,0.0,-,-,
伊藤 琉偉,ヤ,2B,9.0,0.3,0.0,0.2,-,0.0,0.0,-,-,
伊藤 琉偉,ヤ,3B,1.0,0.4,0.4,-0.1,-,0.1,0.0,-,-,
松尾 汐恩,デ,C,40.0,0.2,-,-,0.1,0.1,0.6,0.1,0.1,
レイノルズ,広,3B,14.0,-0.4,-0.5,0.0,-,0.1,-0.1,-,-,
ウォーカー,ソ,LF,4.0,-0.3,-0.3,-,0.0,0.0,0.0,-,-,
ウォーカー,ソ,DH,131.0,-,-,-,-,-,-1.6,-,-,
楠本 泰史,デ,LF,36.0,0.2,0.5,-,-0.3,0.0,-0.3,-,-,
楠本 泰史,デ,RF,1.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
中村 健人,広,1B,32.0,-0.3,-0.3,0.0,-,0.0,-0.4,-,-,
中村 健人,広,LF,19.0,2.1,2.2,-,-0.2,0.0,-0.2,-,-,
村田 怜音,西,1B,12.3,-0.8,-0.8,0.0,-,0.0,-0.1,-,-,
村田 怜音,西,DH,17.0,-,-,-,-,-,-0.2,-,-,
林 晃汰,広,1B,126.0,0.6,0.1,0.1,-,0.4,-1.4,-,-,
伊藤 光,デ,C,180.7,-1.8,-,-,-1.8,0.0,2.6,3.6,0.3,
ミエセス,神,LF,6.0,-0.3,-0.3,-,0.0,0.0,-0.1,-,-,
ミエセス,神,DH,14.0,-,-,-,-,-,-0.2,-,-,
トーマス,オ,RF,12.0,-0.2,0.0,-,-0.2,0.0,0.0,-,-,
トーマス,オ,DH,17.0,-,-,-,-,-,-0.2,-,-,
元 謙太,オ,CF,7.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
元 謙太,オ,RF,21.0,0.9,1.1,-,-0.2,0.0,-0.1,-,-,
澤井 廉,ヤ,RF,52.7,0.1,0.6,-,-0.5,0.0,-0.2,-,-,
渡部 健人,西,1B,72.0,-0.4,-0.5,-0.1,-,0.3,-0.8,-,-,
渡部 健人,西,3B,7.0,1.1,0.8,0.1,-,0.2,0.0,-,-,
辻本 倫太郎,中,2B,27.0,-0.5,0.4,-0.3,-,-0.6,0.1,-,-,
辻本 倫太郎,中,SS,2.0,-0.1,0.0,-0.1,-,0.0,0.0,-,-,
内藤 鵬,オ,1B,9.0,-0.5,-0.5,0.0,-,0.0,-0.1,-,-,
内藤 鵬,オ,DH,37.0,-,-,-,-,-,-0.4,-,-,
谷川原 健太,ソ,C,23.0,0.0,-,-,0.0,0.0,0.3,0.4,0.1,
坂本 誠志郎,神,C,527.0,-0.3,-,-,-1.2,0.9,7.5,3.3,0.0,
T-岡田,オ,1B,13.0,0.4,0.3,0.0,-,0.1,-0.1,-,-,
小林 誠司,巨,C,300.7,-1.2,-,-,-0.5,-0.6,4.3,1.7,0.3,
長坂 拳弥,神,C,7.0,0.0,-,-,0.0,0.0,0.1,-0.5,0.0,
山瀬 慎之助,巨,C,12.3,-0.2,-,-,-0.2,0.0,0.2,1.2,0.1,
嶺井 博希,ソ,C,8.0,0.0,-,-,0.0,0.0,0.1,0.5,0.1,
佐藤 啓介,広,1B,27.0,1.1,0.9,0.0,-,0.1,-0.3,-,-,
佐藤 啓介,広,DH,8.0,-,-,-,-,-,-0.1,-,-,
牧野 翔矢,西,C,39.0,0.4,-,-,0.6,-0.2,0.6,-0.1,-0.8,
牧野 翔矢,西,DH,8.0,-,-,-,-,-,-0.1,-,-,
福田 光輝,日,2B,33.0,0.4,0.8,-0.6,-,0.1,0.1,-,-,
石橋 康太,中,C,61.3,-2.0,-,-,-2.1,0.1,0.9,1.2,0.0,
ロドリゲス,中,SS,154.3,0.9,0.1,1.3,-,-0.5,1.3,-,-,
岡田 悠希,巨,LF,17.0,-1.7,-1.4,-,-0.3,0.0,-0.2,-,-,
シャイナー,広,1B,59.0,-2.9,-3.0,-0.1,-,0.2,-0.7,-,-,
高木 渉,西,DH,18.0,-,-,-,-,-,-0.2,-,-,
味谷 大誠,中,C,2.0,0.0,-,-,0.0,0.0,0.0,0.0,0.0,
松川 虎生,ロ,C,9.0,-0.2,-,-,-0.2,0.0,0.1,-0.5,-0.1,
鵜飼 航丞,中,LF,49.0,-2.6,-1.6,-,-1.1,0.0,-0.5,-,-,
韮澤 雄也,広,1B,20.3,-0.1,-0.2,0.0,-,0.1,-0.2,-,-,
韮澤 雄也,広,2B,8.0,0.0,0.1,-0.1,-,0.0,0.0,-,-,
古川 裕大,日,1B,9.0,0.0,-0.1,0.0,-,0.0,-0.1,-,-,
内田 湘大,広,3B,9.0,-0.1,-0.1,0.0,-,0.0,0.0,-,-,
橋本 星哉,ヤ,C,1.0,-0.2,-,-,-0.2,0.0,0.0,-0.1,0.0,
太田 光,楽,C,698.0,1.0,-,-,0.1,0.9,10.0,-4.4,0.4,
石原 彪,楽,C,452.3,-4.7,-,-,-4.6,-0.1,6.5,-7.9,-0.7,
横山 聖哉,オ,3B,73.0,-2.4,-0.6,-0.3,-,-1.5,-0.3,-,-,
横山 聖哉,オ,SS,8.0,0.2,0.2,-0.1,-,0.1,0.1,-,-,
鈴木 叶,ヤ,C,9.0,0.0,-,-,0.0,0.0,0.1,-0.3,0.0,
山浅 龍之介,中,C,6.0,0.0,-,-,0.0,0.0,0.1,0.0,0.0,
堀内 謙伍,楽,C,15.0,-0.3,-,-,-0.3,0.0,0.2,0.7,0.0,
梅林 優貴,日,C,11.0,-0.3,-,-,-0.3,0.0,0.2,0.0,0.0,
川端 慎吾,ヤ,1B,1.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
増田 陸,巨,1B,8.0,0.0,-0.1,0.0,-,0.0,-0.1,-,-,
榮枝 裕貴,神,C,1.0,0.0,-,-,0.0,0.0,0.0,-0.1,0.0,
