Pitcher,G,W,L,SV,HLD,CG,SHO,PCT,BF,IP,,H,HR,BB,IBB,HB,SO,WP,BK,R,ER,ERA,Team,
Tokoda Hiroki,16,5,4,0,1,1,1,.556,374,87,.1,91,5,24,0,2,80,1,0,32,31,3.19,Hiroshima Carp,
Yabuta Kazuki,1,0,0,0,0,0,0,.000,20,4,.2,3,0,5,0,0,2,1,0,2,2,3.86,Hiroshima Carp,
Yasaki Takuya,4,0,0,0,0,0,0,.000,34,7,,7,1,7,0,0,6,0,0,9,9,11.57,Hiroshima Carp,
Ariyoshi Yuki,1,0,1,0,0,0,0,.000,27,6,.2,8,1,0,0,0,3,0,0,2,2,2.70,DeNA BayStars,
Azuma Katsuki,3,1,2,0,0,0,0,.333,75,19,.2,10,1,4,0,0,20,0,0,5,5,2.29,DeNA BayStars,
Escobar Edwin,61,4,4,1,32,0,0,.500,229,58,.2,39,7,11,0,4,50,0,0,23,22,3.38,DeNA BayStars,
Hamaguchi Haruhiro,17,5,7,0,0,1,1,.417,387,91,.1,73,8,52,1,3,84,5,0,42,40,3.94,DeNA BayStars,
Hirata Shingo,38,2,0,1,3,0,0,1.000,185,41,.2,41,6,21,1,2,34,1,0,21,19,4.10,DeNA BayStars,
Ikeya Sota,6,0,0,0,0,0,0,.000,25,6,.2,2,0,2,0,1,2,0,0,0,0,0.00,DeNA BayStars,
Imanaga Shota,19,5,5,0,0,1,0,.500,476,120,,97,16,26,3,4,110,0,0,43,41,3.08,DeNA BayStars,
Irie Taisei,4,0,4,0,0,0,0,.000,80,18,.1,22,4,5,0,1,14,1,1,18,16,7.85,DeNA BayStars,
Ise Hiromu,39,0,1,0,6,0,0,.000,144,35,.1,30,0,15,2,1,38,2,0,11,11,2.80,DeNA BayStars,
Ishida Kenta,33,1,2,0,2,0,0,.333,168,37,.2,44,4,18,1,2,39,1,0,24,24,5.73,DeNA BayStars,
Kamichatani Taiga,8,1,3,0,0,0,0,.250,155,34,,37,5,17,1,1,26,1,0,27,27,7.15,DeNA BayStars,
Kasai Takamasa,1,0,0,0,0,0,0,.000,11,1,,5,1,2,0,1,1,0,0,6,6,54.00,DeNA BayStars,
Kazahari Ren,5,0,0,0,0,0,0,.000,33,7,,12,2,0,0,0,6,0,0,6,6,7.71,DeNA BayStars,
Kuniyoshi Yuki,18,1,1,0,0,0,0,.500,125,29,.2,24,1,13,1,1,37,1,0,18,17,5.16,DeNA BayStars,
Kyoyama Masaya,16,2,7,0,0,0,0,.222,353,76,,91,9,41,2,2,67,3,0,47,42,4.97,DeNA BayStars,
Mikami Tomoya,40,2,1,0,3,0,0,.667,148,35,,36,5,9,1,1,25,0,0,15,15,3.86,DeNA BayStars,
Mishima Kazuki,59,3,5,23,1,0,0,.375,246,57,.1,66,8,12,1,0,57,3,0,31,26,4.08,DeNA BayStars,
Miyaguni Ryosuke,3,1,1,0,0,0,0,.500,68,16,,18,3,5,0,0,14,0,0,11,11,6.19,DeNA BayStars,
Mutoh Yuta,1,0,0,0,0,0,0,.000,1,0,.1,0,0,0,0,0,1,0,0,0,0,0.00,DeNA BayStars,
Nakagawa Koh,7,0,1,0,0,0,0,.000,122,26,.1,32,3,15,0,0,24,1,0,22,19,6.49,DeNA BayStars,
Ohnuki Shinichi,22,6,7,0,0,0,0,.462,499,112,,137,9,30,2,3,106,3,0,57,54,4.34,DeNA BayStars,
Peoples Michael,18,3,4,0,0,0,0,.429,191,47,,41,5,14,0,2,41,0,0,23,22,4.21,DeNA BayStars,
Romero Fernando,14,5,3,0,0,1,1,.625,349,80,.2,89,4,30,0,5,44,4,0,38,27,3.01,DeNA BayStars,
Sakaguchi Kousuke,8,2,3,0,0,0,0,.400,160,35,,37,4,19,0,1,18,3,0,20,16,4.11,DeNA BayStars,
Sakamoto Yuya,16,4,6,0,0,0,0,.400,310,70,.1,89,9,22,0,3,46,2,0,43,41,5.25,DeNA BayStars,
Sakurai Shuto,30,0,1,0,1,0,0,.000,181,41,,36,3,29,1,0,37,3,1,15,14,3.07,DeNA BayStars,
Shackelford Kevin,32,1,0,1,4,0,0,1.000,141,31,.1,28,3,16,0,5,34,4,0,19,18,5.17,DeNA BayStars,
Shindoh Takuya,2,0,0,0,0,0,0,.000,6,1,,0,0,1,0,2,1,0,0,0,0,0.00,DeNA BayStars,
Sunada Yoshiki,58,2,2,0,18,0,0,.500,166,41,.2,26,1,13,2,2,27,2,0,15,15,3.24,DeNA BayStars,
Taira Kentaro,2,0,0,0,0,0,0,.000,39,10,,6,0,3,0,0,6,0,0,1,1,0.90,DeNA BayStars,
Tanaka Kenjiro,8,0,0,0,0,0,0,.000,18,4,.2,3,0,2,0,1,6,1,0,0,0,0.00,DeNA BayStars,
Yamasaki Yasuaki,60,3,2,1,27,0,0,.600,229,55,,58,2,14,1,3,39,0,0,21,20,3.27,DeNA BayStars,
De La Rosa Rubby,46,1,0,7,13,0,0,1.000,175,41,.1,38,3,12,0,2,34,1,0,15,13,2.83,Yomiuri Giants,
Furukawa Yuri,1,0,0,0,0,0,0,.000,11,2,,3,1,3,1,1,0,0,0,4,4,18.00,Yomiuri Giants,
Hatake Seishu,52,4,3,1,11,0,0,.571,390,96,.2,83,13,25,1,4,97,2,1,37,33,3.07,Yomiuri Giants,
Heinai Ryuta,3,0,1,0,0,0,0,.000,24,5,,8,2,2,0,0,5,0,0,8,8,14.40,Yomiuri Giants,
Imamura Nobutaka,17,3,4,0,0,1,1,.429,274,63,,66,5,22,0,3,59,0,0,21,19,2.71,Yomiuri Giants,
Inoh Shoichi,5,0,1,0,0,0,0,.000,26,5,,11,3,1,0,0,5,0,0,8,8,14.40,Yomiuri Giants,
Kagiya Yohei,59,3,0,1,15,0,0,1.000,182,42,.1,39,5,18,0,0,30,1,0,19,15,3.19,Yomiuri Giants,
Mercedes Cristopher Crisostomo,17,7,5,0,0,0,0,.583,369,86,,96,5,22,1,5,74,0,1,36,36,3.77,Yomiuri Giants,
Nakagawa Kota,58,4,3,1,25,0,0,.571,220,54,.2,47,2,10,1,5,49,0,0,17,15,2.47,Yomiuri Giants,
Naoe Daisuke,4,0,1,1,0,0,0,.000,51,11,,15,1,4,0,2,4,0,0,6,6,4.91,Yomiuri Giants,
Nogami Ryoma,9,0,1,1,4,0,0,.000,63,16,.1,8,1,6,1,0,15,0,0,3,3,1.65,Yomiuri Giants,
Numata Shohei,2,0,0,0,0,0,0,.000,11,2,.1,3,1,1,1,0,3,0,0,2,2,7.71,Yomiuri Giants,
Ohe Ryusei,47,0,0,0,13,0,0,.000,145,33,,29,2,17,1,2,23,0,0,16,15,4.09,Yomiuri Giants,
Ohtake Kan,4,0,0,0,1,0,0,.000,11,2,.1,5,0,0,0,0,0,0,0,1,1,3.86,Yomiuri Giants,
Sakurai Toshiki,29,1,0,0,6,0,0,1.000,145,33,.1,35,7,16,1,1,20,4,0,20,20,5.40,Yomiuri Giants,
Sanchez Angel,14,5,5,0,0,0,0,.500,317,73,,82,13,23,0,3,54,2,1,40,38,4.68,Yomiuri Giants,
Sugano Tomoyuki,19,6,7,0,0,2,1,.462,465,115,.2,90,15,25,1,7,102,1,0,41,41,3.19,Yomiuri Giants,
Takagi Kyosuke,15,1,0,0,1,0,0,1.000,81,18,.1,22,1,7,0,0,15,0,0,9,9,4.42,Yomiuri Giants,
Takahashi Yuki,27,11,9,0,0,0,0,.550,598,140,.2,125,18,61,2,2,76,2,0,57,53,3.39,Yomiuri Giants,
Takanashi Yuhei,55,2,2,1,20,0,0,.500,171,39,,34,2,21,4,5,47,2,0,17,16,3.69,Yomiuri Giants,
Tanaka Toyoki,39,0,0,0,2,0,0,.000,152,38,,22,5,20,2,1,37,3,0,13,12,2.84,Yomiuri Giants,
Toda Natsuki,3,0,0,0,0,0,0,.000,12,3,,3,0,1,0,0,0,0,0,0,0,0.00,Yomiuri Giants,
Togo Shosei,26,9,8,0,0,1,0,.529,639,151,.2,130,19,58,2,6,138,3,0,75,72,4.27,Yomiuri Giants,
Tone Chiaki,29,2,0,1,0,0,0,1.000,161,37,.1,25,4,24,0,3,36,3,0,20,20,4.82,Yomiuri Giants,
Vieira Thyago,56,0,3,19,1,0,0,.000,228,55,.1,38,3,26,0,1,64,0,0,18,18,2.93,Yomiuri Giants,
Yamaguchi Shun,15,2,8,0,0,0,0,.200,337,78,.1,66,6,37,1,3,83,0,0,34,31,3.56,Yomiuri Giants,
Yokogawa Kai,2,0,1,0,0,0,0,.000,37,8,,9,2,2,0,0,9,0,0,4,3,3.38,Yomiuri Giants,
Hara Juri,9,3,1,0,0,0,0,.750,198,47,,45,0,12,2,4,25,1,0,14,12,2.30,Yakult Swallows,
Hasegawa Hiroki,4,1,0,0,0,0,0,1.000,18,3,.1,4,2,3,0,0,3,0,0,5,4,10.80,Yakult Swallows,
Hoshi Tomoya,25,0,0,1,7,0,0,.000,108,24,.1,23,2,11,0,0,28,0,0,14,13,4.81,Yakult Swallows,
Ishikawa Masanori,17,4,5,0,0,1,0,.444,335,82,,81,10,16,1,3,54,1,0,31,28,3.07,Yakult Swallows,
Ishiyama Taichi,58,0,5,10,9,0,0,.000,226,55,,54,6,10,0,0,64,1,1,23,22,3.60,Yakult Swallows,
Kanakubo Yuto,10,4,1,0,0,0,0,.800,180,42,.2,39,3,16,0,2,34,0,0,14,13,2.74,Yakult Swallows,
Kondoh Hiroki,22,0,1,0,11,0,0,.000,67,18,.2,15,1,2,0,0,17,0,0,2,2,0.96,Yakult Swallows,
Konno Ryuta,64,7,1,0,28,0,0,.875,268,62,,55,1,25,0,3,63,2,0,19,19,2.76,Yakult Swallows,
McGough Scott,66,3,2,31,14,0,0,.600,259,64,.1,43,7,23,2,3,76,3,0,19,18,2.52,Yakult Swallows,
Ogawa Yasuhiro,23,9,6,0,0,2,1,.600,529,128,.1,132,15,30,3,1,97,2,0,64,59,4.14,Yakult Swallows,
Ohnishi Hiroki,33,3,0,0,7,0,0,1.000,159,38,.1,36,4,12,1,2,24,3,0,12,12,2.82,Yakult Swallows,
Ohshita Yuma,30,1,0,0,1,0,0,1.000,159,38,.2,34,5,8,2,2,32,1,0,16,16,3.72,Yakult Swallows,
Okugawa Yasunobu,18,9,4,0,0,0,0,.692,413,105,,99,11,10,0,2,91,3,1,38,38,3.26,Yakult Swallows,
Sakamoto Koshiro,36,1,2,0,7,0,0,.333,148,33,.1,29,4,17,1,3,25,2,0,17,15,4.05,Yakult Swallows,
Shimizu Noboru,72,3,6,1,50,0,0,.333,272,67,.2,55,12,18,5,2,74,2,1,23,18,2.39,Yakult Swallows,
Sneed Cy,13,6,2,0,0,0,0,.750,279,68,.2,60,9,23,0,2,69,0,0,29,26,3.41,Yakult Swallows,
Suarez Albert,24,5,3,1,3,0,0,.625,339,77,,82,9,32,0,5,70,1,0,32,31,3.62,Yakult Swallows,
Sugiyama Koki,4,0,0,0,0,0,0,.000,30,6,.1,9,2,2,0,1,4,0,0,7,7,9.95,Yakult Swallows,
Taguchi Kazuto,33,5,9,0,4,0,0,.357,449,100,.2,126,10,28,3,2,81,1,0,59,45,4.02,Yakult Swallows,
Takahashi Keiji,14,4,1,0,0,0,0,.800,320,78,.1,59,9,25,3,6,80,4,1,25,25,2.87,Yakult Swallows,
Takanashi Hirotoshi,12,4,1,0,0,0,0,.800,264,62,,62,11,15,1,3,56,1,0,28,25,3.63,Yakult Swallows,
Terashima Naruki,1,0,0,0,0,0,0,.000,10,2,,5,0,0,0,0,0,0,0,1,1,4.50,Yakult Swallows,
Umeno Yugo,29,0,0,0,8,0,0,.000,106,25,.1,22,4,9,0,2,29,1,0,7,7,2.49,Yakult Swallows,
Vandenhurk Rick,2,0,1,0,0,0,0,.000,28,4,.2,11,2,2,0,1,4,0,0,8,8,15.43,Yakult Swallows,
Yamano Taichi,1,0,0,0,0,0,0,.000,12,1,.1,5,0,2,0,1,3,0,0,7,7,47.25,Yakult Swallows,
Yoshida Daiki,16,1,1,0,0,0,0,.500,111,23,.1,31,5,12,1,0,26,3,0,17,16,6.17,Yakult Swallows,
Fujishima Kento,48,1,0,0,5,0,0,1.000,200,51,,35,3,13,0,0,38,1,0,9,9,1.59,Chunichi Dragons,
Fuku Hiroto,57,2,2,0,20,0,0,.500,185,45,.1,37,4,15,2,3,38,1,0,16,16,3.18,Chunichi Dragons,
Fukutani Koji,18,5,10,0,0,1,0,.333,432,103,.1,112,10,17,1,1,73,3,0,55,52,4.53,Chunichi Dragons,
Hashimoto Yuki,28,0,0,0,1,0,0,.000,112,26,.2,26,0,8,1,1,28,0,0,11,11,3.71,Chunichi Dragons,
Kasahara Shotaro,4,0,2,0,0,0,0,.000,94,20,,20,4,17,1,0,13,1,0,14,14,6.30,Chunichi Dragons,
Katsuno Akiyoshi,17,3,6,0,0,0,0,.333,391,91,.1,92,9,31,3,2,67,1,0,38,38,3.74,Chunichi Dragons,
Kondo Ren,2,0,0,0,0,0,0,.000,10,2,,1,0,3,0,0,2,1,0,1,1,4.50,Chunichi Dragons,
Martinez Raidel,49,1,4,23,0,0,0,.200,178,48,,26,1,10,1,1,59,1,1,11,11,2.06,Chunichi Dragons,
Matayoshi Katsuki,66,3,2,8,33,0,0,.600,245,63,.1,47,2,22,2,1,41,0,0,11,9,1.28,Chunichi Dragons,
Matsuba Takahiro,14,6,5,0,0,0,0,.545,309,76,,74,7,15,0,2,41,3,0,30,27,3.20,Chunichi Dragons,
Mitsuma Takuya,5,0,0,0,0,0,0,.000,28,5,.1,10,1,1,0,0,6,1,0,5,4,6.75,Chunichi Dragons,
Mori Hiroto,10,0,0,0,0,0,0,.000,58,12,,11,0,9,0,3,15,2,0,4,4,3.00,Chunichi Dragons,
Ogasawara Shinnosuke,25,8,10,0,0,0,0,.444,615,143,.1,141,16,51,1,4,115,4,0,60,58,3.64,Chunichi Dragons,
Ohno Yudai,22,7,11,0,0,1,0,.389,566,143,.1,121,12,26,1,2,118,1,0,48,47,2.95,Chunichi Dragons,
Okada Toshiya,19,0,1,0,0,0,0,.000,74,16,.2,23,1,6,0,0,10,0,0,9,9,4.86,Chunichi Dragons,
Okano Yuichiro,2,0,2,0,0,0,0,.000,40,8,,13,0,2,1,1,3,0,0,10,8,9.00,Chunichi Dragons,
Rodriguez Yariel,12,1,4,0,0,0,0,.200,275,61,.2,56,8,38,2,5,61,6,0,29,25,3.65,Chunichi Dragons,
Rosario Randy,9,0,0,0,0,0,0,.000,40,9,,8,1,6,0,2,3,1,0,4,3,3.00,Chunichi Dragons,
Satoh Yu,4,0,0,0,0,0,0,.000,32,5,.1,13,1,2,0,0,4,1,0,11,8,13.50,Chunichi Dragons,
Shimizu Tatsuya,1,0,1,0,0,0,0,.000,19,4,,5,0,4,0,0,1,0,0,1,1,2.25,Chunichi Dragons,
Sobue Daisuke,55,1,2,5,19,0,0,.333,208,48,.2,59,1,9,0,1,30,0,0,18,14,2.59,Chunichi Dragons,
Suzuki Hiroshi,18,2,0,0,0,0,0,1.000,91,20,.1,22,2,5,0,2,11,0,1,12,12,5.31,Chunichi Dragons,
Tajima Shinji,22,2,1,0,8,0,0,.667,74,18,.1,15,0,6,0,0,22,1,0,5,5,2.45,Chunichi Dragons,
Tanimoto Keisuke,32,1,1,0,14,0,0,.500,92,22,.1,23,3,1,0,1,18,0,0,6,5,2.01,Chunichi Dragons,
Umetsu Kodai,3,0,1,0,0,0,0,.000,51,11,.1,6,0,10,0,2,7,1,0,3,2,1.59,Chunichi Dragons,
Yamai Daisuke,1,0,0,0,0,0,0,.000,1,0,.1,0,0,0,0,0,1,0,0,0,0,0.00,Chunichi Dragons,
Yamamoto Takumi,9,1,0,0,0,0,0,1.000,67,14,,16,1,8,0,1,12,0,0,10,10,6.43,Chunichi Dragons,
Yanagi Yuya,26,11,6,0,0,2,2,.647,676,172,,133,11,41,1,3,168,3,0,47,42,2.20,Chunichi Dragons,
Abe Shota,4,0,0,0,0,0,0,.000,16,3,.2,4,1,1,0,0,3,0,0,3,3,7.36,ORIX Buffaloes,
Cho Yaku,8,0,1,0,3,0,0,.000,54,10,.1,21,4,2,0,0,15,0,0,15,15,13.06,ORIX Buffaloes,
Higa Motoki,32,1,0,0,11,0,0,1.000,75,20,.1,14,2,4,4,0,15,0,0,4,4,1.77,ORIX Buffaloes,
Higgins Tyler,49,1,2,2,28,0,0,.333,195,46,.1,37,3,19,0,1,36,1,0,14,13,2.53,ORIX Buffaloes,
Hirano Yoshihisa,46,1,3,29,3,0,0,.250,163,43,,30,4,9,0,0,37,1,0,11,11,2.30,ORIX Buffaloes,
Honda Hitomi,2,0,1,0,0,0,0,.000,45,9,.2,13,2,5,0,0,4,0,0,8,8,7.45,ORIX Buffaloes,
Kaida Tomoyuki,16,0,1,0,5,0,0,.000,43,10,.1,8,0,4,1,0,5,0,0,3,3,2.61,ORIX Buffaloes,
Kaneda Kazuyuki,9,0,0,0,0,0,0,.000,45,10,.1,8,3,5,0,2,6,0,0,5,5,4.35,ORIX Buffaloes,
Masui Hirotoshi,15,3,6,0,1,0,0,.333,309,71,,77,8,29,0,2,45,2,0,47,39,4.94,ORIX Buffaloes,
Miyagi Hiroya,23,13,4,0,0,0,0,.765,594,147,,118,9,39,1,9,131,0,0,44,41,2.51,ORIX Buffaloes,
Muranishi Ryota,18,1,0,1,5,0,0,1.000,62,12,,15,1,9,0,2,7,0,0,7,5,3.75,ORIX Buffaloes,
Nakagawa Hayate,1,0,0,0,0,0,0,.000,5,1,,2,0,0,0,0,0,0,0,0,0,0.00,ORIX Buffaloes,
Nohmi Atsushi,26,0,0,2,5,0,0,.000,103,22,.1,26,2,11,2,3,19,0,0,11,10,4.03,ORIX Buffaloes,
Saitoh Koki,4,0,0,0,0,0,0,.000,12,2,.2,2,1,2,0,0,3,0,0,3,3,10.13,ORIX Buffaloes,
Sakakibara Tsubasa,1,0,0,0,0,0,0,.000,16,2,.1,4,0,5,0,0,2,0,0,4,4,15.43,ORIX Buffaloes,
Sawada Keisuke,14,0,0,0,6,0,0,.000,59,14,,15,0,3,0,1,14,0,0,6,6,3.86,ORIX Buffaloes,
Sparkman Glenn,6,0,1,0,0,0,0,.000,73,17,,15,4,8,0,1,14,0,1,13,13,6.88,ORIX Buffaloes,
Suzuki Kohei,34,1,0,2,2,0,0,1.000,164,38,.2,34,2,14,2,1,28,3,0,15,13,3.03,ORIX Buffaloes,
Suzuki Yu,11,0,0,0,0,0,0,.000,45,10,,9,4,5,0,2,10,1,0,10,10,9.00,ORIX Buffaloes,
Tajima Daiki,24,8,8,0,0,0,0,.500,608,143,.1,137,10,48,1,5,135,4,1,62,57,3.58,ORIX Buffaloes,
Takeyasu Daichi,17,3,2,0,0,0,0,.600,207,48,.2,48,4,19,0,1,26,0,0,26,24,4.44,ORIX Buffaloes,
Tomiyama Ryoga,51,2,1,0,20,0,0,.667,189,46,.1,37,2,17,0,0,34,0,0,16,14,2.72,ORIX Buffaloes,
Urushihara Taisei,34,2,2,2,4,0,0,.500,148,35,.2,30,4,14,1,1,23,1,0,13,12,3.03,ORIX Buffaloes,
Vargas Cesar,5,1,1,0,1,0,0,.500,45,9,,13,4,4,0,1,7,2,0,11,11,11.00,ORIX Buffaloes,
Yamada Nobuyoshi,43,1,0,0,9,0,0,1.000,186,43,.2,38,2,19,2,1,35,0,0,14,11,2.27,ORIX Buffaloes,
Yamamoto Yoshinobu,26,18,5,0,0,6,4,.783,736,193,.2,124,7,40,1,2,206,3,0,37,30,1.39,ORIX Buffaloes,
Yamaoka Taisuke,12,3,4,0,0,0,0,.429,297,69,.1,64,7,20,0,3,74,1,0,30,30,3.89,ORIX Buffaloes,
Yamasaki Sachiya,22,8,10,0,0,0,0,.444,473,116,.1,111,13,24,0,6,75,2,0,47,46,3.56,ORIX Buffaloes,
Yamazaki Soichiro,9,2,2,0,0,0,0,.500,169,39,,32,1,20,0,5,29,0,0,16,16,3.69,ORIX Buffaloes,
Yoshida Ryo,18,1,1,0,4,0,0,.500,62,17,,7,3,4,0,0,17,0,0,5,4,2.12,ORIX Buffaloes,
Azuma Yusuke,37,1,0,0,4,0,0,1.000,149,34,.1,38,4,9,0,2,29,2,1,16,11,2.88,Lotte Marines,
Dohi Seiya,1,0,1,0,0,0,0,.000,11,2,,6,1,0,0,0,0,0,0,3,3,13.50,Lotte Marines,
Doi Hideto,14,0,0,0,0,0,0,.000,65,14,.1,15,3,11,0,1,10,0,0,12,12,7.53,Lotte Marines,
