Pitcher,G,W,L,SV,CG,SHO,PCT,BF,IP,,H,HR,BB,IBB,HB,SO,WP,BK,R,ER,ERA,Team,
Horie Atsuya,11,0,3,3,0,0,.000,44,10,.1,10,2,4,1,0,8,3,0,8,8,6.97,Hiroshima Carp,
Ichioka Ryuji,40,1,1,4,0,0,.500,171,41,,38,2,16,0,0,27,2,0,16,16,3.51,Hiroshima Carp,
Imamura Takeru,36,2,1,0,0,0,.667,159,35,.2,38,0,17,0,0,33,4,0,14,11,2.78,Hiroshima Carp,
Kemna Makoto,13,0,1,0,0,0,.000,69,14,.1,14,1,5,0,3,11,4,1,11,7,4.40,Hiroshima Carp,
Kikuchi Yasunori,12,1,1,1,0,0,.500,42,10,.1,12,1,2,2,0,15,0,0,3,3,2.61,Hiroshima Carp,
Kobayashi Tatsuto,8,0,2,0,1,0,.000,135,30,,33,1,10,0,1,21,1,1,16,11,3.30,Hiroshima Carp,
Kuri Aren,1,0,0,0,0,0,.000,19,5,,3,0,1,0,1,3,1,0,0,0,0.00,Hiroshima Carp,
Morishita Masato,1,0,1,0,0,0,.000,23,5,,7,0,1,0,0,5,0,0,3,3,5.40,Hiroshima Carp,
Nakamura Kyohei,16,0,3,0,0,0,.000,91,19,.2,19,2,12,0,1,22,2,0,17,16,7.32,Hiroshima Carp,
Nakamura Yuta,16,6,5,0,0,0,.545,345,85,.1,76,8,19,0,2,61,1,2,29,27,2.85,Hiroshima Carp,
Nakata Ren,16,1,1,4,0,0,.500,68,15,.2,10,2,10,0,1,14,0,0,5,4,2.30,Hiroshima Carp,
Nakazaki Shota,34,4,6,4,0,0,.400,145,33,,34,3,11,0,1,27,2,0,15,11,3.00,Hiroshima Carp,
Namiki Shun,1,0,0,0,0,0,.000,4,1,,1,0,0,0,0,0,0,0,0,0,0.00,Hiroshima Carp,
Neverauskas Dovydas,14,1,4,0,0,0,.200,151,33,.2,29,3,26,0,0,28,5,0,23,20,5.35,Hiroshima Carp,
Nomura Yusuke,12,4,3,0,0,0,.571,268,65,,65,2,19,0,2,43,1,0,21,20,2.77,Hiroshima Carp,
Ohmichi Haruki,7,2,1,0,0,0,.667,61,13,,16,4,5,0,1,11,2,0,14,10,6.92,Hiroshima Carp,
Ohsera Daichi,1,0,1,0,0,0,.000,21,5,,6,1,0,0,0,3,0,0,3,3,5.40,Hiroshima Carp,
Okada Akitake,11,0,3,0,0,0,.000,165,36,.1,31,3,28,0,0,22,1,2,21,19,4.71,Hiroshima Carp,
Sasaki Ken,4,0,0,0,0,0,.000,20,4,,4,0,5,0,0,2,1,0,3,3,6.75,Hiroshima Carp,
Scott Tayler,7,2,1,0,0,0,.667,91,23,,15,0,6,0,1,22,0,0,9,5,1.96,Hiroshima Carp,
Shimauchi Sotaro,12,0,0,2,0,0,.000,54,13,,12,0,2,0,1,18,5,0,6,5,3.46,Hiroshima Carp,
Takahashi Kouya,5,3,0,0,0,0,1.000,90,22,,21,2,3,0,1,18,1,1,9,8,3.27,Hiroshima Carp,
Takahashi Mikiya,15,1,2,1,0,0,.333,63,15,,14,2,2,0,0,14,1,0,9,8,4.80,Hiroshima Carp,
Tamamura Shogo,3,2,0,0,0,0,1.000,64,17,,13,0,3,0,1,17,0,0,4,4,2.12,Hiroshima Carp,
Tanaka Norihiko,25,0,2,0,0,0,.000,157,34,.1,35,2,22,0,1,27,4,1,18,17,4.46,Hiroshima Carp,
Toda Takaya,6,0,0,0,0,0,.000,22,6,,2,0,1,0,1,6,0,0,1,1,1.50,Hiroshima Carp,
Tokoda Hiroki,10,1,4,0,0,0,.200,237,55,.1,61,6,11,0,1,30,4,0,35,31,5.04,Hiroshima Carp,
Une Takamasa,14,0,0,0,0,0,.000,64,15,,8,0,10,0,5,6,1,0,6,5,3.00,Hiroshima Carp,
Yabuta Kazuki,14,1,6,0,0,0,.143,262,58,.2,57,4,32,0,2,40,2,0,38,34,5.22,Hiroshima Carp,
Yamaguchi Sho,6,1,0,0,0,0,1.000,44,8,,13,1,9,0,0,4,0,0,13,13,14.63,Hiroshima Carp,
Yasaki Takuya,14,2,6,0,0,0,.250,318,77,,53,5,42,0,0,60,6,0,28,25,2.92,Hiroshima Carp,
Ariyoshi Yuki,8,0,4,1,0,0,.000,133,26,.2,53,8,5,0,0,15,0,0,33,32,10.80,DeNA BayStars,
Asada Sota,5,0,3,0,0,0,.000,66,11,,16,2,15,0,3,4,4,0,21,18,14.73,DeNA BayStars,
Azuma Katsuki,7,3,0,0,0,0,1.000,127,32,.1,25,2,5,0,2,33,0,0,8,7,1.95,DeNA BayStars,
Cordero Remy,20,2,2,0,0,0,.500,123,23,.2,22,2,28,0,2,25,2,0,21,15,5.70,DeNA BayStars,
Cordero Starlin,12,2,0,0,0,0,1.000,68,12,,12,1,19,0,5,7,6,0,15,11,8.25,DeNA BayStars,
Diaz Yofrec,8,2,1,0,0,0,.667,78,19,,13,0,10,0,0,26,3,0,7,5,2.37,DeNA BayStars,
Escobar Edwin,2,0,0,0,0,0,.000,8,2,,1,0,1,0,0,5,0,0,0,0,0.00,DeNA BayStars,
Hamaguchi Haruhiro,5,1,0,0,0,0,1.000,83,20,.2,14,1,8,0,2,15,0,0,3,3,1.31,DeNA BayStars,
Hirata Shingo,4,0,0,0,0,0,.000,14,3,.2,2,0,1,0,0,3,2,0,0,0,0.00,DeNA BayStars,
Iizuka Satoshi,19,2,0,0,0,0,1.000,120,27,.2,26,2,16,0,2,14,1,0,14,12,3.90,DeNA BayStars,
Ikeya Sota,36,0,2,1,0,0,.000,159,33,.2,41,2,11,0,3,27,2,0,28,19,5.08,DeNA BayStars,
Imanaga Shota,6,3,1,0,0,0,.750,108,29,.1,21,2,6,0,1,30,1,0,6,6,1.84,DeNA BayStars,
Irie Taisei,3,0,2,0,0,0,.000,29,6,,7,0,4,0,1,7,1,0,4,4,6.00,DeNA BayStars,
Ise Hiromu,10,1,0,2,0,0,1.000,50,12,.2,10,0,4,0,0,17,1,0,4,4,2.84,DeNA BayStars,
Ishida Kenta,11,2,3,0,1,0,.400,172,41,.2,44,4,4,0,2,43,2,0,24,20,4.32,DeNA BayStars,
Ishikawa Tatsuya,13,4,2,0,0,0,.667,127,30,.2,24,2,10,0,2,28,2,0,8,8,2.35,DeNA BayStars,
Kamichatani Taiga,14,4,0,0,0,0,1.000,244,61,.2,51,6,10,0,2,50,2,0,23,19,2.77,DeNA BayStars,
Kasai Takamasa,22,1,1,0,0,0,.500,117,22,.2,26,2,24,0,1,16,3,1,16,16,6.35,DeNA BayStars,
Kato Dai,8,0,1,0,0,0,.000,34,6,.2,5,0,9,0,0,4,1,0,6,4,5.40,DeNA BayStars,
Katsumata Atsushi,31,3,1,0,0,0,.750,157,34,.1,19,0,40,0,4,21,8,0,11,7,1.83,DeNA BayStars,
Kazahari Ren,21,1,1,0,0,0,.500,104,23,,32,1,9,0,1,15,3,0,13,12,4.70,DeNA BayStars,
Kuniyoshi Yuki,3,0,0,0,0,0,.000,13,2,.2,1,0,2,0,0,5,2,0,1,0,0.00,DeNA BayStars,
Kyoyama Masaya,11,3,4,0,0,0,.429,244,61,,43,4,17,0,1,55,2,0,22,16,2.36,DeNA BayStars,
Matsumoto Ryunosuke,5,0,2,0,0,0,.000,51,7,,9,1,20,0,0,13,1,0,23,19,24.43,DeNA BayStars,
Mikami Tomoya,13,1,0,3,0,0,1.000,60,13,.2,16,1,2,0,1,12,0,0,8,4,2.63,DeNA BayStars,
Miyagi Daita,14,2,2,1,0,0,.500,216,48,,45,2,32,0,3,38,3,1,26,15,2.81,DeNA BayStars,
Miyaguni Ryosuke,20,4,3,1,0,0,.571,184,42,.2,49,5,8,0,2,36,1,0,24,23,4.85,DeNA BayStars,
Mutoh Yuta,30,0,3,1,0,0,.000,157,30,.2,40,2,29,0,1,22,1,0,30,24,7.04,DeNA BayStars,
Nakagawa Koh,20,0,3,2,0,0,.000,166,35,,36,1,24,0,3,40,5,0,26,19,4.89,DeNA BayStars,
Ohnuki Shinichi,4,2,0,0,0,0,1.000,61,17,,10,0,4,0,1,21,1,0,1,1,0.53,DeNA BayStars,
Peoples Michael,7,0,2,1,0,0,.000,49,11,.2,10,0,3,0,2,10,1,0,10,10,7.71,DeNA BayStars,
Romero Fernando,9,3,5,0,0,0,.375,199,48,,40,4,23,0,4,32,5,0,24,23,4.31,DeNA BayStars,
Saito Shunsuke,3,0,0,0,0,0,.000,16,3,,2,0,4,0,0,3,2,0,1,1,3.00,DeNA BayStars,
Sakaguchi Kousuke,6,1,1,1,0,0,.500,102,24,,24,2,5,0,2,17,1,0,6,4,1.50,DeNA BayStars,
Sakamoto Yuya,8,2,2,0,0,0,.500,128,31,.2,19,0,14,0,2,33,2,0,9,7,1.99,DeNA BayStars,
Sakurai Shuto,15,1,1,6,0,0,.500,109,25,.2,23,2,11,0,0,24,2,0,8,7,2.45,DeNA BayStars,
Shackelford Kevin,15,1,1,0,0,0,.500,52,13,.2,9,0,4,0,0,13,3,0,2,1,0.66,DeNA BayStars,
Shindoh Takuya,29,0,0,0,0,0,.000,129,29,.2,30,3,13,0,2,35,3,1,11,10,3.03,DeNA BayStars,
Sunada Yoshiki,1,0,0,1,0,0,.000,6,1,,1,0,2,0,0,0,0,0,1,1,9.00,DeNA BayStars,
Taira Kentaro,2,0,0,0,0,0,.000,27,7,,7,1,1,0,0,7,0,0,3,2,2.57,DeNA BayStars,
Takada Takuto,1,0,0,0,0,0,.000,3,1,,0,0,0,0,0,1,0,0,0,0,0.00,DeNA BayStars,
Tanaka Kenjiro,37,0,2,3,0,0,.000,166,35,.2,41,5,14,1,3,35,3,0,23,15,3.79,DeNA BayStars,
De La Rosa Rubby,3,0,0,0,0,0,.000,11,3,,1,0,1,0,0,5,0,0,0,0,0.00,Yomiuri Giants,
Furukawa Yuri,36,2,1,2,0,0,.667,243,57,.2,65,6,14,0,0,65,4,0,19,14,2.18,Yomiuri Giants,
Hatake Seishu,6,2,1,2,1,1,.667,83,22,,14,1,4,0,0,35,1,0,6,3,1.23,Yomiuri Giants,
Heinai Ryuta,38,5,4,6,0,0,.556,244,60,.1,47,3,17,2,6,56,3,0,21,21,3.13,Yomiuri Giants,
Hirai Kaisei,3,0,0,0,0,0,.000,31,6,.1,7,0,5,0,1,2,2,0,6,6,8.53,Yomiuri Giants,
Horioka Hayato,43,2,4,1,0,0,.333,289,63,.2,77,5,25,0,3,59,5,1,32,29,4.10,Yomiuri Giants,
Imamura Nobutaka,7,2,1,0,0,0,.667,138,33,.1,33,1,6,0,3,22,1,0,10,6,1.62,Yomiuri Giants,
Inoh Shoichi,24,6,7,2,1,0,.462,448,104,,124,7,27,0,5,65,1,1,56,47,4.07,Yomiuri Giants,
Inoue Haruto,6,2,2,1,0,0,.500,124,28,.1,26,2,15,0,1,22,1,0,20,15,4.76,Yomiuri Giants,
Itoh Yusuke,16,0,2,0,0,0,.000,105,23,,20,1,16,0,0,30,3,0,12,11,4.30,Yomiuri Giants,
Kasashima Naoki,8,0,1,1,0,0,.000,61,9,.2,26,1,5,0,1,7,0,2,26,24,22.34,Yomiuri Giants,
Kinoshita Motoya,1,1,0,0,0,0,1.000,21,5,,7,0,2,0,0,2,0,0,2,2,3.60,Yomiuri Giants,
Kuwahara Takuya,20,4,4,0,0,0,.500,220,49,.1,61,7,22,0,0,35,1,0,31,29,5.29,Yomiuri Giants,
Mercedes Cristopher Crisostomo,4,0,2,0,0,0,.000,71,15,.2,20,1,6,0,0,11,2,0,11,11,6.32,Yomiuri Giants,
Missaki Daniel,3,0,2,0,0,0,.000,63,13,.1,17,5,6,0,1,10,1,1,12,12,8.10,Yomiuri Giants,
Nakagawa Kota,2,0,1,0,0,0,.000,8,2,,2,1,0,0,0,0,0,0,2,2,9.00,Yomiuri Giants,
Naoe Daisuke,10,3,2,0,1,1,.600,186,39,.2,50,4,17,0,0,32,0,0,33,32,7.26,Yomiuri Giants,
Nogami Ryoma,4,1,2,0,0,0,.333,89,23,.2,16,2,3,0,0,24,0,0,8,8,3.04,Yomiuri Giants,
Numata Shohei,27,0,1,1,0,0,.000,126,27,,29,1,15,0,3,22,0,0,17,15,5.00,Yomiuri Giants,
Ohe Ryusei,9,1,0,0,0,0,1.000,40,9,.2,9,2,1,0,1,14,0,0,4,4,3.72,Yomiuri Giants,
Ohta Ryu,4,1,0,0,0,0,1.000,32,7,,8,1,4,0,0,6,0,0,7,7,9.00,Yomiuri Giants,
Ohtake Kan,10,0,2,0,0,0,.000,38,8,.2,9,1,1,0,0,7,1,0,7,7,7.27,Yomiuri Giants,
Sakurai Toshiki,7,3,1,0,0,0,.750,137,34,,26,3,10,0,0,23,2,0,11,9,2.38,Yomiuri Giants,
Sanchez Angel,1,0,0,0,0,0,.000,11,3,,3,0,0,0,0,1,1,0,0,0,0.00,Yomiuri Giants,
Sugano Tomoyuki,1,0,0,0,0,0,.000,16,4,,3,0,2,0,0,5,0,0,1,1,2.25,Yomiuri Giants,
Takagi Kyosuke,8,0,0,0,0,0,.000,26,6,.2,7,0,0,0,0,5,0,0,2,2,2.70,Yomiuri Giants,
Takahashi Yuki,1,0,0,0,0,0,.000,9,3,,0,0,0,0,0,6,0,0,0,0,0.00,Yomiuri Giants,
Tanaka Toyoki,4,0,1,1,0,0,.000,29,7,,10,1,0,0,0,8,0,0,4,4,5.14,Yomiuri Giants,
Tanaka Yudai,3,0,0,0,0,0,.000,14,3,,4,0,1,0,0,1,0,0,3,2,6.00,Yomiuri Giants,
Tanioka Tappei,38,0,1,0,0,0,.000,147,34,.2,29,1,16,1,1,37,3,0,5,5,1.30,Yomiuri Giants,
Toda Natsuki,18,8,1,0,0,0,.889,359,87,.1,78,10,27,0,1,66,1,0,37,32,3.30,Yomiuri Giants,
Togo Shosei,1,0,0,0,0,0,.000,16,3,,5,0,1,0,0,5,0,0,2,2,6.00,Yomiuri Giants,
Tone Chiaki,15,3,0,1,0,0,1.000,149,37,.2,25,4,16,0,0,34,4,0,10,10,2.39,Yomiuri Giants,
Vieira Thyago,3,0,0,1,0,0,.000,12,3,,2,0,1,0,0,4,0,0,0,0,0.00,Yomiuri Giants,
Yamamoto Itsuki,14,2,4,0,0,0,.333,208,43,.2,49,5,30,0,1,30,4,0,33,26,5.36,Yomiuri Giants,
Yamasaki Yusuke,17,0,4,0,0,0,.000,185,36,.1,53,5,23,0,2,19,1,0,34,31,7.68,Yomiuri Giants,
Yokogawa Kai,18,6,3,0,2,1,.667,347,80,.1,98,8,23,0,1,58,4,1,40,36,4.03,Yomiuri Giants,
Yonahara Hirotaka,9,2,3,0,0,0,.400,90,20,,29,4,3,0,1,17,1,0,17,17,7.65,Yomiuri Giants,
Hara Juri,14,1,5,0,1,0,.167,258,58,.2,61,1,18,0,9,44,5,0,32,23,3.53,Yakult Swallows,
Hasegawa Hiroki,9,1,2,1,0,0,.333,112,24,.1,26,5,17,0,0,21,2,0,18,18,6.66,Yakult Swallows,
Hoshi Tomoya,15,3,1,0,0,0,.750,85,18,,28,3,8,1,0,11,1,0,18,18,9.00,Yakult Swallows,
Ichikawa Yuta,14,1,2,2,0,0,.333,188,42,,39,4,19,0,4,36,1,0,25,21,4.50,Yakult Swallows,
Ishikawa Masanori,7,1,1,0,0,0,.500,103,28,,14,1,8,0,1,26,0,0,7,1,0.32,Yakult Swallows,
Ishiyama Taichi,4,0,0,1,0,0,.000,12,4,,0,0,0,0,0,3,0,0,0,0,0.00,Yakult Swallows,
Kanakubo Yuto,12,4,1,1,0,0,.800,228,52,.1,59,1,20,0,3,33,4,0,23,13,2.24,Yakult Swallows,
Katekaru Kouta,9,0,0,0,0,0,.000,81,15,,15,2,18,0,4,10,1,1,15,13,7.80,Yakult Swallows,
Kizawa Naofumi,22,2,8,0,0,0,.200,332,69,.2,84,11,43,1,3,58,8,1,53,47,6.07,Yakult Swallows,
Konno Ryuta,1,0,0,0,0,0,.000,3,1,,0,0,0,0,0,0,0,0,0,0,0.00,Yakult Swallows,
Kozawa Reiji,35,2,3,3,0,0,.400,155,34,.2,21,4,30,0,3,39,1,0,15,14,3.63,Yakult Swallows,
Kubo Takuma,33,1,0,0,0,0,1.000,142,30,.1,36,2,16,0,1,31,2,0,17,10,2.97,Yakult Swallows,
Kuramoto Harutaka,12,0,0,0,0,0,.000,56,12,,16,0,4,0,3,10,2,0,9,5,3.75,Yakult Swallows,
Maruyama Shota,15,1,0,0,0,0,1.000,65,17,.2,8,3,7,0,0,21,1,1,7,6,3.06,Yakult Swallows,
Miyadai Kohei,27,1,1,1,0,0,.500,100,25,.1,19,1,5,0,1,26,0,0,8,6,2.13,Yakult Swallows,
Nakao Hikaru,16,0,1,0,0,0,.000,67,14,,21,3,6,0,0,17,1,0,9,9,5.79,Yakult Swallows,
Ogawa Yasuhiro,1,1,0,0,0,0,1.000,22,6,,3,1,0,0,0,4,0,0,1,1,1.50,Yakult Swallows,
Ohnishi Hiroki,12,2,1,1,0,0,.667,83,20,,15,0,11,0,0,16,0,0,4,4,1.80,Yakult Swallows,
Ohshita Yuma,11,0,1,0,0,0,.000,49,12,,9,1,4,0,0,9,0,0,2,2,1.50,Yakult Swallows,
Okugawa Yasunobu,1,0,0,0,0,0,.000,12,3,,2,0,1,0,1,2,0,0,1,1,3.00,Yakult Swallows,
Saiuchi Hiroaki,6,1,2,0,0,0,.333,71,16,.1,16,6,7,0,0,11,1,0,13,11,6.06,Yakult Swallows,
Sakamoto Koshiro,4,0,1,1,0,0,.000,17,4,,2,0,2,0,1,4,1,0,1,0,0.00,Yakult Swallows,
Shimizu Noboru,1,0,0,0,0,0,.000,3,1,,0,0,0,0,0,1,0,0,0,0,0.00,Yakult Swallows,
Shimo Shinnosuke,10,0,1,0,0,0,.000,99,20,,25,2,12,0,2,19,3,0,23,22,9.90,Yakult Swallows,
Sneed Cy,7,4,0,0,0,0,1.000,116,28,,26,3,5,0,0,29,0,0,9,9,2.89,Yakult Swallows,
Suarez Albert,7,3,2,0,0,0,.600,152,40,.2,27,2,6,0,0,48,1,0,11,11,2.43,Yakult Swallows,
Sugiyama Koki,30,0,3,7,0,0,.000,121,28,.2,26,0,8,0,2,28,5,0,16,15,4.71,Yakult Swallows,
Suzuki Yuta,20,0,0,0,0,0,.000,104,23,.1,23,2,13,0,1,13,6,0,9,8,3.09,Yakult Swallows,
Taguchi Kazuto,2,1,0,0,0,0,1.000,33,8,,7,0,0,0,0,7,0,0,3,1,1.13,Yakult Swallows,
Takahashi Keiji,11,3,2,0,0,0,.600,213,49,,55,2,16,0,4,41,2,0,22,18,3.31,Yakult Swallows,
Takanashi Hirotoshi,10,5,1,0,0,0,.833,218,55,.1,45,6,13,0,1,52,5,0,19,18,2.93,Yakult Swallows,
Terashima Naruki,21,6,8,0,0,0,.429,265,60,,68,9,25,0,4,42,2,1,33,32,4.80,Yakult Swallows,
Umeno Yugo,8,0,0,0,0,0,.000,32,8,,5,1,2,0,1,11,2,0,3,2,2.25,Yakult Swallows,
Vandenhurk Rick,14,2,1,0,0,0,.667,200,50,,43,7,7,0,3,52,1,0,22,21,3.78,Yakult Swallows,
Yamano Taichi,1,0,1,0,0,0,.000,16,4,,3,0,2,0,1,2,1,0,2,2,4.50,Yakult Swallows,
Yoshida Daiki,12,3,1,2,0,0,.750,123,29,,29,0,11,0,0,26,0,0,9,7,2.17,Yakult Swallows,
Fujishima Kento,3,0,0,0,0,0,.000,11,3,,2,0,1,0,0,3,1,0,0,0,0.00,Chunichi Dragons,
Hashimoto Yuki,10,0,0,0,0,0,.000,45,8,.1,12,0,5,0,5,5,0,0,9,9,9.72,Chunichi Dragons,
Ishida KentoMarc,42,2,4,5,0,0,.333,167,39,.1,33,4,16,0,0,35,4,0,19,16,3.66,Chunichi Dragons,
Ishikawa Sho,13,2,0,0,0,0,1.000,69,16,.2,8,0,9,0,3,17,1,0,2,2,1.08,Chunichi Dragons,
Kakigoshi Kenshin,23,2,0,0,0,0,1.000,105,26,.2,16,1,8,0,2,15,0,0,7,5,1.69,Chunichi Dragons,
Kasahara Shotaro,15,4,4,1,1,0,.500,295,70,,68,8,21,0,2,51,3,0,36,31,3.99,Chunichi Dragons,
Katsuno Akiyoshi,4,0,1,0,0,0,.000,83,22,,17,3,0,0,0,13,1,0,7,6,2.45,Chunichi Dragons,
Kondo Ren,29,1,3,2,0,0,.250,121,25,.2,34,1,15,0,1,12,0,0,23,22,7.71,Chunichi Dragons,
Martinez Raidel,3,0,0,1,0,0,.000,10,3,,1,0,1,0,0,2,0,0,0,0,0.00,Chunichi Dragons,
Maruyama Taisuke,17,0,0,0,0,0,.000,73,15,,17,3,7,0,4,14,0,0,10,10,6.00,Chunichi Dragons,
Matsuba Takahiro,10,4,1,0,0,0,.800,221,52,,57,5,15,0,1,26,1,1,21,21,3.63,Chunichi Dragons,
Matsuda Hiroaki,16,0,2,0,0,0,.000,73,16,,13,1,12,0,1,11,0,0,7,6,3.38,Chunichi Dragons,
Matsukihira Yuta,2,0,0,0,0,0,.000,10,2,,3,0,1,0,0,1,0,0,2,2,9.00,Chunichi Dragons,
Mitsuma Takuya,29,4,0,5,0,0,1.000,103,26,.2,20,1,6,0,2,14,1,0,13,12,4.05,Chunichi Dragons,
Mori Hiroto,25,2,2,0,0,0,.500,160,41,,33,1,10,0,3,37,0,0,11,10,2.20,Chunichi Dragons,
Ohno Yudai,1,1,0,0,0,0,1.000,17,5,,2,0,0,0,0,4,0,0,0,0,0.00,Chunichi Dragons,
Okada Toshiya,22,0,1,0,0,0,.000,75,18,,17,0,1,0,1,16,1,0,5,5,2.50,Chunichi Dragons,
Okano Yuichiro,19,5,6,1,0,0,.455,360,91,.2,87,10,12,0,4,66,2,0,35,32,3.14,Chunichi Dragons,
Rodriguez Yariel,7,2,1,0,1,1,.667,129,33,,19,2,11,0,2,40,2,0,8,6,1.64,Chunichi Dragons,
Rosario Randy,15,1,2,0,0,0,.333,73,13,.1,17,2,16,0,0,15,3,0,13,9,6.08,Chunichi Dragons,
Satoh Yu,27,1,1,2,0,0,.500,101,26,.2,19,0,5,0,1,18,0,0,6,4,1.35,Chunichi Dragons,
Shimizu Tatsuya,15,4,3,1,0,0,.571,249,61,.2,52,3,19,0,2,46,5,0,22,19,2.77,Chunichi Dragons,
