Pitcher,G,W,L,SV,CG,SHO,PCT,BF,IP,,H,HR,BB,IBB,HB,SO,WP,BK,R,ER,ERA,Team,
Saitoh Shinji,4,0,1,0,0,0,.000,21,5,,4,1,3,0,0,3,0,0,3,2,3.60,Nipponham Fighters,
Saitoh Yuki,12,3,1,0,0,0,.750,72,16,.1,17,3,9,0,1,7,2,0,11,10,5.51,Nipponham Fighters,
Suzuki Kenya,26,1,0,4,0,0,1.000,128,31,.1,23,1,10,0,2,36,0,0,8,7,2.01,Nipponham Fighters,
Suzuki Ryotaro,30,2,1,0,0,0,.667,152,32,.2,36,5,19,0,0,17,3,0,23,19,5.23,Nipponham Fighters,
Takayama Yuki,35,2,1,0,0,0,.667,219,47,,49,6,34,0,3,23,1,0,24,20,3.83,Nipponham Fighters,
Tamai Taisho,2,0,0,0,0,0,.000,13,2,,6,0,1,0,0,2,0,0,2,2,9.00,Nipponham Fighters,
Tanaka Eito,20,0,5,0,0,0,.000,200,37,.1,58,5,30,0,2,26,2,0,42,40,9.64,Nipponham Fighters,
Tanigawa Masaki,26,2,0,2,0,0,1.000,116,29,,23,3,6,0,0,29,2,0,10,9,2.79,Nipponham Fighters,
Tateno Kazuaki,11,2,4,0,0,0,.333,203,46,.1,43,1,20,0,3,47,3,0,18,16,3.11,Nipponham Fighters,
Uehara Kenta,10,2,3,0,0,0,.400,166,37,.2,41,6,12,0,2,39,1,0,20,19,4.54,Nipponham Fighters,
VerHagen Drew,1,0,0,0,0,0,.000,4,1,,1,0,0,0,0,1,0,0,0,0,0.00,Nipponham Fighters,
Yoshida Kosei,19,6,8,1,0,0,.429,364,85,,84,13,29,0,2,66,2,0,45,42,4.45,Nipponham Fighters,
