     Player  Age  Pos     Inn   TZR  TZR/143  RngR  ARM  DPR  ErrR  Pos Adj  Framing  Blocking                Team League
415     NaN   36  4.0    70.0  -4.4    -80.9  -1.7  NaN -0.1  -2.6      0.2      NaN       NaN      ORIX Buffaloes     PL
416     NaN   36  6.0    26.0   0.3     14.8   0.1  NaN  0.1   0.1      0.2      NaN       NaN      ORIX Buffaloes     PL
417     NaN   36  NaN     1.0   NaN      NaN   NaN  NaN  NaN   NaN      0.0      NaN       NaN      ORIX Buffaloes     PL
418     NaN   34  2.0   461.2  -0.9     -2.5   NaN -1.6  NaN   0.7      6.6     -2.7      -0.9  Nipponham Fighters     PL
419     NaN   27  4.0     6.0   0.1     21.4   0.2  NaN -0.1   0.0      0.0      NaN       NaN      Yomiuri Giants     CL
420     NaN   27  5.0    48.0   0.3      8.0   0.1  NaN  0.0   0.3     -0.2      NaN       NaN      Yomiuri Giants     CL
421     NaN   27  6.0    29.0  -0.5    -22.2  -0.4  NaN -0.3   0.2      0.2      NaN       NaN      Yomiuri Giants     CL
422     NaN   27  7.0   213.0  -7.5    -45.3  -5.7 -1.9  NaN   0.1     -2.0      NaN       NaN      Yomiuri Giants     CL
423     NaN   25  2.0   888.2   2.7      3.9   NaN  1.8  NaN   0.9     12.7      4.8      -0.6       DeNA BayStars     CL
424     NaN   26  3.0    23.2   0.2     10.9   0.1  NaN  0.0   0.1     -0.3      NaN       NaN       Lotte Marines     PL
425     NaN   26  5.0    10.0   0.1     12.9   0.1  NaN -0.1   0.1      0.0      NaN       NaN       Lotte Marines     PL
426     NaN   26  NaN     1.0   NaN      NaN   NaN  NaN  NaN   NaN      0.0      NaN       NaN       Lotte Marines     PL
427     NaN   31  4.0   591.2   1.6      3.5   2.8  NaN  0.6  -1.8      1.6      NaN       NaN      SoftBank Hawks     PL
428     NaN   31  NaN     1.0   NaN      NaN   NaN  NaN  NaN   NaN      0.0      NaN       NaN      SoftBank Hawks     PL
429     NaN   26  6.0  1209.2  -1.4     -1.5  -4.1  NaN  2.9  -0.2      9.9      NaN       NaN      Rakuten Eagles     PL
430     NaN   25  7.0   124.0   1.1     11.4   1.1 -0.1  NaN   0.1     -1.2      NaN       NaN      Hiroshima Carp     CL
431     NaN   25  8.0     8.0   0.1     16.1   0.2 -0.2  NaN   0.0      0.0      NaN       NaN      Hiroshima Carp     CL
432     NaN   27  7.0     9.0   0.5     71.5   0.0  0.5  NaN   0.0     -0.1      NaN       NaN     Yakult Swallows     CL
433     NaN   27  8.0    17.0  -1.1    -83.3  -0.6 -0.5  NaN   0.0      0.1      NaN       NaN     Yakult Swallows     CL
434     NaN   27  9.0    67.1  -0.8    -15.3  -0.4 -0.4  NaN   0.0     -0.3      NaN       NaN     Yakult Swallows     CL
435     NaN   24  3.0    25.0   0.2     10.3   0.1  NaN  0.0   0.1     -0.3      NaN       NaN       Lotte Marines     PL
436     NaN   24  4.0    65.0  -0.5     -9.9  -0.2  NaN -0.5   0.2      0.2      NaN       NaN       Lotte Marines     PL
437     NaN   24  5.0    18.0  -1.4   -100.1  -0.7  NaN  0.0  -0.6     -0.1      NaN       NaN       Lotte Marines     PL
438     NaN   24  NaN     1.0   NaN      NaN   NaN  NaN  NaN   NaN      0.0      NaN       NaN       Lotte Marines     PL
439     NaN   30  5.0    45.1   1.7     48.3   1.0  NaN  0.2   0.5     -0.2      NaN       NaN      Yomiuri Giants     CL
440     NaN   30  6.0     2.0   0.1     64.4  -0.1  NaN  0.1   0.0      0.0      NaN       NaN      Yomiuri Giants     CL
441     NaN   30  7.0    10.2   0.8     96.2   0.8  0.0  NaN   0.0     -0.1      NaN       NaN      Yomiuri Giants     CL
442     NaN   30  8.0    11.0   0.4     46.8   0.2  0.2  NaN   0.0      0.0      NaN       NaN      Yomiuri Giants     CL
443     NaN   30  9.0     7.0   0.3     55.2   0.3  0.0  NaN   0.0      0.0      NaN       NaN      Yomiuri Giants     CL
444     NaN   27  3.0    15.0  -0.2    -17.2  -0.2  NaN  0.0   0.0     -0.2      NaN       NaN      SoftBank Hawks     PL
445     NaN   27  5.0  1221.1  16.9     17.8  10.7  NaN  0.5   5.7     -4.6      NaN       NaN      SoftBank Hawks     PL
446     NaN   22  2.0    89.1   0.5      7.2   NaN  0.6  NaN  -0.1      1.3      2.7      -0.5     Yakult Swallows     CL
447     NaN   22  7.0     2.0   0.0      0.0   0.0  0.0  NaN   0.0      0.0      NaN       NaN     Yakult Swallows     CL
448     NaN   22  9.0     3.0   0.3    128.7   0.3  0.0  NaN   0.0      0.0      NaN       NaN     Yakult Swallows     CL
449     NaN   28  7.0     3.0  -0.3   -128.7  -0.3  0.0  NaN   0.0      0.0      NaN       NaN    Chunichi Dragons     CL
450     NaN   28  8.0   102.0  -1.0    -12.6  -0.2 -0.9  NaN   0.0      0.3      NaN       NaN    Chunichi Dragons     CL
451     NaN   28  9.0   111.2   1.2     13.8   0.4  0.8  NaN   0.0     -0.4      NaN       NaN    Chunichi Dragons     CL
452     NaN   30  5.0   377.1  -1.1     -3.8   1.9  NaN -0.4  -2.5     -1.4      NaN       NaN    Chunichi Dragons     CL
453     NaN   26  4.0   533.2   8.2     19.8   7.1  NaN  1.2  -0.1      1.4      NaN       NaN       Lotte Marines     PL
454     NaN   26  6.0   216.1   4.7     28.0   3.4  NaN  0.0   1.3      1.8      NaN       NaN       Lotte Marines     PL
455     NaN   26  NaN     3.0   NaN      NaN   NaN  NaN  NaN   NaN      0.0      NaN       NaN       Lotte Marines     PL
456     NaN   23  7.0   198.2  -2.1    -13.6  -3.7  1.5  NaN   0.1     -1.9      NaN       NaN         Seibu Lions     PL
457     NaN   23  8.0    18.2   0.1      6.9   0.1  0.0  NaN   0.0      0.1      NaN       NaN         Seibu Lions     PL
458     NaN   23  9.0   287.1  -0.7     -3.1  -2.2  1.5  NaN   0.1     -1.1      NaN       NaN         Seibu Lions     PL
459     NaN   23  NaN     8.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.1      NaN       NaN         Seibu Lions     PL
460     NaN   25  7.0    15.0   0.0      0.0  -0.6  0.6  NaN   0.0     -0.1      NaN       NaN     Yakult Swallows     CL
461     NaN   25  8.0    54.0   0.2      4.8  -1.5  1.7  NaN   0.0      0.2      NaN       NaN     Yakult Swallows     CL
462     NaN   25  9.0    49.2   0.7     18.1   0.3  0.4  NaN   0.0     -0.2      NaN       NaN     Yakult Swallows     CL
463     NaN   21  7.0    32.0   1.5     60.3   1.6 -0.2  NaN   0.0     -0.3      NaN       NaN       Lotte Marines     PL
464     NaN   21  9.0     8.0  -0.8   -128.7  -0.9  0.1  NaN   0.0      0.0      NaN       NaN       Lotte Marines     PL
465     NaN   32  7.0   120.2   1.3     13.9   1.1  0.1  NaN   0.1     -1.1      NaN       NaN       DeNA BayStars     CL
466     NaN   32  9.0   140.2  -7.3    -66.8  -6.1 -1.3  NaN   0.0     -0.6      NaN       NaN       DeNA BayStars     CL
467     NaN   32  NaN    35.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.4      NaN       NaN       DeNA BayStars     CL
468     NaN   28  3.0   730.2   1.1      1.9   1.6  NaN -0.9   0.3     -8.1      NaN       NaN  Nipponham Fighters     PL
469     NaN   28  NaN   186.2   NaN      NaN   NaN  NaN  NaN   NaN     -2.2      NaN       NaN  Nipponham Fighters     PL
470     NaN   24  2.0    66.0  -1.1    -21.4   NaN -0.7  NaN  -0.5      0.9      0.7       0.3      ORIX Buffaloes     PL
471     NaN   23  7.0    30.0   0.0      0.0   0.3 -0.3  NaN   0.0     -0.3      NaN       NaN  Nipponham Fighters     PL
472     NaN   23  8.0    10.0  -2.3   -296.0  -1.8 -0.4  NaN   0.0      0.0      NaN       NaN  Nipponham Fighters     PL
473     NaN   23  9.0     4.0   0.6    193.0   0.8 -0.2  NaN   0.0      0.0      NaN       NaN  Nipponham Fighters     PL
474     NaN   25  4.0    33.1  -0.3    -11.6  -0.5  NaN  0.1   0.1      0.1      NaN       NaN      SoftBank Hawks     PL
475     NaN   25  6.0    20.0  -0.7    -45.0  -0.2  NaN  0.1  -0.6      0.2      NaN       NaN      SoftBank Hawks     PL
476     NaN   42  7.0    25.0  -1.7    -87.5  -0.9  0.1  NaN  -0.8     -0.2      NaN       NaN     Yakult Swallows     CL
477     NaN   42  8.0     7.0  -0.6   -110.3  -0.6  0.0  NaN   0.0      0.0      NaN       NaN     Yakult Swallows     CL
478     NaN   42  9.0   111.0  -2.9    -33.6  -1.8 -1.1  NaN   0.0     -0.4      NaN       NaN     Yakult Swallows     CL
479     NaN   42  NaN     5.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.1      NaN       NaN     Yakult Swallows     CL
480     NaN   18  2.0     8.0  -0.3    -48.3   NaN  0.0  NaN  -0.3      0.1     -0.3       0.0       Lotte Marines     PL
481     NaN   18  NaN     9.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.1      NaN       NaN       Lotte Marines     PL
482     NaN   23  7.0   285.0  -2.0     -9.0  -2.4  0.2  NaN   0.2     -2.7      NaN       NaN      Rakuten Eagles     PL
483     NaN   23  NaN     2.0   NaN      NaN   NaN  NaN  NaN   NaN      0.0      NaN       NaN      Rakuten Eagles     PL
484     NaN   32  3.0   852.1  -3.7     -5.6  -2.9  NaN -1.2   0.3     -9.5      NaN       NaN       DeNA BayStars     CL
485     NaN   32  NaN    27.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.3      NaN       NaN       DeNA BayStars     CL
486     NaN   35  3.0   698.1  -2.4     -4.4  -2.9  NaN -0.2   0.7     -7.8      NaN       NaN       Lotte Marines     PL
487     NaN   35  NaN   345.1   NaN      NaN   NaN  NaN  NaN   NaN     -4.1      NaN       NaN       Lotte Marines     PL
488     NaN   30  2.0   343.0   2.7     10.1   NaN  2.7  NaN   0.0      4.9      1.8      -1.0     Yakult Swallows     CL
489     NaN   33  4.0    15.2  -0.1     -8.2  -0.3  NaN  0.1   0.0      0.0      NaN       NaN       DeNA BayStars     CL
490     NaN   33  5.0     6.0  -1.5   -321.8  -0.1  NaN  0.0  -1.4      0.0      NaN       NaN       DeNA BayStars     CL
491     NaN   33  6.0    15.0  -2.5   -214.5  -2.2  NaN -0.4   0.1      0.1      NaN       NaN       DeNA BayStars     CL
492     NaN   34  3.0    73.0   1.7     30.0   1.2  NaN  0.2   0.3     -0.8      NaN       NaN      Rakuten Eagles     PL
493     NaN   34  5.0    24.1   0.8     42.4   0.6  NaN  0.0   0.3     -0.1      NaN       NaN      Rakuten Eagles     PL
494     NaN   34  7.0   217.0  -3.7    -21.9  -0.2 -2.1  NaN  -1.5     -2.1      NaN       NaN      Rakuten Eagles     PL
495     NaN   34  NaN   190.1   NaN      NaN   NaN  NaN  NaN   NaN     -2.3      NaN       NaN      Rakuten Eagles     PL
496     NaN   28  5.0   734.1  -6.6    -11.6  -6.4  NaN  0.2  -0.4     -2.8      NaN       NaN      ORIX Buffaloes     PL
497     NaN   36  3.0    35.1  -0.1     -3.6  -0.2  NaN  0.0   0.2     -0.4      NaN       NaN       DeNA BayStars     CL
498     NaN   36  4.0    23.0   1.1     61.6   1.1  NaN -0.1   0.1      0.1      NaN       NaN       DeNA BayStars     CL
499     NaN   36  5.0     7.0  -0.6   -110.3  -0.6  NaN  0.0   0.0      0.0      NaN       NaN       DeNA BayStars     CL
500     NaN   36  6.0   105.0  -0.2     -2.5  -0.7  NaN -0.1   0.6      0.9      NaN       NaN       DeNA BayStars     CL
501     NaN   35  3.0    17.0   0.2     15.1   0.1  NaN  0.0   0.0     -0.2      NaN       NaN      ORIX Buffaloes     PL
502     NaN   35  4.0   137.0   1.7     16.0   2.8  NaN -0.4  -0.7      0.4      NaN       NaN      ORIX Buffaloes     PL
503     NaN   35  5.0     7.0  -0.3    -55.2  -0.3  NaN  0.0   0.0      0.0      NaN       NaN      ORIX Buffaloes     PL
504     NaN   35  6.0     1.0  -0.8  -1029.6  -0.8  NaN  0.0   0.0      0.0      NaN       NaN      ORIX Buffaloes     PL
505     NaN   32  7.0   254.2  -9.3    -47.0  -6.0 -2.6  NaN  -0.7     -2.4      NaN       NaN       Lotte Marines     PL
506     NaN   32  NaN   679.2   NaN      NaN   NaN  NaN  NaN   NaN     -8.1      NaN       NaN       Lotte Marines     PL
507     NaN   25  4.0    73.0  -2.8    -49.4  -0.4  NaN -0.6  -1.8      0.2      NaN       NaN      Hiroshima Carp     CL
508     NaN   25  6.0  1066.0   5.3      6.4  -1.0  NaN  2.9   3.3      8.7      NaN       NaN      Hiroshima Carp     CL
509     NaN   27  3.0    18.0   0.2     14.3   0.2  NaN  0.0   0.0     -0.2      NaN       NaN      Rakuten Eagles     PL
510     NaN   27  4.0    20.0  -0.6    -38.6  -0.1  NaN  0.1  -0.6      0.1      NaN       NaN      Rakuten Eagles     PL
511     NaN   27  5.0    17.2   0.3     21.8   0.3  NaN -0.1   0.1     -0.1      NaN       NaN      Rakuten Eagles     PL
512     NaN   27  6.0    19.0   0.9     61.0   0.6  NaN  0.1   0.2      0.2      NaN       NaN      Rakuten Eagles     PL
513     NaN   27  NaN     4.0   NaN      NaN   NaN  NaN  NaN   NaN      0.0      NaN       NaN      Rakuten Eagles     PL
514     NaN   23  5.0    19.0   0.2     13.5   0.1  NaN  0.0   0.1     -0.1      NaN       NaN       DeNA BayStars     CL
515     NaN   23  6.0   162.0  -6.3    -50.1  -3.7  NaN -0.6  -2.0      1.3      NaN       NaN       DeNA BayStars     CL
516     NaN   24  3.0    23.1  -0.3    -16.6  -0.4  NaN  0.0   0.1     -0.3      NaN       NaN     Yakult Swallows     CL
517     NaN   24  5.0  1213.1  -8.5     -9.0  -6.2  NaN -1.2  -1.0     -4.6      NaN       NaN     Yakult Swallows     CL
518     NaN   24  NaN     8.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.1      NaN       NaN     Yakult Swallows     CL
519     NaN   33  2.0   748.2  -0.7     -1.2   NaN -1.7  NaN   0.9     10.7      0.7      -0.9      Hanshin Tigers     CL
520     NaN   25  3.0   109.2   0.7      8.2   1.0  NaN -0.1  -0.2     -1.2      NaN       NaN         Seibu Lions     PL
521     NaN   25  4.0     9.0   0.1     14.3   0.1  NaN  0.0   0.0      0.0      NaN       NaN         Seibu Lions     PL
522     NaN   25  5.0    57.1   1.5     33.7   2.4  NaN -0.2  -0.7     -0.2      NaN       NaN         Seibu Lions     PL
523     NaN   25  6.0     3.0  -0.7   -300.3  -0.5  NaN -0.1   0.0      0.0      NaN       NaN         Seibu Lions     PL
524     NaN   31  3.0  1217.0  -9.9    -10.5  -8.3  NaN  0.6  -2.2    -13.6      NaN       NaN     Yakult Swallows     CL
525     NaN   23  4.0   356.2  -2.8    -10.1  -4.1  NaN  0.3   0.9      1.0      NaN       NaN     Yakult Swallows     CL
526     NaN   23  5.0    10.0   0.9    115.8   0.6  NaN  0.1   0.1      0.0      NaN       NaN     Yakult Swallows     CL
527     NaN   23  6.0     4.0  -0.3    -96.5  -0.5  NaN  0.3   0.0      0.0      NaN       NaN     Yakult Swallows     CL
528     NaN   30  3.0     1.0   0.0      0.0   0.0  NaN  0.0   0.0      0.0      NaN       NaN    Chunichi Dragons     CL
529     NaN   30  4.0   165.0  -0.5     -3.9   0.2  NaN -1.0   0.3      0.4      NaN       NaN    Chunichi Dragons     CL
530     NaN   30  5.0    41.0   1.6     50.2   1.0  NaN  0.3   0.4     -0.2      NaN       NaN    Chunichi Dragons     CL
531     NaN   30  6.0   165.1   0.8      6.2   0.7  NaN  0.6  -0.5      1.3      NaN       NaN    Chunichi Dragons     CL
532     NaN   22  5.0   858.0  14.1     21.2   9.0  NaN  1.5   3.6     -3.3      NaN       NaN      Yomiuri Giants     CL
533     NaN   22  NaN    18.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.2      NaN       NaN      Yomiuri Giants     CL
534     NaN   40  3.0    44.0  -0.9    -26.3  -1.0  NaN  0.0   0.1     -0.5      NaN       NaN         Seibu Lions     PL
535     NaN   40  NaN   369.2   NaN      NaN   NaN  NaN  NaN   NaN     -4.4      NaN       NaN         Seibu Lions     PL
536     NaN   22  5.0     3.0  -0.1    -42.9  -0.1  NaN  0.0   0.0      0.0      NaN       NaN      ORIX Buffaloes     PL
537     NaN   22  6.0  1161.1  -2.7     -3.0  -5.6  NaN -0.6   3.6      9.5      NaN       NaN      ORIX Buffaloes     PL
538     NaN   27  2.0   149.1  -1.0     -8.6   NaN -1.1  NaN   0.0      2.1     -1.1       0.2         Seibu Lions     PL
539     NaN   37  7.0   252.0  -0.4     -2.0  -2.0  1.4  NaN   0.2     -2.4      NaN       NaN       Lotte Marines     PL
540     NaN   37  9.0    62.0  -3.1    -64.4  -2.0 -1.1  NaN   0.0     -0.2      NaN       NaN       Lotte Marines     PL
541     NaN   37  NaN    42.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.5      NaN       NaN       Lotte Marines     PL
542     NaN   22  2.0    16.1  -0.3    -23.7   NaN  0.0  NaN  -0.2      0.2     -0.2       0.1         Seibu Lions     PL
543     NaN   22  NaN     1.2   NaN      NaN   NaN  NaN  NaN   NaN      0.0      NaN       NaN         Seibu Lions     PL
544     NaN   27  3.0    53.1  -1.2    -29.0  -1.2  NaN -0.1   0.1     -0.6      NaN       NaN      Rakuten Eagles     PL
545     NaN   27  5.0    18.0  -0.9    -64.4  -0.9  NaN  0.0   0.0     -0.1      NaN       NaN      Rakuten Eagles     PL
546     NaN   27  6.0     3.0  -0.9   -386.1  -0.1  NaN -0.1  -0.7      0.0      NaN       NaN      Rakuten Eagles     PL
547     NaN   27  7.0   165.0  -4.2    -32.8  -4.5  0.1  NaN   0.1     -1.6      NaN       NaN      Rakuten Eagles     PL
548     NaN   27  NaN    21.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.3      NaN       NaN      Rakuten Eagles     PL
549     NaN   23  4.0    32.0  -0.9    -36.2   0.0  NaN  0.4  -1.3      0.1      NaN       NaN      ORIX Buffaloes     PL
550     NaN   23  6.0    16.0  -1.2    -96.5  -0.5  NaN  0.0  -0.7      0.1      NaN       NaN      ORIX Buffaloes     PL
551     NaN   29  3.0   263.0   1.6      7.8   1.6  NaN -0.4   0.4     -2.9      NaN       NaN       DeNA BayStars     CL
552     NaN   29  7.0   808.2 -10.1    -16.1 -12.2  1.5  NaN   0.5     -7.7      NaN       NaN       DeNA BayStars     CL
553     NaN   34  2.0   784.0   4.1      6.7   NaN  3.8  NaN   0.3     11.2     10.6      -0.4     Yakult Swallows     CL
554     NaN   25  4.0     4.1  -0.8   -239.4  -0.1  NaN  0.0  -0.7      0.0      NaN       NaN      Yomiuri Giants     CL
555     NaN   25  5.0    18.2  -0.6    -41.3  -0.1  NaN  0.0  -0.5     -0.1      NaN       NaN      Yomiuri Giants     CL
556     NaN   25  6.0   380.2   2.5      8.5   3.6  NaN -1.9   0.7      3.1      NaN       NaN      Yomiuri Giants     CL
557     NaN   22  4.0     8.0  -0.6    -96.5  -0.6  NaN  0.0   0.0      0.0      NaN       NaN       DeNA BayStars     CL
558     NaN   22  6.0   466.2  -0.6     -1.7   5.9  NaN -1.7  -4.8      3.8      NaN       NaN       DeNA BayStars     CL
559     NaN   31  7.0   869.0 -20.2    -29.9 -13.9 -6.2  NaN  -0.1     -8.2      NaN       NaN     Yakult Swallows     CL
560     NaN   31  NaN    50.1   NaN      NaN   NaN  NaN  NaN   NaN     -0.6      NaN       NaN     Yakult Swallows     CL
561     NaN   29  8.0   442.1  -8.8    -25.6  -8.7 -0.2  NaN   0.0      1.5      NaN       NaN      Yomiuri Giants     CL
562     NaN   29  9.0    49.2   3.1     80.3   2.9  0.2  NaN   0.0     -0.2      NaN       NaN      Yomiuri Giants     CL
563     NaN   23  3.0    14.0   0.6     55.2   0.5  NaN  0.0   0.1     -0.2      NaN       NaN      SoftBank Hawks     PL
564     NaN   23  4.0   264.0   3.3     16.1   2.8  NaN  0.2   0.3      0.7      NaN       NaN      SoftBank Hawks     PL
565     NaN   22  7.0     8.0   0.0      0.0   0.0  0.0  NaN   0.0     -0.1      NaN       NaN  Nipponham Fighters     PL
566     NaN   22  8.0     3.0  -0.2    -85.8  -0.2  0.0  NaN   0.0      0.0      NaN       NaN  Nipponham Fighters     PL
567     NaN   23  6.0   313.2  -3.7    -15.2  -2.0  NaN -1.2  -0.4      2.6      NaN       NaN      Hanshin Tigers     CL
568     NaN   21  7.0   670.0  -4.0     -7.7  -3.9  0.2  NaN  -0.3     -6.4      NaN       NaN      Hanshin Tigers     CL
569     NaN   21  9.0     8.0   0.0      0.0   0.0  0.0  NaN   0.0      0.0      NaN       NaN      Hanshin Tigers     CL
570     NaN   21  NaN    19.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.2      NaN       NaN      Hanshin Tigers     CL
571     NaN   24  5.0    47.0   1.7     46.6   1.2  NaN -0.2   0.7     -0.2      NaN       NaN       DeNA BayStars     CL
572     NaN   24  7.0    15.0   0.0      0.0  -1.2  1.1  NaN   0.0     -0.1      NaN       NaN       DeNA BayStars     CL
573     NaN   24  9.0     2.0  -1.3   -836.6  -1.1 -0.1  NaN   0.0      0.0      NaN       NaN       DeNA BayStars     CL
574     NaN   24  4.0    15.0   0.1      8.6   0.0  NaN  0.1   0.0      0.0      NaN       NaN      Hiroshima Carp     CL
575     NaN   24  5.0    29.0  -0.3    -13.3   0.0  NaN  0.2  -0.4     -0.1      NaN       NaN      Hiroshima Carp     CL
576     NaN   24  NaN     8.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.1      NaN       NaN      Hiroshima Carp     CL
577     NaN   38  3.0    22.0   0.9     52.6   0.9  NaN -0.1   0.1     -0.2      NaN       NaN      Hiroshima Carp     CL
578     NaN   38  NaN    18.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.2      NaN       NaN      Hiroshima Carp     CL
579     NaN   34  7.0   192.0   1.1      7.4   0.6  0.3  NaN   0.2     -1.8      NaN       NaN    Chunichi Dragons     CL
580     NaN   34  NaN    16.2   NaN      NaN   NaN  NaN  NaN   NaN     -0.2      NaN       NaN    Chunichi Dragons     CL
581     NaN   27  2.0   645.0   3.3      6.6   NaN  4.5  NaN  -1.2      9.2     -3.5       1.4      Yomiuri Giants     CL
582     NaN   27  NaN    12.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.1      NaN       NaN      Yomiuri Giants     CL
583     NaN   22  3.0    81.0   1.7     27.0   2.3  NaN -0.2  -0.4     -0.9      NaN       NaN       Lotte Marines     PL
584     NaN   22  5.0    56.0  -2.3    -52.9  -1.9  NaN  0.0  -0.5     -0.2      NaN       NaN       Lotte Marines     PL
585     NaN   34  3.0   621.1   2.6      5.4   0.4  NaN  0.3   2.0     -6.9      NaN       NaN      Rakuten Eagles     PL
586     NaN   34  5.0   329.0  -1.8     -7.0  -2.4  NaN  0.8  -0.1     -1.2      NaN       NaN      Rakuten Eagles     PL
587     NaN   34  NaN    12.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.1      NaN       NaN      Rakuten Eagles     PL
588     NaN   21  4.0    15.0  -0.6    -51.5  -0.4  NaN -0.3   0.1      0.0      NaN       NaN    Chunichi Dragons     CL
589     NaN   21  6.0    87.2  -0.8    -11.7  -1.9  NaN  0.6   0.5      0.7      NaN       NaN    Chunichi Dragons     CL
590     NaN   23  3.0   343.2   0.6      2.2   1.0  NaN -0.1  -0.4     -3.8      NaN       NaN         Seibu Lions     PL
591     NaN   23  NaN   107.0   NaN      NaN   NaN  NaN  NaN   NaN     -1.3      NaN       NaN         Seibu Lions     PL
592     NaN   30  3.0    68.0  -0.4     -7.6   0.0  NaN  0.0  -0.4     -0.8      NaN       NaN       DeNA BayStars     CL
593     NaN   30  5.0   130.2  -1.0     -9.8   0.7  NaN -0.6  -1.1     -0.5      NaN       NaN       DeNA BayStars     CL
594     NaN   30  6.0   328.1   0.3      1.2   0.7  NaN -0.5   0.0      2.7      NaN       NaN       DeNA BayStars     CL
595     NaN   23  NaN    58.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.7      NaN       NaN      SoftBank Hawks     PL
596     NaN   31  7.0    29.1  -4.7   -206.4  -4.5 -0.3  NaN   0.0     -0.3      NaN       NaN    Chunichi Dragons     CL
597     NaN   31  8.0    18.0   0.1      7.2   0.3 -0.2  NaN   0.0      0.1      NaN       NaN    Chunichi Dragons     CL
598     NaN   31  9.0    24.0  -1.7    -91.2  -1.5 -0.2  NaN   0.0     -0.1      NaN       NaN    Chunichi Dragons     CL
599     NaN   31  3.0    46.0  -0.6    -16.8   0.5  NaN  0.0  -1.2     -0.5      NaN       NaN       DeNA BayStars     CL
600     NaN   26  3.0     8.2  -0.2    -29.6  -0.2  NaN  0.0   0.0     -0.1      NaN       NaN       DeNA BayStars     CL
601     NaN   26  4.0  1127.0  -9.8    -11.2  -2.4  NaN -2.9  -4.5      3.0      NaN       NaN       DeNA BayStars     CL
602     NaN   26  NaN     9.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.1      NaN       NaN       DeNA BayStars     CL
603     NaN   23  7.0    38.0   0.0      0.0   1.2 -0.4  NaN  -0.8     -0.4      NaN       NaN         Seibu Lions     PL
604     NaN   23  NaN   118.1   NaN      NaN   NaN  NaN  NaN   NaN     -1.4      NaN       NaN         Seibu Lions     PL
605     NaN   33  5.0   830.1  -4.0     -6.2  -6.4  NaN  0.8   1.7     -3.2      NaN       NaN      Rakuten Eagles     PL
606     NaN   33  NaN   291.0   NaN      NaN   NaN  NaN  NaN   NaN     -3.5      NaN       NaN      Rakuten Eagles     PL
607     NaN   20  7.0    17.0   0.7     53.0   1.1 -0.4  NaN   0.0     -0.2      NaN       NaN      ORIX Buffaloes     PL
608     NaN   20  9.0    31.0  -0.5    -20.8  -0.5  0.0  NaN   0.0     -0.1      NaN       NaN      ORIX Buffaloes     PL
609     NaN   20  NaN     1.0   NaN      NaN   NaN  NaN  NaN   NaN      0.0      NaN       NaN      ORIX Buffaloes     PL
610     NaN   25  3.0     5.2   0.2     45.2   0.2  NaN  0.0   0.0     -0.1      NaN       NaN    Chunichi Dragons     CL
611     NaN   25  4.0    15.0   0.2     17.2   0.2  NaN  0.0   0.1      0.0      NaN       NaN    Chunichi Dragons     CL
612     NaN   25  5.0     1.0   0.0      0.0   0.0  NaN  0.0   0.0      0.0      NaN       NaN    Chunichi Dragons     CL
613     NaN   25  6.0     5.0   0.5    128.7   0.4  NaN  0.1   0.0      0.0      NaN       NaN    Chunichi Dragons     CL
614     NaN   20  7.0    38.0  -0.3    -10.2  -1.2  0.8  NaN   0.0     -0.4      NaN       NaN      Hiroshima Carp     CL
615     NaN   20  9.0   178.0  -1.4    -10.1  -1.8  0.4  NaN   0.1     -0.7      NaN       NaN      Hiroshima Carp     CL
616     NaN   24  4.0     7.0  -0.2    -36.8  -0.2  NaN  0.0   0.0      0.0      NaN       NaN      Yomiuri Giants     CL
617     NaN   24  5.0    15.1   0.7     58.9   0.6  NaN  0.0   0.1     -0.1      NaN       NaN      Yomiuri Giants     CL
618     NaN   24  6.0     3.0   0.5    214.5   0.2  NaN  0.3   0.0      0.0      NaN       NaN      Yomiuri Giants     CL
619     NaN   32  3.0   439.1   3.0      8.8   2.3  NaN  0.0   0.7     -4.9      NaN       NaN      Hiroshima Carp     CL
620     NaN   32  7.0   129.2  -2.1    -20.8  -1.7 -0.5  NaN   0.1     -1.2      NaN       NaN      Hiroshima Carp     CL
621     NaN   23  7.0    12.0   0.0      0.0   0.6 -0.6  NaN   0.0     -0.1      NaN       NaN      Rakuten Eagles     PL
622     NaN   23  3.0     5.0   0.1     25.7   0.2  NaN -0.1   0.0     -0.1      NaN       NaN       Lotte Marines     PL
623     NaN   23  7.0   104.0   2.3     28.5   2.1  0.1  NaN   0.1     -1.0      NaN       NaN       Lotte Marines     PL
