                     Player Age  Pos  B    G   PA   AB   R    H  2B  3B  HR   TB  RBI  SB  CS  SH  SF   SO  BB  IBB  HP  GDP    AVG    OBP    SLG    OPS  OPS+    ISO  BABIP    TTO%      K%    BB%  BB/K                Team League
19              Onodera Dan  26    9  R   35  121   99   9   24   3   1   0   29   10   2   0   2   2   18  15    1   3    5  0.242  0.353  0.293  0.646    91  0.051  0.289   27.3%   14.9%  12.4%  0.83      Hanshin Tigers     WL
20             Sakaeda Yuki  26    2  R   82  236  208  29   57   9   2   3   79   32  14   1   0   3   46  21    0   4    3  0.274  0.347  0.380  0.727   114  0.106  0.333   29.7%   19.5%   8.9%  0.46      Hanshin Tigers     WL
21        Sakamoto Seishiro  30    2  R    4    9    8   1    1   0   0   0    1    0   0   0   0   0    5   1    0   0    0  0.125  0.222  0.125  0.347     5  0.000  0.333   66.7%   55.6%  11.1%  0.20      Hanshin Tigers     WL
22             Sato Teruaki  25    5  L   17   71   66   9   21   5   1   2   34   15   0   3   0   0   15   3    0   2    1  0.318  0.366  0.515  0.881   157  0.197  0.388   28.2%   21.1%   4.2%  0.20      Hanshin Tigers     WL
23            Shimada Kairi  28    7  L   44  128  105  12   25   2   0   0   27    3  18   2   3   0   18  16    0   4    0  0.238  0.360  0.257  0.617    83  0.019  0.287   26.6%   14.1%  12.5%  0.89      Hanshin Tigers     WL
24            Takahama Yuto  27    3  R   70  150  121  11   33   6   0   0   39   13   0   2   0   2   41  23    0   4    2  0.273  0.400  0.322  0.722   114  0.049  0.402   42.7%   27.3%  15.3%  0.56      Hanshin Tigers     WL
25          Takatera Nozomu  21    6  L  123  487  430  64  124  17   6   0  153   35  23   8   9   3   59  41    2   4    7  0.288  0.354  0.356  0.710   109  0.068  0.332   20.5%   12.1%   8.4%  0.69      Hanshin Tigers     WL
26                Toi Reiji  19    5  R  116  314  281  27   69  13   4   0   90   39   1   2   0   3   55  29    1   1   10  0.246  0.315  0.320  0.635    87  0.074  0.301   26.8%   17.5%   9.2%  0.53      Hanshin Tigers     WL
27           Toyoda Hiroshi  27    9  R   90  305  272  40   80  18   3   2  110   41   2   2   1   2   37  28    0   2    5  0.294  0.362  0.404  0.766   125  0.110  0.332   22.0%   12.1%   9.2%  0.76      Hanshin Tigers     WL
28                 Ueda Kai  28    6  S    2    9    8   0    3   0   0   0    3    1   0   0   0   0    0   1    0   0    0  0.375  0.444  0.375  0.819   142  0.000  0.375   11.1%    0.0%  11.1%  1.00      Hanshin Tigers     WL
29            Umeno Ryutaro  33    2  R    1    2    2   0    0   0   0   0    0    0   0   0   0   0    0   0    0   0    0  0.000  0.000  0.000  0.000   -97  0.000  0.000    0.0%    0.0%   0.0%            Hanshin Tigers     WL
30             Watanabe Ryo  29    3  R   39  145  129  17   32   7   2   2   49   15   0   0   1   1   32  13    0   1    1  0.248  0.319  0.380  0.699   105  0.132  0.312   32.4%   22.1%   9.0%  0.41      Hanshin Tigers     WL
31             Yamada Shuya  18    6  R  102  259  230  35   50  10   0   0   60   13   2   6   5   1   60  22    0   1    9  0.217  0.287  0.261  0.548    62  0.044  0.292   31.7%   23.2%   8.5%  0.37      Hanshin Tigers     WL
32         Dohbayashi Shota  32    7  R   14   53   48   4   11   4   0   1   18    2   0   1   0   0   10   3    0   2    3  0.229  0.302  0.375  0.677   105  0.146  0.270   26.4%   18.9%   5.7%  0.30      Hiroshima Carp     WL
33            Endoh Atsushi  25    1  R   21    1    1   0    0   0   0   0    0    0   0   0   0   0    1   0    0   0    0  0.000  0.000  0.000  0.000  -103  0.000         100.0%  100.0%   0.0%  0.00      Hiroshima Carp     WL
34         Futamata Shoichi  21    6  R    8   34   31   0    7   2   0   0    9    4   0   1   0   0    8   2    0   1    1  0.226  0.294  0.290  0.584    77  0.064  0.304   29.4%   23.5%   5.9%  0.25      Hiroshima Carp     WL
35             Hatch Thomas  29    1  R   15    9    8   0    0   0   0   0    0    0   0   0   0   0    4   1    0   0    0  0.000  0.111  0.000  0.111   -68  0.000  0.000   55.6%   44.4%  11.1%  0.25      Hiroshima Carp     WL
36          Hatsuki Ryutaro  24    4  L   10   43   38   6    8   1   0   0    9    1   5   1   1   0   10   4    0   0    0  0.211  0.286  0.237  0.523    58  0.026  0.286   32.6%   23.3%   9.3%  0.40      Hiroshima Carp     WL
37             Hayashi Kota  23  UTL  L   76  294  267  24   72  17   2   5  108   35   1   3   0   3   58  22    1   2    9  0.270  0.327  0.404  0.731   121  0.134  0.324   28.9%   19.7%   7.5%  0.38      Hiroshima Carp     WL
38          Ishihara Tomoki  26    2  R    4   13   11   1    3   0   0   0    3    0   0   0   0   0    3   2    0   0    0  0.273  0.385  0.273  0.658   101  0.000  0.375   38.5%   23.1%  15.4%  0.67      Hiroshima Carp     WL
39        Isomura Yoshitaka  31    2  R   35   94   80   6   23   3   0   2   32    9   0   0   2   2   11   9    0   1    0  0.288  0.359  0.400  0.759   130  0.112  0.304   23.4%   11.7%   9.6%  0.82      Hiroshima Carp     WL
40                 Kubo Shu  23    8  R   22   69   63   7   18   1   0   0   19    1   1   6   2   0   11   2    0   2    3  0.286  0.328  0.302  0.630    91  0.016  0.346   18.8%   15.9%   2.9%  0.18      Hiroshima Carp     WL
41            Maekawa Seita  21  UTL  R   64  173  148  22   41   6   2   3   60   13   3   1   5   2   16  18    0   0    5  0.277  0.351  0.405  0.756   129  0.128  0.290   21.4%    9.2%  10.4%  1.12      Hiroshima Carp     WL
42         Matsuyama Ryuhei  38   DH  L   16   33   31   3    7   1   1   0   10    8   0   0   0   1    1   1    0   0    0  0.226  0.242  0.323  0.565    70  0.097  0.226    6.1%    3.0%   3.0%  1.00      Hiroshima Carp     WL
43          Mochimaru Taiki  22    2  L   72  216  183  21   49   6   1   2   63   16   1   0   4   1   24  22    2   6    8  0.268  0.363  0.344  0.707   115  0.076  0.297   22.2%   11.1%  10.2%  0.92      Hiroshima Carp     WL
44              Mori Shohei  26    1  L   17    6    6   0    0   0   0   0    0    0   0   0   0   0    3   0    0   0    0  0.000  0.000  0.000  0.000  -103  0.000  0.000   50.0%   50.0%   0.0%  0.00      Hiroshima Carp     WL
45         Morishita Masato  26    1  R    1    2    2   0    0   0   0   0    0    0   0   0   0   0    2   0    0   0    0  0.000  0.000  0.000  0.000  -103  0.000         100.0%  100.0%   0.0%  0.00      Hiroshima Carp     WL
46          Nabara Norihiko  24    8  R   72  105   90  19   23   3   2   0   30   10  11   4   7   1   15   5    0   2    1  0.256  0.306  0.333  0.639    93  0.077  0.303   19.0%   14.3%   4.8%  0.33      Hiroshima Carp     WL
47              Nakada Yuto  18    3  R   54  143  135   3   26   4   0   0   30   13   0   0   1   0   37   7    0   0    9  0.193  0.232  0.222  0.454    37  0.029  0.265   30.8%   25.9%   4.9%  0.19      Hiroshima Carp     WL
48           Nakamura Kento  27    7  R   76  241  216  23   60   6   1   2   74   25   1   0   2   0   34  21    0   2    2  0.278  0.347  0.343  0.690   109  0.065  0.322   23.7%   14.1%   8.7%  0.62      Hiroshima Carp     WL
49          Nakamura Shosei  25    7  R   74  253  230  37   64  13   4   8  109   32   6   3   3   3   30  17    1   0    4  0.278  0.324  0.474  0.798   141  0.196  0.287   21.7%   11.9%   6.7%  0.57      Hiroshima Carp     WL
50        Nakamura Takahiro  24    8  L   80  262  235  27   62   7   1   0   71   22   2   2   2   1   39  21    1   3    6  0.264  0.331  0.302  0.633    92  0.038  0.315   22.9%   14.9%   8.0%  0.54      Hiroshima Carp     WL
51            Nirasawa Yuya  23    6  L   98  345  300  22   78  10   1   2   96   31   2   0  12   3   38  30    0   0   10  0.260  0.324  0.320  0.644    95  0.060  0.289   20.3%   11.0%   8.7%  0.79      Hiroshima Carp     WL
52            Nomura Yusuke  35    1  R   16    1    1   0    0   0   0   0    0    0   0   0   0   0    1   0    0   0    0  0.000  0.000  0.000  0.000  -103  0.000         100.0%  100.0%   0.0%  0.00      Hiroshima Carp     WL
53            Ohmori Minoru  27    8  L   27   78   66  12   16   2   1   0   20    7   6   2   1   1   11  10    0   0    0  0.242  0.338  0.303  0.641    94  0.061  0.286   26.9%   14.1%  12.8%  0.91      Hiroshima Carp     WL
54            Ohsera Daichi  33    1  R    1    2    2   0    0   0   0   0    0    0   0   0   0   0    2   0    0   0    0  0.000  0.000  0.000  0.000  -103  0.000         100.0%  100.0%   0.0%  0.00      Hiroshima Carp     WL
55           Ramirez Moises  22    3  R   43  134  117  11   19   4   0   2   29   11   0   0   0   3   46  12    0   2    4  0.162  0.246  0.248  0.494    49  0.086  0.236   44.8%   34.3%   9.0%  0.26      Hiroshima Carp     WL
56           Roberto Nelson  23    9  R   62  160  148  17   30  11   1   2   49   16   4   2   0   0   61   9    0   3    0  0.203  0.263  0.331  0.594    79  0.128  0.329   45.0%   38.1%   5.6%  0.15      Hiroshima Carp     WL
57              Saitoh Yuta  20    1  L    7    1    1   0    0   0   0   0    0    0   0   0   0   0    1   0    0   0    0  0.000  0.000  0.000  0.000  -103  0.000         100.0%  100.0%   0.0%  0.00      Hiroshima Carp     WL
58           Sakakura Shogo  26   DH  L    1    5    5   0    0   0   0   0    0    0   0   0   0   0    1   0    0   0    0  0.000  0.000  0.000  0.000  -103  0.000  0.000   20.0%   20.0%   0.0%  0.00      Hiroshima Carp     WL
59             Sato Keisuke  23    4  L   94  382  333  40   96   9   2   4  121   33  11   9   5   2   53  40    1   2   10  0.288  0.366  0.363  0.729   121  0.075  0.331   25.4%   13.9%  10.5%  0.75      Hiroshima Carp     WL
60            Scheiner Jake  28    3  R   34  114  105   6   18   4   0   2   28    7   0   0   0   0   21   9    0   0    3  0.171  0.237  0.267  0.504    51  0.096  0.195   28.1%   18.4%   7.9%  0.43      Hiroshima Carp     WL
61           Shimizu Kanato  19    2  L   40   82   69   7    9   3   0   1   15    8   2   0   1   2    7   8    0   2    0  0.130  0.235  0.217  0.452    36  0.087  0.127   19.5%    8.5%   9.8%  1.14      Hiroshima Carp     WL
62              Sone Kaisei  29    6  L   56   78   71   9   11   2   0   1   16    3   3   1   2   0   17   5    0   0    1  0.155  0.211  0.225  0.436    31  0.070  0.189   29.5%   21.8%   6.4%  0.29      Hiroshima Carp     WL
63            Suekane Shota  28  UTL  R   28   93   89   4   18   3   0   1   24    6   0   0   0   1   14   3    0   0    3  0.202  0.226  0.270  0.496    49  0.068  0.227   19.4%   15.1%   3.2%  0.21      Hiroshima Carp     WL
64             Takagi Shoto  20    2  R   41   76   72   4   13   4   0   0   17    4   0   0   1   0   15   3    0   0    3  0.181  0.213  0.236  0.449    35  0.055  0.228   23.7%   19.7%   3.9%  0.20      Hiroshima Carp     WL
65            Takita Kazuki  22    1  L   14    3    3   0    0   0   0   0    0    0   0   0   0   0    2   0    0   0    0  0.000  0.000  0.000  0.000  -103  0.000  0.000   66.7%   66.7%   0.0%  0.00      Hiroshima Carp     WL
66           Tamamura Shogo  23    1  L    8    4    4   0    0   0   0   0    0    0   0   0   0   0    3   0    0   0    0  0.000  0.000  0.000  0.000  -103  0.000  0.000   75.0%   75.0%   0.0%  0.00      Hiroshima Carp     WL
67          Tamura Shunsuke  20    9  L   64  236  214  23   60  11   1   5   88   24   2   3   0   1   42  21    0   0    8  0.280  0.343  0.411  0.754   128  0.131  0.327   28.8%   17.8%   8.9%  0.50      Hiroshima Carp     WL
68            Tanaka Kosuke  34    6  L    5   11   11   1    4   1   0   0    5    1   0   0   0   0    2   0    0   0    0  0.364  0.364  0.455  0.819   148  0.091  0.444   18.2%   18.2%   0.0%  0.00      Hiroshima Carp     WL
69         Tsunehiro Hayato  22    1  R   12    4    3   0    0   0   0   0    0    0   0   0   1   0    1   0    0   0    0  0.000  0.000  0.000  0.000  -103  0.000  0.000   25.0%   25.0%   0.0%  0.00      Hiroshima Carp     WL
70            Uchida Shodai  19    5  R  106  366  340  31   79  17   0   4  108   31   0   1   3   3   84  16    0   3    7  0.232  0.271  0.318  0.589    78  0.086  0.294   28.4%   23.0%   4.4%  0.19      Hiroshima Carp     WL
71           Uemoto Takashi  33  UTL  R    8   25   20   1    5   0   0   0    5    0   3   0   0   0    3   5    0   0    2  0.250  0.400  0.250  0.650    98  0.000  0.294   32.0%   12.0%  20.0%  1.67      Hiroshima Carp     WL
72               Ugusa Koki  27    7  L   38   95   80  14   19   2   0   0   21    4   6   1   1   0   15  13    0   1    0  0.238  0.351  0.263  0.614    86  0.025  0.292   29.5%   15.8%  13.7%  0.87      Hiroshima Carp     WL
73              Yano Masaya  25    6  L    2    9    6   0    0   0   0   0    0    0   0   0   0   0    1   2    0   1    0  0.000  0.333  0.000  0.333     3  0.000  0.000   33.3%   11.1%  22.2%  2.00      Hiroshima Carp     WL
74         Aibara Ryunosuke  20    4  L   45   86   81  10   15   3   2   2   28    7   6   0   1   1   13   2    0   1    2  0.185  0.212  0.346  0.558    67  0.161  0.194   19.8%   15.1%   2.3%  0.15       DeNA BayStars     EL
75             Austin Tyler  32    3  R    5   20   18   3    4   1   0   1    8    5   0   0   0   0    7   2    0   0    0  0.222  0.300  0.444  0.744   123  0.222  0.300   50.0%   35.0%  10.0%  0.29       DeNA BayStars     EL
76             Azuma Junpei  22    7  R   77  189  170  20   33   6   1   5   56   16   2   2   1   3   52  13    0   2    1  0.194  0.255  0.329  0.584    75  0.135  0.241   37.0%   27.5%   6.9%  0.25       DeNA BayStars     EL
77              Chino Naoto  25  UTL  R   69  268  225  36   54   9   1   4   77   31   8   6   1   3   49  38    0   1    6  0.240  0.348  0.342  0.690   108  0.102  0.286   34.0%   18.3%  14.2%  0.78       DeNA BayStars     EL
78             Ebina Tatsuo  26    8  R   24   93   73  12   21   3   0   2   30    9   8   1   0   0   12  17    0   3    3  0.288  0.441  0.411  0.852   157  0.123  0.322   33.3%   12.9%  18.3%  1.42       DeNA BayStars     EL
79                Ford Mike  31   DH  L   41  146  133  12   28   5   0   8   57   21   0   0   0   0   24  13    0   0    3  0.211  0.281  0.429  0.710   113  0.218  0.198   30.8%   16.4%   8.9%  0.54       DeNA BayStars     EL
80       Hamaguchi Haruhiro  29    1  L   14    1    1   0    0   0   0   0    0    0   0   0   0   0    1   0    0   0    0  0.000  0.000  0.000  0.000  -102  0.000         100.0%  100.0%   0.0%  0.00       DeNA BayStars     EL
81           Hayashi Takuma  23    6  L   15   64   51   8   15   3   0   1   21    9   6   2   3   0    8   9    1   1    1  0.294  0.410  0.412  0.822   148  0.118  0.333   28.1%   12.5%  14.1%  1.12       DeNA BayStars     EL
82              Inoue Kento  24    5  L   70  293  262  38   79  17   3   8  126   52   9   3   1   4   35  16    1  10    5  0.302  0.360  0.481  0.841   152  0.179  0.318   20.1%   11.9%   5.5%  0.46       DeNA BayStars     EL
83           Ishikami Taiki  23    6  L   78  303  261  31   58   8   1   4   80   20  13   8   4   4   42  28    0   6    7  0.222  0.308  0.307  0.615    85  0.085  0.247   24.4%   13.9%   9.2%  0.67       DeNA BayStars     EL
84              Itoh Hikaru  35    2  R   15   56   47   7   16   6   1   1   27   12   0   0   0   1   11   7    0   1    1  0.340  0.429  0.574  1.003   202  0.234  0.417   33.9%   19.6%  12.5%  0.64       DeNA BayStars     EL
85            Jackson Andre  28    1  R    4    1    1   0    0   0   0   0    0    0   0   0   0   0    1   0    0   0    0  0.000  0.000  0.000  0.000  -102  0.000         100.0%  100.0%   0.0%  0.00       DeNA BayStars     EL
86               Joko Ryota  23    2  L   49  131  117   8   24   6   0   0   30    7   0   0   1   0   36  10    0   3    0  0.205  0.285  0.256  0.541    63  0.051  0.296   35.1%   27.5%   7.6%  0.28       DeNA BayStars     EL
87           Kajiwara Kouki  24    8  L   26  110  104  14   33   9   2   1   49   15   4   2   1   1   26   4    0   0    2  0.317  0.339  0.471  0.810   143  0.154  0.410   28.2%   23.6%   3.6%  0.15       DeNA BayStars     EL
88          Kamizato Kazuki  30    8  L   47  170  145  18   43  12   1   1   60   16   5   3   0   4   36  18    0   3    1  0.297  0.376  0.414  0.790   138  0.117  0.375   32.4%   21.2%  10.6%  0.50       DeNA BayStars     EL
89        Katsumata Atsushi  24    8  L   57  183  175  13   43   7   2   3   63   24   3   1   2   2   28   4    0   0    8  0.246  0.260  0.360  0.620    85  0.114  0.274   19.1%   15.3%   2.2%  0.14       DeNA BayStars     EL
90          Kobukata Daichi  21    3  L   46  111   94   8   23   5   0   0   28   12   0   0   1   1   20  14    0   1    3  0.245  0.345  0.298  0.643    94  0.053  0.307   30.6%   18.0%  12.6%  0.70       DeNA BayStars     EL
91              Kondo Taiga  18    2  R    5    5    5   0    0   0   0   0    0    0   0   0   0   0    4   0    0   0    0  0.000  0.000  0.000  0.000  -102  0.000  0.000   80.0%   80.0%   0.0%  0.00       DeNA BayStars     EL
92              Kuki Ryuhei  25    2  R   55  140  121  15   32   6   0   3   47   10   1   0   0   0   32  19    0   0    4  0.264  0.364  0.388  0.752   127  0.124  0.337   38.6%   22.9%  13.6%  0.59       DeNA BayStars     EL
93          Kusumoto Taishi  28    7  L   65  230  205  29   54  10   2   4   80   19   3   0   3   2   32  18    1   2    4  0.263  0.326  0.390  0.716   116  0.127  0.292   23.5%   13.9%   7.8%  0.56       DeNA BayStars     EL
94        Kuwahara Masayuki  30    8  R    2    6    6   1    4   0   0   0    4    1   0   0   0   0    0   0    0   0    0  0.667  0.667  0.667  1.334   304  0.000  0.667    0.0%    0.0%   0.0%             DeNA BayStars     EL
95             Maeda Yamato  36    3  R    5   15   15   0    3   0   0   0    3    3   0   0   0   0    1   0    0   0    0  0.200  0.200  0.200  0.400    20  0.000  0.214    6.7%    6.7%   0.0%  0.00       DeNA BayStars     EL
96          Mashiko Kyosuke  23    2  R   70  182  155  16   34   8   0   4   54   19   0   2   6   2   24  14    0   5    8  0.219  0.301  0.348  0.649    95  0.129  0.233   23.1%   13.2%   7.7%  0.58       DeNA BayStars     EL
97             Matsuo Shion  19    2  R   78  309  276  26   90  18   1   3  119   42   5   4   2   3   21  26    0   2   11  0.326  0.384  0.431  0.815   145  0.105  0.341   16.2%    6.8%   8.4%  1.24       DeNA BayStars     EL
98               Mori Keito  22    6  L   56  225  194  24   49   9   2   1   65   19   9   2   4   4   44  23    0   0    1  0.253  0.326  0.335  0.661    99  0.082  0.314   30.2%   19.6%  10.2%  0.52       DeNA BayStars     EL
99            Murakawa Nagi  26    7  L   74  124  107  36   33   6   3   0   45    8  12   8   6   1   25  10    0   0    1  0.308  0.364  0.421  0.785   136  0.113  0.398   28.2%   20.2%   8.1%  0.40       DeNA BayStars     EL
100         Nakagawa Hayate  25    1  L    2    3    1   1    1   0   0   0    1    0   0   0   1   0    0   1    0   0    0  1.000  1.000  1.000  2.000   506  0.000  1.000   33.3%    0.0%  33.3%  1.00       DeNA BayStars     EL
101         Nishimaki Kenji  25    4  R   84  203  167  30   39   5   2   2   54   10   5   6   7   1   39  22    0   6    4  0.234  0.342  0.323  0.665   101  0.089  0.291   31.0%   19.2%  10.8%  0.56       DeNA BayStars     EL
102       Nishiura Naomichi  33  UTL  R   71  230  202  23   51  10   1   3   72   26   2   0   3   0   40  25    1   0   10  0.252  0.335  0.356  0.691   108  0.104  0.302   29.6%   17.4%  10.9%  0.62       DeNA BayStars     EL
103           Ogasawara Sou  18    3  L    8   14   12   1    3   0   0   0    3    0   0   0   0   0    6   2    0   0    0  0.250  0.357  0.250  0.607    84  0.000  0.500   57.1%   42.9%  14.3%  0.33       DeNA BayStars     EL
104             Ohta Taishi  34   DH  R   70  212  193  17   51  12   1   1   68   15   0   0   0   1   35  16    1   2    7  0.264  0.325  0.352  0.677   104  0.088  0.316   24.5%   16.5%   7.5%  0.46       DeNA BayStars     EL
105            Sekine Taiki  29    8  L   27  105   93  12   26   2   1   0   30    8   0   0   4   0    8   7    0   1    1  0.280  0.337  0.323  0.660    99  0.043  0.306   14.3%    7.6%   6.7%  0.88       DeNA BayStars     EL
106       Shibata Tatsuhiro  30    5  L    4   13   11   4    4   0   1   0    6    1   0   1   1   0    1   1    0   0    0  0.364  0.417  0.545  0.962   190  0.181  0.400   15.4%    7.7%   7.7%  1.00       DeNA BayStars     EL
107              Suzuki Ren  19    3  R   51  111  104  12   29   2   0   1   34   13   0   0   1   0   23   5    0   1    3  0.279  0.318  0.327  0.645    94  0.048  0.350   26.1%   20.7%   4.5%  0.22       DeNA BayStars     EL
108        Takamizawa Ikumi  18    5  L   45  168  157  20   40   4   1   1   49   14   1   0   0   0   33  11    0   0    4  0.255  0.304  0.312  0.616    85  0.057  0.317   26.8%   19.6%   6.5%  0.33       DeNA BayStars     EL
109             Takeda Riku  19    7  L    4    6    6   0    1   0   0   0    1    0   0   0   0   0    1   0    0   0    0  0.167  0.167  0.167  0.334    -0  0.000  0.200   16.7%   16.7%   0.0%  0.00       DeNA BayStars     EL
110      Tobashira Yasutaka  34   DH  L   14   47   42   4   16   4   0   0   20    4   0   0   0   0    1   5    0   0    1  0.381  0.447  0.476  0.923   179  0.095  0.390   12.8%    2.1%  10.6%  5.00       DeNA BayStars     EL
111     Tsutsugoh Yoshitomo  32    7  L    8   26   22   0    3   0   0   0    3    2   0   0   0   0    5   3    0   1    0  0.136  0.269  0.136  0.405    22  0.000  0.176   30.8%   19.2%  11.5%  0.60       DeNA BayStars     EL
112           Watarai Ryuki  21    9  L   49  216  193  23   67  11   3   2   90   23   3   2   3   2   22  18    0   0    2  0.347  0.399  0.466  0.865   160  0.119  0.380   19.4%   10.2%   8.3%  0.82       DeNA BayStars     EL
113         Yamamoto Yuudai  25    2  R    1    3    3   1    1   0   0   0    1    1   0   0   0   0    0   0    0   0    0  0.333  0.333  0.333  0.666   101  0.000  0.333    0.0%    0.0%   0.0%             DeNA BayStars     EL
114           Aizawa Hakuto  20    8  R    2    4    3   0    0   0   0   0    0    0   0   0   0   0    1   0    0   1    0  0.000  0.250  0.000  0.250   -24  0.000  0.000   25.0%   25.0%   0.0%  0.00      Yomiuri Giants     EL
115           Akahoshi Yuji  24    1  R    8    4    4   0    0   0   0   0    0    0   0   0   0   0    2   0    0   0    0  0.000  0.000  0.000  0.000  -103  0.000  0.000   50.0%   50.0%   0.0%  0.00      Yomiuri Giants     EL
116            Akihiro Yuto  21    3  L   96  360  314  36   86  21   1   2  115   28   2   1   2   2   47  39    0   3   11  0.274  0.358  0.366  0.724   120  0.092  0.315   24.4%   13.1%  10.8%  0.83      Yomiuri Giants     EL
117             Asano Shogo  19    8  R   74  270  239  33   61  12   0   8   97   34   2   7   2   4   32  17    0   8    4  0.255  0.321  0.406  0.727   121  0.151  0.261   21.1%   11.9%   6.3%  0.53      Yomiuri Giants     EL
118         Chono Hisayoshi  39   DH  R    4    8    7   1    1   0   0   0    1    0   0   0   0   0    2   1    0   0    0  0.143  0.250  0.143  0.393    20  0.000  0.200   37.5%   25.0%  12.5%  0.50      Yomiuri Giants     EL
119      Funakoshi Hidetora  22    8  S   44   96   83  13   21   1   0   0   22    5  14   1   3   0   28  10    0   0    0  0.253  0.333  0.265  0.598    82  0.012  0.382   39.6%   29.2%  10.4%  0.36      Yomiuri Giants     EL
120            Hagio Masaya  23    9  R   50  175  146  22   40   9   1   8   75   30   3   4   0   2   25  26    1   1    2  0.274  0.383  0.514  0.897   172  0.240  0.278   33.7%   14.3%  14.9%  1.04      Yomiuri Giants     EL
