                      Pitcher                 Age  T   G   W   L  SV  CG  SHO   BF     IP    H  HR   SO  BB  IBB  HB  WP   R  ER    ERA    FIP  kwERA  WHIP ERA+ FIP- kwERA-   Diff    HR%     K%    BB%   K-BB%                Team League
17             Mombetsu Keito                19.0  L  15   4   5   0   0    0  323   77.1   75  10   52  20    0   4   3  41  34   3.96   4.73   3.81  1.23   86  117     97  -0.77   3.1%  16.1%   6.2%    9.9%      Hanshin Tigers     WL
18              Moriki Daichi                21.0  R  21   0   0   0   0    0  117   20.2   23   0   14  27    0   5   5  27  26  11.32   6.75   5.91  2.42   30  168    150   4.57   0.0%  12.0%  23.1%  -11.1%      Hanshin Tigers     WL
19                Nishi Junya                22.0  R  17   5   6   1   0    0  365   83.2   91   5   74  31    0   6   4  33  30   3.23   3.79   3.62  1.46  105   94     92  -0.56   1.4%  20.3%   8.5%   11.8%      Hanshin Tigers     WL
20                 Nishi Yuki                33.0  R   2   1   0   0   0    0   38    8.2   11   0    7   0    0   0   0   4   3   3.12   1.84   2.96  1.27  109   46     75   1.28   0.0%  18.4%   0.0%   18.4%      Hanshin Tigers     WL
21           Okadome Hidetaka                24.0  R   8   0   0   0   0    0   30    7.0    7   1    3   3    0   0   0   3   3   3.86   5.75   4.80  1.43   88  143    122  -1.89   3.3%  10.0%  10.0%    0.0%      Hanshin Tigers     WL
22             Oyokawa Masaki                23.0  L   9   4   1   0   1    0  151   37.1   28   3   43  13    0   0   1  11  10   2.41   3.25   2.81  1.10  141   81     71  -0.84   2.0%  28.5%   8.6%   19.9%      Hanshin Tigers     WL
23                  Satoh Ren                26.0  R  49   2   0   3   0    0  219   48.2   39   0   51  26    0   7   6  12  11   2.03   3.40   3.66  1.34  167   84     93  -1.37   0.0%  23.3%  11.9%   11.4%      Hanshin Tigers     WL
24            Shiiba Tsuyoshi                22.0  R  23   0   0   0   0    0  133   30.1   35   2   18  13    0   2   6  19  15   4.45   4.61   4.42  1.58   76  114    112  -0.16   1.5%  13.5%   9.8%    3.7%      Hanshin Tigers     WL
25           Shimamoto Hiroya                31.0  L  10   1   0   0   0    0   44    9.2    9   2    3   6    0   0   1   6   4   3.72   7.39   5.48  1.55   91  184    139  -3.67   4.5%   6.8%  13.6%   -6.8%      Hanshin Tigers     WL
26                Suzuki Yuto                24.0  L  16   0   3   0   0    0  124   25.1   23   3   18  24    0   0   3  17  13   4.62   6.42   5.28  1.86   74  159    134  -1.80   2.4%  14.5%  19.4%   -4.9%      Hanshin Tigers     WL
27           Takahashi Haruto                28.0  L  10   0   3   0   1    0  151   39.0   30   1   44   5    0   1   2  11  11   2.54   2.00   2.22  0.90  134   50     56   0.54   0.7%  29.1%   3.3%   25.8%      Hanshin Tigers     WL
28                 Tomida Ren                22.0  L   5   2   3   0   0    0  120   29.2   26   0   17   9    0   2   0  11   7   2.12   3.43   4.13  1.18  160   85    105  -1.31   0.0%  14.2%   7.5%    6.7%      Hanshin Tigers     WL
29                Tsuda Junya                22.0  R  17   2   5   0   0    0  246   53.0   75   5   34  15    0   2   3  45  31   5.26   4.37   4.03  1.70   65  109    102   0.89   2.0%  13.8%   6.1%    7.7%      Hanshin Tigers     WL
30          Urushihara Taisei                27.0  R   7   0   0   1   0    0   22    6.2    2   0    8   1    0   0   1   0   0   0.00   1.51   1.62  0.45  999   38     41  -1.51   0.0%  36.4%   4.5%   31.9%      Hanshin Tigers     WL
31               Yuasa Atsuki                24.0  R  25   2   2   5   0    0  102   21.2   25   1   12  14    0   1   1  18  18   7.48   5.03   5.00  1.80   45  125    127   2.45   1.0%  11.8%  13.7%   -1.9%      Hanshin Tigers     WL
32               Aduwa Makoto                25.0  R   1   1   0   0   0    0   17    5.0    1   0    3   1    0   0   0   0   0   0.00   2.86   3.62  0.40  999   75     92  -2.86   0.0%  17.6%   5.9%   11.7%      Hiroshima Carp     WL
33             Akatsuka Kento                22.0  R  13   1   0   0   0    0   60   13.0   10   1   10  11    0   1   0   5   5   3.46   5.69   4.97  1.62   93  149    126  -2.23   1.7%  16.7%  18.3%   -1.6%      Hiroshima Carp     WL
34             Corniel Robert                29.0  R  17   2   1   6   0    0   59   16.1    4   0   24   5    0   0   0   2   1   0.55   1.44   1.58  0.55  585   38     40  -0.89   0.0%  40.7%   8.5%   32.2%      Hiroshima Carp     WL
35              Endoh Atsushi                25.0  R  21   5   2   0   0    0  310   77.2   58   3   51  25    0   2   2  21  15   1.74   3.69   3.96  1.07  185   97    101  -1.95   1.0%  16.5%   8.1%    8.4%      Hiroshima Carp     WL
36                Fujii Reira                24.0  R   9   0   0   0   0    0   46   10.0   13   1    8   2    0   1   2  10   9   8.10   4.06   3.50  1.50   40  107     89   4.04   2.2%  17.4%   4.3%   13.1%      Hiroshima Carp     WL
37               Hasebe Ginji                25.0  L  25   2   2   2   0    0   97   23.0   21   0   22   9    0   1   2   4   3   1.17   2.85   3.46  1.30  275   75     88  -1.68   0.0%  22.7%   9.3%   13.4%      Hiroshima Carp     WL
38               Hatch Thomas                29.0  R  15   5   4   0   0    0  284   72.1   59   2   46  13    0   2   7  26  19   2.36   3.17   3.64  1.00  136   83     92  -0.81   0.7%  16.2%   4.6%   11.6%      Hiroshima Carp     WL
39               Hearn Taylor                29.0  L  10   0   0   3   0    0   37    9.2    6   0    9   3    0   0   1   0   0   0.00   2.53   3.18  0.93  999   66     81  -2.53   0.0%  24.3%   8.1%   16.2%      Hiroshima Carp     WL
40              Hidaka Atsumi                19.0  R  14   2   5   0   0    0  231   49.1   54   6   20  27    0   5   1  33  29   5.29   6.18   5.10  1.64   61  162    129  -0.89   2.6%   8.7%  11.7%   -3.0%      Hiroshima Carp     WL
41                 Kawano Kei                22.0  R  19   1   1   5   0    0   79   19.2   15   0   14   4    0   2   0   6   6   2.75   2.95   3.53  0.97  117   77     90  -0.20   0.0%  17.7%   5.1%   12.6%      Hiroshima Carp     WL
42               Kemna Makoto                29.0  R  12   2   2   0   0    0   62   13.2   13   0    5   6    0   2   2   4   2   1.32   4.48   4.96  1.39  244  118    126  -3.16   0.0%   8.1%   9.7%   -1.6%      Hiroshima Carp     WL
43          Kobayashi Tatsuto                21.0  R  18   1   2   1   0    0   88   18.2   29   2   10   5    0   3   2  12  11   5.30   5.07   4.23  1.82   61  133    107   0.23   2.3%  11.4%   5.7%    5.7%      Hiroshima Carp     WL
44            Kurohara Takumi                24.0  L   1   1   0   0   0    0   20    5.0    2   0    4   2    0   0   0   0   0   0.00   3.06   3.80  0.80  999   80     96  -3.06   0.0%  20.0%  10.0%   10.0%      Hiroshima Carp     WL
45            Masuda Takehisa                25.0  R  22   1   1   2   0    0   95   20.2   23   1   11   7    0   2   2   9   7   3.05   4.33   4.38  1.45  105  114    111  -1.28   1.1%  11.6%   7.4%    4.2%      Hiroshima Carp     WL
46            Matsumoto Ryuya                24.0  R  29   0   0   3   0    0  110   29.0   20   0   34   4    1   0   0   8   8   2.48   1.53   2.07  0.83  130   40     53   0.95   0.0%  30.9%   3.6%   27.3%      Hiroshima Carp     WL
47                Mori Shohei                26.0  L  17   4   6   1   0    0  403   96.0   99   6   88  17    0   2   9  37  26   2.44   3.03   3.04  1.21  132   79     77  -0.59   1.5%  21.8%   4.2%   17.6%      Hiroshima Carp     WL
48           Morishita Masato                26.0  R   1   0   0   0   0    0   26    6.0    8   0    3   1    0   0   0   2   2   3.00   2.96   4.03  1.50  107   78    102   0.04   0.0%  11.5%   3.8%    7.7%      Hiroshima Carp     WL
49             Nakazaki Shota                31.0  R   9   0   1   0   0    0   35    9.0    9   0    7   0    0   0   1   2   1   1.00   1.90   2.80  1.00  322   50     71  -0.90   0.0%  20.0%   0.0%   20.0%      Hiroshima Carp     WL
50              Nomura Yusuke                35.0  R  16   4   3   0   0    0  293   70.1   64   4   37  24    0   0   0  28  26   3.33   4.17   4.36  1.25   97  109    111  -0.84   1.4%  12.6%   8.2%    4.4%      Hiroshima Carp     WL
51             Ohmichi Haruki                25.0  R  31   1   0   6   0    0  125   30.1   25   1   36  10    0   1   2  13  12   3.56   2.60   2.72  1.15   90   68     69   0.96   0.8%  28.8%   8.0%   20.8%      Hiroshima Carp     WL
52              Ohsera Daichi                33.0  R   1   0   0   0   0    0   22    5.0    4   0    5   2    0   0   0   0   0   0.00   2.66   3.44  1.20  999   70     87  -2.66   0.0%  22.7%   9.1%   13.6%      Hiroshima Carp     WL
53              Okada Akitake                30.0  R  28   1   0   0   0    0  122   28.0   18   0   17  19    0   2   5   9   7   2.25   4.50   4.96  1.32  143  118    126  -2.25   0.0%  13.9%  15.6%   -1.7%      Hiroshima Carp     WL
54                Saitoh Yuta                20.0  R   7   0   3   0   0    0   82   17.2   18   2   10  11    1   0   0  12  12   6.11   5.67   4.92  1.64   53  149    125   0.44   2.4%  12.2%  13.4%   -1.2%      Hiroshima Carp     WL
55                 Sakata Rei                24.0  R   5   0   1   0   0    0   20    3.0    4   0    1   6    0   2   0   6   6  18.00  10.79   7.30  3.33   18  283    185   7.21   0.0%   5.0%  30.0%  -25.0%      Hiroshima Carp     WL
56                 Shinya Soh                20.0  L   9   1   0   0   0    0   44    8.2    5   1    6  13    0   2   2  11  11  11.42   8.77   6.39  2.08   28  230    162   2.65   2.3%  13.6%  29.5%  -15.9%      Hiroshima Carp     WL
57             Sugihara Mirai                18.0  L   2   0   0   0   0    0   12    2.0    3   1    1   3    0   0   0   3   3  13.50  13.46   6.47  3.00   24  353    164   0.04   8.3%   8.3%  25.0%  -16.7%      Hiroshima Carp     WL
58              Sugita Takeru                22.0  R  18   2   5   0   0    0  290   69.1   60   4   46  22    0   7   4  28  24   3.12   4.14   3.97  1.18  103  109    101  -1.02   1.4%  15.9%   7.6%    8.3%      Hiroshima Carp     WL
59                Taka Taichi                22.0  L  14   2   5   0   0    0  231   51.2   69   2   25  11    0   2   3  35  28   4.88   3.75   4.19  1.55   66   98    106   1.13   0.9%  10.8%   4.8%    6.0%      Hiroshima Carp     WL
60            Takahashi Kouya                25.0  L  32   3   2   0   0    0  147   31.0   39   0   27  16    1   2   6  15  11   3.19   3.46   4.05  1.77  101   91    103  -0.27   0.0%  18.4%  10.9%    7.5%      Hiroshima Carp     WL
61              Takita Kazuki                22.0  L  14   1   2   0   0    0  184   42.2   34   2   31  30    0   0   0  16  14   2.95   4.73   4.75  1.50  109  124    121  -1.78   1.1%  16.8%  16.3%    0.5%      Hiroshima Carp     WL
62             Tamamura Shogo                23.0  L   8   4   3   0   0    0  202   51.0   43   3   24  11    0   1   1  14  13   2.29   3.99   4.16  1.06  140  105    106  -1.70   1.5%  11.9%   5.4%    6.5%      Hiroshima Carp     WL
63                Tone Chiaki                31.0  L  16   0   2   1   0    0   72   14.2   17   2    9  10    0   2   2  17  17  10.43   6.46   4.94  1.84   31  169    125   3.97   2.8%  12.5%  13.9%   -1.4%      Hiroshima Carp     WL
64                Tsuji Taiga                19.0  L  13   0   1   0   0    0   65   12.1   21   1    6   6    0   1   0  17   8   5.84   5.24   4.80  2.19   55  137    122   0.60   1.5%   9.2%   9.2%    0.0%      Hiroshima Carp     WL
65           Tsunehiro Hayato                22.0  R  12   2   6   0   1    1  284   63.2   71   6   46  24    0   4   4  35  28   3.96   4.56   4.03  1.49   81  120    102  -0.60   2.1%  16.2%   8.5%    7.7%      Hiroshima Carp     WL
66              Uchima Takuma                25.0  R  29   1   2   0   0    0  118   27.0   25   2   21  14    0   1   4  14  12   4.00   4.53   4.21  1.44   80  119    107  -0.53   1.7%  17.8%  11.9%    5.9%      Hiroshima Carp     WL
67              Yasaki Takuya                29.0  R  14   1   0   5   0    0   55   13.2    8   0   12   6    0   0   1   4   4   2.63   3.02   3.71  1.02  122   79     94  -0.39   0.0%  21.8%  10.9%   10.9%      Hiroshima Carp     WL
68                Diaz Yofrec                25.0  L  35   2   2   1   0    0  153   35.0   23   0   39  28    0   0   3  10   7   1.80   3.63   4.08  1.46  180   94    104  -1.83   0.0%  25.5%  18.3%    7.2%       DeNA BayStars     EL
69         Hamaguchi Haruhiro                29.0  L  14   4   2   0   0    0  216   55.1   35   3   41  15    0   1   1  12   8   1.30   3.55   3.60  0.90  250   92     91  -2.25   1.4%  19.0%   6.9%   12.1%       DeNA BayStars     EL
70          Hashimoto Tatsuya                23.0  R   5   0   0   0   0    0   22    4.2    6   0    4   1    0   0   0   3   3   5.79   2.39   3.44  1.50   56   62     87   3.40   0.0%  18.2%   4.5%   13.7%       DeNA BayStars     EL
71             Horioka Hayato                25.0  R  33   2   2   6   0    0  152   35.0   32   0   36  12    0   1   3  17  15   3.86   2.52   3.22  1.26   84   65     82   1.34   0.0%  23.7%   7.9%   15.8%       DeNA BayStars     EL
72                 Ise Hiromu                26.0  R  10   1   0   3   0    0   38    9.1    6   0    5   3    0   0   0   1   0   0.00   3.35   4.27  0.96  999   87    108  -3.35   0.0%  13.2%   7.9%    5.3%       DeNA BayStars     EL
73               Ishida Kenta                31.0  L   6   3   1   0   0    0  101   25.2   19   1   14   6    0   1   0   5   4   1.40   3.69   4.01  0.97  232   96    102  -2.29   1.0%  13.9%   5.9%    8.0%       DeNA BayStars     EL
74              Ishida Yutaro                22.0  R  10   1   3   0   0    0  198   48.0   48   5   46  10    0   1   2  19  17   3.19   3.58   2.98  1.21  102   93     76  -0.39   2.5%  23.2%   5.1%   18.1%       DeNA BayStars     EL
75           Ishikawa Tatsuya                26.0  L  28   4   2   0   0    0  161   38.0   40   3   27   9    0   0   2  14  12   2.84   3.78   3.68  1.29  114   98     93  -0.94   1.9%  16.8%   5.6%   11.2%       DeNA BayStars     EL
76              Jackson Andre                28.0  R   4   1   1   0   0    0   73   17.0   21   2   16   6    0   0   0   8   7   3.71   4.17   3.43  1.59   88  108     87  -0.46   2.7%  21.9%   8.2%   13.7%       DeNA BayStars     EL
77          Kamichatani Taiga                27.0  R  23   2   5   0   0    0  172   38.2   42   1   34  10    0   2   3  21  19   4.42   2.97   3.40  1.34   74   77     86   1.45   0.6%  19.8%   5.8%   14.0%       DeNA BayStars     EL
78                Kay Anthony                29.0  L   2   2   0   0   0    0   39   11.2    7   1   10   2    0   0   0   2   2   1.54   3.37   2.75  0.77  211   88     70  -1.83   2.6%  25.6%   5.1%   20.5%       DeNA BayStars     EL
79                Konno Ryuto                19.0  R   4   0   1   0   0    0   17    4.0    2   0    4   2    0   1   0   1   0   0.00   3.71   3.62  1.00  999   96     92  -3.71   0.0%  23.5%  11.8%   11.7%       DeNA BayStars     EL
80               Kozono Kenta                21.0  R  18   3   3   0   1    0  321   70.2   78   8   47  27    0   5   1  40  35   4.46   4.96   4.18  1.49   73  129    106  -0.50   2.5%  14.6%   8.4%    6.2%       DeNA BayStars     EL
81              Kusano Haruto                20.0  R   2   0   0   0   0    0    9    1.1    4   0    0   2    0   0   0   3   2  13.50   7.96   7.02  4.50   24  207    178   5.54   0.0%   0.0%  22.2%  -22.2%       DeNA BayStars     EL
82             Kyoyama Masaya                25.0  R  17   0   0   1   0    0   75   18.0   17   2   15   5    0   1   1  10   9   4.50   4.24   3.47  1.22   72  110     88   0.26   2.7%  20.0%   6.7%   13.3%       DeNA BayStars     EL
83           Marcelino Hansel                22.0  R   9   0   0   1   0    0   41    8.1    7   0   12   8    0   1   2   6   4   4.32   3.82   3.82  1.80   75   99     97   0.50   0.0%  29.3%  19.5%    9.8%       DeNA BayStars     EL
84         Martinez Alexander                21.0  R   2   0   0   0   0    0    8    2.0    1   0    1   1    0   0   0   0   0   0.00   3.96   4.80  1.00  999  103    122  -3.96   0.0%  12.5%  12.5%    0.0%       DeNA BayStars     EL
85            Matsumoto Ryoto                22.0  R  32   3   0   0   0    0  143   33.1   31   0   28  13    0   5   0  12  10   2.70   3.40   3.75  1.32  120   88     95  -0.70   0.0%  19.6%   9.1%   10.5%       DeNA BayStars     EL
86        Matsumoto Ryunosuke                21.0  L  19   3   1   0   0    0  253   59.2   51   2   52  32    0   2   4  24  20   3.02   3.86   4.01  1.39  108  100    102  -0.84   0.8%  20.6%  12.6%    8.0%       DeNA BayStars     EL
87             Mishima Kazuki                34.0  R  29   1   1   3   0    0  162   38.0   30   2   28  14    0   1   5   9   7   1.66   3.85   3.94  1.16  196  100    100  -2.19   1.2%  17.3%   8.6%    8.7%       DeNA BayStars     EL
88                Miura Ginji                24.0  R  17   2   1   0   0    0   82   15.2   21   1    8  12    0   3   1  17  15   8.62   6.14   5.29  2.11   38  159    134   2.48   1.2%   9.8%  14.6%   -4.8%       DeNA BayStars     EL
89               Miyagi Daita                23.0  R  31   4   3   0   0    0  258   59.2   58   3   53  20    0   4   1  29  26   3.92   3.54   3.52  1.31   83   92     89   0.38   1.2%  20.5%   7.8%   12.7%       DeNA BayStars     EL
90                 Mori Yuito                32.0  R  11   2   1   1   0    0  238   61.0   53   5   40   7    0   1   1  20  18   2.66   3.61   3.41  0.98  122   94     87  -0.95   2.1%  16.8%   2.9%   13.9%       DeNA BayStars     EL
91           Morishita Ryudai                19.0  L  13   2   2   0   0    0  258   61.1   65   1   40  15    0   5   1  18   9   1.32   3.35   3.83  1.30  246   87     97  -2.03   0.4%  15.5%   5.8%    9.7%       DeNA BayStars     EL
92            Nakagawa Hayate                25.0  R   2   2   0   0   0    0   24    6.0    7   1    2   0    0   0   0   2   2   3.00   4.96   3.97  1.17  108  129    101  -1.96   4.2%   8.3%   0.0%    8.3%       DeNA BayStars     EL
93               Nakagawa Koh                24.0  R   8   0   0   0   0    0   31    8.0    3   0   12   4    0   0   0   3   3   3.38   1.96   2.22  0.88   96   51     56   1.42   0.0%  38.7%  12.9%   25.8%       DeNA BayStars     EL
94            Ohnuki Shinichi                30.0  R   7   2   1   0   0    0  127   32.0   29   1   20  10    0   1   1  12  12   3.38   3.65   4.01  1.22   96   95    102  -0.27   0.8%  15.7%   7.9%    7.8%       DeNA BayStars     EL
95              Sakamoto Yuya                26.0  L   9   0   0   0   0    0   51   12.2    9   0   12   2    0   0   0   2   2   1.42   2.04   2.84  0.87  229   53     72  -0.62   0.0%  23.5%   3.9%   19.6%       DeNA BayStars     EL
96             Sasaki Chihaya                30.0  R  18   0   0   0   0    0   81   20.1   13   0   23   7    0   2   0   5   2   0.89   2.53   2.82  0.98  365   66     72  -1.64   0.0%  28.4%   8.6%   19.8%       DeNA BayStars     EL
97             Shimizu Manato                18.0  R   1   0   0   0   0    0    7    1.0    1   0    3   2    0   1   0   1   1   9.00   6.46   3.37  3.00   36  168     86   2.54   0.0%  42.9%  28.6%   14.3%       DeNA BayStars     EL
98               Shoji Haruto                23.0  L  21   8   5   0   0    0  439  107.1   96   5   73  36    0   9   5  29  28   2.35   3.96   3.96  1.23  138  103    101  -1.61   1.1%  16.6%   8.2%    8.4%       DeNA BayStars     EL
99              Taira Kentaro                28.0  R   6   1   1   0   0    0   98   26.1   19   0   24   2    0   0   0   4   4   1.37   1.87   2.56  0.80  237   49     65  -0.50   0.0%  24.5%   2.0%   22.5%       DeNA BayStars     EL
100             Takada Takuto                21.0  L  13   0   4   0   0    0  103   20.0   29   2   10  15    0   0   0  21  19   8.55   6.01   5.29  2.20   38  156    134   2.54   1.9%   9.7%  14.6%   -4.9%       DeNA BayStars     EL
101              Watanabe Aki                24.0  R  48   7   0   9   0    0  188   48.0   23   1   51  20    1   3   0  12  12   2.25   3.04   3.15  0.90  144   79     80  -0.79   0.5%  27.1%  10.6%   16.5%       DeNA BayStars     EL
102            Wendelken J.B.                31.0  R   3   0   0   0   0    0   15    3.0    6   0    5   0    0   0   0   5   0   0.00   0.13   1.47  2.00  999    3     37  -0.13   0.0%  33.3%   0.0%   33.3%       DeNA BayStars     EL
103                Wick Rowan                31.0  R  13   1   0   1   0    0   58   13.1    9   0   14   6    0   3   2   9   7   4.73   3.38   3.42  1.13   69   88     87   1.35   0.0%  24.1%  10.3%   13.8%       DeNA BayStars     EL
104          Yamasaki Yasuaki                31.0  R  11   2   1   2   0    0   45   11.0    9   0   10   0    0   2   0   3   0   0.00   2.19   2.58  0.82  999   57     65  -2.19   0.0%  22.2%   0.0%   22.2%       DeNA BayStars     EL
105            Yoshino Teruki                25.0  R  16   4   5   0   0    0  279   66.1   61   6   53  23    0   2   0  27  24   3.26   4.17   3.72  1.27  100  108     94  -0.91   2.2%  19.0%   8.2%   10.8%       DeNA BayStars     EL
106             Akahoshi Yuji                24.0  R   8   2   2   0   0    0  106   28.1   18   0   19   4    0   2   0   5   4   1.27   2.75   3.38  0.78  252   73     86  -1.48   0.0%  17.9%   3.8%   14.1%      Yomiuri Giants     EL
107               Baba Kosuke                29.0  R  46   4   1   2   0    0  183   44.2   41   2   47  13    0   2   4  14  13   2.62   2.95   2.94  1.21  122   78     75  -0.33   1.1%  25.7%   7.1%   18.6%      Yomiuri Giants     EL
108       Funabasama Hiromasa                27.0  R   2   0   0   0   0    0    7    2.0    1   0    3   0    0   0   0   0   0   0.00   0.46   0.51  0.50  999   12     13  -0.46   0.0%  42.9%   0.0%   42.9%      Yomiuri Giants     EL
109            Griffin Foster                28.0  L   4   1   2   0   0    0   85   21.1   19   2   23   4    0   0   0   7   6   2.53   3.08   2.56  1.08  126   81     65  -0.55   2.4%  27.1%   4.7%   22.4%      Yomiuri Giants     EL
110             Hatake Seishu                30.0  R  37   2   1   2   0    0  164   44.2   23   1   35  11    0   2   2   7   7   1.41   3.06   3.34  0.76  227   81     85  -1.65   0.6%  21.3%   6.7%   14.6%      Yomiuri Giants     EL
111              Heinai Ryuta                25.0  R  14   1   1   2   0    0   55   14.0   11   2   12   2    0   1   1   5   5   3.21   4.25   2.98  0.93  100  112     76  -1.04   3.6%  21.8%   3.6%   18.2%      Yomiuri Giants     EL
112             Hotta Kenshin                23.0  R  12   3   2   0   1    0  217   52.0   53   6   44  10    0   3   2  25  22   3.81   4.02   3.23  1.21   84  106     82  -0.21   2.8%  20.3%   4.6%   15.7%      Yomiuri Giants     EL
113          Imamura Nobutaka                30.0  L  42   2   2   0   0    0  176   44.1   32   1   41   9    0   6   3  11  10   2.03   2.92   2.98  0.92  158   77     76  -0.89   0.6%  23.3%   5.1%   18.2%      Yomiuri Giants     EL
114              Inoue Haruto                23.0  L   3   0   0   0   0    0   50   13.0   13   0   14   1    0   1   0   5   5   3.46   1.77   2.20  1.08   92   47     56   1.69   0.0%  28.0%   2.0%   26.0%      Yomiuri Giants     EL
115               Itoh Yusuke                27.0  R  40   4   0  14   0    0  169   42.0   28   0   34  19    0   3   3   6   6   1.29   3.41   3.91  1.12  248   90     99  -2.12   0.0%  20.1%  11.2%    8.9%      Yomiuri Giants     EL
116             Izumi Keisuke                27.0  R  11   1   0   1   0    0   39   11.0    5   0   10   3    0   0   0   0   0   0.00   2.46   3.01  0.73  999   65     76  -2.46   0.0%  25.6%   7.7%   17.9%      Yomiuri Giants     EL
117               Keller Kyle                31.0  R   5   0   0   0   0    0   18    5.0    3   0    5   2    0   0   1   0   0   0.00   2.66   3.13  1.00  999   70     79  -2.66   0.0%  27.8%  11.1%   16.7%      Yomiuri Giants     EL
118             Kikuchi Taiki                25.0  R  36   6   2   1   0    0  149   36.0   31   2   45   8    0   1   2   7   4   1.00   2.43   2.32  1.08  320   64     59  -1.43   1.3%  30.2%   5.4%   24.8%      Yomiuri Giants     EL
119          Kinoshita Motoya                22.0  R   2   0   1   0   0    0   22    4.0    7   0    5   3    0   1   1   4   2   4.50   3.96   3.89  2.50   71  104     99   0.54   0.0%  22.7%  13.6%    9.1%      Yomiuri Giants     EL
120            Kondoh Taisuke                33.0  R  44   3   2   3   0    0  174   40.2   37   0   51  16    0   0   0  17  16   3.54   2.13   2.79  1.30   90   56     71   1.41   0.0%  29.3%   9.2%   20.1%      Yomiuri Giants     EL
