Pitcher,G,W,L,SV,CG,SHO,PCT,BF,IP,,H,HR,BB,IBB,HB,SO,WP,BK,R,ER,ERA,Team,
Kaneko Chihiro,14,7,3,0,0,0,.700,303,76,,69,7,13,0,0,53,1,0,26,21,2.49,Nipponham Fighters,
Kawano Ryusei,12,1,3,2,0,0,.250,143,36,,34,6,2,0,1,32,0,0,19,16,4.00,Nipponham Fighters,
Kitaura Ryuji,24,1,3,0,0,0,.250,109,25,,24,2,13,0,0,18,1,0,14,12,4.32,Nipponham Fighters,
Kuroyanagi Kyosuke,14,1,1,1,0,0,.500,66,15,,11,2,8,0,1,16,0,0,5,5,3.00,Nipponham Fighters,
Matsumoto Ryodai,22,1,3,1,0,0,.250,110,25,.1,25,3,13,0,0,23,3,0,12,8,2.84,Nipponham Fighters,
Matsuura Keito,5,0,0,0,0,0,.000,28,5,,8,1,5,0,0,5,1,0,4,4,7.20,Nipponham Fighters,
Menez Conner,1,0,0,0,0,0,.000,6,1,,3,0,0,0,0,1,1,0,2,2,18.00,Nipponham Fighters,
Miyanishi Naoki,7,1,0,1,0,0,1.000,25,6,.1,3,0,2,0,0,9,0,0,1,1,1.42,Nipponham Fighters,
Mochizuki Daiki,23,1,1,1,0,0,.500,96,24,,20,2,5,1,0,24,0,0,9,7,2.63,Nipponham Fighters,
Nabatame Tsubasa,9,1,0,0,0,0,1.000,120,29,,31,4,6,0,2,17,0,0,14,14,4.34,Nipponham Fighters,
Nemoto Haruka,10,2,4,0,0,0,.333,190,48,.1,30,6,13,0,1,54,2,0,14,12,2.23,Nipponham Fighters,
Nishimura Takahiro,15,0,0,1,0,0,.000,58,14,.1,11,2,5,1,0,15,0,0,4,4,2.51,Nipponham Fighters,
Ponce Cody,7,1,2,0,0,0,.333,85,21,,19,1,5,0,0,17,0,0,10,9,3.86,Nipponham Fighters,
Rodriguez Bryan,24,2,2,2,0,0,.500,99,22,.2,20,2,7,0,1,13,1,0,16,11,4.37,Nipponham Fighters,
Saitoh Shinji,23,0,2,0,0,0,.000,185,38,,36,3,36,0,3,29,3,0,29,20,4.74,Nipponham Fighters,
Sugiura Toshihiro,7,3,3,0,0,0,.500,158,40,.1,27,1,10,0,1,29,3,0,14,11,2.45,Nipponham Fighters,
Suzuki Kenya,18,1,0,1,0,0,1.000,79,22,,5,0,7,0,1,22,0,0,1,1,0.41,Nipponham Fighters,
Takayama Yuki,22,0,2,0,0,0,.000,125,23,,44,4,17,0,0,17,2,0,31,27,10.57,Nipponham Fighters,
Tamai Taisho,4,2,0,0,0,0,1.000,17,5,,1,0,0,0,0,3,0,0,0,0,0.00,Nipponham Fighters,
Tanaka Eito,18,4,8,0,0,0,.333,330,77,,75,7,26,0,2,51,1,0,40,38,4.44,Nipponham Fighters,
Tanigawa Masaki,23,1,1,2,0,0,.500,102,24,.2,13,1,11,0,1,30,3,0,11,8,2.92,Nipponham Fighters,
Tateno Kazuaki,10,1,4,0,0,0,.200,167,35,.2,54,5,8,0,1,26,1,0,22,19,4.79,Nipponham Fighters,
Tatsu Kota,13,0,4,0,0,0,.000,123,27,.1,20,2,25,0,0,25,1,0,20,19,6.26,Nipponham Fighters,
Uehara Kenta,6,0,0,0,1,0,.000,63,18,,9,0,2,0,0,12,0,0,0,0,0.00,Nipponham Fighters,
Uwasawa Naoyuki,2,0,0,0,0,0,.000,27,8,,2,0,2,0,0,12,0,0,1,1,1.13,Nipponham Fighters,
Yanagawa Taisei,3,0,0,0,0,0,.000,14,3,,2,0,3,0,0,2,0,0,1,1,3.00,Nipponham Fighters,
