#,Player,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SH,SF,SO,BB,IBB,HP,GDP,AVG,OBP,SLG,OPS,OPS+,ISO,BABIP,K%,BB%,BB/K,wSB,TTO%,Age,Pos,B,,Team,League
,<a href=https://npb.jp/bis/eng/players/81585152.html>Katsuda Naru</a>,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.000,0.333,0.000,0.333,8,0.000,0.000,0.0%,33.3%,1.00,-0.0,33.3%,23,6,L,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,W
,<a href=https://npb.jp/bis/eng/players/51755152.html>Kishimoto Daiki</a>,8,32,29,0,8,0,0,0,8,3,2,1,1,1,7,1,0,0,0,0.276,0.290,0.276,0.566,79,0.000,0.348,21.9%,3.1%,0.14,-0.0,25.0%,24,4,L,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,W
,<a href=https://npb.jp/bis/eng/players/81785152.html>Kobayashi Yuta</a>,7,20,17,3,1,1,0,0,2,1,0,0,0,1,9,2,0,0,0,0.059,0.150,0.118,0.268,-16,0.059,0.111,45.0%,10.0%,0.22,-0.0,55.0%,22,DH,L,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,W
,<a href=https://npb.jp/bis/eng/players/01705138.html>Kozono Kaito</a>,1,3,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.666,111,0.000,0.333,0.0%,0.0%,,-0.0,0.0%,26,5,L,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,W
,<a href=https://npb.jp/bis/eng/players/81585157.html>Kubo Shu</a>,2,5,5,0,2,1,0,0,3,1,0,0,0,0,1,0,0,0,1,0.400,0.400,0.600,1.000,217,0.200,0.500,20.0%,0.0%,0.00,-0.0,20.0%,25,8,R,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,W
,<a href=https://npb.jp/bis/eng/players/41845155.html>Maekawa Seita</a>,9,30,30,1,6,1,0,1,10,2,0,0,0,0,2,0,0,0,0,0.200,0.200,0.333,0.533,67,0.133,0.185,6.7%,0.0%,0.00,-0.0,10.0%,23,UTL,R,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,W
,<a href=https://npb.jp/bis/eng/players/81885151.html>Mochimaru Taiki</a>,5,18,15,3,5,0,0,1,8,2,0,0,0,0,5,2,0,1,0,0.333,0.444,0.533,0.977,210,0.200,0.444,27.8%,11.1%,0.40,-0.0,44.4%,24,DH,L,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,W
,<a href=https://npb.jp/bis/eng/players/93395155.html>Mori Shohei</a>,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-103,0.000,,100.0%,0.0%,0.00,0.0,100.0%,28,DH,L,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,W
,<a href=https://npb.jp/bis/eng/players/53155151.html>Morishita Masato</a>,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-103,0.000,,0.0%,0.0%,,0.0,0.0%,28,1,R,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,W
,<a href=https://npb.jp/bis/eng/players/11415157.html>Nabara Norihiko</a>,7,17,15,2,3,0,0,0,3,1,3,1,0,0,1,1,0,1,0,0.200,0.294,0.200,0.494,57,0.000,0.214,5.9%,5.9%,1.00,0.2,11.8%,26,8,R,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,W
,<a href=https://npb.jp/bis/eng/players/41445159.html>Nakada Yuto</a>,8,23,19,0,1,1,0,0,2,1,0,0,0,1,6,3,0,0,1,0.053,0.174,0.105,0.279,-12,0.052,0.071,26.1%,13.0%,0.50,-0.0,39.1%,20,3,R,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,W
,<a href=https://npb.jp/bis/eng/players/61265157.html>Nakamura Takahiro</a>,9,29,29,1,4,1,0,0,5,0,0,0,0,0,7,0,0,0,1,0.138,0.138,0.172,0.310,-3,0.034,0.182,24.1%,0.0%,0.00,-0.0,24.1%,26,8,L,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,W
,<a href=https://npb.jp/bis/eng/players/01405152.html>Nishikawa Atsumu</a>,6,11,10,0,2,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0.200,0.273,0.200,0.473,50,0.000,0.250,18.2%,9.1%,0.50,-0.0,27.3%,18,6,L,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,W
,<a href=https://npb.jp/bis/eng/players/91595150.html>Okamoto Shun</a>,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-103,0.000,,0.0%,0.0%,,0.0,0.0%,24,1,L,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,W
,<a href=https://npb.jp/bis/eng/players/43045159.html>Ramirez Moises</a>,12,47,46,3,12,3,0,0,15,1,0,0,0,0,13,1,0,0,0,0.261,0.277,0.326,0.603,91,0.065,0.364,27.7%,2.1%,0.08,-0.0,29.8%,24,5,R,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,W
,<a href=https://npb.jp/bis/eng/players/63065159.html>Roberto Nelson</a>,4,9,9,1,2,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0.222,0.222,0.222,0.444,40,0.000,0.400,44.4%,0.0%,0.00,-0.0,44.4%,25,9,R,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,W
,<a href=https://npb.jp/bis/eng/players/71975159.html>Sato Keisuke</a>,1,3,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.666,111,0.000,0.333,0.0%,0.0%,,-0.0,0.0%,25,4,L,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,W
,<a href=https://npb.jp/bis/eng/players/91995157.html>Shimizu Kanato</a>,6,9,8,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0.125,0.222,0.125,0.347,10,0.000,0.143,11.1%,11.1%,1.00,-0.0,22.2%,21,2,L,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,W
,<a href=https://npb.jp/bis/eng/players/51055155.html>Suekane Shota</a>,12,42,39,1,8,1,1,0,11,4,0,0,0,0,6,3,0,0,3,0.205,0.262,0.282,0.544,72,0.077,0.242,14.3%,7.1%,0.50,-0.0,21.4%,30,9,R,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,W
,<a href=https://npb.jp/bis/eng/players/11215155.html>Takagi Shoto</a>,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-103,0.000,0.000,0.0%,0.0%,,0.0,0.0%,22,2,R,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,W
,<a href=https://npb.jp/bis/eng/players/61265155.html>Tamura Shunsuke</a>,5,14,13,0,3,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0.231,0.286,0.231,0.517,64,0.000,0.250,7.1%,7.1%,1.00,-0.0,14.3%,22,9,L,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,W
,<a href=https://npb.jp/bis/eng/players/71075157.html>Tatsumi Konosuke</a>,1,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.000,0.000,0.000,0.000,-103,0.000,0.000,66.7%,0.0%,0.00,0.0,66.7%,25,3,R,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,W
,<a href=https://npb.jp/bis/eng/players/51355157.html>Uchida Shodai</a>,5,12,12,0,2,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0.167,0.167,0.250,0.417,31,0.083,0.200,16.7%,0.0%,0.00,-0.0,16.7%,21,5,R,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,W
,<a href=https://npb.jp/bis/eng/players/13515150.html>Watanabe Yuto</a>,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-103,0.000,0.000,0.0%,0.0%,,0.0,0.0%,23,7,R,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,W
,<a href=https://npb.jp/bis/eng/players/93395153.html>Yano Masaya</a>,9,27,21,4,4,0,0,0,4,0,0,0,0,0,4,5,0,1,0,0.190,0.370,0.190,0.560,79,0.000,0.235,14.8%,18.5%,1.25,-0.0,33.3%,27,6,L,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,W
,<a href=https://npb.jp/bis/eng/players/23125150.html>Yasutake Toshiki</a>,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-103,0.000,0.000,0.0%,0.0%,,0.0,0.0%,25,2,R,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,W
,<a href=https://npb.jp/bis/eng/players/51155151.html>Azuma Junpei</a>,8,32,25,2,3,1,0,1,7,2,0,0,0,0,3,6,1,1,0,0.120,0.313,0.280,0.593,86,0.160,0.095,9.4%,18.8%,2.00,-0.0,31.2%,24,7,R,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,C
,<a href=https://npb.jp/bis/eng/players/13715150.html>Duplantier Jon</a>,1,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.000,0.000,0.000,0.000,-100,0.000,,100.0%,0.0%,0.00,0.0,100.0%,31,1,L,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,C
,<a href=https://npb.jp/bis/eng/players/91895155.html>Furuichi Takeru</a>,7,21,17,3,4,0,0,0,4,1,0,0,1,0,1,2,0,1,0,0.235,0.350,0.235,0.585,84,0.000,0.250,4.8%,9.5%,2.00,-0.0,14.3%,24,2,R,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,C
,<a href=https://npb.jp/bis/eng/players/71675157.html>Hama Shonosuke</a>,7,24,18,2,2,0,0,0,2,0,1,0,1,0,1,5,0,0,1,0.111,0.304,0.111,0.415,32,0.000,0.118,4.2%,20.8%,5.00,0.2,25.0%,26,9,L,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,C
,<a href=https://npb.jp/bis/eng/players/31335159.html>Inoue Kento</a>,2,6,6,1,4,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0.667,0.667,0.833,1.500,366,0.166,0.667,0.0%,0.0%,,-0.0,0.0%,26,DH,L,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,C
,<a href=https://npb.jp/bis/eng/players/61365153.html>Irie Taisei</a>,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-100,0.000,,100.0%,0.0%,0.00,0.0,100.0%,27,1,R,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,C
,<a href=https://npb.jp/bis/eng/players/71575136.html>Kamizato Kazuki</a>,2,7,5,1,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0.000,0.286,0.000,0.286,-7,0.000,0.000,14.3%,28.6%,2.00,0.2,42.9%,32,7,L,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,C
,<a href=https://npb.jp/bis/eng/players/21525150.html>Kato Hibiki</a>,7,23,18,0,3,0,0,0,3,2,0,0,0,0,1,4,0,1,1,0.167,0.348,0.167,0.515,63,0.000,0.176,4.3%,17.4%,4.00,-0.0,21.7%,24,UTL,R,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,C
,<a href=https://npb.jp/bis/eng/players/41545138.html>Katsumata Atsushi</a>,3,9,9,0,4,0,0,0,4,2,0,0,0,0,0,0,0,0,1,0.444,0.444,0.444,0.888,177,0.000,0.444,0.0%,0.0%,,-0.0,0.0%,26,9,L,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,C
,<a href=https://npb.jp/bis/eng/players/71975150.html>Kobari Daiki</a>,5,8,8,3,3,1,0,0,4,0,0,0,0,0,2,0,0,0,0,0.375,0.375,0.500,0.875,172,0.125,0.500,25.0%,0.0%,0.00,-0.0,25.0%,19,DH,L,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,C
,<a href=https://npb.jp/bis/eng/players/81785159.html>Kondo Taiga</a>,4,8,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0.000,0.000,0.000,0.000,-100,0.000,0.000,37.5%,0.0%,0.00,0.0,37.5%,20,2,R,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,C
,<a href=https://npb.jp/bis/eng/players/91695138.html>Mashiko Kyosuke</a>,8,23,17,3,5,0,0,0,5,4,1,0,0,0,2,6,0,0,1,0.294,0.478,0.294,0.772,143,0.000,0.333,8.7%,26.1%,3.00,0.1,34.8%,25,DH,R,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,C
,<a href=https://npb.jp/bis/eng/players/21825157.html>Matsuo Shion</a>,3,12,10,1,3,0,0,0,3,1,0,0,0,0,0,2,1,0,0,0.300,0.417,0.300,0.717,125,0.000,0.300,0.0%,16.7%,1.00,-0.0,16.7%,21,2,R,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,C
,<a href=https://npb.jp/bis/eng/players/53155152.html>Miyashita Asahi</a>,11,46,41,2,13,1,0,0,14,1,0,1,0,0,7,5,0,0,1,0.317,0.391,0.341,0.732,129,0.024,0.382,15.2%,10.9%,0.71,-0.4,26.1%,22,6,R,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,C
,<a href=https://npb.jp/bis/eng/players/33135151.html>Mori Keito</a>,11,39,30,4,6,1,0,0,7,3,3,1,1,0,9,8,0,0,2,0.200,0.368,0.233,0.601,89,0.033,0.286,23.1%,20.5%,0.89,0.1,43.6%,24,8,L,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,C
,<a href=https://npb.jp/bis/eng/players/71475136.html>Nishimaki Kenji</a>,4,12,11,2,3,0,0,1,6,4,0,1,0,0,3,1,0,0,0,0.273,0.333,0.545,0.878,172,0.272,0.286,25.0%,8.3%,0.33,-0.3,41.7%,27,5,R,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,C
,<a href=https://npb.jp/bis/eng/players/41545152.html>Oda Koichiro</a>,10,45,38,4,7,1,0,0,8,6,0,0,0,2,5,4,0,1,1,0.184,0.267,0.211,0.478,50,0.027,0.200,11.1%,8.9%,0.80,-0.0,20.0%,22,3,L,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,C
,<a href=https://npb.jp/bis/eng/players/31535159.html>Ogasawara Sou</a>,4,9,7,1,1,0,0,0,1,0,0,0,0,0,4,1,0,1,0,0.143,0.333,0.143,0.476,51,0.000,0.333,44.4%,11.1%,0.25,-0.0,55.6%,20,3,L,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,C
,<a href=https://npb.jp/bis/eng/players/31935139.html>Sekine Taiki</a>,8,28,27,2,6,1,1,0,9,1,1,0,0,0,2,1,0,0,2,0.222,0.250,0.333,0.583,81,0.111,0.240,7.1%,3.6%,0.50,0.2,10.7%,31,9,L,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,C
,<a href=https://npb.jp/bis/eng/players/41945132.html>Shibata Tatsuhiro</a>,6,13,8,1,1,0,0,0,1,1,0,0,0,0,3,3,0,2,0,0.125,0.462,0.125,0.587,87,0.000,0.200,23.1%,23.1%,1.00,-0.0,46.2%,32,5,L,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,C
,<a href=https://npb.jp/bis/eng/players/51055152.html>Shimizu Uta</a>,3,6,2,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0.000,0.400,0.000,0.400,30,0.000,0.000,0.0%,16.7%,1.00,-0.3,16.7%,18,4,R,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,C
