Batter,Team,Bats,PA,K%,BB%,K-BB%,Swing%,Z-Swing%,Chase%,Contact%,Z-Con%,O-Con%,SwStr%,Whiff%,CSW%,sHPT,sST,sSeager,PLUS%,GB%,FB%,LD%,OFFB%,IFFB%,AIR%,HR%,HR/FB,Pull%,Cent%,Oppo%,Pull AIR%
Mugitani Yusuke,ORIX,L,14,50.0,0.0,50.0,58.69565217,67.85714286,44.44444444,40.74074074,47.36842105,25.0,34.7826087,59.25925926,52.17391304,47.36842105,34.48275862,-12.88566243,76.08695652,42.85714286,57.14285714,0.0,28.57142857,28.57142857,57.14285714,7.142857143,25.0,28.57142857,28.57142857,42.85714286,0.0
Kadowaki Makoto,Yomiuri,L,13,0.0,0.0,0.0,55.55555556,59.09090909,50.0,95.0,100.0,85.71428571,2.777777778,5.0,27.77777778,56.25,35.0,-21.25,72.22222222,76.92307692,15.38461538,7.692307692,7.692307692,7.692307692,23.07692308,0.0,0.0,23.07692308,53.84615385,23.07692308,0.0
Yoshida Kengo,Nipponham,R,13,30.76923077,0.0,30.76923077,63.79310345,81.48148148,48.38709677,70.27027027,86.36363636,46.66666667,18.96551724,29.72972973,27.5862069,23.80952381,42.10526316,18.29573935,70.68965517,37.5,62.5,0.0,37.5,25.0,62.5,0.0,0.0,25.0,37.5,37.5,11.11111111
Yamagata Shu,Nipponham,R,12,8.333333333,0.0,8.333333333,60.60606061,78.57142857,47.36842105,80.0,90.90909091,66.66666667,12.12121212,20.0,18.18181818,23.07692308,47.61904762,24.54212454,69.6969697,72.72727273,27.27272727,0.0,18.18181818,9.090909091,27.27272727,0.0,0.0,27.27272727,45.45454545,27.27272727,0.0
Takahashi Shuhei,Chunichi,L,12,8.333333333,16.66666667,-8.333333333,44.44444444,56.0,34.48275862,75.0,92.85714286,50.0,11.11111111,25.0,31.48148148,36.66666667,57.57575758,20.90909091,55.55555556,33.33333333,44.44444444,22.22222222,44.44444444,0.0,66.66666667,0.0,0.0,44.44444444,44.44444444,11.11111111,33.33333333
Ohshiro Takumi,Yomiuri,L,12,25.0,8.333333333,16.66666667,36.95652174,44.0,28.57142857,76.47058824,81.81818182,66.66666667,8.695652174,23.52941176,39.13043478,48.27586207,57.69230769,9.416445623,56.52173913,37.5,37.5,25.0,25.0,12.5,62.5,16.66666667,66.66666667,62.5,25.0,12.5,37.5
Maruyama Kazuya,Yakult,L,12,25.0,0.0,25.0,55.10204082,80.0,29.16666667,74.07407407,100.0,0.0,14.28571429,25.92592593,24.48979592,22.72727273,45.94594595,23.21867322,57.14285714,44.44444444,55.55555556,0.0,55.55555556,0.0,55.55555556,8.333333333,20.0,77.77777778,11.11111111,11.11111111,33.33333333
Akiyama Shogo,Hiroshima,L,12,41.66666667,0.0,41.66666667,41.93548387,58.62068966,27.27272727,65.38461538,82.35294118,33.33333333,14.51612903,34.61538462,33.87096774,33.33333333,58.53658537,25.20325203,56.4516129,71.42857143,28.57142857,0.0,28.57142857,0.0,28.57142857,8.333333333,50.0,57.14285714,0.0,42.85714286,0.0
Hashimoto Seiya,Yakult,L,12,25.0,8.333333333,16.66666667,46.66666667,56.52173913,36.36363636,80.95238095,92.30769231,62.5,8.888888889,19.04761905,28.88888889,41.66666667,51.85185185,10.18518519,62.22222222,62.5,37.5,0.0,25.0,12.5,37.5,0.0,0.0,50.0,50.0,0.0,25.0
Fujioka Yudai,Lotte,L,11,36.36363636,0.0,36.36363636,48.88888889,68.0,25.0,77.27272727,88.23529412,40.0,11.11111111,22.72727273,28.88888889,34.7826087,46.875,12.0923913,64.44444444,42.85714286,57.14285714,0.0,57.14285714,0.0,57.14285714,0.0,0.0,14.28571429,42.85714286,42.85714286,0.0
Tanaka Haruto,Yakult,L,11,36.36363636,0.0,36.36363636,52.38095238,77.77777778,33.33333333,54.54545455,64.28571429,37.5,23.80952381,45.45454545,33.33333333,20.0,53.33333333,33.33333333,54.76190476,28.57142857,42.85714286,28.57142857,42.85714286,0.0,71.42857143,0.0,0.0,85.71428571,14.28571429,0.0,71.42857143
Tanigawara Kenta,SoftBank,L,11,18.18181818,0.0,18.18181818,60.0,76.47058824,47.82608696,62.5,84.61538462,36.36363636,22.5,37.5,32.5,25.0,48.0,23.0,60.0,66.66666667,33.33333333,0.0,22.22222222,11.11111111,33.33333333,0.0,0.0,11.11111111,66.66666667,22.22222222,0.0
Ishii Kazunari,Seibu,L,11,36.36363636,0.0,36.36363636,38.0952381,52.38095238,23.80952381,62.5,81.81818182,20.0,14.28571429,37.5,38.0952381,38.46153846,59.25925926,20.7977208,59.52380952,14.28571429,85.71428571,0.0,71.42857143,14.28571429,85.71428571,0.0,0.0,28.57142857,28.57142857,42.85714286,14.28571429
Maegawa Ukyo,Hanshin,L,11,18.18181818,9.090909091,9.090909091,52.17391304,70.37037037,26.31578947,83.33333333,94.73684211,40.0,8.695652174,16.66666667,26.08695652,36.36363636,42.42424242,6.060606061,58.69565217,42.85714286,42.85714286,14.28571429,14.28571429,28.57142857,57.14285714,0.0,0.0,57.14285714,42.85714286,0.0,25.0
Takahashi Haruto,Hanshin,L,10,40.0,0.0,40.0,34.28571429,33.33333333,35.71428571,66.66666667,71.42857143,60.0,11.42857143,33.33333333,42.85714286,60.86956522,56.25,-4.619565217,74.28571429,60.0,0.0,40.0,0.0,0.0,40.0,0.0,,40.0,60.0,0.0,0.0
Miyashita Asahi,DeNA,R,10,50.0,0.0,50.0,62.79069767,71.42857143,54.54545455,66.66666667,73.33333333,58.33333333,20.93023256,33.33333333,34.88372093,37.5,40.0,2.5,69.76744186,80.0,20.0,0.0,20.0,0.0,20.0,10.0,100.0,40.0,40.0,20.0,0.0
Hirasawa Taiga,Seibu,L,10,30.0,0.0,30.0,50.0,63.15789474,33.33333333,70.58823529,91.66666667,20.0,14.70588235,29.41176471,35.29411765,41.17647059,45.45454545,4.278074866,64.70588235,28.57142857,57.14285714,14.28571429,42.85714286,14.28571429,71.42857143,0.0,0.0,57.14285714,28.57142857,14.28571429,42.85714286
Nakata Keisuke,Seibu,L,10,20.0,0.0,20.0,51.1627907,76.47058824,34.61538462,81.81818182,100.0,55.55555556,9.302325581,18.18181818,18.60465116,19.04761905,56.66666667,37.61904762,58.13953488,50.0,50.0,0.0,12.5,37.5,50.0,0.0,0.0,12.5,37.5,50.0,0.0
Itayama Yutaro,Chunichi,L,10,40.0,0.0,40.0,47.05882353,52.94117647,41.17647059,68.75,77.77777778,57.14285714,14.70588235,31.25,38.23529412,44.44444444,52.63157895,8.187134503,64.70588235,33.33333333,66.66666667,0.0,66.66666667,0.0,66.66666667,10.0,25.0,33.33333333,50.0,16.66666667,16.66666667
Yamaguchi Koki,Lotte,R,10,20.0,0.0,20.0,51.51515152,64.70588235,37.5,82.35294118,90.90909091,66.66666667,9.090909091,17.64705882,27.27272727,37.5,47.61904762,10.11904762,63.63636364,37.5,62.5,0.0,50.0,12.5,62.5,0.0,0.0,25.0,37.5,37.5,0.0
Hirayama Kota,Yomiuri,R,9,22.22222222,0.0,22.22222222,53.33333333,68.75,35.71428571,75.0,90.90909091,40.0,13.33333333,25.0,30.0,35.71428571,45.0,9.285714286,66.66666667,14.28571429,71.42857143,14.28571429,42.85714286,28.57142857,85.71428571,0.0,0.0,14.28571429,57.14285714,28.57142857,14.28571429
Yanagi Yuya,Chunichi,R,9,11.11111111,0.0,11.11111111,48.14814815,73.33333333,16.66666667,92.30769231,100.0,50.0,3.703703704,7.692307692,14.81481481,28.57142857,47.61904762,19.04761905,55.55555556,50.0,37.5,12.5,25.0,12.5,50.0,0.0,0.0,50.0,50.0,0.0,25.0
Akiyama Shun,Seibu,L,9,0.0,0.0,0.0,55.55555556,76.92307692,35.71428571,93.33333333,100.0,80.0,3.703703704,6.666666667,14.81481481,25.0,47.36842105,22.36842105,62.96296296,55.55555556,44.44444444,0.0,22.22222222,22.22222222,44.44444444,0.0,0.0,66.66666667,33.33333333,0.0,22.22222222
Itoh Yukiya,Rakuten,R,9,22.22222222,11.11111111,11.11111111,47.61904762,66.66666667,33.33333333,65.0,66.66666667,62.5,16.66666667,35.0,28.57142857,27.27272727,57.14285714,29.87012987,59.52380952,33.33333333,66.66666667,0.0,66.66666667,0.0,66.66666667,0.0,0.0,33.33333333,50.0,16.66666667,16.66666667
Yamamura Takayoshi,Seibu,L,9,33.33333333,0.0,33.33333333,59.25925926,72.72727273,50.0,68.75,100.0,37.5,18.51851852,31.25,29.62962963,27.27272727,50.0,22.72727273,70.37037037,33.33333333,33.33333333,33.33333333,33.33333333,0.0,66.66666667,0.0,0.0,50.0,16.66666667,33.33333333,33.33333333
Shimizu Yushi,Nipponham,R,9,22.22222222,0.0,22.22222222,64.28571429,84.61538462,46.66666667,66.66666667,72.72727273,57.14285714,21.42857143,33.33333333,28.57142857,20.0,42.10526316,22.10526316,67.85714286,57.14285714,42.85714286,0.0,28.57142857,14.28571429,42.85714286,11.11111111,33.33333333,42.85714286,42.85714286,14.28571429,0.0
Ikeda Raito,Lotte,R,9,11.11111111,0.0,11.11111111,64.70588235,76.47058824,52.94117647,86.36363636,92.30769231,77.77777778,8.823529412,13.63636364,20.58823529,33.33333333,38.0952381,4.761904762,76.47058824,37.5,62.5,0.0,37.5,25.0,62.5,0.0,0.0,25.0,12.5,62.5,12.5
Wakabayashi Gakuto,Yomiuri,R,9,33.33333333,0.0,33.33333333,60.0,73.33333333,46.66666667,83.33333333,90.90909091,71.42857143,10.0,16.66666667,23.33333333,33.33333333,42.10526316,8.771929825,66.66666667,50.0,50.0,0.0,33.33333333,16.66666667,50.0,0.0,0.0,33.33333333,33.33333333,33.33333333,16.66666667
Kyoda Yota,DeNA,L,9,22.22222222,0.0,22.22222222,60.0,80.0,30.0,73.33333333,83.33333333,33.33333333,16.0,26.66666667,28.0,30.0,36.84210526,6.842105263,68.0,28.57142857,57.14285714,14.28571429,0.0,57.14285714,71.42857143,0.0,0.0,57.14285714,42.85714286,0.0,42.85714286
Yamano Taichi,Yakult,L,9,44.44444444,0.0,44.44444444,46.875,54.54545455,30.0,66.66666667,66.66666667,66.66666667,15.625,33.33333333,46.875,58.82352941,36.84210526,-21.98142415,68.75,60.0,40.0,0.0,40.0,0.0,40.0,0.0,0.0,20.0,20.0,60.0,0.0
Yamase Shinnosuke,Yomiuri,R,9,55.55555556,0.0,55.55555556,45.45454545,50.0,41.17647059,60.0,62.5,57.14285714,18.18181818,40.0,42.42424242,44.44444444,55.55555556,11.11111111,63.63636364,50.0,25.0,25.0,25.0,0.0,50.0,11.11111111,100.0,75.0,0.0,25.0,50.0
Azuma Katsuki,DeNA,L,9,77.77777778,0.0,77.77777778,47.5,56.52173913,35.29411765,63.15789474,69.23076923,50.0,17.5,36.84210526,42.5,47.61904762,45.83333333,-1.785714286,72.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,50.0,50.0,0.0,0.0
Watanabe Yoshiaki,Rakuten,L,8,37.5,0.0,37.5,53.57142857,57.14285714,50.0,53.33333333,62.5,42.85714286,25.0,46.66666667,42.85714286,46.15384615,46.66666667,0.5128205128,67.85714286,50.0,25.0,25.0,25.0,0.0,50.0,0.0,0.0,25.0,75.0,0.0,0.0
Katoh Takuma,Chunichi,R,8,12.5,12.5,0.0,54.83870968,75.0,18.18181818,70.58823529,73.33333333,50.0,16.12903226,29.41176471,32.25806452,35.71428571,37.5,1.785714286,61.29032258,60.0,40.0,0.0,20.0,20.0,40.0,0.0,0.0,0.0,80.0,20.0,0.0
Maru Yoshihiro,Yomiuri,L,8,0.0,0.0,0.0,36.0,64.28571429,0.0,88.88888889,88.88888889,,4.0,11.11111111,24.0,31.25,55.0,23.75,52.0,50.0,50.0,0.0,50.0,0.0,50.0,0.0,0.0,50.0,50.0,0.0,12.5
Ohshiro Koji,ORIX,R,8,25.0,0.0,25.0,46.15384615,60.86956522,25.0,83.33333333,85.71428571,75.0,7.692307692,16.66666667,30.76923077,42.85714286,46.15384615,3.296703297,64.1025641,66.66666667,33.33333333,0.0,33.33333333,0.0,33.33333333,0.0,0.0,16.66666667,66.66666667,16.66666667,16.66666667
Abe Toshiki,Chunichi,R,7,42.85714286,14.28571429,28.57142857,41.66666667,61.11111111,22.22222222,60.0,63.63636364,50.0,16.66666667,40.0,36.11111111,33.33333333,56.0,22.66666667,58.33333333,0.0,50.0,50.0,50.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0
Kanemaru Yumeto,Chunichi,L,7,71.42857143,0.0,71.42857143,25.80645161,31.57894737,16.66666667,87.5,100.0,50.0,3.225806452,12.5,41.93548387,56.52173913,62.5,5.97826087,64.51612903,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,50.0,50.0,0.0
Saiki Hiroto,Hanshin,R,7,57.14285714,14.28571429,42.85714286,25.0,23.07692308,26.66666667,28.57142857,33.33333333,25.0,17.85714286,71.42857143,46.42857143,47.61904762,78.57142857,30.95238095,60.71428571,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,50.0,50.0,0.0
Murakami Shoki,Hanshin,L,7,42.85714286,0.0,42.85714286,50.0,53.33333333,44.44444444,58.33333333,62.5,50.0,20.83333333,41.66666667,50.0,58.33333333,38.46153846,-19.87179487,79.16666667,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,25.0,50.0,25.0,0.0
Takanashi Hirotoshi,Yakult,R,7,100.0,0.0,100.0,42.30769231,42.10526316,42.85714286,54.54545455,75.0,0.0,19.23076923,45.45454545,61.53846154,73.33333333,33.33333333,-40.0,84.61538462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Takahashi Hiroto,Chunichi,R,6,0.0,0.0,0.0,56.25,66.66666667,42.85714286,100.0,100.0,100.0,0.0,0.0,18.75,42.85714286,40.0,-2.857142857,75.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,33.33333333,66.66666667,0.0
Miyamoto Takeshi,Yakult,L,6,33.33333333,0.0,33.33333333,58.33333333,76.92307692,36.36363636,57.14285714,80.0,0.0,25.0,42.85714286,37.5,30.0,41.17647059,11.17647059,62.5,25.0,75.0,0.0,75.0,0.0,75.0,0.0,0.0,25.0,25.0,50.0,25.0
Watanabe Haruto,ORIX,L,6,16.66666667,0.0,16.66666667,43.47826087,58.33333333,27.27272727,60.0,85.71428571,0.0,17.39130435,40.0,34.7826087,38.46153846,53.33333333,14.87179487,52.17391304,60.0,40.0,0.0,20.0,20.0,40.0,0.0,0.0,40.0,40.0,20.0,20.0
Tsujimoto Rintaro,Chunichi,R,6,33.33333333,0.0,33.33333333,64.28571429,63.63636364,66.66666667,55.55555556,57.14285714,50.0,28.57142857,44.44444444,50.0,80.0,12.5,-67.5,92.85714286,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,50.0,50.0,0.0
Kuribayashi Ryoji,Hiroshima,R,6,66.66666667,0.0,66.66666667,36.84210526,27.27272727,50.0,42.85714286,66.66666667,25.0,21.05263158,57.14285714,52.63157895,66.66666667,57.14285714,-9.523809524,78.94736842,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,100.0,0.0,0.0
Yoshimura Kojiro,Yakult,R,6,66.66666667,0.0,66.66666667,36.36363636,43.75,16.66666667,75.0,85.71428571,0.0,9.090909091,25.0,50.0,64.28571429,41.66666667,-22.61904762,77.27272727,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,50.0,50.0,0.0,0.0
Ogawa Yasuhiro,Yakult,R,6,50.0,0.0,50.0,44.44444444,45.45454545,42.85714286,62.5,80.0,33.33333333,16.66666667,37.5,50.0,60.0,44.44444444,-15.55555556,72.22222222,0.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
Ishida Yutaro,DeNA,R,6,66.66666667,0.0,66.66666667,29.16666667,21.42857143,40.0,71.42857143,100.0,50.0,8.333333333,28.57142857,54.16666667,64.70588235,66.66666667,1.960784314,75.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,50.0,50.0,0.0,0.0
Mimori Masaki,DeNA,L,5,20.0,0.0,20.0,73.33333333,87.5,57.14285714,72.72727273,85.71428571,50.0,20.0,27.27272727,26.66666667,25.0,30.0,5.0,60.0,75.0,25.0,0.0,25.0,0.0,25.0,0.0,0.0,75.0,25.0,0.0,0.0
Ihara Takato,Hanshin,L,5,20.0,0.0,20.0,28.57142857,33.33333333,0.0,100.0,100.0,,0.0,0.0,50.0,80.0,33.33333333,-46.66666667,78.57142857,50.0,25.0,25.0,0.0,25.0,50.0,0.0,0.0,50.0,50.0,0.0,25.0
Ishikawa Takaya,Chunichi,R,5,0.0,20.0,-20.0,40.90909091,60.0,25.0,100.0,100.0,100.0,0.0,0.0,18.18181818,30.76923077,60.0,29.23076923,59.09090909,25.0,75.0,0.0,25.0,50.0,75.0,0.0,0.0,0.0,25.0,75.0,0.0
Tokoda Hiroki,Hiroshima,L,5,20.0,20.0,0.0,40.0,36.36363636,42.85714286,80.0,75.0,83.33333333,8.0,20.0,32.0,46.66666667,66.66666667,20.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,66.66666667,33.33333333,0.0,0.0
Takemaru Kazuyuki,Yomiuri,L,5,60.0,0.0,60.0,30.0,16.66666667,50.0,66.66666667,100.0,50.0,10.0,33.33333333,60.0,71.42857143,66.66666667,-4.761904762,75.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,50.0,0.0,50.0,0.0
Oda Gouki,Chunichi,L,5,60.0,0.0,60.0,50.0,50.0,50.0,72.72727273,80.0,66.66666667,13.63636364,27.27272727,31.81818182,45.45454545,54.54545455,9.090909091,72.72727273,50.0,50.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,50.0,50.0,0.0
Nakamura Yuhei,Yakult,R,5,20.0,20.0,0.0,48.27586207,66.66666667,28.57142857,78.57142857,70.0,100.0,10.34482759,21.42857143,27.5862069,33.33333333,50.0,16.66666667,65.51724138,66.66666667,33.33333333,0.0,33.33333333,0.0,33.33333333,0.0,0.0,0.0,66.66666667,33.33333333,0.0
Tarnok Freddy,Hiroshima,R,4,25.0,0.0,25.0,44.44444444,20.0,75.0,50.0,100.0,33.33333333,22.22222222,50.0,44.44444444,80.0,50.0,-30.0,77.77777778,66.66666667,33.33333333,0.0,33.33333333,0.0,33.33333333,0.0,0.0,33.33333333,66.66666667,0.0,0.0
Nakamura Akira,SoftBank,L,4,0.0,25.0,-25.0,35.29411765,55.55555556,12.5,100.0,100.0,100.0,0.0,0.0,23.52941176,36.36363636,58.33333333,21.96969697,58.82352941,33.33333333,66.66666667,0.0,66.66666667,0.0,66.66666667,0.0,0.0,100.0,0.0,0.0,66.66666667
Ohno Yudai,Chunichi,L,4,100.0,0.0,100.0,9.523809524,15.38461538,0.0,50.0,50.0,,4.761904762,50.0,57.14285714,57.89473684,80.0,22.10526316,61.9047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Nakanishi Masaki,Chunichi,R,4,25.0,0.0,25.0,41.66666667,42.85714286,40.0,60.0,100.0,0.0,16.66666667,40.0,41.66666667,57.14285714,50.0,-7.142857143,66.66666667,66.66666667,33.33333333,0.0,33.33333333,0.0,33.33333333,0.0,0.0,0.0,0.0,100.0,0.0
Cox Austin,DeNA,L,4,75.0,0.0,75.0,43.47826087,53.33333333,25.0,70.0,75.0,50.0,13.04347826,30.0,43.47826087,53.84615385,42.85714286,-10.98901099,73.91304348,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,100.0,0.0,0.0
Morishita Masato,Hiroshima,R,4,25.0,25.0,0.0,12.5,14.28571429,11.11111111,100.0,100.0,100.0,0.0,0.0,31.25,42.85714286,88.88888889,46.03174603,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,100.0,0.0
Takeda Yu,DeNA,R,4,25.0,0.0,25.0,58.82352941,81.81818182,16.66666667,80.0,88.88888889,0.0,11.76470588,20.0,23.52941176,28.57142857,35.71428571,7.142857143,70.58823529,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,33.33333333,66.66666667,0.0,0.0
Watanabe Yuto,Hiroshima,R,4,25.0,0.0,25.0,66.66666667,88.88888889,0.0,75.0,75.0,,16.66666667,25.0,25.0,25.0,27.27272727,2.272727273,75.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,33.33333333,33.33333333,33.33333333,0.0
Norimoto Takahiro,Yomiuri,L,4,75.0,0.0,75.0,50.0,50.0,50.0,57.14285714,75.0,33.33333333,21.42857143,42.85714286,50.0,57.14285714,42.85714286,-14.28571429,78.57142857,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,100.0,0.0,0.0
Tanaka Masahiro,Yomiuri,R,4,25.0,0.0,25.0,40.0,28.57142857,66.66666667,75.0,100.0,50.0,10.0,25.0,60.0,83.33333333,33.33333333,-50.0,90.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,33.33333333,33.33333333,33.33333333,0.0
Itohara Kento,Hanshin,L,4,75.0,0.0,75.0,52.94117647,50.0,54.54545455,44.44444444,100.0,16.66666667,29.41176471,55.55555556,47.05882353,37.5,62.5,25.0,70.58823529,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,100.0,0.0,0.0,0.0
Okugawa Yasunobu,Yakult,R,4,50.0,0.0,50.0,56.25,70.0,33.33333333,66.66666667,57.14285714,100.0,18.75,33.33333333,37.5,42.85714286,36.36363636,-6.493506494,75.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,100.0,0.0,0.0,0.0
Kitamura Keigo,Yakult,R,3,66.66666667,0.0,66.66666667,60.0,60.0,60.0,16.66666667,0.0,33.33333333,50.0,83.33333333,70.0,50.0,40.0,-10.0,80.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,100.0,0.0
Higuchi Seishu,Chunichi,L,3,33.33333333,0.0,33.33333333,47.05882353,33.33333333,54.54545455,87.5,100.0,83.33333333,5.882352941,12.5,29.41176471,44.44444444,71.42857143,26.98412698,64.70588235,50.0,50.0,0.0,0.0,50.0,50.0,0.0,0.0,50.0,50.0,0.0,0.0
Whitley Forrest,Yomiuri,R,3,33.33333333,0.0,33.33333333,25.0,37.5,0.0,66.66666667,66.66666667,,8.333333333,33.33333333,50.0,55.55555556,57.14285714,1.587301587,66.66666667,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,50.0,50.0,0.0
Lucas Easton,Hanshin,L,3,33.33333333,0.0,33.33333333,57.14285714,50.0,100.0,75.0,100.0,0.0,14.28571429,25.0,42.85714286,100.0,0.0,-100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,50.0,50.0,0.0,0.0
Inoue Haruto,Yomiuri,L,3,66.66666667,0.0,66.66666667,38.46153846,37.5,40.0,60.0,100.0,0.0,15.38461538,40.0,53.84615385,62.5,50.0,-12.5,76.92307692,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,100.0,0.0,0.0
Hamada Taiki,Hanshin,R,3,100.0,0.0,100.0,64.28571429,100.0,44.44444444,33.33333333,60.0,0.0,42.85714286,66.66666667,42.85714286,0.0,50.0,50.0,64.28571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Irie Taisei,DeNA,R,3,0.0,0.0,0.0,36.36363636,50.0,20.0,100.0,100.0,100.0,0.0,0.0,18.18181818,42.85714286,57.14285714,14.28571429,63.63636364,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,100.0,0.0,0.0
Ishigaki Masami,Lotte,R,3,33.33333333,0.0,33.33333333,40.0,60.0,20.0,75.0,100.0,0.0,10.0,25.0,30.0,33.33333333,57.14285714,23.80952381,60.0,50.0,50.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,50.0,50.0,0.0
Noma Takayoshi,Hiroshima,L,3,33.33333333,0.0,33.33333333,35.71428571,57.14285714,14.28571429,40.0,50.0,0.0,21.42857143,60.0,42.85714286,33.33333333,60.0,26.66666667,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,100.0,0.0,0.0
Miya Taisei,Chunichi,L,3,33.33333333,0.0,33.33333333,66.66666667,66.66666667,66.66666667,50.0,50.0,50.0,33.33333333,50.0,50.0,50.0,33.33333333,-16.66666667,66.66666667,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,50.0,50.0,0.0,0.0
Sakurai Yorinosuke,Chunichi,R,3,100.0,0.0,100.0,25.0,14.28571429,40.0,0.0,0.0,0.0,25.0,100.0,75.0,66.66666667,75.0,8.333333333,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Katsumata Atsushi,DeNA,L,3,0.0,0.0,0.0,42.85714286,33.33333333,50.0,100.0,100.0,100.0,0.0,0.0,28.57142857,50.0,66.66666667,16.66666667,57.14285714,33.33333333,66.66666667,0.0,33.33333333,33.33333333,66.66666667,0.0,0.0,33.33333333,0.0,66.66666667,33.33333333
Duplantier Jon,DeNA,L,2,0.0,0.0,0.0,40.0,40.0,,100.0,100.0,,0.0,0.0,60.0,100.0,0.0,-100.0,100.0,50.0,50.0,0.0,50.0,0.0,50.0,0.0,0.0,50.0,0.0,50.0,0.0
Howard Spencer,Yomiuri,R,2,100.0,0.0,100.0,37.5,50.0,0.0,33.33333333,33.33333333,,25.0,66.66666667,62.5,60.0,40.0,-20.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Kuki Ryuhei,DeNA,R,2,50.0,0.0,50.0,57.14285714,80.0,0.0,75.0,75.0,,14.28571429,25.0,28.57142857,33.33333333,33.33333333,0.0,71.42857143,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0
Ohtake Koutaro,Hanshin,L,2,50.0,0.0,50.0,44.44444444,57.14285714,0.0,50.0,50.0,,22.22222222,50.0,55.55555556,60.0,33.33333333,-26.66666667,77.77777778,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0
Sato Taiyo,Seibu,L,2,100.0,0.0,100.0,36.36363636,42.85714286,25.0,50.0,66.66666667,0.0,18.18181818,50.0,54.54545455,57.14285714,50.0,-7.142857143,72.72727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Sato Keisuke,Hiroshima,L,2,0.0,0.0,0.0,42.85714286,75.0,0.0,100.0,100.0,,0.0,0.0,14.28571429,25.0,50.0,25.0,57.14285714,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,50.0,50.0,0.0,0.0
Fukunaga Sho,ORIX,R,2,50.0,0.0,50.0,50.0,33.33333333,100.0,50.0,100.0,0.0,25.0,50.0,75.0,100.0,0.0,-100.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0
Okamoto Shun,Hiroshima,L,2,50.0,0.0,50.0,50.0,60.0,33.33333333,75.0,66.66666667,100.0,12.5,25.0,37.5,50.0,40.0,-10.0,75.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,100.0,0.0,0.0,0.0
Futamata Shoichi,Hiroshima,R,2,50.0,0.0,50.0,44.44444444,50.0,40.0,75.0,100.0,50.0,11.11111111,25.0,33.33333333,40.0,60.0,20.0,55.55555556,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,100.0,0.0,0.0
Ibaragi Hidetoshi,Hanshin,R,2,100.0,0.0,100.0,28.57142857,33.33333333,0.0,0.0,0.0,,28.57142857,100.0,85.71428571,80.0,33.33333333,-46.66666667,85.71428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
