Pitcher,Team,Throws,IP,TBF,FB Velo,K%,BB%,K-BB%,Swing%,Z-Swing%,Chase%,Contact%,Z-Con%,O-Con%,SwStr%,Whiff%,CSW%,Strike%,Ball%,F-Str%,PAR%,PLUS%,GB%,FB%,LD%,OFFB%,IFFB%,AIR%,HR%,HR/FB,Pull%,Cent%,Oppo%,Pull AIR%,Zone%,Arm%,Glove%,High%,Low%,MM%,Behind%,Sec%
Nakanishi Masaki,Chunichi,R,10.33333333,48,91.6,27.08333333,6.25,20.83333333,39.24731183,52.08333333,25.27472527,72.60273973,82.0,52.17391304,10.75268817,27.39726027,35.48387097,64.51612903,35.48387097,59.57446809,27.08333333,57.52688172,46.66666667,36.66666667,16.66666667,30.0,6.666666667,53.33333333,4.166666667,18.18181818,36.66666667,36.66666667,26.66666667,10.0,51.61290322580645,57.75401069518716,42.24598930481284,38.50267379679144,61.49732620320856,6.951871657754011,14.43850267379679,52.68817204301075
Ihara Takato,Hanshin,L,10.33333333,43,88.8,20.93023256,6.97674419,13.95348837,46.40883978,66.0,22.22222222,77.38095238,86.36363636,44.44444444,10.49723757,22.61904762,29.28176796,65.74585635,34.25414365,60.46511628,14.75409836,61.32596685,58.62068966,41.37931034,0.0,37.93103448,3.448275862,41.37931034,2.325581395,8.333333333,48.27586207,37.93103448,13.79310345,10.34482759,55.24861878453039,45.30386740331492,54.69613259668509,33.70165745856354,66.29834254143645,7.734806629834254,11.049723756906078,34.25414364640884
Ohzeki Tomohisa,SoftBank,L,10.0,48,87.0,12.5,6.25,6.25,46.24277457,65.04854369,18.57142857,85.0,92.53731343,46.15384615,6.936416185,15.0,27.16763006,67.05202312,32.94797688,72.91666667,13.04347826,57.80346821,43.58974359,41.02564103,15.38461538,33.33333333,7.692307692,56.41025641,4.166666667,12.5,43.58974359,38.46153846,17.94871795,25.64102564,59.53757225433526,53.17919075144509,46.82080924855491,32.947976878612714,67.05202312138728,5.202312138728324,12.13872832369942,53.75722543352601
Urena Jose,Rakuten,R,10.0,40,94.7,25.0,7.5,17.5,41.91616766,61.9047619,21.68674699,71.42857143,73.07692308,66.66666667,11.9760479,28.57142857,30.53892216,61.07784431,38.92215569,57.5,21.73913043,56.28742515,48.14814815,33.33333333,18.51851852,29.62962963,3.703703704,51.85185185,0.0,0.0,33.33333333,29.62962963,37.03703704,18.51851852,50.29940119760479,50.898203592814376,49.10179640718562,40.11976047904192,59.88023952095808,1.7964071856287425,13.77245508982036,57.48502994011976
Lucas Easton,Hanshin,L,9.333333333,41,92.0,29.26829268,4.87804878,24.3902439,44.31818182,61.05263158,24.69135802,75.64102564,81.03448276,60.0,10.79545455,24.35897436,30.68181818,65.34090909,34.65909091,58.53658537,20.0,58.52272727,59.25925926,40.74074074,0.0,33.33333333,7.407407407,40.74074074,2.43902439,9.090909091,37.03703704,29.62962963,33.33333333,11.11111111,53.97727272727273,37.5,62.5,45.45454545454545,54.54545454545454,5.113636363636364,14.204545454545457,30.681818181818183
Teranishi Naruki,ORIX,R,9.0,43,93.1,13.95348837,4.65116279,9.30232558,46.20689655,65.71428571,28.0,71.64179104,82.60869565,47.61904762,13.10344828,28.35820896,28.96551724,63.44827586,36.55172414,60.46511628,18.75,53.79310345,48.48484848,45.45454545,6.060606061,42.42424242,3.03030303,51.51515152,0.0,0.0,30.3030303,51.51515152,18.18181818,6.060606061,48.27586206896552,47.58620689655172,52.41379310344828,47.58620689655172,52.41379310344828,4.137931034482759,13.79310344827586,33.793103448275865
Sakurai Yorinosuke,Chunichi,R,9.0,42,91.2,23.80952381,7.14285714,16.66666667,47.92899408,63.15789474,35.48387097,77.77777778,87.5,63.63636364,10.65088757,22.22222222,26.62721893,64.49704142,35.50295858,54.76190476,21.27659574,57.3964497,31.03448276,62.06896552,6.896551724,41.37931034,20.68965517,68.96551724,7.142857143,16.66666667,37.93103448,44.82758621,17.24137931,21.42857143,44.97041420118343,56.80473372781065,43.19526627218935,42.01183431952663,57.98816568047337,1.183431952662722,12.42603550295858,35.50295857988166
Cox Austin,DeNA,L,9.0,37,90.5,18.91891892,2.7027027,16.21621622,43.84615385,60.9375,26.86567164,82.45614035,92.30769231,61.11111111,7.692307692,17.54385965,26.92307692,63.84615385,36.15384615,55.55555556,25.0,56.15384615,50.0,39.28571429,10.71428571,35.71428571,3.571428571,50.0,5.405405405,18.18181818,35.71428571,42.85714286,21.42857143,14.28571429,49.23076923076923,45.80152671755725,54.19847328244275,40.458015267175576,59.54198473282442,11.450381679389311,17.557251908396946,29.230769230769237
Takashima Taito,ORIX,R,9.0,40,92.7,20.0,5.0,15.0,49.69325153,69.51219512,29.26829268,81.48148148,85.96491228,70.83333333,9.202453988,18.51851852,23.92638037,66.25766871,33.74233129,77.5,13.55932203,58.89570552,57.14285714,35.71428571,7.142857143,28.57142857,7.142857143,42.85714286,2.5,10.0,32.14285714,53.57142857,14.28571429,17.85714286,50.30674846625767,60.36585365853659,39.63414634146341,51.829268292682926,48.170731707317074,3.658536585365853,6.097560975609756,27.607361963190183
Howard Spencer,Yomiuri,R,9.0,42,91.5,33.33333333,14.28571429,19.04761905,44.75138122,67.39130435,21.34831461,71.60493827,75.80645161,57.89473684,12.70718232,28.39506173,27.62430939,61.32596685,38.67403315,48.7804878,24.07407407,56.35359116,41.17647059,47.05882353,11.76470588,47.05882353,0.0,58.82352941,0.0,0.0,41.17647059,41.17647059,17.64705882,18.18181818,50.82872928176796,46.96132596685083,53.03867403314917,38.12154696132597,61.87845303867403,7.18232044198895,14.917127071823206,43.0939226519337
Okamoto Shun,Hiroshima,R,8.666666667,32,91.6,18.75,6.25,12.5,51.12781955,66.23376623,30.35714286,85.29411765,88.23529412,76.47058824,7.518796992,14.70588235,27.06766917,70.67669173,29.32330827,65.625,11.76470588,67.66917293,62.5,25.0,12.5,20.83333333,4.166666667,37.5,0.0,0.0,54.16666667,29.16666667,16.66666667,25.0,57.89473684210527,60.90225563909775,39.097744360902254,46.616541353383454,53.38345864661655,7.518796992481203,6.015037593984962,21.804511278195488
Takeda Yu,DeNA,R,8.333333333,38,88.0,13.15789474,5.26315789,7.89473684,42.76315789,61.17647059,19.40298507,92.30769231,96.15384615,76.92307692,3.289473684,7.692307692,24.34210526,64.47368421,35.52631579,71.05263158,11.62790698,56.57894737,48.38709677,45.16129032,6.451612903,38.70967742,6.451612903,51.61290323,0.0,0.0,16.12903226,61.29032258,22.58064516,3.225806452,55.92105263157895,48.68421052631579,51.31578947368421,48.68421052631579,51.31578947368421,13.157894736842104,10.526315789473683,57.23684210526315
Ojima Kazuya,Lotte,L,8.333333333,40,89.6,12.5,10.0,2.5,38.75968992,57.62711864,22.85714286,82.0,88.23529412,68.75,6.976744186,18.0,24.80620155,58.91472868,41.08527132,50.0,25.0,50.3875969,33.33333333,50.0,16.66666667,33.33333333,16.66666667,66.66666667,0.0,0.0,43.33333333,36.66666667,20.0,26.66666667,45.73643410852713,34.10852713178294,65.89147286821705,37.98449612403101,62.01550387596899,6.2015503875969,17.05426356589147,50.3875968992248
Kamichatani Taiga,SoftBank,R,8.0,31,92.3,22.58064516,9.67741935,12.90322581,45.45454545,64.61538462,26.86567164,73.33333333,88.0952381,38.88888889,12.12121212,26.66666667,29.54545455,62.87878788,37.12121212,51.61290323,18.91891892,59.84848485,42.85714286,52.38095238,4.761904762,47.61904762,4.761904762,57.14285714,6.451612903,18.18181818,38.0952381,33.33333333,28.57142857,19.04761905,49.24242424242424,43.93939393939394,56.060606060606055,42.42424242424242,57.57575757575758,3.0303030303030303,14.393939393939394,42.42424242424242
Irie Taisei,DeNA,R,8.0,41,92.7,19.51219512,12.19512195,7.31707317,42.7672956,60.25641026,25.92592593,77.94117647,87.23404255,57.14285714,9.433962264,22.05882353,28.30188679,62.26415094,37.73584906,56.09756098,18.18181818,54.71698113,25.0,53.57142857,21.42857143,32.14285714,21.42857143,75.0,4.87804878,13.33333333,46.42857143,35.71428571,17.85714286,42.85714286,49.0566037735849,66.0377358490566,33.9622641509434,40.88050314465409,59.11949685534591,6.289308176100629,15.09433962264151,47.16981132075472
Reynolds Sean,DeNA,R,8.0,32,94.8,34.375,6.25,28.125,40.4109589,54.16666667,27.02702703,71.18644068,82.05128205,50.0,11.64383562,28.81355932,34.24657534,63.01369863,36.98630137,40.625,24.44444444,59.5890411,63.15789474,36.84210526,0.0,15.78947368,21.05263158,36.84210526,3.125,14.28571429,57.89473684,15.78947368,26.31578947,21.05263158,49.31506849315068,43.83561643835616,56.16438356164384,50.0,50.0,7.534246575342466,16.43835616438356,11.643835616438356
Fujiwara Sota,Rakuten,R,7.666666667,39,93.1,12.82051282,10.25641026,2.56410256,40.0,60.9375,22.07792208,83.92857143,97.43589744,52.94117647,6.428571429,16.07142857,23.57142857,59.28571429,40.71428571,58.97435897,16.66666667,49.28571429,46.42857143,42.85714286,10.71428571,32.14285714,10.71428571,53.57142857,2.564102564,8.333333333,46.42857143,28.57142857,25.0,21.42857143,45.71428571428572,41.13475177304964,58.86524822695035,38.297872340425535,61.70212765957447,13.47517730496454,20.56737588652482,54.285714285714285
Maeda Kenta,Rakuten,R,7.333333333,36,91.5,22.22222222,16.66666667,5.55555556,37.41496599,61.76470588,16.4556962,61.81818182,76.19047619,15.38461538,14.28571429,38.18181818,31.29251701,55.10204082,44.89795918,55.55555556,19.04761905,49.65986395,57.14285714,33.33333333,9.523809524,33.33333333,0.0,42.85714286,0.0,0.0,47.61904762,47.61904762,4.761904762,14.28571429,46.25850340136054,53.06122448979592,46.93877551020408,30.612244897959183,69.38775510204081,5.442176870748299,13.60544217687075,77.55102040816327
Tanaka Chiharu,Rakuten,R,7.0,31,94.1,38.70967742,9.67741935,29.03225806,49.09090909,62.5,38.70967742,55.55555556,86.66666667,16.66666667,21.81818182,44.44444444,37.27272727,66.36363636,33.63636364,54.83870968,40.0,60.0,53.33333333,26.66666667,20.0,20.0,6.666666667,46.66666667,0.0,0.0,26.66666667,53.33333333,20.0,0.0,43.63636363636363,58.18181818181818,41.81818181818181,39.09090909090909,60.909090909090914,3.636363636363636,9.090909090909092,48.18181818181818
Nishigaki Masaya,Rakuten,R,7.0,25,93.2,24.0,8.0,16.0,42.55319149,60.0,26.53061224,75.0,88.88888889,46.15384615,10.63829787,25.0,28.72340426,61.70212766,38.29787234,52.0,27.27272727,58.5106383,64.70588235,29.41176471,5.882352941,29.41176471,0.0,35.29411765,4.0,20.0,52.94117647,23.52941176,23.52941176,17.64705882,47.87234042553192,54.25531914893617,45.74468085106383,30.851063829787236,69.14893617021278,6.382978723404255,15.95744680851064,44.680851063829785
Fujihira Shoma,Rakuten,R,7.0,27,94.0,25.92592593,7.40740741,18.51851852,48.27586207,70.0,25.0,76.78571429,90.47619048,35.71428571,11.20689655,23.21428571,25.86206897,63.79310345,36.20689655,66.66666667,17.5,60.34482759,38.88888889,61.11111111,0.0,44.44444444,16.66666667,61.11111111,0.0,0.0,55.55555556,22.22222222,22.22222222,27.77777778,51.72413793103448,56.896551724137936,43.103448275862064,50.0,50.0,6.896551724137931,12.93103448275862,37.93103448275862
Mori Shohei,Hiroshima,L,7.0,25,89.0,12.0,0.0,12.0,53.75,71.79487179,36.58536585,76.74418605,96.42857143,40.0,12.5,23.25581395,26.25,67.5,32.5,72.0,17.64705882,60.0,72.72727273,18.18181818,9.090909091,13.63636364,4.545454545,27.27272727,0.0,0.0,31.81818182,50.0,18.18181818,13.63636364,48.75,31.25,68.75,35.0,65.0,3.75,7.5,52.5
Kimura Hikaru,SoftBank,R,7.0,27,92.6,18.51851852,11.11111111,7.40740741,47.82608696,65.0,34.61538462,70.45454545,84.61538462,50.0,14.13043478,29.54545455,29.34782609,65.2173913,34.7826087,70.37037037,19.23076923,61.95652174,44.44444444,44.44444444,11.11111111,38.88888889,5.555555556,55.55555556,0.0,0.0,50.0,33.33333333,16.66666667,22.22222222,43.47826086956522,57.60869565217392,42.391304347826086,43.47826086956522,56.52173913043478,5.434782608695652,8.695652173913043,44.56521739130434
Sawada Keisuke,Lotte,R,7.0,26,92.2,23.07692308,0.0,23.07692308,49.51456311,64.70588235,34.61538462,66.66666667,72.72727273,55.55555556,16.50485437,33.33333333,33.98058252,66.99029126,33.00970874,73.07692308,17.64705882,62.13592233,35.0,50.0,15.0,25.0,25.0,65.0,0.0,0.0,50.0,25.0,25.0,35.0,49.51456310679612,44.66019417475729,55.33980582524271,37.86407766990291,62.13592233009708,5.825242718446602,11.650485436893204,33.980582524271846
Moreta Dauri,Hanshin,R,7.0,25,91.5,32.0,4.0,28.0,43.26923077,58.0,29.62962963,71.11111111,82.75862069,50.0,12.5,28.88888889,32.69230769,63.46153846,36.53846154,48.0,29.62962963,60.57692308,43.75,50.0,6.25,25.0,25.0,56.25,4.0,12.5,43.75,37.5,18.75,18.75,48.07692307692308,47.11538461538461,52.88461538461539,43.26923076923077,56.730769230769226,3.8461538461538463,14.423076923076922,53.84615384615385
Hayakawa Takahisa,Rakuten,L,7.0,25,89.8,20.0,8.0,12.0,47.12643678,65.45454545,15.625,73.17073171,80.55555556,20.0,12.64367816,26.82926829,34.48275862,68.96551724,31.03448276,68.0,20.0,65.51724138,66.66666667,27.77777778,5.555555556,27.77777778,0.0,33.33333333,0.0,0.0,38.88888889,55.55555556,5.555555556,5.555555556,63.2183908045977,43.67816091954023,56.32183908045977,40.22988505747127,59.77011494252874,13.79310344827586,8.045977011494253,43.67816091954023
Yuasa Atsuki,Hanshin,R,6.666666667,26,92.3,34.61538462,7.69230769,26.92307692,43.08943089,62.26415094,28.57142857,62.26415094,75.75757576,40.0,16.2601626,37.73584906,32.5203252,60.16260163,39.83739837,53.84615385,23.07692308,55.28455285,66.66666667,26.66666667,6.666666667,26.66666667,0.0,33.33333333,3.846153846,25.0,40.0,53.33333333,6.666666667,6.666666667,43.08943089430895,56.09756097560976,43.90243902439025,42.27642276422765,57.72357723577236,6.504065040650407,15.447154471544716,25.203252032520325
Mejia Humberto,Chunichi,R,6.666666667,24,92.3,16.66666667,4.16666667,12.5,48.31460674,69.3877551,22.5,74.41860465,85.29411765,33.33333333,12.35955056,25.58139535,28.08988764,64.04494382,35.95505618,58.33333333,18.18181818,59.5505618,68.42105263,15.78947368,15.78947368,15.78947368,0.0,31.57894737,0.0,0.0,36.84210526,47.36842105,15.78947368,10.52631579,55.0561797752809,34.831460674157306,65.1685393258427,35.95505617977528,64.04494382022472,4.49438202247191,13.48314606741573,38.20224719101123
Yamazaki Soichiro,ORIX,R,6.333333333,27,94.2,25.92592593,7.40740741,18.51851852,55.33980583,75.6097561,41.93548387,66.66666667,70.96774194,61.53846154,18.44660194,33.33333333,27.18446602,65.04854369,34.95145631,57.69230769,19.35483871,60.19417476,23.07692308,76.92307692,0.0,46.15384615,30.76923077,76.92307692,3.703703704,10.0,38.46153846,38.46153846,23.07692308,16.66666667,39.80582524271845,50.48543689320388,49.51456310679612,61.16504854368932,38.83495145631068,8.737864077669903,7.766990291262135,35.92233009708738
Long Sam,Lotte,L,6.333333333,25,91.0,20.0,0.0,20.0,56.12244898,67.9245283,42.22222222,74.54545455,91.66666667,42.10526316,14.28571429,25.45454545,30.6122449,73.46938776,26.53061224,72.0,14.28571429,67.34693878,55.0,45.0,0.0,40.0,5.0,45.0,4.0,11.11111111,40.0,20.0,40.0,10.0,54.08163265306123,51.02040816326531,48.97959183673469,42.85714285714285,57.14285714285714,2.0408163265306123,11.224489795918368,23.46938775510204
Uchi Seiryu,Rakuten,R,6.333333333,32,91.9,15.625,9.375,6.25,47.74774775,74.54545455,21.42857143,81.13207547,82.92682927,75.0,9.009009009,18.86792453,21.62162162,60.36036036,39.63963964,59.375,22.72727273,51.35135135,45.83333333,45.83333333,8.333333333,20.83333333,25.0,54.16666667,6.25,18.18181818,41.66666667,37.5,20.83333333,25.0,49.549549549549546,45.04504504504504,54.95495495495496,54.054054054054056,45.94594594594595,5.405405405405405,14.414414414414416,48.64864864864865
Sakamoto Yuya,DeNA,L,6.333333333,31,90.2,12.90322581,0.0,12.90322581,52.42718447,69.64285714,31.91489362,74.07407407,84.61538462,46.66666667,13.59223301,25.92592593,27.18446602,68.93203883,31.06796117,70.0,13.63636364,58.25242718,50.0,45.45454545,4.545454545,31.81818182,13.63636364,50.0,0.0,0.0,22.72727273,36.36363636,40.90909091,14.81481481,54.36893203883495,47.57281553398058,52.42718446601942,33.00970873786408,66.99029126213593,4.854368932038835,10.679611650485436,37.86407766990291
Matsumoto Yuki,SoftBank,R,6.333333333,30,93.1,20.0,10.0,10.0,52.83018868,73.07692308,33.33333333,75.0,89.47368421,44.44444444,13.20754717,25.0,25.47169811,66.03773585,33.96226415,73.33333333,19.35483871,58.49056604,47.61904762,42.85714286,9.523809524,28.57142857,14.28571429,52.38095238,0.0,0.0,33.33333333,38.0952381,28.57142857,19.04761905,49.0566037735849,50.0,50.0,38.67924528301887,61.32075471698113,2.8301886792452837,10.37735849056604,48.11320754716981
Akahoshi Yuji,Yomiuri,R,6.333333333,26,91.4,7.69230769,3.84615385,3.84615385,50.40650407,73.33333333,28.57142857,85.48387097,93.18181818,66.66666667,7.317073171,14.51612903,19.51219512,63.41463415,36.58536585,61.53846154,4.444444444,57.72357724,43.47826087,52.17391304,4.347826087,30.43478261,21.73913043,56.52173913,3.846153846,8.333333333,17.39130435,52.17391304,30.43478261,8.695652174,48.78048780487805,60.97560975609756,39.02439024390244,37.39837398373984,62.60162601626016,4.878048780487805,8.94308943089431,33.33333333333333
Quijada Jose,Yakult,L,6.0,23,93.6,34.7826087,8.69565217,26.08695652,48.48484848,60.0,36.73469388,72.91666667,83.33333333,55.55555556,13.13131313,27.08333333,32.32323232,69.6969697,30.3030303,52.17391304,22.22222222,66.66666667,33.33333333,58.33333333,8.333333333,33.33333333,25.0,66.66666667,0.0,0.0,33.33333333,33.33333333,33.33333333,25.0,50.505050505050505,41.41414141414141,58.58585858585859,66.66666666666666,33.33333333333333,3.0303030303030303,9.090909090909092,7.07070707070707
Dolis Rafael,Hanshin,R,6.0,24,93.8,25.0,8.33333333,16.66666667,54.25531915,71.73913043,37.5,66.66666667,75.75757576,50.0,18.08510638,33.33333333,31.91489362,68.08510638,31.91489362,75.0,18.18181818,63.82978723,43.75,50.0,6.25,18.75,31.25,56.25,0.0,0.0,18.75,50.0,31.25,6.25,48.93617021276596,46.80851063829788,53.191489361702125,29.78723404255319,70.2127659574468,7.446808510638298,6.382978723404255,63.82978723404256
Iwaki Hakua,Seibu,L,6.0,28,92.4,14.28571429,10.71428571,3.57142857,48.97959184,69.56521739,30.76923077,79.16666667,84.375,68.75,10.20408163,20.83333333,24.48979592,63.26530612,36.73469388,60.71428571,13.79310345,56.12244898,42.85714286,47.61904762,9.523809524,38.0952381,9.523809524,57.14285714,0.0,0.0,47.61904762,23.80952381,28.57142857,19.04761905,46.93877551020408,37.755102040816325,62.24489795918368,46.93877551020408,53.06122448979592,4.081632653061225,9.183673469387756,27.55102040816326
Sugiyama Kazuki,SoftBank,R,6.0,31,94.9,25.80645161,9.67741935,16.12903226,47.86324786,61.66666667,33.33333333,66.07142857,78.37837838,42.10526316,16.23931624,33.92857143,35.8974359,67.52136752,32.47863248,51.61290323,23.52941176,58.97435897,45.0,45.0,10.0,35.0,10.0,55.0,0.0,0.0,40.0,30.0,30.0,10.0,51.28205128205128,47.86324786324786,52.13675213675214,33.33333333333333,66.66666666666666,4.273504273504273,8.547008547008547,52.991452991453
Suzuki Sora,Rakuten,L,6.0,22,92.3,27.27272727,9.09090909,18.18181818,47.2972973,66.66666667,25.71428571,68.57142857,76.92307692,44.44444444,14.86486486,31.42857143,31.08108108,64.86486486,35.13513514,63.63636364,35.29411765,62.16216216,50.0,50.0,0.0,21.42857143,28.57142857,50.0,0.0,0.0,42.85714286,14.28571429,42.85714286,14.28571429,52.702702702702695,43.24324324324324,56.75675675675676,62.16216216216216,37.83783783783784,5.405405405405405,13.513513513513514,44.5945945945946
Kawamura Tokito,Lotte,R,6.0,22,85.5,22.72727273,0.0,22.72727273,55.43478261,80.85106383,28.88888889,76.47058824,89.47368421,38.46153846,13.04347826,23.52941176,22.82608696,65.2173913,34.7826087,45.45454545,18.51851852,60.86956522,52.94117647,35.29411765,11.76470588,35.29411765,0.0,47.05882353,0.0,0.0,41.17647059,29.41176471,29.41176471,11.76470588,51.08695652173913,51.08695652173913,48.91304347826087,35.869565217391305,64.13043478260869,4.3478260869565215,14.130434782608695,48.91304347826087
Makino Kenshin,Chunichi,L,6.0,24,89.5,4.16666667,12.5,-8.33333333,34.28571429,51.78571429,14.28571429,91.66666667,96.55172414,71.42857143,2.857142857,8.333333333,27.61904762,60.0,40.0,50.0,3.03030303,56.19047619,65.0,25.0,10.0,15.0,10.0,35.0,4.166666667,20.0,45.0,45.0,10.0,5.0,53.333333333333336,33.33333333333333,66.66666666666666,38.095238095238095,61.90476190476191,1.9047619047619049,16.19047619047619,65.71428571428571
Mukunoki Ren,ORIX,R,6.0,20,93.8,40.0,0.0,40.0,52.56410256,63.41463415,40.54054054,56.09756098,69.23076923,33.33333333,23.07692308,43.90243902,42.30769231,71.79487179,28.20512821,80.0,30.76923077,69.23076923,25.0,75.0,0.0,58.33333333,16.66666667,75.0,0.0,0.0,25.0,58.33333333,16.66666667,8.333333333,52.56410256410257,50.0,50.0,53.84615384615385,46.15384615384615,2.564102564102564,10.256410256410255,32.05128205128205
Hoshi Tomoya,Yakult,R,6.0,27,93.1,18.51851852,7.40740741,11.11111111,42.99065421,62.5,21.56862745,78.26086957,88.57142857,45.45454545,9.345794393,21.73913043,28.97196262,63.55140187,36.44859813,66.66666667,16.66666667,57.00934579,30.0,60.0,10.0,35.0,25.0,70.0,0.0,0.0,40.0,50.0,10.0,25.0,52.33644859813084,57.00934579439252,42.99065420560748,38.31775700934579,61.6822429906542,5.607476635514018,13.084112149532707,38.31775700934579
Matsumoto Kengo,Yakult,R,5.666666667,28,90.7,32.14285714,17.85714286,14.28571429,42.96875,59.01639344,27.94117647,78.18181818,88.88888889,57.89473684,9.375,21.81818182,27.34375,62.5,37.5,53.57142857,19.14893617,57.8125,50.0,50.0,0.0,42.85714286,7.142857143,50.0,0.0,0.0,28.57142857,42.85714286,28.57142857,0.0,47.65625,42.63565891472868,57.36434108527132,34.10852713178294,65.89147286821705,1.550387596899225,16.27906976744186,30.46875
Tanaka Eito,Yomiuri,R,5.666666667,20,92.6,20.0,5.0,15.0,37.87878788,61.76470588,12.5,88.0,95.23809524,50.0,4.545454545,12.0,24.24242424,59.09090909,40.90909091,30.0,28.57142857,53.03030303,71.42857143,28.57142857,0.0,14.28571429,14.28571429,28.57142857,0.0,0.0,50.0,42.85714286,7.142857143,7.142857143,51.51515151515152,48.48484848484848,51.51515151515152,40.909090909090914,59.09090909090909,9.090909090909092,12.12121212121212,22.727272727272727
Iwazaki Suguru,Hanshin,L,5.666666667,25,87.2,12.0,0.0,12.0,43.82022472,56.52173913,30.23255814,82.05128205,88.46153846,69.23076923,7.865168539,17.94871795,29.21348315,66.29213483,33.70786517,68.0,16.66666667,57.30337079,36.36363636,40.90909091,22.72727273,27.27272727,13.63636364,63.63636364,0.0,0.0,63.63636364,31.81818182,4.545454545,40.90909091,51.68539325842697,44.9438202247191,55.0561797752809,41.57303370786517,58.42696629213483,8.98876404494382,11.235955056179774,56.17977528089888
Kitaura Ryuji,Yomiuri,L,5.666666667,26,91.0,15.38461538,3.84615385,11.53846154,53.77358491,76.19047619,20.93023256,89.47368421,89.58333333,88.88888889,5.660377358,10.52631579,19.81132075,67.9245283,32.0754717,69.23076923,10.52631579,59.43396226,61.9047619,19.04761905,19.04761905,14.28571429,4.761904762,38.0952381,3.846153846,25.0,33.33333333,38.0952381,28.57142857,9.523809524,59.43396226415094,36.79245283018868,63.20754716981132,52.83018867924528,47.16981132075472,11.320754716981131,7.547169811320755,13.20754716981132
Tawa Ren,Yomiuri,R,5.666666667,22,90.6,18.18181818,9.09090909,9.09090909,38.04347826,52.27272727,25.0,74.28571429,82.60869565,58.33333333,9.782608696,25.71428571,31.52173913,60.86956522,39.13043478,59.09090909,13.33333333,56.52173913,62.5,18.75,18.75,6.25,12.5,37.5,0.0,0.0,31.25,43.75,25.0,12.5,47.82608695652174,53.2608695652174,46.73913043478261,43.47826086956522,56.52173913043478,2.1739130434782608,15.217391304347828,36.95652173913043
Hayakawa Daiki,Hanshin,R,5.666666667,27,91.2,25.92592593,11.11111111,14.81481481,44.82758621,64.40677966,24.56140351,71.15384615,84.21052632,35.71428571,12.93103448,28.84615385,29.31034483,62.93103448,37.06896552,59.25925926,17.94871795,56.89655172,47.05882353,52.94117647,0.0,41.17647059,11.76470588,52.94117647,3.703703704,11.11111111,41.17647059,47.05882353,11.76470588,11.76470588,50.86206896551724,56.896551724137936,43.103448275862064,25.86206896551724,74.13793103448276,6.896551724137931,13.79310344827586,31.03448275862069
Hernandez Darwinzon,SoftBank,L,5.666666667,30,95.6,30.0,20.0,10.0,48.8,69.49152542,30.3030303,67.21311475,73.17073171,55.0,16.0,32.78688525,30.4,64.0,36.0,56.66666667,20.45454545,58.4,14.28571429,78.57142857,7.142857143,50.0,28.57142857,85.71428571,6.666666667,18.18181818,35.71428571,21.42857143,42.85714286,21.42857143,47.2,48.8,51.2,56.00000000000001,44.0,6.4,10.4,24.8
Sung Chia-Hao,Rakuten,R,5.666666667,22,90.6,18.18181818,9.09090909,9.09090909,52.05479452,78.37837838,25.0,76.31578947,79.31034483,66.66666667,12.32876712,23.68421053,20.54794521,63.01369863,36.98630137,59.09090909,23.52941176,56.16438356,68.75,25.0,6.25,18.75,6.25,31.25,4.545454545,25.0,31.25,50.0,18.75,18.75,50.68493150684932,61.64383561643836,38.35616438356164,27.3972602739726,72.6027397260274,4.10958904109589,13.6986301369863,50.68493150684932
Moriura Daisuke,Hiroshima,L,5.666666667,30,91.8,20.0,3.33333333,16.66666667,52.03252033,68.18181818,33.33333333,70.3125,73.33333333,63.15789474,15.44715447,29.6875,32.5203252,69.91869919,30.08130081,66.66666667,13.63636364,60.16260163,47.61904762,42.85714286,9.523809524,23.80952381,19.04761905,52.38095238,3.333333333,11.11111111,42.85714286,14.28571429,42.85714286,18.18181818,53.65853658536586,45.52845528455284,54.47154471544715,39.02439024390244,60.97560975609756,4.878048780487805,11.38211382113821,47.15447154471545
Ibaragi Hidetoshi,Hanshin,R,5.333333333,25,89.7,20.0,8.0,12.0,45.83333333,65.95744681,26.53061224,75.0,87.09677419,46.15384615,11.45833333,25.0,28.125,62.5,37.5,50.0,25.0,57.29166667,50.0,35.71428571,14.28571429,28.57142857,7.142857143,50.0,0.0,0.0,42.85714286,42.85714286,14.28571429,16.66666667,48.95833333333333,29.166666666666668,70.83333333333334,43.75,56.25,0.0,19.791666666666664,42.70833333333333
Perdomo Luis,ORIX,R,5.333333333,25,92.7,20.0,4.0,16.0,52.22222222,67.34693878,34.14634146,80.85106383,90.90909091,57.14285714,10.0,19.14893617,26.66666667,70.0,30.0,72.0,20.0,61.11111111,56.25,37.5,6.25,25.0,12.5,43.75,4.0,16.66666667,25.0,56.25,18.75,10.52631579,54.44444444444444,48.888888888888886,51.11111111111111,23.33333333333333,76.66666666666667,14.444444444444445,11.11111111111111,37.77777777777778
Ota Taisei,Yomiuri,R,5.333333333,18,94.9,27.77777778,0.0,27.77777778,55.88235294,65.0,42.85714286,73.68421053,73.07692308,75.0,14.70588235,26.31578947,35.29411765,76.47058824,23.52941176,83.33333333,17.24137931,73.52941176,53.84615385,38.46153846,7.692307692,38.46153846,0.0,46.15384615,0.0,0.0,38.46153846,23.07692308,38.46153846,15.38461538,58.82352941176471,52.94117647058824,47.05882352941176,58.82352941176471,41.17647058823529,2.941176470588235,1.4705882352941175,16.176470588235293
