Player,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SH,SF,SO,BB,IBB,HP,GDP,AVG,OBP,SLG,OPS,OPS+,ISO,BABIP,TTO%,K%,BB%,BB/K,Team,League
Katsuki Kazuya,106,351,312,36,82,15,0,8,121,46,0,1,4,1,32,25,0,9,8,0.263,0.334,0.388,0.722,111,0.125,0.271,18.5%,9.1%,7.1%,0.78,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Kikuta Hirokazu,103,356,327,35,84,17,2,7,126,32,0,0,1,0,45,26,0,2,16,0.257,0.315,0.385,0.700,104,0.128,0.280,21.9%,12.6%,7.3%,0.58,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Kitamura Keigo,96,365,320,39,75,14,1,10,121,46,1,0,11,3,59,28,0,3,2,0.234,0.299,0.378,0.677,97,0.144,0.256,26.6%,16.2%,7.7%,0.47,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Matsumoto Yu,97,356,313,38,84,17,3,6,125,40,2,0,2,4,72,32,1,5,2,0.268,0.342,0.399,0.741,117,0.131,0.326,30.9%,20.2%,9.0%,0.44,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Sawai Ren,90,368,321,55,84,20,1,18,160,56,2,1,0,4,76,37,1,6,5,0.262,0.345,0.498,0.843,145,0.236,0.286,35.6%,20.7%,10.1%,0.49,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Higuchi Seishu,104,368,315,39,64,3,9,0,85,13,8,6,19,2,67,31,0,1,3,0.203,0.275,0.270,0.545,59,0.067,0.256,26.6%,18.2%,8.4%,0.46,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Ukai Kosuke,73,303,279,36,80,21,2,7,126,38,3,1,0,3,68,15,0,6,4,0.287,0.333,0.452,0.785,126,0.165,0.353,29.7%,22.4%,5.0%,0.22,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Katsumata Rui,109,365,347,20,69,16,1,0,87,29,6,2,6,1,100,4,0,7,14,0.199,0.223,0.251,0.474,38,0.052,0.278,28.5%,27.4%,1.1%,0.04,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Matsukawa Kou,99,367,326,22,76,9,0,1,88,28,1,1,5,4,74,31,0,1,12,0.233,0.298,0.270,0.568,65,0.037,0.294,28.9%,20.2%,8.4%,0.42,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Kurokawa Fumiya,92,385,339,49,104,15,1,5,136,55,1,1,4,4,40,36,0,2,7,0.307,0.373,0.401,0.774,129,0.094,0.332,21.0%,10.4%,9.4%,0.90,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Wada Ren,105,349,301,47,87,20,0,16,155,71,3,2,0,9,67,35,0,4,10,0.289,0.361,0.515,0.876,157,0.226,0.313,33.8%,19.2%,10.0%,0.52,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Takagi Wataru,87,364,322,34,80,18,2,6,120,44,1,0,0,6,55,36,0,0,6,0.248,0.319,0.373,0.692,97,0.125,0.277,26.6%,15.1%,9.9%,0.65,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Yohkawa Naomasa,89,349,292,50,77,21,2,9,129,53,0,1,0,4,77,43,0,10,6,0.264,0.372,0.442,0.814,131,0.178,0.324,37.0%,22.1%,12.3%,0.56,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Arizono Naoki,96,364,332,24,70,22,3,6,116,35,0,0,0,3,125,26,0,3,4,0.211,0.272,0.349,0.621,80,0.138,0.314,43.1%,34.3%,7.1%,0.21,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Kohri Takuya,101,373,337,33,79,12,4,9,126,35,8,10,3,0,39,22,0,11,14,0.234,0.303,0.374,0.677,97,0.140,0.242,18.8%,10.5%,5.9%,0.56,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
