#,Player,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SH,SF,SO,BB,IBB,HP,GDP,AVG,OBP,SLG,OPS,OPS+,ISO,BABIP,K%,BB%,BB/K,wSB,TTO%,Age,Pos,B,,Team,League
,Nishimura Ruito,91,295,278,25,51,9,2,4,76,22,2,3,1,3,95,13,0,0,6,0.183,0.218,0.273,0.491,43,0.090,0.258,32.2%,4.4%,0.14,-0.6,38.0%,18,5,L,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Nishiura Naomichi,32,119,108,16,33,8,1,4,55,20,0,0,1,1,24,8,0,1,4,0.306,0.356,0.509,0.865,151,0.203,0.358,20.2%,6.7%,0.33,0.0,30.3%,32,6,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Numata Shohei,19,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-100,0.000,0.000,25.0%,0.0%,0.00,0.0,25.0%,23,1,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Ohta Kengo,51,197,164,34,53,9,2,6,84,27,2,0,0,4,18,28,1,1,4,0.323,0.416,0.512,0.928,171,0.189,0.326,9.1%,14.2%,1.56,0.4,26.4%,26,8,L,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Okumura Nobuyuki,81,275,234,34,44,5,1,2,57,13,2,2,2,2,51,35,0,2,7,0.188,0.297,0.244,0.541,60,0.056,0.230,18.5%,12.7%,0.69,-0.3,32.0%,28,UTL,L,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Onaka Yuya,26,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-100,0.000,0.000,33.3%,0.0%,0.00,0.0,33.3%,28,1,L,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Peters Dillon,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-100,0.000,,0.0%,0.0%,,0.0,0.0%,30,1,L,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Santana Domingo,3,8,7,1,2,0,0,0,2,0,0,0,0,0,1,1,0,0,2,0.286,0.375,0.286,0.661,96,0.000,0.333,12.5%,12.5%,1.00,0.0,25.0%,30,DH,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Sawai Ren,90,368,321,55,84,20,1,18,160,56,2,1,0,4,76,37,1,6,5,0.262,0.345,0.498,0.843,145,0.236,0.286,20.7%,10.1%,0.49,0.1,35.6%,23,9,L,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Shiomi Yasutaka,27,79,74,10,16,2,0,1,21,2,1,2,0,0,17,3,0,2,3,0.216,0.266,0.284,0.550,61,0.068,0.268,21.5%,3.8%,0.18,-0.5,26.6%,30,8,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Suzuki Yuta,26,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-100,0.000,,100.0%,0.0%,0.00,0.0,100.0%,22,1,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Takanashi Hirotoshi,11,5,3,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0.000,0.000,0.000,0.000,-100,0.000,0.000,40.0%,0.0%,0.00,0.0,40.0%,32,1,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Takeoka Ryusei,20,82,74,4,16,3,0,1,22,5,1,3,3,0,16,4,0,1,1,0.216,0.266,0.297,0.563,65,0.081,0.263,19.5%,4.9%,0.25,-0.8,25.6%,22,6,L,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Uchiyama Souma,6,18,17,2,3,1,0,1,7,1,0,1,0,0,1,1,0,0,0,0.176,0.222,0.412,0.634,83,0.236,0.133,5.6%,5.6%,1.00,-0.3,16.7%,21,2,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Yamada Tetsuto,3,8,7,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0.143,0.250,0.143,0.393,17,0.000,0.143,0.0%,12.5%,1.00,0.0,12.5%,30,DH,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Yamamoto Daiki,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-100,0.000,,100.0%,0.0%,0.00,0.0,100.0%,27,1,L,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Yamano Taichi,13,3,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.000,0.333,0.000,0.333,4,0.000,0.000,33.3%,33.3%,1.00,0.0,66.7%,24,1,L,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Yamasaki Kotaro,31,108,94,14,20,4,1,0,26,4,9,2,0,0,22,13,0,1,4,0.213,0.315,0.277,0.592,75,0.064,0.278,20.4%,12.0%,0.59,0.9,32.4%,29,8,L,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Yoshida Daiki,11,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-100,0.000,,100.0%,0.0%,0.00,0.0,100.0%,25,1,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Yoshimura Kojiro,6,3,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0.000,0.000,0.000,0.000,-100,0.000,,66.7%,0.0%,0.00,0.0,66.7%,25,1,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Almonte Zoilo,33,95,90,3,21,4,0,0,25,11,0,1,0,2,13,3,0,0,3,0.233,0.253,0.278,0.531,55,0.045,0.266,13.7%,3.2%,0.23,-0.3,16.8%,34,DH,S,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Aquino Aristides,68,219,202,16,37,10,0,7,68,25,0,0,0,1,66,12,0,4,3,0.183,0.242,0.337,0.579,67,0.154,0.231,30.1%,5.5%,0.18,0.0,38.8%,29,9,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Bright Kenta,57,241,207,31,64,12,2,7,101,25,6,4,0,2,53,31,0,1,1,0.309,0.398,0.488,0.886,156,0.179,0.383,22.0%,12.9%,0.58,-0.2,37.8%,24,8,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Calixte Orlando,31,102,98,6,26,7,2,2,43,13,1,0,0,1,17,3,0,0,4,0.265,0.284,0.439,0.723,108,0.174,0.300,16.7%,2.9%,0.18,0.2,21.6%,31,6,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Donoue Naomichi,72,215,189,17,38,10,1,2,56,18,0,0,2,2,38,22,0,0,7,0.201,0.282,0.296,0.578,68,0.095,0.238,17.7%,10.2%,0.58,0.0,28.8%,34,3,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Fukuda Nobumasa,26,76,75,4,25,4,0,2,35,9,0,0,0,1,9,0,0,0,3,0.333,0.329,0.467,0.796,129,0.134,0.354,11.8%,0.0%,0.00,0.0,14.5%,34,DH,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Fukumoto Yuma,58,204,193,21,62,8,2,2,80,15,0,0,0,2,21,5,0,4,3,0.321,0.348,0.415,0.763,121,0.094,0.349,10.3%,2.5%,0.24,0.1,13.7%,23,7,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Fukunaga Hiroki,15,62,52,9,17,5,1,1,27,6,0,1,0,0,7,10,0,0,0,0.327,0.435,0.519,0.954,176,0.192,0.364,11.3%,16.1%,1.43,-0.3,29.0%,26,6,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Garcia Guillermo,35,113,98,12,23,5,0,2,34,10,0,0,0,0,27,15,0,0,1,0.235,0.336,0.347,0.683,99,0.112,0.304,23.9%,13.3%,0.56,0.0,38.9%,22,3,L,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Gotoh Shunta,22,78,69,12,17,1,1,0,20,8,1,0,1,0,16,8,0,0,1,0.246,0.325,0.290,0.615,80,0.044,0.321,20.5%,10.3%,0.50,0.2,30.8%,30,9,L,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Gunji Yuya,33,107,88,14,23,2,0,2,31,10,0,0,1,0,13,14,0,4,2,0.261,0.387,0.352,0.739,116,0.091,0.288,12.1%,13.1%,1.08,0.0,27.1%,25,2,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Hama Shonosuke,88,298,273,27,56,11,0,1,70,13,6,1,4,1,70,18,0,2,3,0.205,0.259,0.256,0.515,51,0.051,0.271,23.5%,6.0%,0.26,0.7,29.9%,23,UTL,L,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Higuchi Seishu,104,368,315,39,64,3,9,0,85,13,8,6,19,2,67,31,0,1,3,0.203,0.275,0.270,0.545,59,0.067,0.256,18.2%,8.4%,0.46,-0.5,26.6%,24,4,L,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Hoshino Mao,47,95,83,8,17,1,1,1,23,6,2,0,2,0,29,8,0,2,2,0.205,0.290,0.277,0.567,66,0.072,0.302,30.5%,8.4%,0.28,0.4,40.0%,19,5,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Hosokawa Seiya,2,9,9,1,3,1,0,1,7,1,0,0,0,0,2,0,0,0,0,0.333,0.333,0.778,1.111,215,0.445,0.333,22.2%,0.0%,0.00,0.0,33.3%,24,3,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Ishibashi Kota,22,51,48,2,9,1,0,0,10,1,0,0,0,0,7,3,0,0,3,0.188,0.235,0.208,0.443,30,0.020,0.220,13.7%,5.9%,0.43,0.0,19.6%,22,2,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Ishigaki Masami,66,228,211,21,60,14,1,4,88,26,1,2,1,1,44,13,0,2,3,0.284,0.330,0.417,0.747,116,0.133,0.341,19.3%,5.7%,0.30,-0.4,26.8%,24,UTL,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Ishikawa Takaya,5,13,11,4,6,1,0,2,13,4,0,0,0,0,0,2,0,0,0,0.545,0.615,1.182,1.797,412,0.637,0.444,0.0%,15.4%,1.00,0.0,30.8%,22,5,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Itoh Kosuke,52,190,161,14,35,4,2,0,43,13,2,0,3,2,26,22,0,2,5,0.217,0.316,0.267,0.583,71,0.050,0.255,13.7%,11.6%,0.85,0.4,25.3%,23,8,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Katoh Shohei,25,73,68,6,15,1,1,0,18,4,0,0,1,0,14,4,0,0,0,0.221,0.264,0.265,0.529,55,0.044,0.278,19.2%,5.5%,0.29,0.0,24.7%,32,9,S,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Katoh Takuma,30,50,43,2,6,2,0,0,8,1,0,1,2,1,13,4,0,0,1,0.140,0.208,0.186,0.394,16,0.046,0.194,26.0%,8.0%,0.31,-0.3,34.0%,31,2,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Kawagoe Seiji,1,4,3,0,1,0,1,0,3,3,0,0,0,0,1,1,0,0,0,0.333,0.500,1.000,1.500,327,0.667,0.500,25.0%,25.0%,1.00,0.0,50.0%,30,DH,L,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Kinoshita Takuya,7,25,22,4,8,0,0,1,11,4,0,0,0,0,5,3,0,0,0,0.364,0.440,0.500,0.940,172,0.136,0.438,20.0%,12.0%,0.60,0.0,36.0%,31,2,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Miya Taisei,54,135,128,5,29,5,1,0,36,11,1,0,2,2,36,3,0,0,3,0.227,0.241,0.281,0.522,52,0.054,0.309,26.7%,2.2%,0.08,0.2,28.9%,20,2,L,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Miyoshi Hironori,63,165,152,19,39,6,1,0,47,16,9,2,0,0,30,7,1,6,2,0.257,0.315,0.309,0.624,82,0.052,0.320,18.2%,4.2%,0.23,0.9,22.4%,25,8,L,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Mizowaki Hayato,15,53,51,2,9,2,0,0,11,3,0,0,1,0,8,1,0,0,1,0.176,0.192,0.216,0.408,19,0.040,0.209,15.1%,1.9%,0.12,0.0,17.0%,29,UTL,L,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Muramatsu Kaito,18,74,70,7,16,2,2,0,22,3,1,0,1,0,12,3,0,0,0,0.229,0.260,0.314,0.574,67,0.085,0.276,16.2%,4.1%,0.25,0.2,20.3%,22,4,L,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Ohno Shota,33,52,44,2,10,0,0,0,10,3,0,0,2,0,7,5,0,1,1,0.227,0.320,0.227,0.547,61,0.000,0.270,13.5%,9.6%,0.71,0.0,23.1%,36,2,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Revilla Pedro,48,136,128,5,24,6,0,3,39,14,0,1,0,0,48,7,0,1,7,0.188,0.235,0.305,0.540,57,0.117,0.273,35.3%,5.1%,0.15,-0.3,42.6%,24,3,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Takahashi Shuhei,5,19,16,3,3,0,0,2,9,2,0,0,0,0,7,3,0,0,0,0.188,0.316,0.563,0.879,152,0.375,0.143,36.8%,15.8%,0.43,0.0,63.2%,29,5,L,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Takamatsu Wataru,16,29,26,8,8,1,1,0,11,1,2,0,1,0,1,1,0,1,0,0.308,0.357,0.423,0.780,126,0.115,0.320,3.4%,3.4%,1.00,0.3,6.9%,23,4,L,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Tanaka Mikiya,8,15,15,1,2,0,0,0,2,0,1,0,0,0,3,0,0,0,0,0.133,0.133,0.133,0.266,-22,0.000,0.167,20.0%,0.0%,0.00,0.2,20.0%,22,DH,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Tsuchida Ryuku,13,48,44,2,7,0,0,0,7,1,2,0,1,0,9,2,0,1,1,0.159,0.213,0.159,0.372,10,0.000,0.200,18.8%,4.2%,0.22,0.3,22.9%,20,6,L,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Ukai Kosuke,73,303,279,36,80,21,2,7,126,38,3,1,0,3,68,15,0,6,4,0.287,0.333,0.452,0.785,127,0.165,0.353,22.4%,5.0%,0.22,0.2,29.7%,24,9,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Viciedo Dayan,15,56,50,6,18,7,0,0,25,7,0,0,0,1,6,4,0,1,1,0.360,0.411,0.500,0.911,164,0.140,0.400,10.7%,7.1%,0.67,0.0,17.9%,34,3,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Yamaasa Ryunosuke,67,170,148,9,25,2,0,0,27,5,0,0,11,0,26,9,0,2,3,0.169,0.226,0.182,0.408,20,0.013,0.205,15.3%,5.3%,0.35,0.0,20.6%,19,2,L,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Adachi Ryoichi,20,57,49,7,9,3,0,1,15,5,1,0,0,0,7,8,0,0,2,0.184,0.298,0.306,0.604,82,0.122,0.195,12.3%,14.0%,1.14,0.2,28.1%,35,4,R,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Cedeno Leandro,40,134,123,21,41,12,0,4,65,19,1,0,0,0,26,10,0,1,3,0.333,0.388,0.528,0.916,176,0.195,0.398,19.4%,7.5%,0.38,0.2,29.9%,24,DH,R,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Chano Tokumasa,23,89,81,13,28,2,1,0,32,9,6,2,0,1,13,5,0,2,0,0.346,0.393,0.395,0.788,139,0.049,0.406,14.6%,5.6%,0.38,0.4,20.2%,23,9,L,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Fukuda Shuhei,45,142,120,18,26,4,1,0,32,7,1,2,2,0,7,17,0,3,1,0.217,0.329,0.267,0.596,81,0.050,0.230,4.9%,12.0%,2.43,-0.5,16.9%,30,8,L,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Fukunaga Sho,104,296,260,21,50,9,0,3,68,26,0,2,6,3,64,20,1,7,7,0.192,0.266,0.262,0.528,58,0.070,0.240,21.6%,6.8%,0.31,-0.6,29.4%,23,2,R,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Gen Kendai,89,218,207,21,48,5,0,1,56,18,5,5,2,0,42,9,0,0,9,0.232,0.264,0.271,0.535,60,0.039,0.287,19.3%,4.1%,0.21,-0.8,23.9%,21,5,R,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Gibo Sho,11,44,41,8,12,3,1,0,17,5,1,0,1,0,4,2,0,0,0,0.293,0.326,0.415,0.741,123,0.122,0.324,9.1%,4.5%,0.50,0.2,13.6%,22,4,L,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Gonzalez Marwin,6,19,18,0,1,0,0,0,1,1,0,0,0,0,7,1,0,0,0,0.056,0.105,0.056,0.161,-55,0.000,0.091,36.8%,5.3%,0.14,0.0,42.1%,34,DH,S,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Hirano Yamato,43,102,90,11,22,2,0,0,24,6,0,3,1,0,25,11,0,0,4,0.244,0.327,0.267,0.594,80,0.023,0.338,24.5%,10.8%,0.44,-1.0,35.3%,21,7,R,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Hirooka Taishi,35,123,110,13,30,5,2,2,45,14,2,1,0,1,26,11,0,1,1,0.273,0.341,0.409,0.750,126,0.136,0.337,21.1%,8.9%,0.42,0.0,31.7%,26,UTL,R,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Ikeda Ryoma,90,315,282,37,85,12,3,5,118,27,2,1,0,4,61,29,0,0,5,0.301,0.362,0.418,0.780,136,0.117,0.364,19.4%,9.2%,0.48,0.1,30.2%,19,7,R,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Ishikawa Ryo,9,17,15,1,5,2,0,0,7,1,0,0,0,0,2,2,0,0,1,0.333,0.412,0.467,0.879,166,0.134,0.385,11.8%,11.8%,1.00,0.0,23.5%,27,2,R,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Ishioka Ryota,43,82,74,6,16,0,0,0,16,6,0,2,0,0,12,6,0,2,1,0.216,0.293,0.216,0.509,54,0.000,0.258,14.6%,7.3%,0.50,-0.6,22.0%,31,3,L,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Kita Ryoto,84,277,251,33,68,10,6,3,99,26,2,3,0,0,67,26,3,0,6,0.271,0.339,0.394,0.733,121,0.123,0.359,24.2%,9.4%,0.39,-0.6,34.7%,20,9,L,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Kurebayashi Kotaro,16,61,57,4,16,3,0,0,19,2,0,0,0,1,8,2,0,1,2,0.281,0.311,0.333,0.644,94,0.052,0.320,13.1%,3.3%,0.25,0.0,16.4%,21,6,R,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Mori Tomoya,8,19,19,1,6,1,0,0,7,3,0,0,0,0,3,0,0,0,0,0.316,0.316,0.368,0.684,106,0.052,0.375,15.8%,0.0%,0.00,0.0,15.8%,27,DH,L,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Mune Yuma,2,6,6,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.167,0.167,0.167,0.334,-2,0.000,0.200,16.7%,0.0%,0.00,0.0,16.7%,27,5,L,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Murakami Kyoichiro,35,77,59,7,16,1,1,0,19,5,0,0,3,1,14,13,0,1,1,0.271,0.405,0.322,0.727,122,0.051,0.348,18.2%,16.9%,0.93,0.0,35.1%,22,2,R,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Naito Ho,28,112,106,13,21,4,1,2,33,15,0,0,0,0,30,5,0,1,3,0.198,0.241,0.311,0.552,64,0.113,0.257,26.8%,4.5%,0.17,0.0,33.0%,18,5,R,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Nakagawa Takuma,20,19,18,1,3,0,0,0,3,1,0,0,0,1,4,0,0,0,1,0.167,0.158,0.167,0.325,-5,0.000,0.200,21.1%,0.0%,0.00,0.0,21.1%,20,2,R,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Nishino Masahiro,43,113,96,14,27,3,2,0,34,14,1,1,0,4,9,12,0,1,2,0.281,0.354,0.354,0.708,114,0.073,0.297,8.0%,10.6%,1.33,-0.1,18.6%,32,4,L,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Noguchi Tomoya,43,173,153,26,50,10,2,6,82,20,0,1,1,1,29,15,0,3,5,0.327,0.395,0.536,0.931,181,0.209,0.370,16.8%,8.7%,0.52,-0.3,28.9%,23,6,L,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Oda Yuya,7,19,17,1,2,0,0,0,2,1,0,0,0,0,4,2,0,0,1,0.118,0.211,0.118,0.329,-2,0.000,0.154,21.1%,10.5%,0.50,0.0,31.6%,33,8,L,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Ohsato Kosei,53,168,139,18,30,3,1,2,41,14,4,5,5,2,17,18,0,4,2,0.216,0.319,0.295,0.614,85,0.079,0.230,10.1%,10.7%,1.06,-0.9,22.0%,23,UTL,L,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Ohshiro Koji,6,18,14,1,3,0,0,0,3,4,1,0,0,1,3,3,0,0,0,0.214,0.333,0.214,0.547,66,0.000,0.250,16.7%,16.7%,1.00,0.2,33.3%,30,4,R,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Ohta Ryo,16,57,53,4,17,3,1,0,22,4,0,1,1,0,8,3,0,0,0,0.321,0.357,0.415,0.772,133,0.094,0.378,14.0%,5.3%,0.38,-0.3,19.3%,22,4,R,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Okada Takahiro,50,139,125,11,29,3,1,3,43,11,0,0,0,1,29,12,0,1,2,0.232,0.302,0.344,0.646,94,0.112,0.277,20.9%,8.6%,0.41,0.0,31.7%,35,3,L,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Sano Kodai,30,104,92,12,28,2,3,0,36,6,3,5,4,0,17,8,0,0,3,0.304,0.360,0.391,0.751,127,0.087,0.373,16.3%,7.7%,0.47,-1.1,24.0%,26,8,R,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Sano Yukikazu,77,161,141,7,25,4,0,0,29,4,2,2,1,1,38,18,0,0,3,0.177,0.269,0.206,0.475,43,0.029,0.240,23.6%,11.2%,0.47,-0.3,34.8%,24,5,L,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Schwindel Frank,13,38,37,4,13,4,0,0,17,10,0,0,0,1,7,0,0,0,1,0.351,0.342,0.459,0.801,141,0.108,0.419,18.4%,0.0%,0.00,0.0,18.4%,31,DH,R,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Sonobe Keita,43,79,72,8,20,4,2,1,31,13,0,0,1,1,12,4,0,1,3,0.278,0.321,0.431,0.752,126,0.153,0.317,15.2%,5.1%,0.33,0.0,21.5%,23,4,R,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Sugimoto Yutaro,20,66,56,8,16,5,1,3,32,15,0,0,0,1,17,7,0,2,0,0.286,0.379,0.571,0.950,186,0.285,0.351,25.8%,10.6%,0.41,0.0,40.9%,32,DH,R,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Sugisawa Ryu,92,303,278,23,62,13,2,3,88,38,8,5,3,2,57,16,0,4,5,0.223,0.273,0.317,0.590,77,0.094,0.268,18.8%,5.3%,0.28,-0.2,25.1%,23,8,L,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Tongu Yuma,5,15,14,3,3,0,0,1,6,1,0,0,0,0,2,1,0,0,0,0.214,0.267,0.429,0.696,107,0.215,0.182,13.3%,6.7%,0.50,0.0,26.7%,26,3,R,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Tsuri Jui,4,7,6,1,2,0,0,1,5,1,0,0,0,0,0,0,0,1,0,0.333,0.429,0.833,1.262,279,0.500,0.200,0.0%,0.0%,,0.0,14.3%,21,2,R,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Ueno Kyohei,80,189,164,16,35,0,0,1,38,12,4,4,9,2,33,12,0,2,2,0.213,0.272,0.232,0.504,52,0.019,0.258,17.5%,6.3%,0.36,-0.6,24.3%,22,6,R,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Wakatsuki Kenya,1,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-106,0.000,0.000,33.3%,0.0%,0.00,0.0,33.3%,27,2,R,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Watanabe Daiki,48,97,90,9,19,2,1,2,29,12,2,0,0,0,21,6,0,1,4,0.211,0.268,0.322,0.590,77,0.111,0.254,21.6%,6.2%,0.29,0.4,29.9%,26,3,R,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
