Pitcher,G,W,L,SV,CG,SHO,PCT,BF,IP,,H,HR,BB,IBB,HB,SO,WP,BK,R,ER,ERA,Team,
Takita Kazuki,3,1,0,0,0,0,1.000,29,8,,3,0,3,0,0,9,0,0,0,0,0.00,Hiroshima Carp,
Tamamura Shogo,2,0,2,0,0,0,.000,50,10,,15,1,1,0,1,10,2,0,9,5,4.50,Hiroshima Carp,
Tsuji Taiga,2,0,1,0,0,0,.000,15,2,,5,1,3,0,1,0,0,0,7,7,31.50,Hiroshima Carp,
Tsunehiro Hayato,1,0,1,0,0,0,.000,21,6,,2,0,1,0,0,5,1,0,1,1,1.50,Hiroshima Carp,
Bauer Trevor,1,0,0,0,0,0,.000,18,5,,3,0,0,0,0,7,0,0,1,1,1.80,DeNA BayStars,
Diaz Yofrec,2,0,0,0,0,0,.000,12,2,,5,0,1,0,0,2,1,0,3,3,13.50,DeNA BayStars,
Hamachi Masumi,3,0,0,0,0,0,.000,14,3,,5,0,0,0,0,3,0,0,2,2,6.00,DeNA BayStars,
Hashimoto Tatsuya,2,0,0,0,0,0,.000,6,1,.1,2,0,1,0,0,2,1,0,2,2,13.50,DeNA BayStars,
Horioka Hayato,1,0,1,0,0,0,.000,6,1,,2,1,1,0,0,1,0,0,1,1,9.00,DeNA BayStars,
Irie Taisei,2,0,1,0,0,0,.000,12,2,,6,1,0,0,0,2,0,0,4,4,18.00,DeNA BayStars,
Iwata Masaki,2,0,0,0,0,0,.000,4,1,.1,1,0,0,0,0,1,0,0,0,0,0.00,DeNA BayStars,
Jackson Andre,1,0,1,0,0,0,.000,20,5,,3,0,3,0,0,2,0,0,2,2,3.60,DeNA BayStars,
Kasaya Shunsuke,1,0,0,0,0,0,.000,2,0,.1,0,0,0,0,1,0,0,0,0,0,0.00,DeNA BayStars,
Konno Ryuto,1,0,0,0,0,0,.000,2,0,.2,0,0,0,0,0,0,0,0,0,0,0.00,DeNA BayStars,
Kozono Kenta,2,0,0,0,0,0,.000,25,8,,1,0,0,0,0,9,0,0,0,0,0.00,DeNA BayStars,
Kyoyama Masaya,2,0,0,0,0,0,.000,12,1,.1,4,0,3,0,1,1,0,0,3,3,20.25,DeNA BayStars,
Marcelino Hansel,2,0,0,0,0,0,.000,7,2,,1,0,1,0,0,4,0,0,0,0,0.00,DeNA BayStars,
Matsumoto Ryoto,3,0,0,0,0,0,.000,13,3,,3,1,0,0,1,3,0,0,2,2,6.00,DeNA BayStars,
Matsumoto Ryunosuke,1,0,0,0,0,0,.000,20,6,,2,0,0,0,0,8,0,0,0,0,0.00,DeNA BayStars,
Mishima Kazuki,4,0,0,1,0,0,.000,24,6,,4,1,2,0,0,5,0,0,2,2,3.00,DeNA BayStars,
Miyagi Daita,1,0,0,0,0,0,.000,3,1,,0,0,0,0,0,0,0,0,0,0,0.00,DeNA BayStars,
Mori Yuito,3,0,1,0,0,0,.000,17,4,.2,3,0,1,0,0,2,1,0,1,0,0.00,DeNA BayStars,
Morihara Kohei,1,0,0,0,0,0,.000,3,1,,0,0,0,0,0,0,0,0,0,0,0.00,DeNA BayStars,
Morishita Ryudai,1,0,0,0,0,0,.000,9,2,,0,0,3,0,0,2,0,0,0,0,0.00,DeNA BayStars,
Nakagawa Hayate,1,0,0,0,0,0,.000,3,1,,0,0,0,0,0,2,0,0,0,0,0.00,DeNA BayStars,
Nakagawa Koh,1,0,0,0,0,0,.000,3,1,,1,0,0,0,0,0,0,0,0,0,0.00,DeNA BayStars,
Ohnuki Shinichi,1,0,1,0,0,0,.000,14,3,,5,0,0,0,0,1,0,0,2,1,3.00,DeNA BayStars,
Sakamoto Yuya,2,0,0,0,0,0,.000,7,2,,1,0,0,0,0,1,0,0,0,0,0.00,DeNA BayStars,
Sasaki Chihaya,1,1,0,0,0,0,1.000,6,1,,3,0,0,0,0,2,0,0,0,0,0.00,DeNA BayStars,
Shoji Haruto,2,0,0,0,0,0,.000,34,9,,6,0,3,0,0,4,0,0,2,1,1.00,DeNA BayStars,
Taira Kentaro,1,0,0,0,0,0,.000,20,5,,3,0,1,0,0,5,0,0,2,0,0.00,DeNA BayStars,
Takeda Riku,1,0,0,0,0,0,.000,7,1,,2,0,1,0,0,1,0,0,2,0,0.00,DeNA BayStars,
Takeda Yu,1,0,0,0,0,0,.000,8,1,.1,3,0,1,0,0,2,0,0,1,1,6.75,DeNA BayStars,
Tokuyama Souma,3,0,1,0,0,0,.000,15,2,,3,0,6,0,0,2,0,0,3,3,13.50,DeNA BayStars,
Wakamatsu Naoki,2,0,0,0,0,0,.000,7,2,,1,0,0,0,0,2,0,0,0,0,0.00,DeNA BayStars,
Wick Rowan,2,0,1,0,0,0,.000,11,2,,3,0,2,0,0,3,0,0,3,2,9.00,DeNA BayStars,
Yoshino Teruki,2,1,1,0,0,0,.500,43,8,.1,15,0,3,0,1,7,1,0,10,10,10.80,DeNA BayStars,
Akahoshi Yuji,2,1,0,0,0,0,1.000,11,3,,1,0,1,0,0,2,0,0,0,0,0.00,Yomiuri Giants,
Baba Kosuke,5,0,0,1,0,0,.000,20,5,,3,1,2,0,0,2,0,0,2,2,3.60,Yomiuri Giants,
Heinai Ryuta,2,0,0,0,0,0,.000,9,2,,3,0,0,0,0,1,0,0,0,0,0.00,Yomiuri Giants,
Imamura Nobutaka,4,1,0,1,0,0,1.000,26,6,,7,0,1,0,1,8,0,0,2,1,1.50,Yomiuri Giants,
Inoue Haruto,1,0,0,0,0,0,.000,10,3,,2,0,0,0,0,1,0,0,0,0,0.00,Yomiuri Giants,
Keller Kyle,2,0,0,0,0,0,.000,6,2,,0,0,0,0,0,1,0,0,0,0,0.00,Yomiuri Giants,
Mataki Teppei,3,1,0,0,0,0,1.000,61,15,,14,0,4,0,0,6,0,0,3,2,1.20,Yomiuri Giants,
Matsui Hayate,4,1,1,0,0,0,.500,34,8,,7,0,1,0,3,5,0,0,4,4,4.50,Yomiuri Giants,
Miyahara Shunsuke,2,0,0,0,0,0,.000,8,2,,1,0,2,0,0,0,1,0,0,0,0.00,Yomiuri Giants,
Morita Shunya,1,0,0,0,0,0,.000,13,3,,4,0,1,0,0,2,0,0,1,1,3.00,Yomiuri Giants,
Nakagawa Kota,5,0,1,0,0,0,.000,18,5,,3,1,0,0,0,3,0,0,2,2,3.60,Yomiuri Giants,
Nishidate Yuhi,2,1,0,0,0,0,1.000,36,9,,7,0,1,0,0,7,1,0,1,1,1.00,Yomiuri Giants,
Ohe Ryusei,3,0,0,0,0,0,.000,22,5,,5,0,2,0,0,3,1,0,2,1,1.80,Yomiuri Giants,
Takahashi Rei,2,1,0,0,0,0,1.000,29,6,,8,1,2,0,2,3,0,0,8,7,10.50,Yomiuri Giants,
Takanashi Yuhei,1,0,0,0,0,0,.000,3,1,,0,0,0,0,0,1,0,0,0,0,0.00,Yomiuri Giants,
Tamura Tomoki,2,1,1,0,0,0,.500,19,4,,3,0,3,0,0,4,0,0,2,0,0.00,Yomiuri Giants,
Tanaka Masahiro,2,0,0,0,0,0,.000,42,9,,10,0,4,0,0,3,0,0,2,1,1.00,Yomiuri Giants,
Toda Natsuki,4,1,0,0,0,0,1.000,31,8,,6,0,2,0,0,7,0,0,2,1,1.13,Yomiuri Giants,
Yamasaki Iori,1,0,0,0,0,0,.000,16,4,,5,0,0,0,0,3,0,0,1,1,2.25,Yomiuri Giants,
Yokogawa Kai,1,1,0,0,0,0,1.000,27,7,,6,0,1,0,0,4,0,0,0,0,0.00,Yomiuri Giants,
Avila Pedro,2,0,0,0,0,0,.000,22,4,,3,0,6,0,1,2,0,0,1,1,2.25,Yakult Swallows,
Hara Juri,2,0,0,0,0,0,.000,10,2,,5,0,0,0,0,0,0,0,2,2,9.00,Yakult Swallows,
Hirosawa Yu,1,0,0,0,0,0,.000,4,1,,2,0,0,0,0,0,0,0,0,0,0.00,Yakult Swallows,
Hoshi Tomoya,3,0,0,0,0,0,.000,12,3,,2,0,2,0,0,2,0,0,0,0,0.00,Yakult Swallows,
Ishikawa Masanori,1,1,0,0,0,0,1.000,19,5,,4,2,1,0,0,5,0,0,2,2,3.60,Yakult Swallows,
Kozawa Reiji,2,1,0,0,0,0,1.000,7,2,,1,0,0,0,0,1,0,0,0,0,0.00,Yakult Swallows,
Lambert Peter,2,0,1,1,0,0,.000,28,8,,2,0,2,0,0,7,1,0,1,0,0.00,Yakult Swallows,
Maruyama Shota,3,0,1,0,0,0,.000,14,2,.1,4,0,2,0,0,1,1,0,3,2,7.71,Yakult Swallows,
Miyagawa Tetsu,2,0,0,0,0,0,.000,10,2,,2,1,2,0,0,2,0,0,3,3,13.50,Yakult Swallows,
Nishihama Yuhsei,2,0,0,0,0,0,.000,7,2,,1,0,0,0,0,3,0,0,0,0,0.00,Yakult Swallows,
Numata Shohei,3,0,0,0,0,0,.000,11,3,,2,0,0,0,0,0,0,0,0,0,0.00,Yakult Swallows,
Ogawa Yasuhiro,2,1,0,0,0,0,1.000,37,11,,5,0,0,0,0,8,0,0,0,0,0.00,Yakult Swallows,
Ohnishi Hiroki,4,0,0,2,0,0,.000,14,4,,2,1,1,0,0,1,0,0,2,2,4.50,Yakult Swallows,
Sakamoto Takumi,2,0,1,0,0,0,.000,12,3,,2,0,1,0,0,0,1,0,1,1,3.00,Yakult Swallows,
Satoh Takuma,2,0,0,0,0,0,.000,6,1,.1,1,0,0,0,0,3,1,0,0,0,0.00,Yakult Swallows,
Shimokawa Shunsuke,1,0,0,0,0,0,.000,18,5,,4,0,1,0,0,4,0,0,0,0,0.00,Yakult Swallows,
Suzuki Kohei,1,0,1,0,0,0,.000,18,4,,4,1,2,0,0,4,0,0,4,4,9.00,Yakult Swallows,
Takanashi Hirotoshi,2,0,0,0,0,0,.000,39,9,.2,8,0,2,0,0,13,0,0,1,1,0.93,Yakult Swallows,
Takeyama Hyuga,2,0,1,0,0,0,.000,14,3,,1,0,4,0,0,3,0,1,1,1,3.00,Yakult Swallows,
Yamano Taichi,2,1,0,0,0,0,1.000,26,8,,4,0,1,0,0,7,0,0,0,0,0.00,Yakult Swallows,
Yamashita Hikaru,1,0,0,0,0,0,.000,3,1,,0,0,0,0,0,1,0,0,0,0,0.00,Yakult Swallows,
Yasaki Takuya,2,0,0,1,0,0,.000,12,2,,5,0,1,0,0,0,0,0,4,4,18.00,Yakult Swallows,
Fujishima Kento,3,0,0,0,0,0,.000,11,2,.1,1,0,1,0,0,2,1,0,3,0,0.00,Chunichi Dragons,
Fuku Hiroto,4,0,0,1,0,0,.000,10,3,.2,0,0,0,0,0,2,0,0,0,0,0.00,Chunichi Dragons,
Fukuda Konosuke,2,0,0,1,0,0,.000,26,5,.1,4,0,6,0,0,6,0,0,3,3,5.06,Chunichi Dragons,
Habu Shohta,2,0,0,0,0,0,.000,47,11,,11,0,6,0,0,6,1,0,3,3,2.45,Chunichi Dragons,
Hashimoto Yuki,1,0,0,0,0,0,.000,3,1,,0,0,0,0,0,1,0,0,0,0,0.00,Chunichi Dragons,
Ishikawa Sho,2,0,0,0,0,0,.000,13,2,.2,4,0,2,0,0,1,0,0,2,2,6.75,Chunichi Dragons,
Itoh Mao,4,1,0,0,0,0,1.000,18,4,,1,0,5,0,0,4,1,0,1,1,2.25,Chunichi Dragons,
Iwasaki Sho,1,0,0,1,0,0,.000,5,1,,2,0,0,0,0,1,0,0,0,0,0.00,Chunichi Dragons,
Kanemaru Yumeto,1,0,0,0,0,0,.000,3,1,,0,0,0,0,0,1,0,0,0,0,0.00,Chunichi Dragons,
Katsuno Akiyoshi,2,0,0,0,0,0,.000,8,2,,1,0,1,0,0,1,0,0,0,0,0.00,Chunichi Dragons,
Kondo Ren,2,2,0,0,0,0,1.000,7,2,.1,0,0,0,0,0,1,0,0,1,0,0.00,Chunichi Dragons,
Marte Yunior,1,0,0,0,0,0,.000,4,1,,1,0,0,0,0,3,0,0,0,0,0.00,Chunichi Dragons,
Martinez Randy,1,0,1,0,0,0,.000,12,2,,2,0,4,0,1,0,0,0,3,3,13.50,Chunichi Dragons,
Matsuba Takahiro,1,0,0,0,0,0,.000,7,2,,3,0,0,0,0,0,0,0,0,0,0.00,Chunichi Dragons,
Mejia Humberto,2,1,0,0,0,0,1.000,47,11,,9,1,4,0,1,9,1,0,2,2,1.64,Chunichi Dragons,
Miura Mizuki,1,1,0,0,0,0,1.000,25,7,,3,0,2,0,0,3,1,0,1,1,1.29,Chunichi Dragons,
Moriyama Akio,2,0,0,0,0,0,.000,12,3,,3,0,1,0,0,1,0,0,1,1,3.00,Chunichi Dragons,
Nakachi Reia,2,2,0,0,0,0,1.000,52,12,.1,8,0,7,0,0,11,1,0,1,1,0.73,Chunichi Dragons,
Neo Akira,4,1,0,0,0,0,1.000,16,3,.2,3,0,1,0,1,2,0,0,0,0,0.00,Chunichi Dragons,
Nonaka Tento,1,0,0,0,0,0,.000,10,2,,3,0,1,0,0,0,0,0,1,1,4.50,Chunichi Dragons,
Ohno Yudai,1,0,1,0,0,0,.000,30,7,,9,2,1,0,0,2,0,0,5,5,6.43,Chunichi Dragons,
Okada Toshiya,1,0,0,0,0,0,.000,19,5,,5,0,0,0,0,2,0,0,0,0,0.00,Chunichi Dragons,
Umeno Yugo,4,0,0,1,0,0,.000,13,4,,1,0,1,0,0,6,0,0,0,0,0.00,Chunichi Dragons,
Wakui Hideaki,1,1,0,0,0,0,1.000,22,6,,2,0,2,0,0,3,0,0,0,0,0.00,Chunichi Dragons,
Walters Nash,4,0,0,2,0,0,.000,17,4,,4,0,1,0,0,5,0,0,1,1,2.25,Chunichi Dragons,
Yanagi Yuya,1,1,0,0,0,0,1.000,20,6,,2,0,0,0,0,7,0,0,0,0,0.00,Chunichi Dragons,
Yoshida Seiya,1,0,0,0,0,0,.000,29,6,.2,6,0,2,0,0,5,2,0,5,5,6.75,Chunichi Dragons,
Abe Shota,5,0,0,1,0,0,.000,20,5,,5,1,0,0,0,1,3,0,3,3,5.40,ORIX Buffaloes,
Ashida Taketo,2,1,0,0,0,0,1.000,26,7,,6,0,1,0,0,4,0,0,1,1,1.29,ORIX Buffaloes,
Azuma Kohei,2,0,0,0,0,0,.000,24,5,,6,0,1,0,0,6,0,0,3,2,3.60,ORIX Buffaloes,
Espinoza Anderson,1,0,0,0,0,0,.000,17,4,,4,0,2,0,0,3,0,0,0,0,0.00,ORIX Buffaloes,
Gonda Ryusei,5,1,0,0,0,0,1.000,21,5,.2,1,0,2,0,1,7,1,0,0,0,0.00,ORIX Buffaloes,
Honda Hitomi,4,0,0,0,0,0,.000,22,4,,6,0,4,0,0,5,1,0,5,3,6.75,ORIX Buffaloes,
Honda Keisuke,2,0,0,0,0,0,.000,9,2,,3,0,0,0,0,0,0,0,1,1,4.50,ORIX Buffaloes,
Iguchi Kazutomo,6,0,0,0,0,0,.000,21,5,.1,3,0,0,0,2,2,0,0,1,0,0.00,ORIX Buffaloes,
Iriyama Kaito,3,0,0,0,0,0,.000,17,3,.1,4,1,4,0,0,3,1,0,3,3,8.10,ORIX Buffaloes,
Katayama Raiku,2,0,0,0,0,0,.000,25,7,,3,0,1,0,0,5,0,0,1,1,1.29,ORIX Buffaloes,
Kawase Kento,2,0,1,0,0,0,.000,15,3,.1,5,0,2,0,0,3,0,0,3,2,5.40,ORIX Buffaloes,
Miyaguni Riku,1,0,1,0,0,0,.000,12,2,.1,2,0,3,0,0,0,0,0,2,2,7.71,ORIX Buffaloes,
Mukunoki Ren,1,0,0,0,0,0,.000,3,1,,0,0,0,0,0,1,0,0,0,0,0.00,ORIX Buffaloes,
Muranishi Ryota,4,0,0,0,0,0,.000,23,5,,7,0,1,0,0,4,0,0,1,1,1.80,ORIX Buffaloes,
Ohe Kaito,2,0,0,0,0,0,.000,8,2,,2,0,1,0,0,0,0,0,1,0,0.00,ORIX Buffaloes,
Ono Taiki,3,0,1,0,0,0,.000,13,2,.1,3,0,4,0,0,3,0,0,2,1,3.86,ORIX Buffaloes,
Saiki Kaito,6,0,1,2,0,0,.000,21,5,.1,2,0,4,2,0,5,0,0,3,2,3.38,ORIX Buffaloes,
Saito Kyosuke,2,0,1,0,0,0,.000,34,9,,7,2,1,0,0,5,0,0,5,5,5.00,ORIX Buffaloes,
Satoh Kazuma,3,2,0,0,0,0,1.000,69,17,,11,0,9,0,1,12,0,1,2,2,1.06,ORIX Buffaloes,
Sotani Ryuhei,1,0,0,0,0,0,.000,22,6,,1,0,2,0,0,6,0,0,0,0,0.00,ORIX Buffaloes,
Suzuki Hiroshi,1,1,0,0,0,0,1.000,4,1,,1,0,0,0,0,0,0,0,0,0,0.00,ORIX Buffaloes,
Tajima Daiki,2,0,1,0,0,0,.000,23,6,,5,0,0,0,0,4,0,0,1,1,1.50,ORIX Buffaloes,
Takashima Taito,1,0,0,0,0,0,.000,6,1,,1,0,1,0,0,1,0,0,0,0,0.00,ORIX Buffaloes,
Teranishi Naruki,2,0,1,0,0,0,.000,29,7,.1,7,0,1,0,0,3,0,0,4,2,2.45,ORIX Buffaloes,
Tomiyama Ryoga,3,0,0,0,0,0,.000,15,2,.2,2,0,4,0,0,1,0,0,3,1,3.38,ORIX Buffaloes,
Toumatsu Kaisei,1,0,0,0,0,0,.000,3,1,,0,0,0,0,0,0,0,0,0,0,0.00,ORIX Buffaloes,
Yamada Nobuyoshi,1,0,0,0,0,0,.000,6,1,,1,0,2,0,0,1,0,0,0,0,0.00,ORIX Buffaloes,
Yamazaki Soichiro,1,0,0,1,0,0,.000,3,1,,0,0,1,0,0,1,0,0,0,0,0.00,ORIX Buffaloes,
Yokoyama Kaede,1,0,0,0,0,0,.000,4,1,,0,0,0,0,0,0,0,0,0,0,0.00,ORIX Buffaloes,
Futaki Kota,2,0,0,0,0,0,.000,6,2,,0,0,0,0,0,2,0,0,0,0,0.00,Lotte Marines,
Hayasaka Oto,1,0,0,0,0,0,.000,4,1,,3,0,0,0,0,0,0,0,1,1,9.00,Lotte Marines,
Hirohata Atsuya,3,2,0,0,0,0,1.000,18,4,.1,5,0,1,0,0,4,0,0,0,0,0.00,Lotte Marines,
Ichijo Rikima,1,0,0,0,0,0,.000,3,1,,0,0,0,0,0,2,0,0,0,0,0.00,Lotte Marines,
Ishikawa Ayumu,1,1,0,0,0,0,1.000,22,5,,5,1,1,0,1,2,0,0,2,1,1.80,Lotte Marines,
Ishikawa Shuta,1,1,0,0,0,0,1.000,20,5,,4,0,0,0,0,1,0,0,2,2,3.60,Lotte Marines,
Karakawa Yuki,2,0,0,0,0,0,.000,43,9,.1,14,0,0,0,0,9,0,0,2,2,1.93,Lotte Marines,
Kawamura Tokito,1,0,0,0,0,0,.000,14,4,,2,0,3,0,0,1,0,0,0,0,0.00,Lotte Marines,
Kimura Yuto,1,0,0,0,0,0,.000,6,2,,0,0,0,0,0,1,0,0,0,0,0.00,Lotte Marines,
Kuniyoshi Yuki,3,1,0,0,0,0,1.000,12,3,,5,0,0,0,0,0,0,0,1,1,3.00,Lotte Marines,
Nagashimada Kirato,1,0,0,0,0,0,.000,5,1,,1,0,0,0,0,0,0,0,0,0,0.00,Lotte Marines,
Nakamori Shunsuke,1,0,0,1,0,0,.000,10,3,,0,0,0,0,0,2,0,0,0,0,0.00,Lotte Marines,
Nakamura Ryota,1,0,0,0,0,0,.000,11,2,,4,0,0,0,0,3,0,0,3,2,9.00,Lotte Marines,
Nakamura Toshiya,3,0,0,0,0,0,.000,22,5,,6,0,1,0,0,4,0,0,2,1,1.80,Lotte Marines,
Nishimura Takahiro,2,0,0,0,0,0,.000,8,2,,1,0,0,0,0,3,0,0,0,0,0.00,Lotte Marines,
Nishino Yuji,1,0,0,0,0,0,.000,16,4,,4,0,1,0,0,7,0,0,1,1,2.25,Lotte Marines,
Sakamoto Koshiro,3,0,0,2,0,0,.000,11,3,,2,0,0,0,0,5,0,0,0,0,0.00,Lotte Marines,
Sammons Bryan,2,1,0,0,0,0,1.000,37,9,,8,1,1,0,0,10,0,0,2,2,2.00,Lotte Marines,
Sawamura Hirokazu,4,0,0,0,0,0,.000,15,4,,2,0,1,0,0,2,0,0,0,0,0.00,Lotte Marines,
Takano Shuta,1,1,0,0,0,0,1.000,6,2,,0,0,0,0,0,2,0,0,0,0,0.00,Lotte Marines,
Tanaka Fuki,1,0,0,0,0,0,.000,3,1,,0,0,0,0,0,1,0,0,0,0,0.00,Lotte Marines,
Tanaka Haruya,2,1,0,0,0,0,1.000,41,11,.2,5,0,2,0,0,14,0,0,0,0,0.00,Lotte Marines,
Yagi Akira,3,0,0,0,0,0,.000,17,5,,2,0,0,0,1,3,0,0,3,1,1.80,Lotte Marines,
Yoshikawa Yuto,2,0,0,0,0,0,.000,20,4,.2,4,0,2,0,0,3,0,0,2,2,3.86,Lotte Marines,
Bandoh Yugo,3,0,0,0,0,0,.000,46,11,.1,11,0,3,0,0,6,0,0,6,6,4.76,SoftBank Hawks,
Fujii Kouya,1,0,0,0,0,0,.000,5,1,,1,0,1,0,0,3,0,0,0,0,0.00,SoftBank Hawks,
Hamaguchi Haruhiro,3,1,0,1,0,0,1.000,16,3,.2,5,0,1,0,0,2,0,0,1,1,2.45,SoftBank Hawks,
Higashihama Nao,2,1,1,0,0,0,.500,48,12,,10,0,2,0,0,8,0,0,1,0,0.00,SoftBank Hawks,
Itoh Yusuke,2,1,1,0,0,0,.500,46,12,,3,1,9,0,0,3,1,0,3,2,1.50,SoftBank Hawks,
Iwai Shunsuke,3,0,0,0,0,0,.000,11,3,,2,0,1,0,0,7,0,0,1,1,3.00,SoftBank Hawks,
Iwasaki Shunsuke,3,0,1,1,0,0,.000,11,2,.1,2,0,1,1,0,1,0,0,2,1,3.86,SoftBank Hawks,
Izaki Sanshiro,1,0,0,0,0,0,.000,4,1,,1,0,0,0,0,0,0,0,0,0,0.00,SoftBank Hawks,
Kawaguchi Toya,3,0,0,0,0,0,.000,12,3,,1,0,2,0,0,3,0,0,0,0,0.00,SoftBank Hawks,
Kimura Hikaru,3,0,0,0,0,0,.000,14,3,.2,2,0,1,0,0,2,0,1,0,0,0.00,SoftBank Hawks,
