Player,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SH,SF,SO,BB,IBB,HP,GDP,AVG,OBP,SLG,OPS,OPS+,ISO,BABIP,TTO%,K%,BB%,BB/K,Team,League
Kuwahara Masayuki,132,479,429,48,108,23,4,7,160,35,3,8,11,6,54,23,0,10,11,0.252,0.301,0.373,0.674,100,0.121,0.270,17.5%,11.3%,4.8%,0.43,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Maki Shugo,143,605,559,78,164,39,3,29,296,103,2,2,0,6,85,33,3,7,17,0.293,0.337,0.530,0.867,156,0.237,0.299,24.3%,14.0%,5.5%,0.39,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Miyazaki Toshiro,124,461,408,47,133,27,0,20,220,71,1,0,0,4,43,41,6,8,14,0.326,0.395,0.539,0.934,176,0.213,0.324,22.6%,9.3%,8.9%,0.95,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Sano Keita,141,613,560,67,148,26,2,13,217,65,0,2,0,3,77,46,4,4,9,0.264,0.323,0.388,0.711,111,0.124,0.285,22.2%,12.6%,7.5%,0.60,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Sekine Taiki,140,532,482,69,126,17,3,4,161,31,11,3,16,1,53,29,1,4,5,0.261,0.308,0.334,0.642,92,0.073,0.286,16.2%,10.0%,5.5%,0.55,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Ohshiro Takumi,134,490,424,50,119,20,1,16,189,55,0,0,21,4,109,36,3,5,12,0.281,0.341,0.446,0.787,134,0.165,0.340,32.9%,22.2%,7.3%,0.33,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Okamoto Kazuma,140,589,503,83,140,31,0,41,294,93,0,1,0,6,111,72,10,8,10,0.278,0.374,0.584,0.958,183,0.306,0.277,38.0%,18.8%,12.2%,0.65,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Sakamoto Hayato,116,455,403,46,116,29,0,22,211,60,2,0,3,2,84,45,3,2,5,0.288,0.361,0.524,0.885,162,0.236,0.314,33.2%,18.5%,9.9%,0.54,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Yoshikawa Naoki,132,478,430,47,110,19,4,7,158,36,4,4,11,3,66,26,2,8,12,0.256,0.308,0.367,0.675,102,0.111,0.286,20.7%,13.8%,5.4%,0.39,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Murakami Munetaka,140,597,496,76,127,28,0,31,248,84,5,3,0,4,168,90,4,7,6,0.256,0.375,0.500,0.875,152,0.244,0.319,48.4%,28.1%,15.1%,0.54,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Nagaoka Hideki,135,488,445,43,101,19,1,3,131,35,4,2,7,2,57,29,5,5,11,0.227,0.281,0.294,0.575,69,0.067,0.253,18.2%,11.7%,5.9%,0.51,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Osuna Jose,134,543,501,49,127,23,0,23,219,71,2,4,0,2,79,39,5,1,13,0.253,0.308,0.437,0.745,115,0.184,0.259,26.0%,14.5%,7.2%,0.49,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Santana Domingo,136,516,467,52,140,32,0,18,226,66,2,0,0,3,114,44,1,2,17,0.300,0.360,0.484,0.844,143,0.184,0.361,34.1%,22.1%,8.5%,0.39,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Hosokawa Seiya,140,576,518,62,131,30,1,24,235,78,0,0,0,1,161,49,3,8,17,0.253,0.326,0.454,0.780,143,0.201,0.320,40.6%,28.0%,8.5%,0.30,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Ishikawa Takaya,121,464,434,32,105,27,0,13,171,45,0,0,0,4,69,22,2,4,10,0.242,0.282,0.394,0.676,110,0.152,0.258,22.4%,14.9%,4.7%,0.32,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Ohshima Yohei,130,494,470,34,136,17,2,0,157,23,6,1,1,3,43,15,1,5,7,0.289,0.316,0.334,0.650,103,0.045,0.316,11.7%,8.7%,3.0%,0.35,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Okabayashi Yuki,143,633,584,61,163,21,10,3,213,31,12,8,9,1,89,39,1,0,11,0.279,0.324,0.365,0.689,115,0.086,0.325,20.7%,14.1%,6.2%,0.44,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Kurebayashi Kotaro,127,482,443,37,122,19,1,8,167,39,4,6,7,3,63,28,0,1,19,0.275,0.318,0.377,0.695,112,0.102,0.304,20.5%,13.1%,5.8%,0.44,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Mori Tomoya,110,453,384,49,113,24,2,18,195,64,4,1,1,7,61,54,4,7,9,0.294,0.385,0.508,0.893,171,0.214,0.304,29.4%,13.5%,11.9%,0.89,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Mune Yuma,122,478,428,38,105,17,3,2,134,22,1,1,9,1,55,36,1,4,9,0.245,0.309,0.313,0.622,90,0.068,0.277,19.5%,11.5%,7.5%,0.65,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Nakagawa Keita,135,563,506,66,136,29,5,12,211,55,5,5,6,1,90,43,0,7,9,0.269,0.334,0.417,0.751,128,0.148,0.306,25.8%,16.0%,7.6%,0.48,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Tongu Yuma,113,451,401,49,123,23,0,16,194,49,0,0,1,2,69,41,0,6,11,0.307,0.378,0.484,0.862,162,0.177,0.336,27.9%,15.3%,9.1%,0.59,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Nakamura Shogo,137,584,508,61,112,23,0,11,168,48,3,1,13,4,89,52,2,7,20,0.220,0.299,0.331,0.630,87,0.111,0.245,26.0%,15.2%,8.9%,0.58,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Polanco Gregory,125,497,447,43,108,15,0,26,201,75,0,0,0,3,92,47,5,0,3,0.242,0.312,0.450,0.762,122,0.208,0.247,33.2%,18.5%,9.5%,0.51,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Yamaguchi Koki,115,474,421,46,99,21,0,14,162,57,0,0,0,5,122,43,6,5,7,0.235,0.310,0.385,0.695,104,0.150,0.293,37.8%,25.7%,9.1%,0.35,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Yasuda Hisanori,122,472,416,33,99,24,0,9,150,43,2,0,0,5,95,49,2,2,10,0.238,0.318,0.361,0.679,100,0.123,0.284,32.4%,20.1%,10.4%,0.52,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Imamiya Kenta,126,484,427,38,109,22,0,9,158,48,4,0,24,4,58,27,1,2,14,0.255,0.300,0.370,0.670,100,0.115,0.275,19.4%,12.0%,5.6%,0.47,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Kondoh Kensuke,143,613,492,75,149,33,0,26,260,87,3,4,0,6,117,109,7,6,7,0.303,0.431,0.528,0.959,186,0.225,0.346,41.1%,19.1%,17.8%,0.93,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Nakamura Akira,136,585,511,52,140,13,2,5,172,37,0,2,7,4,53,60,3,3,8,0.274,0.351,0.337,0.688,107,0.063,0.295,20.2%,9.1%,10.3%,1.13,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Yanagita Yuki,143,625,546,57,163,29,3,22,264,85,1,0,0,6,97,64,1,9,9,0.299,0.378,0.484,0.862,156,0.185,0.326,29.3%,15.5%,10.2%,0.66,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Asamura Hideto,143,601,522,64,143,20,0,26,241,78,2,1,0,1,108,75,4,3,9,0.274,0.368,0.462,0.830,153,0.188,0.301,34.8%,18.0%,12.5%,0.69,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Kobukata Hiroto,134,549,477,67,123,8,6,5,158,37,36,6,20,1,83,48,0,3,8,0.258,0.329,0.331,0.660,102,0.073,0.303,24.8%,15.1%,8.7%,0.58,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Tatsumi Ryosuke,133,495,434,45,114,16,5,9,167,43,13,4,8,1,99,40,0,12,3,0.263,0.341,0.385,0.726,121,0.122,0.321,29.9%,20.0%,8.1%,0.40,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Mackinnon David,127,514,464,50,120,17,2,15,186,50,1,1,0,2,91,48,0,0,7,0.259,0.327,0.401,0.728,119,0.142,0.292,30.0%,17.7%,9.3%,0.53,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Tonosaki Shuta,136,571,503,60,131,28,3,12,201,54,26,3,3,4,114,56,0,5,11,0.260,0.338,0.400,0.738,123,0.140,0.312,31.9%,20.0%,9.8%,0.49,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Mannami Chusei,141,582,533,69,141,33,0,25,249,74,2,1,2,2,138,41,2,4,12,0.265,0.321,0.467,0.788,137,0.202,0.312,35.1%,23.7%,7.0%,0.30,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Martinez Ariel,119,444,386,39,95,24,0,15,164,66,0,4,0,3,99,44,0,11,15,0.246,0.338,0.425,0.763,131,0.179,0.291,35.6%,22.3%,9.9%,0.44,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Matsumoto Go,134,561,507,51,140,16,2,3,169,30,12,12,7,3,57,37,3,7,11,0.276,0.332,0.333,0.665,103,0.057,0.304,17.3%,10.2%,6.6%,0.65,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Nomura Yuki,125,473,423,42,100,21,1,13,162,43,4,1,0,4,112,42,0,4,3,0.236,0.309,0.383,0.692,109,0.147,0.288,35.3%,23.7%,8.9%,0.38,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
