Pitcher,G,W,L,SV,HLD,CG,SHO,BF,IP,H,HR,SO,BB,IBB,HB,WP,R,ER,ERA,FIP,kwERA,WHIP,ERA+,FIP-,kwERA-,Diff,HR%,K%,BB%,K-BB%,Team,League
Kasaya Shunsuke,8,0,0,0,0,0,0,47,11.1,8,0,11,8,0,0,0,2,2,1.59,3.21,4.16,1.41,202,89,115,-1.62,0.0%,23.4%,17.0%,6.4%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Kayama Shinya,23,1,0,0,7,0,0,56,12.0,16,1,7,6,0,1,0,7,7,5.25,4.70,4.62,1.83,61,131,128,0.55,1.8%,12.5%,10.7%,1.8%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Matayoshi Katsuki,32,2,2,0,10,0,0,113,28.0,21,2,15,10,0,2,1,7,7,2.25,4.18,4.36,1.11,142,117,120,-1.93,1.8%,13.3%,8.8%,4.5%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Matsumoto Haru,3,0,1,0,0,0,0,31,6.1,8,0,4,3,0,1,0,5,5,7.11,3.67,4.48,1.74,45,102,124,3.44,0.0%,12.9%,9.7%,3.2%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Matsumoto Yuki,53,2,2,0,25,0,0,189,47.0,32,5,60,17,1,0,1,16,14,2.68,2.95,2.52,1.04,120,82,70,-0.27,2.6%,31.7%,9.0%,22.7%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Moinelo Livan,27,3,0,5,13,0,0,97,27.2,11,0,37,5,2,0,0,3,3,0.98,0.90,1.50,0.58,327,25,41,0.08,0.0%,38.1%,5.2%,32.9%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Mori Yuito,6,2,3,0,0,0,0,126,29.1,28,2,27,9,0,0,0,15,15,4.60,3.00,3.37,1.26,70,84,93,1.60,1.6%,21.4%,7.1%,14.3%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Ogata Shuto,12,0,1,0,0,0,0,75,18.0,18,3,15,3,0,1,0,11,8,4.00,4.20,3.20,1.17,80,117,88,-0.20,4.0%,20.0%,4.0%,16.0%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Ohtsu Ryosuke,46,2,0,0,13,0,0,164,40.2,34,5,21,11,1,2,1,14,11,2.43,4.56,4.19,1.11,132,127,116,-2.13,3.0%,12.8%,6.7%,6.1%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Ohzeki Tomohisa,17,5,7,0,0,2,1,427,104.2,86,11,76,35,0,6,1,36,34,2.92,4.13,3.84,1.16,110,115,106,-1.21,2.6%,17.8%,8.2%,9.6%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Osuna Roberto,49,3,2,26,12,0,0,170,49.0,28,3,42,6,1,0,0,5,5,0.92,2.49,2.68,0.69,349,69,74,-1.57,1.8%,24.7%,3.5%,21.2%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Shiino Arata,11,0,1,0,0,0,0,73,16.1,17,1,17,9,2,0,1,9,7,3.86,3.40,3.70,1.59,83,95,102,0.46,1.4%,23.3%,12.3%,11.0%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Stewart Jr. Carter,14,3,6,0,0,0,0,344,77.1,70,7,67,42,1,1,3,31,29,3.38,4.15,4.07,1.45,95,116,112,-0.77,2.0%,19.5%,12.2%,7.3%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Takahashi Rei,5,0,2,0,0,0,0,63,11.2,23,3,2,6,0,1,0,14,14,10.80,7.84,5.43,2.49,30,219,150,2.96,4.8%,3.2%,9.5%,-6.3%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Takeda Shota,29,1,2,0,2,0,0,197,46.0,45,1,38,19,0,2,1,20,20,3.91,3.04,3.84,1.39,82,85,106,0.87,0.5%,19.3%,9.6%,9.7%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Taura Fumimaru,45,2,1,0,7,0,0,150,34.0,31,1,28,12,1,7,3,9,9,2.38,3.45,3.73,1.26,135,96,103,-1.07,0.7%,18.7%,8.0%,10.7%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Tsumori Yuki,56,4,4,0,22,0,0,202,48.2,37,4,44,21,2,3,0,20,19,3.51,3.78,3.66,1.19,91,105,101,-0.27,2.0%,21.8%,10.4%,11.4%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Wada Tsuyoshi,21,8,6,0,0,0,0,414,100.0,89,10,85,29,0,3,0,39,36,3.24,3.60,3.45,1.18,99,100,95,-0.36,2.4%,20.5%,7.0%,13.5%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Anraku Tomohiro,57,3,2,0,10,0,0,214,47.1,48,2,32,18,1,8,4,16,16,3.04,3.88,4.15,1.39,102,112,115,-0.84,0.9%,15.0%,8.4%,6.6%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Banuelos Manny,1,0,0,0,0,0,0,8,0.2,4,0,0,2,0,0,0,6,6,81.00,12.04,7.30,9.00,4,348,202,68.96,0.0%,0.0%,25.0%,-25.0%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Fujihira Shoma,11,2,4,0,0,0,0,231,50.2,50,5,42,27,0,1,5,30,25,4.44,4.32,4.15,1.52,70,125,115,0.12,2.2%,18.2%,11.7%,6.5%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Fujii Masaru,10,3,0,0,0,0,0,148,35.1,28,1,24,18,0,0,1,12,9,2.29,3.57,4.39,1.30,135,103,121,-1.28,0.7%,16.2%,12.2%,4.0%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Hayakawa Takahisa,17,6,7,0,0,0,0,413,96.2,102,13,78,27,0,2,0,42,37,3.44,4.07,3.57,1.33,90,118,99,-0.63,3.1%,18.9%,6.5%,12.4%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Ishibashi Ryota,2,0,0,0,0,0,0,18,3.1,8,1,2,1,0,0,0,7,7,18.90,6.64,4.24,2.70,16,192,117,12.26,5.6%,11.1%,5.6%,5.5%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Itoh Mao,25,1,0,0,3,0,0,98,22.0,18,1,9,14,0,3,2,11,8,3.27,5.13,5.31,1.45,95,148,147,-1.86,1.0%,9.2%,14.3%,-5.1%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Karashima Wataru,10,1,5,0,0,0,0,224,51.1,57,7,24,16,0,1,1,27,26,4.56,4.87,4.44,1.42,68,141,123,-0.31,3.1%,10.7%,7.1%,3.6%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Kishi Takayuki,20,9,5,0,0,1,1,506,120.1,123,10,76,20,0,3,2,44,41,3.07,3.43,3.69,1.19,101,99,102,-0.36,2.0%,15.0%,4.0%,11.0%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Komago Ryuji,4,0,0,0,0,0,0,23,4.0,4,0,3,6,0,0,1,4,4,9.00,6.04,6.10,2.50,34,174,169,2.96,0.0%,13.0%,26.1%,-13.1%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Matsui Tomotaka,6,1,2,0,0,0,0,78,18.2,15,0,13,8,1,0,1,9,8,3.86,2.93,4.16,1.23,80,85,115,0.93,0.0%,16.7%,10.3%,6.4%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Matsui Yuki,59,2,3,39,8,0,0,222,57.1,38,3,72,13,2,0,2,14,10,1.57,1.89,2.14,0.89,197,55,59,-0.32,1.4%,32.4%,5.9%,26.5%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Miyamori Satoshi,24,0,2,0,3,0,0,106,21.0,30,2,15,14,0,0,1,18,18,7.71,4.85,4.71,2.10,40,140,130,2.86,1.9%,14.2%,13.2%,1.0%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Nishigaki Masaya,1,0,0,0,0,0,0,4,0.1,1,0,0,1,0,1,0,3,3,81.00,21.04,7.30,6.00,4,608,202,59.96,0.0%,0.0%,25.0%,-25.0%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Nishiguchi Naoto,26,0,4,0,7,0,0,109,23.2,32,4,18,9,0,0,1,14,12,4.56,4.85,3.97,1.73,68,140,110,-0.29,3.7%,16.5%,8.3%,8.2%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Norimoto Takahiro,24,8,8,0,0,0,0,636,155.0,134,7,111,44,0,1,5,57,45,2.61,3.06,3.75,1.15,119,88,104,-0.45,1.1%,17.5%,6.9%,10.6%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Sakai Tomohito,47,5,3,1,20,0,0,184,42.1,36,1,30,25,2,0,1,17,14,2.98,3.70,4.53,1.44,104,107,125,-0.72,0.5%,16.3%,13.6%,2.7%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Shiomi Takahiro,1,0,1,0,0,0,0,17,4.0,4,2,4,1,0,0,0,4,4,9.00,8.29,3.04,1.25,34,239,84,0.71,11.8%,23.5%,5.9%,17.6%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Shoji Kosei,19,5,3,0,0,0,0,460,109.2,90,6,93,48,0,5,3,43,41,3.36,3.50,3.82,1.26,92,101,106,-0.14,1.3%,20.2%,10.4%,9.8%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Sung Chia-Hao,49,2,1,0,16,0,0,188,46.2,41,5,35,11,0,0,3,16,15,2.89,3.64,3.52,1.11,107,105,97,-0.75,2.7%,18.6%,5.9%,12.7%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Suzuki Sora,61,1,1,1,22,0,0,195,43.2,37,5,47,25,3,3,4,18,16,3.30,4.30,3.67,1.42,94,124,101,-1.00,2.6%,24.1%,12.8%,11.3%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Takada Koichi,7,0,0,0,0,0,0,44,9.2,14,0,6,2,0,0,2,4,2,1.86,2.42,3.89,1.66,166,70,107,-0.56,0.0%,13.6%,4.5%,9.1%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Takinaka Ryota,8,2,4,0,0,0,0,179,42.1,45,3,18,11,0,1,4,20,18,3.83,3.96,4.41,1.32,81,114,122,-0.13,1.7%,10.1%,6.1%,4.0%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Tanaka Masahiro,24,7,11,0,0,0,0,600,139.1,156,15,81,38,0,5,5,79,76,4.91,4.20,4.08,1.39,63,121,113,0.71,2.5%,13.5%,6.3%,7.2%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Tsurusaki Taisei,7,0,0,0,0,0,0,38,9.2,11,1,7,0,0,0,0,2,2,1.86,2.93,2.96,1.14,166,85,82,-1.07,2.6%,18.4%,0.0%,18.4%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Uchi Seiryu,53,4,2,0,7,0,0,222,55.1,38,5,35,17,2,1,1,17,14,2.28,3.92,3.99,0.99,136,113,110,-1.64,2.3%,15.8%,7.7%,8.1%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Watanabe Shota,51,8,3,1,25,0,0,197,48.2,30,1,41,20,3,2,3,15,13,2.40,2.98,3.73,1.03,129,86,103,-0.58,0.5%,20.8%,10.2%,10.6%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Yuge Hayato,12,0,0,0,0,0,0,47,9.2,12,1,5,4,1,2,0,7,6,5.59,5.21,4.59,1.66,55,150,127,0.38,2.1%,10.6%,8.5%,2.1%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Aoyama Minato,39,0,1,3,1,0,0,186,45.2,32,4,34,23,0,0,5,15,15,2.96,4.20,4.21,1.20,107,119,116,-1.24,2.2%,18.3%,12.4%,5.9%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Cho Yaku,5,0,0,0,0,0,0,25,5.0,10,2,3,1,0,0,0,5,5,9.00,7.64,4.00,2.20,35,216,110,1.36,8.0%,12.0%,4.0%,8.0%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Enns Dietrich,12,1,10,0,0,0,0,236,54.0,53,6,30,23,0,5,1,37,31,5.17,4.93,4.50,1.41,61,140,124,0.24,2.5%,12.7%,9.7%,3.0%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Hirai Katsunori,54,4,3,0,28,0,0,222,53.0,46,3,29,22,3,1,1,15,15,2.55,3.98,4.48,1.28,124,113,124,-1.43,1.4%,13.1%,9.9%,3.2%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Honda Keisuke,25,0,1,0,2,0,0,148,34.2,34,2,29,15,0,0,1,7,6,1.56,3.41,3.85,1.41,202,97,106,-1.85,1.4%,19.6%,10.1%,9.5%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Imai Tatsuya,19,10,5,0,0,2,1,533,133.0,87,11,130,61,0,8,4,38,34,2.30,3.71,3.51,1.11,137,105,97,-1.41,2.1%,24.4%,11.4%,13.0%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Kriske Brooks,14,0,0,7,2,0,0,56,14.0,6,1,13,9,1,0,3,3,3,1.93,4.04,4.09,1.07,164,114,113,-2.11,1.8%,23.2%,16.1%,7.1%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Kumon Katsuhiko,7,1,1,0,0,0,0,25,4.2,7,0,1,5,0,0,0,5,5,9.64,5.82,6.40,2.57,33,165,177,3.82,0.0%,4.0%,20.0%,-16.0%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Mameda Taishi,16,0,0,1,6,0,0,62,15.1,8,0,12,7,0,1,0,1,1,0.59,3.04,3.99,0.98,535,86,110,-2.45,0.0%,19.4%,11.3%,8.1%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Masuda Tatsushi,40,4,4,19,6,0,0,169,38.0,44,5,27,7,0,2,0,24,23,5.45,4.04,3.62,1.34,58,114,100,1.41,3.0%,16.0%,4.1%,11.9%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Matsumoto Wataru,20,6,8,0,0,1,0,496,116.2,102,14,89,48,1,5,3,48,45,3.47,4.43,3.97,1.29,91,125,110,-0.96,2.8%,17.9%,9.7%,8.2%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Miyagawa Tetsu,4,1,2,0,0,0,0,83,16.1,23,3,9,13,0,2,1,13,13,7.16,7.08,5.28,2.20,44,200,146,0.08,3.6%,10.8%,15.7%,-4.9%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Mizukami Yoshinobu,23,0,2,1,5,0,0,75,17.0,12,1,13,14,0,0,0,4,4,2.12,4.74,4.93,1.53,149,134,136,-2.62,1.3%,17.3%,18.7%,-1.4%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Moriwaki Ryosuke,31,2,1,3,12,0,0,117,27.2,22,1,26,15,0,0,1,8,6,1.95,3.25,3.86,1.34,162,92,107,-1.30,0.9%,22.2%,12.8%,9.4%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Omagari Ren,10,0,0,0,0,0,0,50,10.0,14,0,5,8,0,0,2,8,6,5.40,4.44,5.40,2.20,58,126,149,0.96,0.0%,10.0%,16.0%,-6.0%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Sasaki Takeru,21,0,1,0,4,0,0,83,20.2,14,0,13,8,1,1,0,5,2,0.87,3.09,4.20,1.06,363,87,116,-2.22,0.0%,15.7%,9.6%,6.1%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Sato Shunsuke,47,1,2,0,18,0,0,167,39.2,35,1,27,16,2,0,2,15,11,2.50,3.21,4.14,1.29,126,91,114,-0.71,0.6%,16.2%,9.6%,6.6%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Sumida Chihiro,22,9,10,0,0,2,1,554,131.0,123,11,128,41,0,7,2,52,50,3.44,3.27,3.23,1.25,92,93,89,0.17,2.0%,23.1%,7.4%,15.7%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Taira Kaima,23,11,7,0,0,0,0,611,150.0,115,10,153,55,2,5,0,47,40,2.40,3.06,3.20,1.13,132,87,88,-0.66,1.6%,25.0%,9.0%,16.0%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Takahashi Bo,28,0,1,0,0,0,0,151,36.0,20,1,27,19,0,7,2,12,12,3.00,4.06,4.27,1.08,105,115,118,-1.06,0.7%,17.9%,12.6%,5.3%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Takahashi Kona,23,10,8,0,0,4,2,626,155.0,123,8,120,47,1,7,7,47,38,2.21,3.20,3.63,1.10,143,91,100,-0.99,1.3%,19.2%,7.5%,11.7%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Tamura Ichiro,24,2,1,1,6,0,0,93,23.2,14,1,20,8,0,0,4,4,4,1.52,2.91,3.51,0.93,208,82,97,-1.39,1.1%,21.5%,8.6%,12.9%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Tinoco Jesus,38,0,3,0,8,0,0,160,35.0,33,1,29,20,2,3,0,13,11,2.83,3.72,4.24,1.51,112,105,117,-0.89,0.6%,18.1%,12.5%,5.6%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Watanabe Yutaro,2,1,0,0,0,0,0,42,11.0,7,0,4,5,0,0,0,1,1,0.82,3.67,5.04,1.09,385,104,139,-2.85,0.0%,9.5%,11.9%,-2.4%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Yoza Kaito,15,2,6,0,0,1,1,340,83.0,72,9,39,21,0,5,1,38,34,3.69,4.45,4.27,1.12,86,126,118,-0.76,2.6%,11.5%,6.2%,5.3%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Fukuda Suguru,29,1,0,0,3,0,0,100,26.1,11,0,19,10,0,2,4,0,0,0.00,2.96,3.90,0.80,999,85,108,-2.96,0.0%,19.0%,10.0%,9.0%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Hasegawa Takehiro,9,0,0,0,0,0,0,35,8.1,8,0,5,3,0,1,0,1,1,1.08,3.28,4.23,1.32,290,94,117,-2.20,0.0%,14.3%,8.6%,5.7%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Hori Mizuki,5,1,0,0,0,0,0,21,4.0,9,3,3,1,0,0,0,4,4,9.00,12.04,3.85,2.50,35,344,106,-3.04,14.3%,14.3%,4.8%,9.5%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Iguchi Kazutomo,5,0,0,0,0,0,0,23,5.0,6,0,2,3,0,0,1,3,3,5.40,4.04,5.23,1.80,58,115,144,1.36,0.0%,8.7%,13.0%,-4.3%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Ikeda Takahide,51,1,5,0,25,0,0,195,50.1,33,5,45,12,0,2,1,18,16,2.86,3.37,3.11,0.89,109,96,86,-0.51,2.6%,23.1%,6.2%,16.9%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Ishikawa Naoya,16,0,0,1,3,0,0,67,15.1,17,1,12,4,0,1,3,10,10,5.87,3.30,3.61,1.37,53,94,100,2.57,1.5%,17.9%,6.0%,11.9%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Itoh Hiromi,24,7,10,0,0,3,1,649,153.1,147,11,134,41,0,8,2,64,59,3.46,3.18,3.37,1.23,90,91,93,0.28,1.7%,20.6%,6.3%,14.3%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Kanemura Shoma,4,2,1,0,0,0,0,97,25.0,18,0,23,5,0,0,2,7,5,1.80,1.80,2.94,0.92,174,51,81,0.00,0.0%,23.7%,5.2%,18.5%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Katoh Takayuki,24,7,9,0,0,3,1,648,163.1,162,14,83,16,2,1,2,59,52,2.87,3.45,3.77,1.09,109,99,104,-0.58,2.2%,12.8%,2.5%,10.3%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Kawano Ryusei,50,1,4,0,20,0,0,164,42.1,30,1,35,9,0,3,0,9,8,1.70,2.54,3.21,0.92,184,73,89,-0.84,0.6%,21.3%,5.5%,15.8%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Kitaura Ryuji,12,0,0,0,0,0,0,47,11.2,12,1,11,2,0,0,0,4,4,3.09,2.78,2.89,1.20,101,79,80,0.31,2.1%,23.4%,4.3%,19.1%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Kitayama Koki,14,6,5,0,0,0,0,273,66.0,49,9,58,34,1,0,1,26,25,3.41,4.60,3.92,1.26,92,132,108,-1.19,3.3%,21.2%,12.5%,8.7%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Marvel James,8,2,2,0,0,0,0,93,21.2,21,1,12,9,0,1,0,9,6,2.49,3.91,4.48,1.38,126,112,124,-1.42,1.1%,12.9%,9.7%,3.2%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Menez Conner,12,0,2,0,0,0,0,116,25.2,24,1,19,14,0,2,1,13,9,3.16,3.93,4.37,1.48,99,112,121,-0.77,0.9%,16.4%,12.1%,4.3%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Miyanishi Naoki,31,1,3,1,13,0,0,111,23.2,29,3,24,10,3,3,1,7,7,2.66,4.30,3.54,1.65,118,123,98,-1.64,2.7%,21.6%,9.0%,12.6%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Miyauchi Haruki,15,1,0,0,1,0,0,78,16.2,23,1,18,5,1,0,0,12,12,6.48,2.56,3.13,1.68,48,73,86,3.92,1.3%,23.1%,6.4%,16.7%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Nabatame Tsubasa,5,0,1,0,0,0,0,35,8.1,5,0,5,4,0,2,2,3,2,2.16,4.00,4.51,1.08,145,114,125,-1.84,0.0%,14.3%,11.4%,2.9%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Nemoto Haruka,5,3,1,0,0,0,0,105,25.0,12,2,23,14,0,3,0,8,8,2.88,4.28,3.94,1.04,109,122,109,-1.40,1.9%,21.9%,13.3%,8.6%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Ponce Cody,10,4,5,0,0,0,0,237,51.2,59,3,43,17,0,3,2,27,21,3.66,3.29,3.70,1.47,85,94,102,0.37,1.3%,18.1%,7.2%,10.9%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Rodriguez Bryan,37,1,7,0,12,0,0,163,35.1,42,5,20,20,3,0,1,21,20,5.09,5.44,4.80,1.75,61,156,133,-0.35,3.1%,12.3%,12.3%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Saitoh Koki,4,1,0,0,0,0,0,15,3.1,5,2,3,0,0,0,0,4,4,10.80,9.04,2.80,1.50,29,258,77,1.76,13.3%,20.0%,0.0%,20.0%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Sugiura Toshihiro,24,0,1,0,0,0,0,99,22.2,22,4,22,10,1,2,1,9,7,2.78,4.98,3.59,1.41,112,142,99,-2.20,4.0%,22.2%,10.1%,12.1%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Suzuki Kenya,24,6,4,0,1,0,0,273,65.0,59,3,23,21,0,3,0,24,19,2.63,4.04,4.73,1.23,119,115,131,-1.41,1.1%,8.4%,7.7%,0.7%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Tamai Taisho,50,0,2,2,10,0,0,162,37.2,43,3,21,7,1,3,3,14,11,2.63,3.75,3.94,1.33,119,107,109,-1.12,1.9%,13.0%,4.3%,8.7%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Tanaka Eito,2,0,0,0,0,0,0,41,8.1,8,1,4,7,0,1,0,5,5,5.40,6.52,5.53,1.80,58,186,153,-1.12,2.4%,9.8%,17.1%,-7.3%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Tanaka Seigi,47,2,3,25,8,0,0,194,46.1,43,6,46,13,0,0,0,18,18,3.50,3.58,3.10,1.21,89,102,86,-0.08,3.1%,23.7%,6.7%,17.0%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Tateno Kazuaki,4,0,1,0,0,0,0,29,6.0,10,2,7,1,0,0,1,4,4,6.00,5.54,2.73,1.83,52,158,75,0.46,6.9%,24.1%,3.4%,20.7%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Uehara Kenta,19,4,7,0,0,0,0,424,101.1,101,7,74,22,1,4,0,40,31,2.75,3.24,3.57,1.21,114,93,99,-0.49,1.7%,17.5%,5.2%,12.3%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Uwasawa Naoyuki,24,9,9,0,0,2,2,696,170.0,152,14,124,41,0,5,5,66,56,2.96,3.46,3.61,1.14,106,99,100,-0.50,2.0%,17.8%,5.9%,11.9%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Yamamoto Takumi,26,0,0,0,3,0,0,97,24.0,23,2,19,6,0,0,1,4,4,1.50,3.29,3.46,1.21,208,94,96,-1.79,2.1%,19.6%,6.2%,13.4%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Yazawa Kota,2,0,0,0,0,0,0,7,2.0,1,0,3,0,0,0,0,0,0,0.00,0.04,0.51,0.50,999,1,14,-0.04,0.0%,42.9%,0.0%,42.9%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Yoshida Kosei,3,0,0,0,0,0,0,15,3.0,5,1,2,2,1,0,0,3,3,9.00,8.04,4.80,2.33,35,230,133,0.96,6.7%,13.3%,13.3%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
