Pitcher,G,W,L,SV,CG,SHO,PCT,BF,IP,,H,HR,BB,IBB,HB,SO,WP,BK,R,ER,ERA,Team,
Suzuki Ryotaro,27,4,4,2,0,0,.500,233,54,.1,59,5,15,1,1,37,6,0,24,23,3.81,Nipponham Fighters,
Takayama Yuki,30,2,2,0,0,0,.500,157,31,.2,37,4,24,0,4,23,3,0,25,22,6.25,Nipponham Fighters,
Tamai Taisho,1,0,0,0,0,0,.000,3,1,,0,0,0,0,0,2,0,0,0,0,0.00,Nipponham Fighters,
Tanaka Eito,18,0,11,0,1,0,.000,394,84,.2,102,14,39,0,4,52,12,2,59,55,5.85,Nipponham Fighters,
Tanaka Toyoki,31,4,3,2,0,0,.571,148,31,.1,38,3,12,1,4,20,5,0,21,16,4.60,Nipponham Fighters,
Tatsuta Shota,53,4,3,1,0,0,.571,293,67,.2,59,10,39,2,0,64,8,0,34,30,3.99,Nipponham Fighters,
Uehara Kenta,11,2,1,0,0,0,.667,203,46,,53,4,19,0,1,31,4,0,26,19,3.72,Nipponham Fighters,
Urano Hiroshi,15,1,2,5,0,0,.333,90,17,.2,25,7,5,0,1,20,0,0,19,13,6.62,Nipponham Fighters,
Yoshida Kosei,18,2,6,0,0,0,.250,271,62,,63,8,27,0,3,53,2,0,30,30,4.35,Nipponham Fighters,
Yoshida Yuki,20,4,3,1,0,0,.571,338,80,,79,6,21,0,4,66,7,0,35,29,3.26,Nipponham Fighters,
Yoshikawa Mitsuo,7,0,1,0,0,0,.000,73,17,,15,2,8,0,0,17,1,0,9,9,4.76,Nipponham Fighters,
