Pitcher,G,W,L,SV,HLD,CG,SHO,PCT,BF,IP,,H,HR,BB,IBB,HB,SO,WP,BK,R,ER,ERA,Team,
Nakata Ren,8,0,0,0,0,0,0,.000,36,5,.2,8,1,6,0,1,4,1,0,11,6,9.53,Hiroshima Carp,
Nakazaki Shota,36,3,3,9,5,0,0,.500,171,35,.1,44,3,17,2,2,23,0,0,24,16,4.08,Hiroshima Carp,
Nomura Yusuke,18,6,5,0,0,0,0,.545,414,95,.1,96,6,34,2,2,65,0,0,52,43,4.06,Hiroshima Carp,
Okada Akitake,3,0,2,0,0,0,0,.000,39,7,,9,2,11,0,0,4,0,0,12,11,14.14,Hiroshima Carp,
Osera Daichi,26,11,9,0,0,6,2,.550,712,173,.1,176,22,35,2,4,136,4,0,72,68,3.53,Hiroshima Carp,
Regnault Kyle,52,6,3,0,15,0,0,.667,265,59,.1,53,7,34,7,3,67,0,1,25,22,3.34,Hiroshima Carp,
Shimauchi Sotaro,25,0,0,0,0,0,0,.000,127,28,.2,19,1,19,1,2,33,1,0,15,14,4.40,Hiroshima Carp,
Tokoda Hiroki,25,7,6,0,0,1,0,.538,590,139,.2,131,17,48,3,5,101,2,0,54,46,2.96,Hiroshima Carp,
Yabuta Kazuki,4,0,2,0,0,0,0,.000,62,12,.2,17,4,10,0,0,6,0,0,13,13,9.24,Hiroshima Carp,
Yamaguchi Sho,9,1,3,0,0,0,0,.250,117,26,,25,3,13,1,3,21,2,0,14,14,4.85,Hiroshima Carp,
Yasaki Takuya,5,0,0,0,0,0,0,.000,40,8,,10,2,6,0,0,11,0,0,5,5,5.63,Hiroshima Carp,
Akama Ken,7,0,0,0,0,0,0,.000,39,9,.2,7,2,3,0,0,5,1,0,6,6,5.59,DeNA BayStars,
Azuma Katsuki,7,4,2,0,0,0,0,.667,161,38,.1,38,4,10,1,1,31,1,0,17,16,3.76,DeNA BayStars,
Barrios Edison,3,1,2,0,0,0,0,.333,66,14,.2,12,0,10,1,2,11,0,0,8,7,4.30,DeNA BayStars,
Escobar Edwin,74,5,4,0,33,0,0,.556,306,75,.1,60,7,24,2,2,88,1,0,23,21,2.51,DeNA BayStars,
Fujioka Yoshiaki,32,1,0,0,1,0,0,1.000,126,29,,27,2,15,3,0,23,2,0,6,6,1.86,DeNA BayStars,
Hamaguchi Haruhiro,17,6,5,0,1,2,2,.545,341,82,.1,59,8,38,1,3,85,1,0,33,29,3.17,DeNA BayStars,
Hamaya Kodai,2,0,1,0,0,0,0,.000,13,1,.2,3,0,5,1,0,0,0,0,6,6,32.40,DeNA BayStars,
Hirata Shingo,8,0,0,0,1,0,0,.000,48,9,.2,15,2,4,1,2,11,0,0,11,10,9.31,DeNA BayStars,
Iizuka Satoshi,5,0,1,0,0,0,0,.000,52,11,.1,17,4,3,0,1,9,0,0,14,14,11.12,DeNA BayStars,
Imanaga Shota,25,13,7,0,0,3,3,.650,684,170,,128,18,56,8,4,186,2,0,59,55,2.91,DeNA BayStars,
Ino Shoichi,15,4,5,0,0,0,0,.444,309,70,,74,5,28,3,3,50,3,1,43,37,4.76,DeNA BayStars,
Ishida Kenta,40,4,1,0,10,0,0,.800,285,71,.1,59,7,21,4,0,78,2,0,19,17,2.14,DeNA BayStars,
Kamichatani Taiga,25,7,6,0,0,1,1,.538,584,134,,136,14,51,6,3,102,3,1,68,59,3.96,DeNA BayStars,
Kasai Takamasa,16,0,0,0,0,0,0,.000,101,22,.1,23,3,14,3,0,18,3,0,10,10,4.03,DeNA BayStars,
Kuniyoshi Yuki,53,5,3,0,9,0,0,.625,299,69,.1,62,9,28,2,2,81,3,0,37,37,4.80,DeNA BayStars,
Kyoyama Masaya,9,0,6,0,0,0,0,.000,173,35,.2,45,3,27,0,0,29,2,1,26,23,5.80,DeNA BayStars,
Mikami Tomoya,6,0,1,0,1,0,0,.000,25,4,.2,5,0,6,0,0,5,1,0,4,3,5.79,DeNA BayStars,
Mishima Kazuki,71,5,4,0,23,0,0,.556,309,72,.2,67,10,31,4,0,62,2,0,36,35,4.33,DeNA BayStars,
Muto Yuta,31,1,2,0,3,0,0,.333,159,38,,31,4,18,6,1,28,1,0,17,14,3.32,DeNA BayStars,
Nakagawa Koo,3,0,1,0,0,0,0,.000,25,5,,7,2,3,0,0,3,0,0,3,3,5.40,DeNA BayStars,
Nakaushiro Yuhei,4,0,0,0,0,0,0,.000,12,2,.2,3,0,2,0,0,1,0,0,1,1,3.38,DeNA BayStars,
Onuki Shinichi,15,6,5,0,0,0,0,.545,302,66,.2,81,7,25,3,2,54,1,0,38,37,5.00,DeNA BayStars,
Patton Spencer,42,0,3,0,22,0,0,.000,172,36,.2,38,4,22,4,3,45,1,0,24,21,5.15,DeNA BayStars,
Saito Shunsuke,16,0,1,0,0,0,0,.000,115,25,,31,1,8,2,2,20,3,0,19,16,5.76,DeNA BayStars,
Sakaguchi Kosuke,3,0,1,0,0,0,0,.000,37,7,.2,9,0,4,0,1,4,0,0,5,5,5.87,DeNA BayStars,
Sakurai Shuto,14,0,0,0,1,0,0,.000,74,16,.2,17,1,10,0,1,17,1,0,9,9,4.86,DeNA BayStars,
Shindo Takuya,5,0,0,0,0,0,0,.000,39,7,,10,2,6,1,2,5,0,0,7,7,9.00,DeNA BayStars,
Solis Sammy,4,0,0,0,1,0,0,.000,17,4,.1,4,1,2,0,0,2,0,0,1,1,2.08,DeNA BayStars,
Sunada Yoshiki,16,1,0,0,1,0,0,1.000,65,12,.1,21,2,8,2,1,10,1,0,9,7,5.11,DeNA BayStars,
Taira Kentaro,15,5,6,0,0,0,0,.455,289,70,,68,9,17,2,0,55,0,1,34,32,4.11,DeNA BayStars,
Yamasaki Yasuaki,61,3,2,30,4,0,0,.600,243,60,,44,6,19,2,0,54,0,0,18,13,1.95,DeNA BayStars,
Adames Samuel,11,0,1,0,3,0,0,.000,40,9,.1,10,2,4,0,0,4,0,0,7,7,6.75,Yomiuri Giants,
Cook Ryan,13,0,2,6,0,0,0,.000,67,15,,19,2,6,0,0,9,2,0,8,8,4.80,Yomiuri Giants,
De La Rosa Rubby,26,1,0,8,5,0,0,1.000,93,24,,16,4,5,0,1,32,0,0,6,6,2.25,Yomiuri Giants,
Furukawa Yuri,3,1,1,0,0,0,0,.500,21,5,,4,0,2,0,0,10,0,0,4,4,7.20,Yomiuri Giants,
Hatake Seishu,5,0,1,0,0,0,0,.000,76,15,.2,26,2,5,0,1,14,0,0,14,12,6.89,Yomiuri Giants,
Horioka Hayato,3,0,0,0,0,0,0,.000,18,4,.1,5,1,3,0,0,2,1,0,3,3,6.23,Yomiuri Giants,
Ikeda Shun,2,0,0,0,0,0,0,.000,6,1,,2,1,1,0,0,1,0,0,2,2,18.00,Yomiuri Giants,
Imamura Nobutaka,17,3,2,0,0,0,0,.600,349,81,.2,82,9,26,1,8,54,1,0,39,37,4.08,Yomiuri Giants,
Jungmann Taylor,10,3,4,0,0,0,0,.429,206,44,.1,49,9,26,0,3,28,2,0,33,30,6.09,Yomiuri Giants,
Kagiya Yohei,27,0,2,0,6,0,0,.000,117,27,,21,4,18,3,0,11,0,0,11,9,3.00,Yomiuri Giants,
Kuwahara Takuya,15,0,1,0,2,0,0,.000,80,19,,17,4,4,0,2,16,1,0,11,10,4.74,Yomiuri Giants,
Mathieson Scott,28,2,2,1,8,0,0,.500,104,22,.2,28,2,9,2,0,19,0,0,11,11,4.37,Yomiuri Giants,
Mercedes Cristopher Crisostomo,22,8,8,0,0,0,0,.500,512,120,.1,137,12,28,1,5,89,2,0,49,47,3.52,Yomiuri Giants,
Miyaguni Ryosuke,28,0,2,0,3,0,0,.000,122,29,.2,26,2,9,0,1,21,1,0,16,13,3.94,Yomiuri Giants,
Morifuku Masahiko,7,0,0,0,3,0,0,.000,18,4,.1,5,2,0,0,0,5,0,0,3,3,6.23,Yomiuri Giants,
Nakagawa Kota,67,4,3,16,17,0,0,.571,270,64,.2,57,3,18,2,2,74,0,0,19,17,2.37,Yomiuri Giants,
Nogami Ryoma,13,1,2,1,3,0,0,.333,81,18,,19,1,6,0,0,16,1,0,10,7,3.50,Yomiuri Giants,
Oe Ryusei,8,0,0,0,1,0,0,.000,49,10,.2,13,3,3,1,0,7,1,0,9,8,6.75,Yomiuri Giants,
Otake Kan,32,4,0,0,8,0,0,1.000,111,26,,26,2,8,2,0,24,1,0,9,8,2.77,Yomiuri Giants,
Sakamoto Koki,2,0,0,0,0,0,0,.000,12,2,,5,0,0,0,1,3,0,0,3,3,13.50,Yomiuri Giants,
Sakurai Toshiki,29,8,6,0,0,0,0,.571,472,108,.1,109,12,42,0,4,82,1,0,53,52,4.32,Yomiuri Giants,
Sawamura Hirokazu,43,2,2,1,13,0,0,.500,197,48,.1,40,3,17,1,3,55,1,0,14,14,2.61,Yomiuri Giants,
Sugano Tomoyuki,22,11,6,0,0,3,1,.647,577,136,.1,138,20,32,2,3,120,0,0,65,59,3.89,Yomiuri Giants,
Taguchi Kazuto,55,3,3,1,14,0,0,.500,276,65,.1,59,11,18,2,2,66,2,0,30,30,4.13,Yomiuri Giants,
Tahara Seiji,25,2,2,0,5,0,0,.500,70,16,.2,14,1,7,1,0,9,1,0,8,8,4.32,Yomiuri Giants,
Takagi Kyosuke,55,3,1,0,10,0,0,.750,220,54,,51,11,13,2,0,48,1,0,23,23,3.83,Yomiuri Giants,
Takahashi Yuki,18,5,7,0,0,0,0,.417,395,93,,70,14,48,1,5,89,1,0,34,33,3.19,Yomiuri Giants,
Takata Hosei,2,0,0,0,0,0,0,.000,22,5,,7,0,2,1,0,7,0,0,3,3,5.40,Yomiuri Giants,
Togo Shosei,2,1,0,0,0,0,0,1.000,34,8,.2,6,1,3,0,1,11,0,0,2,2,2.08,Yomiuri Giants,
Tone Chiaki,26,0,1,0,8,0,0,.000,104,22,.2,17,2,17,2,3,21,0,0,7,5,1.99,Yomiuri Giants,
Yamaguchi Shun,26,15,4,0,0,0,0,.789,705,170,,137,8,60,1,13,188,4,0,60,55,2.91,Yomiuri Giants,
Yoshikawa Mitsuo,9,0,1,0,3,0,0,.000,35,6,.1,12,2,6,0,0,4,0,0,7,7,9.95,Yomiuri Giants,
Buchanan David,18,4,6,0,0,0,0,.400,438,99,.2,118,10,33,0,4,58,1,0,56,53,4.79,Yakult Swallows,
Hara Juri,12,3,7,0,0,1,0,.300,322,74,,85,10,19,1,5,57,5,0,44,40,4.86,Yakult Swallows,
Hirai Ryo,20,1,1,0,4,0,0,.500,87,19,,24,1,9,0,0,13,2,0,18,18,8.53,Yakult Swallows,
Hoshi Tomoya,10,1,3,0,0,0,0,.250,67,12,.2,15,1,15,1,0,10,1,0,12,12,8.53,Yakult Swallows,
Huff Dave,68,1,5,3,26,0,0,.167,271,65,.2,58,6,21,2,1,58,0,0,31,29,3.97,Yakult Swallows,
Igarashi Ryota,45,5,1,0,4,0,0,.833,193,42,.1,35,4,24,1,3,33,3,1,19,14,2.98,Yakult Swallows,
Ishikawa Masanori,23,8,6,0,0,0,0,.571,514,124,.1,117,18,26,2,4,88,2,1,57,53,3.84,Yakult Swallows,
Ishiyama Taichi,34,2,2,10,5,0,0,.500,137,33,,30,2,8,2,0,31,3,0,12,10,2.73,Yakult Swallows,
Kazahari Ren,14,0,0,0,1,0,0,.000,95,19,,23,5,15,0,2,17,1,0,15,15,7.11,Yakult Swallows,
Kondo Kazuki,59,3,3,0,19,0,0,.500,245,53,,57,6,32,4,0,54,3,0,23,21,3.57,Yakult Swallows,
Kubo Takuma,16,0,0,0,1,0,0,.000,54,11,,13,2,7,1,3,11,2,0,7,7,5.73,Yakult Swallows,
Kuramoto Harutaka,8,0,0,0,0,0,0,.000,63,12,.2,26,3,3,0,1,9,0,0,13,13,9.24,Yakult Swallows,
McGough Scott,65,6,3,11,18,0,0,.667,296,68,.2,71,2,22,4,2,64,2,0,25,24,3.15,Yakult Swallows,
Nakao Hikaru,12,0,1,0,0,0,0,.000,69,14,,17,3,8,1,0,18,3,0,13,13,8.36,Yakult Swallows,
Nakazawa Masato,1,0,0,0,0,0,0,.000,9,1,.2,4,1,0,0,0,1,0,0,4,4,21.60,Yakult Swallows,
Ogawa Yasuhiro,26,5,12,0,0,2,1,.294,686,159,.2,173,26,36,0,2,132,1,0,91,81,4.57,Yakult Swallows,
Oshita Yuma,31,0,2,0,2,0,0,.000,187,41,.2,52,7,12,1,0,30,0,1,26,24,5.18,Yakult Swallows,
Sakamoto Koshiro,19,0,0,0,3,0,0,.000,104,21,.2,22,2,16,0,2,15,2,0,15,14,5.82,Yakult Swallows,
Shimizu Noboru,11,0,3,0,0,0,0,.000,124,26,,33,7,13,0,0,24,0,0,25,21,7.27,Yakult Swallows,
Suarez Albert,4,1,1,0,0,0,0,.500,68,17,.2,11,1,5,0,1,12,0,0,3,3,1.53,Yakult Swallows,
Tagawa Kengo,4,1,2,0,0,0,0,.333,73,15,.1,23,2,6,0,0,12,0,0,16,13,7.63,Yakult Swallows,
Takahashi Keiji,20,4,6,0,0,0,0,.400,438,95,.1,99,14,53,2,8,99,5,0,68,61,5.76,Yakult Swallows,
Takanashi Hirotoshi,21,5,7,0,0,0,0,.417,358,78,,90,13,34,0,4,82,7,0,56,54,6.23,Yakult Swallows,
Tateyama Shohei,2,0,1,0,0,0,0,.000,18,3,.1,5,0,2,0,1,3,0,0,3,2,5.40,Yakult Swallows,
Terahara Hayato,4,2,1,0,0,0,0,.667,75,16,,18,2,9,0,0,9,1,0,11,11,6.19,Yakult Swallows,
Terashima Naruki,3,0,0,0,0,0,0,.000,21,4,,9,0,2,0,0,0,0,0,3,1,2.25,Yakult Swallows,
Umeno Yugo,68,2,3,4,28,0,0,.400,282,67,.2,55,7,25,0,1,77,4,0,34,28,3.72,Yakult Swallows,
Yagi Shogo,1,0,0,0,0,0,0,.000,5,1,,2,1,0,0,0,1,0,0,2,2,18.00,Yakult Swallows,
Yamada Hiroki,14,5,4,0,0,0,0,.556,268,62,.1,70,10,16,1,1,45,1,0,29,27,3.90,Yakult Swallows,
Yamanaka Hirofumi,4,0,2,0,0,0,0,.000,41,9,.2,10,2,2,0,1,5,0,0,8,8,7.45,Yakult Swallows,
Achira Takuma,7,1,3,0,0,0,0,.250,146,34,,37,11,13,2,1,21,0,0,22,22,5.82,Chunichi Dragons,
Fujishima Kento,32,0,2,0,14,0,0,.000,114,29,,19,1,7,2,2,35,0,0,8,8,2.48,Chunichi Dragons,
Fuku Hiroto,52,2,0,0,18,0,0,1.000,216,52,.2,39,3,16,1,2,53,0,0,13,12,2.05,Chunichi Dragons,
Fukutani Koji,1,0,0,0,0,0,0,.000,26,6,,6,1,2,0,0,6,0,0,1,1,1.50,Chunichi Dragons,
Ito Junki,1,0,0,0,0,0,0,.000,13,1,.1,7,0,2,0,0,1,1,0,8,8,54.00,Chunichi Dragons,
Kasahara Shotaro,8,3,2,0,0,0,0,.600,158,34,.2,39,4,17,0,1,22,0,0,23,22,5.71,Chunichi Dragons,
Katsuno Akiyoshi,3,1,2,0,0,0,0,.333,71,16,.1,16,2,9,0,0,9,1,0,11,11,6.06,Chunichi Dragons,
Kinoshita Yusuke,5,0,0,0,0,0,0,.000,30,6,.1,8,0,3,0,0,6,1,0,4,4,5.68,Chunichi Dragons,
Martinez Raidel,43,1,4,8,14,0,0,.200,171,40,.2,34,2,14,1,2,48,1,0,13,12,2.66,Chunichi Dragons,
Matayoshi Katsuki,26,3,3,0,3,0,0,.500,182,44,.1,35,5,19,0,1,37,0,0,21,20,4.06,Chunichi Dragons,
Matsuba Takahiro,1,0,0,0,0,0,0,.000,16,2,.2,5,0,3,0,0,0,0,0,3,3,10.13,Chunichi Dragons,
Matsuzaka Daisuke,2,0,1,0,0,0,0,.000,32,5,.1,12,0,2,0,3,2,0,0,10,10,16.88,Chunichi Dragons,
Mitsuma Takuya,29,2,2,0,4,0,0,.500,143,34,.2,30,6,13,0,2,31,1,0,13,13,3.38,Chunichi Dragons,
Ogasawara Shinnosuke,7,3,1,0,0,0,0,.750,155,38,.2,34,5,7,0,2,32,4,0,12,11,2.56,Chunichi Dragons,
Oguma Ryosuke,14,1,2,0,0,0,0,.333,69,15,.2,13,1,9,1,0,14,0,0,8,6,3.45,Chunichi Dragons,
Okada Toshiya,53,3,2,13,7,0,0,.600,207,50,.1,44,8,14,1,1,53,0,0,20,20,3.58,Chunichi Dragons,
Ono Yudai,25,9,8,0,0,2,2,.529,696,177,.2,132,18,43,2,2,156,2,0,52,51,2.58,Chunichi Dragons,
Rodriguez Joely,64,3,4,1,41,0,0,.429,240,60,.1,42,3,14,2,3,77,4,0,13,11,1.64,Chunichi Dragons,
Romero Enny,21,8,10,0,0,0,0,.444,503,116,.1,106,19,55,1,4,105,2,0,57,55,4.26,Chunichi Dragons,
Sato Yu,7,1,0,0,0,0,0,1.000,45,9,.2,9,0,7,0,0,6,2,0,7,7,6.52,Chunichi Dragons,
Shimizu Tatsuya,8,2,2,0,0,0,0,.500,169,35,.1,40,5,24,1,2,24,3,0,22,17,4.33,Chunichi Dragons,
Sobue Daisuke,44,3,4,1,3,0,0,.429,187,46,.1,42,3,14,3,1,27,2,0,16,16,3.11,Chunichi Dragons,
Suzuki Hiroshi,25,0,2,14,1,0,0,.000,117,25,,29,1,15,0,2,16,0,0,12,12,4.32,Chunichi Dragons,
Tajima Shinji,21,0,1,0,5,0,0,.000,91,21,,18,5,8,0,2,22,4,0,16,16,6.86,Chunichi Dragons,
Tanimoto Keisuke,38,0,1,0,13,0,0,.000,143,29,.1,31,2,21,2,5,24,3,0,17,17,5.22,Chunichi Dragons,
Umetsu Kodai,6,4,1,0,0,0,0,.800,140,34,.2,28,3,11,1,3,34,2,0,9,9,2.34,Chunichi Dragons,
Yamai Daisuke,13,3,5,0,0,0,0,.375,279,65,,66,13,24,0,3,37,2,0,35,35,4.85,Chunichi Dragons,
Yamamoto Takumi,9,3,3,0,0,0,0,.500,194,45,.1,39,4,24,0,1,27,3,0,15,15,2.98,Chunichi Dragons,
Yanagi Yuya,26,11,7,0,0,1,0,.611,703,170,.2,165,21,38,2,3,146,3,0,69,67,3.53,Chunichi Dragons,
Yoshimi Kazuki,5,1,1,0,0,0,0,.500,96,19,.2,30,0,4,0,2,17,1,0,14,14,6.41,Chunichi Dragons,
Albers Andrew,13,2,6,0,0,0,0,.250,278,63,.1,84,12,10,0,2,45,1,0,44,41,5.83,ORIX Buffaloes,
Aranishi Yudai,13,1,4,0,0,0,0,.200,221,51,.2,55,6,18,0,2,42,1,0,32,32,5.57,ORIX Buffaloes,
Cho Yaku,8,2,4,0,0,0,0,.333,126,27,.1,36,7,9,0,1,17,1,0,20,18,5.93,ORIX Buffaloes,
Dickson Brandon,37,2,1,18,5,0,0,.667,150,35,.2,29,1,18,3,0,38,2,0,12,12,3.03,ORIX Buffaloes,
Eppler Tyler,24,4,4,0,3,0,0,.500,137,31,.1,41,2,9,1,0,25,2,0,16,14,4.02,ORIX Buffaloes,
Hidarisawa Yu,4,0,0,0,0,0,0,.000,13,3,,1,0,3,0,0,3,0,0,0,0,0.00,ORIX Buffaloes,
Higa Motoki,45,3,2,1,8,0,0,.600,141,33,.1,32,5,11,2,2,36,0,0,19,17,4.59,ORIX Buffaloes,
Iwamoto Akira,9,0,2,0,1,0,0,.000,43,7,.1,9,2,11,3,0,5,2,0,12,12,14.73,ORIX Buffaloes,
Kaida Tomoyuki,55,1,2,0,22,0,0,.333,196,49,,41,1,11,1,2,33,1,0,15,10,1.84,ORIX Buffaloes,
Kambe Fumiya,19,0,0,0,5,0,0,.000,85,21,,17,4,5,0,2,19,0,0,10,9,3.86,ORIX Buffaloes,
Kaneda Kazuyuki,6,1,0,0,0,0,0,1.000,36,7,.1,12,0,3,0,0,4,1,0,4,4,4.91,ORIX Buffaloes,
Kishida Mamoru,1,0,0,0,0,0,0,.000,1,0,.1,0,0,0,0,0,1,0,0,0,0,0.00,ORIX Buffaloes,
Kobayashi Keisuke,20,0,2,0,3,0,0,.000,82,17,.1,23,4,5,1,0,17,3,0,15,11,5.71,ORIX Buffaloes,
Kondo Taisuke,52,4,6,1,22,0,0,.400,209,49,.2,39,4,22,3,1,61,3,0,19,19,3.44,ORIX Buffaloes,
Masui Hirotoshi,53,1,4,18,14,0,0,.200,230,50,.1,51,5,24,3,1,64,1,0,29,27,4.83,ORIX Buffaloes,
Matsuba Takahiro,5,0,4,0,0,0,0,.000,104,22,.2,26,3,9,1,3,13,0,0,16,14,5.56,ORIX Buffaloes,
Naruse Yoshihisa,6,0,1,0,0,0,0,.000,90,19,.2,24,3,8,0,1,13,0,0,16,16,7.32,ORIX Buffaloes,
Saito Koki,11,0,0,0,1,0,0,.000,46,7,,14,0,9,0,0,8,0,0,10,8,10.29,ORIX Buffaloes,
Sakakibara Tsubasa,13,3,4,0,0,1,0,.429,333,79,.1,64,5,37,0,5,59,6,0,29,24,2.72,ORIX Buffaloes,
Sawada Keisuke,28,2,2,0,17,0,0,.500,122,26,,28,3,15,4,0,19,0,0,14,14,4.85,ORIX Buffaloes,
