Player,Team,Position,Inning,TZR,RngR,DPR,ARM,Error,位置補正,Framing,Blocking,Unnamed: 12
加藤 脩平,巨,CF,5.0,0.3,0.3,-,0.0,0.0,0.0,-,-,
加藤 脩平,巨,RF,2.0,-0.2,-0.5,-,0.3,0.0,0.0,-,-,
加藤 脩平,巨,DH,1.0,-,-,-,-,-,0.0,-,-,
バレンティン,ヤ,LF,791.7,-27.0,-22.9,-,-4.4,0.4,-7.4,-,-,
バレンティン,ヤ,DH,75.7,-,-,-,-,-,-0.9,-,-,
陽川 尚将,神,1B,63.3,-0.4,-0.1,0.2,-,-0.5,-0.7,-,-,
陽川 尚将,神,LF,64.0,0.4,0.2,-,0.2,0.0,-0.6,-,-,
栗原 陵矢,ソ,C,15.0,0.4,-,-,0.4,0.0,0.2,-,-,
栗原 陵矢,ソ,LF,32.0,-0.6,0.1,-,-0.7,0.0,-0.3,-,-,
栗原 陵矢,ソ,DH,18.0,-,-,-,-,-,-0.2,-,-,
メヒア,広,1B,57.0,0.4,-0.2,0.3,-,0.3,-0.6,-,-,
メヒア,広,3B,262.7,-0.5,0.7,0.6,-,-1.7,-1.0,-,-,
ブラッシュ,楽,RF,361.7,1.7,1.9,-,-0.4,0.2,-1.4,-,-,
ブラッシュ,楽,DH,707.7,-,-,-,-,-,-8.3,-,-,
松本 直樹,ヤ,C,173.0,1.2,-,-,1.1,0.0,2.4,-,-,
武山 真吾,中,C,128.3,-1.3,-,-,-1.3,0.0,1.8,-,-,
島田 海吏,神,LF,6.0,0.4,0.1,-,0.3,0.0,-0.1,-,-,
島田 海吏,神,RF,13.0,0.1,0.3,-,-0.3,0.0,-0.1,-,-,
福留 孝介,神,LF,744.3,-2.8,-3.3,-,0.2,0.3,-6.9,-,-,
福留 孝介,神,RF,33.0,1.4,1.3,-,0.1,0.0,-0.1,-,-,
伊藤 裕季也,デ,2B,104.3,0.4,-0.1,0.0,-,0.6,0.3,-,-,
伊藤 裕季也,デ,3B,8.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
鈴木 誠也,広,RF,1228.3,12.9,10.5,-,1.8,0.5,-4.8,-,-,
大山 悠輔,神,1B,138.7,1.7,1.2,0.1,-,0.4,-1.5,-,-,
大山 悠輔,神,3B,1082.3,5.3,7.2,-0.6,-,-1.3,-4.0,-,-,
長谷川 勇也,ソ,LF,59.0,-1.6,-1.7,-,0.1,0.0,-0.6,-,-,
長谷川 勇也,ソ,DH,22.0,-,-,-,-,-,-0.3,-,-,
ビシエド,中,1B,1173.7,0.1,1.6,-0.8,-,-0.7,-12.9,-,-,
ビシエド,中,DH,8.0,-,-,-,-,-,-0.1,-,-,
岡本 和真,巨,1B,703.0,-7.2,-8.1,-0.1,-,1.0,-7.7,-,-,
岡本 和真,巨,3B,430.3,2.3,3.3,-0.6,-,-0.3,-1.6,-,-,
岡本 和真,巨,LF,117.7,0.2,1.0,-,-0.8,0.1,-1.1,-,-,
中田 翔,日,1B,858.0,-0.8,-0.7,0.6,-,-0.7,-9.4,-,-,
中田 翔,日,DH,179.0,-,-,-,-,-,-2.1,-,-,
井上 晴哉,ロ,1B,561.7,1.3,2.1,-0.3,-,-0.6,-6.2,-,-,
井上 晴哉,ロ,DH,443.3,-,-,-,-,-,-5.2,-,-,
デスパイネ,ソ,LF,68.0,2.2,2.3,-,-0.1,0.0,-0.6,-,-,
デスパイネ,ソ,DH,1001.7,-,-,-,-,-,-11.8,-,-,
山川 穂高,西,1B,1270.7,-2.2,-2.2,0.5,-,-0.5,-13.9,-,-,
山川 穂高,西,DH,8.0,-,-,-,-,-,-0.1,-,-,
戸川 大輔,西,1B,1.0,-0.2,-0.2,0.0,-,0.0,0.0,-,-,
戸川 大輔,西,LF,13.0,0.2,0.2,-,0.0,0.0,-0.1,-,-,
戸川 大輔,西,RF,40.0,1.3,0.7,-,1.4,-0.8,-0.2,-,-,
ロメロ,オ,LF,145.0,-1.0,-0.5,-,-0.5,0.1,-1.4,-,-,
ロメロ,オ,DH,528.3,-,-,-,-,-,-6.2,-,-,
杉本 裕太郎,オ,LF,53.0,-0.5,1.1,-,0.1,-1.6,-0.5,-,-,
杉本 裕太郎,オ,RF,44.0,-2.6,-3.1,-,0.4,0.0,-0.2,-,-,
杉本 裕太郎,オ,DH,9.0,-,-,-,-,-,-0.1,-,-,
ウィーラー,楽,3B,646.7,2.9,4.7,0.3,-,-2.1,-2.4,-,-,
ウィーラー,楽,LF,1.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
ウィーラー,楽,DH,302.0,-,-,-,-,-,-3.5,-,-,
レアード,ロ,3B,955.0,-4.3,-6.4,-0.6,-,2.6,-3.6,-,-,
レアード,ロ,DH,182.7,-,-,-,-,-,-2.1,-,-,
橋本 到,楽,LF,3.7,0.3,0.3,-,0.0,0.0,0.0,-,-,
橋本 到,楽,CF,1.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
橋本 到,楽,RF,19.0,0.1,0.1,-,0.0,0.0,-0.1,-,-,
橋本 到,楽,DH,2.0,-,-,-,-,-,0.0,-,-,
高濱 卓也,ロ,1B,2.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
高濱 卓也,ロ,2B,1.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
高濱 卓也,ロ,3B,1.0,0.2,0.2,0.0,-,0.0,0.0,-,-,
高濱 卓也,ロ,SS,3.0,0.6,0.6,0.0,-,0.1,0.0,-,-,
ゲレーロ,巨,LF,630.0,-10.3,-8.3,-,-2.3,0.3,-5.9,-,-,
ゲレーロ,巨,DH,4.0,-,-,-,-,-,0.0,-,-,
九鬼 隆平,ソ,C,2.0,0.0,-,-,0.0,0.0,0.0,-,-,
九鬼 隆平,ソ,DH,2.0,-,-,-,-,-,0.0,-,-,
磯村 嘉孝,広,C,165.3,0.0,-,-,-0.1,0.0,2.3,-,-,
磯村 嘉孝,広,DH,16.0,-,-,-,-,-,-0.2,-,-,
清宮 幸太郎,日,1B,302.7,-0.5,0.0,-0.1,-,-0.4,-3.3,-,-,
清宮 幸太郎,日,LF,113.0,-2.3,-1.3,-,-1.1,0.1,-1.1,-,-,
清宮 幸太郎,日,DH,175.0,-,-,-,-,-,-2.1,-,-,
マレーロ,オ,1B,196.0,1.8,1.8,-0.1,-,0.1,-2.1,-,-,
マレーロ,オ,DH,78.0,-,-,-,-,-,-0.9,-,-,
和田 恋,楽,1B,106.0,-0.3,0.3,-0.1,-,-0.5,-1.2,-,-,
和田 恋,楽,LF,42.0,-0.9,0.2,-,-1.1,0.0,-0.4,-,-,
和田 恋,楽,RF,66.0,-2.5,-2.2,-,-0.3,0.0,-0.3,-,-,
和田 恋,楽,DH,21.0,-,-,-,-,-,-0.2,-,-,
中村 剛也,西,3B,1016.0,2.7,2.5,0.1,-,0.1,-3.8,-,-,
中村 剛也,西,DH,71.0,-,-,-,-,-,-0.8,-,-,
松山 竜平,広,1B,249.7,-2.5,-1.3,-0.1,-,-1.1,-2.7,-,-,
松山 竜平,広,LF,302.3,-8.8,-6.4,-,-2.5,0.2,-2.8,-,-,
松山 竜平,広,DH,25.0,-,-,-,-,-,-0.3,-,-,
谷内 亮太,日,1B,2.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
谷内 亮太,日,2B,19.0,0.4,0.1,0.1,-,0.1,0.1,-,-,
谷内 亮太,日,3B,16.0,-0.1,-0.1,0.0,-,0.0,-0.1,-,-,
谷内 亮太,日,SS,34.0,0.3,-0.1,0.3,-,0.1,0.3,-,-,
甲斐 拓也,ソ,C,1105.7,2.3,-,-,2.3,0.0,15.5,-,-,
甲斐 拓也,ソ,DH,1.0,-,-,-,-,-,0.0,-,-,
加藤 匠馬,中,C,634.0,0.4,-,-,0.2,0.2,8.9,-,-,
赤松 真人,広,CF,1.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
Ｔ－岡田,オ,1B,86.7,-0.8,0.3,-0.1,-,-1.0,-0.9,-,-,
Ｔ－岡田,オ,DH,36.0,-,-,-,-,-,-0.4,-,-,
頓宮 裕真,オ,1B,10.0,0.2,0.2,0.0,-,0.0,-0.1,-,-,
頓宮 裕真,オ,3B,172.0,-2.0,0.0,0.4,-,-2.4,-0.6,-,-,
頓宮 裕真,オ,DH,12.0,-,-,-,-,-,-0.1,-,-,
松本 剛,日,LF,2.0,-0.5,-0.5,-,0.0,0.0,0.0,-,-,
岡田 雅利,西,C,134.0,-1.3,-,-,-1.3,0.0,1.9,-,-,
岡田 雅利,西,DH,1.0,-,-,-,-,-,0.0,-,-,
伏見 寅威,オ,C,87.7,0.5,-,-,0.5,0.0,1.2,-,-,
伏見 寅威,オ,DH,17.0,-,-,-,-,-,-0.2,-,-,
會澤 翼,広,C,926.3,-0.3,-,-,-0.5,0.2,13.0,-,-,
會澤 翼,広,DH,14.0,-,-,-,-,-,-0.2,-,-,
メヒア,西,1B,8.0,0.4,0.3,0.0,-,0.0,-0.1,-,-,
メヒア,西,DH,212.0,-,-,-,-,-,-2.5,-,-,
マルティネス,巨,3B,9.0,-1.0,-1.0,0.0,-,0.0,0.0,-,-,
マルティネス,巨,LF,6.0,1.0,1.0,-,0.0,0.0,-0.1,-,-,
マルティネス,巨,CF,1.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
松田 進,ロ,3B,3.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
松田 進,ロ,SS,6.0,-0.5,-0.5,0.0,-,0.0,0.0,-,-,
栗山 巧,西,LF,116.0,0.0,-2.2,-,2.1,0.1,-1.1,-,-,
栗山 巧,西,DH,822.7,-,-,-,-,-,-9.7,-,-,
石川 亮,日,C,228.0,-1.8,-,-,-1.9,0.1,3.2,-,-,
荒木 郁也,神,1B,6.0,0.2,0.2,0.0,-,0.0,-0.1,-,-,
荒木 郁也,神,LF,11.7,-1.7,-1.2,-,-0.4,0.0,-0.1,-,-,
荒木 郁也,神,DH,5.0,-,-,-,-,-,-0.1,-,-,
コラス,ソ,LF,1.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
コラス,ソ,RF,38.0,-0.7,-0.7,-,-0.1,0.0,-0.1,-,-,
サンタナ,広,1B,42.7,1.9,1.7,-0.1,-,0.3,-0.5,-,-,
サンタナ,広,2B,22.0,-0.7,0.5,0.1,-,-1.3,0.1,-,-,
水口 大地,西,2B,8.0,-0.2,-0.4,0.3,-,0.0,0.0,-,-,
水口 大地,西,3B,19.0,0.1,0.7,-0.3,-,-0.4,-0.1,-,-,
水口 大地,西,DH,15.0,-,-,-,-,-,-0.2,-,-,
内田 靖人,楽,1B,9.0,0.6,0.3,0.2,-,0.0,-0.1,-,-,
ナバーロ,神,1B,90.0,1.3,0.7,0.4,-,0.3,-1.0,-,-,
山崎 憲晴,神,1B,2.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
バルガス,ロ,1B,3.0,0.1,0.2,-0.1,-,0.0,0.0,-,-,
バルガス,ロ,DH,202.7,-,-,-,-,-,-2.4,-,-,
北村 拓己,巨,3B,11.0,0.4,0.1,0.1,-,0.2,0.0,-,-,
山野辺 翔,西,2B,19.0,-0.7,-0.9,0.1,-,0.1,0.1,-,-,
山野辺 翔,西,3B,29.0,0.4,1.7,-0.3,-,-1.0,-0.1,-,-,
山野辺 翔,西,DH,2.0,-,-,-,-,-,0.0,-,-,
モヤ,中,LF,5.0,0.6,0.6,-,0.0,0.0,0.0,-,-,
モヤ,中,RF,34.0,0.3,0.6,-,-0.3,0.0,-0.1,-,-,
戸柱 恭孝,デ,C,245.3,-2.7,-,-,-2.4,-0.2,3.5,-,-,
松井 佑介,オ,CF,4.0,-0.1,-0.2,-,0.2,0.0,0.0,-,-,
松井 佑介,オ,RF,30.0,0.8,1.0,-,-0.2,0.0,-0.1,-,-,
増田 珠,ソ,2B,7.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
増田 珠,ソ,3B,4.0,-0.9,-0.9,0.0,-,0.0,0.0,-,-,
鶴岡 慎也,日,C,180.0,-1.6,-,-,-1.7,0.0,2.5,-,-,
渡辺 直人,楽,DH,1.0,-,-,-,-,-,0.0,-,-,
下水流 昂,広,LF,6.0,-0.6,0.4,-,-0.2,-0.8,-0.1,-,-,
清水 優心,日,C,593.3,0.9,-,-,0.8,0.2,8.3,-,-,
西田 明央,ヤ,C,57.3,-0.1,-,-,-0.2,0.0,0.8,-,-,
西田 明央,ヤ,1B,1.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
高木 渉,西,DH,2.0,-,-,-,-,-,0.0,-,-,
藤井 亮太,ヤ,3B,32.0,0.3,0.2,0.0,-,0.1,-0.1,-,-,
藤井 亮太,ヤ,CF,1.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
斉藤 彰吾,西,RF,4.0,-0.7,-0.2,-,-0.5,0.0,0.0,-,-,
斉藤 彰吾,西,DH,2.0,-,-,-,-,-,0.0,-,-,
宇佐見 真吾,日,C,231.3,-0.3,-,-,-0.4,0.1,3.3,-,-,
宇佐見 真吾,日,DH,18.0,-,-,-,-,-,-0.2,-,-,
俊介,神,LF,1.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
俊介,神,RF,8.0,-0.5,-0.5,-,0.0,0.0,0.0,-,-,
坂本 誠志郎,神,C,113.0,-1.2,-,-,-0.9,-0.2,1.6,-,-,
井野 卓,ヤ,C,33.0,-1.6,-,-,-1.6,0.0,0.5,-,-,
太田 椋,オ,SS,43.0,-1.5,-1.8,0.0,-,0.2,0.3,-,-,
福浦 和也,ロ,1B,1.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
福浦 和也,ロ,DH,8.0,-,-,-,-,-,-0.1,-,-,
實松一成,日,C,10.0,0.2,-,-,0.2,0.0,0.1,-,-,
木下 拓哉,中,C,216.7,0.2,-,-,0.2,0.1,3.0,-,-,
松井 雅人,中,C,85.3,0.1,-,-,0.1,0.0,1.2,-,-,
郡 拓也,日,C,12.0,-0.4,-,-,-0.4,0.0,0.2,-,-,
黒羽 根利規,日,C,11.0,-0.2,-,-,-0.2,0.0,0.2,-,-,
石原 彪,楽,C,20.0,0.4,-,-,0.4,0.0,0.3,-,-,
高城 俊人,オ,C,34.0,-0.6,-,-,-0.6,0.0,0.5,-,-,
宇佐見 真吾,巨,C,9.0,-0.4,-,-,-0.4,0.0,0.1,-,-,
桂 依央利,中,C,18.0,-0.2,-,-,-0.2,0.0,0.3,-,-,
飯田 大祐,オ,C,42.0,-0.4,-,-,-0.4,0.0,0.6,-,-,
岸田 行倫,巨,C,20.0,0.4,-,-,0.4,0.0,0.3,-,-,
中田 祥多,西,C,20.0,0.0,-,-,0.0,0.0,0.3,-,-,
今井 順之助,日,3B,14.0,-0.1,-0.2,0.0,-,0.1,-0.1,-,-,
山田 遥楓,西,SS,32.0,-1.1,-1.1,-0.1,-,0.1,0.3,-,-,
万波中正,日,LF,8.0,-0.1,0.0,-,-0.1,0.0,-0.1,-,-,
石川 駿,中,1B,2.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
白村明弘,日,LF,7.0,0.3,0.3,-,0.0,0.0,-0.1,-,-,
