Pitcher,G,W,L,SV,HLD,CG,SHO,PCT,BF,IP,,H,HR,BB,IBB,HB,SO,WP,BK,R,ER,ERA,Team,
Saiki Hiroto,25,13,3,0,0,4,3,.813,671,167,.2,140,4,38,2,0,137,4,0,35,34,1.83,Hanshin Tigers,
Satoh Ren,1,0,0,0,0,0,0,.000,3,1,,0,0,0,0,0,1,0,0,0,0,0.00,Hanshin Tigers,
Shimamoto Hiroya,33,2,1,0,6,0,0,.667,113,25,.2,27,1,10,0,1,10,1,0,9,8,2.81,Hanshin Tigers,
Takahashi Haruto,5,4,1,0,0,0,0,.800,114,29,.2,20,0,4,0,1,28,1,0,5,5,1.52,Hanshin Tigers,
Tomida Ren,33,0,1,0,4,0,0,.000,142,35,.2,26,1,5,1,2,22,1,1,7,3,0.76,Hanshin Tigers,
Urushihara Taisei,38,1,4,0,5,0,0,.200,153,34,.2,38,0,17,0,0,22,0,0,16,15,3.89,Hanshin Tigers,
Aduwa Makoto,20,6,4,0,0,1,1,.600,452,106,.1,102,9,29,2,5,61,0,0,43,37,3.13,Hiroshima Carp,
Corniel Robert,16,0,0,0,0,0,0,.000,71,17,,15,1,7,0,0,14,0,0,7,5,2.65,Hiroshima Carp,
Endoh Atsushi,3,0,0,0,0,0,0,.000,17,4,,5,0,3,0,0,0,0,0,2,2,4.50,Hiroshima Carp,
Hasebe Ginji,5,0,0,0,1,0,0,.000,25,7,,1,0,5,0,0,4,0,0,0,0,0.00,Hiroshima Carp,
Hatch Thomas,5,0,3,0,0,0,0,.000,105,22,,28,5,10,0,2,18,1,0,18,18,7.36,Hiroshima Carp,
Hearn Taylor,35,0,1,2,17,0,0,.000,129,35,,18,1,7,0,0,26,0,0,5,5,1.29,Hiroshima Carp,
Horie Atsuya,53,2,0,0,16,0,0,1.000,174,40,,39,0,16,0,4,38,1,0,13,7,1.58,Hiroshima Carp,
Kawano Kei,13,0,0,1,0,0,0,.000,72,16,.2,20,1,4,0,1,17,0,0,4,4,2.16,Hiroshima Carp,
Kemna Makoto,5,0,0,0,0,0,0,.000,25,5,,6,0,5,0,0,5,0,0,1,1,1.80,Hiroshima Carp,
Kuri Aren,23,7,10,0,0,1,1,.412,529,131,.2,115,12,29,2,4,95,1,0,49,47,3.21,Hiroshima Carp,
Kuribayashi Ryoji,60,0,6,38,12,0,0,.000,214,55,,33,3,16,2,2,65,3,0,14,12,1.96,Hiroshima Carp,
Kurohara Takumi,53,4,3,0,3,0,0,.571,244,59,.2,40,2,20,0,3,67,0,0,15,14,2.11,Hiroshima Carp,
Masuda Takehisa,10,0,0,0,3,0,0,.000,45,8,.1,12,2,6,0,2,9,0,0,6,6,6.48,Hiroshima Carp,
Matsumoto Ryuya,12,0,1,0,0,0,0,.000,50,12,.2,9,1,5,2,0,10,0,0,4,4,2.84,Hiroshima Carp,
Mori Shohei,5,1,3,0,0,1,0,.250,109,26,.2,25,1,4,1,1,17,0,0,10,8,2.70,Hiroshima Carp,
Morishita Masato,23,10,10,0,0,2,1,.500,612,151,.2,137,6,29,3,7,98,2,0,46,43,2.55,Hiroshima Carp,
Moriura Daisuke,53,2,0,0,17,0,0,1.000,203,46,.2,40,1,27,6,1,43,0,0,13,13,2.51,Hiroshima Carp,
Nakazaki Shota,24,1,1,0,3,0,0,.500,94,23,,24,1,2,0,1,16,1,0,5,5,1.96,Hiroshima Carp,
Nomura Yusuke,3,0,1,0,0,0,0,.000,46,11,,11,1,2,0,0,8,0,0,4,3,2.45,Hiroshima Carp,
Ohmichi Haruki,4,0,0,0,0,0,0,.000,22,4,.1,9,3,0,0,0,2,0,0,5,5,10.38,Hiroshima Carp,
Ohsera Daichi,25,6,6,0,0,2,1,.500,627,155,,118,5,49,3,3,98,0,0,37,32,1.86,Hiroshima Carp,
Shimauchi Sotaro,58,11,6,0,24,0,0,.647,238,55,.1,43,2,27,2,2,53,4,0,20,17,2.77,Hiroshima Carp,
Taka Taichi,1,0,0,0,1,0,0,.000,8,2,,1,0,1,0,0,2,0,0,0,0,0.00,Hiroshima Carp,
Takahashi Kouya,1,0,0,1,0,0,0,.000,3,1,,0,0,0,0,0,1,0,0,0,0,0.00,Hiroshima Carp,
Takita Kazuki,1,1,0,0,0,0,0,1.000,18,4,,2,0,4,0,0,5,0,0,1,1,2.25,Hiroshima Carp,
Tamamura Shogo,15,4,5,0,0,2,0,.444,311,76,,77,3,11,0,2,58,1,0,32,25,2.96,Hiroshima Carp,
Tokoda Hiroki,26,11,9,0,0,0,0,.550,693,167,,170,9,48,4,4,95,0,0,52,46,2.48,Hiroshima Carp,
Tsunehiro Hayato,2,1,0,0,0,0,0,1.000,52,11,,15,0,4,0,1,7,1,0,3,3,2.45,Hiroshima Carp,
Yasaki Takuya,26,1,1,0,10,0,0,.500,108,25,,22,2,13,0,1,17,0,0,10,10,3.60,Hiroshima Carp,
Azuma Katsuki,26,13,4,0,0,2,2,.765,731,183,,166,11,27,2,6,140,0,0,45,44,2.16,DeNA BayStars,
Diaz Yofrec,7,0,0,0,4,0,0,.000,19,4,.2,2,0,3,0,0,1,3,0,0,0,0.00,DeNA BayStars,
Hamaguchi Haruhiro,11,2,4,0,0,1,0,.333,229,52,.2,47,3,29,0,1,45,0,0,26,19,3.25,DeNA BayStars,
Horioka Hayato,6,0,0,0,1,0,0,.000,24,6,,5,0,1,1,0,6,0,0,0,0,0.00,DeNA BayStars,
Ise Hiromu,37,2,3,0,18,0,0,.400,129,32,.1,28,5,5,0,2,28,1,0,13,13,3.62,DeNA BayStars,
Ishida Kenta,6,2,3,0,0,0,0,.400,126,32,,28,5,6,0,0,24,0,0,13,12,3.38,DeNA BayStars,
Ishida Yutaro,12,4,3,0,0,1,1,.571,260,59,,76,4,12,1,0,39,1,0,27,26,3.97,DeNA BayStars,
Ishikawa Tatsuya,15,0,0,0,2,0,0,.000,58,14,,15,1,3,0,1,8,0,0,3,3,1.93,DeNA BayStars,
Jackson Andre,25,8,7,0,0,0,0,.533,587,143,,109,8,51,3,6,121,9,0,53,46,2.90,DeNA BayStars,
Kamichatani Taiga,18,2,2,0,1,0,0,.500,110,22,.2,32,3,11,2,1,16,0,0,14,11,4.37,DeNA BayStars,
Kay Anthony,24,6,9,0,0,1,0,.400,590,136,.2,130,6,53,5,7,119,4,1,61,52,3.42,DeNA BayStars,
Kozono Kenta,1,0,1,0,0,0,0,.000,18,2,.2,7,0,3,0,0,3,0,0,5,5,16.88,DeNA BayStars,
Kyoyama Masaya,23,2,1,0,5,0,0,.667,103,22,.1,18,0,18,4,0,20,3,0,7,5,2.01,DeNA BayStars,
Matsumoto Ryoto,10,0,0,0,1,0,0,.000,50,10,.2,10,0,6,1,2,3,0,0,7,7,5.91,DeNA BayStars,
Matsumoto Ryunosuke,1,0,0,0,0,0,0,.000,22,5,,6,0,3,0,0,4,0,0,2,2,3.60,DeNA BayStars,
Mishima Kazuki,7,1,1,0,0,0,0,.500,33,7,,6,1,6,0,0,7,0,0,4,4,5.14,DeNA BayStars,
Miyagi Daita,1,0,0,0,0,0,0,.000,12,2,,3,0,3,0,0,4,0,0,3,3,13.50,DeNA BayStars,
Mori Yuito,14,1,3,0,1,0,0,.250,157,32,.1,50,4,8,2,3,25,0,0,33,27,7.52,DeNA BayStars,
Morihara Kohei,58,2,6,29,11,0,0,.250,247,59,.2,54,3,12,4,1,59,0,0,18,16,2.41,DeNA BayStars,
Nakagawa Hayate,29,3,0,1,5,0,0,1.000,250,57,,65,3,13,0,6,36,0,0,30,28,4.42,DeNA BayStars,
Nakagawa Koh,31,1,3,0,10,0,0,.250,134,31,,29,2,10,2,1,30,2,0,11,11,3.19,DeNA BayStars,
Ohnuki Shinichi,15,6,7,0,0,0,0,.462,370,88,.1,78,6,24,0,4,58,0,1,35,28,2.85,DeNA BayStars,
Sakamoto Yuya,48,1,1,0,13,0,0,.500,190,45,,43,3,12,2,1,39,3,0,16,11,2.20,DeNA BayStars,
Sasaki Chihaya,28,0,1,1,6,0,0,.000,158,37,,30,3,17,2,2,28,0,0,9,8,1.95,DeNA BayStars,
Taira Kentaro,4,2,0,0,0,1,1,1.000,108,29,.2,24,1,2,0,0,22,0,0,4,4,1.21,DeNA BayStars,
Tokuyama Souma,29,1,1,0,8,0,0,.500,125,29,.1,27,1,15,0,0,12,2,0,10,8,2.45,DeNA BayStars,
Wendelken J.B.,28,1,1,0,16,0,0,.500,109,26,.1,20,1,9,0,2,25,0,0,5,5,1.71,DeNA BayStars,
Wick Rowan,43,5,1,1,11,0,0,.833,193,45,,36,3,20,1,1,50,3,0,16,13,2.60,DeNA BayStars,
Yamasaki Yasuaki,38,3,5,4,11,0,0,.375,163,37,.2,35,4,11,0,3,29,1,1,18,14,3.35,DeNA BayStars,
Yoshino Teruki,7,3,2,0,0,0,0,.600,137,31,.1,34,5,11,0,1,29,1,0,15,15,4.31,DeNA BayStars,
Akahoshi Yuji,21,1,7,0,1,0,0,.125,291,75,,66,8,10,0,2,43,1,0,28,26,3.12,Yomiuri Giants,
Baba Kosuke,1,0,0,0,0,0,0,.000,3,0,.2,1,0,0,0,0,1,0,0,0,0,0.00,Yomiuri Giants,
Baldonado Alberto,58,2,3,9,26,0,0,.400,220,51,.2,40,1,28,1,0,63,2,0,15,14,2.44,Yomiuri Giants,
Funabasama Hiromasa,51,4,0,0,22,0,0,1.000,150,38,,28,4,8,2,3,23,0,0,12,10,2.37,Yomiuri Giants,
Griffin Foster,20,6,4,0,0,0,0,.600,468,116,.2,99,9,23,0,4,126,0,1,40,39,3.01,Yomiuri Giants,
Hatake Seishu,1,0,0,0,0,0,0,.000,10,3,,1,1,0,0,0,3,0,0,1,1,3.00,Yomiuri Giants,
Heinai Ryuta,31,1,2,0,2,0,0,.333,140,33,.1,35,4,6,1,1,22,2,0,11,8,2.16,Yomiuri Giants,
Hotta Kenshin,17,3,3,0,0,0,0,.500,200,51,.1,43,2,13,0,2,30,0,0,14,14,2.45,Yomiuri Giants,
Imamura Nobutaka,7,0,0,0,0,0,0,.000,30,8,,6,0,1,0,1,7,0,0,2,2,2.25,Yomiuri Giants,
Inoue Haruto,25,8,5,0,2,0,0,.615,413,101,,87,5,27,1,3,99,3,0,33,31,2.76,Yomiuri Giants,
Itoh Yusuke,8,0,0,0,1,0,0,.000,32,8,.2,5,0,3,0,1,8,0,0,1,1,1.04,Yomiuri Giants,
Izumi Keisuke,35,2,0,1,5,0,0,1.000,149,37,.1,28,0,11,2,4,30,1,0,10,8,1.93,Yomiuri Giants,
Keller Kyle,52,2,2,1,20,0,0,.500,183,47,,24,5,19,1,0,54,0,0,10,8,1.53,Yomiuri Giants,
Kyomoto Makoto,4,0,0,0,0,0,0,.000,20,5,,4,0,2,1,1,3,0,0,2,2,3.60,Yomiuri Giants,
Mataki Teppei,3,0,1,0,0,0,0,.000,51,10,.1,11,2,10,0,0,7,0,0,7,7,6.10,Yomiuri Giants,
Matsui Hayate,2,0,0,0,0,0,0,.000,9,1,.1,2,1,3,0,0,1,0,0,2,2,13.50,Yomiuri Giants,
Mendez Yohander,2,0,2,0,0,0,0,.000,27,4,.1,6,0,7,0,0,4,0,0,8,6,12.46,Yomiuri Giants,
Nakagawa Kota,15,0,2,0,7,0,0,.000,60,12,.1,19,3,3,0,0,7,0,0,12,12,8.76,Yomiuri Giants,
Nishidate Yuhi,28,1,3,1,20,0,0,.250,126,30,.2,22,2,14,0,0,25,0,0,14,13,3.82,Yomiuri Giants,
Ohe Ryusei,16,0,0,0,5,0,0,.000,56,13,.2,9,1,8,0,0,13,0,0,4,4,2.63,Yomiuri Giants,
Ota Taisei,43,1,2,29,5,0,0,.333,161,41,,28,0,8,2,0,54,1,0,4,4,0.88,Yomiuri Giants,
Sugano Tomoyuki,24,15,3,0,0,3,1,.833,608,156,.2,132,6,16,0,4,111,4,0,31,29,1.67,Yomiuri Giants,
Takahashi Rei,11,2,2,0,0,1,0,.500,199,46,.2,42,3,21,1,1,22,1,0,20,19,3.66,Yomiuri Giants,
Takanashi Yuhei,51,4,3,0,25,0,0,.571,145,35,.1,26,1,15,2,0,29,1,0,9,8,2.04,Yomiuri Giants,
Tanaka Chiharu,3,0,0,0,0,0,0,.000,14,4,,2,0,0,0,0,4,0,0,0,0,0.00,Yomiuri Giants,
Togo Shosei,26,12,8,0,0,4,3,.600,703,180,,129,12,44,3,7,156,3,0,39,39,1.95,Yomiuri Giants,
Yamasaki Iori,24,10,6,0,0,1,1,.625,621,147,.1,140,8,42,1,10,103,2,0,48,46,2.81,Yomiuri Giants,
Yokogawa Kai,12,3,1,0,0,0,0,.750,111,28,.2,23,0,10,1,0,9,0,0,4,3,0.94,Yomiuri Giants,
Espada Jose,24,0,2,0,5,0,0,.000,118,27,,27,3,14,1,0,16,1,0,15,15,5.00,Yakult Swallows,
Hara Juri,7,0,0,0,0,0,0,.000,39,10,,6,1,3,1,0,2,0,0,2,2,1.80,Yakult Swallows,
Hasegawa Hiroki,19,1,0,0,2,0,0,1.000,92,21,,21,4,10,1,1,21,2,0,11,11,4.71,Yakult Swallows,
Hoshi Tomoya,36,1,0,1,2,0,0,1.000,166,37,.1,37,4,18,2,2,33,1,0,15,15,3.62,Yakult Swallows,
Ishihara Yuki,1,0,0,0,0,0,0,.000,5,1,,1,0,0,0,0,0,0,0,1,1,9.00,Yakult Swallows,
Ishikawa Masanori,9,1,4,0,0,1,1,.200,161,37,.1,45,4,6,0,1,10,1,0,20,17,4.10,Yakult Swallows,
Ishiyama Taichi,37,1,0,5,8,0,0,1.000,189,41,.1,53,2,14,5,1,39,3,0,20,20,4.35,Yakult Swallows,
Kanakubo Yuto,5,0,1,0,0,0,0,.000,33,7,.2,5,1,4,0,1,8,0,0,3,3,3.52,Yakult Swallows,
Kayama Shinya,9,0,0,0,1,0,0,.000,24,4,.1,12,0,0,0,0,4,0,0,7,7,14.54,Yakult Swallows,
Kizawa Naofumi,55,3,3,5,16,0,0,.500,225,53,,50,4,20,5,0,46,5,0,19,18,3.06,Yakult Swallows,
Konno Ryuta,6,0,0,0,1,0,0,.000,28,6,.1,7,0,3,1,0,4,0,0,0,0,0.00,Yakult Swallows,
Kozawa Reiji,40,6,6,11,2,0,0,.500,309,77,.2,64,6,23,2,1,66,4,0,22,22,2.55,Yakult Swallows,
Maruyama Shota,27,1,0,0,5,0,0,1.000,125,31,.1,23,0,9,0,1,23,2,0,4,2,0.57,Yakult Swallows,
Matsumoto Kengo,3,1,1,0,0,1,1,.500,60,14,.1,17,2,1,0,1,12,0,0,7,7,4.40,Yakult Swallows,
Miyagawa Tetsu,4,0,0,0,0,0,0,.000,21,4,,9,0,1,0,0,4,0,0,3,3,6.75,Yakult Swallows,
Ogawa Yasuhiro,12,2,5,0,0,0,0,.286,264,62,,75,6,8,2,0,40,0,0,35,32,4.65,Yakult Swallows,
Ohnishi Hiroki,60,9,1,1,23,0,0,.900,235,60,.1,53,3,12,3,2,31,2,0,12,9,1.34,Yakult Swallows,
Okugawa Yasunobu,7,3,2,0,0,0,0,.600,136,32,.2,29,4,9,0,3,12,1,0,12,10,2.76,Yakult Swallows,
Onaka Yuya,1,0,0,0,0,0,0,.000,10,2,,3,1,2,0,0,0,0,0,4,4,18.00,Yakult Swallows,
Rodriguez Elvin,32,1,1,1,8,0,0,.500,183,45,,40,1,12,3,1,44,2,1,13,9,1.80,Yakult Swallows,
Sakaguchi Kousuke,2,0,1,0,0,0,0,.000,43,8,.1,11,0,8,0,0,6,2,0,10,10,10.80,Yakult Swallows,
Shibata Daichi,1,0,0,0,0,0,0,.000,8,2,,1,0,2,0,0,2,0,0,1,1,4.50,Yakult Swallows,
Shimizu Noboru,17,0,3,2,2,0,0,.000,81,17,.1,24,1,4,1,0,8,0,0,14,14,7.27,Yakult Swallows,
Sneed Cy,24,2,8,0,0,1,1,.200,536,120,,148,16,31,1,5,89,3,0,69,67,5.03,Yakult Swallows,
Taguchi Kazuto,41,1,4,7,13,0,0,.200,139,33,.2,34,2,9,0,1,22,2,0,14,11,2.94,Yakult Swallows,
Takahashi Keiji,21,8,9,0,1,0,0,.471,504,115,.2,116,12,38,1,8,106,1,0,55,46,3.58,Yakult Swallows,
Takanashi Hirotoshi,8,1,4,0,0,0,0,.200,158,37,,44,7,8,3,1,37,2,0,19,17,4.14,Yakult Swallows,
Yajure Miguel,23,5,10,0,1,1,1,.333,550,129,.1,130,8,43,7,5,84,5,1,50,48,3.34,Yakult Swallows,
Yamamoto Daiki,44,3,0,1,12,0,0,1.000,126,31,.2,18,0,15,3,0,31,2,0,6,5,1.42,Yakult Swallows,
Yamano Taichi,14,3,4,0,0,0,0,.429,217,50,.1,59,8,12,3,2,32,0,0,38,34,6.08,Yakult Swallows,
Yoshimura Kojiro,23,9,8,0,0,1,1,.529,584,138,.1,144,8,39,3,2,114,0,0,55,49,3.19,Yakult Swallows,
Feliz Michael,17,0,1,0,0,0,0,.000,74,17,.1,15,2,8,0,0,10,3,0,10,10,5.19,Chunichi Dragons,
Fujishima Kento,50,3,3,0,14,0,0,.500,193,49,,29,5,17,0,2,46,1,0,13,12,2.20,Chunichi Dragons,
Fuku Hiroto,13,0,0,0,0,0,0,.000,46,11,.2,4,0,8,0,0,7,0,0,2,2,1.54,Chunichi Dragons,
Fukutani Koji,8,3,1,0,1,0,0,.750,121,29,,30,3,7,0,0,16,1,0,12,12,3.72,Chunichi Dragons,
Habu Shohta,7,0,0,0,0,0,0,.000,55,12,,13,0,6,0,0,9,0,0,10,8,6.00,Chunichi Dragons,
Hashimoto Yuki,47,3,1,0,5,0,0,.750,225,52,,46,0,22,0,2,54,0,0,19,10,1.73,Chunichi Dragons,
Iwasaki Sho,21,0,0,0,1,0,0,.000,94,20,,24,0,11,0,0,18,0,0,14,13,5.85,Chunichi Dragons,
Katsuno Akiyoshi,39,1,1,0,7,0,0,.500,174,41,,44,1,14,3,0,33,2,0,16,16,3.51,Chunichi Dragons,
Martinez Raidel,60,2,3,43,7,0,0,.400,217,58,,35,1,12,2,2,59,0,1,8,7,1.09,Chunichi Dragons,
Matsuba Takahiro,17,5,6,0,0,2,0,.455,381,93,.1,85,8,24,0,2,50,2,0,33,32,3.09,Chunichi Dragons,
Matsukihira Yuta,8,2,4,0,0,0,0,.333,206,48,.2,46,5,16,1,4,40,1,1,20,20,3.70,Chunichi Dragons,
Matsuyama Shinya,59,2,3,0,41,0,0,.400,214,54,.1,38,0,17,5,3,57,2,0,9,8,1.33,Chunichi Dragons,
Mejia Humberto,15,3,8,0,0,0,0,.273,323,75,.2,73,7,24,1,4,51,1,0,42,41,4.88,Chunichi Dragons,
Nakachi Reia,1,0,0,0,0,0,0,.000,3,1,,0,0,0,0,0,2,0,0,0,0,0.00,Chunichi Dragons,
Neo Akira,3,0,1,0,0,0,0,.000,39,7,.2,10,2,7,0,0,7,1,0,9,8,9.39,Chunichi Dragons,
Ogasawara Shinnosuke,24,5,11,0,0,0,0,.313,602,144,.1,151,9,22,2,4,82,2,0,59,50,3.12,Chunichi Dragons,
Ohno Yudai,9,2,6,0,0,0,0,.250,192,44,.1,50,5,12,0,2,27,1,0,27,24,4.87,Chunichi Dragons,
Saitoh Kohki,56,4,3,0,19,0,0,.571,200,47,.1,45,1,18,4,1,44,2,0,11,11,2.09,Chunichi Dragons,
Shimizu Tatsuya,60,3,1,1,36,0,0,.750,229,58,,41,1,18,2,1,52,5,0,12,9,1.40,Chunichi Dragons,
Sobue Daisuke,28,0,0,0,4,0,0,.000,116,28,.1,26,4,6,1,0,15,1,0,13,9,2.86,Chunichi Dragons,
Tajima Shinji,2,0,0,0,1,0,0,.000,6,0,.1,4,0,1,0,0,1,0,0,4,4,108.00,Chunichi Dragons,
Takahashi Hiroto,21,12,4,0,0,1,1,.750,569,143,.2,107,1,34,2,4,130,5,0,27,22,1.38,Chunichi Dragons,
Umeno Yugo,18,1,0,0,2,0,0,1.000,97,21,.2,26,0,6,2,1,12,0,0,13,10,4.15,Chunichi Dragons,
Umetsu Kodai,14,2,8,0,0,0,0,.200,327,77,.1,76,3,31,0,2,72,3,0,35,35,4.07,Chunichi Dragons,
Wakui Hideaki,16,3,5,0,0,0,0,.375,349,85,,79,4,23,1,2,46,3,0,31,29,3.07,Chunichi Dragons,
Yanagi Yuya,13,4,5,0,0,0,0,.444,286,67,,75,5,20,1,0,34,3,0,29,28,3.76,Chunichi Dragons,
Abe Shota,17,0,1,0,4,0,0,.000,63,14,.2,12,0,7,0,0,13,0,0,3,3,1.84,ORIX Buffaloes,
Azuma Kohei,10,3,4,0,0,0,0,.429,242,58,.2,47,3,15,0,6,38,1,0,18,17,2.61,ORIX Buffaloes,
Castillo Luis,15,3,5,0,0,0,0,.375,378,94,.1,75,5,18,0,2,74,1,0,37,31,2.96,ORIX Buffaloes,
Espinoza Anderson,22,7,9,0,0,1,0,.438,550,133,.2,122,2,48,0,6,113,1,0,43,39,2.63,ORIX Buffaloes,
Higa Motoki,5,0,0,0,0,0,0,.000,14,3,.2,1,0,3,1,0,3,0,0,0,0,0.00,ORIX Buffaloes,
Hirano Yoshihisa,12,1,1,7,1,0,0,.500,58,10,.2,19,1,5,0,0,11,0,0,10,5,4.22,ORIX Buffaloes,
Honda Hitomi,23,2,0,0,9,0,0,1.000,92,22,,21,1,5,0,1,21,1,1,7,7,2.86,ORIX Buffaloes,
Iguchi Kazutomo,32,1,2,0,3,0,0,.333,134,32,.1,29,0,11,0,2,25,0,0,15,15,4.18,ORIX Buffaloes,
Kawase Kento,8,0,1,0,0,0,0,.000,51,10,.1,11,0,7,0,1,3,0,0,5,4,3.48,ORIX Buffaloes,
Kogita Atsuya,13,1,1,0,8,0,0,.500,46,13,,9,0,0,0,0,11,0,0,2,2,1.38,ORIX Buffaloes,
Kotajima Seiryu,50,2,1,0,24,0,0,.667,179,45,.2,30,2,17,1,1,43,1,0,6,4,0.79,ORIX Buffaloes,
Machado Andres,53,5,3,23,14,0,0,.625,211,53,.1,36,1,18,1,1,58,0,0,13,12,2.03,ORIX Buffaloes,
Mae Yuito,4,0,0,0,0,0,0,.000,25,5,,8,1,2,0,0,5,0,0,5,4,7.20,ORIX Buffaloes,
Miyagi Hiroya,20,7,9,0,0,3,0,.438,560,141,.2,115,7,22,0,3,139,2,0,31,30,1.91,ORIX Buffaloes,
Mukunoki Ren,10,1,1,0,0,0,0,.500,60,13,,18,0,2,0,1,7,1,0,8,8,5.54,ORIX Buffaloes,
Muranishi Ryota,1,0,0,0,0,0,0,.000,6,1,,1,1,2,0,0,0,0,0,1,1,9.00,ORIX Buffaloes,
Perdomo Luis,28,1,0,4,14,0,0,1.000,105,28,,20,1,3,0,0,19,0,0,2,2,0.64,ORIX Buffaloes,
Saiki Kaito,15,0,2,0,1,0,0,.000,100,23,,28,2,6,0,0,15,0,0,14,13,5.09,ORIX Buffaloes,
Saito Kyosuke,8,2,3,0,0,0,0,.400,165,37,.2,29,2,19,0,2,28,1,0,20,17,4.06,ORIX Buffaloes,
Satoh Kazuma,5,1,1,0,1,0,0,.500,53,11,.2,13,1,4,0,2,5,1,0,11,7,5.40,ORIX Buffaloes,
Sotani Ryuhei,20,7,11,0,0,0,0,.389,490,119,,112,4,27,0,1,117,1,0,37,31,2.34,ORIX Buffaloes,
Suzuki Hiroshi,32,1,1,0,9,0,0,.500,166,39,.1,40,4,14,2,2,32,0,0,14,13,2.97,ORIX Buffaloes,
Tajima Daiki,21,6,8,0,0,0,0,.429,501,117,.1,121,10,34,0,2,87,4,0,51,48,3.68,ORIX Buffaloes,
Takashima Taito,21,2,2,0,4,0,0,.500,238,56,,50,3,20,0,4,30,1,0,27,25,4.02,ORIX Buffaloes,
Tomiyama Ryoga,16,0,0,0,3,0,0,.000,52,11,,10,0,5,1,3,8,1,0,6,4,3.27,ORIX Buffaloes,
Udagawa Yuki,13,0,2,0,3,0,0,.000,50,11,.2,4,0,12,0,0,14,0,0,6,3,2.31,ORIX Buffaloes,
Yamada Nobuyoshi,50,3,2,0,16,0,0,.600,177,43,.1,30,1,16,2,2,44,0,0,13,10,2.08,ORIX Buffaloes,
Yamaoka Taisuke,6,0,0,0,1,0,0,.000,21,5,.1,5,1,1,0,0,5,0,0,2,2,3.38,ORIX Buffaloes,
Yamashita Shunpeita,14,3,6,0,0,1,0,.333,269,64,,49,5,31,0,5,83,4,0,25,24,3.38,ORIX Buffaloes,
Yamazaki Soichiro,7,0,1,0,0,0,0,.000,28,6,.2,7,0,3,0,0,2,0,0,1,1,1.35,ORIX Buffaloes,
Yoshida Kosei,50,4,0,0,14,0,0,1.000,173,40,.2,40,1,14,0,5,30,1,0,15,15,3.32,ORIX Buffaloes,
Azuma Yusuke,6,0,1,0,0,0,0,.000,37,7,.1,13,2,2,0,1,7,1,0,9,9,11.05,Lotte Marines,
Cordero Jimmy,5,0,1,0,2,0,0,.000,23,5,,8,1,2,0,0,1,1,0,4,4,7.20,Lotte Marines,
Dykstra James,3,1,0,0,0,0,0,1.000,49,11,,10,2,8,0,0,11,1,0,3,2,1.64,Lotte Marines,
