Pitcher,G,W,L,SV,CG,SHO,PCT,BF,IP,,H,HR,BB,IBB,HB,SO,WP,BK,R,ER,ERA,Team,
Okadome Hidetaka,8,0,0,0,0,0,.000,30,7,,7,1,3,0,0,3,0,0,3,3,3.86,Hanshin Tigers,
Oyokawa Masaki,9,4,1,0,1,0,.800,151,37,.1,28,3,13,0,0,43,1,0,11,10,2.41,Hanshin Tigers,
Satoh Ren,49,2,0,3,0,0,1.000,219,48,.2,39,0,26,0,7,51,6,1,12,11,2.03,Hanshin Tigers,
Shiiba Tsuyoshi,23,0,0,0,0,0,.000,133,30,.1,35,2,13,0,2,18,6,1,19,15,4.45,Hanshin Tigers,
Shimamoto Hiroya,10,1,0,0,0,0,1.000,44,9,.2,9,2,6,0,0,3,1,0,6,4,3.72,Hanshin Tigers,
Suzuki Yuto,16,0,3,0,0,0,.000,124,25,.1,23,3,24,0,0,18,3,0,17,13,4.62,Hanshin Tigers,
Takahashi Haruto,10,0,3,0,1,0,.000,151,39,,30,1,5,0,1,44,2,0,11,11,2.54,Hanshin Tigers,
Tomida Ren,5,2,3,0,0,0,.400,120,29,.2,26,0,9,0,2,17,0,0,11,7,2.12,Hanshin Tigers,
Tsuda Junya,17,2,5,0,0,0,.286,246,53,,75,5,15,0,2,34,3,0,45,31,5.26,Hanshin Tigers,
Urushihara Taisei,7,0,0,1,0,0,.000,22,6,.2,2,0,1,0,0,8,1,0,0,0,0.00,Hanshin Tigers,
Yuasa Atsuki,25,2,2,5,0,0,.500,102,21,.2,25,1,14,0,1,12,1,0,18,18,7.48,Hanshin Tigers,
Aduwa Makoto,1,1,0,0,0,0,1.000,17,5,,1,0,1,0,0,3,0,0,0,0,0.00,Hiroshima Carp,
Akatsuka Kento,13,1,0,0,0,0,1.000,60,13,,10,1,11,0,1,10,0,0,5,5,3.46,Hiroshima Carp,
Corniel Robert,17,2,1,6,0,0,.667,59,16,.1,4,0,5,0,0,24,0,0,2,1,0.55,Hiroshima Carp,
Endoh Atsushi,21,5,2,0,0,0,.714,310,77,.2,58,3,25,0,2,51,2,1,21,15,1.74,Hiroshima Carp,
Fujii Reira,9,0,0,0,0,0,.000,46,10,,13,1,2,0,1,8,2,0,10,9,8.10,Hiroshima Carp,
Hasebe Ginji,25,2,2,2,0,0,.500,97,23,,21,0,9,0,1,22,2,0,4,3,1.17,Hiroshima Carp,
Hatch Thomas,15,5,4,0,0,0,.556,284,72,.1,59,2,13,0,2,46,7,4,26,19,2.36,Hiroshima Carp,
Hearn Taylor,10,0,0,3,0,0,.000,37,9,.2,6,0,3,0,0,9,1,0,0,0,0.00,Hiroshima Carp,
Hidaka Atsumi,14,2,5,0,0,0,.286,231,49,.1,54,6,27,0,5,20,1,0,33,29,5.29,Hiroshima Carp,
Kawano Kei,19,1,1,5,0,0,.500,79,19,.2,15,0,4,0,2,14,0,0,6,6,2.75,Hiroshima Carp,
Kemna Makoto,12,2,2,0,0,0,.500,62,13,.2,13,0,6,0,2,5,2,0,4,2,1.32,Hiroshima Carp,
Kobayashi Tatsuto,18,1,2,1,0,0,.333,88,18,.2,29,2,5,0,3,10,2,0,12,11,5.30,Hiroshima Carp,
Kurohara Takumi,1,1,0,0,0,0,1.000,20,5,,2,0,2,0,0,4,0,0,0,0,0.00,Hiroshima Carp,
Masuda Takehisa,22,1,1,2,0,0,.500,95,20,.2,23,1,7,0,2,11,2,0,9,7,3.05,Hiroshima Carp,
Matsumoto Ryuya,29,0,0,3,0,0,.000,110,29,,20,0,4,1,0,34,0,0,8,8,2.48,Hiroshima Carp,
Mori Shohei,17,4,6,1,0,0,.400,403,96,,99,6,17,0,2,88,9,0,37,26,2.44,Hiroshima Carp,
Morishita Masato,1,0,0,0,0,0,.000,26,6,,8,0,1,0,0,3,0,0,2,2,3.00,Hiroshima Carp,
Nakazaki Shota,9,0,1,0,0,0,.000,35,9,,9,0,0,0,0,7,1,0,2,1,1.00,Hiroshima Carp,
Nomura Yusuke,16,4,3,0,0,0,.571,293,70,.1,64,4,24,0,0,37,0,0,28,26,3.33,Hiroshima Carp,
Ohmichi Haruki,31,1,0,6,0,0,1.000,125,30,.1,25,1,10,0,1,36,2,0,13,12,3.56,Hiroshima Carp,
Ohsera Daichi,1,0,0,0,0,0,.000,22,5,,4,0,2,0,0,5,0,0,0,0,0.00,Hiroshima Carp,
Okada Akitake,28,1,0,0,0,0,1.000,122,28,,18,0,19,0,2,17,5,0,9,7,2.25,Hiroshima Carp,
Saitoh Yuta,7,0,3,0,0,0,.000,82,17,.2,18,2,11,1,0,10,0,0,12,12,6.11,Hiroshima Carp,
Sakata Rei,5,0,1,0,0,0,.000,20,3,,4,0,6,0,2,1,0,0,6,6,18.00,Hiroshima Carp,
Shinya Soh,9,1,0,0,0,0,1.000,44,8,.2,5,1,13,0,2,6,2,0,11,11,11.42,Hiroshima Carp,
Sugihara Mirai,2,0,0,0,0,0,.000,12,2,,3,1,3,0,0,1,0,0,3,3,13.50,Hiroshima Carp,
Sugita Takeru,18,2,5,0,0,0,.286,290,69,.1,60,4,22,0,7,46,4,0,28,24,3.12,Hiroshima Carp,
Taka Taichi,14,2,5,0,0,0,.286,231,51,.2,69,2,11,0,2,25,3,0,35,28,4.88,Hiroshima Carp,
Takahashi Kouya,32,3,2,0,0,0,.600,147,31,,39,0,16,1,2,27,6,0,15,11,3.19,Hiroshima Carp,
Takita Kazuki,14,1,2,0,0,0,.333,184,42,.2,34,2,30,0,0,31,0,0,16,14,2.95,Hiroshima Carp,
Tamamura Shogo,8,4,3,0,0,0,.571,202,51,,43,3,11,0,1,24,1,0,14,13,2.29,Hiroshima Carp,
Tone Chiaki,16,0,2,1,0,0,.000,72,14,.2,17,2,10,0,2,9,2,0,17,17,10.43,Hiroshima Carp,
Tsuji Taiga,13,0,1,0,0,0,.000,65,12,.1,21,1,6,0,1,6,0,0,17,8,5.84,Hiroshima Carp,
Tsunehiro Hayato,12,2,6,0,1,1,.250,284,63,.2,71,6,24,0,4,46,4,1,35,28,3.96,Hiroshima Carp,
Uchima Takuma,29,1,2,0,0,0,.333,118,27,,25,2,14,0,1,21,4,0,14,12,4.00,Hiroshima Carp,
Yasaki Takuya,14,1,0,5,0,0,1.000,55,13,.2,8,0,6,0,0,12,1,0,4,4,2.63,Hiroshima Carp,
Diaz Yofrec,35,2,2,1,0,0,.500,153,35,,23,0,28,0,0,39,3,1,10,7,1.80,DeNA BayStars,
Hamaguchi Haruhiro,14,4,2,0,0,0,.667,216,55,.1,35,3,15,0,1,41,1,0,12,8,1.30,DeNA BayStars,
Hashimoto Tatsuya,5,0,0,0,0,0,.000,22,4,.2,6,0,1,0,0,4,0,0,3,3,5.79,DeNA BayStars,
Horioka Hayato,33,2,2,6,0,0,.500,152,35,,32,0,12,0,1,36,3,0,17,15,3.86,DeNA BayStars,
Ise Hiromu,10,1,0,3,0,0,1.000,38,9,.1,6,0,3,0,0,5,0,0,1,0,0.00,DeNA BayStars,
Ishida Kenta,6,3,1,0,0,0,.750,101,25,.2,19,1,6,0,1,14,0,0,5,4,1.40,DeNA BayStars,
Ishida Yutaro,10,1,3,0,0,0,.250,198,48,,48,5,10,0,1,46,2,0,19,17,3.19,DeNA BayStars,
Ishikawa Tatsuya,28,4,2,0,0,0,.667,161,38,,40,3,9,0,0,27,2,0,14,12,2.84,DeNA BayStars,
Jackson Andre,4,1,1,0,0,0,.500,73,17,,21,2,6,0,0,16,0,0,8,7,3.71,DeNA BayStars,
Kamichatani Taiga,23,2,5,0,0,0,.286,172,38,.2,42,1,10,0,2,34,3,0,21,19,4.42,DeNA BayStars,
Kay Anthony,2,2,0,0,0,0,1.000,39,11,.2,7,1,2,0,0,10,0,0,2,2,1.54,DeNA BayStars,
Konno Ryuto,4,0,1,0,0,0,.000,17,4,,2,0,2,0,1,4,0,0,1,0,0.00,DeNA BayStars,
Kozono Kenta,18,3,3,0,1,0,.500,321,70,.2,78,8,27,0,5,47,1,2,40,35,4.46,DeNA BayStars,
Kusano Haruto,2,0,0,0,0,0,.000,9,1,.1,4,0,2,0,0,0,0,0,3,2,13.50,DeNA BayStars,
Kyoyama Masaya,17,0,0,1,0,0,.000,75,18,,17,2,5,0,1,15,1,0,10,9,4.50,DeNA BayStars,
Marcelino Hansel,9,0,0,1,0,0,.000,41,8,.1,7,0,8,0,1,12,2,2,6,4,4.32,DeNA BayStars,
Martinez Alexander,2,0,0,0,0,0,.000,8,2,,1,0,1,0,0,1,0,0,0,0,0.00,DeNA BayStars,
Matsumoto Ryoto,32,3,0,0,0,0,1.000,143,33,.1,31,0,13,0,5,28,0,1,12,10,2.70,DeNA BayStars,
Matsumoto Ryunosuke,19,3,1,0,0,0,.750,253,59,.2,51,2,32,0,2,52,4,0,24,20,3.02,DeNA BayStars,
Mishima Kazuki,29,1,1,3,0,0,.500,162,38,,30,2,14,0,1,28,5,1,9,7,1.66,DeNA BayStars,
Miura Ginji,17,2,1,0,0,0,.667,82,15,.2,21,1,12,0,3,8,1,0,17,15,8.62,DeNA BayStars,
Miyagi Daita,31,4,3,0,0,0,.571,258,59,.2,58,3,20,0,4,53,1,0,29,26,3.92,DeNA BayStars,
Mori Yuito,11,2,1,1,0,0,.667,238,61,,53,5,7,0,1,40,1,0,20,18,2.66,DeNA BayStars,
Morishita Ryudai,13,2,2,0,0,0,.500,258,61,.1,65,1,15,0,5,40,1,0,18,9,1.32,DeNA BayStars,
Nakagawa Hayate,2,2,0,0,0,0,1.000,24,6,,7,1,0,0,0,2,0,0,2,2,3.00,DeNA BayStars,
Nakagawa Koh,8,0,0,0,0,0,.000,31,8,,3,0,4,0,0,12,0,0,3,3,3.38,DeNA BayStars,
Ohnuki Shinichi,7,2,1,0,0,0,.667,127,32,,29,1,10,0,1,20,1,1,12,12,3.38,DeNA BayStars,
Sakamoto Yuya,9,0,0,0,0,0,.000,51,12,.2,9,0,2,0,0,12,0,0,2,2,1.42,DeNA BayStars,
Sasaki Chihaya,18,0,0,0,0,0,.000,81,20,.1,13,0,7,0,2,23,0,0,5,2,0.89,DeNA BayStars,
Shimizu Manato,1,0,0,0,0,0,.000,7,1,,1,0,2,0,1,3,0,0,1,1,9.00,DeNA BayStars,
Shoji Haruto,21,8,5,0,0,0,.615,439,107,.1,96,5,36,0,9,73,5,0,29,28,2.35,DeNA BayStars,
Taira Kentaro,6,1,1,0,0,0,.500,98,26,.1,19,0,2,0,0,24,0,0,4,4,1.37,DeNA BayStars,
Takada Takuto,13,0,4,0,0,0,.000,103,20,,29,2,15,0,0,10,0,0,21,19,8.55,DeNA BayStars,
Watanabe Aki,48,7,0,9,0,0,1.000,188,48,,23,1,20,1,3,51,0,0,12,12,2.25,DeNA BayStars,
Wendelken J.B.,3,0,0,0,0,0,.000,15,3,,6,0,0,0,0,5,0,0,5,0,0.00,DeNA BayStars,
Wick Rowan,13,1,0,1,0,0,1.000,58,13,.1,9,0,6,0,3,14,2,0,9,7,4.73,DeNA BayStars,
Yamasaki Yasuaki,11,2,1,2,0,0,.667,45,11,,9,0,0,0,2,10,0,0,3,0,0.00,DeNA BayStars,
Yoshino Teruki,16,4,5,0,0,0,.444,279,66,.1,61,6,23,0,2,53,0,0,27,24,3.26,DeNA BayStars,
Akahoshi Yuji,8,2,2,0,0,0,.500,106,28,.1,18,0,4,0,2,19,0,0,5,4,1.27,Yomiuri Giants,
Baba Kosuke,46,4,1,2,0,0,.800,183,44,.2,41,2,13,0,2,47,4,0,14,13,2.62,Yomiuri Giants,
Funabasama Hiromasa,2,0,0,0,0,0,.000,7,2,,1,0,0,0,0,3,0,0,0,0,0.00,Yomiuri Giants,
Griffin Foster,4,1,2,0,0,0,.333,85,21,.1,19,2,4,0,0,23,0,0,7,6,2.53,Yomiuri Giants,
Hatake Seishu,37,2,1,2,0,0,.667,164,44,.2,23,1,11,0,2,35,2,0,7,7,1.41,Yomiuri Giants,
Heinai Ryuta,14,1,1,2,0,0,.500,55,14,,11,2,2,0,1,12,1,0,5,5,3.21,Yomiuri Giants,
Hotta Kenshin,12,3,2,0,1,0,.600,217,52,,53,6,10,0,3,44,2,0,25,22,3.81,Yomiuri Giants,
Imamura Nobutaka,42,2,2,0,0,0,.500,176,44,.1,32,1,9,0,6,41,3,0,11,10,2.03,Yomiuri Giants,
Inoue Haruto,3,0,0,0,0,0,.000,50,13,,13,0,1,0,1,14,0,0,5,5,3.46,Yomiuri Giants,
Itoh Yusuke,40,4,0,14,0,0,1.000,169,42,,28,0,19,0,3,34,3,0,6,6,1.29,Yomiuri Giants,
Izumi Keisuke,11,1,0,1,0,0,1.000,39,11,,5,0,3,0,0,10,0,0,0,0,0.00,Yomiuri Giants,
Keller Kyle,5,0,0,0,0,0,.000,18,5,,3,0,2,0,0,5,1,0,0,0,0.00,Yomiuri Giants,
Kikuchi Taiki,36,6,2,1,0,0,.750,149,36,,31,2,8,0,1,45,2,0,7,4,1.00,Yomiuri Giants,
Kinoshita Motoya,2,0,1,0,0,0,.000,22,4,,7,0,3,0,1,5,1,0,4,2,4.50,Yomiuri Giants,
Kondoh Taisuke,44,3,2,3,0,0,.600,174,40,.2,37,0,16,0,0,51,0,0,17,16,3.54,Yomiuri Giants,
Kyomoto Makoto,30,2,1,2,0,0,.667,147,30,.2,38,3,15,0,2,29,3,0,18,17,4.99,Yomiuri Giants,
Luciano Elvis,10,1,0,0,0,0,1.000,36,10,,5,1,4,0,0,5,1,0,2,2,1.80,Yomiuri Giants,
Mataki Teppei,20,5,3,0,0,0,.625,350,87,,76,4,22,0,2,70,1,1,24,20,2.07,Yomiuri Giants,
Matsui Hayate,15,2,5,0,0,0,.286,294,67,,62,5,30,0,4,50,1,0,36,29,3.90,Yomiuri Giants,
Mendez Yohander,22,6,5,0,0,0,.545,461,105,,104,3,38,0,13,91,3,1,48,46,3.94,Yomiuri Giants,
Morita Shunya,3,1,1,0,0,0,.500,39,10,,9,0,2,0,0,7,1,0,2,2,1.80,Yomiuri Giants,
Nakagawa Kota,20,1,1,0,0,0,.500,83,20,,19,1,2,0,0,15,0,0,7,3,1.35,Yomiuri Giants,
Naoe Daisuke,17,2,3,0,0,0,.400,188,45,,51,2,9,0,2,23,2,0,17,16,3.20,Yomiuri Giants,
Nishidate Yuhi,10,1,0,0,0,0,1.000,148,38,.2,23,2,11,0,0,54,2,0,7,6,1.40,Yomiuri Giants,
Ohe Ryusei,32,0,1,0,0,0,.000,123,28,.2,23,1,13,0,4,36,0,0,10,10,3.14,Yomiuri Giants,
Ota Taisei,5,0,0,1,0,0,.000,16,5,,1,0,0,0,0,8,0,0,0,0,0.00,Yomiuri Giants,
Ramos Eury,2,0,0,0,0,0,.000,8,2,,1,0,0,0,0,4,0,0,0,0,0.00,Yomiuri Giants,
Suzuki Kohei,30,0,0,0,0,0,.000,129,30,.1,21,1,18,0,2,26,3,0,9,8,2.37,Yomiuri Giants,
Takahashi Rei,14,2,3,0,0,0,.400,284,64,.2,78,4,17,0,4,38,1,0,29,21,2.92,Yomiuri Giants,
Takahashi Yuki,2,1,0,0,0,0,1.000,31,6,,9,0,4,0,2,4,0,0,4,4,6.00,Yomiuri Giants,
Takanashi Yuhei,6,0,0,0,0,0,.000,27,6,,6,1,2,0,1,6,0,0,2,1,1.50,Yomiuri Giants,
Tanaka Chiharu,29,5,3,0,0,0,.625,231,52,.1,51,1,32,1,2,55,3,0,23,21,3.61,Yomiuri Giants,
Toda Natsuki,29,2,2,2,0,0,.500,132,31,,25,0,16,0,0,28,1,0,12,7,2.03,Yomiuri Giants,
Tomida Ryu,4,1,0,0,0,0,1.000,16,4,,3,0,1,0,1,7,0,0,2,1,2.25,Yomiuri Giants,
Yamada Ryusei,29,2,2,0,0,0,.500,105,27,.1,14,1,11,0,1,32,3,0,6,5,1.65,Yomiuri Giants,
Yokogawa Kai,18,6,6,0,0,0,.500,353,84,,94,8,23,0,3,62,2,1,37,35,3.75,Yomiuri Giants,
Espada Jose,19,0,0,3,0,0,.000,74,19,,9,0,9,0,0,27,3,0,2,2,0.95,Yakult Swallows,
Hara Juri,26,4,4,0,0,0,.500,228,55,,58,3,13,0,2,15,3,0,26,21,3.44,Yakult Swallows,
Hasegawa Hiroki,26,3,1,0,0,0,.750,117,28,.1,21,0,8,0,1,30,0,0,8,7,2.22,Yakult Swallows,
Hoshi Tomoya,14,0,2,4,0,0,.000,54,13,,11,0,5,1,0,11,1,0,3,3,2.08,Yakult Swallows,
Ishihara Yuki,25,0,2,0,0,0,.000,117,22,.1,33,0,16,0,1,19,4,0,21,15,6.04,Yakult Swallows,
Ishikawa Masanori,10,2,0,0,0,0,1.000,172,40,.2,40,3,12,0,0,27,2,0,12,11,2.43,Yakult Swallows,
Ishiyama Taichi,6,2,0,1,0,0,1.000,32,7,,7,0,3,0,0,6,0,0,4,1,1.29,Yakult Swallows,
Kanakubo Yuto,16,1,1,1,0,0,.500,187,45,.2,37,3,15,0,1,34,1,0,22,20,3.94,Yakult Swallows,
Katekaru Kouta,18,1,1,0,0,0,.500,99,20,.2,21,2,14,0,2,12,5,0,17,12,5.23,Yakult Swallows,
Kayama Shinya,29,1,1,0,0,0,.500,111,25,.2,23,2,8,0,0,21,0,0,10,8,2.81,Yakult Swallows,
Konno Ryuta,32,1,2,8,0,0,.333,146,34,,32,1,11,2,2,30,0,0,13,10,2.65,Yakult Swallows,
Kozawa Reiji,2,0,0,0,0,0,.000,12,3,,4,0,0,0,0,2,0,0,1,1,3.00,Yakult Swallows,
Maruyama Shota,24,1,2,7,0,0,.333,100,25,,16,1,11,1,0,24,1,0,7,5,1.80,Yakult Swallows,
Matsumoto Kengo,14,4,2,0,0,0,.667,214,50,.2,55,2,11,0,2,39,2,1,17,14,2.49,Yakult Swallows,
Miyagawa Tetsu,38,1,2,1,0,0,.333,171,38,.2,36,5,17,0,2,30,3,0,24,19,4.42,Yakult Swallows,
Nishidate Kota,5,1,1,0,0,0,.500,41,9,,8,0,7,0,0,11,2,0,5,5,5.00,Yakult Swallows,
Numata Shohei,28,4,5,0,0,0,.444,269,61,.1,62,6,27,0,1,36,1,0,31,29,4.26,Yakult Swallows,
Ogawa Yasuhiro,8,0,3,0,0,0,.000,159,38,.2,41,4,6,0,0,17,1,0,19,19,4.42,Yakult Swallows,
Okugawa Yasunobu,10,2,3,1,0,0,.400,168,41,.2,31,3,9,0,4,19,0,1,20,15,3.24,Yakult Swallows,
Onaka Yuya,33,0,2,1,0,0,.000,132,32,.1,28,0,7,0,2,24,0,0,9,6,1.67,Yakult Swallows,
Rodriguez Elvin,17,1,0,2,0,0,1.000,181,43,,31,0,14,0,2,29,2,0,13,8,1.67,Yakult Swallows,
Sakaguchi Kousuke,20,9,3,0,0,0,.750,414,100,.2,78,6,36,0,4,57,5,0,31,25,2.24,Yakult Swallows,
Sakamoto Takumi,11,0,2,0,0,0,.000,100,20,,23,1,19,0,0,13,2,0,18,18,8.10,Yakult Swallows,
Shibata Daichi,40,2,1,0,0,0,.667,151,37,.1,21,1,22,1,0,31,5,0,9,9,2.17,Yakult Swallows,
Shimizu Noboru,18,3,1,1,0,0,.750,200,46,,54,2,9,0,2,37,3,0,27,23,4.50,Yakult Swallows,
Shimo Shinnosuke,23,2,0,0,0,0,1.000,133,28,,21,0,28,0,6,25,5,0,18,17,5.46,Yakult Swallows,
Taguchi Kazuto,10,1,1,3,0,0,.500,42,10,,10,0,1,0,0,10,0,0,2,2,1.80,Yakult Swallows,
Takahashi Keiji,3,1,1,0,0,0,.500,57,15,.2,9,1,2,0,1,11,0,0,3,3,1.72,Yakult Swallows,
Takahashi Shosei,2,0,0,0,0,0,.000,10,2,,3,0,1,0,0,4,0,0,2,2,9.00,Yakult Swallows,
Takanashi Hirotoshi,13,3,6,0,0,0,.333,247,57,,60,6,16,0,2,50,2,0,25,21,3.32,Yakult Swallows,
Takeyama Hyuga,15,3,4,0,0,0,.429,181,35,.2,55,2,18,0,5,12,2,0,37,33,8.33,Yakult Swallows,
Yamamoto Daiki,6,0,0,0,0,0,.000,33,8,,6,0,3,0,2,5,0,0,0,0,0.00,Yakult Swallows,
Yamano Taichi,11,3,1,0,0,0,.750,176,44,.1,35,2,9,0,2,29,1,0,9,6,1.22,Yakult Swallows,
Yamashita Hikaru,19,3,5,1,0,0,.375,238,55,,62,7,18,0,2,23,4,0,37,36,5.89,Yakult Swallows,
Alvarez Frank,16,0,1,1,0,0,.000,100,20,.1,25,1,12,0,3,17,4,0,18,15,6.64,Chunichi Dragons,
Feliz Michael,24,2,0,5,0,0,1.000,89,23,.1,14,0,5,0,0,24,9,0,5,2,0.77,Chunichi Dragons,
Fujishima Kento,3,0,0,0,0,0,.000,13,3,,3,2,1,0,0,3,0,0,2,2,6.00,Chunichi Dragons,
Fuku Hiroto,26,2,0,0,0,0,1.000,95,20,.2,22,1,7,0,1,19,0,0,9,8,3.48,Chunichi Dragons,
Fukuda Konosuke,10,2,3,0,0,0,.400,165,37,.1,27,0,25,0,2,29,2,0,16,13,3.13,Chunichi Dragons,
Fukushima Shota,23,0,1,1,0,0,.000,118,22,.2,24,1,24,1,5,21,2,0,21,14,5.56,Chunichi Dragons,
Fukutani Koji,15,4,2,0,1,1,.667,265,66,.1,62,3,13,0,1,57,3,0,18,18,2.44,Chunichi Dragons,
Habu Shohta,16,0,2,0,0,0,.000,78,16,.1,25,2,5,1,2,13,3,1,12,11,6.06,Chunichi Dragons,
Hashimoto Yuki,6,0,0,3,0,0,.000,20,5,.1,3,0,2,0,0,3,0,0,1,0,0.00,Chunichi Dragons,
Ishikawa Sho,17,2,1,0,0,0,.667,61,15,,8,1,11,0,1,13,2,0,7,5,3.00,Chunichi Dragons,
Ishimori Taisei,26,1,0,0,0,0,1.000,168,39,,36,3,25,0,0,41,2,0,18,18,4.15,Chunichi Dragons,
Iwasaki Sho,24,1,1,8,0,0,.500,90,21,.2,18,0,8,0,0,18,4,0,5,3,1.25,Chunichi Dragons,
Kakigoshi Kenshin,5,1,0,0,0,0,1.000,19,3,.1,7,0,3,0,0,2,0,0,4,3,8.10,Chunichi Dragons,
Kato Ryuma,9,0,0,0,0,0,.000,48,8,.1,10,0,10,0,2,9,0,0,9,6,6.48,Chunichi Dragons,
Kato Tsubasa,5,0,0,0,0,0,.000,20,4,.2,6,0,2,0,0,2,1,0,4,4,7.71,Chunichi Dragons,
Katsuno Akiyoshi,10,0,0,1,0,0,.000,32,8,.2,5,0,2,0,0,10,2,0,0,0,0.00,Chunichi Dragons,
Kikuta Towa,6,0,1,0,0,0,.000,29,6,.1,6,0,5,0,0,3,4,0,4,2,2.84,Chunichi Dragons,
Kondo Ren,46,3,1,0,0,0,.750,173,43,,29,2,17,0,2,36,8,0,12,10,2.09,Chunichi Dragons,
Matsuba Takahiro,6,4,1,0,0,0,.800,132,34,.2,24,1,9,0,2,14,1,0,7,7,1.82,Chunichi Dragons,
Matsukihira Yuta,16,10,3,0,3,2,.769,422,107,.2,90,2,24,0,0,71,6,0,22,21,1.76,Chunichi Dragons,
Mejia Humberto,4,1,1,0,0,0,.500,88,23,,21,0,2,0,2,13,0,0,2,2,0.78,Chunichi Dragons,
Mori Hiroto,24,2,4,0,0,0,.333,101,25,,15,0,12,0,1,14,0,0,8,6,2.16,Chunichi Dragons,
Moriyama Akio,5,0,1,0,0,0,.000,46,9,,14,2,4,0,1,5,2,0,9,8,8.00,Chunichi Dragons,
Nakachi Reia,9,3,2,0,0,0,.600,203,49,,49,0,12,0,0,50,5,0,20,17,3.12,Chunichi Dragons,
Neo Akira,16,4,5,0,0,0,.444,344,82,,74,2,35,0,4,75,7,0,28,24,2.63,Chunichi Dragons,
Nonaka Tento,8,0,3,0,0,0,.000,101,21,.2,26,2,13,0,0,16,0,0,16,16,6.65,Chunichi Dragons,
Ohno Yudai,11,4,2,0,0,0,.667,231,58,.2,45,3,13,0,1,27,0,0,22,20,3.07,Chunichi Dragons,
Okada Toshiya,14,3,1,1,0,0,.750,181,48,.1,34,1,3,0,1,31,3,0,9,6,1.12,Chunichi Dragons,
Saitoh Kohki,3,0,0,0,0,0,.000,10,2,.2,3,0,0,0,0,4,0,0,1,1,3.38,Chunichi Dragons,
Sobue Daisuke,15,1,0,8,0,0,1.000,53,14,,9,0,3,0,0,16,0,0,2,2,1.29,Chunichi Dragons,
Sunada Yoshiki,32,1,0,0,0,0,1.000,128,29,,29,1,7,0,1,16,0,0,10,8,2.48,Chunichi Dragons,
Tajima Shinji,31,3,1,2,0,0,.750,122,28,.2,22,1,11,2,1,20,2,0,10,6,1.88,Chunichi Dragons,
Takahashi Hiroto,4,3,1,0,1,1,.750,112,29,,18,0,8,0,1,22,0,0,8,3,0.93,Chunichi Dragons,
Takeuchi Ryushin,1,0,0,0,0,0,.000,15,3,,5,1,0,0,0,2,0,0,3,3,9.00,Chunichi Dragons,
