Pitcher,G,W,L,SV,CG,SHO,PCT,BF,IP,,H,HR,BB,IBB,HB,SO,WP,BK,R,ER,ERA,Team,
Kitaura Ryuji,21,0,3,1,0,0,.000,75,16,.1,24,1,4,0,0,10,1,0,15,12,6.61,Nipponham Fighters,
Kitayama Koki,6,0,2,0,0,0,.000,95,21,.1,24,0,7,0,1,32,0,0,12,11,4.64,Nipponham Fighters,
Kuroki Yuta,18,0,1,1,0,0,.000,98,22,.2,27,2,4,0,1,10,2,0,12,12,4.76,Nipponham Fighters,
Kuroyanagi Kyosuke,18,3,2,1,0,0,.600,227,57,.1,44,3,20,0,2,53,0,0,21,19,2.98,Nipponham Fighters,
Matsumoto Ryodai,11,0,0,0,0,0,.000,47,11,,10,1,3,0,0,13,0,0,3,3,2.45,Nipponham Fighters,
Matsuoka Koki,18,2,2,0,0,0,.500,139,31,.1,32,2,14,0,3,17,3,0,17,15,4.31,Nipponham Fighters,
Matsuura Keito,24,0,2,0,0,0,.000,162,39,,33,3,14,0,1,48,2,0,10,8,1.85,Nipponham Fighters,
Miyanishi Naoki,12,0,0,1,0,0,.000,44,11,.1,6,1,3,0,0,10,0,0,2,2,1.59,Nipponham Fighters,
Miyauchi Haruki,14,1,1,0,0,0,.500,61,14,.1,11,2,7,0,0,14,0,0,7,3,1.88,Nipponham Fighters,
Murphy Patrick,5,1,0,0,0,0,1.000,92,21,,24,1,8,0,2,16,0,0,12,10,4.29,Nipponham Fighters,
Nakayama Terukazu,20,6,2,0,0,0,.750,146,34,,37,4,13,1,0,20,0,0,13,12,3.18,Nipponham Fighters,
Nemoto Haruka,20,5,5,0,0,0,.500,305,73,.1,59,3,29,0,5,51,3,0,25,23,2.82,Nipponham Fighters,
Rodriguez Bryan,22,1,1,2,0,0,.500,77,21,.2,16,0,1,0,1,14,1,0,3,3,1.25,Nipponham Fighters,
Saito Yukiya,16,1,1,0,0,0,.500,76,16,.1,14,0,7,0,1,22,4,0,5,3,1.65,Nipponham Fighters,
Saitoh Shinji,18,2,1,0,0,0,.667,98,21,.2,21,0,10,0,3,17,0,0,15,11,4.57,Nipponham Fighters,
Sugiura Toshihiro,2,0,0,0,0,0,.000,9,2,,3,0,0,0,0,2,0,0,0,0,0.00,Nipponham Fighters,
Sun Yi-Lei,15,2,2,0,0,0,.500,109,25,.2,26,2,8,0,2,24,1,0,12,11,3.86,Nipponham Fighters,
Suzuki Kenya,16,2,3,0,0,0,.400,228,53,,55,3,14,0,1,20,0,0,27,22,3.74,Nipponham Fighters,
Tamai Taisho,17,1,4,0,0,0,.200,75,16,.1,18,1,7,0,1,9,1,0,10,9,4.96,Nipponham Fighters,
Tanaka Eito,29,5,2,1,0,0,.714,190,46,,34,1,17,0,2,43,1,0,16,12,2.35,Nipponham Fighters,
Tanaka Seigi,3,0,0,0,0,0,.000,18,4,,6,1,2,0,0,1,1,0,3,3,6.75,Nipponham Fighters,
Tatsu Kota,19,6,3,0,0,0,.667,367,87,,80,4,35,0,0,74,6,0,37,36,3.72,Nipponham Fighters,
Uehara Kenta,14,6,3,0,1,0,.667,293,70,,71,5,13,0,0,61,1,0,26,20,2.57,Nipponham Fighters,
VerHagen Drew,11,2,4,0,0,0,.333,202,47,,50,1,12,0,2,41,0,0,22,16,3.06,Nipponham Fighters,
Yamamoto Kodai,20,2,1,0,0,0,.667,156,33,,35,2,22,0,1,19,1,1,18,10,2.73,Nipponham Fighters,
Yamamoto Takumi,9,2,0,0,0,0,1.000,37,9,,9,0,1,0,0,6,0,0,4,2,2.00,Nipponham Fighters,
Yanagawa Taisei,19,4,2,2,0,0,.667,140,36,.1,30,1,8,0,0,39,1,0,14,11,2.72,Nipponham Fighters,
Yazawa Kota,14,1,0,0,0,0,1.000,72,17,,12,1,8,0,2,17,2,0,9,9,4.76,Nipponham Fighters,
Zabala Aneurys,22,1,1,5,0,0,.500,94,22,.2,15,1,8,0,1,28,1,1,7,6,2.38,Nipponham Fighters,
Ajiro Kenta,18,0,5,0,0,0,.000,286,63,,59,5,37,0,7,27,2,1,41,28,4.00,Oisix Albirex,
Iida Yamato,17,1,7,0,0,0,.125,215,45,.1,54,6,24,0,1,34,2,0,39,31,6.15,Oisix Albirex,
Irei Kaito,34,1,0,0,0,0,1.000,147,32,,38,1,15,0,1,16,3,1,23,21,5.91,Oisix Albirex,
Kasahara Shotaro,13,1,6,0,0,0,.143,288,60,.1,82,7,29,0,3,38,3,0,47,34,5.07,Oisix Albirex,
Kiguchi Kodai,14,0,0,0,0,0,.000,73,16,.2,18,1,7,1,2,8,1,0,14,14,7.56,Oisix Albirex,
Kobayashi Keisuke,26,1,2,0,0,0,.333,132,31,,36,2,9,0,0,17,1,0,15,14,4.06,Oisix Albirex,
Maekawa Satoshi,17,0,1,0,0,0,.000,164,34,.2,30,2,34,1,3,24,4,0,24,23,5.97,Oisix Albirex,
Makino Kenshin,23,3,9,0,2,1,.250,523,121,,139,10,38,0,0,77,6,0,62,57,4.24,Oisix Albirex,
Meguro Koya,18,4,7,0,0,0,.364,406,87,.2,103,5,47,0,3,45,8,0,61,56,5.75,Oisix Albirex,
Mikami Tomoya,47,4,4,1,0,0,.500,201,45,.2,45,2,18,2,3,31,1,0,19,18,3.55,Oisix Albirex,
Nishimura Riku,62,4,5,0,0,0,.444,257,62,.1,58,2,13,0,3,26,0,0,26,22,3.18,Oisix Albirex,
Noto Syuto,35,5,4,0,0,0,.556,382,83,,84,2,52,0,2,50,7,0,48,45,4.88,Oisix Albirex,
Shimokawa Shunsuke,40,4,8,0,0,0,.333,494,112,,108,9,43,1,9,102,2,0,59,48,3.86,Oisix Albirex,
Suzuki Hayato,21,1,1,0,0,0,.500,120,27,.2,30,4,7,0,1,22,0,0,16,14,4.55,Oisix Albirex,
Tanaka Takuma,4,0,0,0,0,0,.000,22,3,,9,0,3,0,0,1,3,0,8,4,12.00,Oisix Albirex,
Tateike Ryosuke,2,0,0,0,0,0,.000,7,1,,4,0,0,0,0,1,0,0,3,3,27.00,Oisix Albirex,
Uchida Kenta,37,1,1,0,0,0,.500,155,33,.2,42,5,14,0,2,24,5,0,28,28,7.49,Oisix Albirex,
Uemura Tomoki,48,5,5,20,0,0,.500,207,46,,41,2,24,3,2,31,1,0,25,15,2.93,Oisix Albirex,
Yabuta Kazuki,26,5,10,0,0,0,.333,618,143,,134,9,75,1,3,86,11,0,70,58,3.65,Oisix Albirex,
Yagami Tatsuhiro,2,0,0,0,0,0,.000,8,1,.1,2,0,1,0,1,0,1,0,1,1,6.75,Oisix Albirex,
Yamada Takuro,16,0,1,0,0,0,.000,68,15,,13,1,10,1,3,15,2,0,11,11,6.60,Oisix Albirex,
Yoshida Kazumasa,36,1,3,0,0,0,.250,145,36,.2,33,2,6,3,0,30,0,0,10,9,2.21,Oisix Albirex,
Fujimoto Sohta,40,2,4,0,0,0,.333,208,42,.2,38,0,46,0,8,23,6,0,32,29,6.12,HAYATE Ventures,
Fujioka Yoshiaki,21,0,2,3,0,0,.000,79,19,.2,15,0,5,0,0,14,0,0,5,3,1.37,HAYATE Ventures,
Hayakawa Daiki,25,4,7,0,1,0,.364,402,95,,89,3,32,0,2,73,3,0,43,34,3.22,HAYATE Ventures,
Hirama Rintaro,34,2,7,2,0,0,.222,283,63,.2,69,1,30,0,3,30,6,1,32,27,3.82,HAYATE Ventures,
Ikeya Sohta,23,2,5,0,0,0,.286,196,41,.2,55,1,25,0,0,16,2,0,31,27,5.83,HAYATE Ventures,
Kinoshita Motoya,8,2,2,0,1,1,.500,167,42,,38,0,7,0,3,29,2,0,9,6,1.29,HAYATE Ventures,
Mora Miguel,27,0,9,0,0,0,.000,351,69,.1,73,1,78,0,7,39,15,3,67,63,8.18,HAYATE Ventures,
Murakami Wataru,16,0,1,0,0,0,.000,74,12,,13,0,21,0,6,8,2,0,21,15,11.25,HAYATE Ventures,
Ninomiya Isaki,23,5,5,0,2,1,.500,471,110,.1,101,7,42,0,3,83,5,1,49,39,3.18,HAYATE Ventures,
Nishihama Yuhsei,21,4,8,0,0,0,.333,467,109,,97,4,43,0,7,69,6,1,48,42,3.47,HAYATE Ventures,
Noguchi Wataru,24,0,1,0,0,0,.000,115,24,.2,28,1,13,0,1,9,3,0,15,11,4.01,HAYATE Ventures,
Nomura Yuhki,14,0,3,0,0,0,.000,138,31,,32,0,12,1,0,13,1,0,16,8,2.32,HAYATE Ventures,
Ohbae Kohshi,25,0,7,1,0,0,.000,238,47,.2,52,5,49,0,2,24,7,0,50,43,8.12,HAYATE Ventures,
Okuda Kanata,24,5,7,1,0,0,.417,465,107,.2,139,6,33,0,2,29,10,2,64,59,4.93,HAYATE Ventures,
Okuda Kensei,44,1,3,4,0,0,.250,232,43,.2,47,0,49,0,5,40,11,0,39,28,5.77,HAYATE Ventures,
Shohji Aoba,25,0,0,0,0,0,.000,123,25,,13,1,29,0,11,24,16,1,17,16,5.76,HAYATE Ventures,
Takeuchi Keito,27,0,6,0,0,0,.000,362,75,.1,89,5,48,0,7,23,5,0,60,51,6.09,HAYATE Ventures,
Tanaka Kenjiro,18,0,1,3,0,0,.000,77,19,.1,16,0,6,0,1,9,2,0,3,3,1.40,HAYATE Ventures,
Van Gurp Franklin,10,0,6,0,0,0,.000,192,38,.1,32,4,33,0,9,33,1,0,28,25,5.87,HAYATE Ventures,
Yamada Ryu,20,1,0,0,0,0,1.000,108,23,.2,23,2,15,0,4,7,1,1,17,10,3.80,HAYATE Ventures,
