Pitcher,G,W,L,SV,CG,SHO,BF,IP,H,HR,SO,BB,IBB,HB,WP,R,ER,ERA,FIP,kwERA,WHIP,ERA+,FIP-,kwERA-,Diff,HR%,K%,BB%,K-BB%,Team,League
Sakaguchi Kousuke,6,1,1,1,0,0,102,24.0,24,2,17,5,0,2,1,6,4,1.50,4.15,3.62,1.21,234,101,95,-2.65,2.0%,16.7%,4.9%,11.8%,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Sakamoto Yuya,8,2,2,0,0,0,128,31.2,19,0,33,14,0,2,2,9,7,1.99,3.04,3.32,1.04,177,74,87,-1.05,0.0%,25.8%,10.9%,14.9%,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Sakurai Shuto,15,1,1,6,0,0,109,25.2,23,2,24,11,0,0,2,8,7,2.45,4.03,3.61,1.32,143,98,95,-1.58,1.8%,22.0%,10.1%,11.9%,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Shackelford Kevin,15,1,1,0,0,0,52,13.2,9,0,13,4,0,0,3,2,1,0.66,2.58,3.07,0.95,533,63,81,-1.92,0.0%,25.0%,7.7%,17.3%,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Shindoh Takuya,29,0,0,0,0,0,129,29.2,30,3,35,13,0,2,3,11,10,3.03,4.08,3.09,1.45,116,99,81,-1.05,2.3%,27.1%,10.1%,17.0%,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Sunada Yoshiki,1,0,0,1,0,0,6,1.0,1,0,0,2,0,0,0,1,1,9.00,9.61,8.13,3.00,39,234,214,-0.61,0.0%,0.0%,33.3%,-33.3%,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Taira Kentaro,2,0,0,0,0,0,27,7.0,7,1,7,1,0,0,0,3,2,2.57,3.89,2.58,1.14,137,95,68,-1.32,3.7%,25.9%,3.7%,22.2%,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Takada Takuto,1,0,0,0,0,0,3,1.0,0,0,1,0,0,0,0,0,0,0.00,1.61,1.47,0.00,999,39,39,-1.61,0.0%,33.3%,0.0%,33.3%,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Tanaka Kenjiro,37,0,2,3,0,0,166,35.2,41,5,35,14,1,3,3,23,15,3.79,4.90,3.53,1.54,93,119,93,-1.11,3.0%,21.1%,8.4%,12.7%,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
De La Rosa Rubby,3,0,0,0,0,0,11,3.0,1,0,5,1,0,0,0,0,0,0.00,1.27,1.16,0.67,999,28,31,-1.27,0.0%,45.5%,9.1%,36.4%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Furukawa Yuri,36,2,1,2,0,0,243,57.2,65,6,65,14,0,0,4,19,14,2.18,3.43,2.70,1.37,176,77,71,-1.25,2.5%,26.7%,5.8%,20.9%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Hatake Seishu,6,2,1,2,1,1,83,22.0,14,1,35,4,0,0,1,6,3,1.23,1.56,1.07,0.82,311,35,28,-0.33,1.2%,42.2%,4.8%,37.4%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Heinai Ryuta,38,5,4,6,0,0,244,60.1,47,3,56,17,2,6,3,21,21,3.13,3.54,3.20,1.06,122,79,84,-0.41,1.2%,23.0%,7.0%,16.0%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Hirai Kaisei,3,0,0,0,0,0,31,6.1,7,0,2,5,0,1,2,6,6,8.53,5.82,5.77,1.89,45,130,152,2.71,0.0%,6.5%,16.1%,-9.6%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Horioka Hayato,43,2,4,1,0,0,289,63.2,77,5,59,25,0,3,5,32,29,4.10,4.09,3.62,1.60,93,91,95,0.01,1.7%,20.4%,8.7%,11.7%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Imamura Nobutaka,7,2,1,0,0,0,138,33.1,33,1,22,6,0,3,1,10,6,1.62,3.49,3.64,1.17,236,78,96,-1.87,0.7%,15.9%,4.3%,11.6%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Inoh Shoichi,24,6,7,2,1,0,448,104.0,124,7,65,27,0,5,1,56,47,4.07,4.15,3.95,1.45,94,93,104,-0.08,1.6%,14.5%,6.0%,8.5%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Inoue Haruto,6,2,2,1,0,0,124,28.1,26,2,22,15,0,1,1,20,15,4.76,4.66,4.24,1.45,80,104,112,0.10,1.6%,17.7%,12.1%,5.6%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Itoh Yusuke,16,0,2,0,0,0,105,23.0,20,1,30,16,0,0,3,12,11,4.30,3.65,3.47,1.57,89,82,91,0.65,1.0%,28.6%,15.2%,13.4%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Kasashima Naoki,8,0,1,1,0,0,61,9.2,26,1,7,5,0,1,0,26,24,22.34,5.36,4.47,3.21,17,120,118,16.98,1.6%,11.5%,8.2%,3.3%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Kinoshita Motoya,1,1,0,0,0,0,21,5.0,7,0,2,2,0,0,0,2,2,3.60,4.01,4.80,1.80,106,90,126,-0.41,0.0%,9.5%,9.5%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Kuwahara Takuya,20,4,4,0,0,0,220,49.1,61,7,35,22,0,0,1,31,29,5.29,5.37,4.21,1.68,72,120,111,-0.08,3.2%,15.9%,10.0%,5.9%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Mercedes CC,4,0,2,0,0,0,71,15.2,20,1,11,6,0,0,2,11,11,6.32,4.18,4.10,1.66,61,93,108,2.14,1.4%,15.5%,8.5%,7.0%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Missaki Daniel,3,0,2,0,0,0,63,13.1,17,5,10,6,0,1,1,12,12,8.10,8.56,4.17,1.73,47,191,110,-0.46,7.9%,15.9%,9.5%,6.4%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Nakagawa Kota,2,0,1,0,0,0,8,2.0,2,1,0,0,0,0,0,2,2,9.00,10.11,4.80,1.00,43,226,126,-1.11,12.5%,0.0%,0.0%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Naoe Daisuke,10,3,2,0,1,1,186,39.2,50,4,32,17,0,0,0,33,32,7.26,4.59,3.99,1.69,53,103,105,2.67,2.2%,17.2%,9.1%,8.1%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Nogami Ryoma,4,1,2,0,0,0,89,23.2,16,2,24,3,0,0,0,8,8,3.04,3.06,2.44,0.80,126,68,64,-0.02,2.2%,27.0%,3.4%,23.6%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Numata Shohei,27,0,1,1,0,0,126,27.0,29,1,22,15,0,3,0,17,15,5.00,4.46,4.24,1.63,77,100,112,0.54,0.8%,17.5%,11.9%,5.6%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Ohe Ryusei,9,1,0,0,0,0,40,9.2,9,2,14,1,0,1,0,4,4,3.72,4.02,1.55,1.03,103,90,41,-0.30,5.0%,35.0%,2.5%,32.5%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Ohta Ryu,4,1,0,0,0,0,32,7.0,8,1,6,4,0,0,0,7,7,9.00,5.46,4.18,1.71,43,122,110,3.54,3.1%,18.8%,12.5%,6.3%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Ohtake Kan,10,0,2,0,0,0,38,8.2,9,1,7,1,0,0,1,7,7,7.27,3.84,3.22,1.15,53,86,85,3.43,2.6%,18.4%,2.6%,15.8%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Sakurai Toshiki,7,3,1,0,0,0,137,34.0,26,3,23,10,0,0,2,11,9,2.38,4.28,3.85,1.06,161,96,101,-1.90,2.2%,16.8%,7.3%,9.5%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Sanchez Angel,1,0,0,0,0,0,11,3.0,3,0,1,0,0,0,1,0,0,0.00,2.94,3.89,1.00,999,66,102,-2.94,0.0%,9.1%,0.0%,9.1%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Sugano Tomoyuki,1,0,0,0,0,0,16,4.0,3,0,5,2,0,0,0,1,1,2.25,2.61,2.92,1.25,170,58,77,-0.36,0.0%,31.2%,12.5%,18.7%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Takagi Kyosuke,8,0,0,0,0,0,26,6.2,7,0,5,0,0,0,0,2,2,2.70,2.11,2.88,1.05,142,47,76,0.59,0.0%,19.2%,0.0%,19.2%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Takahashi Yuki,1,0,0,0,0,0,9,3.0,0,0,6,0,0,0,0,0,0,0.00,-0.39,-1.87,0.00,999,-9,-49,0.39,0.0%,66.7%,0.0%,66.7%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Tanaka Toyoki,4,0,1,1,0,0,29,7.0,10,1,8,0,0,0,0,4,4,5.14,3.18,2.04,1.43,74,71,54,1.96,3.4%,27.6%,0.0%,27.6%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Tanaka Yudai,3,0,0,0,0,0,14,3.0,4,0,1,1,0,0,0,3,2,6.00,3.94,4.80,1.67,64,88,126,2.06,0.0%,7.1%,7.1%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Tanioka Tappei,38,0,1,0,0,0,147,34.2,29,1,37,16,1,1,3,5,5,1.30,3.32,3.37,1.30,294,74,89,-2.02,0.7%,25.2%,10.9%,14.3%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Toda Natsuki,18,8,1,0,0,0,359,87.1,78,10,66,27,0,1,1,37,32,3.30,4.54,3.71,1.20,116,102,98,-1.24,2.8%,18.4%,7.5%,10.9%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Togo Shosei,1,0,0,0,0,0,16,3.0,5,0,5,1,0,0,0,2,2,6.00,1.27,2.30,2.00,64,28,61,4.73,0.0%,31.2%,6.2%,25.0%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Tone Chiaki,15,3,0,1,0,0,149,37.2,25,4,34,16,0,0,4,10,10,2.39,4.46,3.59,1.09,160,100,94,-2.07,2.7%,22.8%,10.7%,12.1%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Vieira Thyago,3,0,0,1,0,0,12,3.0,2,0,4,1,0,0,0,0,0,0.00,1.94,2.30,1.00,999,43,61,-1.94,0.0%,33.3%,8.3%,25.0%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Yamamoto Itsuki,14,2,4,0,0,0,208,43.2,49,5,30,30,0,1,4,33,26,5.36,5.85,4.80,1.81,71,131,126,-0.49,2.4%,14.4%,14.4%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Yamasaki Yusuke,17,0,4,0,0,0,185,36.1,53,5,19,23,0,2,1,34,31,7.68,6.41,5.02,2.09,50,143,132,1.27,2.7%,10.3%,12.4%,-2.1%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Yokogawa Kai,18,6,3,0,2,1,347,80.1,98,8,58,23,0,1,4,40,36,4.03,4.35,3.79,1.51,95,97,100,-0.32,2.3%,16.7%,6.6%,10.1%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Yonahara Hirotaka,9,2,3,0,0,0,90,20.0,29,4,17,3,0,1,1,17,17,7.65,5.11,3.24,1.60,50,114,85,2.54,4.4%,18.9%,3.3%,15.6%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Hara Juri,14,1,5,0,1,0,258,58.2,61,1,44,18,0,9,5,32,23,3.53,3.71,3.79,1.35,102,88,100,-0.18,0.4%,17.1%,7.0%,10.1%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Hasegawa Hiroki,9,1,2,1,0,0,112,24.1,26,5,21,17,0,0,2,18,18,6.66,6.65,4.44,1.77,54,158,117,0.01,4.5%,18.8%,15.2%,3.6%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Hoshi Tomoya,15,3,1,0,0,0,85,18.0,28,3,11,8,1,0,1,18,18,9.00,5.88,4.45,2.00,40,140,117,3.12,3.5%,12.9%,9.4%,3.5%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Ichikawa Yuta,14,1,2,2,0,0,188,42.0,39,4,36,19,0,4,1,25,21,4.50,4.77,3.90,1.38,80,113,103,-0.27,2.1%,19.1%,10.1%,9.0%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Ishikawa Masanori,7,1,1,0,0,0,103,28.0,14,1,26,8,0,1,0,7,1,0.32,3.18,3.05,0.79,1127,75,80,-2.86,1.0%,25.2%,7.8%,17.4%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Ishiyama Taichi,4,0,0,1,0,0,12,4.0,0,0,3,0,0,0,0,0,0,0.00,2.11,2.30,0.00,999,50,61,-2.11,0.0%,25.0%,0.0%,25.0%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Kanakubo Yuto,12,4,1,1,0,0,228,52.1,59,1,33,20,0,3,4,23,13,2.24,3.91,4.23,1.51,161,93,111,-1.67,0.4%,14.5%,8.8%,5.7%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Katekaru Kouta,9,0,0,0,0,0,81,15.0,15,2,10,18,0,4,1,15,13,7.80,8.41,5.79,2.20,46,200,152,-0.61,2.5%,12.3%,22.2%,-9.9%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Kizawa Naofumi,22,2,8,0,0,0,332,69.2,84,11,58,43,1,3,8,53,47,6.07,5.97,4.35,1.82,59,142,114,0.10,3.3%,17.5%,13.0%,4.5%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Konno Ryuta,1,0,0,0,0,0,3,1.0,0,0,0,0,0,0,0,0,0,0.00,3.61,4.80,0.00,999,86,126,-3.61,0.0%,0.0%,0.0%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Kozawa Reiji,35,2,3,3,0,0,155,34.2,21,4,39,30,0,3,1,15,14,3.63,5.71,4.22,1.47,99,135,111,-2.08,2.6%,25.2%,19.4%,5.8%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Kubo Takuma,33,1,0,0,0,0,142,30.1,36,2,31,16,0,1,2,17,10,2.97,4.10,3.74,1.71,121,97,98,-1.13,1.4%,21.8%,11.3%,10.5%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Kuramoto Harutaka,12,0,0,0,0,0,56,12.0,16,0,10,4,0,3,2,9,5,3.75,3.69,3.73,1.67,96,88,98,0.06,0.0%,17.9%,7.1%,10.8%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Maruyama Shota,15,1,0,0,0,0,65,17.2,8,3,21,7,0,0,1,7,6,3.06,4.62,2.65,0.85,118,110,70,-1.56,4.6%,32.3%,10.8%,21.5%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Miyadai Kohei,27,1,1,1,0,0,100,25.1,19,1,26,5,0,1,0,8,6,2.13,2.78,2.70,0.95,169,66,71,-0.65,1.0%,26.0%,5.0%,21.0%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Nakao Hikaru,16,0,1,0,0,0,67,14.0,21,3,17,6,0,0,1,9,9,5.79,5.25,3.16,1.93,62,125,83,0.54,4.5%,25.4%,9.0%,16.4%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Ogawa Yasuhiro,1,1,0,0,0,0,22,6.0,3,1,4,0,0,0,0,1,1,1.50,4.44,2.98,0.50,240,105,78,-2.94,4.5%,18.2%,0.0%,18.2%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Ohnishi Hiroki,12,2,1,1,0,0,83,20.0,15,0,16,11,0,0,0,4,4,1.80,3.66,4.20,1.30,200,87,111,-1.86,0.0%,19.3%,13.3%,6.0%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Ohshita Yuma,11,0,1,0,0,0,49,12.0,9,1,9,4,0,0,0,2,2,1.50,4.19,3.78,1.08,240,99,99,-2.69,2.0%,18.4%,8.2%,10.2%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Okugawa Yasunobu,1,0,0,0,0,0,12,3.0,2,0,2,1,0,1,0,1,1,3.00,4.27,3.97,1.00,120,101,104,-1.27,0.0%,16.7%,8.3%,8.4%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Saiuchi Hiroaki,6,1,2,0,0,0,71,16.1,16,6,11,7,0,0,1,13,11,6.06,8.32,4.24,1.41,60,197,112,-2.26,8.5%,15.5%,9.9%,5.6%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Sakamoto Koshiro,4,0,1,1,0,0,17,4.0,2,0,4,2,0,1,1,1,0,0.00,3.86,3.62,1.00,999,92,95,-3.86,0.0%,23.5%,11.8%,11.7%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Shimizu Noboru,1,0,0,0,0,0,3,1.0,0,0,1,0,0,0,0,0,0,0.00,1.61,1.47,0.00,999,38,39,-1.61,0.0%,33.3%,0.0%,33.3%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Shimo Shinnosuke,10,0,1,0,0,0,99,20.0,25,2,19,12,0,2,3,23,22,9.90,5.11,4.09,1.85,36,121,108,4.79,2.0%,19.2%,12.1%,7.1%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Sneed Cy,7,4,0,0,0,0,116,28.0,26,3,29,5,0,0,0,9,9,2.89,3.46,2.73,1.11,125,82,72,-0.57,2.6%,25.0%,4.3%,20.7%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Suarez Albert,7,3,2,0,0,0,152,40.2,27,2,48,6,0,0,1,11,11,2.43,2.33,2.04,0.81,148,55,54,0.10,1.3%,31.6%,3.9%,27.7%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Sugiyama Koki,30,0,3,7,0,0,121,28.2,26,0,28,8,0,2,5,16,15,4.71,2.70,3.15,1.19,77,64,83,2.01,0.0%,23.1%,6.6%,16.5%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Suzuki Yuta,20,0,0,0,0,0,104,23.1,23,2,13,13,0,1,6,9,8,3.09,5.41,4.80,1.54,117,128,126,-2.32,1.9%,12.5%,12.5%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Taguchi Kazuto,2,1,0,0,0,0,33,8.0,7,0,7,0,0,0,0,3,1,1.13,1.86,2.68,0.88,319,44,71,-0.73,0.0%,21.2%,0.0%,21.2%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Takahashi Keiji,11,3,2,0,0,0,213,49.0,55,2,41,16,0,4,2,22,18,3.31,3.69,3.63,1.45,109,88,96,-0.38,0.9%,19.2%,7.5%,11.7%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Takanashi Hirotoshi,10,5,1,0,0,0,218,55.1,45,6,52,13,0,1,5,19,18,2.93,3.90,3.01,1.05,123,93,79,-0.97,2.8%,23.9%,6.0%,17.9%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Terashima Naruki,21,6,8,0,0,0,265,60.0,68,9,42,25,0,4,2,33,32,4.80,5.61,4.16,1.55,75,133,109,-0.81,3.4%,15.8%,9.4%,6.4%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Umeno Yugo,8,0,0,0,0,0,32,8.0,5,1,11,2,0,1,2,3,2,2.25,3.61,1.99,0.88,160,86,52,-1.36,3.1%,34.4%,6.2%,28.2%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Vandenhurk Rick,14,2,1,0,0,0,200,50.0,43,7,52,7,0,3,1,22,21,3.78,3.95,2.55,1.00,95,94,67,-0.17,3.5%,26.0%,3.5%,22.5%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Yamano Taichi,1,0,1,0,0,0,16,4.0,3,0,2,2,0,1,1,2,2,4.50,4.86,4.80,1.25,80,115,126,-0.36,0.0%,12.5%,12.5%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Yoshida Daiki,12,3,1,2,0,0,123,29.0,29,0,26,11,0,0,0,9,7,2.17,2.95,3.58,1.38,166,70,94,-0.78,0.0%,21.1%,8.9%,12.2%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Fujishima Kento,3,0,0,0,0,0,11,3.0,2,0,3,1,0,0,1,0,0,0.00,2.61,2.98,1.00,999,56,78,-2.61,0.0%,27.3%,9.1%,18.2%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Hashimoto Yuki,10,0,0,0,0,0,45,8.1,12,0,5,5,0,5,0,9,9,9.72,6.01,4.80,2.04,41,129,126,3.71,0.0%,11.1%,11.1%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Ishida KentoMarc,42,2,4,5,0,0,167,39.1,33,4,35,16,0,0,4,19,16,3.66,4.37,3.66,1.25,109,94,96,-0.71,2.4%,21.0%,9.6%,11.4%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Ishikawa Sho,13,2,0,0,0,0,69,16.2,8,0,17,9,0,3,1,2,2,1.08,3.73,3.64,1.02,370,80,96,-2.65,0.0%,24.6%,13.0%,11.6%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Kakigoshi Kenshin,23,2,0,0,0,0,105,26.2,16,1,15,8,0,2,0,7,5,1.69,4.09,4.13,0.90,236,88,109,-2.40,1.0%,14.3%,7.6%,6.7%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Kasahara Shotaro,15,4,4,1,1,0,295,70.0,68,8,51,21,0,2,3,36,31,3.99,4.62,3.78,1.27,100,99,99,-0.63,2.7%,17.3%,7.1%,10.2%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Katsuno Akiyoshi,4,0,1,0,0,0,83,22.0,17,3,13,0,0,0,1,7,6,2.45,4.20,3.23,0.77,163,90,85,-1.75,3.6%,15.7%,0.0%,15.7%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Kondo Ren,29,1,3,2,0,0,121,25.2,34,1,12,15,0,1,0,23,22,7.71,5.05,5.05,1.91,52,108,133,2.66,0.8%,9.9%,12.4%,-2.5%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Martinez Raidel,3,0,0,1,0,0,10,3.0,1,0,2,1,0,0,0,0,0,0.00,3.27,3.80,0.67,999,70,100,-3.27,0.0%,20.0%,10.0%,10.0%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Maruyama Taisuke,17,0,0,0,0,0,73,15.0,17,3,14,7,0,4,0,10,10,6.00,6.54,3.84,1.60,67,140,101,-0.54,4.1%,19.2%,9.6%,9.6%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Matsuba Takahiro,10,4,1,0,0,0,221,52.0,57,5,26,15,0,1,1,21,21,3.63,4.78,4.30,1.38,110,102,113,-1.15,2.3%,11.8%,6.8%,5.0%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Matsuda Hiroaki,16,0,2,0,0,0,73,16.0,13,1,11,12,0,1,0,7,6,3.38,5.48,4.94,1.56,118,117,130,-2.10,1.4%,15.1%,16.4%,-1.3%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Matsukihira Yuta,2,0,0,0,0,0,10,2.0,3,0,1,1,0,0,0,2,2,9.00,4.11,4.80,2.00,44,88,126,4.89,0.0%,10.0%,10.0%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Mitsuma Takuya,29,4,0,5,0,0,103,26.2,20,1,14,6,0,2,1,13,12,4.05,3.94,4.02,0.98,99,84,106,0.11,1.0%,13.6%,5.8%,7.8%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Mori Hiroto,25,2,2,0,0,0,160,41.0,33,1,37,10,0,3,0,11,10,2.20,3.07,3.11,1.05,182,66,82,-0.87,0.6%,23.1%,6.2%,16.9%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Ohno Yudai,1,1,0,0,0,0,17,5.0,2,0,4,0,0,0,0,0,0,0.00,2.01,2.45,0.40,999,43,64,-2.01,0.0%,23.5%,0.0%,23.5%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Okada Toshiya,22,0,1,0,0,0,75,18.0,17,0,16,1,0,1,1,5,5,2.50,2.16,2.80,1.00,160,46,74,0.34,0.0%,21.3%,1.3%,20.0%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Okano Yuichiro,19,5,6,1,0,0,360,91.2,87,10,66,12,0,4,2,35,32,3.14,4.11,3.30,1.08,127,88,87,-0.97,2.8%,18.3%,3.3%,15.0%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Rodriguez Yariel,7,2,1,0,1,1,129,33.0,19,2,40,11,0,2,2,8,6,1.64,3.15,2.55,0.91,243,68,67,-1.51,1.6%,31.0%,8.5%,22.5%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Rosario Randy,15,1,2,0,0,0,73,13.1,17,2,15,16,0,0,3,13,9,6.08,6.91,4.94,2.48,66,148,130,-0.83,2.7%,20.5%,21.9%,-1.4%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Satoh Yu,27,1,1,2,0,0,101,26.2,19,0,18,5,0,1,0,6,4,1.35,2.93,3.51,0.90,296,63,92,-1.58,0.0%,17.8%,5.0%,12.8%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Shimizu Tatsuya,15,4,3,1,0,0,249,61.2,52,3,46,19,0,2,5,22,19,2.77,3.77,3.72,1.15,144,81,98,-1.00,1.2%,18.5%,7.6%,10.9%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
