Pitcher,G,W,L,SV,CG,SHO,BF,IP,H,HR,SO,BB,IBB,HB,WP,R,ER,ERA,FIP,kwERA,WHIP,ERA+,FIP-,kwERA-,Diff,HR%,K%,BB%,K-BB%,Team,League
Saitoh Shinji,4,0,1,0,0,0,21,5.0,4,1,3,3,0,0,0,3,2,3.60,6.81,4.80,1.40,101,160,126,-3.21,4.8%,14.3%,14.3%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Saitoh Yuki,12,3,1,0,0,0,72,16.1,17,3,7,9,0,1,2,11,10,5.51,6.97,5.08,1.59,66,164,134,-1.46,4.2%,9.7%,12.5%,-2.8%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Suzuki Kenya,26,1,0,4,0,0,128,31.1,23,1,36,10,0,2,0,8,7,2.01,2.87,2.77,1.05,181,67,73,-0.86,0.8%,28.1%,7.8%,20.3%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Suzuki Ryotaro,30,2,1,0,0,0,152,32.2,36,5,17,19,0,0,3,23,19,5.23,6.30,4.93,1.68,70,148,130,-1.07,3.3%,11.2%,12.5%,-1.3%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Takayama Yuki,35,2,1,0,0,0,219,47.0,49,6,23,34,0,3,1,24,20,3.83,6.65,5.30,1.77,95,156,139,-2.82,2.7%,10.5%,15.5%,-5.0%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Tamai Taisho,2,0,0,0,0,0,13,2.0,6,0,2,1,0,0,0,2,2,9.00,3.11,4.03,3.50,40,73,106,5.89,0.0%,15.4%,7.7%,7.7%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Tanaka Eito,20,0,5,0,0,0,200,37.1,58,5,26,30,0,2,2,42,40,9.64,6.53,5.00,2.36,38,153,132,3.11,2.5%,13.0%,15.0%,-2.0%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Tanigawa Masaki,26,2,0,2,0,0,116,29.0,23,3,29,6,0,0,2,10,9,2.79,3.57,2.82,1.00,131,84,74,-0.78,2.6%,25.0%,5.2%,19.8%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Tateno Kazuaki,11,2,4,0,0,0,203,46.1,43,1,47,20,0,3,3,18,16,3.11,3.35,3.47,1.36,117,79,91,-0.24,0.5%,23.2%,9.9%,13.3%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Uehara Kenta,10,2,3,0,0,0,166,37.2,41,6,39,12,0,2,1,20,19,4.54,4.72,3.17,1.41,80,111,83,-0.18,3.6%,23.5%,7.2%,16.3%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
VerHagen Drew,1,0,0,0,0,0,4,1.0,1,0,1,0,0,0,0,0,0,0.00,1.61,2.30,1.00,999,38,61,-1.61,0.0%,25.0%,0.0%,25.0%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Yoshida Kosei,19,6,8,1,0,0,364,85.0,84,13,66,29,0,2,2,45,42,4.45,5.14,3.78,1.33,82,121,99,-0.69,3.6%,18.1%,8.0%,10.1%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
