Player,Team,Position,Inning,TZR,RngR,DPR,ARM,ErrR,位置補正,Framing,Blocking,
角中 勝也,ロ,LF,345.0,-5.3,-3.1,-,-2.3,0.1,-3.3,-,-,
角中 勝也,ロ,RF,36.0,0.0,0.0,-,0.0,0.0,-0.1,-,-,
角中 勝也,ロ,DH,48.7,-,-,-,-,-,-0.6,-,-,
茶野 篤政,オ,LF,97.3,-2.9,-3.0,-,0.0,0.0,-0.9,-,-,
茶野 篤政,オ,CF,7.0,0.7,0.7,-,0.0,0.0,0.0,-,-,
茶野 篤政,オ,RF,641.7,10.9,7.7,-,3.0,0.3,-2.5,-,-,
茶野 篤政,オ,DH,1.0,-,-,-,-,-,0.0,-,-,
佐野 皓大,オ,1B,1.0,0.0,-0.1,0.0,-,0.0,0.0,-,-,
佐野 皓大,オ,LF,6.0,0.1,0.0,-,0.1,0.0,-0.1,-,-,
佐野 皓大,オ,CF,50.0,0.9,0.8,-,0.1,0.0,0.2,-,-,
佐野 皓大,オ,RF,63.0,-1.8,-1.1,-,-0.8,0.0,-0.2,-,-,
佐野 皓大,オ,DH,4.0,-,-,-,-,-,0.0,-,-,
中山 礼都,巨,2B,121.0,-2.7,-2.1,-0.5,-,-0.2,0.3,-,-,
中山 礼都,巨,3B,65.0,-1.1,-0.5,0.3,-,-0.9,-0.2,-,-,
中山 礼都,巨,SS,103.0,0.3,-0.2,-0.2,-,0.7,0.8,-,-,
万波 中正,日,1B,168.0,-1.1,-0.6,0.2,-,-0.7,-1.9,-,-,
万波 中正,日,CF,2.0,-0.6,-0.6,-,0.0,0.0,0.0,-,-,
万波 中正,日,RF,996.3,7.5,2.3,-,4.8,0.5,-3.9,-,-,
万波 中正,日,DH,42.0,-,-,-,-,-,-0.5,-,-,
藤原 恭大,ロ,CF,813.7,-17.0,-11.7,-,-4.5,-0.8,2.7,-,-,
藤原 恭大,ロ,DH,1.0,-,-,-,-,-,0.0,-,-,
江越 大賀,日,LF,18.3,0.6,0.5,-,0.1,0.0,-0.2,-,-,
江越 大賀,日,CF,394.3,5.4,6.1,-,-0.7,0.0,1.3,-,-,
江越 大賀,日,RF,54.7,-0.8,-2.0,-,1.2,0.0,-0.2,-,-,
江越 大賀,日,DH,4.0,-,-,-,-,-,0.0,-,-,
大島 洋平,中,LF,758.3,2.5,0.6,-,1.5,0.3,-7.2,-,-,
大島 洋平,中,CF,148.3,3.5,4.3,-,-0.8,0.0,0.5,-,-,
大島 洋平,中,DH,9.0,-,-,-,-,-,-0.1,-,-,
西川 遥輝,楽,LF,152.0,3.0,1.6,-,1.3,0.1,-1.4,-,-,
西川 遥輝,楽,CF,20.0,-0.8,-0.7,-,0.0,0.0,0.1,-,-,
西川 遥輝,楽,DH,5.3,-,-,-,-,-,-0.1,-,-,
伊藤 裕季也,楽,1B,247.0,-1.2,-1.1,-0.1,-,0.1,-2.8,-,-,
伊藤 裕季也,楽,2B,6.0,0.4,0.4,0.0,-,0.0,0.0,-,-,
伊藤 裕季也,楽,3B,230.0,-2.4,-0.8,0.0,-,-1.6,-0.9,-,-,
伊藤 裕季也,楽,SS,7.0,0.2,0.2,-0.1,-,0.1,0.1,-,-,
伊藤 裕季也,楽,DH,1.0,-,-,-,-,-,0.0,-,-,
小深田 大翔,楽,2B,601.0,-5.1,-4.6,0.5,-,-1.0,1.6,-,-,
小深田 大翔,楽,3B,305.0,-0.3,2.4,-0.9,-,-1.7,-1.2,-,-,
小深田 大翔,楽,SS,4.0,-0.3,-0.3,0.0,-,0.0,0.0,-,-,
小深田 大翔,楽,LF,166.0,5.3,4.6,-,0.6,0.1,-1.6,-,-,
小深田 大翔,楽,CF,14.0,1.0,1.2,-,-0.2,0.0,0.0,-,-,
加藤 翔平,中,LF,38.3,-0.2,-1.1,-,0.9,0.0,-0.4,-,-,
加藤 翔平,中,CF,23.7,1.0,1.1,-,-0.1,0.0,0.1,-,-,
加藤 翔平,中,RF,3.0,-0.6,-0.6,-,0.0,0.0,0.0,-,-,
元山 飛優,ヤ,2B,85.7,1.6,0.8,0.5,-,0.4,0.2,-,-,
元山 飛優,ヤ,3B,9.0,0.2,0.2,0.0,-,0.0,0.0,-,-,
元山 飛優,ヤ,SS,5.0,-0.5,-0.6,0.0,-,0.0,0.0,-,-,
山﨑 剛,楽,2B,3.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
山﨑 剛,楽,3B,55.7,2.1,1.7,-0.1,-,0.5,-0.2,-,-,
山﨑 剛,楽,SS,629.0,1.4,3.0,-1.3,-,-0.4,5.1,-,-,
山﨑 剛,楽,DH,1.0,-,-,-,-,-,0.0,-,-,
髙松 渡,中,2B,1.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
髙松 渡,中,LF,3.0,0.6,0.6,-,0.0,0.0,0.0,-,-,
髙松 渡,中,CF,2.0,-0.6,-0.4,-,-0.2,0.0,0.0,-,-,
吉川 尚輝,巨,2B,1012.7,4.8,4.9,-1.3,-,1.2,2.7,-,-,
内山 壮真,ヤ,C,217.0,2.3,-,-,2.0,0.3,3.1,-0.7,0.0,
内山 壮真,ヤ,LF,201.7,4.3,3.7,-,0.5,0.1,-1.9,-,-,
内山 壮真,ヤ,CF,78.0,-1.2,-0.6,-,-0.6,0.0,0.3,-,-,
内山 壮真,ヤ,RF,35.0,-0.1,0.2,-,-0.3,0.0,-0.1,-,-,
溝脇 隼人,中,1B,26.0,0.6,0.5,0.0,-,0.1,-0.3,-,-,
溝脇 隼人,中,2B,43.3,0.1,0.2,-0.3,-,0.2,0.1,-,-,
溝脇 隼人,中,SS,66.7,-1.8,-0.6,-0.2,-,-1.1,0.5,-,-,
島内 宏明,楽,LF,291.0,-7.7,-5.8,-,-2.0,0.1,-2.8,-,-,
島内 宏明,楽,RF,91.0,2.0,2.4,-,-0.4,0.1,-0.4,-,-,
島内 宏明,楽,DH,332.0,-,-,-,-,-,-4.0,-,-,
小田 裕也,オ,LF,175.3,0.4,0.1,-,0.3,0.1,-1.7,-,-,
小田 裕也,オ,CF,21.0,-1.3,-0.9,-,-0.4,0.0,0.1,-,-,
小田 裕也,オ,RF,15.0,0.4,-0.2,-,0.6,0.0,-0.1,-,-,
小田 裕也,オ,DH,1.0,-,-,-,-,-,0.0,-,-,
田中 和基,楽,LF,59.3,-0.5,-0.6,-,0.1,0.0,-0.6,-,-,
田中 和基,楽,CF,42.3,2.7,1.9,-,0.8,0.0,0.1,-,-,
田中 和基,楽,RF,72.0,-1.2,-0.9,-,-0.3,0.0,-0.3,-,-,
田中 和基,楽,DH,9.0,-,-,-,-,-,-0.1,-,-,
武岡 龍世,ヤ,2B,244.7,-1.7,-2.5,0.4,-,0.3,0.7,-,-,
武岡 龍世,ヤ,3B,37.0,-0.2,0.1,0.1,-,-0.4,-0.1,-,-,
武岡 龍世,ヤ,SS,131.0,0.7,1.0,-1.2,-,0.9,1.1,-,-,
中川 圭太,オ,1B,73.0,1.7,1.1,0.3,-,0.3,-0.8,-,-,
中川 圭太,オ,LF,104.0,-4.4,-2.8,-,-1.6,0.0,-1.0,-,-,
中川 圭太,オ,CF,936.3,-5.8,-0.7,-,-5.2,0.1,3.1,-,-,
中川 圭太,オ,RF,26.0,0.3,0.2,-,0.1,0.0,-0.1,-,-,
中川 圭太,オ,DH,17.0,-,-,-,-,-,-0.2,-,-,
中村 晃,ソ,1B,1042.3,-3.1,-3.7,-0.2,-,0.7,-11.6,-,-,
中村 晃,ソ,LF,32.0,-1.7,-1.9,-,0.1,0.0,-0.3,-,-,
中村 晃,ソ,RF,57.0,0.2,0.6,-,-0.5,0.0,-0.2,-,-,
中村 晃,ソ,DH,29.0,-,-,-,-,-,-0.3,-,-,
田中 広輔,広,1B,39.0,-0.1,-0.3,0.0,-,0.2,-0.4,-,-,
田中 広輔,広,3B,274.0,7.4,7.2,0.2,-,0.0,-1.0,-,-,
田中 広輔,広,SS,180.3,-2.6,-1.6,0.0,-,-1.0,1.5,-,-,
平沢 大河,ロ,LF,40.7,2.5,-0.4,-,2.9,0.0,-0.4,-,-,
平沢 大河,ロ,RF,346.3,5.7,5.0,-,0.5,0.1,-1.4,-,-,
太田 賢吾,ヤ,1B,3.0,0.4,0.4,-0.1,-,0.1,0.0,-,-,
太田 賢吾,ヤ,LF,6.0,-0.6,-0.6,-,0.0,0.0,-0.1,-,-,
太田 賢吾,ヤ,CF,38.0,0.1,-0.9,-,1.0,0.0,0.1,-,-,
太田 賢吾,ヤ,RF,17.0,2.1,1.6,-,0.5,0.0,-0.1,-,-,
太田 賢吾,ヤ,DH,1.0,-,-,-,-,-,0.0,-,-,
奈良間 大己,日,2B,132.7,-2.8,-2.1,-0.4,-,-0.2,0.4,-,-,
奈良間 大己,日,3B,23.0,-0.3,-0.4,0.0,-,0.0,-0.1,-,-,
奈良間 大己,日,SS,313.7,-3.6,-1.7,-0.8,-,-1.0,2.6,-,-,
谷内 亮太,日,1B,3.0,0.2,0.2,0.0,-,0.0,0.0,-,-,
谷内 亮太,日,2B,145.3,-3.4,-2.9,-0.2,-,-0.3,0.4,-,-,
谷内 亮太,日,3B,41.7,0.2,0.0,0.0,-,0.2,-0.2,-,-,
谷内 亮太,日,SS,25.0,0.2,0.1,-0.1,-,0.2,0.2,-,-,
三森 大貴,ソ,1B,2.0,0.2,0.2,0.0,-,0.0,0.0,-,-,
三森 大貴,ソ,2B,669.0,-4.2,-3.2,-1.7,-,0.6,1.8,-,-,
三森 大貴,ソ,DH,1.0,-,-,-,-,-,0.0,-,-,
炭谷 銀仁朗,楽,C,370.7,-2.2,-,-,-2.2,0.1,5.3,0.3,-1.0,
炭谷 銀仁朗,楽,DH,3.0,-,-,-,-,-,0.0,-,-,
アルカンタラ,日,1B,4.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
アルカンタラ,日,2B,65.0,0.0,0.1,0.4,-,-0.4,0.2,-,-,
アルカンタラ,日,3B,74.3,0.1,0.2,0.0,-,-0.1,-0.3,-,-,
アルカンタラ,日,LF,68.3,2.5,2.9,-,-0.4,0.0,-0.6,-,-,
アルカンタラ,日,CF,23.0,0.6,0.6,-,0.0,0.0,0.1,-,-,
アルカンタラ,日,RF,22.3,-0.4,-0.4,-,0.0,0.0,-0.1,-,-,
アルカンタラ,日,DH,3.0,-,-,-,-,-,0.0,-,-,
紅林 弘太郎,オ,3B,10.0,-0.3,-0.3,0.0,-,0.0,0.0,-,-,
紅林 弘太郎,オ,SS,1072.7,-4.6,-6.5,-1.2,-,3.2,8.7,-,-,
山崎 晃大朗,ヤ,LF,138.0,0.1,-0.7,-,0.7,0.1,-1.3,-,-,
山崎 晃大朗,ヤ,CF,133.7,1.7,1.4,-,0.3,0.0,0.4,-,-,
山崎 晃大朗,ヤ,RF,51.0,-1.4,-1.5,-,0.1,0.0,-0.2,-,-,
野村 佑希,日,1B,329.0,1.7,1.9,-0.2,-,0.1,-3.7,-,-,
野村 佑希,日,2B,4.0,-0.3,-0.4,0.1,-,0.0,0.0,-,-,
野村 佑希,日,3B,256.0,0.3,-0.1,0.0,-,0.3,-1.0,-,-,
野村 佑希,日,LF,158.3,-3.7,-4.8,-,1.0,0.1,-1.5,-,-,
野村 佑希,日,DH,225.3,-,-,-,-,-,-2.7,-,-,
水野 達稀,日,2B,90.7,-1.4,-1.8,0.0,-,0.4,0.2,-,-,
水野 達稀,日,3B,4.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
水野 達稀,日,SS,57.0,-1.6,0.6,-0.4,-,-1.7,0.5,-,-,
水野 達稀,日,DH,3.0,-,-,-,-,-,0.0,-,-,
大城 滉二,オ,2B,121.0,-1.3,-0.3,-0.2,-,-0.8,0.3,-,-,
大城 滉二,オ,3B,30.0,-1.5,-0.8,-0.1,-,-0.5,-0.1,-,-,
大城 滉二,オ,SS,9.0,0.0,-0.2,0.1,-,0.0,0.1,-,-,
韮澤 雄也,広,1B,32.3,-1.1,-1.1,0.0,-,0.0,-0.4,-,-,
韮澤 雄也,広,2B,26.0,-0.1,-0.1,-0.2,-,0.1,0.1,-,-,
韮澤 雄也,広,3B,24.0,-0.8,-1.2,0.2,-,0.2,-0.1,-,-,
韮澤 雄也,広,SS,18.0,-0.6,-0.8,0.0,-,0.1,0.1,-,-,
佐藤 直樹,ソ,LF,20.0,-0.4,0.0,-,-0.4,0.0,-0.2,-,-,
佐藤 直樹,ソ,CF,53.0,-0.5,-0.4,-,-0.1,0.0,0.2,-,-,
佐藤 直樹,ソ,RF,14.0,-0.3,-0.3,-,0.0,0.0,-0.1,-,-,
佐藤 直樹,ソ,DH,2.0,-,-,-,-,-,0.0,-,-,
廣岡 大志,巨,1B,5.0,0.0,0.0,0.0,-,0.0,-0.1,-,-,
廣岡 大志,巨,2B,40.0,-2.7,-3.1,0.3,-,0.1,0.1,-,-,
廣岡 大志,巨,3B,3.0,-0.3,-0.3,0.0,-,0.0,0.0,-,-,
山足 達也,オ,1B,53.0,0.2,0.1,-0.1,-,0.2,-0.6,-,-,
山足 達也,オ,2B,24.7,-0.3,-0.3,0.0,-,0.1,0.1,-,-,
山足 達也,オ,3B,2.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
山足 達也,オ,SS,7.0,-0.3,-0.2,-0.1,-,0.0,0.1,-,-,
野間 峻祥,広,CF,138.7,1.2,0.4,-,0.8,0.0,0.5,-,-,
野間 峻祥,広,RF,708.7,-0.7,0.7,-,-1.7,0.3,-2.8,-,-,
野間 峻祥,広,DH,2.3,-,-,-,-,-,0.0,-,-,
塩見 泰隆,ヤ,CF,390.0,5.3,4.3,-,1.0,0.1,1.3,-,-,
小川 龍成,ロ,2B,39.3,1.5,1.0,0.2,-,0.3,0.1,-,-,
小川 龍成,ロ,3B,1.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
小川 龍成,ロ,RF,45.3,1.6,1.8,-,-0.2,0.0,-0.2,-,-,
小川 龍成,ロ,DH,8.0,-,-,-,-,-,-0.1,-,-,
細川 凌平,日,1B,2.0,-0.2,-0.2,0.0,-,0.0,0.0,-,-,
細川 凌平,日,2B,85.7,-1.7,-0.9,-0.5,-,-0.3,0.2,-,-,
細川 凌平,日,3B,25.0,-0.8,-0.9,0.0,-,0.0,-0.1,-,-,
細川 凌平,日,SS,46.0,-0.9,0.3,-0.1,-,-1.1,0.4,-,-,
細川 凌平,日,LF,21.0,0.0,-0.1,-,0.0,0.0,-0.2,-,-,
細川 凌平,日,CF,85.3,6.0,2.6,-,3.4,0.0,0.3,-,-,
細川 凌平,日,RF,4.7,0.3,0.3,-,0.0,0.0,0.0,-,-,
細川 凌平,日,DH,3.0,-,-,-,-,-,0.0,-,-,
門脇 誠,巨,2B,65.0,-1.2,-1.5,0.1,-,0.3,0.2,-,-,
門脇 誠,巨,3B,309.0,9.1,6.8,0.5,-,1.8,-1.2,-,-,
門脇 誠,巨,SS,431.0,4.9,2.1,1.1,-,1.8,3.5,-,-,
太田 光,楽,C,626.0,1.3,-,-,1.5,-0.2,9.0,-11.6,-0.1,
池田 来翔,ロ,1B,145.3,3.4,2.4,0.3,-,0.8,-1.6,-,-,
池田 来翔,ロ,2B,22.0,0.6,0.7,-0.1,-,0.1,0.1,-,-,
池田 来翔,ロ,3B,46.0,-0.7,-1.2,0.0,-,0.5,-0.2,-,-,
池田 来翔,ロ,DH,1.0,-,-,-,-,-,0.0,-,-,
長谷川 信哉,西,CF,430.0,-5.8,-5.3,-,-0.5,0.0,1.4,-,-,
長谷川 信哉,西,RF,41.0,0.3,0.2,-,0.1,0.0,-0.2,-,-,
長谷川 信哉,西,DH,1.0,-,-,-,-,-,0.0,-,-,
澤井 廉,ヤ,LF,67.0,2.9,2.8,-,0.1,0.0,-0.6,-,-,
柴田 竜拓,デ,2B,1.0,0.2,0.2,0.0,-,0.0,0.0,-,-,
柴田 竜拓,デ,3B,167.0,1.4,1.1,0.4,-,0.0,-0.6,-,-,
柴田 竜拓,デ,SS,68.3,0.1,-0.9,0.5,-,0.5,0.6,-,-,
友杉 篤輝,ロ,SS,428.3,0.8,1.0,-0.2,-,0.0,3.5,-,-,
友杉 篤輝,ロ,DH,5.0,-,-,-,-,-,-0.1,-,-,
清水 優心,日,C,155.7,-2.5,-,-,-2.1,-0.4,2.2,-1.5,0.5,
清水 優心,日,1B,1.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
中村 貴浩,広,LF,2.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
中村 貴浩,広,RF,69.0,-1.5,-0.9,-,-0.6,0.0,-0.3,-,-,
佐藤 龍世,西,1B,1.0,0.2,0.2,0.0,-,0.0,0.0,-,-,
佐藤 龍世,西,2B,40.0,-0.7,-0.3,0.2,-,-0.6,0.1,-,-,
佐藤 龍世,西,3B,519.7,4.2,6.7,0.1,-,-2.7,-2.0,-,-,
佐藤 龍世,西,DH,8.0,-,-,-,-,-,-0.1,-,-,
若林 楽人,西,LF,68.0,0.6,1.0,-,-0.5,0.0,-0.6,-,-,
若林 楽人,西,CF,106.0,-1.7,-1.1,-,-0.6,0.0,0.4,-,-,
若林 楽人,西,RF,55.0,-2.6,-2.4,-,-0.2,0.0,-0.2,-,-,
若林 楽人,西,DH,4.7,-,-,-,-,-,-0.1,-,-,
知野 直人,デ,1B,39.7,0.2,0.1,-0.1,-,0.2,-0.4,-,-,
知野 直人,デ,3B,24.0,0.9,0.7,-0.2,-,0.4,-0.1,-,-,
知野 直人,デ,SS,31.0,-2.1,-1.8,0.2,-,-0.6,0.3,-,-,
知野 直人,デ,LF,1.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
ブリンソン,巨,CF,627.7,-8.5,-5.9,-,-2.7,0.1,2.1,-,-,
西田 明央,ヤ,C,4.0,-0.3,-,-,-0.4,0.0,0.1,-0.2,0.0,
西田 明央,ヤ,1B,2.0,0.0,-0.1,0.0,-,0.0,0.0,-,-,
ハンソン,日,2B,61.0,0.6,0.7,-0.3,-,0.2,0.2,-,-,
ハンソン,日,SS,53.0,-2.0,-1.0,0.2,-,-1.2,0.4,-,-,
ハンソン,日,DH,60.0,-,-,-,-,-,-0.7,-,-,
上川畑 大悟,日,2B,159.3,1.7,1.6,0.0,-,0.1,0.4,-,-,
上川畑 大悟,日,SS,643.3,-1.3,-1.8,1.2,-,-0.6,5.2,-,-,
上川畑 大悟,日,DH,4.0,-,-,-,-,-,0.0,-,-,
廣岡 大志,オ,1B,16.0,-1.5,-1.5,0.0,-,0.0,-0.2,-,-,
廣岡 大志,オ,2B,16.0,0.6,0.7,-0.1,-,0.1,0.0,-,-,
廣岡 大志,オ,3B,71.7,-0.1,0.4,-0.2,-,-0.3,-0.3,-,-,
廣岡 大志,オ,LF,22.0,2.1,1.7,-,0.3,0.0,-0.2,-,-,
廣岡 大志,オ,CF,28.0,-1.6,-2.2,-,0.6,0.0,0.1,-,-,
廣岡 大志,オ,RF,54.0,0.9,-0.2,-,1.0,0.0,-0.2,-,-,
廣岡 大志,オ,DH,3.3,-,-,-,-,-,0.0,-,-,
三ツ俣 大樹,ヤ,1B,5.0,0.2,0.2,0.0,-,0.0,-0.1,-,-,
三ツ俣 大樹,ヤ,2B,19.0,0.0,-0.3,0.2,-,0.1,0.1,-,-,
三ツ俣 大樹,ヤ,3B,5.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
三ツ俣 大樹,ヤ,SS,6.0,-0.3,-0.2,-0.1,-,0.0,0.0,-,-,
加藤 豪将,日,1B,167.3,-1.0,-1.6,0.0,-,0.6,-1.9,-,-,
加藤 豪将,日,2B,217.0,-3.0,-4.7,1.5,-,0.3,0.6,-,-,
加藤 豪将,日,3B,1.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
加藤 豪将,日,DH,47.0,-,-,-,-,-,-0.6,-,-,
柘植 世那,西,C,379.0,0.9,-,-,0.6,0.3,5.4,-3.6,0.4,
萩尾 匡也,巨,LF,3.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
萩尾 匡也,巨,CF,20.0,-0.7,-1.0,-,0.3,0.0,0.1,-,-,
萩尾 匡也,巨,RF,3.0,0.3,0.3,-,0.0,0.0,0.0,-,-,
茶谷 健太,ロ,1B,245.0,0.1,-0.1,0.1,-,0.1,-2.7,-,-,
茶谷 健太,ロ,2B,52.0,0.7,0.7,-0.1,-,0.1,0.1,-,-,
茶谷 健太,ロ,3B,33.3,1.2,0.8,0.0,-,0.4,-0.1,-,-,
茶谷 健太,ロ,SS,107.0,2.6,1.6,0.2,-,0.8,0.9,-,-,
丸 佳浩,巨,LF,3.0,-0.6,-0.6,-,0.0,0.0,0.0,-,-,
丸 佳浩,巨,CF,332.7,2.8,3.7,-,-1.0,0.0,1.1,-,-,
