Player,Team,Position,Inning,TZR,RngR,DPR,ARM,ErrR,位置補正,Framing,Blocking,
中島 卓也,日,3B,1.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
中島 卓也,日,SS,55.0,-1.5,-2.0,0.2,-,0.3,0.4,-,-,
中島 卓也,日,DH,4.0,-,-,-,-,-,0.0,-,-,
滝澤 夏央,西,SS,63.7,1.7,1.9,-0.6,-,0.4,0.5,-,-,
滝澤 夏央,西,DH,1.0,-,-,-,-,-,0.0,-,-,
曽根 海成,広,2B,3.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
曽根 海成,広,3B,11.0,0.5,0.4,0.0,-,0.1,0.0,-,-,
曽根 海成,広,LF,1.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
曽根 海成,広,CF,12.7,-0.4,-0.4,-,0.0,0.0,0.0,-,-,
曽根 海成,広,RF,35.7,2.5,-1.0,-,3.5,0.0,-0.1,-,-,
曽根 海成,広,DH,6.0,-,-,-,-,-,-0.1,-,-,
西浦 直亨,ヤ,2B,23.0,-0.3,0.5,-0.2,-,-0.6,0.1,-,-,
川越 誠司,西,LF,8.0,-1.6,-1.6,-,0.0,0.0,-0.1,-,-,
川越 誠司,西,RF,73.0,1.4,1.6,-,-0.3,0.0,-0.3,-,-,
安田 悠馬,楽,C,266.0,-0.6,-,-,-0.6,-0.1,3.8,-3.5,-0.8,
安田 悠馬,楽,1B,2.0,0.2,0.2,0.0,-,0.0,0.0,-,-,
安田 悠馬,楽,DH,9.0,-,-,-,-,-,-0.1,-,-,
古賀 悠斗,西,C,747.0,3.1,-,-,3.7,-0.6,10.7,-6.9,-1.3,
古賀 悠斗,西,DH,1.0,-,-,-,-,-,0.0,-,-,
若月 健矢,オ,C,746.3,-0.3,-,-,-1.1,0.7,10.7,5.6,1.1,
若月 健矢,オ,DH,32.7,-,-,-,-,-,-0.4,-,-,
安達 了一,オ,1B,1.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
安達 了一,オ,2B,143.0,-1.5,-0.7,-1.3,-,0.6,0.4,-,-,
安達 了一,オ,SS,6.0,0.3,0.4,-0.1,-,0.0,0.0,-,-,
オースティン,デ,1B,17.0,0.2,0.2,0.0,-,0.0,-0.2,-,-,
オースティン,デ,DH,75.7,-,-,-,-,-,-0.9,-,-,
オスナ,ヤ,1B,1160.3,-4.6,-7.1,0.7,-,1.8,-12.9,-,-,
ウォーカー,巨,LF,133.0,-3.8,-2.4,-,-1.4,0.1,-1.3,-,-,
ウォーカー,巨,DH,47.0,-,-,-,-,-,-0.6,-,-,
福田 秀平,ロ,DH,17.0,-,-,-,-,-,-0.2,-,-,
長岡 秀樹,ヤ,SS,1125.7,11.9,6.9,2.5,-,2.5,9.2,-,-,
木浪 聖也,神,SS,1096.7,4.6,1.8,3.6,-,-0.8,8.9,-,-,
小幡 竜平,神,SS,191.3,0.7,1.3,0.3,-,-0.9,1.6,-,-,
ポランコ,ロ,LF,73.0,-0.5,-0.6,-,0.1,0.0,-0.7,-,-,
ポランコ,ロ,RF,5.0,-0.6,-0.6,-,0.0,0.0,0.0,-,-,
ポランコ,ロ,DH,948.0,-,-,-,-,-,-11.3,-,-,
海野 隆司,ソ,C,17.7,-0.6,-,-,-0.4,-0.3,0.3,-0.3,0.1,
龍空,中,2B,104.3,-0.6,-0.7,-0.3,-,0.4,0.3,-,-,
龍空,中,SS,682.7,2.2,1.7,0.4,-,0.1,5.6,-,-,
中田 翔,巨,1B,537.3,-7.0,-6.5,0.4,-,-1.0,-6.0,-,-,
中田 翔,巨,DH,18.0,-,-,-,-,-,-0.2,-,-,
川越 誠司,中,LF,8.0,0.0,0.0,-,0.0,0.0,-0.1,-,-,
川越 誠司,中,RF,43.0,-2.3,-2.1,-,-0.2,0.0,-0.2,-,-,
三好 大倫,中,LF,24.0,-1.4,-0.9,-,-0.6,0.0,-0.2,-,-,
石垣 雅海,中,2B,55.0,1.0,1.0,-0.1,-,0.2,0.1,-,-,
石垣 雅海,中,3B,1.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
石垣 雅海,中,SS,19.7,0.4,0.1,0.2,-,0.1,0.2,-,-,
田村 龍弘,ロ,C,554.0,1.9,-,-,1.7,0.2,7.9,-4.9,-1.0,
堀内 謙伍,楽,C,6.0,0.0,-,-,0.0,0.0,0.1,0.1,0.0,
北村 拓己,巨,1B,1.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
北村 拓己,巨,2B,27.0,1.1,0.5,0.5,-,0.1,0.1,-,-,
北村 拓己,巨,3B,22.0,0.5,0.4,0.0,-,0.1,-0.1,-,-,
北村 拓己,巨,SS,20.0,-0.1,-0.2,0.0,-,0.1,0.2,-,-,
山口 航輝,ロ,1B,543.7,1.3,0.6,0.1,-,0.6,-6.1,-,-,
山口 航輝,ロ,LF,342.0,-4.9,-3.2,-,-1.8,0.1,-3.2,-,-,
山口 航輝,ロ,RF,94.0,-3.6,-3.2,-,-0.4,0.0,-0.4,-,-,
山口 航輝,ロ,DH,8.0,-,-,-,-,-,-0.1,-,-,
リチャード,ソ,1B,13.0,0.0,0.0,0.0,-,0.0,-0.1,-,-,
リチャード,ソ,3B,118.3,0.4,0.0,0.6,-,-0.2,-0.4,-,-,
野村 大樹,ソ,1B,91.0,-0.5,-0.6,-0.3,-,0.4,-1.0,-,-,
野村 大樹,ソ,DH,46.0,-,-,-,-,-,-0.5,-,-,
王 柏融,日,1B,1.0,0.2,0.2,0.0,-,0.0,0.0,-,-,
王 柏融,日,LF,8.0,-0.2,0.0,-,-0.2,0.0,-0.1,-,-,
王 柏融,日,DH,77.3,-,-,-,-,-,-0.9,-,-,
石川 慎吾,ロ,LF,171.7,-1.4,-1.3,-,-0.3,0.1,-1.6,-,-,
石川 慎吾,ロ,RF,15.0,-0.2,-0.1,-,-0.1,0.0,-0.1,-,-,
石川 慎吾,ロ,DH,22.7,-,-,-,-,-,-0.3,-,-,
細川 成也,中,1B,228.0,1.0,1.5,-0.2,-,-0.3,-2.5,-,-,
細川 成也,中,LF,35.0,-1.5,-0.8,-,-0.7,0.0,-0.3,-,-,
細川 成也,中,RF,950.3,-18.4,-17.4,-,-1.4,0.4,-3.8,-,-,
田宮 裕涼,日,C,39.3,0.9,-,-,0.9,0.0,0.6,0.0,0.2,
田宮 裕涼,日,LF,23.0,-1.9,-2.0,-,0.0,0.0,-0.2,-,-,
田宮 裕涼,日,DH,9.0,-,-,-,-,-,-0.1,-,-,
堂上 直倫,中,1B,2.0,0.0,-0.1,0.0,-,0.0,0.0,-,-,
堂上 直倫,中,2B,10.0,-0.7,-0.5,-0.3,-,0.1,0.0,-,-,
堂上 直倫,中,3B,8.3,-0.2,-0.4,0.1,-,0.0,0.0,-,-,
堂上 直倫,中,SS,5.0,-0.2,-0.3,0.1,-,0.0,0.0,-,-,
高橋 周平,中,2B,65.0,-2.4,-1.3,0.1,-,-1.2,0.2,-,-,
高橋 周平,中,3B,311.7,4.1,1.9,0.3,-,2.0,-1.2,-,-,
柳田 悠岐,ソ,RF,636.7,-6.7,-7.2,-,0.3,0.3,-2.5,-,-,
柳田 悠岐,ソ,DH,596.3,-,-,-,-,-,-7.1,-,-,
板山 祐太郎,神,LF,2.0,0.3,0.3,-,0.0,0.0,0.0,-,-,
板山 祐太郎,神,RF,36.3,-0.3,-1.5,-,1.1,0.0,-0.1,-,-,
アルモンテ,中,LF,73.0,-2.4,-0.3,-,-1.3,-0.8,-0.7,-,-,
植田 海,神,LF,14.7,1.4,1.4,-,0.0,0.0,-0.1,-,-,
植田 海,神,RF,4.0,0.3,0.3,-,0.0,0.0,0.0,-,-,
正木 智也,ソ,LF,10.0,0.7,1.1,-,-0.4,0.0,-0.1,-,-,
正木 智也,ソ,CF,40.0,-0.4,-0.3,-,-0.1,0.0,0.1,-,-,
正木 智也,ソ,RF,17.0,1.9,1.4,-,0.6,0.0,-0.1,-,-,
正木 智也,ソ,DH,3.0,-,-,-,-,-,0.0,-,-,
渡邉 諒,神,3B,59.7,-0.8,0.5,0.3,-,-1.6,-0.2,-,-,
渡邉 諒,神,DH,17.7,-,-,-,-,-,-0.2,-,-,
長坂 拳弥,神,C,36.7,-0.9,-,-,-0.7,-0.2,0.5,0.2,-0.4,
井上 晴哉,ロ,1B,155.0,-0.5,0.3,0.1,-,-0.9,-1.7,-,-,
井上 晴哉,ロ,DH,53.0,-,-,-,-,-,-0.6,-,-,
安田 尚憲,ロ,1B,122.0,-2.3,-0.3,-0.4,-,-1.5,-1.4,-,-,
安田 尚憲,ロ,3B,902.7,-0.7,-4.0,0.5,-,2.7,-3.4,-,-,
安田 尚憲,ロ,DH,8.0,-,-,-,-,-,-0.1,-,-,
菊田 拡和,巨,3B,3.0,-0.6,0.2,-0.1,-,-0.7,0.0,-,-,
西巻 賢二,デ,3B,1.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
大下 誠一郎,ロ,1B,10.0,0.5,0.4,0.0,-,0.1,-0.1,-,-,
大下 誠一郎,ロ,3B,10.0,0.0,-0.1,0.0,-,0.0,0.0,-,-,
大下 誠一郎,ロ,DH,16.0,-,-,-,-,-,-0.2,-,-,
頓宮 裕真,オ,C,1.0,0.0,-,-,0.0,0.0,0.0,-0.1,0.0,
頓宮 裕真,オ,1B,845.0,7.0,9.6,-0.4,-,-2.1,-9.4,-,-,
頓宮 裕真,オ,DH,72.0,-,-,-,-,-,-0.9,-,-,
川端 慎吾,ヤ,1B,11.0,-0.3,0.3,0.0,-,-0.6,-0.1,-,-,
川端 慎吾,ヤ,DH,51.0,-,-,-,-,-,-0.6,-,-,
前川 右京,神,RF,168.7,-0.7,-1.0,-,0.3,0.1,-0.7,-,-,
前川 右京,神,DH,33.0,-,-,-,-,-,-0.4,-,-,
熊谷 敬宥,神,3B,24.7,0.2,0.1,0.0,-,0.1,-0.1,-,-,
熊谷 敬宥,神,LF,1.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
熊谷 敬宥,神,RF,4.0,-0.5,0.0,-,-0.5,0.0,0.0,-,-,
若林 晃弘,巨,1B,4.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
若林 晃弘,巨,SS,3.0,0.2,0.2,0.0,-,0.0,0.0,-,-,
若林 晃弘,巨,LF,12.0,1.7,1.7,-,0.0,0.0,-0.1,-,-,
若林 晃弘,巨,CF,1.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
若林 晃弘,巨,RF,13.0,-0.4,-0.4,-,0.0,0.0,-0.1,-,-,
石川 昂弥,中,1B,139.0,1.1,1.3,0.0,-,-0.2,-1.6,-,-,
石川 昂弥,中,3B,761.3,-2.8,-1.3,0.3,-,-1.8,-2.9,-,-,
石川 昂弥,中,DH,34.3,-,-,-,-,-,-0.4,-,-,
糸原 健斗,神,1B,2.0,-0.2,-0.2,0.0,-,0.0,0.0,-,-,
糸原 健斗,神,3B,38.3,0.4,0.4,-0.2,-,0.3,-0.1,-,-,
糸原 健斗,神,DH,13.0,-,-,-,-,-,-0.2,-,-,
末包 昇大,広,1B,4.0,0.0,-0.1,0.0,-,0.0,0.0,-,-,
末包 昇大,広,LF,75.7,-2.8,-3.9,-,1.1,0.0,-0.7,-,-,
末包 昇大,広,RF,212.7,3.9,2.9,-,0.9,0.1,-0.8,-,-,
福田 永将,中,1B,37.0,-0.4,-0.4,0.0,-,0.1,-0.4,-,-,
宇佐見 真吾,中,C,327.3,0.3,-,-,0.5,-0.2,4.7,0.7,0.1,
宇佐見 真吾,中,1B,126.7,0.2,-0.3,0.1,-,0.4,-1.4,-,-,
石橋 康太,中,C,181.0,-0.8,-,-,0.1,-0.9,2.6,1.8,0.6,
中村 剛也,西,DH,649.7,-,-,-,-,-,-7.8,-,-,
ミエセス,神,LF,60.3,-1.5,-2.6,-,1.0,0.0,-0.6,-,-,
ミエセス,神,RF,149.0,-1.5,0.3,-,-1.8,0.1,-0.6,-,-,
ミエセス,神,DH,8.0,-,-,-,-,-,-0.1,-,-,
セデーニョ,オ,1B,25.0,0.2,0.1,0.0,-,0.1,-0.3,-,-,
セデーニョ,オ,DH,337.3,-,-,-,-,-,-4.0,-,-,
大里 昂生,オ,1B,1.0,0.2,0.2,0.0,-,0.0,0.0,-,-,
大里 昂生,オ,3B,2.0,-0.5,-0.5,0.0,-,0.0,0.0,-,-,
大里 昂生,オ,DH,4.0,-,-,-,-,-,0.0,-,-,
岡本 和真,巨,1B,492.3,0.5,0.2,0.1,-,0.2,-5.5,-,-,
岡本 和真,巨,3B,696.0,-6.6,-7.4,-0.7,-,1.5,-2.6,-,-,
岡本 和真,巨,LF,39.0,0.1,0.0,-,0.0,0.0,-0.4,-,-,
村上 宗隆,ヤ,1B,5.0,0.6,0.5,0.0,-,0.1,-0.1,-,-,
村上 宗隆,ヤ,3B,1215.7,-4.1,-1.7,0.3,-,-2.7,-4.6,-,-,
マクブルーム,広,1B,492.7,-4.4,-3.0,-0.6,-,-0.9,-5.5,-,-,
マクブルーム,広,DH,27.0,-,-,-,-,-,-0.3,-,-,
大山 悠輔,神,1B,1282.0,13.8,12.3,0.1,-,1.5,-14.3,-,-,
牧 秀悟,デ,2B,1277.3,5.5,4.3,0.8,-,0.3,3.4,-,-,
山川 穂高,西,1B,116.0,-0.2,1.1,-0.3,-,-0.9,-1.3,-,-,
山川 穂高,西,DH,17.0,-,-,-,-,-,-0.2,-,-,
栗原 陵矢,ソ,3B,762.0,7.8,6.2,-0.3,-,1.9,-2.9,-,-,
栗原 陵矢,ソ,DH,30.0,-,-,-,-,-,-0.4,-,-,
松川 虎生,ロ,C,48.0,-0.3,-,-,-0.5,0.2,0.7,-0.6,0.1,
茂木 栄五郎,楽,3B,35.0,1.2,1.0,0.0,-,0.2,-0.1,-,-,
シュウィンデル,オ,DH,140.0,-,-,-,-,-,-1.7,-,-,
松山 竜平,広,1B,150.3,-1.5,-1.9,-0.1,-,0.5,-1.7,-,-,
松山 竜平,広,LF,12.0,0.0,0.3,-,-0.3,0.0,-0.1,-,-,
松山 竜平,広,DH,32.0,-,-,-,-,-,-0.4,-,-,
坂倉 将吾,広,C,938.0,-1.0,-,-,-0.8,-0.1,13.4,2.3,-0.4,
坂倉 将吾,広,1B,42.0,-0.2,-0.4,0.1,-,0.2,-0.5,-,-,
石川 亮,オ,C,39.0,-0.7,-,-,-0.7,0.0,0.6,0.0,-0.1,
渡部 健人,西,1B,376.3,2.1,2.3,0.3,-,-0.5,-4.2,-,-,
渡部 健人,西,3B,64.0,-0.4,-1.1,0.1,-,0.6,-0.2,-,-,
T-岡田,オ,1B,56.0,0.3,0.0,0.2,-,0.1,-0.6,-,-,
T-岡田,オ,LF,7.0,0.3,0.3,-,0.0,0.0,-0.1,-,-,
デビッドソン,広,1B,120.0,0.7,0.3,0.1,-,0.4,-1.3,-,-,
デビッドソン,広,3B,698.7,-6.6,-5.4,0.1,-,-1.3,-2.7,-,-,
栗山 巧,西,DH,309.0,-,-,-,-,-,-3.7,-,-,
川原田 純平,ソ,2B,1.0,0.3,0.2,0.1,-,0.0,0.0,-,-,
川原田 純平,ソ,SS,2.0,-0.4,-0.3,-0.1,-,0.0,0.0,-,-,
木村 文紀,日,LF,1.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
木村 文紀,日,RF,2.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
有薗 直輝,日,3B,8.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
佐藤 輝明,神,3B,1153.3,2.6,5.6,-0.3,-,-2.7,-4.4,-,-,
アストゥディーヨ,ソ,1B,75.0,-0.2,0.0,0.1,-,-0.3,-0.8,-,-,
アストゥディーヨ,ソ,DH,16.0,-,-,-,-,-,-0.2,-,-,
磯村 嘉孝,広,C,28.7,-0.2,-,-,-0.2,0.0,0.4,0.6,0.0,
磯村 嘉孝,広,DH,7.0,-,-,-,-,-,-0.1,-,-,
大城 卓三,巨,C,1060.0,2.1,-,-,2.7,-0.6,15.2,3.1,-0.1,
山瀬 慎之助,巨,C,19.0,0.0,-,-,0.0,0.0,0.3,0.2,0.1,
陽川 尚将,西,1B,10.0,0.4,0.4,0.0,-,0.1,-0.1,-,-,
陽川 尚将,西,3B,34.0,0.4,0.2,0.0,-,0.2,-0.1,-,-,
陽川 尚将,西,DH,21.0,-,-,-,-,-,-0.3,-,-,
岸田 行倫,巨,C,151.3,0.6,-,-,0.9,-0.3,2.2,-0.3,-0.2,
高木 渉,西,LF,26.0,-1.8,-1.8,-,0.0,0.0,-0.2,-,-,
高木 渉,西,RF,16.0,-0.7,-0.7,-,0.0,0.0,-0.1,-,-,
デスパイネ,ソ,DH,85.0,-,-,-,-,-,-1.0,-,-,
山浅 龍之介,中,C,7.0,-0.2,-,-,-0.2,0.0,0.1,0.4,-0.2,
木下 拓哉,中,C,726.3,0.1,-,-,0.2,-0.2,10.4,2.1,0.4,
西浦 直亨,デ,3B,10.0,-0.8,-0.9,0.0,-,0.0,0.0,-,-,
西浦 直亨,デ,SS,2.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
髙松 渡,西,2B,2.0,-0.3,-0.3,0.0,-,0.0,0.0,-,-,
髙松 渡,西,DH,1.0,-,-,-,-,-,0.0,-,-,
黒川 史陽,楽,1B,5.0,-0.2,-0.2,0.0,-,0.0,-0.1,-,-,
黒川 史陽,楽,2B,10.0,-1.3,-1.3,0.0,-,0.0,0.0,-,-,
黒川 史陽,楽,3B,43.0,0.5,0.7,0.1,-,-0.3,-0.2,-,-,
原口 文仁,神,1B,4.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
原口 文仁,神,DH,4.0,-,-,-,-,-,0.0,-,-,
井上 広大,神,RF,70.7,2.4,2.7,-,-0.4,0.0,-0.3,-,-,
林 晃汰,広,1B,65.0,0.7,0.3,0.0,-,0.3,-0.7,-,-,
林 晃汰,広,3B,66.7,-3.3,-1.1,0.0,-,-2.2,-0.3,-,-,
林 晃汰,広,DH,2.0,-,-,-,-,-,0.0,-,-,
戸柱 恭孝,デ,C,387.3,-2.0,-,-,-1.7,-0.3,5.5,0.3,0.2,
中島 宏之,巨,1B,28.7,-0.3,-0.4,0.0,-,0.2,-0.3,-,-,
北村 恵吾,ヤ,1B,40.3,-0.5,-0.6,-0.1,-,0.1,-0.4,-,-,
松田 宣浩,巨,1B,9.0,-0.3,-0.4,0.0,-,0.1,-0.1,-,-,
松田 宣浩,巨,2B,2.0,-0.5,0.2,0.0,-,-0.7,0.0,-,-,
松田 宣浩,巨,3B,5.0,0.2,0.2,0.0,-,0.0,0.0,-,-,
田村 俊介,広,LF,16.0,2.3,1.4,-,0.9,0.0,-0.2,-,-,
田村 俊介,広,RF,25.0,-1.0,-0.2,-,-0.9,0.0,-0.1,-,-,
銀次,楽,1B,16.0,0.4,0.4,0.0,-,0.1,-0.2,-,-,
山村 崇嘉,西,1B,1.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
山村 崇嘉,西,2B,8.0,-0.4,-0.3,-0.1,-,0.0,0.0,-,-,
山村 崇嘉,西,3B,10.0,0.0,-0.1,0.0,-,0.0,0.0,-,-,
山村 崇嘉,西,SS,16.0,-0.6,-0.7,0.1,-,0.1,0.1,-,-,
會澤 翼,広,C,308.3,0.0,-,-,-0.5,0.5,4.4,-0.1,0.1,
加藤 匠馬,中,C,32.3,0.7,-,-,0.6,0.1,0.5,0.3,-0.1,
正隨 優弥,楽,LF,5.0,-0.5,0.3,-,0.0,-0.8,0.0,-,-,
山本 大斗,ロ,LF,4.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
山本 大斗,ロ,RF,11.0,0.1,0.0,-,0.1,0.0,0.0,-,-,
甲斐 拓也,ソ,C,1096.7,3.4,-,-,1.9,1.5,15.7,-5.2,2.2,
和田 恋,楽,1B,2.0,-0.1,-0.1,-0.1,-,0.0,0.0,-,-,
和田 恋,楽,LF,8.0,0.8,0.8,-,0.0,0.0,-0.1,-,-,
菅野 剛士,ロ,LF,7.0,0.0,0.0,-,0.0,0.0,-0.1,-,-,
菅野 剛士,ロ,RF,7.0,0.5,1.4,-,0.0,-0.8,0.0,-,-,
森 敬斗,デ,SS,28.0,-0.6,-0.2,0.1,-,-0.5,0.2,-,-,
齊藤 誠人,西,C,2.0,-0.2,-,-,-0.2,0.0,0.0,-0.1,0.0,
ホーキンス,ソ,DH,25.0,-,-,-,-,-,-0.3,-,-,
松本 直樹,ヤ,C,16.0,0.0,-,-,0.0,0.0,0.2,0.0,-0.1,
井上 朋也,ソ,1B,16.3,0.4,0.4,-0.1,-,0.1,-0.2,-,-,
井上 朋也,ソ,3B,80.0,-0.4,-0.5,-0.2,-,0.4,-0.3,-,-,
アンバギー,デ,RF,11.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
益子 京右,デ,C,2.0,0.0,-,-,0.0,0.0,0.0,-0.2,-0.1,
榮枝 裕貴,神,C,5.0,-0.2,-,-,-0.2,0.0,0.1,-0.4,0.0,
宇佐見 真吾,日,C,44.3,-0.3,-,-,-0.3,0.0,0.6,-1.8,-0.5,
江村 直也,ロ,C,30.0,-0.7,-,-,-0.7,0.0,0.4,-0.8,0.1,
植田 将太,ロ,C,12.0,0.0,-,-,0.0,0.0,0.2,0.3,0.0,
福永 奨,オ,C,8.0,-0.2,-,-,-0.2,0.0,0.1,0.1,0.1,
来田 涼斗,オ,LF,9.0,0.5,0.5,-,0.0,0.0,-0.1,-,-,
来田 涼斗,オ,RF,14.0,-0.3,-0.1,-,-0.3,0.0,-0.1,-,-,
奥村 展征,ヤ,1B,1.0,-0.2,-0.2,0.0,-,0.0,0.0,-,-,
奥村 展征,ヤ,2B,4.0,0.5,0.4,0.1,-,0.0,0.0,-,-,
奥村 展征,ヤ,LF,1.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
郡司 裕也,中,C,1.0,0.0,-,-,0.0,0.0,0.0,0.0,0.0,
荒木 貴裕,ヤ,1B,2.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
大野 奨太,中,C,0.3,0.0,-,-,0.0,0.0,0.0,0.0,0.0,
