                 Pitcher   G  W  L  SV  HLD  CG  SHO   BF    IP   H  HR  SO  BB  IBB  HB  WP   R  ER    ERA    FIP  kwERA  WHIP ERA+ FIP- kwERA-    Diff    HR%     K%    BB%   K-BB% Age  T                Team League
239     Takeuchi Natsuki   3  1  1   0    0   0    0   75  18.2  15   1  14   6    1   0   0   7   7   3.38   3.01   3.73  1.13   81   98    103    0.37   1.3%  18.7%   8.0%   10.7%  23  L         Seibu Lions     PL
240        Tamura Ichiro  11  0  0   0    0   0    0   56  13.0  13   1   8   3    0   2   0   5   5   3.46   3.78   3.91  1.23   79  123    108   -0.32   1.8%  14.3%   5.4%    8.9%  30  R         Seibu Lions     PL
241           Ueda Taiga   3  0  1   0    0   0    0   76  15.2  24   1   5   6    0   1   0  12  12   6.89   4.38   4.93  1.91   40  143    136    2.51   1.3%   6.6%   7.9%   -1.3%  23  R         Seibu Lions     PL
242      Watanabe Yutaro   9  4  3   0    0   0    0  230  56.1  45   3  33  15    0   3   2  19  16   2.56   3.33   4.02  1.07  106  109    111   -0.77   1.3%  14.3%   6.5%    7.8%  24  R         Seibu Lions     PL
243       Wingenter Trey  22  0  4   0   14   0    0   78  20.2  10   0  29   6    0   1   2   5   4   1.74   1.06   1.85  0.77  157   35     51    0.68   0.0%  37.2%   7.7%   29.5%  31  R         Seibu Lions     PL
244        Yamada Haruto  18  1  1   0    7   0    0   68  18.0  13   1  13   3    0   1   0   2   1   0.50   2.80   3.33  0.89  545   91     92   -2.30   1.5%  19.1%   4.4%   14.7%  21  R         Seibu Lions     PL
245           Yoza Kaito   4  1  1   0    0   0    0   87  21.0  20   3  10   4    0   2   0  10  10   4.29   4.61   4.11  1.14   64  151    114   -0.32   3.4%  11.5%   4.6%    6.9%  29  R         Seibu Lions     PL
246        Fukutani Koji  14  1  1   0    2   0    0   63  14.1  16   3  11   4    0   0   1  10   6   3.77   4.88   3.69  1.40   75  153    102   -1.11   4.8%  17.5%   6.3%   11.1%  34  R  Nipponham Fighters     PL
247     Gu Lin Ruei-Yang   5  2  1   0    0   1    1  121  30.0  25   2  33   6    0   0   0  12   9   2.70   2.12   2.57  1.03  105   67     71    0.58   1.7%  27.3%   5.0%   22.3%  25  R  Nipponham Fighters     PL
248        Hosono Haruki   3  0  1   0    0   0    0   73  17.1  12   0  12  10    0   0   1   5   5   2.60   3.20   4.53  1.27  109  100    125   -0.60   0.0%  16.4%  13.7%    2.7%  23  L  Nipponham Fighters     PL
249       Ikeda Takahide  22  0  2   0   13   0    0   87  20.2  19   1  13   4    1   1   2   5   5   2.18   2.95   3.77  1.11  130   93    104   -0.77   1.1%  14.9%   4.6%   10.3%  30  R  Nipponham Fighters     PL
250          Itoh Hiromi  10  6  3   0    0   3    0  299  76.0  60   8  73  11    0   2   3  22  20   2.37   2.81   2.73  0.93  120   88     75   -0.44   2.7%  24.4%   3.7%   20.7%  27  R  Nipponham Fighters     PL
251       Kanemura Shoma   7  4  2   0    0   4    3  203  52.0  44   2  34   8    0   0   1  11  11   1.90   2.51   3.52  1.00  149   79     97   -0.61   1.0%  16.7%   3.9%   12.8%  24  R  Nipponham Fighters     PL
252       Katoh Takayuki   8  3  2   0    0   0    0  184  44.2  47   4  18   5    0   0   0  15  13   2.62   3.55   4.09  1.16  108  111    113   -0.93   2.2%   9.8%   2.7%    7.1%  33  L  Nipponham Fighters     PL
253        Kawano Ryusei  21  2  0   0   15   0    0   70  18.1   9   1  15   5    0   4   1   6   6   2.95   3.40   3.37  0.76   96  107     93   -0.45   1.4%  21.4%   7.1%   14.3%  27  L  Nipponham Fighters     PL
254        Kitayama Koki   8  3  2   0    0   2    0  211  53.1  39   2  49  17    0   1   0   9   8   1.35   2.52   3.28  1.05  210   79     91   -1.17   0.9%  23.2%   8.1%   15.2%  26  R  Nipponham Fighters     PL
255        Matsuoka Koki   3  0  0   0    0   0    0   22   4.0   8   1   5   2    0   0   0   4   3   6.75   5.10   3.44  2.50   42  160     95    1.65   4.5%  22.7%   9.1%   13.6%  24  R  Nipponham Fighters     PL
256      Miyanishi Naoki  15  1  0   0    8   0    0   40  10.0   8   0   7   2    0   0   2   2   2   1.80   2.05   3.55  1.00  157   64     98   -0.25   0.0%  17.5%   5.0%   12.5%  40  L  Nipponham Fighters     PL
257     Nabatame Tsubasa  10  0  0   0    3   0    0   32   8.2   4   0   4   2    0   0   0   2   2   2.08   2.62   4.17  0.69  136   82    116   -0.54   0.0%  12.5%   6.2%    6.2%  30  R  Nipponham Fighters     PL
258         Saito Yukiya  14  0  0   1    3   0    0   67  17.0  10   1  15   8    0   1   1   4   4   2.12   3.44   3.76  1.06  134  108    104   -1.32   1.5%  22.4%  11.9%   10.4%  30  R  Nipponham Fighters     PL
259    Sugiura Toshihiro   8  1  1   0    0   0    0   28   6.1   8   3   6   2    0   0   0   5   4   5.68   8.06   3.37  1.58   50  253     93   -2.38  10.7%  21.4%   7.1%   14.3%  33  R  Nipponham Fighters     PL
260           Sun Yi-Lei   5  0  0   1    3   0    0   21   6.0   4   1   3   0    0   0   0   1   1   1.50   4.02   3.37  0.67  189  126     93   -2.52   4.8%  14.3%   0.0%   14.3%  20  R  Nipponham Fighters     PL
261         Tamai Taisho  10  0  1   0    6   0    0   26   7.0   3   1   6   0    0   1   0   1   1   1.29   3.42   2.49  0.43  220  108     69   -2.13   3.8%  23.1%   0.0%   23.1%  33  R  Nipponham Fighters     PL
262         Tanaka Seigi  17  0  1  11    3   0    0   66  16.1  11   2  11   5    3   1   1   3   3   1.65   4.20   3.89  0.98  172  132    108   -2.55   3.0%  16.7%   7.6%    9.1%  30  R  Nipponham Fighters     PL
263           Tatsu Kota   3  2  0   0    0   0    0   71  19.2  11   1  20   2    0   0   1   1   1   0.46   1.79   2.26  0.66  616   56     63   -1.33   1.4%  28.2%   2.8%   25.4%  21  R  Nipponham Fighters     PL
264        VerHagen Drew   3  1  2   0    0   0    0   61  14.0  16   2   8   3    0   0   0  10  10   6.43   4.21   3.98  1.36   44  132    110    2.22   3.3%  13.1%   4.9%    8.2%  34  R  Nipponham Fighters     PL
265      Yamamoto Takumi  10  2  1   0    0   0    0   47  10.0  10   0  14   6    1   0   0   6   5   4.50   1.85   3.10  1.60   63   58     86    2.65   0.0%  29.8%  12.8%   17.0%  25  R  Nipponham Fighters     PL
266     Yamasaki Sachiya   9  3  2   0    0   1    1  221  55.0  52   3  26   7    0   1   0  15  11   1.80   3.05   3.94  1.07  157   96    109   -1.25   1.4%  11.8%   3.2%    8.6%  32  L  Nipponham Fighters     PL
267      Yanagawa Taisei  15  0  1   0    5   0    0   61  13.2  10   1  13   7    1   2   0   5   3   1.98   3.88   3.82  1.24  143  122    106   -1.90   1.6%  21.3%  11.5%    9.8%  21  R  Nipponham Fighters     PL
