                 Pitcher  G  W  L  SV  CG  SHO  BF    IP   H  HR  SO  BB  IBB  HB  WP   R  ER    ERA    FIP  kwERA  WHIP ERA+ FIP- kwERA-    Diff    HR%      K%    BB%   K-BB% Age  T                Team League
77        Yoshino Teruki  2  1  1   0   0    0  43   8.1  15   0   7   3    0   1   1  10  10  10.80   3.22   3.87  2.16   24   96    104    7.58   0.0%   16.3%   7.0%    9.3%  26  R       DeNA BayStars     EL
78         Akahoshi Yuji  2  1  0   0   0    0  11   3.0   1   0   2   1    0   0   0   0   0   0.00   3.13   3.89  0.67  999   95    104   -3.13   0.0%   18.2%   9.1%    9.1%  25  R      Yomiuri Giants     EL
79           Baba Kosuke  4  0  0   1   0    0  13   4.0   0   0   2   1    0   0   0   0   0   0.00   3.21   4.03  0.25  999   97    108   -3.21   0.0%   15.4%   7.7%    7.7%  30  R      Yomiuri Giants     EL
80          Heinai Ryuta  1  0  0   0   0    0   4   1.0   1   0   1   0    0   0   0   0   0   0.00   1.46   2.30  1.00  999   44     62   -1.46   0.0%   25.0%   0.0%   25.0%  26  R      Yomiuri Giants     EL
81      Imamura Nobutaka  3  0  0   1   0    0  18   4.0   5   0   5   0    0   1   0   1   1   2.25   1.71   2.02  1.25  113   52     54    0.54   0.0%   27.8%   0.0%   27.8%  31  L      Yomiuri Giants     EL
82          Inoue Haruto  1  0  0   0   0    0  10   3.0   2   0   1   0    0   0   0   0   0   0.00   2.79   3.80  0.67  999   85    102   -2.79   0.0%   10.0%   0.0%   10.0%  24  L      Yomiuri Giants     EL
83           Keller Kyle  1  0  0   0   0    0   3   1.0   0   0   0   0    0   0   0   0   0   0.00   3.46   4.80  0.00  999  105    129   -3.46   0.0%    0.0%   0.0%    0.0%  32  R      Yomiuri Giants     EL
84         Mataki Teppei  2  1  0   0   0    0  42  10.0   9   0   3   3    0   0   0   2   2   1.80   3.76   4.80  1.20  141  114    129   -1.96   0.0%    7.1%   7.1%    0.0%  26  L      Yomiuri Giants     EL
85         Matsui Hayate  4  1  1   0   0    0  34   8.0   7   0   5   1    0   3   0   4   4   4.50   3.71   3.62  1.00   56  113     97    0.79   0.0%   14.7%   2.9%   11.8%  24  R      Yomiuri Giants     EL
86     Miyahara Shunsuke  2  0  0   0   0    0   8   2.0   1   0   0   2    0   0   1   0   0   0.00   6.46   7.30  1.50  999  196    196   -6.46   0.0%    0.0%  25.0%  -25.0%  22  L      Yomiuri Giants     EL
87         Morita Shunya  1  0  0   0   0    0  13   3.0   4   0   2   1    0   0   0   1   1   3.00   3.13   4.03  1.67   84   95    108   -0.13   0.0%   15.4%   7.7%    7.7%  28  L      Yomiuri Giants     EL
88         Nakagawa Kota  5  0  1   0   0    0  18   5.0   3   1   3   0    0   0   0   2   2   3.60   4.86   3.13  0.60   70  147     84   -1.26   5.6%   16.7%   0.0%   16.7%  31  L      Yomiuri Giants     EL
89        Nishidate Yuhi  2  1  0   0   0    0  36   9.0   7   0   7   1    0   0   1   1   1   1.00   2.24   3.13  0.89  253   68     84   -1.24   0.0%   19.4%   2.8%   16.6%  23  R      Yomiuri Giants     EL
90            Ohe Ryusei  3  0  0   0   0    0  22   5.0   5   0   3   2    0   0   1   2   1   1.80   3.46   4.35  1.40  141  105    117   -1.66   0.0%   13.6%   9.1%    4.5%  26  L      Yomiuri Giants     EL
91         Takahashi Rei  2  1  0   0   0    0  29   6.0   8   1   3   2    0   2   0   8   7  10.50   6.63   4.46  1.67   24  201    120    3.87   3.4%   10.3%   6.9%    3.4%  29  R      Yomiuri Giants     EL
92       Takanashi Yuhei  1  0  0   0   0    0   3   1.0   0   0   1   0    0   0   0   0   0   0.00   1.46   1.47  0.00  999   44     39   -1.46   0.0%   33.3%   0.0%   33.3%  32  L      Yomiuri Giants     EL
93         Tamura Tomoki  2  1  1   0   0    0  19   4.0   3   0   4   3    0   0   0   2   0   0.00   3.71   4.27  1.50  999  113    114   -3.71   0.0%   21.1%  15.8%    5.3%  21  R      Yomiuri Giants     EL
94       Tanaka Masahiro  2  0  0   0   0    0  42   9.0  10   0   3   4    0   0   0   2   1   1.00   4.13   5.04  1.56  253  125    135   -3.13   0.0%    7.1%   9.5%   -2.4%  36  R      Yomiuri Giants     EL
