jp_name,jp_team,en_name,en_team
中村 優斗,東京ヤクルトスワローズ,"Nakamura, Yuto",Yakult Swallows
清水 昇,東京ヤクルトスワローズ,"Shimizu, Noboru",Yakult Swallows
奥川 恭伸,東京ヤクルトスワローズ,"Okugawa, Yasunobu",Yakult Swallows
石川 雅規,東京ヤクルトスワローズ,"Ishikawa, Masanori",Yakult Swallows
木澤 尚文,東京ヤクルトスワローズ,"Kizawa, Naofumi",Yakult Swallows
吉村 貢司郎,東京ヤクルトスワローズ,"Yoshimura, Kojiro",Yakult Swallows
星 知弥,東京ヤクルトスワローズ,"Hoshi, Tomoya",Yakult Swallows
山野 太一,東京ヤクルトスワローズ,"Yamano, Taichi",Yakult Swallows
松本 健吾,東京ヤクルトスワローズ,"Matsumoto, Kengo",Yakult Swallows
小川 泰弘,東京ヤクルトスワローズ,"Ogawa, Yasuhiro",Yakult Swallows
荘司 宏太,東京ヤクルトスワローズ,"Shoji, Kota",Yakult Swallows
田口 麗斗,東京ヤクルトスワローズ,"Taguchi, Kazuto",Yakult Swallows
石原 勇輝,東京ヤクルトスワローズ,"Ishihara, Yuki",Yakult Swallows
ランバート,東京ヤクルトスワローズ,"Lambert, Peter",Yakult Swallows
高梨 裕稔,東京ヤクルトスワローズ,"Takanashi, Hirotoshi",Yakult Swallows
矢崎 拓也,東京ヤクルトスワローズ,"Yasaki, Takuya",Yakult Swallows
山本 大貴,東京ヤクルトスワローズ,"Yamamoto, Daiki",Yakult Swallows
大西 広樹,東京ヤクルトスワローズ,"Ohnishi, Hiroki",Yakult Swallows
小澤 怜史,東京ヤクルトスワローズ,"Kozawa, Reiji",Yakult Swallows
高橋 奎二,東京ヤクルトスワローズ,"Takahashi, Keiji",Yakult Swallows
金久保 優斗,東京ヤクルトスワローズ,"Kanakubo, Yuto",Yakult Swallows
山下 輝,東京ヤクルトスワローズ,"Yamashita, Hikaru",Yakult Swallows
原 樹理,東京ヤクルトスワローズ,"Hara, Juri",Yakult Swallows
長谷川 宙輝,東京ヤクルトスワローズ,"Hasegawa, Hiroki",Yakult Swallows
坂本 拓己,東京ヤクルトスワローズ,"Sakamoto, Takumi",Yakult Swallows
バウマン,東京ヤクルトスワローズ,"Baumann, Mike",Yakult Swallows
宮川 哲,東京ヤクルトスワローズ,"Miyagawa, Tetsu",Yakult Swallows
竹山 日向,東京ヤクルトスワローズ,"Takeyama, Hyuga",Yakult Swallows
阪口 皓亮,東京ヤクルトスワローズ,"Sakaguchi, Kousuke",Yakult Swallows
丸山 翔大,東京ヤクルトスワローズ,"Maruyama, Shota",Yakult Swallows
古賀 優大,東京ヤクルトスワローズ,"Koga, Yudai",Yakult Swallows
中村 悠平,東京ヤクルトスワローズ,"Nakamura, Yuhei",Yakult Swallows
松本 直樹,東京ヤクルトスワローズ,"Matsumoto, Naoki",Yakult Swallows
内山 壮真,東京ヤクルトスワローズ,"Uchiyama, Souma",Yakult Swallows
矢野 泰二郎,東京ヤクルトスワローズ,"Yano, Taijiro",Yakult Swallows
鈴木 叶,東京ヤクルトスワローズ,"Suzuki, Kyo",Yakult Swallows
中川 拓真,東京ヤクルトスワローズ,"Nakagawa, Takuma",Yakult Swallows
橋本 星哉,東京ヤクルトスワローズ,"Hashimoto, Seiya",Yakult Swallows
赤羽 由紘,東京ヤクルトスワローズ,"Akahane, Yoshihiro",Yakult Swallows
山田 哲人,東京ヤクルトスワローズ,"Yamada, Tetsuto",Yakult Swallows
川端 慎吾,東京ヤクルトスワローズ,"Kawabata, Shingo",Yakult Swallows
長岡 秀樹,東京ヤクルトスワローズ,"Nagaoka, Hideki",Yakult Swallows
茂木 栄五郎,東京ヤクルトスワローズ,"Mogi, Eigoro",Yakult Swallows
宮本 丈,東京ヤクルトスワローズ,"Miyamoto, Takeshi",Yakult Swallows
オスナ,東京ヤクルトスワローズ,"Osuna, Jose",Yakult Swallows
西村 瑠伊斗,東京ヤクルトスワローズ,"Nishimura, Ruito",Yakult Swallows
北村 拓己,東京ヤクルトスワローズ,"Kitamura, Takumi",Yakult Swallows
北村 恵吾,東京ヤクルトスワローズ,"Kitamura, Keigo",Yakult Swallows
田中 陽翔,東京ヤクルトスワローズ,"Tanaka, Haruto",Yakult Swallows
村上 宗隆,東京ヤクルトスワローズ,"Murakami, Munetaka",Yakult Swallows
武岡 龍世,東京ヤクルトスワローズ,"Takeoka, Ryusei",Yakult Swallows
伊藤 琉偉,東京ヤクルトスワローズ,"Itoh, Ryui",Yakult Swallows
並木 秀尊,東京ヤクルトスワローズ,"Namiki, Hidetaka",Yakult Swallows
西川 遥輝,東京ヤクルトスワローズ,"Nishikawa, Haruki",Yakult Swallows
丸山 和郁,東京ヤクルトスワローズ,"Maruyama, Kazuya",Yakult Swallows
塩見 泰隆,東京ヤクルトスワローズ,"Shiomi, Yasutaka",Yakult Swallows
サンタナ,東京ヤクルトスワローズ,"Santana, Domingo",Yakult Swallows
モイセエフ ニキータ,東京ヤクルトスワローズ,"Moiseev, Nikita",Yakult Swallows
澤井 廉,東京ヤクルトスワローズ,"Sawai, Ren",Yakult Swallows
太田 賢吾,東京ヤクルトスワローズ,"Ohta, Kengo",Yakult Swallows
濱田 太貴,東京ヤクルトスワローズ,"Hamada, Taiki",Yakult Swallows
増田 珠,東京ヤクルトスワローズ,"Masuda, Shu",Yakult Swallows
岩田 幸宏,東京ヤクルトスワローズ,"Iwata, Yukihiro",Yakult Swallows
廣澤 優,東京ヤクルトスワローズ,"Hirosawa, Yu",Yakult Swallows
下川 隼佑,東京ヤクルトスワローズ,"Shimokawa, Shunsuke",Yakult Swallows
西舘 昂汰,東京ヤクルトスワローズ,"Nishidate, Kota",Yakult Swallows
沼田 翔平,東京ヤクルトスワローズ,"Numata, Shohei",Yakult Swallows
西濱 勇星,東京ヤクルトスワローズ,"Nishihama, Yuusei",Yakult Swallows
翔聖,東京ヤクルトスワローズ,"Takahashi, Shosei",Yakult Swallows
鈴木 康平,東京ヤクルトスワローズ,"Suzuki, Kohei",Yakult Swallows
佐藤 琢磨,東京ヤクルトスワローズ,"Satoh, Takuma",Yakult Swallows
松本 龍之介,東京ヤクルトスワローズ,"Matsumoto, Ryunosuke",Yakult Swallows
澤野 聖悠,東京ヤクルトスワローズ,"Sawano, Kiyoharu",Yakult Swallows
根岸 辰昇,東京ヤクルトスワローズ,"Negishi, Tatsunori",Yakult Swallows
髙野 颯太,東京ヤクルトスワローズ,"Takano, Souta",Yakult Swallows
佐藤 龍世,中日ドラゴンズ,"Satoh, Ryusei",Chunichi Dragons
橋本 侑樹,中日ドラゴンズ,"Hashimoto, Yuki",Chunichi Dragons
草加 勝,中日ドラゴンズ,"Kusaka, Sho",Chunichi Dragons
岩嵜 翔,中日ドラゴンズ,"Iwasaki, Sho",Chunichi Dragons
柳 裕也,中日ドラゴンズ,"Yanagi, Yuya",Chunichi Dragons
梅津 晃大,中日ドラゴンズ,"Umetsu, Kodai",Chunichi Dragons
髙橋 宏斗,中日ドラゴンズ,"Takahashi, Hiroto",Chunichi Dragons
涌井 秀章,中日ドラゴンズ,"Wakui, Hideaki",Chunichi Dragons
金丸 夢斗,中日ドラゴンズ,"Kanemaru, Yumeto",Chunichi Dragons
大野 雄大,中日ドラゴンズ,"Ohno, Yudai",Chunichi Dragons
仲地 礼亜,中日ドラゴンズ,"Nakachi, Reia",Chunichi Dragons
森 博人,中日ドラゴンズ,"Mori, Hiroto",Chunichi Dragons
松木平 優太,中日ドラゴンズ,"Matsukihira, Yuta",Chunichi Dragons
根尾 昂,中日ドラゴンズ,"Neo, Akira",Chunichi Dragons
伊藤 茉央,中日ドラゴンズ,"Itoh, Mao",Chunichi Dragons
祖父江 大輔,中日ドラゴンズ,"Sobue, Daisuke",Chunichi Dragons
福 敬登,中日ドラゴンズ,"Fuku, Hiroto",Chunichi Dragons
福田 幸之介,中日ドラゴンズ,"Fukuda, Konosuke",Chunichi Dragons
松葉 貴大,中日ドラゴンズ,"Matsuba, Takahiro",Chunichi Dragons
勝野 昌慶,中日ドラゴンズ,"Katsuno, Akiyoshi",Chunichi Dragons
梅野 雄吾,中日ドラゴンズ,"Umeno, Yugo",Chunichi Dragons
吉田 聖弥,中日ドラゴンズ,"Yoshida, Seiya",Chunichi Dragons
土生 翔太,中日ドラゴンズ,"Habu, Shohta",Chunichi Dragons
清水 達也,中日ドラゴンズ,"Shimizu, Tatsuya",Chunichi Dragons
マルテ,中日ドラゴンズ,"Marte, Yunior",Chunichi Dragons
藤嶋 健人,中日ドラゴンズ,"Fujishima, Kento",Chunichi Dragons
齋藤 綱記,中日ドラゴンズ,"Saitoh, Kohki",Chunichi Dragons
高橋 幸佑,中日ドラゴンズ,"Takahashi, Kosuke",Chunichi Dragons
有馬 惠叶,中日ドラゴンズ,"Arima, Keito",Chunichi Dragons
松山 晋也,中日ドラゴンズ,"Matsuyama, Shinya",Chunichi Dragons
メヒア,中日ドラゴンズ,"Mejia, Humberto",Chunichi Dragons
マラー,中日ドラゴンズ,"Muller, Kyle",Chunichi Dragons
ウォルターズ,中日ドラゴンズ,"Walters, Nash",Chunichi Dragons
石伊 雄太,中日ドラゴンズ,"Ishii, Yuta",Chunichi Dragons
木下 拓哉,中日ドラゴンズ,"Kinoshita, Takuya",Chunichi Dragons
宇佐見 真吾,中日ドラゴンズ,"Usami, Shingo",Chunichi Dragons
味谷 大誠,中日ドラゴンズ,"Miya, Taisei",Chunichi Dragons
加藤 匠馬,中日ドラゴンズ,"Katoh, Takuma",Chunichi Dragons
山浅 龍之介,中日ドラゴンズ,"Yamaasa, Ryunosuke",Chunichi Dragons
石橋 康太,中日ドラゴンズ,"Ishibashi, Kota",Chunichi Dragons
辻本 倫太郎,中日ドラゴンズ,"Tsujimoto, Rintaro",Chunichi Dragons
田中 幹也,中日ドラゴンズ,"Tanaka, Mikiya",Chunichi Dragons
高橋 周平,中日ドラゴンズ,"Takahashi, Shuhei",Chunichi Dragons
カリステ,中日ドラゴンズ,"Calixte, Orlando",Chunichi Dragons
村松 開人,中日ドラゴンズ,"Muramatsu, Kaito",Chunichi Dragons
中田 翔,中日ドラゴンズ,"Nakata, Sho",Chunichi Dragons
福永 裕基,中日ドラゴンズ,"Fukunaga, Hiroki",Chunichi Dragons
石川 昂弥,中日ドラゴンズ,"Ishikawa, Takaya",Chunichi Dragons
津田 啓史,中日ドラゴンズ,"Tsuda, Keishi",Chunichi Dragons
森 駿太,中日ドラゴンズ,"Mori, Shunta",Chunichi Dragons
土田 龍空,中日ドラゴンズ,"Tsuchida, Ryuku",Chunichi Dragons
山本 泰寛,中日ドラゴンズ,"Yamamoto, Yasuhiro",Chunichi Dragons
板山 祐太郎,中日ドラゴンズ,"Itayama, Yutaro",Chunichi Dragons
ロドリゲス,中日ドラゴンズ,"Rodriguez, Christian",Chunichi Dragons
樋口 正修,中日ドラゴンズ,"Higuchi, Seishu",Chunichi Dragons
尾田 剛樹,中日ドラゴンズ,"Oda, Gouki",Chunichi Dragons
岡林 勇希,中日ドラゴンズ,"Okabayashi, Yuki",Chunichi Dragons
大島 洋平,中日ドラゴンズ,"Ohshima, Yohei",Chunichi Dragons
ボスラー,中日ドラゴンズ,"Vosler, Jason",Chunichi Dragons
濱 将乃介,中日ドラゴンズ,"Hama, Shonosuke",Chunichi Dragons
ブライト 健太,中日ドラゴンズ,"Bright, Kenta",Chunichi Dragons
川越 誠司,中日ドラゴンズ,"Kawagoe, Seiji",Chunichi Dragons
上林 誠知,中日ドラゴンズ,"Uebayashi, Seiji",Chunichi Dragons
駿太,中日ドラゴンズ,"Gotoh, Shunta",Chunichi Dragons
細川 成也,中日ドラゴンズ,"Hosokawa, Seiya",Chunichi Dragons
鵜飼 航丞,中日ドラゴンズ,"Ukai, Kosuke",Chunichi Dragons
井上 剣也,中日ドラゴンズ,"Inoue, Kenya",Chunichi Dragons
三浦 瑞樹,中日ドラゴンズ,"Miura, Mizuki",Chunichi Dragons
石川 翔,中日ドラゴンズ,"Ishikawa, Sho",Chunichi Dragons
岡田 俊哉,中日ドラゴンズ,"Okada, Toshiya",Chunichi Dragons
野中 天翔,中日ドラゴンズ,"Nonaka, Tento",Chunichi Dragons
森山 暁生,中日ドラゴンズ,"Moriyama, Akio",Chunichi Dragons
近藤 廉,中日ドラゴンズ,"Kondo, Ren",Chunichi Dragons
菊田 翔友,中日ドラゴンズ,"Kikuta, Towa",Chunichi Dragons
マルティネス,中日ドラゴンズ,"Martinez, Randy",Chunichi Dragons
日渡 騰輝,中日ドラゴンズ,"Hiwatari, Touki",Chunichi Dragons
中村 奈一輝,中日ドラゴンズ,"Nakamura, Naiki",Chunichi Dragons
星野 真生,中日ドラゴンズ,"Hoshino, Mao",Chunichi Dragons
川上 理偉,中日ドラゴンズ,"Kawakami, Rii",Chunichi Dragons
加藤 竜馬,中日ドラゴンズ,"Kato, Ryuma",Chunichi Dragons
福元 悠真,中日ドラゴンズ,"Fukumoto, Yuma",Chunichi Dragons
モニエル,中日ドラゴンズ,"Monier, Carlos",Chunichi Dragons
エスピノーザ,オリックス・バファローズ,"Espinoza, Anderson",ORIX Buffaloes
山下 舜平大,オリックス・バファローズ,"Yamashita, Shunpeita",ORIX Buffaloes
東 晃平,オリックス・バファローズ,"Azuma, Kohei",ORIX Buffaloes
寺西 成騎,オリックス・バファローズ,"Teranishi, Naruki",ORIX Buffaloes
宇田川 優希,オリックス・バファローズ,"Udagawa, Yuki",ORIX Buffaloes
椋木 蓮,オリックス・バファローズ,"Mukunoki, Ren",ORIX Buffaloes
平野 佳寿,オリックス・バファローズ,"Hirano, Yoshihisa",ORIX Buffaloes
曽谷 龍平,オリックス・バファローズ,"Sotani, Ryuhei",ORIX Buffaloes
宮城 大弥,オリックス・バファローズ,"Miyagi, Hiroya",ORIX Buffaloes
山岡 泰輔,オリックス・バファローズ,"Yamaoka, Taisuke",ORIX Buffaloes
阿部 翔太,オリックス・バファローズ,"Abe, Shota",ORIX Buffaloes
山﨑 颯一郎,オリックス・バファローズ,"Yamazaki, Soichiro",ORIX Buffaloes
九里 亜蓮,オリックス・バファローズ,"Kuri, Allen",ORIX Buffaloes
吉田 輝星,オリックス・バファローズ,"Yoshida, Kosei",ORIX Buffaloes
齋藤 響介,オリックス・バファローズ,"Saito, Kyosuke",ORIX Buffaloes
富山 凌雅,オリックス・バファローズ,"Tomiyama, Ryoga",ORIX Buffaloes
田嶋 大樹,オリックス・バファローズ,"Tajima, Daiki",ORIX Buffaloes
古田島 成龍,オリックス・バファローズ,"Kotajima, Seiryu",ORIX Buffaloes
マチャド,オリックス・バファローズ,"Machado, Andres",ORIX Buffaloes
東山 玲士,オリックス・バファローズ,"Higashiyama, Reiji",ORIX Buffaloes
本田 仁海,オリックス・バファローズ,"Honda, Hitomi",ORIX Buffaloes
山口 廉王,オリックス・バファローズ,"Yamaguchi, Reo",ORIX Buffaloes
東松 快征,オリックス・バファローズ,"Toumatsu, Kaisei",ORIX Buffaloes
片山 楽生,オリックス・バファローズ,"Katayama, Raiku",ORIX Buffaloes
小木田 敦也,オリックス・バファローズ,"Kogita, Atsuya",ORIX Buffaloes
山田 修義,オリックス・バファローズ,"Yamada, Nobuyoshi",ORIX Buffaloes
井口 和朋,オリックス・バファローズ,"Iguchi, Kazutomo",ORIX Buffaloes
ペルドモ,オリックス・バファローズ,"Perdomo, Luis",ORIX Buffaloes
本田 圭佑,オリックス・バファローズ,"Honda, Keisuke",ORIX Buffaloes
博志,オリックス・バファローズ,"Suzuki, Hiroshi",ORIX Buffaloes
佐藤 一磨,オリックス・バファローズ,"Satoh, Kazuma",ORIX Buffaloes
川瀬 堅斗,オリックス・バファローズ,"Kawase, Kento",ORIX Buffaloes
才木 海翔,オリックス・バファローズ,"Saiki, Kaito",ORIX Buffaloes
髙島 泰都,オリックス・バファローズ,"Takashima, Taito",ORIX Buffaloes
権田 琉成,オリックス・バファローズ,"Gonda, Ryusei",ORIX Buffaloes
若月 健矢,オリックス・バファローズ,"Wakatsuki, Kenya",ORIX Buffaloes
森 友哉,オリックス・バファローズ,"Mori, Tomoya",ORIX Buffaloes
福永 奨,オリックス・バファローズ,"Fukunaga, Sho",ORIX Buffaloes
石川 亮,オリックス・バファローズ,"Ishikawa, Ryo",ORIX Buffaloes
頓宮 裕真,オリックス・バファローズ,"Tongu, Yuma",ORIX Buffaloes
山中 稜真,オリックス・バファローズ,"Yamanaka, Ryoma",ORIX Buffaloes
堀 柊那,オリックス・バファローズ,"Hori, Shuna",ORIX Buffaloes
西野 真弘,オリックス・バファローズ,"Nishino, Masahiro",ORIX Buffaloes
