Pitcher,G,W,L,SV,CG,SHO,PCT,BF,IP,,H,HR,BB,IBB,HB,SO,WP,BK,R,ER,ERA,Team,
Sasaki Ken,3,0,0,0,0,0,.000,19,2,.1,4,0,8,0,0,3,3,0,6,6,23.14,Hiroshima Carp,
Scott Tayler,19,3,3,1,0,0,.500,166,40,.2,38,1,6,0,3,39,2,1,19,13,2.88,Hiroshima Carp,
Shimauchi Sotaro,6,0,0,0,0,0,.000,21,6,,1,0,2,0,0,6,0,0,0,0,0.00,Hiroshima Carp,
Suzuki Hiroto,1,0,0,0,0,0,.000,5,1,,2,0,1,0,0,0,0,0,1,1,9.00,Hiroshima Carp,
Takahashi Kouya,7,0,2,1,0,0,.000,97,23,.2,23,1,9,0,0,26,0,0,12,11,4.18,Hiroshima Carp,
Takahashi Mikiya,17,0,0,0,0,0,.000,74,18,,19,0,5,0,1,19,4,0,7,7,3.50,Hiroshima Carp,
Tamamura Shogo,1,0,0,0,0,0,.000,6,+,,6,0,0,0,0,0,0,0,4,3,----,Hiroshima Carp,
Tanaka Norihiko,25,1,1,12,0,0,.500,104,26,,16,1,8,0,1,27,3,0,7,5,1.73,Hiroshima Carp,
Tokoda Hiroki,4,2,1,0,0,0,.667,89,22,,23,2,3,0,0,12,1,1,8,8,3.27,Hiroshima Carp,
Une Takamasa,20,0,1,0,0,0,.000,109,20,.2,37,3,8,0,4,15,2,0,20,20,8.71,Hiroshima Carp,
Yabuta Kazuki,4,1,2,0,0,0,.333,94,22,,21,1,6,0,2,19,3,0,15,14,5.73,Hiroshima Carp,
Yamaguchi Sho,8,0,4,0,0,0,.000,122,26,,31,3,17,0,1,17,1,0,18,18,6.23,Hiroshima Carp,
Yasaki Takuya,8,1,0,0,0,0,1.000,102,27,,13,2,9,0,0,33,1,0,7,7,2.33,Hiroshima Carp,
Akama Ken,33,4,0,0,0,0,1.000,188,42,.1,44,4,16,0,0,45,2,0,21,18,3.83,DeNA BayStars,
Asada Sota,11,3,2,0,0,0,.600,223,50,.2,48,8,34,0,2,24,3,0,29,23,4.09,DeNA BayStars,
Cordero Remy,22,2,1,0,0,0,.667,121,25,.1,20,3,26,0,1,35,2,1,17,14,4.97,DeNA BayStars,
Diaz Yofrec,13,1,2,0,0,0,.333,74,13,.2,12,0,22,0,0,10,3,1,14,12,7.90,DeNA BayStars,
Escobar Edwin,4,1,0,0,0,0,1.000,15,4,,1,0,1,0,0,4,0,0,0,0,0.00,DeNA BayStars,
Fujioka Yoshiaki,21,1,2,3,0,0,.333,85,21,,17,3,8,0,1,15,0,0,9,8,3.43,DeNA BayStars,
Hamaguchi Haruhiro,2,1,0,0,0,0,1.000,35,8,.1,7,0,3,0,1,8,1,0,2,2,2.16,DeNA BayStars,
Hamaya Kodai,18,2,1,0,0,0,.667,114,25,,19,0,21,0,3,18,2,0,17,10,3.60,DeNA BayStars,
Iizuka Satoshi,27,1,2,0,0,0,.333,217,39,,67,3,30,0,2,26,4,0,50,39,9.00,DeNA BayStars,
Inoh Shoichi,2,0,0,0,0,0,.000,22,6,,2,0,3,0,0,5,0,0,0,0,0.00,DeNA BayStars,
Ise Hiromu,10,0,0,1,0,0,.000,38,10,.1,4,1,4,0,1,10,0,0,1,1,0.87,DeNA BayStars,
Kamichatani Taiga,6,1,1,0,0,0,.500,90,23,,17,0,3,0,1,30,1,0,6,4,1.57,DeNA BayStars,
Kasai Takamasa,27,4,4,1,0,0,.500,130,26,.2,30,3,16,0,3,33,5,0,16,12,4.05,DeNA BayStars,
Katsumata Atsushi,1,0,0,0,0,0,.000,6,1,,2,0,1,0,0,0,0,0,2,2,18.00,DeNA BayStars,
Komura Toru,4,0,0,0,0,0,.000,22,4,,5,0,5,0,1,4,1,0,1,1,2.25,DeNA BayStars,
Kyoyama Masaya,8,0,2,0,0,0,.000,144,31,.2,37,7,15,0,0,31,2,0,20,20,5.68,DeNA BayStars,
Mikami Tomoya,22,2,2,7,0,0,.500,88,21,.1,18,1,7,0,0,18,1,0,10,8,3.38,DeNA BayStars,
Miyagi Daita,12,5,4,0,1,0,.556,273,64,,63,5,26,0,2,33,3,0,28,22,3.09,DeNA BayStars,
Mutoh Yuta,2,1,0,0,0,0,1.000,15,4,,3,0,0,0,0,3,0,0,0,0,0.00,DeNA BayStars,
Nakagawa Koh,8,1,1,0,0,0,.500,145,34,,26,2,20,0,3,26,2,0,16,14,3.71,DeNA BayStars,
Ohnuki Shinichi,2,1,0,0,0,0,1.000,46,11,,13,0,1,0,0,9,2,0,3,1,0.82,DeNA BayStars,
Peoples Michael,6,1,2,0,0,0,.333,103,23,,27,0,5,0,1,22,0,0,14,12,4.70,DeNA BayStars,
Saito Shunsuke,7,0,1,0,0,0,.000,35,7,,11,0,4,0,1,10,0,0,5,5,6.43,DeNA BayStars,
Sakaguchi Kousuke,12,4,1,0,0,0,.800,245,61,,53,1,20,0,2,43,1,0,21,14,2.07,DeNA BayStars,
Sakamoto Yuya,4,0,0,0,0,0,.000,71,18,.1,9,0,10,0,0,14,0,0,3,3,1.47,DeNA BayStars,
Sakurai Shuto,17,0,2,1,0,0,.000,147,29,,40,2,24,0,3,31,1,0,21,21,6.52,DeNA BayStars,
Shindoh Takuya,20,2,2,10,0,0,.500,98,21,,19,0,15,0,2,27,0,1,8,6,2.57,DeNA BayStars,
Sunada Yoshiki,29,3,0,5,0,0,1.000,112,27,.1,24,1,8,0,1,28,1,0,5,4,1.32,DeNA BayStars,
Taira Kentaro,3,1,0,0,0,0,1.000,44,10,.2,11,0,1,0,0,5,0,0,5,2,1.69,DeNA BayStars,
De La Rosa Rubby,1,0,0,0,0,0,.000,3,1,,0,0,1,0,0,1,0,0,0,0,0.00,Yomiuri Giants,
Diplan Nattino,11,1,2,0,0,0,.333,208,46,.2,50,3,23,0,4,34,3,0,28,22,4.24,Yomiuri Giants,
Fujioka Takahiro,22,3,2,0,0,0,.600,121,29,.1,25,1,11,0,1,22,2,0,15,12,3.68,Yomiuri Giants,
Furukawa Yuri,32,0,1,2,0,0,.000,216,49,.1,44,5,21,0,0,52,1,1,25,16,2.92,Yomiuri Giants,
Hatake Seishu,5,1,2,1,0,0,.333,105,25,.2,22,2,8,0,0,25,0,0,13,12,4.21,Yomiuri Giants,
Hirai Kaisei,2,0,0,0,0,0,.000,13,2,,2,1,5,0,0,1,1,0,4,4,18.00,Yomiuri Giants,
Horioka Hayato,27,2,1,3,0,0,.667,198,47,.1,36,3,24,0,3,36,3,0,16,14,2.66,Yomiuri Giants,
Imamura Nobutaka,5,1,1,0,0,0,.500,102,25,,23,2,4,0,2,13,1,0,12,11,3.96,Yomiuri Giants,
Inoue Haruto,9,1,1,0,0,0,.500,132,30,,38,3,12,0,1,18,4,0,16,16,4.80,Yomiuri Giants,
Kuwahara Takuya,4,2,1,0,0,0,.667,83,19,.2,17,2,7,0,0,12,1,0,6,5,2.29,Yomiuri Giants,
Miyaguni Ryosuke,4,2,1,0,0,0,.667,75,17,,18,1,5,0,1,15,0,0,10,7,3.71,Yomiuri Giants,
Naoe Daisuke,5,2,2,0,0,0,.500,104,24,,23,3,7,0,1,23,2,1,13,13,4.88,Yomiuri Giants,
Nogami Ryoma,18,0,3,0,0,0,.000,211,47,,58,8,17,0,0,28,3,0,27,26,4.98,Yomiuri Giants,
Numata Shohei,33,5,1,6,0,0,.833,144,34,.2,28,4,15,2,1,35,1,0,11,11,2.86,Yomiuri Giants,
Ohe Ryusei,8,0,0,0,0,0,.000,37,8,,10,0,2,0,0,11,0,1,3,3,3.38,Yomiuri Giants,
Ohta Ryu,17,5,6,0,0,0,.455,381,90,.1,104,9,26,0,3,60,2,1,44,41,4.08,Yomiuri Giants,
Ohtake Kan,4,1,0,0,0,0,1.000,15,4,,4,0,0,0,0,2,0,0,0,0,0.00,Yomiuri Giants,
Ramos Reimin,9,0,0,0,0,0,.000,39,10,.2,5,0,3,0,0,11,1,0,1,1,0.84,Yomiuri Giants,
Sakurai Toshiki,4,2,0,0,0,0,1.000,66,17,,16,0,5,0,1,10,0,0,3,3,1.59,Yomiuri Giants,
Sanchez Angel,2,0,1,0,0,0,.000,41,9,.1,5,1,8,0,0,8,1,2,7,6,5.79,Yomiuri Giants,
Sawamura Hirokazu,7,0,1,0,0,0,.000,34,7,,4,0,10,1,0,2,1,0,5,1,1.29,Yomiuri Giants,
Taguchi Kazuto,3,0,0,0,0,0,.000,28,9,,2,0,1,0,0,10,0,0,0,0,0.00,Yomiuri Giants,
Tahara Seiji,35,1,1,0,0,0,.500,136,29,.1,39,1,11,1,2,18,0,0,26,23,7.06,Yomiuri Giants,
Takahashi Yuki,5,1,2,0,0,0,.333,103,21,,29,2,18,0,1,15,0,0,17,14,6.00,Yomiuri Giants,
Takai Suguru,1,1,0,0,0,0,1.000,8,2,,0,0,3,0,0,2,0,0,0,0,0.00,Yomiuri Giants,
Takanashi Yuhei,1,0,0,0,0,0,.000,3,0,.2,1,0,0,0,0,0,0,0,0,0,0.00,Yomiuri Giants,
Takata Hosei,1,0,0,0,0,0,.000,6,0,.2,3,0,1,0,0,1,0,0,2,2,27.00,Yomiuri Giants,
Tanaka Toyoki,12,1,0,3,0,0,1.000,43,11,.1,6,0,3,0,0,19,2,0,3,3,2.38,Yomiuri Giants,
Tanaka Yudai,12,0,1,0,0,0,.000,48,9,.1,10,1,8,0,2,9,0,0,7,6,5.79,Yomiuri Giants,
Tanioka Tappei,3,0,0,0,0,0,.000,12,3,,2,0,1,0,0,0,0,0,1,1,3.00,Yomiuri Giants,
Tatsumi Daisuke,2,0,0,0,0,0,.000,5,0,.1,3,0,1,0,0,0,1,0,3,3,81.00,Yomiuri Giants,
Vieira Thyago,16,0,0,5,0,0,.000,59,15,.1,10,0,2,0,2,17,1,0,3,3,1.76,Yomiuri Giants,
Yamakawa Tomohiro,17,5,2,0,0,0,.714,157,39,.2,28,4,15,0,1,37,1,0,11,11,2.50,Yomiuri Giants,
Yokogawa Kai,7,1,1,0,0,0,.500,91,20,.2,19,1,9,0,3,10,1,0,10,8,3.48,Yomiuri Giants,
Hara Juri,10,0,4,0,0,0,.000,172,39,,48,6,6,0,3,26,2,0,26,22,5.08,Yakult Swallows,
Higuma Julius,10,0,0,0,0,0,.000,59,12,.1,13,1,9,0,1,7,1,0,6,6,4.38,Yakult Swallows,
Hoshi Tomoya,6,0,0,1,0,0,.000,29,7,,6,2,2,0,0,6,0,0,3,3,3.86,Yakult Swallows,
Ichikawa Yuta,12,0,4,0,0,0,.000,126,28,,30,5,9,0,3,22,0,1,24,17,5.46,Yakult Swallows,
Igarashi Ryota,23,1,0,1,0,0,1.000,102,22,.2,25,4,9,0,0,13,0,0,14,13,5.16,Yakult Swallows,
Ishikawa Masanori,2,0,0,0,0,0,.000,26,6,,5,1,3,0,0,2,0,0,3,2,3.00,Yakult Swallows,
Kanakubo Yuto,14,1,2,0,0,0,.333,134,31,.1,33,3,11,0,0,21,3,0,18,14,4.02,Yakult Swallows,
Kazahari Ren,19,3,0,3,0,0,1.000,77,19,.2,18,0,5,1,0,13,0,0,5,4,1.83,Yakult Swallows,
Koch Matt,13,5,2,0,0,0,.714,152,36,.1,34,5,9,0,2,17,3,0,19,16,3.96,Yakult Swallows,
Kondoh Kazuki,14,2,1,2,0,0,.667,55,13,.2,11,0,3,0,0,11,1,0,3,3,1.98,Yakult Swallows,
Konno Ryuta,12,0,1,0,0,0,.000,61,13,.1,10,0,11,0,0,13,2,0,7,6,4.05,Yakult Swallows,
Kubo Takuma,12,2,1,0,0,0,.667,140,33,.2,28,0,13,0,2,35,3,0,10,10,2.67,Yakult Swallows,
Kuramoto Harutaka,17,2,0,1,0,0,1.000,69,15,.2,17,1,10,0,2,8,1,0,8,7,4.02,Yakult Swallows,
Nakao Hikaru,21,0,1,1,0,0,.000,92,23,,16,2,10,1,1,26,2,0,7,7,2.74,Yakult Swallows,
Nakazawa Masato,9,0,0,1,0,0,.000,30,8,,4,0,1,0,0,11,1,0,0,0,0.00,Yakult Swallows,
Ohnishi Hiroki,14,3,3,0,1,0,.500,228,53,.2,61,4,14,0,0,34,3,0,31,21,3.52,Yakult Swallows,
Ohshita Yuma,13,1,0,0,0,0,1.000,49,12,.2,13,2,0,0,0,9,2,0,6,6,4.26,Yakult Swallows,
Okugawa Yasunobu,7,1,1,0,0,0,.500,69,19,.2,11,1,2,0,0,18,0,0,4,4,1.83,Yakult Swallows,
Saiuchi Hiroaki,1,1,0,0,0,0,1.000,20,6,,3,0,0,0,0,5,0,0,0,0,0.00,Yakult Swallows,
Sakamoto Koshiro,28,0,2,2,0,0,.000,147,30,,34,4,20,0,4,28,1,0,18,15,4.50,Yakult Swallows,
Suarez Albert,4,1,1,0,0,0,.500,67,13,,24,0,6,0,0,12,2,0,15,15,10.38,Yakult Swallows,
Sugiyama Koki,9,0,0,0,0,0,.000,37,7,,5,0,10,0,1,3,1,0,5,4,5.14,Yakult Swallows,
Suzuki Yuta,24,1,2,2,0,0,.333,108,23,.2,29,6,9,0,2,16,3,0,14,13,4.94,Yakult Swallows,
Tagawa Kengo,20,0,1,2,0,0,.000,145,37,,30,2,9,0,1,41,3,0,8,8,1.95,Yakult Swallows,
Takahashi Keiji,4,2,0,0,0,0,1.000,78,21,,11,0,6,0,2,20,1,0,3,3,1.29,Yakult Swallows,
Terashima Naruki,9,1,0,0,0,0,1.000,40,11,.1,6,0,0,0,0,15,0,0,0,0,0.00,Yakult Swallows,
Umeno Yugo,5,0,0,0,0,0,.000,22,5,,4,1,1,0,0,3,0,0,3,0,0.00,Yakult Swallows,
Yamada Hiroki,15,2,6,0,0,0,.250,270,63,.1,76,11,17,0,3,33,0,0,36,32,4.55,Yakult Swallows,
Yamanaka Hirofumi,8,0,3,0,0,0,.000,120,28,,29,7,8,0,2,10,0,0,15,15,4.82,Yakult Swallows,
Ynoa Gabriel,8,1,3,0,0,0,.250,148,36,,31,5,9,0,2,19,0,0,16,14,3.50,Yakult Swallows,
Yoshida Daiki,3,2,0,0,0,0,1.000,41,10,,10,0,2,0,1,14,1,0,2,2,1.80,Yakult Swallows,
Achira Takuma,12,0,0,0,0,0,.000,100,24,.2,21,2,8,0,1,16,0,0,10,6,2.19,Chunichi Dragons,
Brito Sandy,4,0,0,0,0,0,.000,20,3,,4,0,5,0,1,0,2,0,6,5,15.00,Chunichi Dragons,
Fujishima Kento,15,1,1,1,0,0,.500,60,15,,13,1,2,0,0,19,0,0,4,4,2.40,Chunichi Dragons,
Fukutani Koji,3,1,0,0,0,0,1.000,46,11,,10,0,2,0,0,9,0,0,3,1,0.82,Chunichi Dragons,
Gonzalez Luis,6,0,0,1,0,0,.000,26,7,,4,1,1,0,0,11,0,0,2,2,2.57,Chunichi Dragons,
Hamada Tatsuro,25,0,1,1,0,0,.000,84,20,,16,0,7,0,1,20,0,0,8,3,1.35,Chunichi Dragons,
Hamada Tomohiro,26,0,1,0,0,0,.000,81,16,.2,23,1,9,0,1,9,1,1,11,11,5.94,Chunichi Dragons,
Hashimoto Yuki,11,0,1,0,0,0,.000,79,19,.1,22,1,0,0,0,13,0,0,7,7,3.26,Chunichi Dragons,
Ishida KentoMarc,23,0,1,3,0,0,.000,87,22,,19,3,5,0,1,15,0,0,6,5,2.05,Chunichi Dragons,
Ishikawa Sho,3,0,0,0,0,0,.000,14,3,,1,0,4,0,1,3,1,0,2,2,6.00,Chunichi Dragons,
Itoh Junki,8,0,1,2,0,0,.000,25,6,,6,0,2,0,0,6,0,0,3,3,4.50,Chunichi Dragons,
Kasahara Shotaro,10,2,3,0,0,0,.400,213,49,.1,49,4,17,0,2,32,1,0,25,22,4.01,Chunichi Dragons,
Katsuno Akiyoshi,4,1,0,0,1,0,1.000,73,20,.1,9,0,4,0,1,11,1,0,2,2,0.89,Chunichi Dragons,
Kinoshita Yusuke,8,0,1,0,0,0,.000,36,8,.2,8,0,2,1,0,6,0,0,1,0,0.00,Chunichi Dragons,
Maruyama Taisuke,1,0,0,0,0,0,.000,4,1,,1,0,0,0,0,0,0,0,0,0,0.00,Chunichi Dragons,
Matayoshi Katsuki,6,1,0,0,0,0,1.000,22,5,.1,6,0,0,0,0,6,0,0,0,0,0.00,Chunichi Dragons,
Matsuba Takahiro,2,1,1,0,0,0,.500,52,13,,14,0,2,0,0,7,0,0,8,8,5.54,Chunichi Dragons,
Mitsuma Takuya,23,1,2,0,0,0,.333,92,21,.2,19,0,7,0,3,24,1,0,14,12,4.98,Chunichi Dragons,
Ogasawara Shinnosuke,8,1,3,0,1,0,.250,206,50,.1,56,3,11,0,2,27,4,0,26,23,4.11,Chunichi Dragons,
Oguma Ryosuke,12,0,2,0,0,0,.000,84,17,.2,28,2,3,0,3,16,1,0,12,10,5.09,Chunichi Dragons,
Ohkura Akito,12,0,0,0,0,0,.000,54,11,.2,11,2,8,0,1,10,0,1,9,8,6.17,Chunichi Dragons,
Okada Toshiya,8,0,3,0,0,0,.000,57,11,.1,17,2,9,0,0,9,2,0,13,13,10.32,Chunichi Dragons,
Okano Yuichiro,6,3,0,0,0,0,1.000,119,29,.2,25,1,7,0,0,24,0,0,6,5,1.52,Chunichi Dragons,
Rodriguez Yariel,6,3,0,0,0,0,1.000,79,22,.2,7,0,8,0,2,18,0,0,1,1,0.40,Chunichi Dragons,
Satoh Yu,23,2,1,6,0,0,.667,116,25,.2,25,2,15,0,2,15,0,0,16,16,5.61,Chunichi Dragons,
Shimizu Tatsuya,11,4,1,0,1,0,.800,182,45,.2,30,1,15,0,2,40,1,0,12,7,1.38,Chunichi Dragons,
Suzuki Hiroshi,16,2,1,1,0,0,.667,74,15,,23,1,3,0,1,11,2,0,15,8,4.80,Chunichi Dragons,
Suzuki Shota,18,2,2,2,0,0,.500,116,26,.2,23,3,14,0,2,11,1,0,17,17,5.74,Chunichi Dragons,
Tanimoto Keisuke,5,0,0,0,0,0,.000,17,5,,1,0,1,0,0,5,0,0,0,0,0.00,Chunichi Dragons,
Umetsu Kodai,3,0,1,0,0,0,.000,37,8,,12,1,2,0,1,5,0,0,7,7,7.88,Chunichi Dragons,
Yamai Daisuke,15,1,0,1,0,0,1.000,73,18,.1,12,2,4,0,1,15,4,0,5,3,1.47,Chunichi Dragons,
Yamamoto Takumi,8,4,2,0,0,0,.667,182,44,.2,41,7,13,0,0,28,2,0,16,16,3.22,Chunichi Dragons,
Yanagi Yuya,2,2,0,0,0,0,1.000,36,9,,5,0,3,0,1,9,1,0,0,0,0.00,Chunichi Dragons,
Yoshimi Kazuki,12,5,3,0,0,0,.625,259,65,,57,4,11,0,3,36,0,0,22,20,2.77,Chunichi Dragons,
Albers Andrew,1,1,0,0,0,0,1.000,26,7,,5,0,2,0,0,4,0,1,1,0,0.00,ORIX Buffaloes,
Aranishi Yudai,3,0,0,0,0,0,.000,17,5,,1,0,1,0,0,2,0,0,0,0,0.00,ORIX Buffaloes,
Azuma Kohei,6,0,2,0,0,0,.000,94,18,.1,30,0,12,0,2,13,1,0,15,14,6.87,ORIX Buffaloes,
Cho Yaku,5,2,1,0,0,0,.667,92,21,.1,24,1,5,0,3,16,2,0,6,5,2.11,ORIX Buffaloes,
Hidarisawa Yu,25,2,1,0,0,0,.667,158,36,.1,41,3,16,0,1,15,3,0,18,12,2.97,ORIX Buffaloes,
Higa Motoki,8,1,2,0,0,0,.333,36,7,.2,11,0,1,0,0,8,0,0,7,6,7.04,ORIX Buffaloes,
Higgins Tyler,2,0,0,0,0,0,.000,8,2,,1,0,1,0,0,3,1,0,1,1,4.50,ORIX Buffaloes,
Honda Hitomi,14,4,5,0,1,0,.444,343,78,.2,103,3,18,0,2,55,4,0,39,36,4.12,ORIX Buffaloes,
Iida Yuya,6,0,1,0,0,0,.000,56,11,,18,4,6,0,0,8,1,0,10,9,7.36,ORIX Buffaloes,
Kaida Tomoyuki,25,0,1,0,0,0,.000,101,22,,30,1,4,0,0,21,0,0,13,8,3.27,ORIX Buffaloes,
Kambe Fumiya,3,0,1,0,0,0,.000,13,2,.1,5,0,1,0,0,1,0,0,6,5,19.29,ORIX Buffaloes,
Kaneda Kazuyuki,30,1,1,4,0,0,.500,112,26,.2,28,1,4,0,0,30,3,0,8,5,1.69,ORIX Buffaloes,
Kobayashi Keisuke,10,0,0,0,0,0,.000,40,10,,8,0,4,0,0,9,0,0,3,2,1.80,ORIX Buffaloes,
Kondoh Taisuke,2,0,0,0,0,0,.000,6,2,,1,0,0,0,0,2,0,0,0,0,0.00,ORIX Buffaloes,
Kuroki Yuta,2,0,0,0,0,0,.000,8,2,,0,0,2,0,0,3,0,0,0,0,0.00,ORIX Buffaloes,
Mae Yuito,14,0,3,0,0,0,.000,106,24,,19,3,14,0,0,28,0,0,15,9,3.38,ORIX Buffaloes,
