Batter,Team,Bats,PA,K%,BB%,Swing%,Z-Swing%,Chase%,Contact%,Z-Con%,O-Con%,SwStr%,Whiff%,CSW%,PLUS%,GB%,FB%,LD%,OFFB%,IFFB%,AIR%,HR%,HR/FB,Pull%,Cent%,Oppo%,Pull AIR%
Wada Koshiro,Lotte,L,10,20.0,10.0,48.57142857,61.9047619,28.57142857,82.35294118,92.30769231,50.0,8.571428571,17.64705882,28.57142857,68.57142857,40.0,60.0,0.0,60.0,0.0,60.0,0.0,0.0,0.0,80.0,20.0,0.0
Irie Daiki,Rakuten,R,10,30.0,0.0,71.05263158,72.72727273,68.75,74.07407407,93.75,45.45454545,18.42105263,25.92592593,34.21052632,84.21052632,57.14285714,42.85714286,0.0,28.57142857,14.28571429,42.85714286,0.0,0.0,14.28571429,28.57142857,57.14285714,0.0
Gen Kendai,ORIX,R,10,30.0,20.0,34.21052632,68.75,9.090909091,84.61538462,81.81818182,100.0,5.263157895,15.38461538,18.42105263,47.36842105,60.0,40.0,0.0,0.0,40.0,40.0,0.0,0.0,40.0,40.0,20.0,0.0
Tsunehiro Hayato,Hiroshima,R,10,50.0,0.0,43.90243902,52.17391304,33.33333333,83.33333333,91.66666667,66.66666667,7.317073171,16.66666667,31.70731707,70.73170732,60.0,40.0,0.0,0.0,40.0,40.0,0.0,0.0,20.0,60.0,20.0,0.0
Nishidate Yuhi,Yomiuri,R,10,40.0,0.0,34.61538462,30.0,50.0,55.55555556,66.66666667,33.33333333,15.38461538,44.44444444,61.53846154,88.46153846,83.33333333,16.66666667,0.0,0.0,16.66666667,16.66666667,0.0,0.0,0.0,83.33333333,16.66666667,0.0
Uchida Shodai,Hiroshima,R,10,40.0,10.0,62.16216216,71.42857143,50.0,60.86956522,73.33333333,37.5,24.32432432,39.13043478,40.54054054,72.97297297,60.0,20.0,20.0,20.0,0.0,40.0,0.0,0.0,20.0,40.0,40.0,0.0
Nakamura Kento,Hiroshima,R,10,10.0,30.0,43.18181818,72.22222222,23.07692308,73.68421053,84.61538462,50.0,11.36363636,26.31578947,22.72727273,54.54545455,40.0,20.0,40.0,20.0,0.0,60.0,0.0,0.0,40.0,40.0,20.0,20.0
Nakamigawa Yuta,Seibu,L,10,60.0,0.0,56.41025641,78.94736842,35.0,50.0,66.66666667,14.28571429,28.20512821,50.0,38.46153846,64.1025641,25.0,75.0,0.0,50.0,25.0,75.0,0.0,0.0,25.0,25.0,50.0,0.0
Matsukawa Kou,Lotte,R,9,33.33333333,11.11111111,51.42857143,77.77777778,23.52941176,77.77777778,85.71428571,50.0,11.42857143,22.22222222,22.85714286,62.85714286,40.0,60.0,0.0,60.0,0.0,60.0,0.0,0.0,0.0,60.0,40.0,0.0
Sakaeda Yuki,Hanshin,R,9,33.33333333,0.0,52.77777778,62.5,45.0,57.89473684,90.0,22.22222222,22.22222222,42.10526316,38.88888889,63.88888889,33.33333333,33.33333333,33.33333333,33.33333333,0.0,66.66666667,0.0,0.0,33.33333333,33.33333333,33.33333333,16.66666667
Katsumata Atsushi,DeNA,L,9,11.11111111,0.0,64.28571429,88.23529412,27.27272727,72.22222222,86.66666667,0.0,17.85714286,27.77777778,25.0,60.71428571,87.5,12.5,0.0,12.5,0.0,12.5,0.0,0.0,25.0,37.5,37.5,0.0
Dominguez Johan,Hiroshima,R,9,77.77777778,0.0,45.45454545,43.47826087,50.0,53.33333333,60.0,40.0,21.21212121,46.66666667,60.60606061,84.84848485,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,100.0,0.0,0.0
Kawamura Yuto,SoftBank,L,9,33.33333333,0.0,46.875,70.58823529,20.0,73.33333333,83.33333333,33.33333333,12.5,26.66666667,28.125,56.25,50.0,50.0,0.0,50.0,0.0,50.0,0.0,0.0,16.66666667,33.33333333,50.0,0.0
Miura Mizuki,Chunichi,R,9,22.22222222,11.11111111,26.66666667,28.57142857,22.22222222,100.0,100.0,100.0,0.0,0.0,50.0,73.33333333,83.33333333,16.66666667,0.0,0.0,16.66666667,16.66666667,0.0,0.0,33.33333333,16.66666667,50.0,0.0
Itoh Hikaru,DeNA,R,9,44.44444444,0.0,57.14285714,69.23076923,37.5,62.5,72.22222222,33.33333333,21.42857143,37.5,40.47619048,76.19047619,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,80.0,20.0,0.0,0.0
Ishizuka Yusei,Yomiuri,R,9,55.55555556,0.0,52.77777778,59.09090909,42.85714286,68.42105263,76.92307692,50.0,16.66666667,31.57894737,41.66666667,75.0,25.0,50.0,25.0,25.0,25.0,75.0,0.0,0.0,25.0,75.0,0.0,25.0
Miya Taisei,Chunichi,L,8,37.5,0.0,53.57142857,50.0,57.14285714,86.66666667,100.0,75.0,7.142857143,13.33333333,28.57142857,75.0,40.0,60.0,0.0,40.0,20.0,60.0,0.0,0.0,40.0,60.0,0.0,20.0
Shimokawa Shunsuke,Yakult,R,8,25.0,0.0,34.48275862,35.71428571,33.33333333,70.0,100.0,40.0,10.34482759,30.0,34.48275862,62.06896552,83.33333333,0.0,16.66666667,0.0,0.0,16.66666667,0.0,,33.33333333,50.0,16.66666667,0.0
Watanabe Yuto,Hiroshima,R,8,0.0,0.0,51.51515152,60.0,44.44444444,82.35294118,88.88888889,75.0,9.090909091,17.64705882,27.27272727,66.66666667,37.5,50.0,12.5,50.0,0.0,62.5,0.0,0.0,25.0,50.0,25.0,25.0
Mejia Humberto,Chunichi,R,7,42.85714286,0.0,52.63157895,53.84615385,50.0,50.0,71.42857143,0.0,26.31578947,50.0,57.89473684,73.68421053,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,25.0,75.0,0.0,0.0
Ishikawa Tatsuya,Yomiuri,R,7,28.57142857,0.0,42.85714286,61.11111111,23.52941176,73.33333333,100.0,0.0,11.42857143,26.66666667,31.42857143,57.14285714,50.0,25.0,25.0,0.0,25.0,50.0,0.0,0.0,25.0,0.0,75.0,20.0
Wakabayashi Akihiro,Nipponham,L,7,14.28571429,0.0,45.83333333,63.63636364,30.76923077,72.72727273,85.71428571,50.0,12.5,27.27272727,29.16666667,58.33333333,33.33333333,50.0,16.66666667,33.33333333,16.66666667,66.66666667,0.0,0.0,33.33333333,66.66666667,0.0,0.0
Isomura Yoshitaka,Hiroshima,R,7,28.57142857,0.0,61.53846154,86.66666667,27.27272727,75.0,84.61538462,33.33333333,15.38461538,25.0,23.07692308,69.23076923,40.0,60.0,0.0,40.0,20.0,60.0,0.0,0.0,60.0,40.0,0.0,40.0
Yamasaki Sachiya,Nipponham,L,7,14.28571429,0.0,65.2173913,84.61538462,40.0,73.33333333,90.90909091,25.0,17.39130435,26.66666667,26.08695652,69.56521739,33.33333333,66.66666667,0.0,16.66666667,50.0,66.66666667,0.0,0.0,33.33333333,16.66666667,50.0,16.66666667
Ueda Shota,Lotte,R,6,0.0,0.0,55.17241379,78.57142857,33.33333333,75.0,81.81818182,60.0,13.79310345,25.0,24.13793103,62.06896552,80.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,20.0,60.0,20.0,0.0
Fujinami Shintaro,DeNA,R,6,66.66666667,0.0,44.0,63.63636364,28.57142857,63.63636364,85.71428571,25.0,16.0,36.36363636,28.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,50.0,50.0,0.0,0.0
Tomida Ren,Hanshin,L,6,50.0,0.0,42.85714286,58.33333333,22.22222222,55.55555556,71.42857143,0.0,19.04761905,44.44444444,42.85714286,71.42857143,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,100.0,0.0,0.0
Itoh Hiromi,Nipponham,L,6,66.66666667,0.0,52.63157895,33.33333333,70.0,50.0,66.66666667,42.85714286,26.31578947,50.0,57.89473684,84.21052632,50.0,50.0,0.0,50.0,0.0,50.0,0.0,0.0,50.0,50.0,0.0,0.0
Tatematsu Yu,Lotte,L,6,50.0,0.0,52.63157895,44.44444444,60.0,60.0,75.0,50.0,21.05263158,40.0,47.36842105,78.94736842,0.0,66.66666667,33.33333333,33.33333333,33.33333333,100.0,0.0,0.0,33.33333333,0.0,66.66666667,33.33333333
Suzuki Kyo,Yakult,R,6,16.66666667,0.0,73.91304348,92.30769231,50.0,76.47058824,75.0,80.0,17.39130435,23.52941176,21.73913043,69.56521739,40.0,60.0,0.0,40.0,20.0,60.0,0.0,0.0,40.0,40.0,20.0,0.0
Miyazaki Kazuki,Nipponham,R,6,66.66666667,0.0,47.61904762,30.0,63.63636364,60.0,66.66666667,57.14285714,19.04761905,40.0,52.38095238,76.19047619,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,100.0,0.0,0.0,0.0
Azuma Junpei,DeNA,R,6,66.66666667,0.0,62.5,69.23076923,54.54545455,46.66666667,55.55555556,33.33333333,33.33333333,53.33333333,50.0,75.0,50.0,50.0,0.0,50.0,0.0,50.0,0.0,0.0,50.0,50.0,0.0,0.0
Imai Tatsuya,Seibu,R,6,66.66666667,0.0,40.0,43.75,25.0,37.5,42.85714286,0.0,25.0,62.5,70.0,85.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,100.0,0.0,0.0
Takeuchi Natsuki,Seibu,L,5,40.0,20.0,18.75,25.0,0.0,33.33333333,33.33333333,,12.5,66.66666667,56.25,75.0,50.0,50.0,0.0,50.0,0.0,50.0,0.0,0.0,100.0,0.0,0.0,50.0
Otosaka Tomo,Yomiuri,L,5,20.0,0.0,58.82352941,70.0,42.85714286,80.0,85.71428571,66.66666667,11.76470588,20.0,29.41176471,70.58823529,50.0,50.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,50.0,50.0,0.0
Umebayashi Yuki,Nipponham,R,5,60.0,0.0,55.0,62.5,50.0,45.45454545,40.0,50.0,30.0,54.54545455,45.0,70.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,50.0,0.0,50.0,0.0
Uwasawa Naoyuki,SoftBank,R,5,20.0,0.0,42.85714286,54.54545455,0.0,66.66666667,66.66666667,,14.28571429,33.33333333,42.85714286,78.57142857,50.0,50.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,75.0,25.0,0.0
Tanaka Haruya,Lotte,L,5,20.0,0.0,46.15384615,55.55555556,25.0,66.66666667,80.0,0.0,15.38461538,33.33333333,46.15384615,69.23076923,66.66666667,33.33333333,0.0,33.33333333,0.0,33.33333333,0.0,0.0,0.0,33.33333333,66.66666667,0.0
Chlup Marek,Yomiuri,R,5,60.0,0.0,58.82352941,62.5,55.55555556,80.0,80.0,80.0,11.76470588,20.0,29.41176471,76.47058824,50.0,50.0,0.0,0.0,50.0,50.0,0.0,0.0,100.0,0.0,0.0,50.0
Oda Gouki,Chunichi,L,5,40.0,0.0,64.70588235,77.77777778,50.0,63.63636364,100.0,0.0,23.52941176,36.36363636,35.29411765,76.47058824,33.33333333,66.66666667,0.0,66.66666667,0.0,66.66666667,0.0,0.0,66.66666667,0.0,33.33333333,33.33333333
Sato Ryunosuke,Hiroshima,L,5,40.0,0.0,33.33333333,46.66666667,11.11111111,87.5,100.0,0.0,4.166666667,12.5,33.33333333,62.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,33.33333333,66.66666667,0.0,0.0
Tanaka Takaya,Rakuten,L,5,40.0,20.0,31.81818182,44.44444444,23.07692308,57.14285714,75.0,33.33333333,13.63636364,42.85714286,36.36363636,54.54545455,50.0,50.0,0.0,50.0,0.0,50.0,0.0,0.0,50.0,50.0,0.0,0.0
Nakamura Yuto,Yakult,L,5,60.0,20.0,30.76923077,38.46153846,23.07692308,75.0,80.0,66.66666667,7.692307692,25.0,38.46153846,57.69230769,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,100.0,0.0
Nelson Nick,Hanshin,R,5,60.0,20.0,29.16666667,38.46153846,18.18181818,57.14285714,60.0,50.0,12.5,42.85714286,45.83333333,62.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,100.0,0.0
Moinelo Livan,SoftBank,R,5,60.0,0.0,43.75,50.0,25.0,85.71428571,100.0,0.0,6.25,14.28571429,43.75,75.0,50.0,50.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,100.0,0.0,0.0
Hotta Kenshin,Yomiuri,R,5,40.0,0.0,42.85714286,33.33333333,100.0,83.33333333,100.0,50.0,7.142857143,16.66666667,64.28571429,85.71428571,66.66666667,0.0,33.33333333,0.0,0.0,33.33333333,0.0,,33.33333333,33.33333333,33.33333333,0.0
Azuma Kohei,ORIX,R,5,60.0,0.0,23.52941176,30.76923077,0.0,75.0,75.0,,5.882352941,25.0,58.82352941,76.47058824,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,100.0,0.0
Takahashi Kona,Seibu,R,5,40.0,0.0,47.05882353,36.36363636,66.66666667,62.5,75.0,50.0,17.64705882,37.5,52.94117647,76.47058824,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,33.33333333,66.66666667,0.0,0.0
Voth Austin,Lotte,R,5,40.0,0.0,35.29411765,54.54545455,0.0,83.33333333,83.33333333,,5.882352941,16.66666667,29.41176471,52.94117647,66.66666667,0.0,33.33333333,0.0,0.0,33.33333333,0.0,,0.0,33.33333333,66.66666667,0.0
Hama Shonosuke,Chunichi,L,4,25.0,0.0,72.72727273,66.66666667,75.0,50.0,100.0,33.33333333,36.36363636,50.0,45.45454545,72.72727273,33.33333333,66.66666667,0.0,66.66666667,0.0,66.66666667,0.0,0.0,0.0,100.0,0.0,0.0
Matsumoto Haru,SoftBank,L,4,75.0,0.0,35.71428571,45.45454545,0.0,60.0,60.0,,14.28571429,40.0,57.14285714,78.57142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Fujii Masaru,Rakuten,L,4,25.0,0.0,33.33333333,33.33333333,33.33333333,100.0,100.0,100.0,0.0,0.0,20.0,66.66666667,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,33.33333333,33.33333333,33.33333333,0.0
Aoyagi Koyo,Yakult,R,4,75.0,0.0,46.66666667,50.0,33.33333333,57.14285714,50.0,100.0,20.0,42.85714286,60.0,86.66666667,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,100.0,0.0
Miyagi Hiroya,ORIX,L,4,0.0,25.0,30.76923077,50.0,0.0,100.0,100.0,,0.0,0.0,30.76923077,61.53846154,66.66666667,33.33333333,0.0,0.0,33.33333333,33.33333333,0.0,0.0,66.66666667,0.0,33.33333333,33.33333333
Sotani Ryuhei,ORIX,L,4,50.0,0.0,30.0,14.28571429,66.66666667,66.66666667,100.0,50.0,10.0,33.33333333,70.0,90.0,50.0,50.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,100.0,0.0
Kitayama Koki,Nipponham,R,4,100.0,0.0,22.22222222,25.0,16.66666667,75.0,66.66666667,100.0,5.555555556,25.0,55.55555556,72.22222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Yamase Shinnosuke,Yomiuri,R,4,25.0,0.0,50.0,62.5,37.5,75.0,100.0,33.33333333,12.5,25.0,31.25,62.5,66.66666667,0.0,33.33333333,0.0,0.0,33.33333333,0.0,,100.0,0.0,0.0,33.33333333
Hayakawa Daiki,Hanshin,R,4,0.0,0.0,57.14285714,60.0,50.0,100.0,100.0,100.0,0.0,0.0,28.57142857,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,33.33333333,66.66666667,0.0
Kishi Takayuki,Rakuten,R,3,33.33333333,0.0,0.0,0.0,0.0,,,,0.0,,37.5,62.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,100.0,0.0
Hori Shuna,ORIX,R,3,33.33333333,0.0,40.0,60.0,0.0,83.33333333,83.33333333,,6.666666667,16.66666667,33.33333333,60.0,50.0,50.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,100.0,0.0,0.0
Aduwa Makoto,Hiroshima,R,3,66.66666667,0.0,46.15384615,50.0,40.0,33.33333333,50.0,0.0,30.76923077,66.66666667,61.53846154,76.92307692,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,100.0,0.0,0.0
Yoshino Teruki,DeNA,R,3,66.66666667,0.0,35.29411765,50.0,14.28571429,66.66666667,80.0,0.0,11.76470588,33.33333333,41.17647059,64.70588235,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
Yoshinoh Tsubasa,Rakuten,L,3,66.66666667,0.0,50.0,60.0,40.0,40.0,66.66666667,0.0,30.0,60.0,50.0,70.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,100.0,0.0,0.0,0.0
Yuasa Dai,Yomiuri,R,3,33.33333333,0.0,36.36363636,40.0,33.33333333,75.0,50.0,100.0,9.090909091,25.0,36.36363636,63.63636364,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0
Ohzeki Tomohisa,SoftBank,L,3,66.66666667,0.0,0.0,0.0,0.0,,,,0.0,,66.66666667,77.77777778,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,100.0,0.0,0.0,0.0
Howard Spencer,Rakuten,R,3,66.66666667,0.0,50.0,50.0,50.0,80.0,100.0,66.66666667,10.0,20.0,20.0,60.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
Hayakawa Takahisa,Rakuten,L,3,66.66666667,0.0,42.85714286,44.44444444,40.0,66.66666667,50.0,100.0,14.28571429,33.33333333,50.0,78.57142857,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0
Endoh Atsushi,Hiroshima,R,3,33.33333333,0.0,44.44444444,40.0,50.0,50.0,100.0,0.0,22.22222222,50.0,55.55555556,77.77777778,50.0,50.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,100.0,0.0,0.0
Tajima Daiki,ORIX,L,3,66.66666667,0.0,33.33333333,40.0,25.0,66.66666667,100.0,0.0,11.11111111,33.33333333,44.44444444,55.55555556,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,100.0,0.0,0.0
Tsuda Keishi,Chunichi,R,3,100.0,0.0,66.66666667,60.0,71.42857143,37.5,100.0,0.0,41.66666667,62.5,58.33333333,83.33333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Inoue Kouta,Hanshin,R,3,33.33333333,0.0,55.55555556,40.0,75.0,60.0,50.0,66.66666667,22.22222222,40.0,66.66666667,88.88888889,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
Takinaka Ryota,Rakuten,R,3,0.0,100.0,0.0,0.0,0.0,,,,0.0,,7.692307692,7.692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Katoh Takayuki,Nipponham,L,3,66.66666667,0.0,50.0,60.0,40.0,40.0,66.66666667,0.0,30.0,60.0,40.0,70.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,100.0,0.0,0.0,0.0
Shigenobu Shinnosuke,Yomiuri,L,3,66.66666667,0.0,66.66666667,100.0,33.33333333,62.5,83.33333333,0.0,25.0,37.5,25.0,58.33333333,0.0,0.0,100.0,0.0,0.0,100.0,0.0,,0.0,100.0,0.0,0.0
Kanemura Shoma,Nipponham,R,3,66.66666667,0.0,45.45454545,33.33333333,60.0,60.0,100.0,33.33333333,18.18181818,40.0,54.54545455,81.81818182,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,100.0,0.0,0.0
Tatsu Kota,Nipponham,R,3,100.0,0.0,18.18181818,12.5,33.33333333,0.0,0.0,0.0,18.18181818,100.0,81.81818182,81.81818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Yokoyama Seiya,ORIX,L,2,50.0,0.0,57.14285714,75.0,33.33333333,50.0,66.66666667,0.0,28.57142857,50.0,42.85714286,71.42857143,0.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
Kohri Takuya,Yomiuri,R,2,0.0,0.0,62.5,80.0,33.33333333,80.0,100.0,0.0,12.5,20.0,25.0,75.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,50.0,50.0,0.0,0.0
Ishikawa Shuta,Lotte,R,2,50.0,0.0,75.0,80.0,66.66666667,50.0,75.0,0.0,37.5,50.0,50.0,87.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,100.0,0.0,0.0
Heinai Ryuta,Yomiuri,R,2,50.0,0.0,0.0,0.0,0.0,,,,0.0,,60.0,80.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,100.0,0.0
Yang Po-Hsiang,Rakuten,L,2,50.0,0.0,54.54545455,80.0,33.33333333,66.66666667,75.0,50.0,18.18181818,33.33333333,27.27272727,54.54545455,0.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0
Sumida Chihiro,Seibu,L,2,0.0,0.0,16.66666667,0.0,33.33333333,100.0,,100.0,0.0,0.0,33.33333333,66.66666667,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,50.0,0.0,50.0,0.0
Kawabata Shingo,Yakult,L,2,0.0,0.0,50.0,80.0,0.0,100.0,100.0,,0.0,0.0,12.5,50.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,50.0,0.0,50.0,50.0
Mori Yuito,DeNA,R,2,100.0,0.0,44.44444444,66.66666667,0.0,0.0,0.0,,44.44444444,100.0,66.66666667,66.66666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Yoza Kaito,Seibu,R,2,100.0,0.0,42.85714286,50.0,0.0,33.33333333,33.33333333,,28.57142857,66.66666667,71.42857143,85.71428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Watanabe Yutaro,Seibu,R,2,0.0,0.0,28.57142857,50.0,0.0,100.0,100.0,,0.0,0.0,28.57142857,57.14285714,50.0,50.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,50.0,50.0,0.0
Taneichi Atsuki,Lotte,R,2,50.0,0.0,14.28571429,16.66666667,0.0,100.0,100.0,,0.0,0.0,57.14285714,85.71428571,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,100.0,0.0,0.0
Tanai Manato,DeNA,R,2,0.0,0.0,80.0,100.0,50.0,75.0,66.66666667,100.0,20.0,25.0,20.0,60.0,50.0,0.0,50.0,0.0,0.0,50.0,0.0,,0.0,100.0,0.0,0.0
Yajure Miguel,Rakuten,L,2,100.0,0.0,57.14285714,50.0,66.66666667,0.0,0.0,0.0,57.14285714,100.0,85.71428571,85.71428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Takahashi Kouya,Hiroshima,L,2,50.0,0.0,57.14285714,66.66666667,50.0,50.0,50.0,50.0,28.57142857,50.0,42.85714286,57.14285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Ojima Kazuya,Lotte,L,2,0.0,0.0,40.0,50.0,0.0,100.0,100.0,,0.0,0.0,40.0,80.0,50.0,50.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,100.0,0.0,0.0
Arihara Kohei,SoftBank,R,2,50.0,0.0,60.0,75.0,0.0,33.33333333,33.33333333,,40.0,66.66666667,60.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,100.0,0.0,0.0,0.0
Maeda Jun,SoftBank,L,2,50.0,0.0,57.14285714,50.0,66.66666667,50.0,0.0,100.0,28.57142857,50.0,57.14285714,71.42857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Yoshida Seiya,Chunichi,L,2,0.0,0.0,40.0,50.0,0.0,100.0,100.0,,0.0,0.0,20.0,80.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,50.0,0.0,50.0,0.0
Mataki Teppei,Yomiuri,L,2,50.0,0.0,50.0,50.0,50.0,100.0,100.0,100.0,0.0,0.0,33.33333333,83.33333333,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,100.0,0.0,0.0
Okada Toshiya,Chunichi,L,1,100.0,0.0,33.33333333,33.33333333,,0.0,0.0,,33.33333333,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Matsui Tomotaka,Rakuten,R,1,100.0,0.0,50.0,50.0,50.0,50.0,100.0,0.0,25.0,50.0,25.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Shinogi Kentaro,DeNA,L,1,100.0,0.0,66.66666667,50.0,100.0,50.0,100.0,0.0,33.33333333,50.0,66.66666667,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Ishii Daichi,Hanshin,R,1,0.0,0.0,33.33333333,50.0,0.0,100.0,100.0,,0.0,0.0,33.33333333,66.66666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Kozono Kenta,DeNA,R,1,100.0,0.0,50.0,66.66666667,0.0,0.0,0.0,,50.0,100.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Matsukihira Yuta,Chunichi,R,1,0.0,0.0,50.0,50.0,,100.0,100.0,,0.0,0.0,50.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,100.0,0.0,0.0
Takano Shuta,Lotte,L,1,0.0,0.0,100.0,100.0,,100.0,100.0,,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,100.0,0.0,0.0
Kuri Allen,ORIX,R,1,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,100.0,0.0
Nakachi Reia,Chunichi,R,1,100.0,0.0,33.33333333,0.0,100.0,100.0,,100.0,0.0,0.0,66.66666667,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Saitoh Yuta,Hiroshima,L,1,100.0,0.0,33.33333333,50.0,25.0,0.0,0.0,0.0,33.33333333,100.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Espinoza Anderson,ORIX,R,1,100.0,0.0,0.0,0.0,0.0,,,,0.0,,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Sakaguchi Uta,Nipponham,L,1,100.0,0.0,50.0,66.66666667,0.0,50.0,50.0,,25.0,50.0,50.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Okajima Takero,Rakuten,L,1,0.0,0.0,50.0,100.0,33.33333333,50.0,100.0,0.0,25.0,50.0,25.0,25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,100.0,0.0,0.0
Neo Akira,Chunichi,L,1,100.0,0.0,60.0,100.0,0.0,0.0,0.0,,60.0,100.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Matsumoto Kengo,Yakult,R,1,100.0,0.0,66.66666667,66.66666667,,0.0,0.0,,66.66666667,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Nagasaka Kenya,Hanshin,R,1,0.0,0.0,50.0,100.0,0.0,100.0,100.0,,0.0,0.0,0.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,100.0,0.0,0.0
