Batter,Team,Bats,PA,K%,BB%,Swing%,Z-Swing%,Chase%,Contact%,Z-Con%,O-Con%,SwStr%,Whiff%,CSW%,PLUS%,GB%,FB%,LD%,OFFB%,IFFB%,AIR%,HR%,HR/FB,Pull%,Cent%,Oppo%,Pull AIR%
Nakamura Takeya,Seibu,R,109,25.68807339,10.09174312,51.15740741,80.92783505,26.77824268,66.06334842,80.25477707,31.25,17.36111111,33.93665158,25.92592593,53.93518519,33.84615385,60.0,6.153846154,44.61538462,15.38461538,66.15384615,2.752293578,7.692307692,46.15384615,36.92307692,16.92307692,26.86567164
Asama Daiki,Nipponham,L,108,17.59259259,12.96296296,45.65701559,69.02654867,21.97309417,79.51219512,89.74358974,46.93877551,9.354120267,20.48780488,24.72160356,57.68374165,32.0,53.33333333,14.66666667,41.33333333,12.0,68.0,1.851851852,5.0,24.0,50.66666667,25.33333333,8.0
Miyamoto Takeshi,Yakult,L,106,18.86792453,12.26415094,42.75862069,60.86956522,22.43902439,77.41935484,82.85714286,60.86956522,9.655172414,22.58064516,29.88505747,57.93103448,52.85714286,31.42857143,15.71428571,27.14285714,4.285714286,47.14285714,0.0,0.0,37.14285714,50.0,12.85714286,12.85714286
Narama Taiki,Nipponham,R,104,32.69230769,6.730769231,52.73159145,71.22641509,33.97129187,70.27027027,81.45695364,46.47887324,15.67695962,29.72972973,29.45368171,61.99524941,55.93220339,32.20338983,11.86440678,18.6440678,13.55932203,44.06779661,0.9615384615,5.263157895,49.15254237,40.6779661,10.16949153,16.66666667
Hamada Taiki,Yakult,R,104,25.0,4.807692308,50.93333333,69.94818653,30.76923077,70.15706806,80.0,46.42857143,15.2,29.84293194,30.66666667,60.26666667,42.02898551,46.37681159,11.5942029,34.7826087,11.5942029,57.97101449,3.846153846,12.5,49.27536232,36.23188406,14.49275362,21.73913043
Tobashira Yasutaka,DeNA,L,101,14.85148515,1.98019802,50.26595745,60.0,40.83769634,76.71957672,89.18918919,58.97435897,11.70212766,23.28042328,30.58510638,63.82978723,46.83544304,48.10126582,5.063291139,32.91139241,15.18987342,53.16455696,1.98019802,5.263157895,39.24050633,40.50632911,20.25316456,16.86746988
Hernandez Ramon,Hanshin,R,101,25.74257426,3.96039604,52.94117647,68.15920398,36.84210526,77.77777778,91.24087591,51.42857143,11.76470588,22.22222222,27.87723785,63.68286445,48.57142857,41.42857143,10.0,28.57142857,12.85714286,51.42857143,0.9900990099,3.448275862,35.71428571,47.14285714,17.14285714,12.67605634
Takahashi Shuhei,Chunichi,L,101,20.79207921,5.940594059,44.25427873,58.88324873,30.66037736,78.45303867,83.62068966,69.23076923,9.535452323,21.54696133,29.3398533,58.43520782,41.09589041,42.46575342,16.43835616,35.61643836,6.849315068,58.90410959,0.0,0.0,46.57534247,35.61643836,17.80821918,19.17808219
Ohsato Kosei,ORIX,L,101,14.85148515,10.89108911,36.24161074,52.56410256,18.30985915,85.80246914,86.99186992,82.05128205,5.14541387,14.19753086,29.3064877,57.27069351,57.33333333,38.66666667,4.0,30.66666667,8.0,42.66666667,0.0,0.0,24.0,46.66666667,29.33333333,5.333333333
Ohshiro Takumi,Yomiuri,L,100,27.0,5.0,42.82178218,59.89847716,26.44230769,68.20809249,78.81355932,45.45454545,13.61386139,31.79190751,33.16831683,58.41584158,53.84615385,36.92307692,9.230769231,30.76923077,6.153846154,46.15384615,3.0,12.5,41.53846154,35.38461538,23.07692308,15.38461538
Ohshima Yohei,Chunichi,L,98,14.28571429,3.06122449,50.68493151,70.35175879,27.10843373,85.94594595,90.0,73.33333333,7.123287671,14.05405405,23.28767123,60.54794521,58.2278481,37.97468354,3.797468354,30.37974684,7.594936709,41.7721519,0.0,0.0,35.44303797,40.50632911,24.05063291,14.81481481
Nakata Keisuke,Seibu,L,96,13.54166667,4.166666667,49.05063291,67.48466258,29.41176471,86.4516129,95.45454545,64.44444444,6.64556962,13.5483871,22.46835443,58.86075949,56.0,38.66666667,5.333333333,26.66666667,12.0,44.0,0.0,0.0,32.0,33.33333333,34.66666667,3.896103896
Hirose Ryuta,SoftBank,R,94,29.78723404,7.446808511,42.78481013,60.48780488,23.68421053,75.14792899,82.25806452,55.55555556,10.63291139,24.85207101,30.63291139,58.48101266,40.6779661,47.45762712,11.86440678,37.28813559,10.16949153,59.3220339,1.063829787,3.571428571,30.50847458,42.37288136,27.11864407,13.55932203
Motoyama Hiyu,Seibu,L,93,16.12903226,1.075268817,55.62700965,67.03910615,40.15151515,78.61271676,88.33333333,56.60377358,11.89710611,21.38728324,29.58199357,71.06109325,59.21052632,35.52631579,5.263157895,27.63157895,7.894736842,40.78947368,0.0,0.0,39.47368421,43.42105263,17.10526316,10.38961039
Viciedo Dayan,DeNA,R,90,8.888888889,6.666666667,48.25396825,67.08074534,28.57142857,82.89473684,90.74074074,63.63636364,8.253968254,17.10526316,24.76190476,58.0952381,50.0,42.85714286,7.142857143,31.42857143,11.42857143,50.0,2.222222222,6.666666667,28.57142857,52.85714286,18.57142857,8.108108108
Sumitani Ginjiro,Seibu,R,88,20.45454545,3.409090909,58.92255892,74.82517483,44.15584416,74.28571429,86.91588785,54.41176471,15.15151515,25.71428571,26.26262626,64.64646465,50.76923077,41.53846154,7.692307692,32.30769231,9.230769231,49.23076923,0.0,0.0,33.84615385,46.15384615,20.0,9.090909091
Murata Reon,Seibu,R,85,37.64705882,2.352941176,49.3902439,67.08074534,32.33532934,59.25925926,75.0,27.77777778,20.12195122,40.74074074,36.2804878,60.67073171,39.58333333,52.08333333,8.333333333,35.41666667,16.66666667,60.41666667,2.352941176,8.0,33.33333333,45.83333333,20.83333333,12.0
Asano Shogo,Yomiuri,R,84,20.23809524,3.571428571,51.66666667,65.18987342,36.36363636,76.77419355,84.46601942,61.53846154,12.0,23.22580645,29.66666667,65.0,37.28813559,47.45762712,15.25423729,28.81355932,18.6440678,62.71186441,2.380952381,7.142857143,33.89830508,45.76271186,20.33898305,18.33333333
Kamikawabata Daigo,Nipponham,L,81,11.11111111,8.641975309,42.24924012,59.77011494,22.58064516,89.20863309,98.07692308,62.85714286,4.559270517,10.79136691,25.83586626,59.87841945,61.9047619,31.74603175,6.349206349,22.22222222,9.523809524,38.0952381,0.0,0.0,39.68253968,41.26984127,19.04761905,11.11111111
Yamamoto Keita,SoftBank,L,80,21.25,8.75,46.96485623,69.07894737,26.08695652,71.42857143,85.71428571,35.71428571,13.41853035,28.57142857,28.43450479,56.86900958,52.83018868,41.50943396,5.660377358,32.0754717,9.433962264,47.16981132,2.5,9.090909091,26.41509434,39.62264151,33.96226415,7.547169811
Komori Kohtaro,Rakuten,R,80,26.25,2.5,59.04761905,77.52808989,35.03649635,75.2688172,84.05797101,50.0,14.6031746,24.7311828,27.3015873,66.98412698,42.85714286,51.78571429,5.357142857,48.21428571,3.571428571,57.14285714,1.25,3.448275862,21.42857143,51.78571429,26.78571429,7.142857143
Tanigawara Kenta,SoftBank,L,79,25.3164557,7.594936709,51.89003436,72.07792208,29.19708029,72.18543046,78.37837838,55.0,14.43298969,27.81456954,29.20962199,60.13745704,38.46153846,48.07692308,13.46153846,46.15384615,1.923076923,61.53846154,3.797468354,12.0,26.92307692,50.0,23.07692308,13.46153846
Ohshiro Koji,ORIX,R,79,25.3164557,7.594936709,47.38562092,67.72151899,25.67567568,73.79310345,83.17757009,47.36842105,12.41830065,26.20689655,28.43137255,58.82352941,58.82352941,31.37254902,9.803921569,21.56862745,9.803921569,41.17647059,0.0,0.0,37.25490196,33.33333333,29.41176471,11.53846154
Ogata Riku,SoftBank,L,79,15.18987342,3.797468354,42.12328767,60.50955414,20.74074074,85.36585366,88.42105263,75.0,6.164383562,14.63414634,26.71232877,57.87671233,69.35483871,25.80645161,4.838709677,22.58064516,3.225806452,30.64516129,0.0,0.0,22.58064516,54.83870968,22.58064516,4.6875
Ishikawa Takaya,Chunichi,R,78,34.61538462,2.564102564,43.46504559,60.69364162,24.35897436,74.12587413,84.76190476,44.73684211,11.24620061,25.87412587,31.91489362,60.79027356,40.90909091,56.81818182,2.272727273,34.09090909,22.72727273,59.09090909,1.282051282,4.0,34.09090909,43.18181818,22.72727273,13.33333333
Dohbayashi Shota,Hiroshima,R,77,29.87012987,6.493506494,56.39097744,76.92307692,32.25806452,69.33333333,79.09090909,42.5,17.29323308,30.66666667,29.32330827,63.90977444,45.65217391,45.65217391,8.695652174,39.13043478,6.52173913,54.34782609,1.298701299,4.761904762,45.65217391,32.60869565,21.73913043,14.58333333
Sawai Ren,Yakult,L,77,33.76623377,1.298701299,58.0,81.42857143,37.5,64.94252874,74.56140351,46.66666667,20.33333333,35.05747126,29.33333333,62.0,39.13043478,50.0,10.86956522,39.13043478,10.86956522,60.86956522,1.298701299,4.347826087,32.60869565,43.47826087,23.91304348,8.333333333
Yanagita Yuki,SoftBank,L,77,16.88311688,5.194805195,53.97923875,76.59574468,32.43243243,78.84615385,90.74074074,52.08333333,11.41868512,21.15384615,22.83737024,57.78546713,56.66666667,31.66666667,11.66666667,21.66666667,10.0,43.33333333,5.194805195,21.05263158,35.0,50.0,15.0,5.0
Satoh Ryusei,Chunichi,R,77,25.97402597,9.090909091,46.85534591,66.45962733,26.58227848,71.1409396,73.8317757,64.28571429,13.52201258,28.8590604,29.87421384,59.74842767,55.31914894,38.29787234,6.382978723,34.04255319,4.255319149,44.68085106,0.0,0.0,21.27659574,55.31914894,23.40425532,8.333333333
Mori Keito,DeNA,L,75,21.33333333,2.666666667,57.73584906,73.37662338,36.03603604,75.16339869,83.18584071,52.5,14.33962264,24.83660131,29.43396226,68.30188679,59.64912281,33.33333333,7.01754386,28.07017544,5.263157895,40.35087719,0.0,0.0,26.31578947,45.61403509,28.07017544,8.771929825
Katoh Takuma,Chunichi,R,74,22.97297297,1.351351351,57.61316872,70.89552239,41.28440367,73.57142857,83.15789474,53.33333333,15.22633745,26.42857143,27.57201646,67.0781893,59.25925926,29.62962963,11.11111111,20.37037037,9.259259259,40.74074074,1.351351351,6.25,25.92592593,42.59259259,31.48148148,9.090909091
Itohara Kento,Hanshin,L,74,21.62162162,5.405405405,43.16770186,59.75609756,25.94936709,81.29496403,94.89795918,48.7804878,8.074534161,18.70503597,28.57142857,59.31677019,62.26415094,30.18867925,7.547169811,13.20754717,16.98113208,37.73584906,0.0,0.0,43.39622642,43.39622642,13.20754717,9.259259259
Fukunaga Sho,ORIX,R,74,31.08108108,5.405405405,48.80546075,72.02797203,26.66666667,77.62237762,84.46601942,60.0,10.92150171,22.37762238,24.23208191,59.38566553,31.11111111,66.66666667,2.222222222,46.66666667,20.0,68.88888889,1.351351351,3.333333333,35.55555556,44.44444444,20.0,17.77777778
Martinez Ariel,Nipponham,R,73,34.24657534,2.739726027,50.3968254,71.68141593,33.09352518,59.05511811,71.60493827,36.95652174,20.63492063,40.94488189,32.93650794,57.93650794,38.63636364,54.54545455,6.818181818,43.18181818,11.36363636,61.36363636,1.369863014,4.166666667,40.90909091,36.36363636,22.72727273,15.55555556
Tamura Shunsuke,Hiroshima,L,69,20.28985507,7.246376812,50.54545455,72.34042553,27.6119403,69.78417266,78.43137255,45.94594595,15.27272727,30.21582734,29.45454545,58.90909091,60.41666667,33.33333333,6.25,25.0,8.333333333,39.58333333,1.449275362,6.25,27.08333333,52.08333333,20.83333333,6.12244898
Nakata Sho,Chunichi,R,69,18.84057971,7.246376812,54.86381323,75.36231884,30.83333333,78.72340426,86.53846154,56.75675676,11.67315175,21.27659574,24.51361868,63.81322957,34.0,56.0,10.0,34.0,22.0,66.0,2.898550725,7.142857143,36.0,52.0,12.0,20.0
Makino Shoya,Seibu,L,68,32.35294118,2.941176471,53.0075188,69.46564885,37.03703704,65.95744681,72.52747253,54.0,18.04511278,34.04255319,32.33082707,63.90977444,46.51162791,51.1627907,2.325581395,41.86046512,9.302325581,53.48837209,0.0,0.0,27.90697674,39.53488372,32.55813953,16.27906977
Akihiro Yuto,SoftBank,L,67,27.11864407,8.474576271,43.57976654,57.14285714,30.53435115,66.96428571,80.55555556,42.5,14.39688716,33.03571429,35.40856031,60.31128405,63.88888889,27.77777778,8.333333333,25.0,2.777777778,36.11111111,1.694915254,10.0,16.66666667,61.11111111,22.22222222,2.702702703
Akihiro Yuto,Yomiuri,L,67,0.0,12.5,42.42424242,53.33333333,33.33333333,85.71428571,100.0,66.66666667,6.060606061,14.28571429,27.27272727,60.60606061,71.42857143,28.57142857,0.0,14.28571429,14.28571429,28.57142857,0.0,0.0,14.28571429,71.42857143,14.28571429,0.0
Masaki Tomoya,SoftBank,R,65,18.46153846,7.692307692,46.30350195,67.9389313,23.80952381,73.1092437,91.01123596,20.0,12.45136187,26.8907563,28.0155642,56.42023346,48.93617021,42.55319149,8.510638298,31.91489362,10.63829787,51.06382979,3.076923077,10.0,40.42553191,48.93617021,10.63829787,12.5
Fukuda Shuhei,ORIX,L,65,13.84615385,6.153846154,39.37007874,53.62318841,22.4137931,89.0,94.59459459,73.07692308,4.330708661,11.0,27.55905512,61.02362205,61.2244898,32.65306122,6.12244898,24.48979592,8.163265306,38.7755102,0.0,0.0,32.65306122,40.81632653,26.53061224,4.0
Nakamura Shogo,Lotte,R,64,14.0625,6.25,45.4887218,60.54421769,26.8907563,82.6446281,91.01123596,59.375,7.894736842,17.3553719,29.69924812,62.40601504,40.81632653,55.10204082,4.081632653,38.7755102,16.32653061,59.18367347,1.5625,3.703703704,46.93877551,32.65306122,20.40816327,22.0
Noguchi Tomoya,ORIX,L,64,25.0,9.375,34.51957295,48.57142857,20.56737589,69.07216495,83.82352941,34.48275862,10.67615658,30.92783505,36.29893238,57.29537367,41.02564103,51.28205128,7.692307692,38.46153846,12.82051282,58.97435897,1.5625,5.0,46.15384615,41.02564103,12.82051282,20.51282051
Sasagawa Yoshiyasu,SoftBank,L,63,25.3968254,0.0,61.30434783,83.19327731,37.83783784,62.41134752,75.75757576,30.95238095,23.04347826,37.58865248,31.73913043,64.34782609,50.0,41.30434783,8.695652174,28.26086957,13.04347826,50.0,1.587301587,5.263157895,36.95652174,39.13043478,23.91304348,10.86956522
Murakami Shoki,Hanshin,L,62,50.0,1.612903226,35.95041322,45.56962025,17.85714286,78.16091954,81.94444444,60.0,7.851239669,21.83908046,40.49586777,69.4214876,72.4137931,20.68965517,6.896551724,17.24137931,3.448275862,27.5862069,0.0,0.0,27.5862069,41.37931034,31.03448276,3.448275862
Toyoda Hiroshi,Hanshin,R,61,26.2295082,6.557377049,48.92703863,68.8,25.92592593,79.8245614,84.88372093,64.28571429,9.871244635,20.1754386,26.18025751,59.22746781,52.63157895,34.21052632,13.15789474,28.94736842,5.263157895,47.36842105,0.0,0.0,28.94736842,44.73684211,26.31578947,7.317073171
Aramaki Yu,Yomiuri,L,61,21.31147541,11.47540984,45.22821577,64.46280992,25.83333333,70.64220183,82.05128205,41.93548387,13.2780083,29.35779817,31.12033195,56.43153527,52.5,37.5,10.0,30.0,7.5,47.5,1.639344262,6.666666667,40.0,45.0,15.0,17.07317073
Urata Shunsuke,Yomiuri,L,60,11.66666667,5.0,43.18181818,58.53658537,23.71134021,84.21052632,91.66666667,60.86956522,6.818181818,15.78947368,29.09090909,61.81818182,55.10204082,34.69387755,10.20408163,18.36734694,16.32653061,44.89795918,0.0,0.0,30.6122449,48.97959184,20.40816327,6.12244898
Ishizuka Soichiro,SoftBank,R,60,28.33333333,1.666666667,47.80701754,67.30769231,31.4516129,67.88990826,84.28571429,38.46153846,15.35087719,32.11009174,30.26315789,56.57894737,51.35135135,37.83783784,10.81081081,24.32432432,13.51351351,48.64864865,0.0,0.0,37.83783784,40.54054054,21.62162162,7.894736842
Nakagawa Hayato,Hanshin,R,59,27.11864407,3.389830508,56.19834711,73.33333333,39.3442623,67.64705882,77.27272727,50.0,18.18181818,32.35294118,30.99173554,63.2231405,51.2195122,31.70731707,17.07317073,21.95121951,9.756097561,48.7804878,3.389830508,15.38461538,41.46341463,34.14634146,24.3902439,26.82926829
Tokoda Hiroki,Hiroshima,L,57,21.05263158,0.0,46.9273743,50.90909091,40.57971014,72.61904762,85.71428571,46.42857143,12.84916201,27.38095238,41.34078212,68.7150838,62.22222222,31.11111111,6.666666667,15.55555556,15.55555556,37.77777778,1.754385965,7.142857143,40.0,40.0,20.0,8.888888889
Fukunaga Hiroki,Chunichi,R,57,28.07017544,7.01754386,41.2,53.84615385,30.07518797,75.72815534,93.65079365,47.5,10.0,24.27184466,31.6,59.2,54.28571429,31.42857143,14.28571429,25.71428571,5.714285714,45.71428571,1.754385965,9.090909091,48.57142857,31.42857143,20.0,16.66666667
Imagawa Yuma,Nipponham,R,57,24.56140351,7.01754386,43.6440678,63.30275229,26.77165354,69.90291262,86.95652174,35.29411765,13.13559322,30.09708738,30.08474576,55.08474576,35.8974359,48.71794872,15.38461538,41.02564103,7.692307692,64.1025641,3.50877193,10.52631579,41.02564103,35.8974359,23.07692308,20.51282051
Maekawa Seita,Hiroshima,R,56,17.85714286,3.571428571,46.79802956,59.09090909,32.25806452,87.36842105,89.23076923,83.33333333,5.911330049,12.63157895,28.07881773,63.54679803,52.27272727,38.63636364,9.090909091,31.81818182,6.818181818,47.72727273,0.0,0.0,27.27272727,40.90909091,31.81818182,13.63636364
Tsujimoto Rintaro,Chunichi,R,56,17.85714286,0.0,61.2716763,75.25773196,43.42105263,78.30188679,86.30136986,60.60606061,13.29479769,21.69811321,25.43352601,71.0982659,41.30434783,47.82608696,10.86956522,39.13043478,8.695652174,58.69565217,0.0,0.0,30.43478261,43.47826087,26.08695652,19.56521739
Ukai Kosuke,Chunichi,R,54,24.07407407,0.0,61.74863388,75.47169811,42.85714286,70.79646018,82.5,42.42424242,18.03278689,29.20353982,32.24043716,69.94535519,47.5,52.5,0.0,37.5,15.0,52.5,0.0,0.0,27.5,35.0,37.5,10.0
Saiki Hiroto,Hanshin,R,54,46.2962963,3.703703704,34.05405405,39.3442623,23.80952381,69.84126984,77.08333333,46.66666667,10.27027027,30.15873016,47.02702703,72.97297297,77.77777778,22.22222222,0.0,11.11111111,11.11111111,22.22222222,0.0,0.0,18.51851852,44.44444444,37.03703704,0.0
Takahashi Hiroto,Chunichi,R,54,31.48148148,1.851851852,46.84684685,55.07246377,32.94117647,81.73076923,81.57894737,82.14285714,8.558558559,18.26923077,33.78378378,73.42342342,88.88888889,8.333333333,2.777777778,5.555555556,2.777777778,11.11111111,0.0,0.0,2.777777778,38.88888889,58.33333333,0.0
Kakunaka Katsuya,Lotte,L,53,16.98113208,15.09433962,39.92248062,66.66666667,15.55555556,80.58252427,85.36585366,61.9047619,7.751937984,19.41747573,22.48062016,51.9379845,60.60606061,36.36363636,3.03030303,33.33333333,3.03030303,39.39393939,1.886792453,8.333333333,30.3030303,45.45454545,24.24242424,14.70588235
Tsuchida Ryuku,Chunichi,L,53,30.18867925,3.773584906,58.04878049,77.5,30.58823529,65.54621849,70.96774194,46.15384615,20.0,34.45378151,33.17073171,67.80487805,45.71428571,51.42857143,2.857142857,40.0,11.42857143,54.28571429,0.0,0.0,54.28571429,34.28571429,11.42857143,17.14285714
Kodama Ryosuke,Seibu,R,53,16.98113208,7.547169811,45.09803922,64.22018349,23.15789474,84.7826087,94.28571429,54.54545455,6.862745098,15.2173913,25.49019608,59.80392157,51.28205128,46.15384615,2.564102564,30.76923077,15.38461538,48.71794872,0.0,0.0,33.33333333,35.8974359,30.76923077,10.25641026
Aizawa Tsubasa,Hiroshima,R,53,30.18867925,9.433962264,40.93023256,55.45454545,25.71428571,76.13636364,80.32786885,66.66666667,9.76744186,23.86363636,31.62790698,61.39534884,50.0,43.33333333,6.666666667,30.0,13.33333333,50.0,0.0,0.0,43.33333333,36.66666667,20.0,20.0
Azuma Katsuki,DeNA,L,53,24.52830189,7.547169811,34.53608247,47.36842105,16.25,83.58208955,88.88888889,61.53846154,5.670103093,16.41791045,30.92783505,61.8556701,69.44444444,25.0,5.555555556,16.66666667,8.333333333,30.55555556,0.0,0.0,36.11111111,38.88888889,25.0,5.555555556
Yamanaka Ryoma,ORIX,L,52,17.30769231,5.769230769,47.08737864,71.02803738,21.21212121,87.62886598,92.10526316,71.42857143,5.825242718,12.37113402,20.87378641,58.73786408,50.0,50.0,0.0,45.0,5.0,50.0,1.923076923,5.0,37.5,30.0,32.5,15.0
Jackson Andre,DeNA,R,51,52.94117647,5.882352941,35.82887701,40.18691589,30.0,55.2238806,72.09302326,25.0,16.04278075,44.7761194,47.05882353,68.98395722,70.0,30.0,0.0,20.0,10.0,30.0,1.960784314,16.66666667,10.0,50.0,40.0,0.0
Ford Mike,DeNA,L,51,25.49019608,9.803921569,47.73869347,65.59139785,32.0754717,65.26315789,85.24590164,29.41176471,16.58291457,34.73684211,32.66331658,59.29648241,30.3030303,57.57575758,12.12121212,42.42424242,15.15151515,69.6969697,0.0,0.0,45.45454545,51.51515152,3.03030303,27.27272727
Watanabe Riku,SoftBank,L,51,33.33333333,7.843137255,46.5,60.0,33.0,67.74193548,83.33333333,39.39393939,15.0,32.25806452,35.0,61.5,39.28571429,42.85714286,17.85714286,39.28571429,3.571428571,60.71428571,0.0,0.0,42.85714286,32.14285714,25.0,21.42857143
Morishita Masato,Hiroshima,R,50,38.0,4.0,47.54098361,53.46534653,39.75903614,73.56321839,85.18518519,54.54545455,12.56830601,26.43678161,35.51912568,71.03825137,59.25925926,29.62962963,11.11111111,14.81481481,14.81481481,40.74074074,0.0,0.0,7.407407407,40.74074074,51.85185185,6.896551724
Yamasaki Iori,Yomiuri,L,49,36.73469388,2.040816327,45.73170732,53.7037037,30.35714286,74.66666667,86.20689655,35.29411765,11.58536585,25.33333333,40.24390244,71.34146341,80.76923077,15.38461538,3.846153846,11.53846154,3.846153846,19.23076923,0.0,0.0,34.61538462,34.61538462,30.76923077,6.666666667
Kay Anthony,DeNA,L,49,38.7755102,2.040816327,34.28571429,39.49579832,23.21428571,85.0,89.36170213,69.23076923,5.142857143,15.0,38.85714286,72.0,81.48148148,14.81481481,3.703703704,7.407407407,7.407407407,18.51851852,0.0,0.0,7.407407407,55.55555556,37.03703704,0.0
Hayashi Kota,Hiroshima,L,48,37.5,0.0,54.58937198,75.0,35.51401869,61.0619469,74.66666667,34.21052632,21.25603865,38.9380531,33.33333333,61.83574879,40.0,56.66666667,3.333333333,36.66666667,20.0,60.0,4.166666667,11.76470588,43.33333333,30.0,26.66666667,16.66666667
Yoshimura Kojiro,Yakult,R,46,32.60869565,4.347826087,42.94871795,52.57731959,27.11864407,74.62686567,80.39215686,56.25,10.8974359,25.37313433,37.17948718,73.71794872,79.31034483,13.79310345,6.896551724,10.34482759,3.448275862,20.68965517,0.0,0.0,13.79310345,51.72413793,34.48275862,0.0
Tanaka Kosuke,Hiroshima,L,44,15.90909091,18.18181818,35.44973545,54.63917526,15.05376344,82.08955224,84.90566038,71.42857143,6.349206349,17.91044776,29.62962963,55.55555556,44.44444444,44.44444444,11.11111111,25.92592593,18.51851852,55.55555556,0.0,0.0,40.74074074,37.03703704,22.22222222,22.22222222
Matsuba Takahiro,Chunichi,L,44,18.18181818,4.545454545,39.62264151,50.0,22.95081967,82.53968254,89.79591837,57.14285714,6.918238994,17.46031746,31.44654088,66.03773585,84.375,12.5,3.125,3.125,9.375,15.625,0.0,0.0,31.25,56.25,12.5,0.0
Kawagoe Seiji,Chunichi,L,43,27.90697674,9.302325581,43.11377246,62.65060241,23.80952381,65.27777778,80.76923077,25.0,14.97005988,34.72222222,33.53293413,56.88622754,58.33333333,33.33333333,8.333333333,16.66666667,16.66666667,41.66666667,0.0,0.0,37.5,54.16666667,8.333333333,8.0
Tamura Tatsuhiro,Lotte,R,43,23.25581395,0.0,48.05194805,60.43956044,30.15873016,83.78378378,90.90909091,63.15789474,7.792207792,16.21621622,28.57142857,67.53246753,46.875,43.75,9.375,28.125,15.625,53.125,2.325581395,7.142857143,34.375,46.875,18.75,9.090909091
Mori Shohei,Hiroshima,L,42,47.61904762,0.0,39.49044586,40.86021505,37.5,66.12903226,81.57894737,41.66666667,13.37579618,33.87096774,45.22292994,70.06369427,68.18181818,22.72727273,9.090909091,18.18181818,4.545454545,31.81818182,0.0,0.0,22.72727273,50.0,27.27272727,4.545454545
Chatani Kenta,Lotte,R,41,21.95121951,7.317073171,45.34161491,60.63829787,23.88059701,84.93150685,92.98245614,56.25,6.832298137,15.06849315,28.57142857,62.73291925,55.17241379,31.03448276,13.79310345,24.13793103,6.896551724,44.82758621,0.0,0.0,10.34482759,62.06896552,27.5862069,3.448275862
Ohno Yudai,Chunichi,L,41,46.34146341,2.43902439,26.79738562,30.3030303,20.37037037,70.73170732,70.0,72.72727273,7.843137255,29.26829268,47.7124183,71.24183007,80.95238095,14.28571429,4.761904762,9.523809524,4.761904762,19.04761905,0.0,0.0,38.0952381,38.0952381,23.80952381,4.761904762
Ohsera Daichi,Hiroshima,R,41,34.14634146,2.43902439,41.35802469,52.04081633,25.0,74.62686567,82.35294118,50.0,10.49382716,25.37313433,35.80246914,67.90123457,75.0,16.66666667,8.333333333,12.5,4.166666667,25.0,0.0,0.0,0.0,25.0,75.0,0.0
Usami Shingo,Chunichi,L,40,32.5,10.0,49.05660377,60.52631579,38.0952381,64.1025641,80.43478261,40.625,17.61006289,35.8974359,35.8490566,65.40880503,59.09090909,40.90909091,0.0,27.27272727,13.63636364,40.90909091,0.0,0.0,27.27272727,45.45454545,27.27272727,13.63636364
Bauer Trevor,DeNA,R,39,51.28205128,2.564102564,34.5323741,39.56043956,25.0,62.5,77.77777778,16.66666667,12.94964029,37.5,50.35971223,72.6618705,88.23529412,11.76470588,0.0,5.882352941,5.882352941,11.76470588,0.0,0.0,5.882352941,58.82352941,35.29411765,0.0
Akahoshi Yuji,Yomiuri,R,38,31.57894737,7.894736842,32.25806452,32.05128205,32.60869565,85.0,96.0,66.66666667,4.838709677,15.0,43.5483871,69.35483871,65.2173913,21.73913043,13.04347826,13.04347826,8.695652174,34.7826087,0.0,0.0,13.04347826,60.86956522,26.08695652,4.347826087
Ishihara Tsuyoshi,Rakuten,R,38,31.57894737,7.894736842,39.64497041,56.25,24.71910112,67.1641791,82.22222222,36.36363636,13.01775148,32.8358209,31.95266272,58.57988166,47.82608696,43.47826087,8.695652174,30.43478261,13.04347826,52.17391304,0.0,0.0,26.08695652,56.52173913,17.39130435,17.39130435
Hiruma Takuya,Seibu,L,38,21.05263158,2.631578947,59.3495935,73.13432836,42.85714286,69.8630137,77.55102041,54.16666667,17.88617886,30.1369863,30.89430894,69.10569106,50.0,50.0,0.0,32.14285714,17.85714286,50.0,0.0,0.0,35.71428571,46.42857143,17.85714286,7.142857143
Maruyama Kazuya,Yakult,L,37,35.13513514,2.702702703,43.05555556,52.05479452,33.8028169,67.74193548,78.94736842,50.0,13.88888889,32.25806452,37.5,65.27777778,61.9047619,38.0952381,0.0,33.33333333,4.761904762,38.0952381,0.0,0.0,38.0952381,42.85714286,19.04761905,4.545454545
Ishikawa Shingo,Lotte,R,36,30.55555556,2.777777778,60.68376068,76.31578947,31.70731707,76.05633803,79.31034483,61.53846154,14.52991453,23.94366197,29.91452991,73.5042735,50.0,50.0,0.0,41.66666667,8.333333333,50.0,0.0,0.0,33.33333333,41.66666667,25.0,8.333333333
Nomura Daiju,Seibu,R,36,25.0,0.0,55.47945205,73.33333333,26.78571429,80.24691358,83.33333333,66.66666667,10.95890411,19.75308642,26.71232877,66.43835616,59.25925926,29.62962963,11.11111111,25.92592593,3.703703704,40.74074074,0.0,0.0,25.92592593,51.85185185,22.22222222,11.11111111
